Ministerie;handelsnaam na kvk;6000 - ICT overig;6110 - Aanschaf hardware;6120 - Beheer en onderhoud hardware;6210 - Aanschaf programmatuur & software;6220 - Beheer, onderhoud programmatuur & software;6310 - Aanschaf, beheer en onderhoud infrastructuur;6410 - Spraak en dataverbindingen;6510 - Uitbesteding ICT;Eindtotaal
DEF;Netherlands Training Detachment;;;;;;;1;;1
DEF;NEW TECHNOLOGIES GROUP NV;;;;;;;1;;1
DEF;Newstar Computer Products Europa B.V.;;1;;;;;;;1
DEF;Newton Technisch Bureau B.V.;;1;;;;;;;1
DEF;NFGD Zoetermeer B.V.;;;;;;;1;;1
DEF;Nilfisk B.V.;;1;;;;;;;1
DEF;NLTD Fort Rucker;;;;;;;1;;1
DEF;NMS National Multiple Services B.V.;;;;;;;1;;1
DEF;NoorderSoft B.V.;;;;;;1;;;1
DEF;Norisk Keymanagement B.V.;;;;;;1;;;1
DEF;Nottrot B.V.;;1;;;;;;;1
DEF;Nuvole B.V.;;;;;;;;1;1
DEF;Office Centre;;1;;;;;;;1
DEF;onlinekabelshop.nl;;1;;;;;;;1
DEF;Oracle Nederland;;1;;;;;;;1
DEF;Orcavoice B.V.;;;;;;1;1;;1
DEF;Owello;;;;1;;;;;1
DEF;P2000 Alarmeringsystemen B.V.;;;;;;1;1;;1
DEF;PIPNL;;;;;;;1;;1
DEF;Portbase B.V.;;;;1;;;;;1
DEF;Pro Systems International B.V.;;;;;;;1;;1
DEF;Prof-Tools;;1;;;;;;;1
DEF;PRO-MATCH system integration;;;1;;;;;;1
DEF;Pro-Tect Europe B.V.;;1;;;;;;;1
DEF;Proximus SA;;;;;;;1;;1
DEF;Q-Park Nederland;;1;;;;;;;1
DEF;Rackmount.it B.V.;;;;;;1;;;1
DEF;Rajapack Benelux;;1;;;;;;;1
DEF;RedNose IT B.V.;;;;1;;;;;1
DEF;Rexcom B.V.;;1;;;;;;;1
DEF;Rob Gieling Fotografie;;1;;;;;;;1
DEF;Romex B.V.;;1;;;;;;;1
DEF;Roossien Hoogwerktechniek;;1;;;;;;;1
DEF;RS Components B.V.;;1;;;;;;;1
DEF;Safety Solutions Consultants B.V.;;;;;;;1;;1
DEF;Sagam Nederland B.V.;;;;;;1;;;1
DEF;Sakko Commercial B.V.;;1;;;;;;;1
DEF;SAM International B.V.;;1;;;;;;;1
DEF;Satel B.V.;;;;;;;1;;1
DEF;Scarlet B.V.;;;;;;;1;;1
DEF;Sdu Uitgevers B.V.;;;;;;;1;;1
DEF;Septentrio NV;;;1;;;;;;1
DEF;Shopclub Nederland B.V.;;1;;;;;;;1
DEF;SITA SC Global Invoice;;;;;;;1;;1
DEF;SPIE-ICS;;1;;;;;;;1
DEF;SPS RES-Q Services B.V.;;;;1;;;;;1
DEF;Storro B.V.;;;;1;;;;;1
DEF;Strandhotel Scheveningen B.V.;;1;;;;;;;1
DEF;Stratec Services B.V.;;;;1;;;;;1
DEF;Strijbosch B.V.;;1;;;;;;;1
DEF;Supply Service B.V.;;1;;;;;;;1
DEF;Sweco Nederland B.V.;;;;1;;;;;1
DEF;T N E I Services;;;;1;;;;;1
DEF;T&T Mobility;;;;;;;1;;1
DEF;TAPIRAMA;;;;;;;1;;1
DEF;Technisch Bureau Magema B.V.;;1;;;;;1;;1
DEF;Telecom Italia Spa Sede Legale;;;;;;;1;;1
DEF;Thales Nederland;;1;;;;;;;1
DEF;The Royal Netherlands Airforce Deta;;;;;;;1;;1
DEF;Thermo Fisher Scientific B.V.;;;;;1;;;;1
DEF;Thesio B.V.;;;;;;;;1;1
DEF;T-Mobile Netherlands B.V.;;;;;;;1;;1
DEF;Tooling Center Benelux B.V.;;1;;;;;;;1
DEF;Toolmax;;1;;;;;;;1
DEF;TOPdesk Nederland B.V.;;;;;;1;;;1
DEF;Transcom Nederland B.V.;;1;;;;;;;1
DEF;Transposafe Systems;;;;;;;1;;1
DEF;Trits Procesinnovatie;;;;1;;;;;1
DEF;T-Systems Enterprise Services GmbH;;;;;;;1;;1
DEF;UTS Bonaire;;;;;;;1;;1
DEF;V.O.F. Boet Schouwink Producties;;1;;;;;;;1
DEF;V.O.F. Delta Star;;;;;;;1;;1
DEF;Valori Interim B.V.;;1;;;;;;;1
DEF;Van Vlier Media B.V.;;1;;;;;;;1
DEF;VCD Business Solutions B.V.;;1;;;;;;1;1
DEF;Vector Eyes;;;;;;1;;;1
DEF;Venture ICT Consultancy B.V.;;;;;;1;;;1
DEF;Video Duplication Holland B.V.;;1;;;;;;;1
DEF;Xolphin B.V.;;;;;;;1;;1
DEF;XS4ALL Internet B.V.;;;;;;;1;;1
DEF;YourIT B.V.;;;;;;1;;;1
DEF;Ziggo B.V.;;;;;;;1;;1
EZ;ActiveState Software Inc.;;;;;1;;;;1
EZ;Advanced Encryption Technology Europe B.V.;;;;;;;;1;1
EZ;Aeves B.V.;;;;;;;;1;1
EZ;Agrovision B.V.;;;;;;;;1;1
EZ;Allekabels B.V.;;1;;;;;;;1
EZ;AllSolutions B.V.;;;;;1;;;1;1
EZ;ARCADIS Nederland;;;;;;;;1;1
EZ;Arrow Holding B.V.;;;;;;;;1;1
EZ;AST Marine Siences Ltd;;;;;;;1;;1
EZ;Attingo Datarecovery B.V.;1;;;;;;;;1
EZ;BAM Infra Telecom B.V.;;1;;;;;;;1
EZ;Barnsten Business Solutions B.V.;;;;;1;;;;1
EZ;bioMÃ©rieux Benelux B.V.;;;;;;;;1;1
EZ;Bleck Cross Media Creativity;;;;;1;;;;1
EZ;bol.com B.V.;;1;;;;;;;1
EZ;Bredenoord B.V.;;;;;;;;1;1
EZ;BRW B.V.;;;;;;;;1;1
EZ;Cambrium B.V.;;;;;;;1;;1
EZ;Canon Nederland N.V.;1;;1;;;;;;1
EZ;CHEMDOX GmdH;;;;;;;;1;1
EZ;Circle Systems Inc;;;;;1;;;;1
EZ;Citaat V.O.F.;;;;;;;;1;1
EZ;Compu'Train Opleidingen B.V.;;;;;;;;1;1
EZ;Connected Information Systems B.V.;;;;;1;;;;1
EZ;Conrad Electronic Benelux B.V.;;1;;;;;1;;1
EZ;Conversie Partners;;;;;;;;1;1
EZ;Coosto Holding B.V.;;;;;;;;1;1
EZ;Creaim B.V.;;;;;;;;1;1
EZ;Croon Elektrotechniek B.V.;;;;;;;;1;1
EZ;CTM Solution B.V.;;;;;;;;1;1
EZ;CycloMedia Technology B.V.;;;;1;;;;;1
EZ;Daxisweb B.V.;;;;;1;;;;1
EZ;De Polderland Groep B.V.;;1;;;;;;;1
EZ;De Vos Groep B.V.;;;;;;1;;;1
EZ;Decos Software Engineering B.V.;1;;;;;;;;1
EZ;DTG B.V.;1;;;;;;;;1
EZ;Easynet Nederland B.V.;;;;;;;1;;1
EZ;Everest B.V.;;;;;;;;1;1
EZ;Exact Netherlands B.V.;;;;;1;;;;1
EZ;Exact Software Nederland B.V.;;;;;1;;;;1
EZ;Firecom;;;;;;;1;;1
EZ;Flash Internatio BV;;;;;;;1;;1
EZ;Fluke Nederland B.V.;;1;;;;;;;1
EZ;For Conference B.V.;;;;;;;1;;1
EZ;Geodan Holding B.V.;;;;;1;;;;1
EZ;Geodirect B.V.;;1;;;;;;;1
EZ;Goconnectit B.V.;;1;;;;;;;1
EZ;GW Cross Media B.V.;;;1;;;;;;1
EZ;H.T.A. Systems B.V.;;;;;;;;1;1
EZ;Hamburgisches WeltWirtschafts Institut HWWI;;;;;1;;;;1
EZ;Hoogendoorn Automatisering B.V.;;;;;;;;1;1
EZ;ICreative;;;;;1;;;;1
EZ;In2Content B.V.;;;;;;;;1;1
EZ;Innovero Software Solutions B.V.;1;;;;;;;1;1
EZ;InsightsWorld B.V.;;;;;;;;1;1
EZ;Interactive Blueprints B.V.;1;;;;;;;;1
EZ;IT Risk Control;;;;;1;;;;1
EZ;iTZiT B.V.;;;;;;;;1;1
EZ;Jacobs Breda Electronics (J.B.E.);;;;;;;1;;1
EZ;Kega Holding Company B.V.;1;;;;;;;;1
EZ;Klinkende Taal B.V.;;;;;;;;1;1
EZ;Lucom Benelux B.V.;;;;;;;;1;1
EZ;M&M e-commerce B.V.;;;;;;;1;;1
EZ;Maakum Websites;1;;;;;;;;1
EZ;Marnecs Management;;;;;;;;1;1
EZ;NCC Group Escrow Europe B.V.;1;;;;;;;;1
EZ;Ned-IT B.V.;1;;;;;;;;1
EZ;New Age Financial Services;;;;;;;;1;1
EZ;New CTI Solutions B.V.;1;;;;;;;;1
EZ;NewTelco B.V.;;;;;;;1;;1
EZ;NovÃ¡ccent Group B.V.;;;;;;;;1;1
EZ;Numerical Algorithms Group Ltd.;;;;;1;;;;1
EZ;Oldenburger Automatisering;;;;;;;;1;1
EZ;Operator Groep Delft B.V.;;;;;;;;1;1
EZ;Optelec Nederland B.V.;;;;;;;;1;1
EZ;Orcavoice B.V.;;;;;;;1;;1
EZ;Paraben Corporation;;;;;;;;1;1
EZ;Pardon Consult;1;;;;;;;;1
EZ;PerkinElmer Nederland B.V.;;;;;;;;1;1
EZ;Piktochart Sdn Bhd;;;;;;;;1;1
EZ;Pree E-RF-Tech;;;;1;;;;;1
EZ;Priority;;;1;;;;;;1
EZ;Prosilic;;1;;;;;;;1
EZ;Qiagen Benelux B.V.;;;;;;;;1;1
EZ;RadioAccess B.V.;;;;;;;;1;1
EZ;Rai Amsterdam Exhibitor Services;;;;;;1;;;1
EZ;RedNose IT B.V.;1;;;;;;;;1
EZ;ReplaceDirect BV;;;;;;;1;;1
EZ;Restaurant & Catering Mennega;;;;1;;;;;1
EZ;Ricoh;;;;;;;1;;1
EZ;Ricoh Nederland B.V.;;;;;;1;;;1
EZ;Routershop.nl;;1;;;;;;;1
EZ;Satcomm.;;;;;;;1;;1
EZ;Satpower Nederland;;;;;;;1;;1
EZ;Schippers IT B.V.;;;;;;;;1;1
EZ;Schoonderbeek Installatie B.V.;;;;;;;;1;1
EZ;Scrumwise;;;;;;;;1;1
EZ;Sentia B.V.;1;;;;;;;;1
EZ;SLTN IT Products B.V.;;;;;1;;;;1
EZ;Snelpas Business Service B.V.;1;;;;;;;;1
EZ;Stichting Accessibility;;;;;;;;1;1
EZ;Stichting Videma;;;;;1;;;;1
EZ;SURVEYMONKEY EUROPE;;;;;1;;;;1
EZ;SXA Web Solutions;;1;;;;;;;1
EZ;Tailermade Techn. Team 'Triple T' Serv. B.V.;;;;;1;;;;1
EZ;Tangram B.V.;;;;;1;;;;1
EZ;Telfort Zakelijk B.V.;;;;;;;1;;1
EZ;Thin Scale Technology;;;;;1;;;;1
EZ;Tshukudu Technology College B.V.;1;;;;;;;;1
EZ;Van Dorp installaties B.V.;1;1;;;;;;;1
EZ;Verint Netherlands B.V.;;;;;;;;1;1
EZ;Vermaat Bedrijfshoreca B.V.;;;;;1;;;;1
EZ;VEVIDA B.V.;;;;;;1;;;1
EZ;Viadesk;;;;;;;;1;1
EZ;Vodafone Libertel B.V.;;;;;;;1;;1
EZ;Vrieservice B.V.;;;;;;;1;;1
EZ;Wedomedia B.V.;1;;;;;;;;1
EZ;Westkaap Automatisering B.V.;;;;;;;;1;1
EZ;WHC;;;;;;;;1;1
EZ;WiesWeb Application Development;;;;;;;;1;1
EZ;Xolphin B.V.;;;;;1;;;;1
EZ;Zet Solutions B.V.;;;;;;1;;1;1
EZ;Ziggo B.V.;;;;;;;1;;1
EZ;Zylab Benelux B.V.;;;;;1;;;;1
FIN;2-Advise;;1;;;;;;;1
FIN;aHa!Ventures;;;;1;;;;;1
FIN;Anoniem 7;;;;1;;;;;1
FIN;APC Benelux B.V.;;;1;;;;;;1
FIN;Aquaforest Limited;;;;;1;;;;1
FIN;Atexxo B.V.;;;;;;;1;;1
FIN;Avantgarde Media B.V.;;;;1;;;;;1
FIN;Bbeyond B.V.;;;;1;;;1;;1
FIN;Belstore.Com B.V.;;;;;;;1;;1
FIN;Canal Digitaal;;;;;;;1;;1
FIN;Canast B.V.;;;;1;;;;;1
FIN;CBizz B.V.;;;;;;;1;;1
FIN;Clipperms.nl;;1;;;;;;;1
FIN;CM Telecom B.V.;;;;;;;1;;1
FIN;CompLions B.V.;;;;1;;;;;1
FIN;Connected Information Systems B.V.;;;;1;;;;;1
FIN;Conrad Electronic Benelux B.V.;;;;;;;1;;1
FIN;CSI TOOLS BVBA;;;;1;;;;;1
FIN;De Hosting Makelaar B.V.;;;;;;;1;;1
FIN;Denit Internet Services B.V.;;;;1;;;;;1
FIN;Digitenne B.V.;;;;;;;1;;1
FIN;DNN Corp;;;;1;;;;;1
FIN;Escherware B.V.;;;;;1;;;;1
FIN;Exact Holding B.V.;;;;;1;;;;1
FIN;Flexwebhosting B.V.;;;;;;;1;;1
FIN;GEFEG;;;;;1;;;;1
FIN;Gullimex B.V.;;;;;;;1;;1
FIN;Heco Systems B.V.;;1;;;;;;;1
FIN;Heijnen B.V.;;;;1;;;;;1
FIN;Hostnet B.V.;;;;;;;1;;1
FIN;Ideal Systems N.V.;;;;;1;;;;1
FIN;InsightsWorld B.V.;;;;1;;;;;1
FIN;Intermax outsourcing;;;;;;;1;;1
FIN;IPS B.V.;;;;1;;;;;1
FIN;iText Software BVBA;;;;;1;;;;1
FIN;John Verzijden B.V.;;;;;;;1;;1
FIN;KPN XL;;;;;;;1;;1
FIN;LeaseWeb Netherlands B.V.;;;1;;;;;;1
FIN;LOYALS ONLINE B.V.;;;;;;;1;;1
FIN;MAN Roland Nederland B.V.;;;1;;;;;;1
FIN;Micro Focus N.V.;;;;;1;;;;1
FIN;MMM Interactieve Communicatie;;;;1;;;;;1
FIN;MSC Information Retrieval Technologies B.V.;;;;1;;;;;1
FIN;NCC Group Escrow Europe B.V.;;;;1;1;;;;1
FIN;Ned. Ver. van Bedr.telecomm. Grootgebruikers;;;;;;;1;;1
FIN;Orcavoice B.V.;;;;;1;;;;1
FIN;Pactechno;;;1;;;;;;1
FIN;Parabots;;;;;1;;;;1
FIN;Prosperius B.V.;;;;1;;;;;1
FIN;Q42;;;;;1;;;;1
FIN;Réseaux IP Européens Network Coord. Centre;;;;;;;1;;1
FIN;RAINCODE S.P.R.L.;;;;;1;;;;1
FIN;Safetyfreaks B.V.;;;;;;;1;;1
FIN;SAP Global Marketing Inc.;;;;;1;;;;1
FIN;Secupro Government B.V.;;;;;;;1;;1
FIN;Sidekiq;;;;1;;;;;1
FIN;SmartDC B.V.;;;;;;;1;;1
FIN;Sonova Nederland B.V.;;1;;;;;;;1
FIN;SRC System Integrators B.V.;;;;;1;;;;1
FIN;Sticht. Internet Domeinregistratie Nederland;;;;;;;1;;1
FIN;Telfort Zakelijk;;;;;;;1;;1
FIN;Total Identity;;;;;1;;;;1
FIN;UNIT4 Business Software B.V.;;;;1;;;;;1
FIN;Verificatie Informatie Systemen B.V.;;;;;1;;;;1
FIN;Vicus eBusiness Solutions B.V.;;;;;1;;;;1
FIN;WebGenerator B.V.;;;;;;;1;;1
FIN;XEROX BELGI�;;;;;1;;;;1
FIN;Xolphin SSL Certificaten;;;;1;;;;;1
FIN;XS4ALL Internet B.V.;;;;1;;;1;;1
FIN;Your Hosting B.V.;;;;;;;1;;1
FIN;Ziggo B.V.;;;;;;;1;;1
I & M;/. de WERKPR GRONINGEN WLP OSSENKOP;;;1;;;;;;1
I & M;2B Security Systems ApS;;;1;;;;;;1
I & M;Aageka Webshops;;;1;;;;;;1
I & M;ABDIJ SINT BENEDICTUSBERG;;;1;;;;;;1
I & M;ACADEMY OF ATHENS - RESEARCH COMMIT;;;;;1;;;;1
I & M;Activiteitenboerderij 't Geveltje;;;1;;;;;;1
I & M;Airhouse Midden Nederland B.V.;;;1;;;;;;1
I & M;Airyx GmbH;;;1;;;;;;1
I & M;AlterNET Internet B.V.;;;;;1;;;;1
I & M;Anoniem 1;;;1;;;;;;1
I & M;Anoniem 1003;;;1;;;;;;1
I & M;Anoniem 1022;;;1;;;;;;1
I & M;Anoniem 1024;;;1;;;;;;1
I & M;Anoniem 1025;;;1;;;;;;1
I & M;Anoniem 1029;;;1;;;;;;1
I & M;Anoniem 1066;;;1;;;;;;1
I & M;Anoniem 1072;;;1;;;;;;1
I & M;Anoniem 1074;;;1;;;;;;1
I & M;Anoniem 1094;;;1;;;;;;1
I & M;Anoniem 1098;;;1;;;;;;1
I & M;Anoniem 1100;;;1;;;;;;1
I & M;Anoniem 1107;;;1;;;;;;1
I & M;Anoniem 1122;;;1;;;;;;1
I & M;Anoniem 114;;;1;;;;;;1
I & M;Anoniem 1161;;;1;;;;;;1
I & M;Anoniem 1165;;;1;;;;;;1
I & M;Anoniem 1167;;;1;;;;;;1
I & M;Anoniem 1202;;;1;;;;;;1
I & M;Anoniem 1203;;;1;;;;;;1
I & M;Anoniem 1205;;;1;;;;;;1
I & M;Anoniem 1213;;;1;;;;;;1
I & M;Anoniem 1217;;;1;;;;;;1
I & M;Anoniem 1224;;;1;;;;;;1
I & M;Anoniem 1227;;;1;;;;;;1
I & M;Anoniem 1228;;;1;;;;;;1
I & M;Anoniem 1231;;;1;;;;;;1
I & M;Anoniem 1242;;;1;;;;;;1
I & M;Anoniem 1243;;;1;;;;;;1
I & M;Anoniem 1244;;;1;;;;;;1
I & M;Anoniem 1245;;;1;;;;;;1
I & M;Anoniem 1247;;;1;;;;;;1
I & M;Anoniem 1258;;;1;;;;;;1
I & M;Anoniem 1259;;;1;;;;;;1
I & M;Anoniem 1261;;;1;;;;;;1
I & M;Anoniem 127;;;1;;;;;;1
I & M;Anoniem 1277;;;1;;;;;;1
I & M;Anoniem 1280;;;1;;;;;;1
I & M;Anoniem 1281;;;1;;;;;;1
I & M;Anoniem 1282;;;1;;;;;;1
I & M;Anoniem 1287;;;1;;;;;;1
I & M;Anoniem 1294;;;1;;;;;;1
I & M;Anoniem 1299;;;1;;;;;;1
I & M;Anoniem 1300;;;1;;;;;;1
I & M;Anoniem 131;;;1;;;;;;1
I & M;Anoniem 139;;;1;;;;;;1
I & M;Anoniem 142;;;1;;;;;;1
I & M;Anoniem 1459;;;1;;;;;;1
I & M;Anoniem 1467;;;1;;;;;;1
I & M;Anoniem 1468;;;1;;;;;;1
I & M;Anoniem 1470;;;1;;;;;;1
I & M;Anoniem 1471;;;1;;;;;;1
I & M;Anoniem 17;;;1;;;;;;1
I & M;Anoniem 180;;;1;;;;;;1
I & M;Anoniem 194;;;1;;;;;;1
I & M;Anoniem 197;;;1;;;;;;1
I & M;Anoniem 200;;;1;;;;;;1
I & M;Anoniem 218;;;1;;;;;;1
I & M;Anoniem 225;;;1;;;;;;1
I & M;Anoniem 228;;;1;;;;;;1
I & M;Anoniem 23;;;1;;;;;;1
I & M;Anoniem 237;;;1;;;;;;1
I & M;Anoniem 239;;;1;;;;;;1
I & M;Anoniem 244;;;1;;;;;;1
I & M;Anoniem 248;;;1;;;;;;1
I & M;Anoniem 282;;;1;;;;;;1
I & M;Anoniem 294;;;1;;;;;;1
I & M;Anoniem 295;;;1;;;;;;1
I & M;Anoniem 30;;;1;;;;;;1
I & M;Anoniem 303;;;1;;;;;;1
I & M;Anoniem 308;;;1;;;;;;1
I & M;Anoniem 32;;;1;;;;;;1
I & M;Anoniem 320;;;1;;;;;;1
I & M;Anoniem 325;;;1;;;;;;1
I & M;Anoniem 327;;;1;;;;;;1
I & M;Anoniem 330;;;1;;;;;;1
I & M;Anoniem 331;;;1;;;;;;1
I & M;Anoniem 345;;;1;;;;;;1
I & M;Anoniem 360;;;1;;;;;;1
I & M;Anoniem 362;;;1;;;;;;1
I & M;Anoniem 367;;;1;;;;;;1
I & M;Anoniem 375;;;1;;;;;;1
I & M;Anoniem 383;;;1;;;;;;1
I & M;Anoniem 399;;;1;;;;;;1
I & M;Anoniem 406;;;1;;;;;;1
I & M;Anoniem 415;;;1;;;;;;1
I & M;Anoniem 416;;;1;;;;;;1
I & M;Anoniem 419;;;1;;;;;;1
I & M;Anoniem 420;;;1;;;;;;1
I & M;Anoniem 421;;;1;;;;;;1
I & M;Anoniem 437;;;1;;;;;;1
I & M;Anoniem 440;;;1;;;;;;1
I & M;Anoniem 448;;;1;;;;;;1
I & M;Anoniem 454;;;1;;;;;;1
I & M;Anoniem 455;;;1;;;;;;1
I & M;Anoniem 456;;;1;;;;;;1
I & M;Anoniem 459;;;1;;;;;;1
I & M;Anoniem 460;;;1;;;;;;1
I & M;Anoniem 461;;;1;;;;;;1
I & M;Anoniem 462;;;1;;;;;;1
I & M;Anoniem 464;;;1;;;;;;1
I & M;Anoniem 466;;;1;;;;;;1
I & M;Anoniem 490;;;1;;;;;;1
I & M;Anoniem 496;;;1;;;;;;1
I & M;Anoniem 499;;;1;;;;;;1
I & M;Anoniem 508;;;1;;;;;;1
I & M;Anoniem 510;;;1;;;;;;1
I & M;Anoniem 511;;;1;;;;;;1
I & M;Anoniem 517;;;1;;;;;;1
I & M;Anoniem 518;;;1;;;;;;1
I & M;Anoniem 524;;;1;;;;;;1
I & M;Anoniem 525;;;1;;;;;;1
I & M;Anoniem 526;;;1;;;;;;1
I & M;Anoniem 527;;;1;;;;;;1
I & M;Anoniem 529;;;1;;;;;;1
I & M;Anoniem 544;;;1;;;;;;1
I & M;Anoniem 545;;;1;;;;;;1
I & M;Anoniem 546;;;1;;;;;;1
I & M;Anoniem 547;;;1;;;;;;1
I & M;Anoniem 55;;;1;;;;;;1
I & M;Anoniem 575;;;1;;;;;;1
I & M;Anoniem 590;;;1;;;;;;1
I & M;Anoniem 594;;;1;;;;;;1
I & M;Anoniem 599;;;1;;;;;;1
I & M;Anoniem 609;;;1;;;;;;1
I & M;Anoniem 611;;;1;;;;;;1
I & M;Anoniem 617;;;1;;;;;;1
I & M;Anoniem 62;;;1;;;;;;1
I & M;Anoniem 629;;;1;;;;;;1
I & M;Anoniem 637;;;1;;;;;;1
I & M;Anoniem 646;;;1;;;;;;1
I & M;Anoniem 649;;;1;;;;;;1
I & M;Anoniem 650;;;1;;;;;;1
I & M;Anoniem 653;;;1;;;;;;1
I & M;Anoniem 655;;;1;;;;;;1
I & M;Anoniem 656;;;1;;;;;;1
I & M;Anoniem 657;;;1;;;;;;1
I & M;Anoniem 659;;;1;;;;;;1
I & M;Anoniem 66;;;1;;;;;;1
I & M;Anoniem 661;;;1;;;;;;1
I & M;Anoniem 662;;;1;;;;;;1
I & M;Anoniem 663;;;1;;;;;;1
I & M;Anoniem 665;;;1;;;;;;1
I & M;Anoniem 670;;;1;;;;;;1
I & M;Anoniem 671;;;1;;;;;;1
I & M;Anoniem 672;;;1;;;;;;1
I & M;Anoniem 674;;;1;;;;;;1
I & M;Anoniem 675;;;1;;;;;;1
I & M;Anoniem 676;;;1;;;;;;1
I & M;Anoniem 678;;;1;;;;;;1
I & M;Anoniem 682;;;1;;;;;;1
I & M;Anoniem 683;;;1;;;;;;1
I & M;Anoniem 684;;;1;;;;;;1
I & M;Anoniem 69;;;1;;;;;;1
I & M;Anoniem 691;;;1;;;;;;1
I & M;Anoniem 70;;;1;;;;;;1
I & M;Anoniem 703;;;1;;;;;;1
I & M;Anoniem 728;;;1;;;;;;1
I & M;Anoniem 739;;;1;;;;;;1
I & M;Anoniem 74;;;1;;;;;;1
I & M;Anoniem 741;;;1;;;;;;1
I & M;Anoniem 747;;;1;;;;;;1
I & M;Anoniem 748;;;1;;;;;;1
I & M;Anoniem 75;;;1;;;;;;1
I & M;Anoniem 76;;;1;;;;;;1
I & M;Anoniem 760;;;1;;;;;;1
I & M;Anoniem 761;;;1;;;;;;1
I & M;Anoniem 762;;;1;;;;;;1
I & M;Anoniem 763;;;1;;;;;;1
I & M;Anoniem 766;;;1;;;;;;1
I & M;Anoniem 77;;;1;;;;;;1
I & M;Anoniem 781;;;1;;;;;;1
I & M;Anoniem 793;;;1;;;;;;1
I & M;Anoniem 803;;;1;;;;;;1
I & M;Anoniem 81;;;1;;;;;;1
I & M;Anoniem 83;;;1;;;;;;1
I & M;Anoniem 835;;;1;;;;;;1
I & M;Anoniem 84;;;1;;;;;;1
I & M;Anoniem 844;;;1;;;;;;1
I & M;Anoniem 849;;;1;;;;;;1
I & M;Anoniem 85;;;1;;;;;;1
I & M;Anoniem 858;;;1;;;;;;1
I & M;Anoniem 86;;;1;;;;;;1
I & M;Anoniem 862;;;1;;;;;;1
I & M;Anoniem 870;;;1;;;;;;1
I & M;Anoniem 876;;;1;;;;;;1
I & M;Anoniem 882;;;1;;;;;;1
I & M;Anoniem 886;;;1;;;;;;1
I & M;Anoniem 887;;;1;;;;;;1
I & M;Anoniem 891;;;1;;;;;;1
I & M;Anoniem 892;;;1;;;;;;1
I & M;Anoniem 893;;;1;;;;;;1
I & M;Anoniem 894;;;1;;;;;;1
I & M;Anoniem 895;;;1;;;;;;1
I & M;Anoniem 898;;;1;;;;;;1
I & M;Anoniem 899;;;1;;;;;;1
I & M;Anoniem 900;;;1;;;;;;1
I & M;Anoniem 901;;;1;;;;;;1
I & M;Anoniem 903;;;1;;;;;;1
I & M;Anoniem 904;;;1;;;;;;1
I & M;Anoniem 906;;;1;;;;;;1
I & M;Anoniem 908;;;1;;;;;;1
I & M;Anoniem 910;;;1;;;;;;1
I & M;Anoniem 913;;;1;;;;;;1
I & M;Anoniem 915;;;1;;;;;;1
I & M;Anoniem 916;;;1;;;;;;1
I & M;Anoniem 917;;;1;;;;;;1
I & M;Anoniem 918;;;1;;;;;;1
I & M;Anoniem 919;;;1;;;;;;1
I & M;Anoniem 926;;;1;;;;;;1
I & M;Anoniem 931;;;1;;;;;;1
I & M;Anoniem 938;;;1;;;;;;1
I & M;Anoniem 939;;;;;1;;;;1
I & M;Anoniem 952;;;1;;;;;;1
I & M;Anoniem 953;;;1;;;;;;1
I & M;Anoniem 954;;;1;;;;;;1
I & M;Anoniem 956;;;1;;;;;;1
I & M;Anoniem 957;;;1;;;;;;1
I & M;Anoniem 958;;;1;;;;;;1
I & M;Anoniem 959;;;1;;;;;;1
I & M;Anoniem 960;;;1;;;;;;1
I & M;Anoniem 962;;;1;;;;;;1
I & M;Anoniem 983;;;1;;;;;;1
I & M;Another Site;;;;;;;;1;1
I & M;Apple Retail Netherlands B.V.;;;;;;;1;;1
I & M;ARISTOTLE UNIVERSITY OF THESSALONIK;;;;;1;;;;1
I & M;Arkasis;;;1;;;;;;1
I & M;ATLASSIAN PTY LTD;;;;;;;1;;1
I & M;Automotive Publishing B.V.;;;;;;;;1;1
I & M;Autoschade Weller;;;1;;;;;;1
I & M;Aviste B.V.;;;1;;;;;;1
I & M;BBL ELEKTRONIK & AEROMET;;;1;;;;;;1
I & M;Bechtle Holding B.V.;;;1;;;;;;1
I & M;BEGRAAFPLAATS DEN OUDENDIJCK;;;1;;;;;;1
I & M;BELGOCONTROL;;;1;;;;;;1
I & M;Best Environmental & Safety Technology B.V.;1;;;;;;;;1
I & M;Besthoma Trading International B.V.;;;1;;;;;;1
I & M;Biesheuvel Techniek Zwolle;;;1;;;;;;1
I & M;Bilfinger Tebodin Netherlands B.V.;1;;;;;;;;1
I & M;Billink B.V.;;;;;1;;;;1
I & M;Blik van Boven B.V.;;;1;;;;;;1
I & M;Boels Verhuur;1;;;;;;;;1
I & M;BONAIRE INTERNATIONAL AIRPORT N.V.;;;;;;;;1;1
I & M;Boso B.V.;;;1;;;;;;1
I & M;Bouwbedrijf Rotteveel B.V.;;;1;;;;;;1
I & M;Breedband Helmond B.V.;;;;;;;1;;1
I & M;Breman Service Lelystad B.V.;;;;;;;1;;1
I & M;Buro Ecolan;;;1;;;;;;1
I & M;BySpy Products B.V.;;;;;1;;;;1
I & M;Caldic Nederland B.V.;;;1;;;;;;1
I & M;Canast B.V.;;;;;1;;;;1
I & M;CARL ROTH GMBH + CO KG;;;1;;;;;;1
I & M;Central Point Nederland B.V.;;;1;;;;1;;1
I & M;Clockwise B.V.;;;;;1;;;;1
