Nummer;Totaal van;Jaar;Maand;Land van herkomst;Aantal uitgestroomd uit opvang
1;Jaar;2018;*Alle*;*Alle*;35070
2;Jaar, Maand;2018;1;*Alle*;2960
2;Jaar, Maand;2018;2;*Alle*;2550
2;Jaar, Maand;2018;3;*Alle*;2930
2;Jaar, Maand;2018;4;*Alle*;3110
2;Jaar, Maand;2018;5;*Alle*;3300
2;Jaar, Maand;2018;6;*Alle*;2860
2;Jaar, Maand;2018;7;*Alle*;3310
2;Jaar, Maand;2018;8;*Alle*;2830
2;Jaar, Maand;2018;9;*Alle*;2180
2;Jaar, Maand;2018;10;*Alle*;2830
2;Jaar, Maand;2018;11;*Alle*;3270
2;Jaar, Maand;2018;12;*Alle*;2940
3;Jaar, Land van herkomst;2018;*Alle*;Afghanistan;1540
3;Jaar, Land van herkomst;2018;*Alle*;Albanië;540
3;Jaar, Land van herkomst;2018;*Alle*;Algerije;1340
3;Jaar, Land van herkomst;2018;*Alle*;Angola;30
3;Jaar, Land van herkomst;2018;*Alle*;Armenië;190
3;Jaar, Land van herkomst;2018;*Alle*;Azerbeidzjan;220
3;Jaar, Land van herkomst;2018;*Alle*;Bahrein;10
3;Jaar, Land van herkomst;2018;*Alle*;Bangladesh;20
3;Jaar, Land van herkomst;2018;*Alle*;Belarus;150
3;Jaar, Land van herkomst;2018;*Alle*;Benin;10
3;Jaar, Land van herkomst;2018;*Alle*;Bosnië-Herzegovina;50
3;Jaar, Land van herkomst;2018;*Alle*;Brazilië;10
3;Jaar, Land van herkomst;2018;*Alle*;Burkina Faso;10
3;Jaar, Land van herkomst;2018;*Alle*;Burundi;70
3;Jaar, Land van herkomst;2018;*Alle*;Centraal-Afrikaanse Republiek;10
3;Jaar, Land van herkomst;2018;*Alle*;China;170
3;Jaar, Land van herkomst;2018;*Alle*;Colombia;40
3;Jaar, Land van herkomst;2018;*Alle*;Congo;110
3;Jaar, Land van herkomst;2018;*Alle*;Cuba;320
3;Jaar, Land van herkomst;2018;*Alle*;Democratische Republiek Congo;10
3;Jaar, Land van herkomst;2018;*Alle*;Djibouti;10
3;Jaar, Land van herkomst;2018;*Alle*;Dominicaanse Republiek;10
3;Jaar, Land van herkomst;2018;*Alle*;Duitsland;10
3;Jaar, Land van herkomst;2018;*Alle*;Egypte;230
3;Jaar, Land van herkomst;2018;*Alle*;El Salvador;10
3;Jaar, Land van herkomst;2018;*Alle*;Eritrea;4210
3;Jaar, Land van herkomst;2018;*Alle*;Ethiopië;1150
3;Jaar, Land van herkomst;2018;*Alle*;Filipijnen;10
3;Jaar, Land van herkomst;2018;*Alle*;Gambia;280
3;Jaar, Land van herkomst;2018;*Alle*;Georgië;310
3;Jaar, Land van herkomst;2018;*Alle*;Ghana;70
3;Jaar, Land van herkomst;2018;*Alle*;Guinee;320
3;Jaar, Land van herkomst;2018;*Alle*;Guinee-Bissau;20
3;Jaar, Land van herkomst;2018;*Alle*;Honduras;10
3;Jaar, Land van herkomst;2018;*Alle*;India;60
3;Jaar, Land van herkomst;2018;*Alle*;Indonesië;10
3;Jaar, Land van herkomst;2018;*Alle*;Irak;2000
3;Jaar, Land van herkomst;2018;*Alle*;Iran;1450
3;Jaar, Land van herkomst;2018;*Alle*;Israël;70
3;Jaar, Land van herkomst;2018;*Alle*;Ivoorkust;60
3;Jaar, Land van herkomst;2018;*Alle*;Jamaica;20
3;Jaar, Land van herkomst;2018;*Alle*;Jemen;310
3;Jaar, Land van herkomst;2018;*Alle*;Joegoslavië;110
3;Jaar, Land van herkomst;2018;*Alle*;Jordanië;40
3;Jaar, Land van herkomst;2018;*Alle*;Kameroen;40
3;Jaar, Land van herkomst;2018;*Alle*;Kazachstan;20
3;Jaar, Land van herkomst;2018;*Alle*;Kenya;20
3;Jaar, Land van herkomst;2018;*Alle*;Kirgizië;10
3;Jaar, Land van herkomst;2018;*Alle*;Koeweit;50
3;Jaar, Land van herkomst;2018;*Alle*;Kosovo;20
3;Jaar, Land van herkomst;2018;*Alle*;Libanon;140
3;Jaar, Land van herkomst;2018;*Alle*;Liberia;30
3;Jaar, Land van herkomst;2018;*Alle*;Libië;620
3;Jaar, Land van herkomst;2018;*Alle*;Macedonië;100
3;Jaar, Land van herkomst;2018;*Alle*;Mali;60
3;Jaar, Land van herkomst;2018;*Alle*;Marokko;1160
3;Jaar, Land van herkomst;2018;*Alle*;Mauritanië;30
3;Jaar, Land van herkomst;2018;*Alle*;Moldavië;530
3;Jaar, Land van herkomst;2018;*Alle*;Mongolië;40
3;Jaar, Land van herkomst;2018;*Alle*;Montenegro;10
3;Jaar, Land van herkomst;2018;*Alle*;Myanmar;50
3;Jaar, Land van herkomst;2018;*Alle*;Nederland;20
3;Jaar, Land van herkomst;2018;*Alle*;Nepal;20
3;Jaar, Land van herkomst;2018;*Alle*;Niger;20
3;Jaar, Land van herkomst;2018;*Alle*;Nigeria;370
3;Jaar, Land van herkomst;2018;*Alle*;Oekraïne;240
3;Jaar, Land van herkomst;2018;*Alle*;Oezbekistan;10
3;Jaar, Land van herkomst;2018;*Alle*;Onbekend;2200
3;Jaar, Land van herkomst;2018;*Alle*;Pakistan;290
3;Jaar, Land van herkomst;2018;*Alle*;Palestijnse autoriteit;20
3;Jaar, Land van herkomst;2018;*Alle*;Rusland;590
3;Jaar, Land van herkomst;2018;*Alle*;Rwanda;10
3;Jaar, Land van herkomst;2018;*Alle*;Saoedi-Arabië;70
3;Jaar, Land van herkomst;2018;*Alle*;Senegal;100
3;Jaar, Land van herkomst;2018;*Alle*;Servië;130
3;Jaar, Land van herkomst;2018;*Alle*;Sierra Leone;150
3;Jaar, Land van herkomst;2018;*Alle*;Soedan;440
3;Jaar, Land van herkomst;2018;*Alle*;Somalië;470
3;Jaar, Land van herkomst;2018;*Alle*;Sovjet-Unie;110
3;Jaar, Land van herkomst;2018;*Alle*;Sri Lanka;50
3;Jaar, Land van herkomst;2018;*Alle*;Suriname;10
3;Jaar, Land van herkomst;2018;*Alle*;Syrië;9360
3;Jaar, Land van herkomst;2018;*Alle*;Tadzjikistan;130
3;Jaar, Land van herkomst;2018;*Alle*;Tanzania;20
3;Jaar, Land van herkomst;2018;*Alle*;Togo;20
3;Jaar, Land van herkomst;2018;*Alle*;Trinidad en Tobago;30
3;Jaar, Land van herkomst;2018;*Alle*;Tsjaad;20
3;Jaar, Land van herkomst;2018;*Alle*;Tunesië;410
3;Jaar, Land van herkomst;2018;*Alle*;Turkije;770
3;Jaar, Land van herkomst;2018;*Alle*;Uganda;180
