OBJECTID,TIJDSTIP_REGISTRATIE,BGTBRONHOUDERCODE,BGTBRONHOUDER,BGTSTATUS,RELATIEVEHOOGTELIGGING,SUBTYPE,OPPERVLAKTE,POSITIONELE_NAUWKEURIGHEID_MM,STATUS,Shape__Area,Shape__Length
516,2014/09/29 13:27:18+00,G0995,Lelystad,bestaand,0,muur,1.856,283,,1.856225,24.4263715478198
517,2014/09/29 13:26:05+00,G0995,Lelystad,bestaand,0,muur,0.43,283,,0.430472,8.05921676635332
518,2014/09/29 13:25:37+00,G0995,Lelystad,bestaand,0,muur,0.273,283,,0.2725665,4.52854681226263
519,2014/09/29 13:27:18+00,G0995,Lelystad,bestaand,0,muur,2.806,283,,2.805821,27.4718214543107
520,2014/11/18 13:40:51+00,G0758,Breda,bestaand,0,muur,3.28,283,,3.280208,24.6885198890889
521,2014/11/18 13:41:48+00,G0758,Breda,bestaand,0,muur,2.302,283,,2.301903,16.1052059666167
522,2016/11/18 07:18:56+00,G0758,Breda,bestaand,0,muur,94.392,283,,94.391718,378.602891428206
523,2021/03/19 07:17:20+00,G0758,Breda,bestaand,0,muur,0.196,283,,0.195877,2.28097739096325
524,2018/03/19 07:23:45+00,G0758,Breda,bestaand,0,muur,15.614,283,,15.613753,61.9715414551606
525,2014/11/18 13:41:48+00,G0758,Breda,bestaand,0,muur,1.777,283,,1.7766075,6.38533884553661
526,2014/11/18 13:40:51+00,G0758,Breda,bestaand,0,muur,2.059,283,,2.0589,11.8847012208415
527,2014/11/18 13:42:19+00,G0758,Breda,bestaand,0,muur,2.671,283,,2.6706635,15.3750843770656
528,2014/11/18 13:41:49+00,G0758,Breda,bestaand,0,muur,5.209,283,,5.209126,30.008937260928
529,2015/11/10 14:59:29+00,G0965,Simpelveld,bestaand,0,kademuur,0.501,283,,0.500905,5.31656372454292
530,2015/11/10 14:59:29+00,G0965,Simpelveld,bestaand,0,muur,0.158,283,,0.157595,1.58816270492311
531,2022/04/14 15:52:38+00,G0965,Simpelveld,bestaand,0,muur,3.368,283,,3.3684945,20.1050816020778
532,2015/11/10 14:59:29+00,G0965,Simpelveld,bestaand,0,muur,5.478,283,,5.477793,27.415959967061
533,2017/04/18 16:39:11+00,W0665,Waterschap Zeeuwse Eilanden,bestaand,0,kademuur,1.35,283,,1.349701,7.25353592521487
534,2015/11/10 14:59:29+00,G0965,Simpelveld,bestaand,0,muur,7.479,283,,7.4786735,36.4497275526377
535,2017/04/18 16:39:11+00,W0665,Waterschap Zeeuwse Eilanden,bestaand,0,kademuur,1.964,283,,1.9637835,11.9266690012703
536,2017/08/10 13:33:50+00,G0965,Simpelveld,bestaand,0,kademuur,0.543,283,,0.5429625,4.21589192942006
537,2017/04/18 16:39:11+00,W0665,Waterschap Zeeuwse Eilanden,bestaand,0,kademuur,1.462,283,,1.461933,9.0553651669443
538,2015/11/10 14:59:29+00,G0965,Simpelveld,bestaand,0,muur,6.794,283,,6.7941155,39.087382731936
539,2015/11/10 14:59:29+00,G0965,Simpelveld,bestaand,0,muur,3.164,283,,3.1639325,29.4745532938263
540,2015/11/10 14:59:29+00,G0965,Simpelveld,bestaand,1,muur,5.179,283,,5.1788905,33.2787354009929
541,2015/11/10 14:59:29+00,G0965,Simpelveld,bestaand,0,muur,0.548,283,,0.547829,3.90606768282604
542,2015/11/10 14:59:29+00,G0965,Simpelveld,bestaand,0,muur,0.116,283,,0.115688,1.36081005933898
543,2014/10/02 09:08:17+00,G0995,Lelystad,bestaand,0,muur,0.932,283,,0.932151,6.46715720705468
544,2014/10/02 09:03:48+00,G0995,Lelystad,bestaand,0,muur,0.243,283,,0.242568,2.27419117358897
545,2014/10/02 09:02:56+00,G0995,Lelystad,bestaand,0,muur,0.269,283,,0.268508,2.35221788452907
546,2014/10/02 09:02:56+00,G0995,Lelystad,bestaand,0,muur,0.26,283,,0.2600205,2.33735748537256
547,2014/10/02 09:02:05+00,G0995,Lelystad,bestaand,0,muur,6.332,283,,6.3316275,40.249323162582
548,2014/10/02 09:02:56+00,G0995,Lelystad,bestaand,0,muur,0.273,283,,0.273272,2.35584509107435
549,2014/10/02 09:07:01+00,G0995,Lelystad,bestaand,0,muur,0.306,283,,0.3061315,2.61227344538167
550,2014/10/02 09:02:05+00,G0995,Lelystad,bestaand,0,muur,6.348,283,,6.348306,41.3279592471091
551,2014/10/02 09:08:17+00,G0995,Lelystad,bestaand,0,muur,0.288,283,,0.287912,2.39134192386571
552,2014/10/02 09:03:48+00,G0995,Lelystad,bestaand,0,muur,0.242,283,,0.241717,2.2721947597003
553,2014/10/02 09:06:12+00,G0995,Lelystad,bestaand,0,muur,0.26,283,,0.260234,2.33771204227497
554,2014/10/02 09:02:56+00,G0995,Lelystad,bestaand,0,muur,0.269,283,,0.26853,2.35230695307598
555,2014/10/02 09:02:56+00,G0995,Lelystad,bestaand,0,muur,0.268,283,,0.267936,2.34805121949282
556,2014/10/02 09:09:11+00,W0650,Waterschap Zuiderzeeland,bestaand,0,kademuur,196.172,283,,196.1718355,543.605370775263
557,2014/10/02 09:06:12+00,G0995,Lelystad,bestaand,0,muur,0.26,283,,0.260033,2.33725126721072
558,2018/08/02 09:38:59+00,G0080,Leeuwarden,bestaand,0,kademuur,96.059,283,,96.059438,546.915650314842
559,2015/12/03 12:39:16+00,G0080,Leeuwarden,bestaand,0,muur,0.146,283,,0.146047,1.54900647721911
560,2019/03/19 12:45:38+00,G0080,Leeuwarden,bestaand,0,muur,24.743,283,,24.77565458,201.132088646648
561,2015/12/03 12:39:16+00,G0080,Leeuwarden,bestaand,0,muur,0.385,283,,0.3851675,2.50350131651347
562,2015/12/03 12:39:16+00,G0080,Leeuwarden,bestaand,0,muur,3.173,283,,3.172729,17.356768933305
563,2015/12/03 12:39:16+00,G0080,Leeuwarden,bestaand,0,muur,4.099,283,,4.099139,40.0617206119633
564,2015/12/03 12:39:16+00,G0080,Leeuwarden,bestaand,0,muur,4.321,283,,4.3214,43.4155298302162
565,2016/08/29 07:29:53+00,G0080,Leeuwarden,bestaand,0,kademuur,45.122,283,,45.118046165,380.158398642702
566,2015/12/03 12:39:16+00,G0080,Leeuwarden,bestaand,0,muur,0.229,283,,0.229035,1.92083817279786
567,2018/11/14 09:18:01+00,G0080,Leeuwarden,bestaand,0,muur,33.474,283,,33.4740315,108.383841069607
568,2015/12/03 12:39:16+00,G0080,Leeuwarden,bestaand,0,muur,0.339,283,,0.3394805,2.34370049707347
569,2015/12/03 12:39:16+00,G0080,Leeuwarden,bestaand,0,muur,0.24,283,,0.24039,1.96848416870832
570,2018/08/02 09:38:59+00,G0080,Leeuwarden,bestaand,0,kademuur,5.782,283,,5.7817105,29.6882566140886
571,2019/11/14 08:54:23+00,G1674,Roosendaal,bestaand,0,muur,9.482,283,,9.4817005,19.4972077112172
572,2015/12/08 16:17:01+00,G1674,Roosendaal,bestaand,0,muur,0.597,283,,0.597316,5.88049971459902
573,2020/08/25 08:02:47+00,G1674,Roosendaal,bestaand,0,muur,36.732,283,,36.60207121,217.771367805352
574,2022/04/28 10:08:03+00,L0004,Prorail,bestaand,0,kademuur,1.645,283,gerealiseerd,1.644735,10.1012157157148
575,2019/08/19 15:32:22+00,G1674,Roosendaal,bestaand,0,muur,25.722,283,,25.7221105,46.0274648123661
576,2022/04/14 14:46:46+00,G1674,Roosendaal,bestaand,0,muur,27.625,283,,27.6247665,172.558404165283
577,2015/12/08 16:14:41+00,G1674,Roosendaal,bestaand,0,muur,16.196,283,,16.1962465,102.195624461182
578,2015/12/08 16:14:21+00,G1674,Roosendaal,bestaand,0,muur,0.379,283,,0.379449,2.48334247328008
579,2022/04/28 10:08:03+00,L0004,Prorail,bestaand,0,kademuur,2.977,283,gerealiseerd,2.977369,17.6995531131099
580,2015/08/05 15:30:15+00,G0362,Amstelveen,bestaand,0,muur,1.436,283,,1.4424586,9.45092054433084
581,2017/03/27 11:07:15+00,G0342,Soest,bestaand,0,muur,7.698,283,,7.697513,49.5342583484798
582,2016/02/10 11:09:32+00,G0613,Albrandswaard,bestaand,0,muur,0.085,283,,0.084624,1.27341750929094
583,2016/02/10 11:09:32+00,G0613,Albrandswaard,bestaand,0,muur,0.178,283,,0.177845,1.68686691828372
584,2019/08/19 11:15:47+00,G0599,Rotterdam,bestaand,0,muur,0.712,283,,0.7120824,5.09124539163621
585,2019/08/20 15:25:49+00,G0014,Groningen,bestaand,0,kademuur,15.172,283,,15.17593731,56.5118401517965
586,2016/02/10 11:09:32+00,G0613,Albrandswaard,bestaand,0,muur,0.105,283,,0.105345,1.29850006468342
587,2019/08/20 15:25:49+00,G0014,Groningen,bestaand,0,kademuur,37.331,283,,37.335097155,136.660473919828
588,2019/12/18 15:44:37+00,G0014,Groningen,bestaand,0,kademuur,161.327,283,,161.3273145,500.622466420794
589,2016/02/10 11:09:32+00,G0613,Albrandswaard,bestaand,0,muur,0.1,283,,0.099973,1.26474028954564
590,2016/02/10 11:09:32+00,G0613,Albrandswaard,bestaand,0,muur,0.099,283,,0.099353,1.26081243648689
591,2019/08/20 16:21:56+00,G0453,Velsen,bestaand,0,muur,0.909,283,,0.90938,12.3799129575127
592,2016/02/10 11:09:32+00,G0613,Albrandswaard,bestaand,0,muur,0.071,283,,0.0707745,1.08302880248899
593,2016/02/10 11:09:32+00,G0613,Albrandswaard,bestaand,0,muur,0.468,283,,0.467987,7.65233242339073
594,2016/02/10 11:09:32+00,G0613,Albrandswaard,bestaand,0,muur,0.102,283,,0.101768,1.27604388639263
595,2016/02/10 11:09:32+00,G0613,Albrandswaard,bestaand,0,muur,2.123,283,,2.1228195,20.6491291988333
596,2016/02/10 11:09:32+00,G0613,Albrandswaard,bestaand,0,muur,0.186,283,,0.1856,1.72325273828304
597,2019/08/19 11:15:47+00,G0599,Rotterdam,bestaand,0,muur,0.849,283,,0.8493715,5.93747243364218
598,2016/02/02 11:34:20+00,G0794,Helmond,bestaand,0,muur,3.467,283,,3.4673815,18.2322323283444
599,2016/02/02 11:34:20+00,W0654,Waterschap Aa en Maas,bestaand,0,muur,1.503,283,,1.503164,10.1580165783202
600,2021/09/22 06:41:26+00,G0794,Helmond,bestaand,0,muur,46.674,283,,46.674181,243.557857914291
601,2016/02/02 11:34:20+00,G0794,Helmond,bestaand,0,muur,5.258,283,,5.258148,25.7948436354779
602,2016/02/02 11:34:20+00,G0794,Helmond,bestaand,0,muur,0.45,283,,0.4500065,4.90242197756114
603,2018/10/23 15:27:51+00,G0794,Helmond,bestaand,0,muur,3.394,283,,3.3938955,9.52471665314522
604,2016/02/02 11:34:20+00,G0794,Helmond,bestaand,0,muur,69.581,283,,69.57031395,344.266459610256
605,2016/02/02 11:34:20+00,G0794,Helmond,bestaand,0,muur,5.106,283,,5.1057235,26.9876813721241
606,2016/02/02 11:34:20+00,G0794,Helmond,bestaand,0,muur,0.65,283,,0.650339,4.3792175285989
607,2016/02/02 11:34:20+00,G0794,Helmond,bestaand,0,muur,69.489,283,,69.469679125,323.832224591174
608,2016/02/02 11:34:20+00,G0794,Helmond,bestaand,0,muur,5.616,283,,5.61821618,48.0266201233257
609,2016/02/02 11:34:20+00,G0794,Helmond,bestaand,0,muur,2.401,283,,2.400728,7.60057624873952
610,2016/02/02 11:34:20+00,G0794,Helmond,bestaand,0,muur,1.013,283,,1.0131335,5.65951121947451
611,2016/02/02 11:34:20+00,G0794,Helmond,bestaand,0,muur,0.582,283,,0.5823905,5.34585921560284
612,2016/02/02 11:34:20+00,G0794,Helmond,bestaand,0,muur,6.353,283,,6.3528635,59.4079403890945
613,2016/02/02 11:34:20+00,G0794,Helmond,bestaand,0,muur,2.605,283,,2.60457,14.7828085760191
614,2016/02/02 11:34:20+00,G0794,Helmond,bestaand,0,muur,1.784,283,,1.7840825,6.59432573672745
615,2016/02/02 11:34:20+00,G0794,Helmond,bestaand,0,muur,3.165,283,,3.1648915,16.4563882663714
616,2016/02/02 11:34:20+00,G0794,Helmond,bestaand,0,muur,0.589,283,,0.588925,3.35875156372644
617,2015/02/17 11:08:45+00,G0392,Haarlem,bestaand,0,muur,1.758,283,,1.758291,9.41802315045817
618,2015/03/20 10:32:49+00,G0392,Haarlem,bestaand,0,muur,0.292,283,,0.291647,2.90750171969434
619,2018/06/07 13:39:38+00,G0599,Rotterdam,bestaand,0,kademuur,276.625,283,,276.618669705,555.405023186874
620,2015/02/17 11:08:45+00,G0392,Haarlem,bestaand,0,muur,2.041,283,,2.0414285,15.2624270551732
621,2015/08/21 13:10:21+00,G0392,Haarlem,bestaand,0,kademuur,1.379,283,,1.3788675,7.84394774454403
622,2018/04/26 10:17:47+00,G0599,Rotterdam,bestaand,0,muur,0.219,283,,0.2189565,1.97974473219494
623,2015/03/16 10:23:30+00,G0392,Haarlem,bestaand,0,muur,1.774,283,,1.7739445,9.21198744400713
624,2018/04/26 10:17:47+00,W0656,Hoogheemraadschap van Schieland en de Krimpenerwaard,bestaand,0,kademuur,1.561,283,,1.5608975,7.28614235250012
625,2015/03/23 15:46:14+00,W0616,Hoogheemraadschap van Rijnland,bestaand,0,kademuur,4.546,283,,4.5457735,22.6396902980725
626,2015/03/16 10:23:30+00,G0392,Haarlem,bestaand,0,muur,0.125,283,,0.125131,1.38760678312063
627,2015/02/13 11:31:14+00,G0392,Haarlem,bestaand,0,muur,7.115,283,,7.153825845,38.8169992176722
628,2015/01/15 16:06:20+00,G0392,Haarlem,bestaand,0,muur,6.253,283,,6.2526395,40.7490094159305
629,2015/01/15 16:06:20+00,G0392,Haarlem,bestaand,0,muur,2.445,283,,2.4453905,17.6738429949981
630,2018/04/26 10:17:47+00,G0599,Rotterdam,bestaand,0,muur,0.637,283,,0.637374,4.62502172346338
631,2021/11/15 09:30:21+00,G0794,Helmond,bestaand,0,muur,334.018,283,,334.0177465,1695.43990155
632,2016/02/02 11:34:20+00,G0794,Helmond,bestaand,0,muur,1.644,283,,1.644444,10.9962740643919
633,2016/02/02 11:34:20+00,G0794,Helmond,bestaand,0,muur,0.394,283,,0.3940015,4.93080881211344
634,2016/02/02 11:34:20+00,W0654,Waterschap Aa en Maas,bestaand,0,muur,0.361,283,,0.360978,4.97674120231169
635,2016/02/02 11:34:20+00,G0794,Helmond,bestaand,0,muur,12.109,283,,12.105625415,61.2841980515282
636,2020/03/06 12:39:55+00,G0794,Helmond,bestaand,0,muur,74.354,283,,74.354134,155.848374947113
637,2015/07/20 10:36:28+00,G0599,Rotterdam,bestaand,0,muur,1.386,283,,1.3857235,9.26853859377015
638,2019/04/02 12:26:23+00,G0599,Rotterdam,bestaand,0,muur,1.589,283,,1.5886245,6.26613420966067
639,2022/12/05 15:27:55+00,G1954,Beekdaelen,bestaand,0,muur,6.73,283,,6.730229635,34.4501481766774
640,2015/02/09 16:49:45+00,G0599,Rotterdam,bestaand,0,muur,0.417,283,,0.4169045,2.5833049584827
641,2019/10/31 06:41:13+00,P0027,Noord-Holland,bestaand,0,kademuur,1.208,283,,1.2078075,11.2697424644809
642,2019/02/04 14:08:09+00,G0394,Haarlemmermeer,bestaand,0,muur,7.602,283,,7.6016115,31.1473360958222
643,2018/06/21 20:20:04+00,G0363,Amsterdam,bestaand,0,muur,1.717,283,,1.7167255,6.8065880345824
644,2010/08/17 10:02:15+00,G0599,Rotterdam,bestaand,0,muur,0.128,283,,0.128016,1.46455102193123
645,2018/06/21 20:20:04+00,G0363,Amsterdam,bestaand,0,muur,2.909,283,,2.909028,7.52710486384707
646,2015/04/20 10:32:24+00,G0599,Rotterdam,bestaand,0,muur,0.556,283,,0.55567169,6.50237425525227
647,2013/08/12 09:11:23+00,G0599,Rotterdam,bestaand,0,muur,58.724,283,,58.72399,262.055160470051
648,2015/07/20 10:36:28+00,G0599,Rotterdam,bestaand,0,muur,0.316,283,,0.315784,2.87899621699677
649,2014/12/03 09:28:09+00,G0995,Lelystad,bestaand,0,muur,9.946,283,,9.9463285,74.924422307312
650,2021/02/08 14:37:52+00,W0621,Waterschap Rivierenland,bestaand,0,kademuur,1.59,283,,1.589755,14.9944157444962
651,2016/12/13 08:41:03+00,G0995,Lelystad,bestaand,0,muur,10.962,283,,10.9624145,219.647969128545
652,2016/11/03 11:44:33+00,G0995,Lelystad,bestaand,0,muur,1.592,283,,1.591696,8.76167074460264
653,2014/12/02 13:21:46+00,G0995,Lelystad,bestaand,0,muur,4.08,283,,4.080425,26.7355573439262
654,2021/02/08 14:37:52+00,G0268,Nijmegen,bestaand,0,muur,1.081,283,,1.0809415,5.05537461784634
655,2021/02/19 10:13:34+00,G0268,Nijmegen,bestaand,1,muur,5.471,283,,5.4708735,20.8980999377746
656,2014/12/02 13:58:21+00,G0995,Lelystad,bestaand,0,muur,4.685,283,,4.6845115,31.8305050796545
657,2014/12/03 11:58:42+00,G0995,Lelystad,bestaand,0,muur,0.947,283,,0.947286,23.9793411377024
658,2014/12/02 13:19:43+00,G0995,Lelystad,bestaand,0,muur,0.84,283,,0.8400185,5.26238210958952
659,2014/12/03 15:51:53+00,G0995,Lelystad,bestaand,0,muur,2.594,283,,2.594477,26.392924931
660,2014/12/02 13:19:43+00,G0995,Lelystad,bestaand,0,muur,1.644,283,,1.643945,9.66376218699634
661,2018/12/04 12:13:04+00,G0995,Lelystad,bestaand,0,muur,6.514,283,,6.504640055,23.9189838307309
662,2014/12/03 15:04:40+00,G0995,Lelystad,bestaand,0,muur,13.522,283,,13.5218635,68.3991804338604
663,2014/12/02 13:09:41+00,G0995,Lelystad,bestaand,0,muur,2.354,283,,2.354388,22.1492214434468
664,2014/12/02 13:19:43+00,G0995,Lelystad,bestaand,0,muur,1.563,283,,1.56259,9.85699711538577
665,2014/12/02 13:19:43+00,G0995,Lelystad,bestaand,0,muur,1.684,283,,1.684195,9.89532354494548
666,2014/12/02 13:19:43+00,G0995,Lelystad,bestaand,0,muur,2.335,283,,2.335321,11.8283722461996
667,2014/04/15 09:56:09+00,G0599,Rotterdam,bestaand,0,muur,38.287,283,,38.252093205,122.154645842592
668,2018/09/28 10:55:34+00,G1904,Stichtse Vecht,bestaand,1,muur,3.858,283,,3.858253,12.8059024146111
669,2015/11/17 13:08:21+00,W0616,Hoogheemraadschap van Rijnland,bestaand,0,kademuur,9.558,283,,9.5580785,36.2273464226483
670,2008/09/22 08:34:36+00,G0363,Amsterdam,bestaand,0,muur,14.413,283,,14.4130705,26.3002116257462
671,2009/06/05 09:45:41+00,G0363,Amsterdam,bestaand,0,muur,2.442,283,,2.4420675,12.5989065407838
672,2012/11/30 12:47:36+00,G0363,Amsterdam,bestaand,0,kademuur,56.82,283,,56.8197995,296.230889677903
673,2018/09/21 13:09:07+00,G0363,Amsterdam,bestaand,0,kademuur,5.982,283,,5.9816405,29.327076374298
674,2015/04/23 16:33:01+00,G0363,Amsterdam,bestaand,0,muur,2.821,283,,2.821157,10.5238620242756
675,2009/06/05 09:45:42+00,G0363,Amsterdam,bestaand,0,muur,1.808,283,,1.807544,9.9592803188041
676,2015/04/23 16:33:01+00,G0363,Amsterdam,bestaand,0,muur,2.829,283,,2.82936,10.548514335244
677,2015/05/08 00:00:00+00,G0344,Utrecht,bestaand,0,muur,1.253,283,,1.252971,12.3437594367392
678,2023/01/13 10:53:59+00,G0344,Utrecht,bestaand,0,muur,0.321,283,,0.321488,3.84444812020921
679,2015/12/08 09:23:01+00,G0281,Tiel,bestaand,0,muur,0.618,283,,0.617572,8.30957206483849
680,2015/01/19 09:09:02+00,W0650,Waterschap Zuiderzeeland,bestaand,0,kademuur,2.107,283,,2.106815,13.9722988314723
681,2015/01/19 09:09:07+00,W0650,Waterschap Zuiderzeeland,bestaand,0,kademuur,1.205,283,,1.2046,9.09537829590802
682,2015/02/11 13:47:35+00,G0995,Lelystad,bestaand,0,muur,1.735,283,,1.735316,9.07821892844017
683,2020/12/10 14:03:51+00,G0995,Lelystad,bestaand,0,muur,1.503,283,,1.50272,7.61157572240417
684,2017/03/30 16:54:09+00,G0995,Lelystad,bestaand,0,kademuur,411.297,283,,411.297243,1267.83774581711
685,2022/01/17 12:31:25+00,G0995,Lelystad,bestaand,0,kademuur,122.314,283,,122.314101,378.354843606632
686,2019/01/25 12:50:21+00,P0023,Overijssel,bestaand,-1,muur,132.803,283,,132.8027145,153.137502595965
687,2009/01/16 09:40:14+00,G0599,Rotterdam,bestaand,0,muur,20.271,283,,20.2713565,105.465531870653
688,2013/03/11 14:22:19+00,G0599,Rotterdam,bestaand,0,muur,8.863,283,,8.8634775,45.0257497508786
689,2013/03/11 14:22:21+00,G0599,Rotterdam,bestaand,0,muur,6.358,283,,6.358312,32.8563828386908
690,2013/03/11 14:22:18+00,G0599,Rotterdam,bestaand,0,muur,2.356,283,,2.3563635,12.6711108538045
691,2014/08/11 12:43:41+00,G0599,Rotterdam,bestaand,0,muur,41.185,283,,41.185202,205.674172821152
692,2013/03/11 14:22:21+00,G0599,Rotterdam,bestaand,0,muur,6.968,283,,6.9682985,36.2252161319549
693,2013/03/11 14:22:18+00,G0599,Rotterdam,bestaand,0,muur,7.371,283,,7.3708175,40.5368813227389
694,2014/08/07 14:34:45+00,G0599,Rotterdam,bestaand,0,muur,3.479,283,,3.47946,9.82016783463434
695,2013/03/11 14:22:18+00,G0599,Rotterdam,bestaand,0,muur,8.503,283,,8.503489,40.6925602216441
696,2014/03/11 15:45:50+00,G0599,Rotterdam,bestaand,0,muur,7.761,283,,7.7614075,40.626179514595
697,2013/03/11 14:22:18+00,G0599,Rotterdam,bestaand,0,muur,7.924,283,,7.923942,40.5979254524592
698,2015/05/08 00:00:00+00,G0344,Utrecht,bestaand,0,muur,2.017,283,,2.0174165,20.5531653593745
699,2015/05/08 00:00:00+00,G0344,Utrecht,bestaand,0,muur,2.247,283,,2.2470735,21.8141214803007
700,2015/05/08 00:00:00+00,G0344,Utrecht,bestaand,0,muur,3.117,283,,3.116573,29.9575136461411
701,2018/03/20 09:18:30+00,G0344,Utrecht,bestaand,0,kademuur,1.745,283,,1.7445705,11.7536307324966
702,2015/05/08 00:00:00+00,G0344,Utrecht,bestaand,0,muur,0.616,283,,0.6159185,6.55101486067981
703,2015/05/08 00:00:00+00,G0344,Utrecht,bestaand,0,muur,1.477,283,,1.4768085,15.0800206649695
704,2015/05/08 00:00:00+00,G0344,Utrecht,bestaand,0,muur,2.008,283,,2.007566,20.5052568173633
705,2015/05/08 00:00:00+00,G0344,Utrecht,bestaand,0,muur,6.66,283,,6.6601795,61.5977738769699
706,2015/05/08 00:00:00+00,G0344,Utrecht,bestaand,0,muur,0.933,283,,0.933106,9.80482330861635
707,2015/05/08 00:00:00+00,G0344,Utrecht,bestaand,0,muur,0.064,283,,0.0638385,1.01611720243952
708,2015/05/08 00:00:00+00,G0344,Utrecht,bestaand,0,muur,0.654,283,,0.654489,6.93904599095161
709,2015/05/08 00:00:00+00,G0344,Utrecht,bestaand,0,muur,3.435,283,,3.4353445,34.8067559109043
710,2015/05/08 00:00:00+00,G0344,Utrecht,bestaand,0,muur,1.031,283,,1.0306625,9.8229472561712
711,2018/09/20 10:37:16+00,G0344,Utrecht,bestaand,0,muur,17.541,283,,17.54071,127.469286860294
712,2015/05/08 00:00:00+00,G0344,Utrecht,bestaand,0,muur,0.277,283,,0.276853,2.39360208735112
713,2015/05/08 00:00:00+00,G0344,Utrecht,bestaand,0,muur,0.887,283,,0.887245,8.8666576679041
714,2015/05/08 00:00:00+00,G0344,Utrecht,bestaand,0,muur,0.651,283,,0.650872,7.63162390213344
715,2015/05/08 00:00:00+00,G0344,Utrecht,bestaand,0,muur,0.457,283,,0.457071,4.98256720669992
716,2015/05/08 00:00:00+00,G0344,Utrecht,bestaand,0,muur,0.061,283,,0.0607765,0.990355440302077
717,2015/05/08 00:00:00+00,G0344,Utrecht,bestaand,0,muur,0.409,283,,0.4090775,4.47397523380061
718,2015/12/08 16:17:25+00,G1674,Roosendaal,bestaand,0,muur,10.975,283,,10.9793112,41.7505126569369
719,2015/12/08 16:13:49+00,G1674,Roosendaal,bestaand,0,muur,3.965,283,,3.9647925,32.4288328414496
720,2015/12/08 16:15:03+00,G1674,Roosendaal,bestaand,0,muur,3.233,283,,3.23323,8.89843620527599
721,2017/04/18 16:39:11+00,W0665,Waterschap Zeeuwse Eilanden,bestaand,0,kademuur,0.487,283,,0.4874745,3.65943181165045
722,2019/01/22 11:01:24+00,G1954,Beekdaelen,bestaand,0,muur,2.211,283,,2.2112085,15.0065450343826
723,2019/01/22 11:16:01+00,G1954,Beekdaelen,bestaand,1,muur,5.294,283,,5.293626,31.1662682203414
724,2019/01/22 11:01:24+00,G1954,Beekdaelen,bestaand,0,kademuur,3.252,283,,3.251761,19.2806535146611
725,2022/09/09 08:47:50+00,W0665,Waterschap Zeeuwse Eilanden,bestaand,0,kademuur,17.136,283,,17.1358955,68.085660865719
726,2019/01/22 11:16:01+00,G1954,Beekdaelen,bestaand,1,muur,5.429,283,,5.4290925,30.6461574402826
727,2019/01/22 11:01:24+00,G1954,Beekdaelen,bestaand,0,muur,40.726,283,,40.726138,164.136232503146
728,2017/08/25 13:27:03+00,W0665,Waterschap Zeeuwse Eilanden,bestaand,0,kademuur,4.581,283,,4.580749,30.580802461943
729,2007/11/26 11:10:19+00,G0363,Amsterdam,bestaand,0,muur,19.24,283,,19.21571177,45.8654122315757
730,2005/12/23 21:41:53+00,G0363,Amsterdam,bestaand,0,muur,0.61,283,,0.609783845,3.13804842869531
731,2018/11/30 15:49:09+00,G0363,Amsterdam,bestaand,1,muur,24.123,283,,24.11109615,138.813947493166
732,2005/12/23 21:41:53+00,G0363,Amsterdam,bestaand,0,muur,0.605,283,,0.60480791,3.0147874479509
733,2013/12/10 10:38:58+00,G0363,Amsterdam,bestaand,0,muur,4.681,283,,4.68400246,17.4899987739705
734,2005/12/23 17:22:46+00,G0363,Amsterdam,bestaand,0,muur,8.15,283,,8.149699,22.4651053597632
735,2005/12/23 17:21:50+00,G0363,Amsterdam,bestaand,0,muur,1.046,283,,1.0456415,6.69602743093327
736,2015/05/13 09:43:07+00,G0363,Amsterdam,bestaand,0,kademuur,45.343,283,,45.3430155,287.921448523237
737,2011/11/03 18:33:41+00,G0363,Amsterdam,bestaand,0,muur,24.702,283,,24.702232,53.6637392693009
738,2019/11/13 11:26:28+00,G0363,Amsterdam,bestaand,0,muur,19.426,283,,19.4261485,123.580796235185
739,2005/12/23 17:21:50+00,G0363,Amsterdam,bestaand,0,muur,1.721,283,,1.7207965,10.1441382261548
740,2005/12/23 16:09:27+00,G0363,Amsterdam,bestaand,0,kademuur,87.827,283,,87.826676,430.911058885518
741,2005/12/23 17:22:46+00,G0363,Amsterdam,bestaand,0,muur,2.935,283,,2.934825,9.09155331250953
742,2013/07/11 13:12:03+00,G0363,Amsterdam,bestaand,0,muur,12.017,283,,12.016867,48.8544913952857
743,2007/10/31 08:44:49+00,G0363,Amsterdam,bestaand,0,muur,0.372,283,,0.3718985,2.77436516574938
744,2008/10/22 09:50:10+00,G0363,Amsterdam,bestaand,1,muur,3.816,283,,3.815589,18.9370069351625
745,2005/12/23 16:09:33+00,G0363,Amsterdam,bestaand,0,kademuur,5.138,283,,5.1378335,18.4493806562047
746,2011/11/03 18:33:38+00,G0363,Amsterdam,bestaand,0,kademuur,4.254,283,,4.254458,19.0897978913285
747,2005/12/23 17:23:28+00,G0363,Amsterdam,bestaand,0,kademuur,68.307,283,,68.293730205,194.877511931455
748,2020/05/15 08:36:38+00,G0363,Amsterdam,bestaand,0,muur,7.011,283,,7.0107975,36.9318643099689
749,2020/05/08 11:05:38+00,G0363,Amsterdam,bestaand,1,muur,4.211,283,,4.212243935,31.1652490379285
750,2006/03/24 10:56:19+00,G0363,Amsterdam,bestaand,0,muur,0.294,283,,0.2940575,2.37896564884367
