Nummer;Totaal van;Jaar;Maand;Categorie;Nationaliteit;Aantal vertrek
1;Jaar;2019;*Alle*;*Alle*;*Alle*;16880
2;Jaar, Maand;2019;01;*Alle*;*Alle*;1450
2;Jaar, Maand;2019;02;*Alle*;*Alle*;1420
2;Jaar, Maand;2019;03;*Alle*;*Alle*;1430
2;Jaar, Maand;2019;04;*Alle*;*Alle*;1430
2;Jaar, Maand;2019;05;*Alle*;*Alle*;1530
2;Jaar, Maand;2019;06;*Alle*;*Alle*;1330
2;Jaar, Maand;2019;07;*Alle*;*Alle*;1470
2;Jaar, Maand;2019;08;*Alle*;*Alle*;1290
2;Jaar, Maand;2019;09;*Alle*;*Alle*;1310
2;Jaar, Maand;2019;10;*Alle*;*Alle*;1490
2;Jaar, Maand;2019;11;*Alle*;*Alle*;1420
2;Jaar, Maand;2019;12;*Alle*;*Alle*;1320
3;Jaar, Maand, Categorie;2019;01;Gedwongen vertrek uit Nederland;*Alle*;230
3;Jaar, Maand, Categorie;2019;01;Zelfstandig vertrek uit Nederland;*Alle*;400
3;Jaar, Maand, Categorie;2019;01;Zelfstandig vertrek zonder toezicht;*Alle*;820
3;Jaar, Maand, Categorie;2019;02;Gedwongen vertrek uit Nederland;*Alle*;190
3;Jaar, Maand, Categorie;2019;02;Zelfstandig vertrek uit Nederland;*Alle*;400
3;Jaar, Maand, Categorie;2019;02;Zelfstandig vertrek zonder toezicht;*Alle*;830
3;Jaar, Maand, Categorie;2019;03;Gedwongen vertrek uit Nederland;*Alle*;220
3;Jaar, Maand, Categorie;2019;03;Zelfstandig vertrek uit Nederland;*Alle*;390
3;Jaar, Maand, Categorie;2019;03;Zelfstandig vertrek zonder toezicht;*Alle*;820
3;Jaar, Maand, Categorie;2019;04;Gedwongen vertrek uit Nederland;*Alle*;240
3;Jaar, Maand, Categorie;2019;04;Zelfstandig vertrek uit Nederland;*Alle*;470
3;Jaar, Maand, Categorie;2019;04;Zelfstandig vertrek zonder toezicht;*Alle*;720
3;Jaar, Maand, Categorie;2019;05;Gedwongen vertrek uit Nederland;*Alle*;240
3;Jaar, Maand, Categorie;2019;05;Zelfstandig vertrek uit Nederland;*Alle*;420
3;Jaar, Maand, Categorie;2019;05;Zelfstandig vertrek zonder toezicht;*Alle*;870
3;Jaar, Maand, Categorie;2019;06;Gedwongen vertrek uit Nederland;*Alle*;230
3;Jaar, Maand, Categorie;2019;06;Zelfstandig vertrek uit Nederland;*Alle*;330
3;Jaar, Maand, Categorie;2019;06;Zelfstandig vertrek zonder toezicht;*Alle*;760
3;Jaar, Maand, Categorie;2019;07;Gedwongen vertrek uit Nederland;*Alle*;240
3;Jaar, Maand, Categorie;2019;07;Zelfstandig vertrek uit Nederland;*Alle*;370
3;Jaar, Maand, Categorie;2019;07;Zelfstandig vertrek zonder toezicht;*Alle*;870
3;Jaar, Maand, Categorie;2019;08;Gedwongen vertrek uit Nederland;*Alle*;250
3;Jaar, Maand, Categorie;2019;08;Zelfstandig vertrek uit Nederland;*Alle*;300
3;Jaar, Maand, Categorie;2019;08;Zelfstandig vertrek zonder toezicht;*Alle*;730
3;Jaar, Maand, Categorie;2019;09;Gedwongen vertrek uit Nederland;*Alle*;220
3;Jaar, Maand, Categorie;2019;09;Zelfstandig vertrek uit Nederland;*Alle*;330
3;Jaar, Maand, Categorie;2019;09;Zelfstandig vertrek zonder toezicht;*Alle*;770
3;Jaar, Maand, Categorie;2019;10;Gedwongen vertrek uit Nederland;*Alle*;240
3;Jaar, Maand, Categorie;2019;10;Zelfstandig vertrek uit Nederland;*Alle*;370
3;Jaar, Maand, Categorie;2019;10;Zelfstandig vertrek zonder toezicht;*Alle*;870
3;Jaar, Maand, Categorie;2019;11;Gedwongen vertrek uit Nederland;*Alle*;250
3;Jaar, Maand, Categorie;2019;11;Zelfstandig vertrek uit Nederland;*Alle*;320
3;Jaar, Maand, Categorie;2019;11;Zelfstandig vertrek zonder toezicht;*Alle*;850
3;Jaar, Maand, Categorie;2019;12;Gedwongen vertrek uit Nederland;*Alle*;210
3;Jaar, Maand, Categorie;2019;12;Zelfstandig vertrek uit Nederland;*Alle*;370
3;Jaar, Maand, Categorie;2019;12;Zelfstandig vertrek zonder toezicht;*Alle*;740
4;Jaar, Categorie;2019;*Alle*;Gedwongen vertrek uit Nederland;*Alle*;2760
4;Jaar, Categorie;2019;*Alle*;Zelfstandig vertrek uit Nederland;*Alle*;4460
4;Jaar, Categorie;2019;*Alle*;Zelfstandig vertrek zonder toezicht;*Alle*;9660
5;Jaar, Maand, Nationaliteit;2019;01;*Alle*;Afghaanse;30
5;Jaar, Maand, Nationaliteit;2019;01;*Alle*;Albanese;60
5;Jaar, Maand, Nationaliteit;2019;01;*Alle*;Algerijnse;140
5;Jaar, Maand, Nationaliteit;2019;01;*Alle*;Amerikaans burger;10
5;Jaar, Maand, Nationaliteit;2019;01;*Alle*;Angolese;10
5;Jaar, Maand, Nationaliteit;2019;01;*Alle*;Armeense;20
5;Jaar, Maand, Nationaliteit;2019;01;*Alle*;Azerbeidzjaanse;20
5;Jaar, Maand, Nationaliteit;2019;01;*Alle*;Belarussische;40
5;Jaar, Maand, Nationaliteit;2019;01;*Alle*;Braziliaanse;20
5;Jaar, Maand, Nationaliteit;2019;01;*Alle*;Burger van Bosnië-Herzegovina;20
5;Jaar, Maand, Nationaliteit;2019;01;*Alle*;Burundese;10
5;Jaar, Maand, Nationaliteit;2019;01;*Alle*;Chinese;20
5;Jaar, Maand, Nationaliteit;2019;01;*Alle*;Colombiaanse;10
5;Jaar, Maand, Nationaliteit;2019;01;*Alle*;Cubaanse;10
5;Jaar, Maand, Nationaliteit;2019;01;*Alle*;Egyptische;10
5;Jaar, Maand, Nationaliteit;2019;01;*Alle*;Eritrese;60
5;Jaar, Maand, Nationaliteit;2019;01;*Alle*;Ethiopische;10
5;Jaar, Maand, Nationaliteit;2019;01;*Alle*;Filipijnse;10
5;Jaar, Maand, Nationaliteit;2019;01;*Alle*;Gambiaanse;20
5;Jaar, Maand, Nationaliteit;2019;01;*Alle*;Georgische;40
5;Jaar, Maand, Nationaliteit;2019;01;*Alle*;Ghanese;10
5;Jaar, Maand, Nationaliteit;2019;01;*Alle*;Guinese;20
5;Jaar, Maand, Nationaliteit;2019;01;*Alle*;Indiase;10
5;Jaar, Maand, Nationaliteit;2019;01;*Alle*;Indonesische;10
5;Jaar, Maand, Nationaliteit;2019;01;*Alle*;Iraakse;60
5;Jaar, Maand, Nationaliteit;2019;01;*Alle*;Iraanse;30
5;Jaar, Maand, Nationaliteit;2019;01;*Alle*;Ivoriaanse;10
