FID,hoogte,soort,jaar,se_anno_cad_data,gdb_geomattr_data,shape
tophoogte.1737,5.9,nat,1977,,,POINT (106404.06300000101 398082)
tophoogte.1738,5.1,nat,1977,,,POINT (100384.88300000131 398081.438000001)
tophoogte.1739,5.1,nat,1977,,,POINT (105687.43800000101 398081.2809999995)
tophoogte.1740,6.2,nat,1977,,,POINT (104103.10200000182 398080.25)
tophoogte.1741,4.5,nat,1977,,,POINT (104622.4059999995 398080.1559999995)
tophoogte.1742,7,kunst,1978,,,POINT (102453.25 398079.375)
tophoogte.1743,5.9,nat,1977,,,POINT (104369.97700000182 398079.125)
tophoogte.1744,3.5,nat,1977,,,POINT (100749.20300000161 398078.9690000005)
tophoogte.1745,5.7,nat,1977,,,POINT (106580.27299999818 398078.4059999995)
tophoogte.1746,7.7,kunst,1978,,,POINT (103401.7109999992 398078.1559999995)
tophoogte.1747,6.5,nat,1977,,,POINT (104277.7809999995 398075.125)
tophoogte.1748,7,nat,1978,,,POINT (103725.7109999992 398072.9059999995)
tophoogte.1749,1.9,nat,1977,,,POINT (105375.0390000008 398072)
tophoogte.1750,4.4,nat,1977,,,POINT (107830.6409999989 398071.563000001)
tophoogte.1751,4,nat,1977,,,POINT (105517.22700000182 398069.625)
tophoogte.1752,5.7,nat,1977,,,POINT (104876.7890000008 398068.186999999)
tophoogte.1753,5,nat,1977,,,POINT (107761.2890000008 398067.1559999995)
tophoogte.1754,8.8,kunst,1978,,,POINT (102978.57800000161 398066)
tophoogte.1755,5.1,nat,1977,,,POINT (104962.3440000005 398063.8440000005)
tophoogte.1756,7.5,kunst,1978,,,POINT (103615.70300000161 398063.4059999995)
tophoogte.1757,9.6,kunst,1978,,,POINT (102834.3200000003 398063.0940000005)
tophoogte.1758,4.2,nat,1977,,,POINT (108607.89799999818 398062.25)
tophoogte.1759,4.6,nat,1977,,,POINT (108472.2890000008 398061.811999999)
tophoogte.1760,3.9,nat,1977,,,POINT (109260.02299999818 398061.5940000005)
tophoogte.1761,6.1,nat,1977,,,POINT (106158.89799999818 398061.1559999995)
tophoogte.1762,4.2,nat,1977,,,POINT (107366.38300000131 398060.4059999995)
tophoogte.1763,4,nat,1977,,,POINT (105167.77299999818 398060.311999999)
tophoogte.1764,5.5,nat,1978,,,POINT (101282.97700000182 398058.5309999995)
tophoogte.1765,4.2,nat,1977,,,POINT (108112.18800000101 398058.4059999995)
tophoogte.1766,6.3,nat,1977,,,POINT (104468.9059999995 398057.9690000005)
tophoogte.1767,3,nat,1977,,,POINT (109518.74199999869 398054.688000001)
tophoogte.1768,3.9,nat,1978,,,POINT (101128.04699999839 398053.6559999995)
tophoogte.1769,4.2,nat,1979,,,POINT (109887.9609999992 398053.4690000005)
tophoogte.1770,4.3,nat,1977,,,POINT (108335.36699999869 398052.75)
tophoogte.1771,5.4,nat,1977,,,POINT (105835.5700000003 398050.938000001)
tophoogte.1772,7.8,kunst,1978,,,POINT (103300.47700000182 398048.561999999)
tophoogte.1773,7.5,nat,1978,,,POINT (103887.5940000005 398048.0309999995)
tophoogte.1774,4.2,nat,1978,,,POINT (100999.02299999818 398047.313000001)
tophoogte.1775,6.1,nat,1977,,,POINT (104789.56300000101 398045.3440000005)
tophoogte.1776,2.5,nat,1977,,,POINT (108895.25800000131 398044)
tophoogte.1777,3.5,nat,1977,,,POINT (109653.75800000131 398041.188000001)
tophoogte.1778,3.6,kunst,1977,,,POINT (100825.3440000005 398040.936999999)
tophoogte.1779,6.9,kunst,1978,,,POINT (102531.5 398039.7809999995)
tophoogte.1780,6.1,nat,1977,,,POINT (106462.74199999869 398039.75)
tophoogte.1781,2.8,nat,1977,,,POINT (100019.43699999899 398039.4690000005)
tophoogte.1782,5.6,nat,1977,,,POINT (106782.20300000161 398038.813000001)
tophoogte.1783,6.7,nat,1977,,,POINT (104165.5940000005 398038.7190000005)
tophoogte.1784,6,nat,1977,,,POINT (106062.5309999995 398038.625)
tophoogte.1785,4.6,nat,1977,,,POINT (105569.88300000131 398037.813000001)
tophoogte.1786,4.7,nat,1977,,,POINT (107201.45300000161 398037.2809999995)
tophoogte.1787,4.7,nat,1977,,,POINT (105077.22700000182 398037.25)
tophoogte.1788,5.5,nat,1977,,,POINT (108883.1409999989 397272.875)
tophoogte.1789,6.6,nat,1978,,,POINT (100614.0309999995 397270.186999999)
tophoogte.1790,5.5,nat,1977,,,POINT (102249.9609999992 397270)
tophoogte.1791,6,nat,1977,,,POINT (106334.8440000005 397269.311999999)
tophoogte.1792,4.5,nat,1977,,,POINT (101667.9299999997 397269.2190000005)
tophoogte.1793,8.4,kunst,1978,,,POINT (102920.60200000182 397267.4690000005)
tophoogte.1794,4.6,nat,1977,,,POINT (105352.32800000161 397267.4059999995)
tophoogte.1795,4.2,nat,1977,,,POINT (107468.4059999995 397267)
tophoogte.1796,5.7,nat,1977,,,POINT (108760.20300000161 397266.75)
tophoogte.1797,7.9,nat,1977,,,POINT (104890.1559999995 397266.6559999995)
tophoogte.1798,7,nat,1977,,,POINT (105034.64799999818 397266.2809999995)
tophoogte.1799,9,kunst,1978,,,POINT (103462.24199999869 397264.688000001)
tophoogte.1800,3.8,nat,1977,,,POINT (109935.17199999839 397264.438000001)
tophoogte.1801,6.4,nat,1977,,,POINT (105178.1090000011 397263.375)
tophoogte.1802,6.2,nat,1977,,,POINT (106954.64799999818 397259.938000001)
tophoogte.1803,5,nat,1977,,,POINT (109053.7190000005 397259.125)
tophoogte.1804,8.2,nat,1977,,,POINT (104309.8590000011 397258.25)
tophoogte.1805,4.7,nat,1978,,,POINT (101432.7109999992 397257.4690000005)
tophoogte.1806,4.1,nat,1977,,,POINT (101560.95300000161 397257.436999999)
tophoogte.1807,4.2,nat,1977,,,POINT (109510.79699999839 397257.375)
tophoogte.1808,3.8,nat,1977,,,POINT (109847.02299999818 397257.3440000005)
tophoogte.1809,6.2,nat,1977,,,POINT (106229.38300000131 397257)
tophoogte.1810,6.2,nat,1978,,,POINT (100827.1559999995 397253.9059999995)
tophoogte.1811,8.2,kunst,1978,,,POINT (104214.35200000182 397253.25)
tophoogte.1812,7.4,nat,1977,,,POINT (104378.6409999989 397251.75)
tophoogte.1813,4.2,nat,1977,,,POINT (107165.61699999869 397251.311999999)
tophoogte.1814,4.8,nat,1977,,,POINT (102092.6559999995 397249.125)
tophoogte.1815,4.6,nat,1977,,,POINT (105733.89799999818 397248.061999999)
tophoogte.1816,4.5,nat,1977,,,POINT (107289.27299999818 397247.5)
tophoogte.1817,6.3,nat,1977,,,POINT (104608.6799999997 397247.0309999995)
tophoogte.1818,4.3,nat,1977,,,POINT (109750.9609999992 397246.25)
tophoogte.1819,7.5,nat,1977,,,POINT (100519.4609999992 397244.2809999995)
tophoogte.1820,5.8,nat,1977,,,POINT (106843.07800000161 397242.5940000005)
tophoogte.1821,8.1,nat,1977,,,POINT (103899.9059999995 397241.688000001)
tophoogte.1822,5.7,nat,1977,,,POINT (106711.27299999818 397240.0940000005)
tophoogte.1823,6.3,nat,1977,,,POINT (106523.3440000005 397237.936999999)
tophoogte.1824,3.5,nat,1977,,,POINT (108279.07800000161 397237.936999999)
tophoogte.1825,3.4,nat,1977,,,POINT (108176.22700000182 397237.5309999995)
tophoogte.1826,3.8,nat,1977,,,POINT (105584.77299999818 397236.2809999995)
tophoogte.1827,6.5,kunst,1977,,,POINT (100114.7190000005 397234.6559999995)
tophoogte.1828,7.9,nat,1977,,,POINT (104947.61699999869 397233.811999999)
tophoogte.1829,7.3,kunst,1977,,,POINT (100066.70300000161 397233)
tophoogte.1830,4.8,nat,1977,,,POINT (108399.92199999839 397231.3440000005)
tophoogte.1831,4,nat,1977,,,POINT (107072.57800000161 397231.311999999)
tophoogte.1832,8.3,nat,1977,,,POINT (103803.0940000005 397230.0940000005)
tophoogte.1833,5.2,nat,1977,,,POINT (105403.9299999997 397230)
tophoogte.1834,6.1,nat,1977,,,POINT (105266.79699999839 397229.8440000005)
tophoogte.1835,4.8,nat,1978,,,POINT (101218.74199999869 397229.563000001)
tophoogte.1836,4.1,nat,1977,,,POINT (109194.74199999869 397229.313000001)
tophoogte.1837,5.6,nat,1977,,,POINT (108520.7809999995 397228.3440000005)
tophoogte.1838,5.9,nat,1977,,,POINT (105883.8590000011 397226.5940000005)
tophoogte.1839,6.2,nat,1977,,,POINT (106131.45300000161 397226.5940000005)
tophoogte.1840,4.9,nat,1977,,,POINT (102145.60200000182 397224.936999999)
tophoogte.1841,6.3,nat,1977,,,POINT (104516.36699999869 397222.4690000005)
tophoogte.1842,8.1,kunst,1978,,,POINT (102389.0940000005 397219.6559999995)
tophoogte.1843,5.8,nat,1977,,,POINT (102001.0700000003 397218.7190000005)
tophoogte.1844,6.6,nat,1978,,,POINT (100724.68800000101 397218.125)
tophoogte.1845,6.1,nat,1977,,,POINT (106436.61699999869 397214.5940000005)
tophoogte.1846,3.9,nat,1977,,,POINT (101993.9299999997 399474.2809999995)
tophoogte.1847,5,nat,1965,,,POINT (106749.2109999992 399474.061999999)
tophoogte.1848,1.9,nat,1977,,,POINT (100187.49199999869 399473.188000001)
tophoogte.1849,4.4,nat,1977,,,POINT (102763.86699999869 399472.625)
tophoogte.1850,3.3,nat,1977,,,POINT (101882.95300000161 399471.9059999995)
tophoogte.1851,2.7,nat,1977,,,POINT (100842.97700000182 399470.75)
tophoogte.1852,3,nat,1977,,,POINT (109525.25800000131 399469.625)
tophoogte.1853,4.7,nat,1977,,,POINT (106078.27299999818 399469.5)
tophoogte.1854,1.8,nat,1978,,,POINT (104573.9299999997 399469)
tophoogte.1855,4.7,nat,1977,,,POINT (105830.92199999839 399466.938000001)
tophoogte.1856,4.5,nat,1977,,,POINT (108320.29699999839 399466.7809999995)
tophoogte.1857,4.5,nat,1965,,,POINT (107287.00800000131 399466.2190000005)
tophoogte.1858,5.1,nat,1977,,,POINT (106514.52299999818 399465.063000001)
tophoogte.1859,4.9,nat,1965,,,POINT (106629.29699999839 399464.875)
tophoogte.1860,2.8,nat,1977,,,POINT (100976.5940000005 399462.7809999995)
tophoogte.1861,1.6,nat,1977,,,POINT (101198.25800000131 399460.313000001)
tophoogte.1862,2.9,nat,1977,,,POINT (109655.2109999992 399457.9059999995)
tophoogte.1863,3.2,nat,1978,,,POINT (104737.6559999995 399456.8440000005)
tophoogte.1864,5.2,nat,1977,,,POINT (105689.4059999995 399455.0940000005)
tophoogte.1865,4.4,nat,1977,,,POINT (108447.70300000161 399454.5940000005)
tophoogte.1866,4.8,nat,1965,,,POINT (107162.00800000131 399454.5309999995)
tophoogte.1867,3.8,nat,1977,,,POINT (109090.42199999839 399454.25)
tophoogte.1868,4.5,nat,1977,,,POINT (105035.50800000131 399454)
tophoogte.1869,5,nat,1977,,,POINT (106211.75800000131 399453.9690000005)
tophoogte.1870,3.6,nat,1977,,,POINT (109953.6799999997 397351.686999999)
tophoogte.1871,7.7,nat,1977,,,POINT (104385.7890000008 397350.4690000005)
tophoogte.1872,8,kunst,1978,,,POINT (102479.7109999992 397349.875)
tophoogte.1873,6,nat,1977,,,POINT (100319.49199999869 397348.625)
tophoogte.1874,3.5,nat,1977,,,POINT (105321.2809999995 397347.5940000005)
tophoogte.1875,6.8,kunst,1977,,,POINT (100486.1559999995 397347.186999999)
tophoogte.1876,7.8,nat,1977,,,POINT (104786.22700000182 397346.7809999995)
tophoogte.1877,5,nat,1977,,,POINT (108977.50800000131 397346.188000001)
tophoogte.1878,6.1,nat,1977,,,POINT (106021.13300000131 397345.375)
tophoogte.1879,5.8,nat,1977,,,POINT (106187.45300000161 397344.3440000005)
tophoogte.1880,6.5,nat,1978,,,POINT (100634.27299999818 397344.2809999995)
tophoogte.1881,6.3,nat,1978,,,POINT (101943.0940000005 397342.7190000005)
tophoogte.1882,7.6,kunst,1978,,,POINT (103826.54699999839 397339.6559999995)
tophoogte.1883,6.6,nat,1977,,,POINT (105035.79699999839 397338.9059999995)
tophoogte.1884,5.1,nat,1977,,,POINT (107569.88300000131 397338.5)
tophoogte.1885,5.8,nat,1977,,,POINT (106821.50800000131 397337.9690000005)
tophoogte.1886,6.2,nat,1977,,,POINT (104574.1409999989 397337.9059999995)
tophoogte.1887,8.2,kunst,1978,,,POINT (103721.14799999818 397337)
tophoogte.1888,5.4,nat,1977,,,POINT (107696.57800000161 397336.686999999)
tophoogte.1889,6.2,nat,1977,,,POINT (106501.02299999818 397335.0940000005)
tophoogte.1890,3.7,nat,1977,,,POINT (109857.0940000005 397335)
tophoogte.1891,4.3,nat,1977,,,POINT (108277.61699999869 399557.9690000005)
tophoogte.1892,4.9,nat,1965,,,POINT (107156.4690000005 399555.9059999995)
tophoogte.1893,5.4,nat,1977,,,POINT (105431.70300000161 399554.438000001)
tophoogte.1894,3.7,nat,1977,,,POINT (108619.9059999995 399553.3440000005)
tophoogte.1895,4.3,nat,1977,,,POINT (108383.74199999869 399552.75)
tophoogte.1896,4.8,nat,1977,,,POINT (106159.22700000182 399552.563000001)
tophoogte.1897,4.5,nat,1965,,,POINT (108019.3440000005 399551.6559999995)
tophoogte.1898,2.3,nat,1977,,,POINT (101365.8440000005 399549.9690000005)
tophoogte.1899,1.8,kunst,1978,,,POINT (104548.4690000005 399549.6559999995)
tophoogte.1900,4.1,kunst,1978,,,POINT (103552 399547.5940000005)
tophoogte.1901,3.9,kunst,1978,,,POINT (103876.7809999995 399546.375)
tophoogte.1902,2.5,nat,1977,,,POINT (101503.45300000161 399543.2809999995)
tophoogte.1903,2.8,nat,1977,,,POINT (109527.95300000161 399543)
tophoogte.1904,4.7,nat,1965,,,POINT (107920.5 399542.375)
tophoogte.1905,3.9,nat,1977,,,POINT (109006.60200000182 399541.5940000005)
tophoogte.1906,2.9,nat,1977,,,POINT (109688.17199999839 399541.5309999995)
tophoogte.1907,1.9,nat,1977,,,POINT (100527.32800000161 399540.375)
tophoogte.1908,5,nat,1977,,,POINT (105976.56300000101 399537.938000001)
tophoogte.1909,4.5,nat,1977,,,POINT (103055.24199999869 399537.9059999995)
tophoogte.1910,5.7,nat,1977,,,POINT (102605.25800000131 399537.3440000005)
tophoogte.1911,4.7,nat,1977,,,POINT (106235.0700000003 399536.875)
tophoogte.1912,5.2,nat,1977,,,POINT (106054.75800000131 399534.4059999995)
tophoogte.1913,3.7,nat,1977,,,POINT (101633.6559999995 399534.3440000005)
tophoogte.1914,3.2,nat,1977,,,POINT (101736.5 399532.7190000005)
tophoogte.1915,5.7,nat,1977,,,POINT (102134.1559999995 399530.811999999)
tophoogte.1916,5.7,nat,1977,,,POINT (102330.9609999992 399529.875)
tophoogte.1917,5.4,nat,1977,,,POINT (105101.70300000161 399529.7809999995)
tophoogte.1918,3.4,nat,1977,,,POINT (109255.89799999818 399529.1559999995)
tophoogte.1919,5.2,nat,1977,,,POINT (105842.68800000101 399528.8440000005)
tophoogte.1920,5,nat,1977,,,POINT (105561.82800000161 399528.5)
tophoogte.1921,3.6,nat,1977,,,POINT (109953.4690000005 399528.2190000005)
tophoogte.1922,0.7,nat,1977,,,POINT (100332.93699999899 399527.1559999995)
tophoogte.1923,3,nat,1977,,,POINT (101831.70300000161 399526.563000001)
tophoogte.1924,5.4,nat,1977,,,POINT (105192.32800000161 399525.436999999)
tophoogte.1925,6.2,nat,1977,,,POINT (102419.29699999839 399525.2809999995)
tophoogte.1926,3.3,nat,1977,,,POINT (109455.4690000005 399524.6559999995)
tophoogte.1927,2.6,kunst,1978,,,POINT (104339.0940000005 399523.75)
tophoogte.1928,2,nat,1977,,,POINT (101233.3909999989 399523.3440000005)
tophoogte.1929,5.5,nat,1977,,,POINT (102229.85200000182 399522.5940000005)
tophoogte.1930,5.9,nat,1977,,,POINT (102518.3200000003 399521.875)
tophoogte.1931,4.1,kunst,1978,,,POINT (103753.99199999869 399520.9690000005)
tophoogte.1932,5.6,nat,1977,,,POINT (105266.9609999992 399520.9059999995)
tophoogte.1933,2.7,nat,1977,,,POINT (101431.20300000161 399520.875)
tophoogte.1934,2.4,nat,1977,,,POINT (101332.1559999995 399520.686999999)
tophoogte.1935,1.9,nat,1977,,,POINT (100111.11699999869 399520.375)
tophoogte.1936,3.5,nat,1977,,,POINT (102922.32800000161 399520.188000001)
tophoogte.1937,2.5,nat,1977,,,POINT (100803.9609999992 399520.0940000005)
tophoogte.1938,0.7,nat,1977,,,POINT (100213.77299999818 399519.5940000005)
tophoogte.1939,0.7,nat,1977,,,POINT (101127.47700000182 399519.4059999995)
tophoogte.1940,2.3,nat,1977,,,POINT (100012.0309999995 399518.5940000005)
tophoogte.1941,3.7,nat,1978,,,POINT (104714.11699999869 399518.436999999)
tophoogte.1942,5.1,nat,1977,,,POINT (105732.92199999839 399517.311999999)
tophoogte.1943,0.9,nat,1977,,,POINT (100415.74199999869 399517.0309999995)
tophoogte.1944,4.2,nat,1977,,,POINT (108492.99199999869 399516.7809999995)
tophoogte.1945,4.4,nat,1977,,,POINT (102816.1559999995 399516.5)
tophoogte.1946,3.8,nat,1977,,,POINT (109114.38300000131 399515.813000001)
tophoogte.1947,3.5,nat,1977,,,POINT (100705.38300000131 399515.7809999995)
tophoogte.1948,3.1,nat,1977,,,POINT (109624.2890000008 399515.75)
tophoogte.1949,1.7,nat,1977,,,POINT (100092.02299999818 398920.75)
tophoogte.1950,1.5,nat,1977,,,POINT (105442.1799999997 398920.0309999995)
tophoogte.1951,3.7,nat,1977,,,POINT (104697.38300000131 398920)
tophoogte.1952,3.2,nat,1977,,,POINT (101233.63300000131 398919.9690000005)
tophoogte.1953,2.1,nat,1977,,,POINT (105325.1090000011 398919.9690000005)
tophoogte.1954,5.3,nat,1977,,,POINT (101734.9059999995 398919.4690000005)
tophoogte.1955,6.1,nat,1978,,,POINT (102921.04699999839 398919.3440000005)
tophoogte.1956,4.2,nat,1977,,,POINT (101630.5309999995 398919.063000001)
tophoogte.1957,5.4,nat,1977,,,POINT (106447.02299999818 398919)
tophoogte.1958,1.2,nat,1977,,,POINT (105168.42199999839 398918.6559999995)
tophoogte.1959,4.3,nat,1977,,,POINT (101542.6559999995 398918.0940000005)
tophoogte.1960,4.3,nat,1977,,,POINT (100719.0390000008 398917.625)
tophoogte.1961,1.7,nat,1977,,,POINT (100007.9059999995 398917.1559999995)
tophoogte.1962,3.6,nat,1977,,,POINT (109349.5390000008 398917.0940000005)
tophoogte.1963,7.5,nat,1977,,,POINT (102154.39799999818 398916.6559999995)
tophoogte.1964,3.4,nat,1977,,,POINT (104518.57800000161 398916.5)
tophoogte.1965,6,nat,1965,,,POINT (106736.49199999869 398916.4690000005)
tophoogte.1966,8,kunst,1977,,,POINT (109287.06300000101 398916.4690000005)
tophoogte.1967,3.8,nat,1977,,,POINT (104318.4690000005 398916.188000001)
tophoogte.1968,3.8,nat,1977,,,POINT (104611.77299999818 398915.688000001)
tophoogte.1969,3.5,nat,1977,,,POINT (104415.2190000005 398915.3440000005)
tophoogte.1970,4.7,nat,1977,,,POINT (100621.72700000182 398915.311999999)
tophoogte.1971,1.7,nat,1977,,,POINT (100232.75800000131 398915.063000001)
tophoogte.1972,6.6,nat,1977,,,POINT (101939.04699999839 398914.6559999995)
tophoogte.1973,6,nat,1977,,,POINT (101827.56300000101 398913.563000001)
tophoogte.1974,2.4,nat,1977,,,POINT (101018.25 398913.4059999995)
tophoogte.1975,7.3,nat,1977,,,POINT (102227.77299999818 398913.4059999995)
tophoogte.1976,2.2,nat,1977,,,POINT (101136.0700000003 398912.188000001)
tophoogte.1977,4.8,nat,1977,,,POINT (104217.38300000131 398910.7190000005)
tophoogte.1978,7,nat,1977,,,POINT (102428.1090000011 398909.9059999995)
tophoogte.1979,4.2,nat,1977,,,POINT (108214.6409999989 398909.7809999995)
tophoogte.1980,6.1,nat,1977,,,POINT (106613.2890000008 398909.5940000005)
tophoogte.1981,4.8,kunst,1979,,,POINT (109930.25 398909.25)
tophoogte.1982,7.5,nat,1977,,,POINT (102336.1799999997 398909.188000001)
tophoogte.1983,6.2,kunst,1978,,,POINT (103784.1409999989 398909.0309999995)
tophoogte.1984,2,nat,1977,,,POINT (104896.13300000131 398906.8440000005)
tophoogte.1985,6,nat,1977,,,POINT (104095.7109999992 398906.625)
tophoogte.1986,2.2,nat,1977,,,POINT (100914.1409999989 398906.438000001)
tophoogte.1987,1.3,nat,1977,,,POINT (105005.57800000161 398906.186999999)
tophoogte.1988,5.8,kunst,1978,,,POINT (103669.8440000005 398904.4059999995)
tophoogte.1989,3.6,nat,1977,,,POINT (104782.35200000182 398903.4690000005)
tophoogte.1990,3.3,nat,1977,,,POINT (100374.75 398902.25)
tophoogte.1991,4.3,nat,1977,,,POINT (109043.18800000101 398899.6559999995)
tophoogte.1992,3.4,nat,1977,,,POINT (109448.47700000182 398899.2190000005)
tophoogte.1993,6,nat,1977,,,POINT (103871.68800000101 398897.8440000005)
tophoogte.1994,4.4,nat,1977,,,POINT (107955.29699999839 398897.125)
tophoogte.1995,4.5,nat,1977,,,POINT (105779.2809999995 398896.9059999995)
tophoogte.1996,5.4,nat,1977,,,POINT (105863.8440000005 398896.6559999995)
tophoogte.1997,4.7,nat,1977,,,POINT (108504.56300000101 398896.0940000005)
tophoogte.1998,6.1,nat,1977,,,POINT (102626.6090000011 398895.25)
tophoogte.1999,4.4,nat,1977,,,POINT (100579.77299999818 398894.625)
