OBJECTID,MATERIAAL,DIEPTE,KWKSTATU,KWKOPME,KWKPLAAN,OSMOMSCH,IWS_MEMO,KWKNAAM,KSMIDENT,VERANKERING,KERIDENT,IWS_EIGENAAR,KSM_TYPE,Shape__Length,GlobalID
49494,,0,300,waterdichte opsluiting, , , , ,322,,,,1,12.066361629948,116238ee-4cb4-4b29-8381-3825ebacf0cc
49495,,0,300,damwand, , , , ,69,,,,2,144.117852678152,874f5ea4-b043-4e84-9e83-6062969a0687
49496,,0,300,waterdichte opsluiting, , , , ,238,,,,1,96.1975545766934,19b80a00-1fcb-469a-a1fb-cdae0e5293fb
49497,,0,300,waterdichte opsluiting, , , , ,337,,,,1,231.139753585747,0b38d22a-7ed7-43b9-9f0e-57dafa2e454b
49498,,,300,lengte buis gemeten 30m,,drainage tbv kwel,tijdens onderhoud in kaart gebracht in 2018,,IWK,,IWK-11-0037F3,,4,22.3122733307244,7f7367e4-7667-44e6-8f19-dd4cddc2c598
49499,,0,300,damwand, , , , ,57,,,,2,55.5298309495288,5bdf6125-da5d-47bd-b7a8-66e4fc9acc16
49500,,,300,lengte buis gemeten 30m,,drainage tbv kwel,tijdens onderhoud in kaart gebracht in 2018,,IWK,,IWK-11-0037B3,,4,21.7321442629074,c0d5ac38-35bb-4034-b808-8c0305bedb47
49501,,0,300,waterdichte opsluiting, , , , ,395,,,,1,14.2005917064967,df5cbb8d-f275-4573-9eaf-a016babf1e37
49502,,,300,lengte buis gemeten 25m,,drainage tbv kwel,tijdens onderhoud in kaart gebracht in 2018,,IWK,,IWK-11-0037C2,,4,23.9739836072766,0b793ba4-15f0-438a-ae89-72890deb9461
49503,,,300,lengte buis gemeten 30m,,drainage tbv kwel,tijdens onderhoud in kaart gebracht in 2018,,IWK,,IWK-11-0037C3,,4,23.4099951119503,a90cf6da-d5a4-4d24-9609-911f8b4e1c29
49504,,0,300,damwand, , , , ,104,,,,2,0.0187882940887912,f68887b0-5e8e-4285-b9cc-1e7da36d014d
49505,4,-7,300,Larssen600,,damwand westerveldse kolk,"vervolg metadata: menno 21-12-2016: geplaatst op basis van bestek DAR 5, Join 3796 documenten archief HPSC2570-2",,8194,3,IWK,,2,55.7016427794191,c9d9556b-0f6d-4e0b-b16a-69bac8a05a8c
49506,,,300,,,Filterconstructie,drainagekoffer,,8175,,IWK,,4,101.648497530534,7bd172cc-7ba1-43f7-ba3f-f271e19cb5a1
49507,,0,300,damwand, , , , ,193,,,,2,782.916690879663,37bd4557-4954-4733-b5be-cf56a9fc6df3
49508,4,-12,300,zie memo,Prinses Margriethaven,Damwand Margriethaven,"AZ18, typeZ, warmgewalst, staatkwal355, gestaffeldNee, dikte rug en flens9, weerstandsmoment1800, traagheidmoment37800, profhoogte420, profdikte700
ankers:HE340B",decosnummer 2011-3419,1738,2,,,2,499.111565906993,24d8eb62-0bc6-49e0-8c7b-3f33773ee78a
49509,,0,300,waterdichte opsluiting, , , , ,302,,,,1,297.57759917992,22d5299b-2f1e-47cf-8ff3-3e8c8b8bdb9f
49510,,0,300,waterdichte opsluiting, , , , ,344,,,,1,17.976508489013,320e9161-010d-498b-a6ad-89e31652ce18
49511,,0,300,waterdichte opsluiting, , , , ,398,,,,1,6.36114010417546,63750a93-3d10-49bd-872a-e2aa02c8a769
49512,,0,300,waterdichte opsluiting, , , , ,381,,,,1,430.26331992376,b4d42016-c897-4882-857c-97b13e128ed6
49513,,0,300,waterdichte opsluiting, , , , ,271,,,,1,3.93291605819086,5b543d03-bc3b-402b-8c6b-12860969e67e
49514,,0,300,damwand, , , , ,62,,,,2,1.20684091621112,b0f4253b-fbe9-42c5-ad8c-156285cf0b0f
49515,,0,300,damwand, , , , ,74,,,,2,71.9506295762512,16fa21bf-0911-4288-a195-fa92b44e86b5
49516,,,300,lengte buis gemeten 30m,,drainage tbv kwel,tijdens onderhoud in kaart gebracht in 2018,,IWK,,IWK-11-0035I6,,4,29.081167223988,6b2dbaeb-38ad-4987-8593-96c7fb9fddd9
49517,,,300,lengte buis gemeten 30m,,drainage tbv kwel,tijdens onderhoud in kaart gebracht in 2018,,IWK,,IWK-11-0035I3,,4,29.5395124692892,c1d7bcb6-e440-4121-9978-bfc87b67dd2c
49518,,,300,lengte buis gemeten 35m,,drainage tbv kwel,tijdens onderhoud in kaart gebracht in 2018,,IWK,,IWK-11-0035J3,,4,31.8474494029424,fb92c54f-c227-4ae5-aaab-b9f2bf6ba6cb
49519,,0,300,waterdichte opsluiting, , , , ,304,,,,1,4.22276653571312,a7633d84-6579-4457-ae99-37576e55f5ff
49520,,,300,lengte buis gemeten 30m,,drainage tbv kwel,tijdens onderhoud in kaart gebracht in 2018,,IWK,,IWK-11-0035J2,,4,31.6825648675853,f1d545ca-fc9c-4ec6-9ca9-8c291f06d426
49521,,0,300,damwand, , , , ,53,,,,2,178.452178161235,0f4d3978-2148-4f59-ae53-bd89ff2b7d3a
49522,,0,300,waterdichte opsluiting, , , , ,213,,,,1,37.0866300242294,9b0a5d35-3700-49af-8929-d69e9dc1d057
49523,,0,300,waterdichte opsluiting, , , , ,389,,,,1,0.199251098927781,cfd1f20a-b903-4691-a7e9-b4d4ac669641
49524,,0,300,waterdichte opsluiting, , , , ,272,,,,1,53.4119471228681,3f63d62e-eccf-47e8-8832-18e44710b69f
49525,,,300,lengte buis gemeten 30m,,drainage tbv kwel,tijdens onderhoud in kaart gebracht in 2018,,IWK,,IWK-11-0035I4,,4,26.1297561798061,c3ade3f6-165f-4e81-adf8-135d22c42d99
49526,3,0,300,waterdichte opsluiting,"gemetselde muur, in 2001 zijn er reparaties verri*","gemetselde muur, in 2001 zijn er reparaties verricht aan de*","gemetselde muur, in 2001 zijn er reparaties verricht aan de stenendijk Grondmij","gemetselde muur, in 2001 zijn er reparaties verricht aan de stenendijk Grondmij",11,,,,6,656.152170185516,87eb5071-113d-4464-a4a1-0aace34a3c2a
49527,,,300,lengte buis gemeten 26m,,drainage tbv kwel,tijdens onderhoud in kaart gebracht in 2018,,IWK,,IWK-11-0035I5,,4,22.6853698751435,e8e8fd75-f16f-4a2c-a453-1f503f5ba9d8
49528,3,-4.5,300,waterdichte opsluiting, , , , ,328,1,,,1,886.609091937555,27c80352-f208-4d87-a3ac-b489abaa86d9
49529,,0,300,waterdichte opsluiting, , , , ,409,,,,1,157.366976197391,972df6af-700e-412a-9fa9-d52c2d09f747
49530,3,-3.75,300,waterdichte opsluiting,,,ingetekend aan de hand bestekstekening,,4653,1,,,1,484.397958966791,99a9594a-bbd9-4845-85b0-56f870e805ce
49531,3,-3.75,300,waterdichte opsluiting,,,ingetekend aan de hand bestekstekening,,13312,1,,,1,31.7011655135785,933a5f16-268a-4d72-91ee-4d368a2bb1ee
49532,,0,300,waterdichte opsluiting, , , , ,276,,,,1,207.684678082307,f049a36c-9f85-4bec-a9ed-f96c098ee171
49533,,0,300,waterdichte opsluiting, , , , ,360,,,,1,255.522417029406,6b6c2daf-3004-4ad2-bf0c-4686a6d12e4e
49534,11,0,300,damwand,kofferdam,kofferdam,kofferdam,kofferdam,59,,,,2,153.530706082691,9303ac1e-e138-4aa6-bd6f-5bea0a4f3523
49535,,0,300,waterdichte opsluiting, , , , ,397,,,,1,128.76303689995,0b9380b6-2bcf-4877-88d7-8bcf0e15d34b
49536,,0,300,waterdichte opsluiting, , , , ,295,,,,1,221.748247090571,197e37be-c50e-4cdf-af10-3c0bbfb53915
49537,3,1.15,300,damwand, , Veerweg Genemuiden, , ,208,,,,2,15.353515439093,e0d34edf-fc8e-4132-8b1c-d4691e9b4a4d
49538,3,1.15,300,damwand, , Veerweg Genemuiden, , ,209,,,,2,33.3346046413975,ec4c4be3-21fb-4f54-921e-5ee0aa9ff21e
49539,4,0,300,waterdichte opsluiting, , damwand met ankers,zie tekeningen Veerweg Genemuiden , ,219,,,,2,105.978715338324,235a5f95-1cc1-4b1f-907c-808834838d29
49540,,,300,,,Filterconstructie,drainagekoffer,,8176,,IWK,,4,24.5995037298831,18660cdf-9fc2-444f-82e4-04fcfd0602dc
49541,10,0,300,damwand, , , , ,453,,,,2,13.3015351651185,8eedc941-4035-455e-a1b5-4806972f9cdb
49542,,0,300,damwand, , , , ,188,,,,2,1216.02496184142,79e7b462-65d8-48c7-ab55-5c0684a222f9
49543,,0,300,waterdichte opsluiting, , , , ,354,,,,1,414.598601509721,a0568e1c-8e91-4769-a689-03fc1d693739
49544,,0,300,waterdichte opsluiting, , , , ,321,,,,1,443.121844908118,85eeb9c3-ab1a-4310-bb4f-ea2a36b90595
49545,98,0,300,onbekend,stadsmuur Kampen,stadsmuur Kampen,stadsmuur Kampen,stadsmuur Kampen,6,,,,6,127.295651661144,48cee483-6306-43c1-ad43-8b4608d95e78
49546,,0,300,waterdichte opsluiting, , , , ,293,,,,1,2.49556506741649,7f053899-504b-4c49-8791-339ffa9d2585
49547,,0,300,waterdichte opsluiting, , , , ,269,,,,1,61.2578278428054,57acc810-80bc-4ed2-a034-cfbc3847f839
49548,,0,300,damwand, , , , ,85,,,,2,74.6280036696482,c8f59331-bb10-43af-83d7-cd955305f972
49549,,0,300,waterdichte opsluiting, , , , ,313,,,,1,24.5937957275679,38c9523a-2cac-4c9f-83e0-a17d349e5278
49550,4,-5.2,300,waterdichte opsluiting, ," damwand met ankers (bovenkant 0,8m+NAP)",zie tekeningen Veerweg Genemuiden , ,226,,,,2,182.468835377577,dfa2f7f7-652a-4f97-9ab2-7e9e2eb42da8
49551,4,-5,300,damwand,ligging zie meting 1136-757,ligging zie meting 1136-757 / 10m lange delen volgens bestek,ligging zie meting 1136-757,ligging zie meting 1136-757,1419,,IWK,,2,100.590144118215,5774811a-5d2c-41b3-8d24-c081c4dadd43
49552,4,-8,300,DAR6,zijlkolk,damwand zijlkolk,"damwand 10,5 meter lange delen volgens bestek",damwand zijlkolk,BC743,,IWK,,2,163.045685187009,939ef481-41f1-49de-b7ee-54a4b24cdf6c
49553,,0,300,damwand, , , , ,48,,,,2,50.1347810892596,8dfdfd07-ab5d-40fb-b5d2-3cc885972e43
49554,,0,300,waterdichte opsluiting, , , , ,246,,,,1,1.17501063597842,332990be-9a8a-4a42-ac49-ac87e5347006
49555,,0,300,damwand, , , , ,81,,,,2,71.576782829807,33e805b1-446b-47c2-8032-f459132c9155
49556,,0,300,waterdichte opsluiting, , , , ,394,,,,1,17.6236673607355,167ca307-f168-4845-8547-1d7131d3fee7
49557,,0,300,damwand, , , , ,56,,,,2,170.197078360489,d8e0bb62-1c02-42b2-b611-3cc8046926dc
49558,,0,300,waterdichte opsluiting, , , , ,286,,,,1,62.1900767723649,47832d68-45c6-4dee-b318-4c7b3d7abad4
49559,,0,300,waterdichte opsluiting, , , , ,405,,,,1,73.1264830143086,0340917f-7255-453d-92b1-4fd7cd9d2ac0
49560,,0,300,waterdichte opsluiting, , , , ,52,,,,6,31.3266679536845,882704e2-ce92-4218-b33f-d4d287b58d3d
49561,,0,300,damwand, , , , ,103,,,,2,8.59534172348495,bc7819d1-a366-48de-ba70-aef8905658d9
49562,11,0,300,damwand, , , , ,452,,,,2,30.6189135444235,5d08debf-7861-4082-ba2f-fa4d6491d58a
49563,,0,300,damwand, , , , ,61,,,,2,137.303103398526,ad0a3a5e-4350-4028-ae61-e4d7681b7b06
49564,,0,300,waterdichte opsluiting, , , , ,274,,,,1,27.3172232820016,bf8853e8-0484-4ebb-9177-58f0a0d2c300
49565,8,,300,,,in-/uittredepunt gestuurde boring,join z/19/028902,,15564,3,iwk,,4,9.07643466086932,b03dffb6-e251-47ea-9756-8f0918905f7f
49566,,0,300,waterdichte opsluiting, , , , ,253,,,,1,141.768663327834,1e6416d3-718e-4a7a-9ac9-296e59efa274
49567,,0,300,damwand, , , , ,45,,,,2,44.4400457715451,19fdbf59-37d8-4d34-8539-b653541e38df
49568,,0,300,damwand, , , , ,72,,,,2,396.640433151769,fab6b559-723a-45e9-a9b9-32a1ed29051a
49569,,0,300,damwand, , , , ,136,,,,2,31.3430435781652,fd875f86-3a51-4d17-b249-e1fa60f28acb
49570,,,300,,,in/uittrede gestuurde boring glasvezel,onbekend of er wel een kwelkist zit,,15561,,IWK,,4,4.08780636751729,2ecddde3-0b5a-4129-8820-e7cb4262ccfd
49571,,0,300,damwand, , , , ,97,,,,2,550.372739257643,4d47e819-1adc-4ba5-9415-efc7bee2c2c5
49572,,0,300,waterdichte opsluiting, , , , ,340,,,,1,235.93936040559,2ea5c935-d887-4181-8ce6-2f97bdc3c47b
49573,,0,300,damwand, , , , ,187,,,,2,1484.47777757104,e19a392a-6eea-4c8a-afe2-32afa4608cac
49574,,0,300,damwand, , , , ,54,,,,2,666.629012082286,2bf4f292-0752-45c7-97cf-8e3a236b40c9
49575,,,300,,,in/uittrede gestuurde boring glasvezel,onbekend of er wel een kwelkist zit,,15562,,IWK,,4,3.80278681679979,5453f8ee-c310-42fc-bb3a-140456f1d81e
49576,,0,300,waterdichte opsluiting, , , , ,240,,,,1,51.9386680024935,afd52b08-202f-44f1-ab6f-d7aa4a97be54
49577,8,,300,,,in-/uittredepunt gestuurde boring,join z/19/028902,,15869,3,iwk,,4,4.23339999839664,ad0f3ac3-8d1c-423a-b3b6-d590fdd7c39e
49578,8,,300,,,in-/uittredepunt gestuurde boring,join z/19/028902,,15870,3,iwk,,4,4.02726277604906,dcfdc100-9483-40b3-ba45-d42524038223
49579,,0,300,waterdichte opsluiting, , , , ,385,,,,1,0.795045960297255,6addadc2-1ccd-4277-810d-d9adfd3ada2a
49580,,0,300,waterdichte opsluiting, , , , ,284,,,,1,203.403798674229,a79edbee-e9f2-4e4c-acbb-3748320d5ff3
49581,8,,300,,,in-/uittrede gestuurde boring,join Z/20/032199,,15871,3,iwk,,4,6.27519216756321,8f93124d-84c6-4ac1-b8cf-668e3a7aca1d
49582,,0,300,damwand, , , , ,77,,,,2,0.544008274338447,3b8be7f8-0f50-4ba5-b37b-baefc9715394
49583,11,0,300,damwand,met betonnen deksloof,met betonnen deksloof,met betonnen deksloof,met betonnen deksloof,23,,,,2,32.7031984381539,a9da984f-e670-44e8-9879-b54d8a54d600
49584,,0,300,waterdichte opsluiting, , , , ,326,,,,1,43.3027854317737,f62feec9-74c5-4670-a4b7-a38077232abe
49585,,0,300,waterdichte opsluiting, , , , ,285,,,,1,197.760724513268,55aa23d9-64f9-48cf-ad47-5cdb076e99c2
49586,,0,300,waterdichte opsluiting, , , , ,349,,,,1,2.29862262974221,b1a41dbf-7aba-4b48-b83a-0e27304debb1
49587,,0,300,waterdichte opsluiting, , , , ,329,,,,1,43.4356585343396,dcaeeada-17cf-4c6f-9d13-d62be7920bb2
49588,,0,300,waterdichte opsluiting, , , , ,387,,,,1,48.2339493893832,a56bda37-03c2-4704-a104-9d906967d679
49589,,0,300,waterdichte opsluiting, , , , ,211,,,,1,13.5915748105639,82661d62-1696-4cad-bc19-acb089426ef5
49590,,0,300,damwand, , , , ,210,,,,2,64.3929597324127,344691e2-9af7-4c87-ae2f-1f297f59deda
49591,,0,300,waterdichte opsluiting, , , , ,345,,,,1,33.2864408706212,97ab4f9e-2829-4a37-a0af-45c6ec16f345
49592,,,300,,,Filterconstructie,drainagekoffer,,8189,,IWK,,4,114.282169246169,6c5eceec-25c8-4f82-b1af-1a32e349090f
49593,,0,300,damwand, , , , ,100,,,,2,0.352695334590497,1c9efc50-5833-428d-978e-dc3a4ebce4de
49594,3,0,300,damwand,geen onderdeel van de primaire kering,geen onderdeel van de primaire kering,geen onderdeel van de primaire kering,geen onderdeel van de primaire kering,41,,,,2,152.537565243848,bd9ad2e5-1e74-4e17-9500-645d70064e1f
49595,4,,300,waterdichte opsluiting,,,ingetekend obv veldinspectie,,13313,2,,,2,39.6509937987627,d75e9d70-103a-4109-886d-78ec7128d2dd
49596,,0,300,damwand, , , , ,94,,,,2,132.072515952379,2e171baa-da8f-424b-a533-f0906db84a41
49597,,0,300,waterdichte opsluiting, , , , ,320,,,,1,106.615304609974,2ca75b1d-469a-4ac6-b289-902f51681196
49598,,0,300,waterdichte opsluiting, , , , ,296,,,,1,19.2026714854551,5b7c9b38-5eea-4cbe-ae4e-8d32244aabcf
49599,,0,300,waterdichte opsluiting, , , , ,364,,,,1,232.05105895693,16963379-5174-48da-960e-f2812832f9ce
49600,3,-4.5,300,waterdichte opsluiting, , , , ,13315,1,,,1,271.062056542211,e92f96a0-61d9-4ced-a6f7-38f06d0c18a9
49601,,0,300,waterdichte opsluiting, , , , ,334,,,,1,874.407775132638,104f712e-053b-44aa-934f-dc7690c95a06
49602,4,,300,,,,,,13316,,,,2,77.0768643454946,a76354df-88bb-43c3-87bd-7b3e8f4541b4
49603,,,300,lengte buis gemeten 30m,,drainage tbv kwel,tijdens onderhoud in kaart gebracht in 2018,,IWK,,IWK-11-0035F2,,4,25.9864208878404,d7f5a977-2405-4474-8168-3cfb85d7181f
49604,,,300,lengte buis gemeten 25m,,drainage tbv kwel,tijdens onderhoud in kaart gebracht in 2018,,IWK,,IWK-11-0035G2,,4,27.7016306756782,7b89176f-f689-48dc-8c1a-58ded5547aba
49605,,,300,lengte buis gemeten 20m,,drainage tbv kwel,tijdens onderhoud in kaart gebracht in 2018,,IWK,,IWK-11-0035A3,,4,22.1254568516399,4b645a6d-a3f6-485d-8367-76fd97b0d7e7
49606,,,300,lengte buis gemeten 26m,,drainage tbv kwel,tijdens onderhoud in kaart gebracht in 2018,,IWK,,IWK-11-0035B2,,4,22.2757374200201,2747fed4-b816-45a9-8ce2-babbb92e7d23
49607,,,300,lengte buis gemeten 30m,,drainage tbv kwel,tijdens onderhoud in kaart gebracht in 2018,,IWK,,IWK-11-0035G3,,4,28.1196725412455,f8268ff5-8c32-4091-ad79-dd103d399de6
49608,,,300,lengte buis gemeten 25m,,drainage tbv kwel,tijdens onderhoud in kaart gebracht in 2018,,IWK,,IWK-11-0035H2,,4,23.3356252183165,acb79bce-a923-4a75-baa5-b1d4332456e1
49609,,,300,lengte buis gemeten 25m,,drainage tbv kwel,tijdens onderhoud in kaart gebracht in 2018,,IWK,,IWK-11-0035B3,,4,22.4970923817987,4ba854a4-c993-4444-b45a-f453965aa8d9
49610,,,300,lengte buis gemeten 15m,,drainage tbv kwel,tijdens onderhoud in kaart gebracht in 2018,,IWK,,IWK-11-0035C2,,4,22.1634405507042,6e99db5a-1edc-47fa-9896-ee09d410409f
49611,,,300,lengte buis gemeten 20m,,drainage tbv kwel,tijdens onderhoud in kaart gebracht in 2018,,IWK,,IWK-11-0035D2,,4,23.4330072815797,c48e92a3-2c5d-4a38-81fb-9f9c95b1ec6a
49612,,,300,lengte buis gemeten 30m,,drainage tbv kwel,tijdens onderhoud in kaart gebracht in 2018,,IWK,,IWK-11-0035D3,,4,22.7861188559753,8b0db6ae-c2a9-49f4-8ff6-97a0dcbc54e8
49613,,,300,lengte buis gemeten 30m,,drainage tbv kwel,tijdens onderhoud in kaart gebracht in 2018,,IWK,,IWK-11-0035E2,,4,23.4521983971644,7d8e0cea-4be3-4d4b-9371-4b3e0b02c2c6
49614,,,300,lengte buis gemeten 20m,,drainage tbv kwel,tijdens onderhoud in kaart gebracht in 2018,,IWK,,IWK-11-0035H3,,4,21.6962824895489,2ec86294-599d-4b43-8127-7e809b110355
49615,,,300,lengte buis gemeten 24m,,drainage tbv kwel,tijdens onderhoud in kaart gebracht in 2018,,IWK,,IWK-11-0035H4,,4,22.9686081061459,c9d5b279-62b1-437a-8c2f-681d46210d6a
49616,,,300,lengte buis gemeten 20m,,drainage tbv kwel,tijdens onderhoud in kaart gebracht in 2018,,IWK,,IWK-11-0035I2,,4,25.5178005541619,b04b2969-26dd-4dfa-a4ec-e4558ac9bc1a
49617,,,300,,,drainage tbv kwel,tijdens onderhoud in kaart gebracht in 2018,,IWK,,IWK-11-0031A,,4,201.436141845024,d64340ae-8558-4cdd-a0f1-86388273fea8
49618,,,300,,,drainage tbv kwel,tijdens onderhoud in kaart gebracht in 2018,,IWK,,IWK-11-0031B,,4,153.214426021788,de2bc7f1-53cd-4d06-bf14-3207830747ca
49619,,,300,,,drainage tbv kwel,tijdens onderhoud in kaart gebracht in 2018,,IWK,,IWK-11-0031C,,4,113.044648742147,9b68d9da-1332-4995-9f92-2ce0e994fb6f
49620,,,300,,,drainage tbv kwel,tijdens onderhoud in kaart gebracht in 2018,,IWK,,IWK-11-0031D,,4,143.393734214174,0ecf1ccd-4be2-403a-90c2-1300a479ae9d
49621,,,300,,,drainage tbv kwel,tijdens onderhoud in kaart gebracht in 2018,,IWK,,IWK-11-0031E,,4,175.706150216765,d172480e-8a2d-4b9c-9cef-52d452718b3f
49622,,,300,,,drainage tbv kwel,tijdens onderhoud in kaart gebracht in 2018,,IWK,,IWK-11-0034A,,4,156.838614236905,efc274b6-61ed-4027-b929-ba3134b98831
49623,,,300,,,drainage tbv kwel,tijdens onderhoud in kaart gebracht in 2018,,IWK,,IWK-11-0034B,,4,213.210143853238,f8db6b1a-70be-410e-9e06-7b4ecae9ab71
49624,,,300,,,drainage tbv kwel,tijdens onderhoud in kaart gebracht in 2018,,IWK,,IWK-11-0034D,,4,207.949601702769,ba671f90-c7e2-432d-967f-1e8e68a10070
49625,,,300,,,drainage tbv kwel,tijdens onderhoud in kaart gebracht in 2018,,IWK,,IWK-11-0034E,,4,165.670942189596,afca5fb7-339a-4613-b824-1b650fce6c48
49626,,,300,,,drainage tbv kwel,tijdens onderhoud in kaart gebracht in 2018,,IWK,,IWK-11-0034F,,4,71.623104482312,de7aa9fe-3572-4ebe-b3a8-b1785616a901
49627,,,300,,,drainage tbv kwel,tijdens onderhoud in kaart gebracht in 2018,,IWK,,IWK-11-0034G,,4,90.0588736556718,c544ad7b-0126-4884-a364-c500e8497ea8
49628,,,300,,,drainage tbv kwel,tijdens onderhoud in kaart gebracht in 2018,,IWK,,IWK-11-0034H,,4,91.1764370832983,fcc50ac1-219c-4a6a-8917-98821a82ea88
49629,,,300,,,drainage tbv kwel,tijdens onderhoud in kaart gebracht in 2018,,IWK,,IWK-11-0035A,,4,105.94066938351,ec0ba45f-88f8-4269-88f6-8e502c16fac0
49630,,,300,,,drainage tbv kwel,tijdens onderhoud in kaart gebracht in 2018,,IWK,,IWK-11-0035B,,4,96.3406909543398,96c15738-3747-45df-9d91-a39a320cc145
49631,,,300,,,drainage tbv kwel,tijdens onderhoud in kaart gebracht in 2018,,IWK,,IWK-11-0035C,,4,96.8488406075767,5b2e15f5-30ff-407f-881a-c3c3e3ee7a60
49632,,,300,,,drainage tbv kwel,tijdens onderhoud in kaart gebracht in 2018,,IWK,,IWK-11-0035D,,4,100.914118909257,6054bc4d-786d-4e51-964f-93963521ca82
49633,,,300,,,drainage tbv kwel,tijdens onderhoud in kaart gebracht in 2018,,IWK,,IWK-11-0035E,,4,56.7131128235023,7e95d0c3-1580-4a9f-964a-576252574db9
49634,,,300,,,drainage tbv kwel,tijdens onderhoud in kaart gebracht in 2018,,IWK,,IWK-11-0035F,,4,46.0470907275319,95c3845f-c46e-4896-a734-dcb716ebfd67
49635,,,300,,,drainage tbv kwel,tijdens onderhoud in kaart gebracht in 2018,,IWK,,IWK-11-0035G,,4,103.014451696704,2c731b9b-0742-45ce-b738-adfa2f027e3c
49636,,,300,,,drainage tbv kwel,tijdens onderhoud in kaart gebracht in 2018,,IWK,,IWK-11-0035H,,4,160.159267008567,8c67dcf4-ea26-45a6-ae1b-1165a5ed642b
49637,,,300,,,drainage tbv kwel,tijdens onderhoud in kaart gebracht in 2018,,IWK,,IWK-11-0035I,,4,313.153989408506,15f2048c-543b-49e8-be08-95de08080cdf
49638,,,300,,,drainage tbv kwel,tijdens onderhoud in kaart gebracht in 2018,,IWK,,IWK-11-0035J,,4,149.737249588637,66cdf974-bedb-448e-b8b7-5629e9f75ef8
49639,,,300,,,drainage tbv kwel,tijdens onderhoud in kaart gebracht in 2018,,IWK,,IWK-11-0035K,,4,153.387045321098,55121714-e54e-477a-87b5-ea142b7ed805
49640,,,300,,,drainage tbv kwel,tijdens onderhoud in kaart gebracht in 2018,,IWK,,IWK-11-0035L,,4,142.958377383116,c6e13ed8-4624-4d59-b309-5a23ad2068ef
49641,,,300,,,drainage tbv kwel,tijdens onderhoud in kaart gebracht in 2018,,IWK,,IWK-11-0035M,,4,175.130950910203,7b0c038c-84be-4df2-83ac-9074c713da6f
49642,,,300,,,drainage tbv kwel,tijdens onderhoud in kaart gebracht in 2018,,IWK,,IWK-11-0035N,,4,153.985629493051,4a49443e-4be8-4f83-8900-770bc6630c71
49643,,,300,,,drainage tbv kwel,tijdens onderhoud in kaart gebracht in 2018,,IWK,,IWK-11-0035O,,4,149.558188714891,995b95f5-b520-4ce8-b0c4-e0bf2e3de22e
49644,,,300,,,drainage tbv kwel,tijdens onderhoud in kaart gebracht in 2018,,IWK,,IWK-11-0037A,,4,84.9135909998279,82bd30fe-dcfa-4d30-9ab6-d8609676eef9
49645,,,300,in 1 project met nr49 en nr42,,keerwand_Hasselterdijk_41,Y:\GEO\GISProducten\Keringen\Constructies en Damwanden\Dijkring10\Keerwanden_Hasselterdijk_41_42_49,keerwand_Hasselterdijk_41, ,,iwk,,6,15.4541770257561,c35baad9-5d69-412d-8005-d8ea76016009
49646,,,300,in 1 project met nr49 en nr41,,keerwand_Hasselterdijk_42,Y:\GEO\GISProducten\Keringen\Constructies en Damwanden\Dijkring10\Keerwanden_Hasselterdijk_41_42_49,keerwand_Hasselterdijk_42,9772,,iwk,,6,4.91845460452853,c4b512bf-c033-4b52-aa36-0582653440fd
49647,4,-7,300,totale lengte 10m,,beschermende maatregelen peutroleumkelder Genemuiden,type omega 750,beschermende maatregelen peutroleumkelder Genemuiden,10092,,IWK,,2,24.6282469759222,8feb1d44-4fdc-48e6-a86c-344ad3255bd2
49648,,,300,,,drainage tbv kwel,tijdens onderhoud in kaart gebracht in 2018,,IWK,,IWK-11-0125A,,4,404.36328356495,7c869d8a-bb4b-4e2c-8215-dbad91f04fee
49649,,,300,,,drainage tbv kwel,tijdens onderhoud in kaart gebracht in 2018,,IWK,,IWK-11-0037B,,4,79.2923791592941,0c249711-2de7-4b57-b368-4e4ec869cf24
49650,,,300,,,drainage tbv kwel,tijdens onderhoud in kaart gebracht in 2018,,IWK,,IWK-11-0037C,,4,93.4164521432728,48e5baa7-6bb1-47b6-925b-dc3e729b643d
49651,,,300,,,drainage tbv kwel,tijdens onderhoud in kaart gebracht in 2018,,IWK,,IWK-11-0037D,,4,56.0811284029389,793df1b0-43ff-4252-be6f-448cb3cd2949
49652,,,300,,,drainage tbv kwel,tijdens onderhoud in kaart gebracht in 2018,,IWK,,IWK-11-0037E,,4,104.228827426039,4519a0d4-1d71-4683-82cc-a1dbcd697a4f
49653,,,300,,,drainage tbv kwel,tijdens onderhoud in kaart gebracht in 2018,,IWK,,IWK-11-0037F,,4,120.778254228365,8a235ff7-8753-4932-b517-5f3bde146f7b
49654,,,300,,,drainage tbv kwel,tijdens onderhoud in kaart gebracht in 2018,,IWK,,IWK-11-0037G,,4,131.999126813903,896b8ca8-7341-49b2-9b60-c1193c41a68d
49655,,,300,,,drainage tbv kwel,tijdens onderhoud in kaart gebracht in 2018,,IWK,,IWK-11-0105A,,4,64.4296532387042,cfb5fff4-cbd2-43ae-9d35-74cb22f32371
49656,,,300,,,drainage tbv kwel,tijdens onderhoud in kaart gebracht in 2018,,IWK,,IWK-11-0180A,,4,375.94952953019,d4699bd0-f281-4a9e-b109-23af12eefed1
49657,4,4.5,300,DAR6,,Damwand,,,6893,,IWK,,2,19.3902024558906,1a97160f-d549-4ec7-bf8b-16abc04e1a32
49658,4,-9,300,DAR6,,Damwand,damwand 9 meter lange delen volgens bestek,,6894,,IWK,,2,39.9339057845492,b6a95453-0f47-4722-8a91-c84a92eb56ad
