AreaManagerId,RegulationId,StartDateTimeFrame,DayTimeFrame,StartTimeTimeFrame,EndTimeTimeFrame,ClaimRightPossible,FareCalculationCode,MaxDurationRight,EndDateTimeFrame,MinParkingInterruption
200,200_REG02,20160728115609,KOOPZONDAG,1200,1800,J,TAR01,0,20160805000000,0
385,REG02,20120605000000,ZATERDAG,700,2400,J,NULL,30,29991231235959,
1705,1705_BZ,20220221094505,WOENSDAG,0,2400,J,1705_CPLIN,120,29991231235959,
717,REGELING4,20130425170342,DINSDAG,900,1900,J,TAR04,60,20131231000000,15
148,BLAUWEZ,20211228140417,ZATERDAG,900,1800,J,TERBZ,120,29991231235959,
546,546_MORS,20180503144252,DONDERDAG,2100,2400,J,GAR07,0,29991231235959,0
546,546_LAMMDK,20180503131518,ZONDAG,700,2400,J,GAR10,0,29991231235959,0
1783,1783_MODK2,20131024115759,DINSDAG,0,2400,J,TAR05,0,29991231235959,
642,REG02,20120921162256,VRIJDAG,900,1800,J,TAR02,0,20140414161530,0
363,BP12B_U08,20130131000000,ZATERDAG,1800,2400,J,TC2,0,20131016081819,0
109,109_PRDAL,20150603154537,ZATERDAG,0,2400,J,PR01,0,29991231235959,0
546,546_MORS,20131008151819,WOENSDAG,700,2100,J,GAR03,0,20180503144252,0
200,200_CPLAN,20151008133915,MAANDAG,0,2400,J,CPL01,0,29991231235959,0
352,REG01,20121005152217,VRIJDAG,900,2000,J,TAR01,120,20121218151140,0
2478,385_CENTDK,20141106145401,ZONDAG,700,2300,J,GAR02,0,29991231235959,0
345,REG02,20121001124114,WOENSDAG,900,2000,J,TAR02,0,29991231235959,0
748,REG02,20121116162547,WOENSDAG,900,1830,J,TAR01,0,20130104105207,0
796,KEUZE09,20131201000000,MAANDAG,900,1800,J,TAR12,30,20140201000000,60
2462,599_JUMDK,20141020154443,DINSDAG,700,2200,J,GAR06,0,29991231235959,0
166,REG05,20160115155114,DONDERDAG,0,2400,J,TAR05,4320,29991231235959,0
1783,1783_GRAVE,20131024103857,ZATERDAG,800,1800,J,TAR01,90,29991231235959,
642,MV_7892,20140414180122,DINSDAG,900,1800,J,TAR7892,0,20140415112634,0
1783,1783_VUDK,20131024115924,DINSDAG,0,2400,J,TAR04,0,29991231235959,
2460,1926_KEI,20160413091115,MAANDAG,745,2030,J,GAR30,0,29991231235959,0
632,REG01,20121011092617,DINSDAG,900,1830,J,TAR01,60,20130517110439,0
1960,TER00,20220104101536,VRIJDAG,0,2400,J,TER00,0,29991231235959,
546,546_MORS,20180503144252,ZONDAG,700,2100,J,GAR06,0,29991231235959,0
546,546_MORS,20180503144252,WOENSDAG,0,700,J,GAR07,0,29991231235959,0
58,REG04,20120704000000,WOENSDAG,800,1800,J,TAR04,30,20120831141358,0
1960,TER01,20211223120742,WOENSDAG,0,2400,J,TER01,0,29991231235959,
70,70_CPFRA,20150812133023,DONDERDAG,0,2400,J,CPL01,0,29991231235959,0
150,150_STPDEK,20170623110239,ZATERDAG,0,700,J,150_GAR01,0,29991231235959,0
546,546_MORS,20131008151819,MAANDAG,700,2100,J,GAR03,0,20180503144252,0
200,200_ORPH,20160813000000,WOENSDAG,0,2400,J,GAR07,0,29991231235959,0
546,546_MORS,20131008151819,ZONDAG,0,700,J,GAR04,0,20180503144252,0
546,546_MORS,20180503144252,ZONDAG,0,700,J,GAR07,0,29991231235959,0
2463,794_CITYDK,20140901000000,KOOPZONDAG,1100,1800,J,GAR18,0,29991231235959,0
1783,1783_STOK1,20131024112818,DONDERDAG,0,2400,J,TAR01,15,29991231235959,
148,148_PRDAL,20150612162051,DONDERDAG,0,2400,J,PR01,0,29991231235959,
2460,363_IJDODK,20131112122318,ZONDAG,0,2400,J,GAR12,0,29991231235959,0
1783,1783_SIBEL,20131024112750,ZATERDAG,0,2400,J,TAR01,120,29991231235959,
546,WERNEM_B,20171121111808,MAANDAG,900,1930,J,,0,20171215143832,0
200,200_REG09,20160728120020,VRIJDAG,1000,1500,J,TAR07,120,20160805000000,15
141,141_SERF2,20130919100934,WOENSDAG,800,2200,J,GAR01,0,20150218115838,0
796,REG01,20140416000000,DINSDAG,900,1800,J,TAR02,60,20140417000000,0
148,148_PRDAL,20150612162051,VRIJDAG,0,2400,J,PR01,0,29991231235959,
119,119_BLEE,20131023085101,ZATERDAG,0,2400,J,TAR03,0,20151102000000,0
203,203_TOREDK,20131212155846,DONDERDAG,900,1800,J,TER02,0,29991231235959,0
546,546_MORS,20180503144252,ZATERDAG,0,700,J,GAR07,0,29991231235959,0
72,REG06,20120109000000,VRIJDAG,900,1800,J,TAR05,0,29991231235959,0
193,193_ASSEN,20131101000000,DONDERDAG,900,2100,J,TAR05,120,20140227133807,0
546,546_MORS,20180503144252,WOENSDAG,700,2100,J,GAR06,0,29991231235959,0
546,WERNEM_B,20171121111808,DONDERDAG,900,1930,J,,0,20171215143832,0
150,REG01,20121218104055,MAANDAG,900,2000,J,TAR01,0,20121218104455,0
1900,1900_MKTS,20140101000000,WOENSDAG,900,1800,J,TAR04,15,20140701135524,0
546,546_HAARDK,20180424152117,ZONDAG,800,2400,J,GAR05,0,29991231235959,0
34,DAG03,20120328000000,DINSDAG,800,2200,J,DAG03,0,20140801000000,0
222,222_AMST,20131024095256,DINSDAG,900,1800,J,TAR02,0,29991231235959,0
222,222_AMST,20131024095256,WOENSDAG,900,1800,J,TAR02,0,29991231235959,0
377,REG03,20120829141339,WOENSDAG,1000,1800,J,TAR02,0,20120829141454,0
363,BP14A_U01,20130131000000,MAANDAG,1000,1800,J,TC4,60,29991231235959,0
546,546_MORS,20131008151819,DINSDAG,2100,2400,J,GAR04,0,20180503144252,0
796,KEUZE09,20140501101625,DINSDAG,1800,2400,J,TAR01,0,20140624000000,0
193,193_DIJKDK,20131009090156,VRIJDAG,900,2000,J,GAR06,0,29991231235959,0
546,546_LAMMDK,20180503131518,ZATERDAG,700,2400,J,GAR10,0,29991231235959,0
34,BEZVGBZ06,20170201000000,WOENSDAG,1300,1302,J,360300,1,29991231235959,0
2483,503_PHODK,20141204123110,VRIJDAG,0,2400,J,GAR03,0,20150601000000,0
546,WERNEM_B,20171215143832,VRIJDAG,900,1930,J,,0,29991231235959,0
193,193_HLANDK,20131101000000,DINSDAG,900,2000,J,TAR06,0,20140227135320,0
1960,REG03,20200601000000,VRIJDAG,900,2100,J,TAR03,240,20201028141833,10
200,200_REG02,20160727000000,DONDERDAG,800,2100,J,TAR01,0,20160728115609,0
148,BLAUWEZ2,20220221173034,ZATERDAG,800,2100,J,TERBZ,0,29991231235959,
394,HFD_ZONEC,20130628000000,DONDERDAG,900,1800,J,HFD_ZONEC,0,20130723113056,0
394,HFD_ZONEB,20130628000000,VRIJDAG,900,2100,J,HFD_ZONEB,0,20130723112913,0
546,546_HAARDK,20180424152117,MAANDAG,800,2400,J,GAR05,0,29991231235959,0
141,141_SERF1,20130919100646,WOENSDAG,800,2000,J,GAR01,0,20150218114824,0
384,BEDRLOC34,20160713231231,FEESTDAG,0,2400,J,,0,20160713231334,0
394,HFD_ZONEA,20130627083750,KOOPAVOND,900,2100,J,HFD_ZONEA,0,20130723112135,0
148,148_PRDAL,20150612162051,ZONDAG,0,2400,J,PR01,0,29991231235959,
361,REG08,20130701000000,FEESTDAG,900,2100,J,,0,29991231235959,0
385,REG01,20120605000000,WOENSDAG,700,2400,J,NULL,90,29991231235959,
796,KEUZE09,20140201000000,FEESTDAG,1200,2400,J,TAR01,60,20140416000000,60
90,REG02,20131016084901,DINSDAG,900,1800,J,TAR01,60,20131127092330,15
2461,518_NOHA,20141016115905,DONDERDAG,0,2400,J,TER01,0,29991231235959,0
1960,TER00,20220104101536,WOENSDAG,0,2400,J,TER00,0,29991231235959,
394,HFD_ZONEB,20130627000000,KOOPAVOND,900,2100,J,HFD_ZONEB,0,20130628000000,0
1783,1783_SIBEL,20131024112750,ZONDAG,0,2400,J,TAR01,120,29991231235959,
546,546_RING,20180503123133,MAANDAG,700,2300,J,GAR08,0,29991231235959,0
114,REG10,20161001000000,MAANDAG,900,2100,J,TAR01,60,20161002000000,0
200,200_REG10,20141020122116,ZONDAG,1900,2100,J,TAR07,120,20141224000000,15
202,202_EUS,20141023161135,WOENSDAG,900,1800,J,TAR03,0,20141023163945,0
546,546_MORS,20131008151819,ZONDAG,700,2100,J,GAR03,0,20180503144252,0
2462,758_AMBMDK,20141020141308,DONDERDAG,0,2400,J,TER17,0,29991231235959,0
796,REG14,20131003000000,VRIJDAG,900,1800,J,TAR05,0,20140416000000,0
1883,REG01,20121108142245,WOENSDAG,900,1900,J,TAR01,360,20121122154810,0
307,DAG01,20121003114546,ZATERDAG,800,2200,J,DAG01,0,20121213144805,0
796,REG09,20131003000000,DONDERDAG,900,2000,J,TAR05,0,20140820000000,0
546,546_MORS,20131008151819,VRIJDAG,2100,2400,J,GAR04,0,20180503144252,0
546,WERKNEM,20171121111622,WOENSDAG,900,2100,J,,0,20171215143744,0
796,KEUZE09,20140201000000,DONDERDAG,900,2400,J,TAR01,60,20140416000000,60
373,ZONEG,20130320000000,DINSDAG,1000,1900,J,TBREGULIER,0,20131231000000,0
177,177_HTSCP,20131009083725,MAANDAG,900,1800,J,GAR01,0,20131009085747,0
1783,1783_BEDK2,20131024115602,DINSDAG,0,2400,J,TAR05,0,29991231235959,
150,REG03,20140101000000,ZATERDAG,900,2200,J,TAR02,0,20161208084849,0
1705,1705_BZ,20220221094505,DONDERDAG,0,2400,J,1705_CPLIN,120,29991231235959,
546,WERNEM_B,20171121111808,WOENSDAG,900,1930,J,,0,20171215143832,0
1783,1783_VLDK2,20131024115857,DONDERDAG,0,2400,J,TAR05,0,29991231235959,
148,TER02,20211228160138,MAANDAG,0,2400,J,TER00,0,20220104111714,
546,546_LAM,20180503122216,ZONDAG,700,2400,J,GAR09,0,29991231235959,0
1705,1705_KPLBL,20220221094350,ZONDAG,0,2400,J,1705_CPLIN,60,29991231235959,
297,REG01,20121026131721,MAANDAG,900,1800,J,TAR02,90,29991231235959,0
546,WERKNEM,20171121111622,VRIJDAG,900,2100,J,,0,20171215143744,0
141,114105,20160218000000,DONDERDAG,1800,2100,J,LANGP01,0,20160521000000,0
384,CETRUM3A,20160715000000,DINSDAG,900,2100,J,DMNVERGGE5,0,29991231235959,0
546,546_MORS,20180503144252,DINSDAG,700,2100,J,GAR06,0,29991231235959,0
200,200_MARK,20131212102316,KOOPZONDAG,2100,2200,J,GAR03,0,20140101000000,0
2463,772_KLP4,20160504134514,ZATERDAG,0,2400,J,TER01,0,29991231235959,0
2460,361_NOORDK,20141015100328,WOENSDAG,730,2230,J,GAR02,0,29991231235959,0
546,546_MORS,20180503144252,WOENSDAG,2100,2400,J,GAR07,0,29991231235959,0
1960,REG03,20200601000000,WOENSDAG,900,1800,J,TAR03,240,20201028141833,10
200,200_REG16,20140101000000,ZATERDAG,1000,1500,J,TAR07,180,20141017102343,0
80,A2,20130306113943,MAANDAG,800,2200,J,TARZONEA,120,20170102000000,0
384,CETRUM3A,20151215145523,WOENSDAG,900,2100,J,DMNVERGGE5,0,20160715000000,0
546,546_MORS,20131008151819,MAANDAG,0,700,J,GAR04,0,20180503144252,0
642,MV_7891,20140416154420,ZATERDAG,900,1800,J,TAR7891,0,20140416154707,0
203,203_PRSTA,20150507133942,VRIJDAG,0,2400,J,PR01,0,29991231235959,0
361,REG05,20130701000000,FEESTDAG,900,2000,J,,0,29991231235959,0
153,REG03,20131201000000,KOOPZONDAG,1200,1900,J,TAR1,30,20150101000000,0
114,114_WILLDK,20150407120343,DINSDAG,800,1900,J,GAR02,0,20200715132059,0
748,REG04,20121116162451,VRIJDAG,900,2100,J,TAR03,60,20130103145110,0
148,BLAUWEZ,20211228140417,DONDERDAG,900,1800,J,TERBZ,120,29991231235959,
80,B1,20130306131546,MAANDAG,800,2200,J,TARZONEB,60,20170102000000,0
2460,363_WLPLDK,20141015112620,WOENSDAG,0,100,J,GAR32,0,29991231235959,0
546,546_HAARDK,20131008142440,WOENSDAG,800,2400,J,GAR02,0,20180424152117,0
546,546_LAMMDK,20180503131518,VRIJDAG,700,2400,J,GAR10,0,29991231235959,0
748,REG01,20121115115826,ZATERDAG,900,1830,J,TAR01,0,20121116153942,0
394,NVP_CENTR,20130723113211,WOENSDAG,900,1800,J,NVP_CENTR,0,20130730120509,0
148,TER02,20220104111714,DONDERDAG,0,2400,J,TER00,0,29991231235959,0
377,REG02,20120829141258,DONDERDAG,800,2200,J,TAR02,0,20120829141522,0
1783,1783_KIJKW,20131024104522,DINSDAG,0,2400,J,TAR02,0,29991231235959,
748,REG06,20121116162715,KOOPZONDAG,0,2400,J,NULL,0,20130103145429,0
2459,518_MALIAK,20141014122136,MAANDAG,0,800,J,GAR10,0,20141014122330,0
2533,307_OLIEDK,20131220102439,WOENSDAG,0,2400,J,TER05,0,29991231235959,0
620,REG01,20120220000000,ZATERDAG,800,1600,J,TAR01,90,29991231235959,
546,546_MORS,20131008151819,DINSDAG,0,700,J,GAR04,0,20180503144252,0
200,200_REG11,20141103124615,ZATERDAG,1000,1500,J,TAR07,0,20141224000000,0
