ID;GEO_SLEUTEL;BOOMHOOGTE;STAMDIAMETER;CATEGORIE;BOOMSOORT;BOOMSOORT_NL;ADM_BOOMEIGENAAR;CONDITIE;INSPECTIEDATUM;STANDPLAATS;STRAAT;WIJK;ADM_PLANTJAAR;BIJZONDERE_BOOM;LAT;LON
65DC56D2-5337-4B65-872F-FA5B61AA54C8;G0995.6cc98bd613574a8d86cfae24bb8a5e41;6 - 12;20 - 30;bomen in gras tot 0,20m;Tilia x europaea 'Pallida';;Gemeente Lelystad;Goed;20180614000000.000000;Gazon;;Schepenwijk Noord;;;52.524550912694345;5.461933211527101
CE26E16C-9517-44D0-8FD9-73EA17BC517E;G0995.b853bf99c2de43a884b9c4fd7a4432b1;6 - 12;30 - 50;bomen in beplanting > 0,20 m;Platanus x hispanica;;Gemeente Lelystad;Goed;20180614000000.000000;Elementenverharding;;Zuiderzeewijk;;;52.52246123651706;5.496393038148506
EB5B1262-A75F-4ED5-9983-3431FDA00614;G0995.e51a186c65814a4287ab3929dba9b162;< 6;30 - 50;bomen in beplanting tot 0,20 m;Catalpa bignonioides;Trompetboom;Gemeente Lelystad;Voldoende;20200421000000.000000;Heesterbeplanting;;Schepenwijk West;;;52.51769114354558;5.4475066775141885
185BC6FD-A456-4D62-8E41-F10DBE51630D;G0995.e85e2f2b725743f7a66cd20c14dc342f;12 - 18;30 - 50;bomen in gras tot 0,20m;Fraxinus excelsior 'Diversifolia';Gewone es cv.;Gemeente Lelystad;Voldoende;20200422000000.000000;Gazon;;Schepenwijk West;;;52.5174432976303;5.447213091118243
384275B3-1723-4489-ACA5-A2739D23199C;G0995.c703b43ec2bb44268b0879573b407031;< 6;< 20;;Ginkgo biloba;;Gemeente Lelystad;Onvoldoende;20191010000000.000000;Heesterbeplanting;;Warande West;;;52.488274753827824;5.448689738264423
4A889A65-A8CE-4878-8E5D-412186221CC3;G0995.54184e241705466a8305411f8040f5a3;12 - 18;30 - 50;bomen in gras > 0,20 m;Acer pseudoplatanus;;Gemeente Lelystad;Voldoende;20191028000000.000000;Ruw gras;;'t Bovenwater;;;52.4844676115399;5.419140244333888
A01B2DB1-64C9-4DA4-9FC6-3E5812FD2512;G0995.749d04815bbf40e79c52f332862f49db;12 - 18;20 - 30;bomen in gras > 0,20 m;Acer pseudoplatanus;;Gemeente Lelystad;Onvoldoende;20191028000000.000000;Ruw gras;;'t Bovenwater;;;52.48442657696361;5.419200424718009
A4DFF711-F79F-4C08-A3AF-B57F8AE8A1FF;G0995.e5a6e4d292aa4a7d85a7d392bc3bb5d4;12 - 18;30 - 50;bomen in gras > 0,20 m;Acer pseudoplatanus;;Gemeente Lelystad;Voldoende;20191028000000.000000;Ruw gras;;'t Bovenwater;;;52.484387681569544;5.419259782156923
A35339E7-3942-4332-97BE-94F2304727D8;G0995.16f003944979459ba152a953cbf45d45;6 - 12;< 20;bomen in beplanting tot 0,20 m;Prunus sargentii 'Rancho';;Gemeente Lelystad;Goed;20170810000000.000000;Heesterbeplanting;;Atolwijk Oost;;;52.51156821369575;5.508690571547301
1506BB3C-CA30-46C6-84CB-E02D8B122AD6;G0995.a49b0eda64db414c855b3e6eca9a66fd;12 - 18;50 - 100;bomen in gras > 0,20 m;Tilia platyphyllos;;Gemeente Lelystad;Goed;20180125000000.000000;Ruw gras;;Atolwijk Oost;;;52.51414049754804;5.5108958089169064
B2B5E367-D61B-4998-A474-4EAD8F56EDE8;G0995.b1b5751524324dd2a2c38f2fd40c2076;12 - 18;50 - 100;bomen in gras > 0,20 m;Tilia platyphyllos;;Gemeente Lelystad;Goed;20180125000000.000000;Ruw gras;;Atolwijk Oost;;;52.51420592074172;5.510994632929781
49C790FB-08C8-4A0D-A4A9-DCA40DADC246;G0995.fdac8d60986643439b03d49743512b17;6 - 12;30 - 50;bomen in gras > 0,20 m;Tilia platyphyllos;;Gemeente Lelystad;Goed;20180125000000.000000;Ruw gras;;Atolwijk Oost;;;52.51387759309916;5.510739746267919
FE93B327-23D2-4571-ACE0-EA1F5724FEB7;G0995.aaed3c42a8ac42fa86e868ea7ae3bcbd;6 - 12;30 - 50;bomen in gras > 0,20 m;Quercus robur;Zomereik;Gemeente Lelystad;Goed;20200511000000.000000;Gazon;;Schepenwijk Midden;;;52.50731894713645;5.456427161032484
701A3BDD-925A-432A-9957-F49D377EC325;G0995.785b31e5787b40ff8e03b67fc22466d1;12 - 18;30 - 50;bomen in beplanting > 0,20 m;Tilia tomentosa 'Brabant';Zilverlinde cv.;Gemeente Lelystad;Goed;20200408000000.000000;Heesterbeplanting;;Schepenwijk West;;;52.51070982682582;5.444088121013421
B45E4CC8-17E6-4156-B38B-7BFEE6B543FD;G0995.5941f908248a44ec9e22cafbdc9c45db;6 - 12;20 - 30;bomen in beplanting tot 0,20 m;Pyrus calleryana 'Chanticleer';;Gemeente Lelystad;Voldoende;20191112000000.000000;Heesterbeplanting;;Lelystad-Haven;;;52.49719414823797;5.423528434373109
9223925E-C826-461A-970F-1463D2A3B783;;12 - 18;30 - 50;;Ulmus x hollandica;;Gemeente Lelystad;Voldoende;20191031000000.000000;Bosplantsoen;;Atolwijk Oost;;;52.51897696648798;5.52395830794552
394FF349-6FBF-4FED-A4A7-DC0317C3830F;G0995.a86a6880ff224dd7bb182f2e1d5ac652;12 - 18;50 - 100;bomen in gras > 0,20 m;Tilia platyphyllos;;Gemeente Lelystad;Goed;20180125000000.000000;Ruw gras;;Atolwijk Oost;;;52.51407528845964;5.510798429456239
D53DF172-1E55-40F0-B397-D4B81B87490B;G0995.e8d9942bd9fa4f468da85d710d4e2953;12 - 18;30 - 50;bomen in gras > 0,20 m;Quercus robur;;Gemeente Lelystad;Voldoende;20200226000000.000000;Gazon;;Boswijk Zuid;;;52.50377895639698;5.49220036924243
31AE2E4B-48C7-4F91-8ACA-A406A3E7E578;G0995.afbb9a443b4940aebd30e817fd062dc3;< 6;< 20;;Tilia tomentosa;;Gemeente Lelystad;Onvoldoende;20190522000000.000000;Gazon;;Schepenwijk Midden;;;52.51386158257827;5.467846867103609
AD5A6B52-1660-4077-B198-63FDD5384886;;< 6;< 20;;Acer pseudoplatanus;Gewone esdoorn;Gemeente Lelystad;Goed;20200429000000.000000;Heesterbeplanting;;Schepenwijk West;;;52.519498786253735;5.446553441248444
896ADADC-EF85-4625-9163-8A5C9FC37966;G0995.f2bb9b9a09b847ef811b3f5c5c816c36;6 - 12;20 - 30;bomen in beplanting > 0,20 m;Tilia tomentosa;Zilverlinde;Gemeente Lelystad;Voldoende;20200409000000.000000;Heesterbeplanting;;Schepenwijk West;;;52.5091310630223;5.4471113110844955
E8525EC0-0763-45B6-BB75-68DF63C85CEF;G0995.059870db72ca410ca4fc84b77050d43a;< 6;< 20;bomen in beplanting tot 0,20 m;Pyrus calleryana 'Chanticleer';;Gemeente Lelystad;Goed;20180614000000.000000;Heesterbeplanting;;Zuiderzeewijk;;;52.51945360168401;5.480498709912436
991ACBDE-AC8D-42CC-9F8C-A3E6D0E35D1E;G0995.421b96afb0954cce954103e746cc60b3;6 - 12;< 20;bomen in beplanting tot 0,20 m;Pyrus calleryana 'Chanticleer';;Gemeente Lelystad;Goed;20180614000000.000000;Heesterbeplanting;;Zuiderzeewijk;;;52.51946447789719;5.480770114917787
9AACB486-B594-491D-95F8-C7F515CA13E9;G0995.1b66c1a656a54d539d05e7d51db032eb;< 6;< 20;bomen in beplanting tot 0,20 m;Pyrus calleryana 'Chanticleer';;Gemeente Lelystad;Voldoende;20180614000000.000000;Heesterbeplanting;;Zuiderzeewijk;;;52.51947147726592;5.481010896610664
2FD2F441-B0BA-4E56-8A33-ABD7ACAC5F67;G0995.b702a393e8fc4813a6b00fecde65cf05;6 - 12;30 - 50;bomen in verharding > 0,20 m;Platanus x hispanica;;Gemeente Lelystad;Goed;20190529000000.000000;Elementenverharding;;Schepenwijk Zuid;;;52.500485630621604;5.471226851697387
40384D64-ADED-4F42-BEAD-5ED3D7954AE2;G0995.8da8db2384a3492f8b7ad2b3c4e679e7;12 - 18;50 - 100;bomen in verharding > 0,20 m;Platanus x hispanica;;Gemeente Lelystad;Voldoende;20190731000000.000000;Elementenverharding;;Schepenwijk Zuid;;;52.500802948175696;5.471791713037769
1452A6DE-B194-4696-8E06-92CC496D0BFE;G0995.eab9bf6b177a42d6a425bdd5eb688d72;6 - 12;30 - 50;bomen in verharding tot 0,20 m;Robinia pseudoacacia 'Bessoniana';;Gemeente Lelystad;Onvoldoende;20190813000000.000000;Elementenverharding;;Stadshart;;;52.51149757245557;5.475373622705223
08C40705-CAEB-4C78-A424-885E0FF2C639;G0995.5a54de7de7414489add7465555c00ac7;6 - 12;50 - 100;bomen in beplanting > 0,20 m;Aesculus hippocastanum 'Baumanii';;Gemeente Lelystad;Voldoende;20191204000000.000000;Heesterbeplanting;;Atolwijk Oost;;;52.514700412966654;5.50747624212144
8176A8D0-E79B-42EE-9E51-FA350B2F9FB2;G0995.2a65ee450897489cad13658c794c6802;18 - 24;;bomen in gras > 0,20 m;Populus x canadensis 'Robusta';;Gemeente Lelystad;Goed;20170810000000.000000;Ruw gras;;Zeeasterweg;;;52.50311216213636;5.538366854505487
FF4B74BA-CD1E-43F8-B2C6-8C192F5983CE;G0995.dca366561c854cebb900100288407023;< 6;< 20;;Tilia tomentosa;;Gemeente Lelystad;Onvoldoende;20190522000000.000000;Gazon;;Schepenwijk Midden;;;52.51384718943493;5.467721405190845
FAB1967D-39BD-4A94-8307-04E95B18DC25;G0995.928d0b1cbf5246668b3231eeb7a9c11d;6 - 12;30 - 50;bomen in beplanting > 0,20 m;Robinia pseudoacacia 'Bessoniana';;Gemeente Lelystad;Onvoldoende;20200226000000.000000;Heesterbeplanting;;Boswijk Zuid;;;52.50460384860732;5.49511972464822
56D10F27-5F83-49F7-A526-AA60BEB351BC;G0995.39e628502ac249f295fe75878db649f5;< 6;< 20;;Zelkova serrata;;Gemeente Lelystad;Voldoende;20190918000000.000000;Ruw gras;;Warande West;;;52.49523779385535;5.444980041800346
FD203E7F-59A9-49C8-B728-8130D613076E;G0995.810451865c154e39a00a867dabd635e6;< 6;< 20;bomen in verharding tot 0,20 m;Pyrus calleryana 'Chanticleer';Callerypeer cv.;Gemeente Lelystad;Onvoldoende;20200506000000.000000;Heesterbeplanting;;Schepenwijk Midden;;;52.51231124397692;5.455384697599767
93B60BCC-F72D-4269-98A2-F621F20C081D;G0995.3d2f8f591a064907a54992adaf4d70ac;6 - 12;< 20;bomen in beplanting tot 0,20 m;Acer pseudoplatanus 'Erectum';;Gemeente Lelystad;Goed;20170810000000.000000;Heesterbeplanting;;Atolwijk Oost;;;52.513292433927525;5.506410801153286
75A20561-FAE7-4480-BA5E-02B25D4F9D03;G0995.85b667ffa0904f43b85b476adce7e9ec;6 - 12;< 20;bomen in beplanting tot 0,20 m;Acer pseudoplatanus 'Erectum';;Gemeente Lelystad;Goed;20170810000000.000000;Gazon;;Atolwijk Oost;;;52.513273408507054;5.506311816686673
448949E5-AD07-4398-B507-70BE4CF8F3EB;G0995.0f6671861d26437389a2978dbf2e61dc;> 24;50 - 100;bomen in gras > 0,20 m;Populus x canescens 'De Moffart';;Gemeente Lelystad;Goed;20180614000000.000000;Ruw gras;;De Velden;;;52.52971392326195;5.492488905966742
EF357921-96E4-4ACC-87E1-0E0CE1E141AC;G0995.3adb946f98bf420f9888ff1352f2f410;< 6;< 20;;Zelkova serrata;;Gemeente Lelystad;Voldoende;20190918000000.000000;Ruw gras;;Landstrekenwijk;;;52.495383309363405;5.445997963693495
49109C9C-7FA8-4B87-88B8-56AC1BE8D1A5;G0995.749487c83bfd4905ae109ededfff4753;< 6;< 20;bomen in verharding tot 0,20 m;Acer platanoides 'Globosum';Bolesdoorn;Gemeente Lelystad;Goed;20200604000000.000000;Elementenverharding;;Schepenwijk Oost;;;52.51880588638905;5.464848866537031
3E5D139F-ADE8-4F86-86BD-4D667AC18083;G0995.3c5a16abaf484efd8cd7816b0c483fc6;< 6;< 20;;Zelkova serrata;;Gemeente Lelystad;Voldoende;20190918000000.000000;Ruw gras;;Landstrekenwijk;;;52.49588518367322;5.446834078853822
7D656B3B-5B30-4D32-AACB-7FF04071F9FE;G0995.405fe03d9d784c1190a120f48cd1a04d;6 - 12;< 20;bomen in gras tot 0,20m;Ostrya carpinifolia;;Gemeente Lelystad;Goed;20180614000000.000000;Gazon;;Zuiderzeewijk;;;52.523965598620144;5.48171749390458
C4E1A9FA-F624-40E4-A0B1-6CC8719ED7CB;G0995.4126a940e68c412eae167552569497b7;< 6;< 20;;Zelkova serrata;;Gemeente Lelystad;Onvoldoende;20190918000000.000000;Ruw gras;;Warande West;;;52.49586995422713;5.446036309446915
123F570C-696F-4560-8E9C-FB5C9C244E32;G0995.423bc8c3953146b2b414e4d58c08799b;< 6;< 20;;Zelkova serrata;;Gemeente Lelystad;Voldoende;20190918000000.000000;Ruw gras;;Warande West;;;52.49601594625428;5.446625879784818
B3730374-4E3C-4B12-96DC-B482EB93A26B;G0995.44f70702214b48f8a6ec519b875c03ec;6 - 12;< 20;;Tilia x europaea 'Pallida';;Gemeente Lelystad;Goed;20190812000000.000000;Gazon;;Stadshart;;;52.50788356503332;5.479138763423374
A715AC97-24D5-4886-BA10-5260FA487EAA;G0995.5035e4535cd7481f9433bd0c18c26c87;6 - 12;30 - 50;bomen in beplanting tot 0,20 m;Tilia tomentosa 'Brabant';Zilverlinde cv.;Gemeente Lelystad;Goed;20200420000000.000000;Gazon;;Schepenwijk West;;;52.50859218350661;5.444295986156657
80825779-4D0B-4A49-B533-FD6F9B2F1B97;G0995.e2c56c86cb9d43ad8b188f14e8b63892;12 - 18;30 - 50;bomen in gras > 0,20 m;Acer pseudoplatanus;;Gemeente Lelystad;Onvoldoende;20191028000000.000000;Ruw gras;;'t Bovenwater;;;52.483363909391926;5.421359422908104
3FDA1E9E-7A09-4722-BA95-32BA7F057602;G0995.21985c8bd808452fb3a92581432e1081;6 - 12;20 - 30;bomen in gras tot 0,20m;Fagus sylvatica 'Atropunicea';;Gemeente Lelystad;Goed;20180614000000.000000;Gazon;;De Velden;;;52.51831536392543;5.491221695116913
6B67A04B-1D5D-45BA-9779-CA3098114331;G0995.bed37ea04e5f44189e025667558297ed;12 - 18;50 - 100;bomen in verharding > 0,20 m;Platanus x hispanica;Gewone plataan;Gemeente Lelystad;Goed;20200421000000.000000;Heesterbeplanting;;Schepenwijk West;;;52.516944482886494;5.445455468580247
BF32F605-D22F-4109-8E43-EA335CF878A9;G0995.868c7552605345c7a7b22548c4d2344a;12 - 18;50 - 100;bomen in beplanting > 0,20 m;Quercus robur;;Gemeente Lelystad;Goed;20180614000000.000000;Heesterbeplanting;;Zuiderzeewijk;;;52.5254299020725;5.49499308186729
3023F877-EC4F-4751-9A81-E4C73D44A299;G0995.1fa4bdaa413c467db6d0616e6c95ae5b;6 - 12;20 - 30;bomen in gras > 0,20 m;Fraxinus excelsior 'Atlas';;Gemeente Lelystad;Onvoldoende;20190722000000.000000;Gazon;;Atolwijk Oost;;;52.51472823680635;5.50450108441597
213463E4-7B25-4776-8D44-EAFA764DC756;G0995.00e14ba048544791874f963b8456e3f0;6 - 12;30 - 50;bomen in beplanting > 0,20 m;Tilia x europaea;;Gemeente Lelystad;Goed;20180614000000.000000;Gazon;;Waterwijk;;;52.49415425955578;5.49592125598077
619F8FCE-59B9-40EB-8E74-135BFFC9A021;G0995.0f9496382ae844c185f4d521eb59f9e6;12 - 18;30 - 50;bomen in gras > 0,20 m;Fraxinus excelsior 'Diversifolia';Gewone es cv.;Gemeente Lelystad;Onvoldoende;20200506000000.000000;Gazon;;Schepenwijk Midden;;;52.51260369463982;5.454750786778346
FDF83262-7D51-40B5-ABDB-7128BDB56D2E;G0995.9db19ce7d9094337a8437e1e4bbdcd81;< 6;< 20;;Ginkgo biloba;;Gemeente Lelystad;Onvoldoende;20191010000000.000000;Heesterbeplanting;;Warande West;;;52.48878460223149;5.4478789009177175
CBBE170A-825D-4249-9CE2-64C59C85A781;G0995.9f4dbedeb304436d92c6ebf02a1fe57a;< 6;< 20;;Acer pseudoplatanus cv.;;Gemeente Lelystad;Onvoldoende;20190918000000.000000;Gazon;;Warande West;;;52.496077643995235;5.446733663124075
F29C63C1-6877-49DA-B9B9-6B3CE5E3D70A;G0995.a49b9c509ba949c5939d593a7248aa8d;6 - 12;30 - 50;bomen in beplanting tot 0,20 m;Quercus robur;;Gemeente Lelystad;Voldoende;20191204000000.000000;Gazon;;Atolwijk Oost;;;52.51466716533984;5.4994385611776835
9EA2145E-C558-4EA0-B144-70792C94041A;G0995.eb8e63e1a6304fc499cbdb1b89a376e6;< 6;30 - 50;bomen in beplanting > 0,20 m;Prunus serrulata 'Kanzan';;Gemeente Lelystad;Goed;20180614000000.000000;Heesterbeplanting;;Boswijk Zuid;;;52.50093077609207;5.48730082159716
5B54ACBD-A6C4-4D3D-A7DC-61F799BFD6E2;G0995.85e1a2163b43478e8313a2485c7b21ba;12 - 18;30 - 50;bomen in verharding tot 0,20 m;Alnus x spaethii 'Spaeth';;Gemeente Lelystad;Goed;20191017000000.000000;Gazon;;Landstrekenwijk;;;52.49812133992528;5.465450608699867
0CAFB91C-7999-48DD-818D-CF9D698D4289;G0995.f2162facbf6a46c8b27eb9c91ab73374;12 - 18;30 - 50;bomen in gras tot 0,20m;Alnus x spaethii 'Spaeth';;Gemeente Lelystad;Goed;20191017000000.000000;Gazon;;Landstrekenwijk;;;52.49813223227029;5.465573309417507
F592C93F-AB30-4765-8B4C-9B9B649E1BEE;G0995.facd7b4994bf4b91869b80fc34125799;6 - 12;30 - 50;bomen in gras > 0,20 m;Acer platanoides;;Gemeente Lelystad;Onvoldoende;20180614000000.000000;Gazon;;Zuiderzeewijk;;;52.52295323653234;5.4981917230059105
ADABCE76-FF31-4CBD-B854-9B957776A597;G0995.b39cd272a8614478bd2eabd2ccc9c9b9;12 - 18;30 - 50;bomen in beplanting > 0,20 m;Alnus x spaethii 'Spaeth';;Gemeente Lelystad;Goed;20180614000000.000000;Heesterbeplanting;;Schepenwijk Noord;;;52.52392065812424;5.458857790817635
7FA51072-6505-4FAD-B520-84053312387A;G0995.909d2f4dcf8c41979f44647f9e8f5c89;12 - 18;50 - 100;bomen in gras > 0,20 m;Platanus x hispanica;;Gemeente Lelystad;Goed;20180125000000.000000;Gazon;;Atolwijk Oost;;;52.51416954117877;5.499284001185593
5F3807BA-6F18-4699-9FA8-B5B2E03C4BB5;G0995.16c36bdaf6024def88b3de3e33812d52;< 6;< 20;bomen in verharding tot 0,20 m;Acer platanoides 'Columnare';;Gemeente Lelystad;Goed;20180614000000.000000;Elementenverharding;;Waterwijk;;;52.4942816193071;5.496837411239493
AC1AE65B-A957-48AC-835A-4FD33DB62F0C;G0995.e1c15860d8e5468baa004226e9aaac4a;6 - 12;30 - 50;bomen in gras > 0,20 m;Tilia platyphyllos;;Gemeente Lelystad;Goed;20180125000000.000000;Ruw gras;;Atolwijk Oost;;;52.51380644591511;5.510872524829121
CF6CD054-0C06-4581-836A-CB54099ACE5E;G0995.37d9212ce6d542e5bb9fe6ced3d6c632;6 - 12;30 - 50;bomen in gras > 0,20 m;Tilia platyphyllos;;Gemeente Lelystad;Goed;20180125000000.000000;Ruw gras;;Atolwijk Oost;;;52.51387342854828;5.510966933091823
32CD80C7-BB4E-40DC-886E-E6992AA6125F;G0995.8e153f0891574e38934cd887a4a21870;6 - 12;30 - 50;bomen in gras > 0,20 m;Tilia platyphyllos;;Gemeente Lelystad;Goed;20180125000000.000000;Ruw gras;;Atolwijk Oost;;;52.51387278709742;5.51120221717936
23E77A57-73E3-45D6-9451-354F705FD532;G0995.1068c8d58016411bb2110a2425f7601f;12 - 18;30 - 50;bomen in gras tot 0,20m;Quercus palustris;;Gemeente Lelystad;Goed;20180614000000.000000;Gazon;;Waterwijk;;;52.49081813495497;5.492384912291375
1E79E908-14D3-457A-9394-335540906ED8;G0995.3fd0f6c0fb19449bb2dd19ce175279e8;12 - 18;30 - 50;;Fraxinus excelsior 'Westhof's Glorie';;Gemeente Lelystad;Onvoldoende;20200429000000.000000;Gazon;;Schepenwijk West;;;52.51790234337827;5.450537084416362
BB66F39E-5E52-4A54-97F1-B07C74A659B2;G0995.dc16c29facf64ce6bfeb756c39a7f910;< 6;30 - 50;bomen in beplanting > 0,20 m;Laburnum watereri 'Vossii';;Gemeente Lelystad;Goed;20180614000000.000000;Heesterbeplanting;;Zuiderzeewijk;;;52.519089502514824;5.478767783261639
A63A2086-4F6C-4923-B391-1EE865ED9ABA;G0995.2fb6b29d886b43c8b59820fc96c06d72;< 6;< 20;bomen in beplanting tot 0,20 m;Laburnum watereri 'Vossii';;Gemeente Lelystad;Goed;20180614000000.000000;Heesterbeplanting;;Zuiderzeewijk;;;52.519139171838695;5.478760564205331
7F340B5F-3910-4CB2-982F-1E1B0FED09A3;G0995.4673068e8c1d4475b9fe0db5421b6015;< 6;< 20;bomen in gras tot 0,20m;Liquidambar styraciflua;;Gemeente Lelystad;Slecht;20191010000000.000000;Gazon;;Warande West;;;52.48767707505921;5.451035243309855
CB8312A2-C747-48A2-B709-411648188917;G0995.709aa49dc8a14927b72d698532fec4a6;12 - 18;30 - 50;bomen in gras > 0,20 m;Acer pseudoplatanus;;Gemeente Lelystad;Onvoldoende;20191028000000.000000;Ruw gras;;'t Bovenwater;;;52.48354572669126;5.423282026826606
41ABDA79-A2D8-47A2-89A7-AB2A0AE6AE98;G0995.8c0992e27f0047a5a9670c99df82ab0b;< 6;< 20;bomen in beplanting tot 0,20 m;Malus 'Liset';;Gemeente Lelystad;Voldoende;20190806000000.000000;Heesterbeplanting;;Schepenwijk Zuid;;;52.50450909891442;5.465296405227874
C4CED5C1-AEBF-499E-AF49-1496055103C2;G0995.a54d1bf4669c413d9996e67b567fe631;6 - 12;20 - 30;bomen in verharding > 0,20 m;Acer campestre 'Elsrijk';Veldesdoorn cv.;Gemeente Lelystad;Slecht;20200506000000.000000;Elementenverharding;;Schepenwijk Midden;;;52.51035678062373;5.4543706817789195
588DBA98-CA33-4E94-BEDD-4CD4ED921A8E;G0995.0b47192967bb41f3980d1cc10f0dbbbb;12 - 18;30 - 50;bomen in gras > 0,20 m;Quercus robur;Zomereik;Gemeente Lelystad;Voldoende;20200506000000.000000;Gazon;;Schepenwijk Midden;;;52.51211382602836;5.454510649481837
75B9BF7A-63F0-4517-BE37-7A51A902830C;G0995.39a74c48490d488f9f29eb780e8d138d;12 - 18;50 - 100;bomen in gras > 0,20 m;Acer saccharinum 'Laciniatum';;Gemeente Lelystad;Goed;20180614000000.000000;Gazon;;Zuiderzeewijk;;;52.5219680242584;5.48364500815329
A004322A-BF10-4124-ADC3-612E5AFB8460;G0995.fee38def788b434a8a8eb119fc10651f;12 - 18;50 - 100;bomen in gras > 0,20 m;Quercus robur;;Gemeente Lelystad;Goed;20180614000000.000000;Gazon;;Zuiderzeewijk;;;52.52187174154128;5.4836915773098545
