FID,vrt_code,vrtnaam,haven_vaar,meetpunt_b,meetpunt_e,trajectlen,ref_vlak,diepte_van,diepte_tot,kenmerk_id,id,se_anno_cad_data,gdb_geomattr_data,shape
diepte_vaarweg.362,801,De Beer,,0,0.207,,MP,-2.6,-2.6,,13940,,,"LINESTRING (52.58680000200002 6.0940000009999835, 52.58729999899998 6.094599999000025, 52.58749999899999 6.094799998999974, 52.588500001 6.095100000999992)"
diepte_vaarweg.363,003c,Hoendiep,,0,14.403,,KP,-3,-1.6,,14031,,,"LINESTRING (53.253600000999995 6.378400001999978, 53.25279999899999 6.3790000010000085, 53.249000002 6.383000001000028, 53.24769999799997 6.384399998999982, 53.246800001999986 6.385400000999994, 53.246199999 6.3858000000000175, 53.2423 6.3889000010000245, 53.238699999000005 6.391800000999979, 53.223999999 6.403999999000007, 53.219900000999985 6.407200000999978, 53.21819999799999 6.408199998999976, 53.21660000100002 6.409200001999977, 53.21629999999999 6.409299998999984, 53.21599999799997 6.4094000009999945, 53.215399999 6.409699998999997, 53.214699998000015 6.409899998000014, 53.213599998999996 6.410300001999985, 53.21330000099999 6.410500001000003, 53.2106 6.434900001000017, 53.20879999900001 6.451099999000007, 53.207600001 6.4620000009999785, 53.20749999999998 6.463300000999993, 53.20749999999998 6.464499998999997, 53.207600001 6.466200001999994, 53.20780000100001 6.468199997999989, 53.20809999900001 6.469700000999978, 53.20839999999998 6.4708999989999825, 53.2097 6.476300001000027, 53.20980000100002 6.47679999799999, 53.210000001000026 6.477800000000002, 53.21009999900002 6.478500000999986, 53.21039999999999 6.479800001000001, 53.21099999900002 6.482500001999995, 53.21139999899998 6.4842000009999765, 53.21180000200002 6.486499998999989, 53.212099998999975 6.4891000019999865, 53.212800000000016 6.48950000100001, 53.21370000000002 6.489799999000013, 53.213900000000024 6.491799999000023, 53.215100001999986 6.49720000100001, 53.215899999999976 6.500599998999974, 53.21609999999998 6.501800000999992, 53.216200001999994 6.503100000000018, 53.216200001999994 6.504999999000006, 53.216200001999994 6.505499999999984, 53.21609999999998 6.506000001000018, 53.215899999999976 6.506399999999985, 53.21489999800002 6.508200000999977, 53.214800000000025 6.508400000999984, 53.214800000000025 6.508800000000008, 53.214800000000025 6.510100000000023, 53.21489999800002 6.519499999000004, 53.214800000000025 6.523499999000023, 53.214400001 6.528999999000007, 53.21429999899999 6.529399997999974, 53.21330000099999 6.531399998999973, 53.21310000099999 6.531800002000011, 53.212800000000016 6.532099999000025, 53.21180000200002 6.532699997999998, 53.2115 6.532800000000009, 53.21139999899998 6.5330000000000155, 53.211300000999984 6.533199998999976, 53.21119999899997 6.5333999989999825, 53.21119999899997 6.533599998999989, 53.21110000099998 6.534100000000024, 53.211300000999984 6.534800000000018, 53.21300000000002 6.542300001000001)"
diepte_vaarweg.364,943,Riekerhaven,,0.178,0.324,,KP,-2.6,-2.6,,14033,,,"LINESTRING (52.342599999000015 4.845400002000019, 52.342700001000026 4.845199997999998, 52.342700001000026 4.843299999999999)"
diepte_vaarweg.365,236,"Zaan, Tap- of Tochtsloot, Markervaart en Alkmaardermeer",,15.569,20.709,,KP,-3.4,-3.4,,14036,,,"LINESTRING (52.519600000000025 4.782400000999985, 52.52230000100002 4.78090000200001, 52.52879999999999 4.778399999999976, 52.53180000200001 4.777300000000025, 52.53400000200003 4.777199998000015, 52.534400000999995 4.775400002000026, 52.53449999899999 4.7745000009999785, 52.53449999899999 4.772799998999972, 52.534400000999995 4.77109999999999, 52.534400000999995 4.769600000000025, 52.53449999899999 4.768800001999978, 52.535000000000025 4.767299998999988, 52.535199999999975 4.766800000999979, 52.53599999800002 4.7657999990000235, 52.537199999999984 4.764800001000026, 52.53739999999999 4.764400002000002, 52.53770000100002 4.763300001999994, 52.53770000100002 4.762200001999986, 52.53759999900001 4.760299998999983, 52.53739999999999 4.758000001000028, 52.53739999999999 4.756700002000002, 52.537900001000025 4.755800001000011, 52.5385 4.755399997999973, 52.54019999899998 4.754999999000006, 52.542399999 4.7540000010000085, 52.543000000999996 4.753899998999998, 52.5548 4.7529999989999965, 52.561500002 4.745400000000018, 52.563099998999974 4.744199998999989, 52.564599998000006 4.743700000999979, 52.56590000199998 4.743500002000019, 52.567000001999986 4.743700000999979, 52.56740000100001 4.744199998999989)"
diepte_vaarweg.366,729,1e Kanaalhaven te Nijmegen,,0,0.846,,SP,-3.5,-3.5,,14055,,,"LINESTRING (51.844799998999974 5.819200002000002, 51.85150000099998 5.82510000100001)"
diepte_vaarweg.367,046,"Havens te Lemmer, Zijlroede en Stroomkanaal",,4.163,7.431,,KP,-3.5,-2.1,,14102,,,"LINESTRING (52.842700001000026 5.7105999999999995, 52.842900000999975 5.710900001000027, 52.84309999999999 5.710999999000023, 52.84340000200001 5.710999999000023, 52.84369999900002 5.710900001000027, 52.84380000099998 5.710800000000006, 52.84430000200001 5.7105999999999995, 52.844599999000025 5.710399999999993, 52.844799998999974 5.710099999000022, 52.84499999899998 5.709800001000019, 52.845199998 5.708900001000018, 52.84530000000001 5.708099999000012, 52.84540000200002 5.707299999999975, 52.84540000200002 5.706900001000008, 52.84540000200002 5.706300001999978, 52.845500000000015 5.7056999989999895, 52.845800000999986 5.704000000000008, 52.846799998999984 5.700199999000006, 52.846900000999995 5.699799999999982, 52.84760000199998 5.6965000000000146, 52.848000001 5.694899998999972, 52.84879999999998 5.693300001000011, 52.849599997999974 5.692200001000003, 52.85009999900001 5.6915000010000085, 52.850400001000025 5.690699998000014, 52.85069999799998 5.689800002000027, 52.851199999000016 5.68829999899998, 52.85200000200001 5.686999999000022, 52.852499998999974 5.686299997999981, 52.85269999899998 5.686099999000021, 52.85269999899998 5.686000001000025, 52.852899998 5.685899999000014, 52.853200000000015 5.686099999000021, 52.85359999899998 5.686199999999985, 52.855200000000025 5.686900001000026, 52.855799999 5.6865000020000025, 52.85949999799999 5.683899999000005, 52.861699998000006 5.682500000999994)"
diepte_vaarweg.368,039a1,Akkrumerrak,,0,2.644,,KP,-1.65,-1.5,,14112,,,"LINESTRING (53.03029999900002 5.795000001999995, 53.027499999999975 5.806699998999989, 53.027199998000015 5.807799998999997, 53.02679999899999 5.809099998000022, 53.026999999 5.80970000100001, 53.02710000100001 5.810099999999977, 53.027600001999986 5.810899999000014, 53.03280000000001 5.817000001999986, 53.0385 5.823100001)"
diepte_vaarweg.369,225,Amsterdam-Rijnkanaal,,61.4,71.7,,SP,-7,-7,,15459,,,"LINESTRING (51.96039999999999 5.3409999979999725, 51.955800001 5.352699998999981, 51.954399998999975 5.355200000000025, 51.95269999999999 5.3592000009999765, 51.95210000100002 5.362000000000023, 51.94660000099998 5.376800000999992, 51.935299999999984 5.401200000000017, 51.931299998999975 5.409600001000001, 51.91660000000002 5.440400001, 51.91550000000001 5.442699999000013, 51.915399998 5.442899997999973, 51.9135 5.445599999000024, 51.911400001000004 5.447900000999994, 51.90920000199998 5.449499998000022, 51.90650000099998 5.451299999000014, 51.90399999900001 5.452300001000026, 51.902600001999986 5.453200001000027)"
diepte_vaarweg.370,034,Vaarweg van het Prinses Margrietkanaal (Kruiswaters) naar Drachten,,0,14.361,,KP,-3.5,-3.5,,15508,,,"LINESTRING (53.144600000000025 5.9083999989999825, 53.14350000000002 5.909800000000018, 53.141899998999975 5.911499999, 53.14019999999999 5.913499999999999, 53.13960000100002 5.913800001000027, 53.13919999799998 5.913899999000023, 53.13850000100001 5.914600000000007, 53.137699999000006 5.915500000000009, 53.13510000000002 5.918400001000009, 53.13300000100003 5.920699999000021, 53.132100001000026 5.921799998999973, 53.13159999999999 5.922300000000007, 53.13129999900002 5.922800000999985, 53.13039999799997 5.923999998999989, 53.13029999999998 5.924500000000023, 53.13010000100002 5.925299998000014, 53.129799999 5.926199999000005, 53.12959999999998 5.9266999999999825, 53.129099999000005 5.928300001000025, 53.12869999899999 5.930000000000007, 53.12810000000002 5.932200000000023, 53.12779999899999 5.933200001999978, 53.12730000200003 5.934300001999986, 53.127200000000016 5.934599999, 53.126600000999986 5.936099999000021, 53.12610000000001 5.937100000999976, 53.12550000099998 5.93829999899998, 53.123500001000025 5.941300001000002, 53.122900001999994 5.942200001000003, 53.12220000100001 5.942899997999973, 53.12099999899999 5.943799999000021, 53.120499998000014 5.943999997999981, 53.120299999 5.944200002000002, 53.11870000099998 5.945099997999989, 53.11760000100003 5.945599999000024, 53.11709999999999 5.9457999989999735, 53.10779999900001 5.9483000000000175, 53.10590000100001 5.949000001000002, 53.105500000999996 5.949200001000008, 53.104800001 5.949700001999986, 53.10410000000002 5.950499999999977, 53.103500000999986 5.951299999000014, 53.10310000200002 5.951900002000002, 53.10300000000001 5.952100001000019, 53.102899998 5.952300001000026, 53.102899998 5.952500000999976, 53.102899998 5.954000000000008, 53.103200000000015 5.956399999999974, 53.104800001 5.96629999999999, 53.10700000100002 5.975900002000003, 53.10719999999998 5.978000000000009, 53.107299997999974 5.97969999899999, 53.10700000100002 5.981100000000026, 53.10649999999998 5.982799999000008, 53.10649999999998 5.98449999799999, 53.10649999999998 5.9860999989999755, 53.106600001000004 5.990299999999991, 53.10640000199999 5.991300002000003, 53.10619999800002 5.9920999999999935, 53.10590000100001 5.992699999000024, 53.105700001 5.993500002000019, 53.10590000100001 5.995400000000018, 53.105999999000005 5.99720000100001, 53.105999999000005 5.997299999000006, 53.10640000199999 6.000399999000024, 53.10700000100002 6.003199998000014, 53.107399999999984 6.0058999990000075, 53.10770000100001 6.0128999990000125, 53.10770000100001 6.012999999999977, 53.107999999000015 6.020899999999983, 53.108100001000025 6.035199999999975, 53.108100001000025 6.035700001000009, 53.10839999799998 6.039999998999974, 53.1087 6.045299999000008, 53.10900000100003 6.0531999990000145, 53.10900000100003 6.056299998999975, 53.10909999900002 6.062800001000028, 53.10900000100003 6.0782999990000235)"
diepte_vaarweg.371,1088,Waalhaven Pier 5,,0,0.929,,NAP,-10.7,-9.7,,15558,,,"LINESTRING (51.898300000000006 4.435800001000018, 51.897500001000026 4.432799998999997, 51.89629999900001 4.427900001000012, 51.894900001999986 4.423500000999979)"
diepte_vaarweg.372,1176,Oosthaven te Urk,,0,0.201,,MP,-3.5,-3.5,,15570,,,"LINESTRING (52.660500001 5.596099998999989, 52.660500001 5.596400000000017, 52.660500001 5.598700001999987, 52.660799999000005 5.599100001000011)"
diepte_vaarweg.373,405a,"Oort, Lutjewad, Spruit, Zuid Oost Lauwers en het Ra Eemswadje",,0,6.714,,NAP,-5.1,-1.8,,16234,,,"LINESTRING (53.412900001000025 6.201499999000021, 53.413099999999986 6.2017999999999915, 53.413400002 6.202199999000015, 53.41360000100002 6.202599998999972, 53.413699999000016 6.2029, 53.41380000100003 6.203499998999973, 53.41389999900002 6.204200000000014, 53.41389999900002 6.205600000999993, 53.41429999799999 6.212699998000005, 53.414999998999974 6.21840000200001, 53.41680000000002 6.229200002000027, 53.418499999000005 6.233199999000021, 53.42099999999999 6.236499998999989, 53.42330000200002 6.238400001000002, 53.42810000100002 6.245000000999994, 53.431100000000015 6.2490999999999985, 53.43380000100001 6.252900001, 53.43509999999998 6.254500001999986, 53.43560000100001 6.255299999999977, 53.43580000100002 6.256000001000018, 53.435899999000014 6.256499997999981, 53.435899999000014 6.257300000999976, 53.435400001999994 6.260200000999987, 53.435400001999994 6.264400002000002, 53.43519999799997 6.267200000999992, 53.43499999900001 6.269799999999975, 53.43470000100001 6.272399999000015, 53.43439999999998 6.274300002000018, 53.43409999800002 6.278200001000016, 53.43409999800002 6.280699997999989, 53.43380000100001 6.282200000999978, 53.433299999999974 6.283599998999989, 53.43239999899998 6.285100001999979, 53.43160000099999 6.286800001000017, 53.43120000099998 6.288499999999999)"
diepte_vaarweg.374,130,Kanaal van Gent naar Terneuzen met de Zijkanalen en havens,,3.405,30.584,,KP,-13.5,-13,,16365,,,"LINESTRING (51.10440000099999 3.7371000009999875, 51.10530000199998 3.7379000000000246, 51.106699999 3.7402000019999946, 51.10970000200001 3.742699999000024, 51.11760000100003 3.7540999990000046, 51.12319999900001 3.7606999989999963, 51.131700002 3.7705999990000123, 51.1413 3.777300000000025, 51.150400002000026 3.783100002000026, 51.17289999899998 3.7968999999999937, 51.184799999000006 3.8016000019999865, 51.18639999999999 3.8020999990000064, 51.18870000200002 3.8020000010000103, 51.20049999999998 3.8016000019999865, 51.204999998000005 3.8016000019999865, 51.20890000100002 3.8020999990000064, 51.211300000999984 3.8027000019999946, 51.21319999899998 3.803300001000025, 51.222199999 3.805399998999974, 51.223599999999976 3.8057000000000016, 51.22419999900001 3.8059000000000083, 51.22449999999998 3.806000002000019, 51.231100000000026 3.8081000000000245, 51.234999999000024 3.8093000019999863, 51.2355 3.8095000010000035, 51.237300000999994 3.810199997999973, 51.23979999900001 3.8117000010000197, 51.242899998999974 3.8143999989999884, 51.25490000100001 3.826299999000014, 51.25970000000001 3.8310999980000133, 51.26010000000002 3.831599998999991, 51.26350000100001 3.834899999000015, 51.26519999999999 3.8363999989999797, 51.267499998000005 3.8378000000000156, 51.269499999000004 3.8389000000000237, 51.27189999799998 3.839800000000025, 51.274 3.840300001000003, 51.27629999800001 3.840700001000016, 51.27769999999998 3.8407999980000227, 51.27910000100002 3.8407999980000227, 51.28750000100001 3.8378000000000156, 51.293499999000005 3.835499997999989, 51.30449999899997 3.831900001000008, 51.30590000000001 3.8313999999999737, 51.307799999 3.8306999989999895, 51.309599999 3.8302000020000264, 51.31199999900002 3.8291000020000183, 51.314700000000016 3.827599998999972, 51.317000001999986 3.826299999000014, 51.318599999000014 3.8253999990000125, 51.31899999799998 3.82510000100001, 51.321500000000015 3.8225000020000266, 51.326599999999985 3.818500001000018, 51.32840000099998 3.817099999999982, 51.32970000099999 3.815999999999974)"
diepte_vaarweg.385,089,Kanaal Beukers-Steenwijk,,3.85,14.445,,KP,-3.1,-3.1,,15962,,,"LINESTRING (52.692200001 6.074900001000003, 52.692299999 6.074900001000003, 52.692999999999984 6.074599999999975, 52.69379999900002 6.073800000999995, 52.69440000100002 6.074000001000002, 52.69550000100003 6.073600001999978, 52.69860000199998 6.072299998000005, 52.70109999900001 6.071300000000008, 52.70210000100002 6.071100000000001, 52.705200002000026 6.0714000020000185, 52.70780000100001 6.0718000009999855, 52.708000001000016 6.071899998999982, 52.70859999999999 6.072200000000009, 52.709600002 6.073199998999996, 52.71009999900002 6.073800000999995, 52.7106 6.074200001000008, 52.71110000099998 6.074700001999986, 52.71170000000001 6.074999998999999, 52.71409999999997 6.076000001000011, 52.71739999900001 6.077199999000015, 52.71799999799998 6.077300001000026, 52.71889999899997 6.077300001000026, 52.71999999899998 6.077300001000026, 52.72349999800002 6.077100001000019, 52.725400001000025 6.076900002000002, 52.73200000100002 6.076900002000002, 52.73270000100001 6.076900002000002, 52.73319999900002 6.076699997999981, 52.736699998000006 6.075300001000016, 52.737300000999994 6.075199999000006, 52.737900000000025 6.07510000100001, 52.73860000100001 6.07510000100001, 52.738999999999976 6.07510000100001, 52.74260000100003 6.076000001000011, 52.746100001 6.076900002000002, 52.756099999000014 6.079500000999985, 52.75910000099998 6.0806999989999895, 52.76650000000001 6.083799999000007, 52.76969999800002 6.085099999000022, 52.77140000100002 6.08570000200001, 52.77299999799999 6.08639999899998, 52.773800000999984 6.0867000000000075, 52.77450000099998 6.087200000999985, 52.77550000000002 6.087600000000009, 52.77589999899999 6.087600000000009, 52.77629999800001 6.087699998000005, 52.776900001 6.087800000000016, 52.777600001999986 6.087699998000005, 52.77849999799997 6.087600000000009, 52.779199999000014 6.087200000999985, 52.78370000000001 6.0855999999999995, 52.784400000999995 6.0855999999999995, 52.78510000199998 6.086199998999973)"
diepte_vaarweg.386,1118,Prins Willem Alexanderhaven te Rotterdam,,0,1.096,,NAP,-12.7,-9.7,,15973,,,"LINESTRING (51.881200001000025 4.409299998999984, 51.88010000100002 4.393500000000017)"
diepte_vaarweg.387,916,Beatrixhaven te Maastricht,,0,1.51,,KP,-4,-4,,16011,,,"LINESTRING (50.88960000100002 5.7117000000000075, 50.889400002 5.712499998999988, 50.88789999900001 5.714200000999995, 50.884799998000005 5.716400001000011, 50.884000000000015 5.716400001000011, 50.88329999899997 5.716400001000011, 50.877700000999994 5.711900000000014)"
diepte_vaarweg.388,005,Aduarderdiep (bezuiden het Van Starkenborghkanaal),,0,5.346,,KP,-3,-3,,16019,,,"LINESTRING (53.26000000200003 6.482399999999984, 53.24969999899997 6.4807999989999985, 53.24659999800002 6.480399999999975, 53.24430000000001 6.480000000000018, 53.24209999999999 6.478999998000006, 53.23999999799997 6.478100002000019, 53.237599999 6.477100000000007, 53.23660000000001 6.476599998999973, 53.2355 6.476599998999973, 53.23470000200001 6.47679999799999, 53.2337 6.477400000999978, 53.22720000100003 6.482299997999974, 53.224800001999995 6.483899999000016, 53.222699999999975 6.485399998999981, 53.22199999899999 6.485900000000015, 53.21869999900002 6.488099999999974, 53.217900000999975 6.488600001000009, 53.217300002 6.488899998000022, 53.21629999999999 6.489300001000004, 53.21429999899999 6.489799999000013, 53.21370000000002 6.489799999000013)"
diepte_vaarweg.468,1093,Waalhaven Pier 2 / 3,,0,0.929,,NAP,-9.7,-3.6,,55617,,,"LINESTRING (51.88819999999998 4.442899997999973, 51.888799999000014 4.444600001000026, 51.886799999000004 4.4556999989999895)"
diepte_vaarweg.375,234,Noordhollandsch Kanaal,,0,32.523,,KP,-4,-4,,16401,,,"LINESTRING (52.38089999900001 4.901900001000001, 52.38149999799998 4.903000001000009, 52.382300000999976 4.9044999999999845, 52.3827 4.905400000999975, 52.38410000099998 4.908599998999989, 52.38610000199998 4.912500001000012, 52.387200001999986 4.914700001000028, 52.38899999900002 4.917399998999997, 52.39070000100003 4.919199999, 52.391700000000014 4.919799997999974, 52.396499999000014 4.922300000000007, 52.397100002 4.9221, 52.398300000000006 4.920999999999992, 52.398800000999984 4.920799999999986, 52.399 4.921100002000003, 52.399099998 4.921500001000027, 52.39930000200002 4.922499999000024, 52.400199998000005 4.922699998999974, 52.401000001 4.922899998999981, 52.402300000000025 4.923799998999982, 52.404199999000014 4.925000001000001, 52.40650000099998 4.925099998999997, 52.40760000099999 4.925799998999992, 52.40900000200003 4.927499997999973, 52.40920000199998 4.927999999000008, 52.40949999899999 4.928399999000021, 52.409899998000014 4.928699999999992, 52.41070000100001 4.929299999000023, 52.41129999999998 4.930000000000007, 52.411499999 4.930500000999984, 52.41169999900001 4.931100000000015, 52.41180000100002 4.93259999899999, 52.41189999900001 4.934099998000022, 52.41199999999998 4.934999999000013, 52.412199999999984 4.935699999000008, 52.41319999799998 4.939800002000027, 52.41389999900002 4.942499999000006, 52.41429999799999 4.943899999999985, 52.41460000000001 4.944499999000016, 52.414999998999974 4.944800000999976, 52.4153 4.944999999999993, 52.41640000000001 4.9454000000000065, 52.417300001 4.945700000999977, 52.418200001 4.946100000000001, 52.419799997999974 4.946899998999982, 52.42040000100002 4.947099998999988, 52.421100002 4.947500002000027, 52.421399999000016 4.947700000999987, 52.42179999899997 4.948100001, 52.42230000000001 4.949000001000002, 52.42320000000001 4.950599997999973, 52.423700000999986 4.950599997999973, 52.424199998000006 4.950499999999977, 52.42460000099999 4.950499999999977, 52.42639999800002 4.950599997999973, 52.430799998 4.9506999999999834, 52.434300001999986 4.950800001999994, 52.43629999799998 4.95089999999999, 52.43699999900002 4.95089999999999, 52.438200000999984 4.9506999999999834, 52.441100000999995 4.95010000100001, 52.4443 4.949499998000022, 52.44660000099998 4.949099998999998, 52.447400000000016 4.948899998999991, 52.45210000100002 4.94799999899999, 52.452500000999976 4.94799999899999, 52.45269999999999 4.948100001, 52.453100000000006 4.9483000000000175, 52.45369999899998 4.948600001999978, 52.45560000099999 4.949599999999975, 52.456700001 4.95010000100001, 52.457299999999975 4.950300001000016, 52.458000001000016 4.950599997999973, 52.45819999999998 4.9506999999999834, 52.458500001999994 4.9506999999999834, 52.458999999000014 4.950599997999973, 52.46180000200002 4.949599999999975, 52.463500001 4.949000001000002, 52.465599999000005 4.948100001, 52.465700001000016 4.94799999899999, 52.46599999799997 4.947900000999994, 52.46709999799998 4.947500002000027, 52.467900000999975 4.947200000000009, 52.46860000100003 4.947000000999992, 52.46909999799999 4.946899998999982, 52.46950000200002 4.946899998999982, 52.47340000000003 4.946899998999982, 52.47569999799998 4.947000000999992, 52.477299999000024 4.947099998999988, 52.479899999 4.947200000000009, 52.482299997999974 4.947799998999983, 52.483899999000016 4.9483000000000175, 52.48420000099998 4.9483000000000175, 52.485599998 4.948699999999974, 52.48660000000001 4.949000001000002, 52.48739999899999 4.949099998999998, 52.488400001 4.949299999000004, 52.48950000100001 4.949599999999975, 52.48979999900001 4.949599999999975, 52.490099999999984 4.949400000000026, 52.4991 4.946199997999997, 52.5 4.94599999899998, 52.501300000000015 4.945599999000024, 52.50169999899998 4.945500001000028, 52.50230000200003 4.945500001000028, 52.502700000999994 4.9454000000000065, 52.50310000000002 4.94530000200001, 52.504200000000026 4.944600001000026, 52.504999999000006 4.9444000010000195, 52.50749999999999 4.943500001000018, 52.5086 4.942299998999999, 52.50880000000001 4.942099999999982, 52.50890000200002 4.942099999999982, 52.509000000000015 4.942099999999982, 52.509199998999975 4.942200001000003, 52.51029999899998 4.942899997999973, 52.51110000199998 4.9433999990000075, 52.511500001 4.943500001000018, 52.511900000000026 4.9433999990000075, 52.512499999 4.94319999999999, 52.512499999 4.942600001000017, 52.51170000100001 4.935199997999973, 52.51170000100001 4.9345000010000035, 52.511599999 4.934199999999976, 52.511300000999995 4.932100002000027, 52.51089999800001 4.9292000010000265, 52.51080000000002 4.928300001000025, 52.511000000000024 4.926499999999976, 52.511199999999974 4.925000001000001, 52.51139999899999 4.922600000999978, 52.511900000000026 4.920799999999986, 52.512400001 4.919500001000017, 52.51339999999999 4.917500000000018, 52.51489999900002 4.914999998999974, 52.5154 4.913099999999986, 52.515600000000006 4.912700001000019, 52.51660000200002 4.910700001000009, 52.51680000099998 4.910199999999975, 52.517000000999985 4.909600001000001, 52.51709999899998 4.908900000000017, 52.51720000099999 4.907499998999981, 52.51780000000002 4.902800001000003, 52.517600000000016 4.895100001000003, 52.517499998000005 4.894299998999998, 52.51799999899998 4.890199999999993, 52.51819999899999 4.888599999000007, 52.51909999899999 4.8840000000000146, 52.519600000000025 4.877700000999994, 52.519799999999975 4.876300000000015, 52.519900001999986 4.875399999000024, 52.519900001999986 4.875100002000011, 52.51999999999998 4.874600000999976, 52.52030000100001 4.873500001000025, 52.52079999799997 4.871399999000005, 52.52109999999999 4.870799999999974, 52.521499999000014 4.869600002000027, 52.52189999799998 4.868200000000002, 52.522100002 4.867800000999978, 52.52340000100003 4.864899999999977, 52.52389999899998 4.863699999000005, 52.52490000099999 4.859700002000011, 52.52510000000001 4.859000001000027, 52.52510000000001 4.858100001000025, 52.52510000000001 4.857000001000017, 52.52499999899999 4.854899998999997, 52.52479999899998 4.852400000999978, 52.52490000099999 4.851399999000023, 52.52490000099999 4.850699997999982, 52.52510000000001 4.848599999999976, 52.525400002000026 4.847500000000025, 52.526000001 4.845699998999976, 52.526700000999995 4.84340000200001, 52.526900001 4.842999997999982, 52.52899999900001 4.839999999999975, 52.52969999999999 4.8390000019999775, 52.529800002 4.838599998999996, 52.530400000999975 4.837699998000005, 52.53059999999999 4.837400000999992, 52.53090000200001 4.837200000999985, 52.53119999900002 4.837099998999975, 52.532400000999985 4.8367000000000075, 52.53290000200002 4.83639999899998, 52.533100002000026 4.836300000999984, 52.53390000000002 4.835900001000027, 52.535599999 4.83570000200001, 52.53669999900001 4.835499997999989, 52.53750000100001 4.835399999999993, 52.53799999900002 4.835099999000022, 52.5385 4.834499999999991, 52.53889999900002 4.833999999000014, 52.53909999899997 4.833700001000011, 52.539199999999994 4.833399999999983, 52.5394 4.83280000100001, 52.53960000000001 4.832199998000021, 52.539799999000024 4.831599998999991, 52.54050000000001 4.830499998999983, 52.54129999899999 4.829000000000008, 52.54160000000002 4.8282999990000235, 52.54190000099999 4.827599998999972, 52.542399999 4.82589999999999, 52.54309999899999 4.823500000000024, 52.54340000100001 4.822400000000016, 52.543499999000005 4.8215000000000146, 52.54390000199999 4.819699999000022, 52.54439999900001 4.816599999000005, 52.54469999999998 4.8134999979999975, 52.544799997999974 4.812800001000028, 52.54520000100001 4.8115999999999985, 52.545600001000025 4.810600001000012, 52.546399999000016 4.809399999999982, 52.5471 4.808400000999995, 52.54899999899999 4.806100000000015, 52.550299998000014 4.804099999000016, 52.550599999999974 4.803399999000021, 52.550700000999996 4.802599999999984, 52.550900001 4.800200000000018, 52.550999999 4.798799998999982, 52.55110000100001 4.797400001000028, 52.551199999000005 4.795299999000008, 52.551300000000026 4.7946999999999775, 52.55160000199999 4.794199999, 52.552099999000006 4.793999999999983, 52.55469999799999 4.7932999989999985, 52.555399998999974 4.792899999999975, 52.555799998 4.792599998000014, 52.55600000200002 4.792300001000001, 52.55620000099998 4.792100000999994, 52.556299998999975 4.791900000999988, 52.556299998999975 4.791700002000027, 52.556400000999986 4.791499998000006, 52.556400000999986 4.791299998999989, 52.556400000999986 4.790600002000019, 52.556299998999975 4.789600000000007, 52.556100000000015 4.787399999999991, 52.55600000200002 4.786699999000007, 52.55600000200002 4.786099999999976, 52.556100000000015 4.785599998999999, 52.55669999899999 4.7833999989999825, 52.557000000000016 4.782299998999974, 52.55720000000002 4.781399998999973, 52.55739999899998 4.780499997999982, 52.55790000000002 4.778700001999994, 52.55939999999998 4.774099997999997, 52.559599999 4.773300000000006, 52.559799999000006 4.772100002000002, 52.56170000100002 4.759399998999982, 52.56260000200001 4.753199998000014, 52.56280000100003 4.752500000999987, 52.56300000099998 4.752099998000006, 52.563800000000015 4.750599998999974, 52.56419999899998 4.749899997999989, 52.56740000100001 4.744199998999989)"
diepte_vaarweg.376,006a,Oude Robbengat,,0,4.247,,MP,-2.8,-1.5,,16422,,,"LINESTRING (53.371399999000005 6.211500000000001, 53.37189999999998 6.21139999899998, 53.37240000100002 6.211199998999973, 53.37310000100001 6.210499997999989, 53.37359999900002 6.209800001000019, 53.37389999999999 6.209299999999985, 53.374000002 6.208500001999994, 53.374000002 6.207400001999986, 53.37389999999999 6.205899998999996, 53.37420000100002 6.202199999000015, 53.37449999900002 6.2003999990000125, 53.37479999999999 6.198800000999995, 53.37550000099998 6.194099999999992, 53.3759 6.192499999000006, 53.375999998 6.190999999999974, 53.37610000000001 6.189900000000023, 53.37620000200002 6.187800001000028, 53.37620000200002 6.186900001000026, 53.37640000099998 6.185299999999984, 53.37640000099998 6.183899999000005, 53.376600000999986 6.182500000999994, 53.37700000000001 6.181000002000019, 53.37759999899998 6.180500000999984)"
