FID,omschr,portaalnr,wvk_id,wvk_begdat,afstand,fk_veld1,fk_veld4,ibn,gdb_geomattr_data,shape
portalen_wegvak.46,staal (losstaande stalen constructie),0,600104936,2022-01-01T00:00:00,147,060010493620220101,KPK0001180266,I,,POINT (84678.4523999989 448972.00549999997)
portalen_wegvak.47,viaduct (aan de zijkant van een viaduct),0,600104936,2022-01-01T00:00:00,380,060010493620220101,KPK0001180255,I,,POINT (84545.25939999893 449163.18239999935)
portalen_wegvak.48,staal (losstaande stalen constructie),0,600478201,2022-01-01T00:00:00,222,060047820120220101,KPK0001179513,I,,POINT (109415.25539999828 486962.4659000002)
portalen_wegvak.49,staal (losstaande stalen constructie),0,600478202,2022-01-01T00:00:00,53,060047820220220101,KPK0001179512,I,,POINT (109669.58630000055 486735.0885999985)
portalen_wegvak.50,staal (losstaande stalen constructie),0,600478202,2022-01-01T00:00:00,427,060047820220220101,KPK0001179511,I,,POINT (109948.37539999932 486485.78440000117)
portalen_wegvak.51,staal (losstaande stalen constructie),0,600120224,2022-01-01T00:00:00,502,060012022420220101,KPK0001130719,I,,POINT (110442.98090000078 512852.368999999)
portalen_wegvak.52,staal (losstaande stalen constructie),0,600120224,2022-01-01T00:00:00,936,060012022420220101,KPK0001130718,I,,POINT (110267.9112999998 512455.24610000104)
portalen_wegvak.53,viaduct (aan de zijkant van een viaduct),0,600120224,2022-01-01T00:00:00,1365,060012022420220101,KPK0001130717,I,,POINT (110096.8209999986 512061.92020000145)
portalen_wegvak.54,staal (losstaande stalen constructie),0,600120224,2022-01-01T00:00:00,1996,060012022420220101,KPK0001130716,I,,POINT (109897.60709999874 511464.6438000016)
portalen_wegvak.55,staal (losstaande stalen constructie),0,600120224,2022-01-01T00:00:00,2618,060012022420220101,KPK0001130715,I,,POINT (109754.28599999845 510859.381000001)
portalen_wegvak.56,staal (losstaande stalen constructie),0,600144403,2022-01-01T00:00:00,584,060014440320220101,KPK0001133294,I,,POINT (192136.0282999985 447569.9266999997)
portalen_wegvak.57,staal (losstaande stalen constructie),0,600144403,2022-01-01T00:00:00,1095,060014440320220101,KPK0001133284,I,,POINT (191638.97399999946 447688.4893000014)
portalen_wegvak.58,staal (losstaande stalen constructie),0,390288038,2022-01-01T00:00:00,1503,039028803820220101,KPK0001180078,I,,POINT (196150.3407999985 443391.1849000007)
portalen_wegvak.59,staal (losstaande stalen constructie),0,390288038,2022-01-01T00:00:00,1031,039028803820220101,KPK0001180074,I,,POINT (195825.72190000117 443732.59490000084)
portalen_wegvak.60,staal (losstaande stalen constructie),0,390288038,2022-01-01T00:00:00,500,039028803820220101,KPK0001180071,I,,POINT (195377.91840000078 444014.7782999985)
portalen_wegvak.61,staal (losstaande stalen constructie),0,600249478,2022-01-01T00:00:00,389,060024947820220101,KPK0001133276,I,,POINT (191075.7745999992 447822.51260000095)
portalen_wegvak.62,viaduct (aan de zijkant van een viaduct),0,366061006,2021-12-01T00:00:00,71,036606100620211201,KPK0001157181,I,,POINT (183131.6176000014 330902.8713000007)
portalen_wegvak.63,staal (losstaande stalen constructie),0,239384031,2021-12-01T00:00:00,476,023938403120211201,KPK0001158181,I,,POINT (119871.13470000029 492642.6843000017)
portalen_wegvak.64,staal (losstaande stalen constructie),0,239384031,2021-12-01T00:00:00,297,023938403120211201,KPK0001158176,I,,POINT (119763.88259999827 492499.8718999997)
portalen_wegvak.65,staal (losstaande stalen constructie),0,239384031,2021-12-01T00:00:00,120,023938403120211201,KPK0001158173,I,,POINT (119672.97289999947 492348.0023000017)
portalen_wegvak.66,staal (losstaande stalen constructie),0,170305024,2022-01-01T00:00:00,183,017030502420220101,KPK0001180231,I,,POINT (85358.63500000164 452737.8905000016)
portalen_wegvak.67,staal (losstaande stalen constructie),0,600104956,2022-01-01T00:00:00,295,060010495620220101,KPK0001180275,I,,POINT (86659.96920000017 444992.99240000173)
portalen_wegvak.68,staal (losstaande stalen constructie),0,600104956,2022-01-01T00:00:00,533,060010495620220101,KPK0001180274,I,,POINT (86602.22590000182 445223.8814000003)
portalen_wegvak.69,staal (losstaande stalen constructie),0,600105146,2022-01-01T00:00:00,692,060010514620220101,KPK0001420944,I,,POINT (84039.95980000123 450143.5309000015)
portalen_wegvak.70,staal (losstaande stalen constructie),0,600105146,2022-01-01T00:00:00,302,060010514620220101,KPK0001180254,I,,POINT (84140.66860000044 449768.51619999856)
portalen_wegvak.71,staal (losstaande stalen constructie),0,600104934,2022-01-01T00:00:00,992,060010493420220101,KPK0001420954,I,,POINT (84902.81280000135 448650.4631999992)
portalen_wegvak.72,staal (losstaande stalen constructie),0,600104934,2022-01-01T00:00:00,304,060010493420220101,KPK0001133929,I,,POINT (85296.41950000077 448086.1779999994)
portalen_wegvak.73,staal (losstaande stalen constructie),0,600119736,2022-01-01T00:00:00,142,060011973620220101,KPK0001130629,I,,POINT (109309.17269999906 503216.9092000015)
portalen_wegvak.74,staal (losstaande stalen constructie),0,600119736,2022-01-01T00:00:00,554,060011973620220101,KPK0001130600,I,,POINT (109056.75549999997 502891.28730000183)
portalen_wegvak.75,viaduct (aan de zijkant van een viaduct),0,600121759,2022-01-01T00:00:00,24,060012175920220101,KPK0001155893,I,,POINT (110718.4189000018 513494.83839999884)
portalen_wegvak.76,viaduct (aan de zijkant van een viaduct),0,600121760,2022-01-01T00:00:00,28,060012176020220101,KPK0001130760,I,,POINT (110732.16800000146 513480.5410999991)
portalen_wegvak.77,staal (losstaande stalen constructie),0,600120234,2022-01-01T00:00:00,943,060012023420220101,KPK0001130277,I,,POINT (109409.12449999899 486998.93879999965)
portalen_wegvak.78,staal (losstaande stalen constructie),0,600120234,2022-01-01T00:00:00,578,060012023420220101,KPK0001130276,I,,POINT (109681.27430000156 486755.7115000002)
portalen_wegvak.79,staal (losstaande stalen constructie),0,600120234,2022-01-01T00:00:00,204,060012023420220101,KPK0001130275,I,,POINT (109960.13470000029 486506.48690000176)
portalen_wegvak.80,staal (losstaande stalen constructie),0,219420019,2022-01-01T00:00:00,2936,021942001920220101,KPK0001130759,I,,POINT (110638.28510000184 513250.28709999844)
portalen_wegvak.81,staal (losstaande stalen constructie),0,219420019,2022-01-01T00:00:00,2415,021942001920220101,KPK0001130710,I,,POINT (110424.56909999996 512775.1884999983)
portalen_wegvak.82,staal (losstaande stalen constructie),0,219420019,2022-01-01T00:00:00,2051,021942001920220101,KPK0001130709,I,,POINT (110277.68349999934 512442.1411000006)
portalen_wegvak.83,staal (losstaande stalen constructie),0,219420019,2022-01-01T00:00:00,1584,021942001920220101,KPK0001130708,I,,POINT (110089.18340000138 512014.8746000007)
portalen_wegvak.84,staal (losstaande stalen constructie),0,219420019,2022-01-01T00:00:00,1006,021942001920220101,KPK0001130707,I,,POINT (109910.65049999952 511466.3136)
portalen_wegvak.85,staal (losstaande stalen constructie),0,219420019,2022-01-01T00:00:00,382,021942001920220101,KPK0001130705,I,,POINT (109766.96930000186 510859.0808000006)
portalen_wegvak.86,staal (losstaande stalen constructie),0,217375006,2022-01-01T00:00:00,449,021737500620220101,KPK0001179523,I,,POINT (109017.68160000071 487325.21759999916)
portalen_wegvak.87,staal (losstaande stalen constructie),0,217375006,2022-01-01T00:00:00,750,021737500620220101,KPK0001179521,I,,POINT (109239.30070000142 487121.71350000054)
portalen_wegvak.88,staal (losstaande stalen constructie),0,600119564,2022-02-01T00:00:00,238,060011956420220201,KPK0001127374,I,,POINT (107287.14169999957 475067.86140000075)
portalen_wegvak.89,staal (losstaande stalen constructie),0,600119564,2022-02-01T00:00:00,622,060011956420220201,KPK0001127375,I,,POINT (107030.87889999896 474781.87999999896)
portalen_wegvak.90,viaduct (aan de zijkant van een viaduct),0,600112475,2022-02-01T00:00:00,1984,060011247520220201,KPK0001420288,I,,POINT (103047.20630000159 470014.3306000009)
portalen_wegvak.91,staal (losstaande stalen constructie),0,600112475,2022-02-01T00:00:00,353,060011247520220201,KPK0001190478,I,,POINT (103965.05579999834 471338.0111999996)
portalen_wegvak.92,staal (losstaande stalen constructie),0,600112475,2022-02-01T00:00:00,1562,060011247520220201,KPK0001127492,I,,POINT (103199.56500000134 470407.55359999835)
portalen_wegvak.93,staal (losstaande stalen constructie),0,600112475,2022-02-01T00:00:00,1150,060011247520220201,KPK0001127481,I,,POINT (103428.15370000154 470749.0227999985)
portalen_wegvak.94,staal (losstaande stalen constructie),0,600112475,2022-02-01T00:00:00,751,060011247520220201,KPK0001127480,I,,POINT (103696.02629999816 471044.7074000016)
portalen_wegvak.95,staal (losstaande stalen constructie),0,600119545,2022-02-01T00:00:00,1362,060011954520220201,KPK0001190449,I,,POINT (106019.85500000045 473659.58619999886)
portalen_wegvak.96,staal (losstaande stalen constructie),0,600119545,2022-02-01T00:00:00,1033,060011954520220201,KPK0001190448,I,,POINT (106242.1015000008 473902.1185999997)
portalen_wegvak.97,staal (losstaande stalen constructie),0,600119545,2022-02-01T00:00:00,777,060011954520220201,KPK0001190434,I,,POINT (106412.97450000048 474092.74500000104)
portalen_wegvak.98,staal (losstaande stalen constructie),0,600119545,2022-02-01T00:00:00,199,060011954520220201,KPK0001190423,I,,POINT (106798.77360000089 474523.1436999999)
portalen_wegvak.99,staal (losstaande stalen constructie),0,342296018,2022-02-01T00:00:00,1109,034229601820220201,KPK0001133040,I,,POINT (172264.3814000003 447599.3154999986)
portalen_wegvak.100,staal (losstaande stalen constructie),0,342296018,2022-02-01T00:00:00,528,034229601820220201,KPK0001133034,I,,POINT (171733.4461000003 447834.0199000016)
portalen_wegvak.101,staal (losstaande stalen constructie),0,600136473,2021-12-01T00:00:00,131,060013647320211201,KPK0001157747,I,,POINT (146826.57759999856 485716.89169999957)
portalen_wegvak.102,viaduct (aan de zijkant van een viaduct),0,276364007,2021-12-01T00:00:00,2275,027636400720211201,KPK0001179007,I,,POINT (140259.87299999967 483597.48849999905)
portalen_wegvak.103,staal (losstaande stalen constructie),0,276364007,2021-12-01T00:00:00,1877,027636400720211201,KPK0001179000,I,,POINT (139922.58480000123 483386.3247000016)
portalen_wegvak.104,staal (losstaande stalen constructie),0,276364007,2021-12-01T00:00:00,957,027636400720211201,KPK0001157772,I,,POINT (139172.62579999864 482854.4450000003)
portalen_wegvak.105,staal (losstaande stalen constructie),0,276364007,2021-12-01T00:00:00,382,027636400720211201,KPK0001157769,I,,POINT (138727.72260000184 482490.184799999)
portalen_wegvak.106,staal (losstaande stalen constructie),0,281367024,2021-12-01T00:00:00,922,028136702420211201,KPK0001179024,I,,POINT (141398.1563999988 484347.16750000045)
portalen_wegvak.107,staal (losstaande stalen constructie),0,281367024,2021-12-01T00:00:00,620,028136702420211201,KPK0001179020,I,,POINT (141137.939100001 484193.90100000054)
portalen_wegvak.108,viaduct (aan de zijkant van een viaduct),0,281367024,2021-12-01T00:00:00,51,028136702420211201,KPK0001179011,I,,POINT (140655.42009999976 483892.7520999983)
portalen_wegvak.109,staal (losstaande stalen constructie),0,600199452,2021-12-01T00:00:00,5734,060019945220211201,KPK0001157838,I,,POINT (146834.88060000166 485730.6677000001)
portalen_wegvak.110,staal (losstaande stalen constructie),0,600199452,2021-12-01T00:00:00,5224,060019945220211201,KPK0001157837,I,,POINT (146409.80950000137 485448.871199999)
portalen_wegvak.111,staal (losstaande stalen constructie),0,600199452,2021-12-01T00:00:00,4692,060019945220211201,KPK0001157836,I,,POINT (145957.22890000045 485169.7976000011)
portalen_wegvak.112,staal (losstaande stalen constructie),0,600199452,2021-12-01T00:00:00,4407,060019945220211201,KPK0001157828,I,,POINT (145695.79199999943 485057.0498000011)
portalen_wegvak.113,staal (losstaande stalen constructie),0,600199452,2021-12-01T00:00:00,4099,060019945220211201,KPK0001157827,I,,POINT (145398.34039999917 484978.45479999855)
portalen_wegvak.114,staal (losstaande stalen constructie),0,600199452,2021-12-01T00:00:00,3687,060019945220211201,KPK0001157826,I,,POINT (144988.3337999992 484947.7958999984)
portalen_wegvak.115,staal (losstaande stalen constructie),0,600199452,2021-12-01T00:00:00,3015,060019945220211201,KPK0001157823,I,,POINT (144329.64970000088 485069.76480000094)
portalen_wegvak.116,staal (losstaande stalen constructie),0,600199452,2021-12-01T00:00:00,2324,060019945220211201,KPK0001157820,I,,POINT (143650.66479999945 485187.66209999844)
portalen_wegvak.117,staal (losstaande stalen constructie),0,600199452,2021-12-01T00:00:00,1617,060019945220211201,KPK0001157815,I,,POINT (142949.57440000027 485116.79470000044)
portalen_wegvak.118,staal (losstaande stalen constructie),0,600199452,2021-12-01T00:00:00,1200,060019945220211201,KPK0001157814,I,,POINT (142554.1127000004 484986.2357000001)
portalen_wegvak.119,staal (losstaande stalen constructie),0,600199452,2021-12-01T00:00:00,777,060019945220211201,KPK0001157809,I,,POINT (142176.49670000002 484795.99870000035)
portalen_wegvak.120,staal (losstaande stalen constructie),0,600199452,2021-12-01T00:00:00,350,060019945220211201,KPK0001157808,I,,POINT (141805.4023000002 484584.80480000004)
portalen_wegvak.121,staal (losstaande stalen constructie),0,237381037,2021-12-01T00:00:00,140,023738103720211201,KPK0001158195,I,,POINT (118670.91389999911 490778.4802000001)
portalen_wegvak.122,staal (losstaande stalen constructie),5986,236378100,2021-12-01T00:00:00,41,023637810020211201,KPK0001131673,I,,POINT (118043.63259999827 489516.870099999)
portalen_wegvak.123,staal (losstaande stalen constructie),0,236379064,2021-12-01T00:00:00,948,023637906420211201,KPK0001158163,I,,POINT (118566.63720000163 490716.90520000085)
portalen_wegvak.124,staal (losstaande stalen constructie),0,236379064,2021-12-01T00:00:00,522,023637906420211201,KPK0001158157,I,,POINT (118311.67509999871 490375.62779999897)
portalen_wegvak.125,viaduct (aan de zijkant van een viaduct),0,236379064,2021-12-01T00:00:00,91,023637906420211201,KPK0001158152,I,,POINT (118089.90909999982 490007.8161999993)
portalen_wegvak.126,viaduct (aan de zijkant van een viaduct),0,236379064,2021-12-01T00:00:00,85,023637906420211201,KPK0001158151,I,,POINT (118087.78489999846 490002.20490000024)
portalen_wegvak.127,staal (losstaande stalen constructie),0,600219406,2021-12-01T00:00:00,30,060021940620211201,KPK0001157725,I,,POINT (118556.15929999948 490725.50189999864)
portalen_wegvak.128,staal (losstaande stalen constructie),0,600219406,2021-12-01T00:00:00,244,060021940620211201,KPK0001157718,I,,POINT (118428.0438000001 490554.08879999816)
portalen_wegvak.129,staal (losstaande stalen constructie),0,600104955,2022-01-01T00:00:00,147,060010495520220101,KPK0001180283,I,,POINT (86827.54679999873 444321.91530000046)
portalen_wegvak.130,staal (losstaande stalen constructie),0,168300028,2022-01-01T00:00:00,416,016830002820220101,KPK0001180243,I,,POINT (83996.54740000144 450605.2507000007)
portalen_wegvak.131,staal (losstaande stalen constructie),0,168300028,2022-01-01T00:00:00,1049,016830002820220101,KPK0001180242,I,,POINT (84153.90549999848 451202.7397999987)
portalen_wegvak.132,staal (losstaande stalen constructie),0,168300028,2022-01-01T00:00:00,1583,016830002820220101,KPK0001180237,I,,POINT (84503.81049999967 451606.0892000012)
portalen_wegvak.133,staal (losstaande stalen constructie),0,169303067,2022-01-01T00:00:00,304,016930306720220101,KPK0001133872,I,,POINT (84972.74120000005 452112.2283000015)
portalen_wegvak.134,staal (losstaande stalen constructie),0,169303067,2022-01-01T00:00:00,611,016930306720220101,KPK0001133871,I,,POINT (85123.22599999979 452379.06709999964)
portalen_wegvak.135,staal (losstaande stalen constructie),0,169303024,2022-01-01T00:00:00,188,016930302420220101,KPK0001180236,I,,POINT (84693.11279999837 451822.7674999982)
portalen_wegvak.136,staal (losstaande stalen constructie),0,217376007,2022-01-01T00:00:00,310,021737600720220101,KPK0001179531,I,,POINT (108784.99740000069 487931.8872000016)
portalen_wegvak.137,staal (losstaande stalen constructie),0,217376007,2022-01-01T00:00:00,516,021737600720220101,KPK0001179528,I,,POINT (108803.06419999897 487726.6810999997)
portalen_wegvak.138,staal (losstaande stalen constructie),0,600119594,2022-01-01T00:00:00,414,060011959420220101,KPK0001130309,I,,POINT (109029.55270000175 487332.4695000015)
portalen_wegvak.139,staal (losstaande stalen constructie),0,600119594,2022-01-01T00:00:00,164,060011959420220101,KPK0001130304,I,,POINT (109216.18659999967 487166.13369999826)
portalen_wegvak.140,viaduct (aan de zijkant van een viaduct),0,600278982,2022-02-01T00:00:00,156,060027898220220201,KPK0001127121,I,,POINT (85037.35509999841 435457.05590000004)
portalen_wegvak.141,staal (losstaande stalen constructie),0,206339006,2022-02-01T00:00:00,418,020633900620220201,KPK0001127493,I,,POINT (103223.63969999924 470374.9043000005)
portalen_wegvak.142,staal (losstaande stalen constructie),0,206339006,2022-02-01T00:00:00,834,020633900620220201,KPK0001127483,I,,POINT (103449.29989999905 470722.7626999989)
portalen_wegvak.143,staal (losstaande stalen constructie),0,206339006,2022-02-01T00:00:00,1314,020633900620220201,KPK0001127482,I,,POINT (103772.73169999942 471077.4182999991)
portalen_wegvak.144,staal (losstaande stalen constructie),0,206339006,2022-02-01T00:00:00,1918,020633900620220201,KPK0001127467,I,,POINT (104180.54729999974 471522.9534999989)
portalen_wegvak.145,staal (losstaande stalen constructie),0,600190321,2022-02-01T00:00:00,564,060019032120220201,KPK0001126784,I,,POINT (105475.00679999962 472980.564100001)
portalen_wegvak.146,staal (losstaande stalen constructie),0,208343014,2022-02-01T00:00:00,525,020834301420220201,KPK0001190470,I,,POINT (104684.44680000097 472099.82119999826)
portalen_wegvak.147,viaduct (aan de zijkant van een viaduct),0,208343014,2022-02-01T00:00:00,1066,020834301420220201,KPK0001190455,I,,POINT (105029.85770000145 472516.06500000134)
portalen_wegvak.148,staal (losstaande stalen constructie),0,600112484,2022-02-01T00:00:00,1119,060011248420220201,KPK0001190452,I,,POINT (105258.1251000017 472804.52800000086)
portalen_wegvak.149,staal (losstaande stalen constructie),0,600112484,2022-02-01T00:00:00,521,060011248420220201,KPK0001190451,I,,POINT (105657.28420000151 473249.80999999866)
portalen_wegvak.150,staal (losstaande stalen constructie),0,600112484,2022-02-01T00:00:00,223,060011248420220201,KPK0001190450,I,,POINT (105856.22690000013 473471.67880000174)
portalen_wegvak.151,staal (losstaande stalen constructie),0,600200199,2019-09-01T00:00:00,328,060020019920190901,KPK0000915261,I,,POINT (141800.55460000038 484617.84809999913)
portalen_wegvak.152,staal (losstaande stalen constructie),0,600200173,2019-09-01T00:00:00,204,060020017320190901,KPK0000915291,I,,POINT (146288.7153000012 485402.7886000015)
portalen_wegvak.153,staal (losstaande stalen constructie),0,600200192,2019-09-01T00:00:00,223,060020019220190901,KPK0000915290,I,,POINT (145946.6398999989 485196.9910000004)
portalen_wegvak.154,staal (losstaande stalen constructie),0,291370015,2020-07-01T00:00:00,258,029137001520200701,KPK0000915241,I,,POINT (145954.0936000012 485147.93299999833)
portalen_wegvak.155,staal (losstaande stalen constructie),0,600199672,2020-08-01T00:00:00,329,060019967220200801,KPK0000915347,I,,POINT (148232.62539999932 487183.8814999983)
portalen_wegvak.156,staal (losstaande stalen constructie),0,600199643,2020-08-01T00:00:00,330,060019964320200801,KPK0000915346,I,,POINT (147974.95340000093 486720.4675000012)
portalen_wegvak.157,staal (losstaande stalen constructie),0,600200292,2020-08-01T00:00:00,255,060020029220200801,KPK0000915300,I,,POINT (148143.10709999874 487124.4965999983)
portalen_wegvak.158,staal (losstaande stalen constructie),0,600135291,2020-08-01T00:00:00,375,060013529120200801,KPK0000934413,I,,POINT (149071.20600000024 488377.5916999988)
portalen_wegvak.159,staal (losstaande stalen constructie),0,600135291,2020-08-01T00:00:00,917,060013529120200801,KPK0000934409,I,,POINT (148726.4668999985 487980.42449999973)
portalen_wegvak.160,staal (losstaande stalen constructie),0,600199792,2020-08-01T00:00:00,291,060019979220200801,KPK0000915374,I,,POINT (150354.18050000072 488979.7890999988)
portalen_wegvak.161,staal (losstaande stalen constructie),0,600200354,2020-08-01T00:00:00,224,060020035420200801,KPK0000915331,I,,POINT (150334.67179999873 489025.13540000096)
