FID,rw,l_r,vw,km_van,km_tot,route4,video,verwerkt,se_anno_cad_data,gis_offset,gdb_geomattr_data,shape
videos.43,A27,L, ,102.9,102,##027R#L,https://downloads.rijkswaterstaatdata.nl/regios/midden_nederland/geluidwering/geogegevens/video/a27l_1029_10200.avi,ja,,-10,,"LINESTRING (146041.93499999866 475431.061999999, 146083.7969999984 475518.5799999982, 146222.87799999863 475792.20899999887, 146336.92599999905 476006.44200000167, 146468.79899999872 476227.88699999824)"
videos.44,A12,L, ,55.65,54.69,##012R#L,https://downloads.rijkswaterstaatdata.nl/regios/midden_nederland/geluidwering/geogegevens/video/a12l_5565_541.avi,ja,,-10,,"LINESTRING (130006.05600000173 454052.8359999992, 130637.70899999887 453901.56799999997, 130690.3040000014 453889.3779999986, 130750.65199999884 453877.0489999987, 130896.31700000167 453841.02699999884, 131040.13199999928 453804.8680000007, 131519.92799999937 453686.3909999989)"
videos.45,A2,L, ,94.5,93.1,##002R#L,https://downloads.rijkswaterstaatdata.nl/regios/midden_nederland/geluidwering/geogegevens/video/a2l_945_931.avi,ja,,-10,,"LINESTRING (145414.25600000098 427616.45899999887, 145491.00699999928 427480.8060000017, 145555.05000000075 427363.7270000018, 145654.48299999908 427180.3590000011, 145700.01199999824 427098.7969999984, 145836.6640000008 426851.18200000003, 145950.08300000057 426645.66800000146, 146000.0300000012 426549.65300000086, 146040.2410000004 426472.36400000006, 146067.35300000012 426414.1229999997, 146118.37000000104 426281.23600000143)"
videos.46,A27,L, ,83.2,81.3,##027R#L,https://downloads.rijkswaterstaatdata.nl/regios/midden_nederland/geluidwering/geogegevens/video/a27l_832_813.avi,ja,,-10,,"LINESTRING (139068.56700000167 456965.9459999986, 139062.813000001 456982.07400000095, 138969.46700000018 457279.98099999875, 138961.4450000003 457305.0480000004, 138902.438000001 457503.0709999986, 138736.1499999985 458031.3990000002, 138720.90700000152 458079.65900000185, 138674.5249999985 458224.7980000004, 138602.53400000185 458426.7719999999, 138559.53500000015 458558.76900000125, 138554.51300000027 458572.83199999854, 138543.1719999984 458609.28500000015, 138515.65199999884 458712.28500000015, 138499.0949999988 458780.8370000012)"
videos.47,A2,L, ,73.9,72.3,##002R#L,https://downloads.rijkswaterstaatdata.nl/regios/midden_nederland/geluidwering/geogegevens/video/a2l_739_723.avi,ja,,-10,,"LINESTRING (134026.96700000018 444807.7270000018, 134080.43299999833 444677.73000000045, 134114.36499999836 444599.23600000143, 134129.19799999893 444567.0879999995, 134165.76700000092 444492.92500000075, 134208.01000000164 444421.6860000007, 134289.53700000048 444315.9059999995, 134333.96400000155 444270.27600000054, 134391.49500000104 444217.6240000017, 134448.39200000092 444168.311999999, 134493.25400000066 444128.7960000001, 134583.52100000158 444049.8139999993, 134627.01300000027 444013.34899999946, 134668.2509999983 443975.91099999845, 134749.2580000013 443906.68200000003, 134898.69900000095 443780.3579999991, 134988.46499999985 443701.54199999943, 135028.7899999991 443665.3830000013, 135060.3740000017 443631.2270000018)"
videos.48,A12,L, ,65.1,63.65,##012R#L,https://downloads.rijkswaterstaatdata.nl/regios/midden_nederland/geluidwering/geogegevens/video/a12l_651_6365.avi,ja,,-10,,"LINESTRING (139156.42700000107 452279.44099999964, 139204.46400000155 452303.4600000009, 139251.68100000173 452327.9129999988, 139277.28500000015 452340.0639999993, 139354.62999999896 452377.54199999943, 139393.60799999908 452396.5309999995, 139552.61499999836 452474.53500000015, 139653.58100000024 452523.5179999992, 139695.74599999934 452544.6009999998, 139773.36899999902 452578.79300000146, 139852.22700000182 452612.05900000036, 139920.94099999964 452630.8350000009, 139977.39799999818 452643.47399999946, 140064.58300000057 452657.6710000001, 140155.10599999875 452666.5560000017, 140178.56899999827 452668.11499999836, 140223.64299999923 452671.4050000012, 140292.04100000113 452675.8200000003, 140346.41299999878 452678.76399999857, 140389.67700000107 452681.79399999976, 140448.5080000013 452685.2580000013, 140531.41699999943 452689.3269999996)"
videos.49,A2,R, ,81.4,81.55,##002R#R,https://downloads.rijkswaterstaatdata.nl/regios/midden_nederland/geluidwering/geogegevens/video/a2r_814_8155.avi,ja,,10,,"LINESTRING (139692.8139999993 437788.23900000006, 139772.5549999997 437660.2490000017)"
videos.50,A2,R, ,40.2,43.6,##002R#R,https://downloads.rijkswaterstaatdata.nl/regios/midden_nederland/geluidwering/geogegevens/video/a2r_402_436.avi,ja,,10,,"LINESTRING (126295.23999999836 474137.3740000017, 126430.61699999869 473544.16800000146, 126494.54699999839 473303.03500000015, 126560.16000000015 473093.5489999987, 126601.3040000014 472975.3379999995, 126666.64499999955 472774.83300000057, 126961.24700000137 471894.34699999914, 127040.95499999821 471685.6550000012, 127105.32400000095 471537.36400000006, 127140.50499999896 471463.05099999905, 127156.97500000149 471427.3429999985, 127180.69200000167 471375.82499999925, 127204.47500000149 471325.42599999905, 127225.55600000173 471281.4829999991, 127250.59099999815 471231.48000000045, 127272.19999999925 471185.03400000185, 127281.35700000077 471148.6020000018, 127282.54300000146 471120.2729999982, 127279.38100000098 471083.9070000015, 127272.92500000075 471060.98099999875, 127263.43800000101 471027.90900000185, 127260.45100000128 470995.70800000057, 127265.76099999994 470969.78500000015, 127275.44299999997 470931.993999999, 127287.31100000069 470899.82499999925, 127299.8040000014 470871.40300000086, 127316.66899999976 470835.1739999987)"
videos.51,A2,L, ,68.1,65.5,##002R#L,https://downloads.rijkswaterstaatdata.nl/regios/midden_nederland/geluidwering/geogegevens/video/a2l_681_655.avi,ja,,-10,,"LINESTRING (132895.19200000167 451390.35500000045, 132881.23000000045 450920.01999999955, 132860.99399999902 450218.6499999985, 132851.99500000104 449999.6629999988, 132845.99599999934 449771.71499999985, 132831.99599999934 449315.7270000018, 132828.40300000086 449165.91699999943, 132822 448898.87999999896, 132822 448841, 132822 448813.1039999984, 132822.2049999982 448803.27899999917)"
videos.52,A2,L,c,71.3,70.85,##002RcL,https://downloads.rijkswaterstaatdata.nl/regios/midden_nederland/geluidwering/geogegevens/video/a2l_713_7085c.avi,ja,,-10,,"LINESTRING (133636.9219999984 446165.9439999983, 133632.87900000066 446164.9600000009, 133621.83700000122 446159.31599999964, 133615.3599999994 446153.29100000113, 133609.813000001 446145.2490000017, 133606.01399999857 446137.8770000003, 133604.1240000017 446128.4270000011, 133604.37700000033 446112.8189999983, 133627.28500000015 445966.22399999946)"
videos.53,A2,R, ,66.3,66.92,##002R#R,https://downloads.rijkswaterstaatdata.nl/regios/midden_nederland/geluidwering/geogegevens/video/a2r_663_6692.avi,ja,,10,,"LINESTRING (132828.78599999845 450602.27600000054, 132818.00499999896 450216.3220000006, 132809.44399999827 449981.35599999875)"
videos.54,A12,L,d-y,61.1,60.4,##012RdL,https://downloads.rijkswaterstaatdata.nl/regios/midden_nederland/geluidwering/geogegevens/video/a12l_611d_604y.avi,ja,,-10,,"LINESTRING (136090.5150000006 452356.41000000015, 136395.98699999973 452252.9450000003, 136453.14299999923 452234.5879999995, 136490.69099999964 452223.32400000095, 136586.98000000045 452194.9549999982, 136652.48000000045 452177.8500000015, 136702.79800000042 452170.0329999998, 136732.9990000017 452170.33999999985, 136761.36800000072 452176.1810000017, 136799.75 452191.6169999987, 136827.28500000015 452208.3049999997)"
videos.55,A12,L,y,61.4,60.9,##012RyL,https://downloads.rijkswaterstaatdata.nl/regios/midden_nederland/geluidwering/geogegevens/video/a12l_614y_609y.avi,ja,,-10,,"LINESTRING (136570.29300000146 452181.436999999, 136637.26999999955 452157.7490000017, 136695.2349999994 452137.76099999994, 136732.37900000066 452124.7109999992, 136761.31899999827 452113.7329999991, 136941.86300000176 452052.88699999824, 136952.7749999985 452049.91099999845, 137062.76799999923 452012.54300000146)"
videos.57,A12,L,c,55.7,54.3,##012RcL,https://downloads.rijkswaterstaatdata.nl/regios/midden_nederland/geluidwering/geogegevens/video/a12l_557_543c.avi,ja,,-10,,"LINESTRING (130252.97500000149 454066.7129999995, 130253.92500000075 454053.41099999845, 130256.6400000006 454040.7410000004, 130260.90799999982 454028.7890000008, 130268.70399999991 454018.39400000125, 130278.60300000012 454007.59600000083, 130292.87099999934 453997.7870000005, 130300.02499999851 453994.6770000011, 130586.76300000027 453916.1499999985)"
videos.58,A12,R,a,51.9,54.4,##012R#R,https://downloads.rijkswaterstaatdata.nl/regios/midden_nederland/geluidwering/geogegevens/video/a12r_519_544a.avi,ja,,10,,"LINESTRING (127901.22300000116 454701.56500000134, 127967.7899999991 454685.7479999997, 128076.7650000006 454652.7199999988, 128244.75899999961 454596.73699999973, 128558.59299999848 454483.938000001, 128660.45100000128 454442.6479999982, 129496.73900000006 454146.5460000001, 129624.94200000167 454103.4780000001, 129860.375 454031.3449999988, 130158.52100000158 453956.43499999866, 130265.04399999976 453923.5720000006)"
videos.59,A2,R, ,92.55,93.05,##002R#R,https://downloads.rijkswaterstaatdata.nl/regios/midden_nederland/geluidwering/geogegevens/video/a2r_9255_9305.avi,ja,,10,,"LINESTRING (145102.8049999997 428064.06799999997, 145363.5249999985 427637.4279999994)"
videos.60,A27,L, ,78,77.5,##027R#L,https://downloads.rijkswaterstaatdata.nl/regios/midden_nederland/geluidwering/geogegevens/video/a27l_780_775.avi,ja,,-10,,"LINESTRING (138665.70800000057 453537.48099999875, 138711.5399999991 453614.3379999995, 138715.4549999982 453620.2100000009, 138720.30900000036 453628.9479999989, 138727.46700000018 453641.2179999985, 138784.78400000185 453730.7129999995, 138907.19200000167 453893.25499999896, 138952.5390000008 453946.51999999955)"
videos.61,A2,R, ,70.7,71.2,##002R#R,https://downloads.rijkswaterstaatdata.nl/regios/midden_nederland/geluidwering/geogegevens/video/a2r_707_7120.avi,ja,,10,,"LINESTRING (133492.6959999986 446318.9820000008, 133515.66000000015 446239.0460000001, 133565.3040000014 446012.76300000027, 133622.97100000083 445833.96599999815)"
videos.62,A2,L,d,93.97,92.17,##002RdL,https://downloads.rijkswaterstaatdata.nl/regios/midden_nederland/geluidwering/geogegevens/video/a2l_9397_9217.avi,ja,,-10,,"LINESTRING (145459.12200000137 427571.15300000086, 145691.9910000004 427163.1550000012, 145710.60200000182 427128.7969999984, 145723.29100000113 427099.6279999986, 145728.4299999997 427092.16899999976, 145752.38599999994 427057.4910000004, 145790.27299999818 427003.65100000054, 145861.8669999987 426908.19200000167, 145870.4600000009 426889.7250000015, 145876.186999999 426879.2259999998, 145874.75499999896 426869.68299999833, 145871.4149999991 426855.8440000005)"
videos.63,A27,L, ,105.2,103.7,##027R#L,https://downloads.rijkswaterstaatdata.nl/regios/midden_nederland/geluidwering/geogegevens/video/a27l_1052_1037.avi,ja,,-10,,"LINESTRING (146890.85700000077 476915.6739999987, 146931.4299999997 476972.37099999934, 146997.9459999986 477062.993999999, 147032.62999999896 477108.9539999999, 147195.14600000158 477312.25499999896, 147355.20100000128 477497.1779999994, 147529.05299999937 477682.63899999857, 147614.99500000104 477769.5370000005, 147802.69700000063 477944.34600000083, 147898.41000000015 478028.03400000185)"
videos.64,A12,R, ,55.51,56.81,##012R#R,https://downloads.rijkswaterstaatdata.nl/regios/midden_nederland/geluidwering/geogegevens/video/a12r_5551_5681.avi,ja,,10,,"LINESTRING (131361.15100000054 453669.7650000006, 131700.55200000107 453586.3040000014, 132111.13699999824 453479.94900000095, 132357.65399999917 453402.0089999996, 132444.2960000001 453371.5080000013, 132607.85399999842 453309.1790000014)"
videos.65,A12,R,x,61.9,62.2,##012RxR,https://downloads.rijkswaterstaatdata.nl/regios/midden_nederland/geluidwering/geogegevens/video/a12r_619x_622x.avi,ja,,10,,"LINESTRING (137465.2580000013 451850.01900000125, 137649.81700000167 451811.4239999987, 137703.0709999986 451798.1779999994, 137759.5009999983 451784.29199999943)"
videos.66,A12,R,e,62.61,62.85,##012ReR,https://downloads.rijkswaterstaatdata.nl/regios/midden_nederland/geluidwering/geogegevens/video/a12r_626e_628e.avi,ja,,10,,"LINESTRING (138138.85700000077 451671.2580000013, 138163.34299999848 451659.9129999988, 138186.65900000185 451643.44000000134, 138203.46200000122 451628.3920000009, 138222.7659999989 451608.6959999986, 138235.75299999863 451585.65399999917, 138252.17399999872 451543.8049999997, 138258.0780000016 451501.2259999998, 138256.14799999818 451457.96599999815)"
videos.67,A2,L, ,68.2,64.2,##002R#L,https://downloads.rijkswaterstaatdata.nl/regios/midden_nederland/geluidwering/geogegevens/video/a2l_682_642.avi,ja,,-10,,"LINESTRING (133159.61300000176 452661.66699999943, 133130.52800000086 452549.1020000018, 133060.68200000003 452276.4990000017, 133035.69299999997 452180.5390000008, 133011.6959999986 452083.55099999905, 132986.6799999997 451986.48999999836, 132972.51999999955 451932.19200000167, 132962.70699999854 451892.59800000116, 132941.80999999866 451808.0150000006, 132939.9200000018 451796.0850000009, 132928.16699999943 451743.92599999905, 132917.02199999988 451689.6739999987, 132907.80600000173 451620.61300000176, 132905.2960000001 451576.89499999955, 132895.8509999998 451412.56500000134, 132881.23000000045 450920.01999999955, 132860.99399999902 450218.6499999985, 132851.99500000104 449999.6629999988, 132845.99599999934 449771.71499999985, 132831.99599999934 449315.7270000018, 132828.40300000086 449165.91699999943, 132822 448898.87999999896, 132822 448841, 132822 448813.1039999984, 132824.2740000002 448703.9699999988)"
videos.68,A12,R,g,64.1,64.4,##012RgR,https://downloads.rijkswaterstaatdata.nl/regios/midden_nederland/geluidwering/geogegevens/video/a12r_641g_644g.avi,ja,,10,,"LINESTRING (138437.0639999993 452762.9479999989, 138453.7800000012 452854.8909999989, 138459.6550000012 452878.38800000027, 138511.0009999983 453054.6030000001)"
videos.69,A12,R, ,68.55,69.9,##012R#R,https://downloads.rijkswaterstaatdata.nl/regios/midden_nederland/geluidwering/geogegevens/video/a12r_6855_6990.avi,ja,,10,,"LINESTRING (143952.73800000176 452303.8440000005, 144201.25499999896 452287.12099999934, 144538.5469999984 452259.4279999994, 144698.22399999946 452248.2899999991, 144847.38100000098 452237.43499999866, 144994.04800000042 452226.3530000001, 145298.85799999908 452204.57499999925)"
videos.70,A2,R,a,85,85.4,##002RaR,https://downloads.rijkswaterstaatdata.nl/regios/midden_nederland/geluidwering/geogegevens/video/a2r_850_854a.avi,ja,,10,,"LINESTRING (141387.811999999 434571.4979999997, 141404.1640000008 434541.08399999887, 141497.86199999973 434384.0769999996, 141507.51999999955 434360.7199999988, 141509.4600000009 434337.60500000045, 141506.04199999943 434320.30799999833, 141500.5249999985 434306.0610000007, 141491.98699999973 434292.3449999988, 141476.60399999842 434278.3209999986, 141448.02699999884 434265.4780000001)"
videos.71,A27,L,f,84.2,83.9,##027RfL,https://downloads.rijkswaterstaatdata.nl/regios/midden_nederland/geluidwering/geogegevens/video/a27l_842_839f.avi,ja,,-10,,"LINESTRING (138502.2800000012 459489.0460000001, 138510.40799999982 459511.4679999985, 138538.2960000001 459596.813000001)"
videos.72,A27,L, ,95.5,94.8,##027R#L,https://downloads.rijkswaterstaatdata.nl/regios/midden_nederland/geluidwering/geogegevens/video/a27l_955_948.avi,ja,,-10,,"LINESTRING (142922.45199999958 469223.05099999905, 142937.8830000013 469238.02800000086, 142990.66299999878 469293.7950000018, 143019.41800000146 469325.5249999985, 143077.186999999 469396.2419999987, 143101.9699999988 469427.96499999985, 143113.81500000134 469444.743999999, 143143.6799999997 469487.5520000011, 143187.48299999908 469556.2419999987, 143225.2899999991 469619.91699999943, 143277.05999999866 469716.48800000176, 143292.01000000164 469748.3819999993, 143310.5159999989 469784.9239999987, 143314.09299999848 469791.9849999994)"
videos.73,A28,L, ,20.1,19.47,##028R#L,https://downloads.rijkswaterstaatdata.nl/regios/midden_nederland/geluidwering/geogegevens/video/a28l_201_1947.avi,ja,,-10,,"LINESTRING (156407.20600000024 461625.6000000015, 156420.6719999984 461649.22199999914, 156433.91699999943 461670.19299999997, 156547.6090000011 461855.44099999964, 156551.59800000116 461861.42500000075, 156556.49300000072 461869.2569999993, 156677.42300000042 462067.1429999992, 156707.38599999994 462118.0789999999, 156727.62200000137 462152.3189999983, 156738.11199999973 462171.1730000004)"
videos.74,A12,L, ,65.3,64.7,##012R#L,https://downloads.rijkswaterstaatdata.nl/regios/midden_nederland/geluidwering/geogegevens/video/a12l_653_647.avi,ja,,-10,,"LINESTRING (140032.27699999884 452650.9829999991, 140059.2899999991 452655.0240000002, 140098.0009999983 452659.4910000004, 140178.92399999872 452666.12999999896, 140346.40900000185 452677.54300000146, 140663.93400000036 452695.5179999992, 140730.81799999997 452698.8029999994)"
videos.75,A2,R, ,56.7,59.3,##002R#R,https://downloads.rijkswaterstaatdata.nl/regios/midden_nederland/geluidwering/geogegevens/video/a2r_567_593.avi,ja,,10,,"LINESTRING (130788.52299999818 458866.4820000008, 131827.93299999833 458179.3280000016, 131904.0639999993 458125.92500000075, 132016.89400000125 458041.94200000167, 132067.1169999987 458002.17500000075, 132156.0469999984 457928.0859999992, 132228.7969999984 457864.2479999997, 132331.686999999 457767.8260000013, 132431.61800000072 457667.1939999983, 132503.40399999917 457590.063000001, 132573.01300000027 457511.2670000009, 132691.33999999985 457364.53500000015, 132766.8900000006 457262.74599999934)"
videos.76,A2,R,b,43.6,43.8,##002RbR,https://downloads.rijkswaterstaatdata.nl/regios/midden_nederland/geluidwering/geogegevens/video/a2r_436b_438b.avi,ja,,10,,"LINESTRING (127300.1409999989 470911.5920000002, 127291.52499999851 470933.5870000012, 127286.98999999836 470949.006000001, 127279.05299999937 470979.1629999988, 127277.46599999815 471003.42500000075, 127282.0009999983 471017.2569999993, 127289.25699999928 471029.7280000001, 127302.18200000003 471039.2520000003, 127314.65300000086 471044.1270000003, 127335.51399999857 471045.48699999973, 127349.79899999872 471040.9519999996, 127364.53700000048 471031.8819999993, 127378.36899999902 471013.061999999, 127391.29399999976 470989.70699999854, 127437.8049999997 470889.3139999993, 127464.67500000075 470828.94299999997, 127476.7490000017 470798.6719999984, 127495.79600000009 470747.2289999984, 127512.12200000137 470698.2509999983)"
videos.77,A28,L,y,27,22.3,##028RyL,https://downloads.rijkswaterstaatdata.nl/regios/midden_nederland/geluidwering/geogegevens/video/a28l_270y_223.avi,ja,,-10,,"MULTILINESTRING ((157384.10500000045 464368.19900000095, 157387.44799999893 464383.22199999914, 157412.9539999999 464478.0520000011, 157433.8839999996 464568.4699999988, 157439.88899999857 464589.0179999992, 157455.9840000011 464657.4459999986), (157456.08399999887 464657.83399999887, 157463.53700000048 464684.6479999982, 157496.44999999925 464802.9829999991, 157521.6499999985 464875.55799999833, 157534.76300000027 464907.18299999833))"
videos.78,A28,L, ,29.45,28.3,##028R#L,https://downloads.rijkswaterstaatdata.nl/regios/midden_nederland/geluidwering/geogegevens/video/a28l_294_283.avi,ja,,-10,,"LINESTRING (158262.63899999857 465969.9759999998, 158279.94399999827 465996.72100000083, 158327.72300000116 466075.3570000008, 158360.45600000024 466136.85599999875, 158372.32499999925 466162.5720000006, 158407.23099999875 466239.36499999836, 158418.23099999875 466266.36499999836, 158423.2049999982 466277.30799999833, 158445.05000000075 466332.9120000005, 158460.94200000167 466377.6070000008, 158484.8200000003 466452.2289999984, 158506.70100000128 466533.7829999998, 158525.61899999902 466619.4120000005, 158534.3110000007 466665.5529999994, 158552.51099999994 466760.73900000006, 158563.9910000004 466859.3260000013, 158561.39400000125 466888.5249999985, 158569.61499999836 466982.5940000005, 158568.77100000158 467050.40399999917)"
videos.79,A28,L, ,30.7,29.8,##028R#L,https://downloads.rijkswaterstaatdata.nl/regios/midden_nederland/geluidwering/geogegevens/video/a28l_307_298.avi,ja,,-10,,"LINESTRING (158557.90900000185 467400.2100000009, 158553.8139999993 467473.86100000143, 158546.29800000042 467599.2969999984, 158540.2190000005 467708.256000001, 158534.1550000012 467817.23699999973, 158527.61100000143 467939.7190000005, 158523.41600000113 468055.2270000018, 158524.21400000155 468149.9290000014, 158528.35700000077 468235.4629999995, 158535.6710000001 468296.4389999993)"
videos.80,A2,R, ,74,72.9,##002R#R,https://downloads.rijkswaterstaatdata.nl/regios/midden_nederland/geluidwering/geogegevens/video/a2r_740_729.avi,ja,,10,,"LINESTRING (134278.53599999845 444265.1160000004, 134338.13500000164 444206.9750000015, 134942.5009999983 443678.41800000146, 135011.96400000155 443622.26399999857, 135098.86800000072 443531.2490000017)"
videos.81,A12,R, ,77.1,79.55,##012R#R,https://downloads.rijkswaterstaatdata.nl/regios/midden_nederland/geluidwering/geogegevens/video/a12r_771_7955.avi,ja,,10,,"LINESTRING (152288.1889999993 453004.56700000167, 152527.70100000128 453008.4930000007, 152727.94999999925 453008.88599999994, 153045.36400000006 453010.72300000116, 153159.6550000012 453005.1979999989, 153246.16200000048 452995.8839999996, 153312.14799999818 452985.9389999993, 153392.34099999815 452970.6259999983, 153463.69299999997 452953.4200000018, 153545.62299999967 452930.0560000017, 153602.92599999905 452911.11300000176, 153659.44000000134 452890.43400000036, 153709.9549999982 452871.48999999836, 153792.66899999976 452839.0529999994, 154686.07699999958 452491.24599999934)"
videos.82,A1,R, ,38.8,41.25,##001R#R,https://downloads.rijkswaterstaatdata.nl/regios/midden_nederland/geluidwering/geogegevens/video/a1r_388_4125.avi,ja,,10,,"LINESTRING (153471.0700000003 468728.2419999987, 153481.1719999984 468720.6649999991, 153503.90199999884 468721.0859999992, 153517.37099999934 468734.5560000017, 153568.2740000002 468737.381000001, 153609.13199999928 468738.7650000006, 153652.50600000098 468745.30099999905, 153706.78599999845 468762.7569999993, 153750.1409999989 468780.0150000006, 153795.1799999997 468796.4310000017, 153839.79800000042 468808.63800000027, 153899.98900000006 468812.84699999914, 154083.2589999996 468786.3289999999, 154267.20199999958 468746.76199999824, 154415.3669999987 468701.72399999946, 154522.85399999842 468660.2670000009, 154644.2960000001 468608.50499999896, 154761.7950000018 468550.7509999983, 154899.27600000054 468473.04399999976, 154995.87900000066 468410.3029999994, 155091.60200000182 468343.49599999934, 155163.29300000146 468289.7270000018, 155234.93400000036 468231.0210000016, 155330.60700000077 468144.31799999997, 155378.36199999973 468097.55799999833, 155454.14699999988 468018.7809999995, 155499.95800000057 467967.9910000004, 155625.7800000012 467821.4530000016)"
videos.83,A28,R,x,0,0.52,##028R#R,https://downloads.rijkswaterstaatdata.nl/regios/midden_nederland/geluidwering/geogegevens/video/a28r_000_052x.avi,ja,,10,,"LINESTRING (138629.436999999 455611.1229999997, 138690.34899999946 455645.7659999989, 138779.43200000003 455696.0179999992, 138835.01300000027 455725.7120000012, 138892.69999999925 455751.5949999988, 138940.46599999815 455774.0610000007, 139016.2250000015 455799.186999999, 139078.27800000086 455820.506000001)"
videos.84,A2,L, ,69.3,68.85,##002R#L,https://downloads.rijkswaterstaatdata.nl/regios/midden_nederland/geluidwering/geogegevens/video/a2l_693_6885.avi,ja,,-10,,"LINESTRING (132959.27699999884 448080.83199999854, 132985.51099999994 447986.6719999984, 133005.53299999982 447898.0320000015, 133034.2659999989 447815.80999999866, 133068.6559999995 447711.6090000011, 133080.84200000018 447686.8599999994, 133092.0850000009 447666.94999999925, 133097.17300000042 447659.8770000003, 133106.60700000077 447657.81500000134, 133114.10200000182 447661.7969999984)"
videos.85,A2,R, ,43.2,43.5,##002R#R,https://downloads.rijkswaterstaatdata.nl/regios/midden_nederland/geluidwering/geogegevens/video/a2r_432_435.avi,ja,,10,,"LINESTRING (127233.75800000131 471292.9679999985, 127290.86499999836 471187.30999999866, 127339.89699999988 471105.05000000075, 127378.55200000107 471031.42500000075)"
videos.86,A28,R, ,3.72,4.4,##028R#R,https://downloads.rijkswaterstaatdata.nl/regios/midden_nederland/geluidwering/geogegevens/video/a28r_37_50.avi,ja,,10,,"LINESTRING (142231.27800000086 456092.7569999993, 142291.1799999997 456116.90300000086, 142372.91099999845 456159.2820000015, 142414.46200000122 456184.6180000007, 142497.21200000122 456242.1400000006, 142553.6700000018 456289.5929999985, 142603.13599999994 456336.27600000054, 142648.3200000003 456385.1000000015, 142685.90100000054 456428.86499999836, 142750.12299999967 456517.44000000134)"
videos.87,A28,R, ,5.1,6.75,##028R#R,https://downloads.rijkswaterstaatdata.nl/regios/midden_nederland/geluidwering/geogegevens/video/a28r_51_675.avi,ja,,10,,"LINESTRING (143209.5859999992 457046.7039999999, 143254.7490000017 457076.1790000014, 143323.00600000098 457107.8350000009, 143395.38199999928 457137.5780000016, 143475.5469999984 457162.3209999986, 143538.9210000001 457176.18400000036, 143619.32499999925 457190.08100000024, 144807.0549999997 457302.4770000018)"
videos.88,A28,R, ,6.9,8,##028R#R,https://downloads.rijkswaterstaatdata.nl/regios/midden_nederland/geluidwering/geogegevens/video/a28r_69_80.avi,ja,,10,,"LINESTRING (144955.99500000104 457317.55000000075, 145551.0850000009 457377.05900000036, 145644.4600000009 457388.1030000001, 145775.00600000098 457411.19999999925, 145891.52600000054 457438.3209999986, 146006.02699999884 457471.46599999815, 146042.1160000004 457483.9530000016)"
videos.89,A27,L,n,79.7,71.4,##027RnL,https://downloads.rijkswaterstaatdata.nl/regios/midden_nederland/geluidwering/geogegevens/video/a27l_797_714n.avi,ja,,-10,,"LINESTRING (138387.95699999854 452763.4299999997, 138440.08199999854 452997.3440000005, 138511.75499999896 453184.3449999988, 138651.84299999848 453486.34899999946, 138714.39400000125 453590.6009999998, 138833.08900000155 453780.8379999995, 138926.9149999991 453893.1979999989, 138985.9910000004 453970.80700000003, 139296.8990000002 454369.48999999836, 139357.49500000104 454475.37000000104, 139412.22700000182 454588.0920000002, 139448.71599999815 454677.68299999833, 139489.11300000176 454783.23800000176, 139513.87299999967 454871.13500000164, 139528.20699999854 454916.74500000104, 139537.98099999875 454950.6259999983, 139543.8449999988 454976.6889999993, 139549.45600000024 455009.95600000024, 139554.08900000155 455044.70600000024, 139563.35599999875 455072.5069999993, 139563.35599999875 455097.98999999836, 139567.98900000006 455145.4829999991, 139572.62299999967 455182.55000000075, 139578.4149999991 455211.5089999996, 139583.04800000042 455300.7019999996, 139585.36499999836 455426.9620000012, 139590.1009999998 455487.1499999985)"
videos.90,A28,R, ,8.6,10.9,##028R#R,https://downloads.rijkswaterstaatdata.nl/regios/midden_nederland/geluidwering/geogegevens/video/a28r_86_109.avi,ja,,10,,"LINESTRING (146613.44099999964 457686.48600000143, 147836.3839999996 458134.58999999985, 148417.2509999983 458339.54300000146, 148656.0249999985 458419.4670000002, 148787.13100000098 458458.7989999987)"
videos.91,A28,R,a,16.1,17.9,##028RaR,https://downloads.rijkswaterstaatdata.nl/regios/midden_nederland/geluidwering/geogegevens/video/a28r_161_179a.avi,ja,,10,,"LINESTRING (153687.59200000018 460080.97100000083, 153820.15700000152 460125.9360000007, 153948.2259999998 460169.73600000143, 154080.95699999854 460216.3669999987, 154179.04899999872 460247.6770000011, 154237.6710000001 460268.993999999, 154318.27600000054 460295.30700000003, 154409.20600000024 460317.6229999997, 154483.31599999964 460325.1169999987, 154585.90399999917 460340.4389999993, 154670.50600000098 460354.76099999994, 154903.66099999845 460420.8770000003, 154931.97300000116 460428.87099999934, 154969.61100000143 460439.5300000012, 155044.7199999988 460456.5170000009, 155116.99799999967 460473.50400000066, 155171.95600000024 460486.16099999845, 155236.313000001 460499.41099999845, 155305.07299999893 460516.0859999992, 155379.3990000002 460535.6420000009)"
videos.92,A2,L, ,38.8,37.5,##002R#L,https://downloads.rijkswaterstaatdata.nl/regios/midden_nederland/geluidwering/geogegevens/video/a2l_388_375.avi,ja,,-10,,"LINESTRING (125528.26199999824 476701.8060000017, 125633.51300000027 476479.72100000083, 125725.39900000021 476250.02600000054, 125789.66299999878 476068.3359999992, 125874.26300000027 475767.4270000011, 125958.27299999818 475496.2520000003)"
