Gemeente,CBS Gemeentecode,Besluit,Besluitdatum,Bouwjaar,Status Pand,Status VBO,Gebruiksdoel,Wijknaam,CBS Wijknummer,Buurtnaam,CBS Buurtnummer,Straatnaam,Huisnummer,Huisnummertoevoeging,Extra adresaanduiding,Postcode,(Woon)plaats,X,Y,latitude,longitude,BAG Pand nummer,BAG Verblijfsobject nummer,BAG Adresnummer,GEOMETRIE
Stichtse Vecht,1904,BAG/AV-3333,20220206230000,1974,Pand in gebruik,Verblijfsobject gevormd,woonfunctie,Maarssenbroek,WK190412,Verbindingswegen,BK19041201,Het Kwadrant,74,,,3606AZ,Maarssen,131010.72,459659.17,5.036897,52.124625,0333100000015805,1904010000033997,1904200000034434,"POLYGON ((130983.318 459670.732,130989.813 459661.085,130990.077 459661.249,130996.27 459652.051,130993.497 459637.769,131002.319 459636.044,131002.256 459635.725,131007.88 459634.616,131007.637 459633.269,131007.334 459633.134,131007.058 459632.95,131006.816 459632.722,131006.616 459632.457,131006.464 459632.163,131006.363 459631.847,131006.316 459631.518,131006.326 459631.186,131006.391 459630.861,131006.509 459630.551,131006.671 459630.27,131006.878 459630.019,131007.124 459629.807,131007.403 459629.64,131007.705 459629.522,131008.023 459629.456,131008.348 459629.444,131008.67 459629.488,131008.98 459629.584,131009.269 459629.732,131009.53 459629.926,131009.764 459630.164,131009.954 459630.439,131010.095 459630.742,131010.181 459631.064,131010.211 459631.397,131010.184 459631.73,131010.1 459632.053,131009.962 459632.357,131009.774 459632.633,131009.542 459632.873,131009.802 459634.229,131015.459 459633.142,131015.522 459633.462,131024.344 459631.7,131027.156 459645.961,131036.345 459652.133,131036.554 459651.876,131046.206 459658.382,131039.185 459668.834,131041.673 459670.514,131038.432 459675.33,131037.617 459676.024,131036.667 459676.183,131035.768 459675.87,131034.865 459675.276,131027.509 459686.212,131026.966 459687.019,131025.084 459685.781,131023.653 459687.268,131021.937 459688.443,131022.05 459689.123,131021.971 459689.808,131021.705 459690.444,131021.273 459690.981,131020.709 459691.378,131020.057 459691.603,131019.368 459691.639,131018.697 459691.482,131018.095 459691.145,131017.61 459690.655,131017.28 459690.05,131017.13 459689.377,131015.101 459688.933,131013.237 459688.117,131011.958 459689.971,131000.205 459682.067,130999.609 459682.956,130998.877 459683.598,130997.935 459683.798,130996.928 459683.485,130992.104 459680.238,130993.776 459677.744,130983.318 459670.732))"
Stichtse Vecht,1904,BAG/AV-3333,20220206230000,1974,Pand in gebruik,Verblijfsobject gevormd,woonfunctie,Maarssenbroek,WK190412,Verbindingswegen,BK19041201,Het Kwadrant,75,,,3606AZ,Maarssen,131012.24,459658.94,5.036919,52.124623,0333100000015805,1904010000033998,1904200000034435,"POLYGON ((130983.318 459670.732,130989.813 459661.085,130990.077 459661.249,130996.27 459652.051,130993.497 459637.769,131002.319 459636.044,131002.256 459635.725,131007.88 459634.616,131007.637 459633.269,131007.334 459633.134,131007.058 459632.95,131006.816 459632.722,131006.616 459632.457,131006.464 459632.163,131006.363 459631.847,131006.316 459631.518,131006.326 459631.186,131006.391 459630.861,131006.509 459630.551,131006.671 459630.27,131006.878 459630.019,131007.124 459629.807,131007.403 459629.64,131007.705 459629.522,131008.023 459629.456,131008.348 459629.444,131008.67 459629.488,131008.98 459629.584,131009.269 459629.732,131009.53 459629.926,131009.764 459630.164,131009.954 459630.439,131010.095 459630.742,131010.181 459631.064,131010.211 459631.397,131010.184 459631.73,131010.1 459632.053,131009.962 459632.357,131009.774 459632.633,131009.542 459632.873,131009.802 459634.229,131015.459 459633.142,131015.522 459633.462,131024.344 459631.7,131027.156 459645.961,131036.345 459652.133,131036.554 459651.876,131046.206 459658.382,131039.185 459668.834,131041.673 459670.514,131038.432 459675.33,131037.617 459676.024,131036.667 459676.183,131035.768 459675.87,131034.865 459675.276,131027.509 459686.212,131026.966 459687.019,131025.084 459685.781,131023.653 459687.268,131021.937 459688.443,131022.05 459689.123,131021.971 459689.808,131021.705 459690.444,131021.273 459690.981,131020.709 459691.378,131020.057 459691.603,131019.368 459691.639,131018.697 459691.482,131018.095 459691.145,131017.61 459690.655,131017.28 459690.05,131017.13 459689.377,131015.101 459688.933,131013.237 459688.117,131011.958 459689.971,131000.205 459682.067,130999.609 459682.956,130998.877 459683.598,130997.935 459683.798,130996.928 459683.485,130992.104 459680.238,130993.776 459677.744,130983.318 459670.732))"
Stichtse Vecht,1904,BAG/AV-3333,20220206230000,1974,Pand in gebruik,Verblijfsobject gevormd,woonfunctie,Maarssenbroek,WK190412,Verbindingswegen,BK19041201,Het Kwadrant,76,,,3606AZ,Maarssen,131013.87,459658.47,5.036943,52.124619,0333100000015805,1904010000033999,1904200000034436,"POLYGON ((130983.318 459670.732,130989.813 459661.085,130990.077 459661.249,130996.27 459652.051,130993.497 459637.769,131002.319 459636.044,131002.256 459635.725,131007.88 459634.616,131007.637 459633.269,131007.334 459633.134,131007.058 459632.95,131006.816 459632.722,131006.616 459632.457,131006.464 459632.163,131006.363 459631.847,131006.316 459631.518,131006.326 459631.186,131006.391 459630.861,131006.509 459630.551,131006.671 459630.27,131006.878 459630.019,131007.124 459629.807,131007.403 459629.64,131007.705 459629.522,131008.023 459629.456,131008.348 459629.444,131008.67 459629.488,131008.98 459629.584,131009.269 459629.732,131009.53 459629.926,131009.764 459630.164,131009.954 459630.439,131010.095 459630.742,131010.181 459631.064,131010.211 459631.397,131010.184 459631.73,131010.1 459632.053,131009.962 459632.357,131009.774 459632.633,131009.542 459632.873,131009.802 459634.229,131015.459 459633.142,131015.522 459633.462,131024.344 459631.7,131027.156 459645.961,131036.345 459652.133,131036.554 459651.876,131046.206 459658.382,131039.185 459668.834,131041.673 459670.514,131038.432 459675.33,131037.617 459676.024,131036.667 459676.183,131035.768 459675.87,131034.865 459675.276,131027.509 459686.212,131026.966 459687.019,131025.084 459685.781,131023.653 459687.268,131021.937 459688.443,131022.05 459689.123,131021.971 459689.808,131021.705 459690.444,131021.273 459690.981,131020.709 459691.378,131020.057 459691.603,131019.368 459691.639,131018.697 459691.482,131018.095 459691.145,131017.61 459690.655,131017.28 459690.05,131017.13 459689.377,131015.101 459688.933,131013.237 459688.117,131011.958 459689.971,131000.205 459682.067,130999.609 459682.956,130998.877 459683.598,130997.935 459683.798,130996.928 459683.485,130992.104 459680.238,130993.776 459677.744,130983.318 459670.732))"
Stichtse Vecht,1904,BAG/AV-3333,20220206230000,1974,Pand in gebruik,Verblijfsobject gevormd,woonfunctie,Maarssenbroek,WK190412,Verbindingswegen,BK19041201,Het Kwadrant,77,,,3606AZ,Maarssen,131015.28,459658.59,5.036964,52.12462,0333100000015805,1904010000034000,1904200000034437,"POLYGON ((130983.318 459670.732,130989.813 459661.085,130990.077 459661.249,130996.27 459652.051,130993.497 459637.769,131002.319 459636.044,131002.256 459635.725,131007.88 459634.616,131007.637 459633.269,131007.334 459633.134,131007.058 459632.95,131006.816 459632.722,131006.616 459632.457,131006.464 459632.163,131006.363 459631.847,131006.316 459631.518,131006.326 459631.186,131006.391 459630.861,131006.509 459630.551,131006.671 459630.27,131006.878 459630.019,131007.124 459629.807,131007.403 459629.64,131007.705 459629.522,131008.023 459629.456,131008.348 459629.444,131008.67 459629.488,131008.98 459629.584,131009.269 459629.732,131009.53 459629.926,131009.764 459630.164,131009.954 459630.439,131010.095 459630.742,131010.181 459631.064,131010.211 459631.397,131010.184 459631.73,131010.1 459632.053,131009.962 459632.357,131009.774 459632.633,131009.542 459632.873,131009.802 459634.229,131015.459 459633.142,131015.522 459633.462,131024.344 459631.7,131027.156 459645.961,131036.345 459652.133,131036.554 459651.876,131046.206 459658.382,131039.185 459668.834,131041.673 459670.514,131038.432 459675.33,131037.617 459676.024,131036.667 459676.183,131035.768 459675.87,131034.865 459675.276,131027.509 459686.212,131026.966 459687.019,131025.084 459685.781,131023.653 459687.268,131021.937 459688.443,131022.05 459689.123,131021.971 459689.808,131021.705 459690.444,131021.273 459690.981,131020.709 459691.378,131020.057 459691.603,131019.368 459691.639,131018.697 459691.482,131018.095 459691.145,131017.61 459690.655,131017.28 459690.05,131017.13 459689.377,131015.101 459688.933,131013.237 459688.117,131011.958 459689.971,131000.205 459682.067,130999.609 459682.956,130998.877 459683.598,130997.935 459683.798,130996.928 459683.485,130992.104 459680.238,130993.776 459677.744,130983.318 459670.732))"
Stichtse Vecht,1904,BAG/AV-3333,20220206230000,1974,Pand in gebruik,Verblijfsobject gevormd,woonfunctie,Maarssenbroek,WK190412,Verbindingswegen,BK19041201,Het Kwadrant,78,,,3606AZ,Maarssen,131016.68,459658.35,5.036984,52.124618,0333100000015805,1904010000034001,1904200000034438,"POLYGON ((130983.318 459670.732,130989.813 459661.085,130990.077 459661.249,130996.27 459652.051,130993.497 459637.769,131002.319 459636.044,131002.256 459635.725,131007.88 459634.616,131007.637 459633.269,131007.334 459633.134,131007.058 459632.95,131006.816 459632.722,131006.616 459632.457,131006.464 459632.163,131006.363 459631.847,131006.316 459631.518,131006.326 459631.186,131006.391 459630.861,131006.509 459630.551,131006.671 459630.27,131006.878 459630.019,131007.124 459629.807,131007.403 459629.64,131007.705 459629.522,131008.023 459629.456,131008.348 459629.444,131008.67 459629.488,131008.98 459629.584,131009.269 459629.732,131009.53 459629.926,131009.764 459630.164,131009.954 459630.439,131010.095 459630.742,131010.181 459631.064,131010.211 459631.397,131010.184 459631.73,131010.1 459632.053,131009.962 459632.357,131009.774 459632.633,131009.542 459632.873,131009.802 459634.229,131015.459 459633.142,131015.522 459633.462,131024.344 459631.7,131027.156 459645.961,131036.345 459652.133,131036.554 459651.876,131046.206 459658.382,131039.185 459668.834,131041.673 459670.514,131038.432 459675.33,131037.617 459676.024,131036.667 459676.183,131035.768 459675.87,131034.865 459675.276,131027.509 459686.212,131026.966 459687.019,131025.084 459685.781,131023.653 459687.268,131021.937 459688.443,131022.05 459689.123,131021.971 459689.808,131021.705 459690.444,131021.273 459690.981,131020.709 459691.378,131020.057 459691.603,131019.368 459691.639,131018.697 459691.482,131018.095 459691.145,131017.61 459690.655,131017.28 459690.05,131017.13 459689.377,131015.101 459688.933,131013.237 459688.117,131011.958 459689.971,131000.205 459682.067,130999.609 459682.956,130998.877 459683.598,130997.935 459683.798,130996.928 459683.485,130992.104 459680.238,130993.776 459677.744,130983.318 459670.732))"
Stichtse Vecht,1904,BAG/AV-3333,20220206230000,1974,Pand in gebruik,Verblijfsobject gevormd,woonfunctie,Maarssenbroek,WK190412,Verbindingswegen,BK19041201,Het Kwadrant,79,,,3606AZ,Maarssen,131017.73,459658.12,5.036999,52.124616,0333100000015805,1904010000034002,1904200000034439,"POLYGON ((130983.318 459670.732,130989.813 459661.085,130990.077 459661.249,130996.27 459652.051,130993.497 459637.769,131002.319 459636.044,131002.256 459635.725,131007.88 459634.616,131007.637 459633.269,131007.334 459633.134,131007.058 459632.95,131006.816 459632.722,131006.616 459632.457,131006.464 459632.163,131006.363 459631.847,131006.316 459631.518,131006.326 459631.186,131006.391 459630.861,131006.509 459630.551,131006.671 459630.27,131006.878 459630.019,131007.124 459629.807,131007.403 459629.64,131007.705 459629.522,131008.023 459629.456,131008.348 459629.444,131008.67 459629.488,131008.98 459629.584,131009.269 459629.732,131009.53 459629.926,131009.764 459630.164,131009.954 459630.439,131010.095 459630.742,131010.181 459631.064,131010.211 459631.397,131010.184 459631.73,131010.1 459632.053,131009.962 459632.357,131009.774 459632.633,131009.542 459632.873,131009.802 459634.229,131015.459 459633.142,131015.522 459633.462,131024.344 459631.7,131027.156 459645.961,131036.345 459652.133,131036.554 459651.876,131046.206 459658.382,131039.185 459668.834,131041.673 459670.514,131038.432 459675.33,131037.617 459676.024,131036.667 459676.183,131035.768 459675.87,131034.865 459675.276,131027.509 459686.212,131026.966 459687.019,131025.084 459685.781,131023.653 459687.268,131021.937 459688.443,131022.05 459689.123,131021.971 459689.808,131021.705 459690.444,131021.273 459690.981,131020.709 459691.378,131020.057 459691.603,131019.368 459691.639,131018.697 459691.482,131018.095 459691.145,131017.61 459690.655,131017.28 459690.05,131017.13 459689.377,131015.101 459688.933,131013.237 459688.117,131011.958 459689.971,131000.205 459682.067,130999.609 459682.956,130998.877 459683.598,130997.935 459683.798,130996.928 459683.485,130992.104 459680.238,130993.776 459677.744,130983.318 459670.732))"
Stichtse Vecht,1904,BAG/AV-3333,20220206230000,1974,Pand in gebruik,Verblijfsobject gevormd,woonfunctie,Maarssenbroek,WK190412,Verbindingswegen,BK19041201,Het Kwadrant,80,,,3606AZ,Maarssen,131019.02,459657.65,5.037018,52.124612,0333100000015805,1904010000034003,1904200000034440,"POLYGON ((130983.318 459670.732,130989.813 459661.085,130990.077 459661.249,130996.27 459652.051,130993.497 459637.769,131002.319 459636.044,131002.256 459635.725,131007.88 459634.616,131007.637 459633.269,131007.334 459633.134,131007.058 459632.95,131006.816 459632.722,131006.616 459632.457,131006.464 459632.163,131006.363 459631.847,131006.316 459631.518,131006.326 459631.186,131006.391 459630.861,131006.509 459630.551,131006.671 459630.27,131006.878 459630.019,131007.124 459629.807,131007.403 459629.64,131007.705 459629.522,131008.023 459629.456,131008.348 459629.444,131008.67 459629.488,131008.98 459629.584,131009.269 459629.732,131009.53 459629.926,131009.764 459630.164,131009.954 459630.439,131010.095 459630.742,131010.181 459631.064,131010.211 459631.397,131010.184 459631.73,131010.1 459632.053,131009.962 459632.357,131009.774 459632.633,131009.542 459632.873,131009.802 459634.229,131015.459 459633.142,131015.522 459633.462,131024.344 459631.7,131027.156 459645.961,131036.345 459652.133,131036.554 459651.876,131046.206 459658.382,131039.185 459668.834,131041.673 459670.514,131038.432 459675.33,131037.617 459676.024,131036.667 459676.183,131035.768 459675.87,131034.865 459675.276,131027.509 459686.212,131026.966 459687.019,131025.084 459685.781,131023.653 459687.268,131021.937 459688.443,131022.05 459689.123,131021.971 459689.808,131021.705 459690.444,131021.273 459690.981,131020.709 459691.378,131020.057 459691.603,131019.368 459691.639,131018.697 459691.482,131018.095 459691.145,131017.61 459690.655,131017.28 459690.05,131017.13 459689.377,131015.101 459688.933,131013.237 459688.117,131011.958 459689.971,131000.205 459682.067,130999.609 459682.956,130998.877 459683.598,130997.935 459683.798,130996.928 459683.485,130992.104 459680.238,130993.776 459677.744,130983.318 459670.732))"
Stichtse Vecht,1904,BAG/AV-3333,20220206230000,1974,Pand in gebruik,Verblijfsobject gevormd,woonfunctie,Maarssenbroek,WK190412,Verbindingswegen,BK19041201,Het Kwadrant,81,,,3606AZ,Maarssen,131020.66,459657.3,5.037042,52.124609,0333100000015805,1904010000034004,1904200000034441,"POLYGON ((130983.318 459670.732,130989.813 459661.085,130990.077 459661.249,130996.27 459652.051,130993.497 459637.769,131002.319 459636.044,131002.256 459635.725,131007.88 459634.616,131007.637 459633.269,131007.334 459633.134,131007.058 459632.95,131006.816 459632.722,131006.616 459632.457,131006.464 459632.163,131006.363 459631.847,131006.316 459631.518,131006.326 459631.186,131006.391 459630.861,131006.509 459630.551,131006.671 459630.27,131006.878 459630.019,131007.124 459629.807,131007.403 459629.64,131007.705 459629.522,131008.023 459629.456,131008.348 459629.444,131008.67 459629.488,131008.98 459629.584,131009.269 459629.732,131009.53 459629.926,131009.764 459630.164,131009.954 459630.439,131010.095 459630.742,131010.181 459631.064,131010.211 459631.397,131010.184 459631.73,131010.1 459632.053,131009.962 459632.357,131009.774 459632.633,131009.542 459632.873,131009.802 459634.229,131015.459 459633.142,131015.522 459633.462,131024.344 459631.7,131027.156 459645.961,131036.345 459652.133,131036.554 459651.876,131046.206 459658.382,131039.185 459668.834,131041.673 459670.514,131038.432 459675.33,131037.617 459676.024,131036.667 459676.183,131035.768 459675.87,131034.865 459675.276,131027.509 459686.212,131026.966 459687.019,131025.084 459685.781,131023.653 459687.268,131021.937 459688.443,131022.05 459689.123,131021.971 459689.808,131021.705 459690.444,131021.273 459690.981,131020.709 459691.378,131020.057 459691.603,131019.368 459691.639,131018.697 459691.482,131018.095 459691.145,131017.61 459690.655,131017.28 459690.05,131017.13 459689.377,131015.101 459688.933,131013.237 459688.117,131011.958 459689.971,131000.205 459682.067,130999.609 459682.956,130998.877 459683.598,130997.935 459683.798,130996.928 459683.485,130992.104 459680.238,130993.776 459677.744,130983.318 459670.732))"
Stichtse Vecht,1904,BAG/AV-3333,20220206230000,1974,Pand in gebruik,Verblijfsobject gevormd,woonfunctie,Maarssenbroek,WK190412,Verbindingswegen,BK19041201,Het Kwadrant,82,,,3606AZ,Maarssen,131021.94,459657.18,5.037061,52.124608,0333100000015805,1904010000034005,1904200000034442,"POLYGON ((130983.318 459670.732,130989.813 459661.085,130990.077 459661.249,130996.27 459652.051,130993.497 459637.769,131002.319 459636.044,131002.256 459635.725,131007.88 459634.616,131007.637 459633.269,131007.334 459633.134,131007.058 459632.95,131006.816 459632.722,131006.616 459632.457,131006.464 459632.163,131006.363 459631.847,131006.316 459631.518,131006.326 459631.186,131006.391 459630.861,131006.509 459630.551,131006.671 459630.27,131006.878 459630.019,131007.124 459629.807,131007.403 459629.64,131007.705 459629.522,131008.023 459629.456,131008.348 459629.444,131008.67 459629.488,131008.98 459629.584,131009.269 459629.732,131009.53 459629.926,131009.764 459630.164,131009.954 459630.439,131010.095 459630.742,131010.181 459631.064,131010.211 459631.397,131010.184 459631.73,131010.1 459632.053,131009.962 459632.357,131009.774 459632.633,131009.542 459632.873,131009.802 459634.229,131015.459 459633.142,131015.522 459633.462,131024.344 459631.7,131027.156 459645.961,131036.345 459652.133,131036.554 459651.876,131046.206 459658.382,131039.185 459668.834,131041.673 459670.514,131038.432 459675.33,131037.617 459676.024,131036.667 459676.183,131035.768 459675.87,131034.865 459675.276,131027.509 459686.212,131026.966 459687.019,131025.084 459685.781,131023.653 459687.268,131021.937 459688.443,131022.05 459689.123,131021.971 459689.808,131021.705 459690.444,131021.273 459690.981,131020.709 459691.378,131020.057 459691.603,131019.368 459691.639,131018.697 459691.482,131018.095 459691.145,131017.61 459690.655,131017.28 459690.05,131017.13 459689.377,131015.101 459688.933,131013.237 459688.117,131011.958 459689.971,131000.205 459682.067,130999.609 459682.956,130998.877 459683.598,130997.935 459683.798,130996.928 459683.485,130992.104 459680.238,130993.776 459677.744,130983.318 459670.732))"
Stichtse Vecht,1904,BAG/AV-3333,20220206230000,1974,Pand in gebruik,Verblijfsobject gevormd,woonfunctie,Maarssenbroek,WK190412,Verbindingswegen,BK19041201,Het Kwadrant,87,,,3606AZ,Maarssen,131028.49,459655.31,5.037157,52.124591,0333100000015805,1904010000034010,1904200000034447,"POLYGON ((130983.318 459670.732,130989.813 459661.085,130990.077 459661.249,130996.27 459652.051,130993.497 459637.769,131002.319 459636.044,131002.256 459635.725,131007.88 459634.616,131007.637 459633.269,131007.334 459633.134,131007.058 459632.95,131006.816 459632.722,131006.616 459632.457,131006.464 459632.163,131006.363 459631.847,131006.316 459631.518,131006.326 459631.186,131006.391 459630.861,131006.509 459630.551,131006.671 459630.27,131006.878 459630.019,131007.124 459629.807,131007.403 459629.64,131007.705 459629.522,131008.023 459629.456,131008.348 459629.444,131008.67 459629.488,131008.98 459629.584,131009.269 459629.732,131009.53 459629.926,131009.764 459630.164,131009.954 459630.439,131010.095 459630.742,131010.181 459631.064,131010.211 459631.397,131010.184 459631.73,131010.1 459632.053,131009.962 459632.357,131009.774 459632.633,131009.542 459632.873,131009.802 459634.229,131015.459 459633.142,131015.522 459633.462,131024.344 459631.7,131027.156 459645.961,131036.345 459652.133,131036.554 459651.876,131046.206 459658.382,131039.185 459668.834,131041.673 459670.514,131038.432 459675.33,131037.617 459676.024,131036.667 459676.183,131035.768 459675.87,131034.865 459675.276,131027.509 459686.212,131026.966 459687.019,131025.084 459685.781,131023.653 459687.268,131021.937 459688.443,131022.05 459689.123,131021.971 459689.808,131021.705 459690.444,131021.273 459690.981,131020.709 459691.378,131020.057 459691.603,131019.368 459691.639,131018.697 459691.482,131018.095 459691.145,131017.61 459690.655,131017.28 459690.05,131017.13 459689.377,131015.101 459688.933,131013.237 459688.117,131011.958 459689.971,131000.205 459682.067,130999.609 459682.956,130998.877 459683.598,130997.935 459683.798,130996.928 459683.485,130992.104 459680.238,130993.776 459677.744,130983.318 459670.732))"
Stichtse Vecht,1904,BAG/AV-3333,20220206230000,1974,Pand in gebruik,Verblijfsobject gevormd,woonfunctie,Maarssenbroek,WK190412,Verbindingswegen,BK19041201,Het Kwadrant,88,,,3606AZ,Maarssen,130990.6,459662.68,5.036603,52.124656,0333100000015805,1904010000034011,1904200000034448,"POLYGON ((130983.318 459670.732,130989.813 459661.085,130990.077 459661.249,130996.27 459652.051,130993.497 459637.769,131002.319 459636.044,131002.256 459635.725,131007.88 459634.616,131007.637 459633.269,131007.334 459633.134,131007.058 459632.95,131006.816 459632.722,131006.616 459632.457,131006.464 459632.163,131006.363 459631.847,131006.316 459631.518,131006.326 459631.186,131006.391 459630.861,131006.509 459630.551,131006.671 459630.27,131006.878 459630.019,131007.124 459629.807,131007.403 459629.64,131007.705 459629.522,131008.023 459629.456,131008.348 459629.444,131008.67 459629.488,131008.98 459629.584,131009.269 459629.732,131009.53 459629.926,131009.764 459630.164,131009.954 459630.439,131010.095 459630.742,131010.181 459631.064,131010.211 459631.397,131010.184 459631.73,131010.1 459632.053,131009.962 459632.357,131009.774 459632.633,131009.542 459632.873,131009.802 459634.229,131015.459 459633.142,131015.522 459633.462,131024.344 459631.7,131027.156 459645.961,131036.345 459652.133,131036.554 459651.876,131046.206 459658.382,131039.185 459668.834,131041.673 459670.514,131038.432 459675.33,131037.617 459676.024,131036.667 459676.183,131035.768 459675.87,131034.865 459675.276,131027.509 459686.212,131026.966 459687.019,131025.084 459685.781,131023.653 459687.268,131021.937 459688.443,131022.05 459689.123,131021.971 459689.808,131021.705 459690.444,131021.273 459690.981,131020.709 459691.378,131020.057 459691.603,131019.368 459691.639,131018.697 459691.482,131018.095 459691.145,131017.61 459690.655,131017.28 459690.05,131017.13 459689.377,131015.101 459688.933,131013.237 459688.117,131011.958 459689.971,131000.205 459682.067,130999.609 459682.956,130998.877 459683.598,130997.935 459683.798,130996.928 459683.485,130992.104 459680.238,130993.776 459677.744,130983.318 459670.732))"
Stichtse Vecht,1904,BAG/AV-3333,20220206230000,1974,Pand in gebruik,Verblijfsobject gevormd,woonfunctie,Maarssenbroek,WK190412,Verbindingswegen,BK19041201,Het Kwadrant,89,,,3606AZ,Maarssen,130991.77,459662.91,5.03662,52.124658,0333100000015805,1904010000034012,1904200000034449,"POLYGON ((130983.318 459670.732,130989.813 459661.085,130990.077 459661.249,130996.27 459652.051,130993.497 459637.769,131002.319 459636.044,131002.256 459635.725,131007.88 459634.616,131007.637 459633.269,131007.334 459633.134,131007.058 459632.95,131006.816 459632.722,131006.616 459632.457,131006.464 459632.163,131006.363 459631.847,131006.316 459631.518,131006.326 459631.186,131006.391 459630.861,131006.509 459630.551,131006.671 459630.27,131006.878 459630.019,131007.124 459629.807,131007.403 459629.64,131007.705 459629.522,131008.023 459629.456,131008.348 459629.444,131008.67 459629.488,131008.98 459629.584,131009.269 459629.732,131009.53 459629.926,131009.764 459630.164,131009.954 459630.439,131010.095 459630.742,131010.181 459631.064,131010.211 459631.397,131010.184 459631.73,131010.1 459632.053,131009.962 459632.357,131009.774 459632.633,131009.542 459632.873,131009.802 459634.229,131015.459 459633.142,131015.522 459633.462,131024.344 459631.7,131027.156 459645.961,131036.345 459652.133,131036.554 459651.876,131046.206 459658.382,131039.185 459668.834,131041.673 459670.514,131038.432 459675.33,131037.617 459676.024,131036.667 459676.183,131035.768 459675.87,131034.865 459675.276,131027.509 459686.212,131026.966 459687.019,131025.084 459685.781,131023.653 459687.268,131021.937 459688.443,131022.05 459689.123,131021.971 459689.808,131021.705 459690.444,131021.273 459690.981,131020.709 459691.378,131020.057 459691.603,131019.368 459691.639,131018.697 459691.482,131018.095 459691.145,131017.61 459690.655,131017.28 459690.05,131017.13 459689.377,131015.101 459688.933,131013.237 459688.117,131011.958 459689.971,131000.205 459682.067,130999.609 459682.956,130998.877 459683.598,130997.935 459683.798,130996.928 459683.485,130992.104 459680.238,130993.776 459677.744,130983.318 459670.732))"
Stichtse Vecht,1904,BAG/AV-3333,20220206230000,1974,Pand in gebruik,Verblijfsobject gevormd,woonfunctie,Maarssenbroek,WK190412,Verbindingswegen,BK19041201,Het Kwadrant,90,,,3606AZ,Maarssen,130993.29,459663.38,5.036642,52.124662,0333100000015805,1904010000034013,1904200000034450,"POLYGON ((130983.318 459670.732,130989.813 459661.085,130990.077 459661.249,130996.27 459652.051,130993.497 459637.769,131002.319 459636.044,131002.256 459635.725,131007.88 459634.616,131007.637 459633.269,131007.334 459633.134,131007.058 459632.95,131006.816 459632.722,131006.616 459632.457,131006.464 459632.163,131006.363 459631.847,131006.316 459631.518,131006.326 459631.186,131006.391 459630.861,131006.509 459630.551,131006.671 459630.27,131006.878 459630.019,131007.124 459629.807,131007.403 459629.64,131007.705 459629.522,131008.023 459629.456,131008.348 459629.444,131008.67 459629.488,131008.98 459629.584,131009.269 459629.732,131009.53 459629.926,131009.764 459630.164,131009.954 459630.439,131010.095 459630.742,131010.181 459631.064,131010.211 459631.397,131010.184 459631.73,131010.1 459632.053,131009.962 459632.357,131009.774 459632.633,131009.542 459632.873,131009.802 459634.229,131015.459 459633.142,131015.522 459633.462,131024.344 459631.7,131027.156 459645.961,131036.345 459652.133,131036.554 459651.876,131046.206 459658.382,131039.185 459668.834,131041.673 459670.514,131038.432 459675.33,131037.617 459676.024,131036.667 459676.183,131035.768 459675.87,131034.865 459675.276,131027.509 459686.212,131026.966 459687.019,131025.084 459685.781,131023.653 459687.268,131021.937 459688.443,131022.05 459689.123,131021.971 459689.808,131021.705 459690.444,131021.273 459690.981,131020.709 459691.378,131020.057 459691.603,131019.368 459691.639,131018.697 459691.482,131018.095 459691.145,131017.61 459690.655,131017.28 459690.05,131017.13 459689.377,131015.101 459688.933,131013.237 459688.117,131011.958 459689.971,131000.205 459682.067,130999.609 459682.956,130998.877 459683.598,130997.935 459683.798,130996.928 459683.485,130992.104 459680.238,130993.776 459677.744,130983.318 459670.732))"
