FID,raai,vaknr,raainr,bkl,tkl,tklminbkl,trend,snijding,opmerkingen,symbol,se_anno_cad_data,gdb_geomattr_data,shape
trend_2011_25.1,504322,5,4322,84,131.7,47.7,3.297,-,- - - - - -,1,,,"POLYGON ((125747.32400000095 587927.443, 125697.7190000005 587993.2710000016, 125857.44700000063 588113.6339999996, 125907.05099999905 588047.807, 125747.32400000095 587927.443))"
trend_2011_25.2,504340,5,4340,89,137.9,48.9,3.704,-,- - - - - -,1,,,"POLYGON ((125896.32400000095 588040.443, 125840.59600000083 588114.3969999999, 126000.32299999893 588234.7600000016, 126056.05099999905 588160.807, 125896.32400000095 588040.443))"
trend_2011_25.3,504358,5,4358,100,135.3,35.3,2.762,-,- - - - - -,1,,,"POLYGON ((126040.32400000095 588148.4439999983, 125998.76799999923 588203.5890000015, 126158.49599999934 588323.9530000016, 126200.05099999905 588268.807, 126040.32400000095 588148.4439999983))"
trend_2011_25.4,504377,5,4377,109,137.4,28.4,2.066,-,- - - - - -,1,,,"POLYGON ((126174.53500000015 588247.4340000004, 126142.73600000143 588288.1339999996, 126300.33799999952 588411.2670000009, 126332.13699999824 588370.5659999996, 126174.53500000015 588247.4340000004))"
trend_2011_25.5,504395,5,4395,111,138.2,27.2,1.81,-,- - - - - -,1,,,"POLYGON ((126335.32400000095 588370.443, 126308.09200000018 588406.5819999985, 126467.81899999827 588526.9450000003, 126495.05099999905 588490.8060000017, 126335.32400000095 588370.443))"
trend_2011_25.6,504414,5,4414,108,137,29,1.787,-,- - - - - -,1,,,"POLYGON ((126482.32400000095 588481.443, 126455.43800000101 588517.1220000014, 126615.1649999991 588637.4849999994, 126642.05099999905 588601.8060000017, 126482.32400000095 588481.443))"
trend_2011_25.7,504432,5,4432,109,133.2,24.2,1.325,-,- - - - - -,1,,,"POLYGON ((126629.32400000095 588592.443, 126609.38899999857 588618.8979999982, 126769.11600000039 588739.2609999999, 126789.05099999905 588712.807, 126629.32400000095 588592.443))"
trend_2011_25.8,504451,5,4451,108,131.3,23.3,0.885,-,- - - - - -,1,,,"POLYGON ((126781.32400000095 588706.443, 126768.00899999961 588724.1130000018, 126927.73600000143 588844.4759999998, 126941.05099999905 588826.8060000017, 126781.32400000095 588706.443))"
trend_2011_25.9,808225,8,8225,192,291,99,3.814,-,- - - 4 5 -,1,,,"POLYGON ((88453.90199999884 473385.3509999998, 88370.50699999928 473431.5769999996, 88467.4690000005 473606.5009999983, 88550.86400000006 473560.2740000002, 88453.90199999884 473385.3509999998))"
trend_2011_25.10,808250,8,8250,195,272.7,77.7,-4.849,>2021,- - - 4 5 -,3,,,"POLYGON ((88433.86400000006 473340.2740000002, 88539.8900000006 473281.5029999986, 88442.92799999937 473106.5789999999, 88336.90199999884 473165.3500000015, 88433.86400000006 473340.2740000002))"
trend_2011_25.11,808275,8,8275,205,252,47,-4.121,>2021,- - - 4 5 -,3,,,"POLYGON ((88307.00200000033 473105.76399999857, 88397.96700000018 473057.3960000016, 88304.07299999893 472880.80700000003, 88213.10700000077 472929.1739999987, 88307.00200000033 473105.76399999857))"
trend_2011_25.12,1700290,17,290,66,82.57753425,16.57753425,-4.75,2014,- 2 - - 5 -,3,,,"POLYGON ((25725.201999999583 382399.04399999976, 25706.6259999983 382281.756000001, 25509.087999999523 382313.04300000146, 25527.664999999106 382430.33100000024, 25725.201999999583 382399.04399999976))"
trend_2011_25.13,1700308,17,308,76,82.53579726,6.53579726,-6.628,2011,- 2 - - 5 -,3,,,"POLYGON ((25542.201999999583 382427.04399999976, 25516.280999999493 382263.3839999996, 25318.743000000715 382294.6710000001, 25344.664000000805 382458.33100000024, 25542.201999999583 382427.04399999976))"
trend_2011_25.14,504988,5,4988,199,187.9,-11.1,2.301,-,1 - - - 5 -,2,,,"POLYGON ((131589.91099999845 591557.8889999986, 131566.51399999857 591610.4409999996, 131749.22300000116 591691.7879999988, 131772.62000000104 591639.2360000014, 131589.91099999845 591557.8889999986))"
trend_2011_25.15,704250,7,4250,95,134.6,39.6,0.705,-,- - - - - -,1,,,"POLYGON ((101399.81700000167 510353.16099999845, 101382.36400000006 510355.61400000006, 101410.19799999893 510553.66699999943, 101427.65199999884 510551.21499999985, 101399.81700000167 510353.16099999845))"
trend_2011_25.16,705125,7,5125,113,153.7,40.7,2.71,-,- - - - - -,1,,,"POLYGON ((99724.51099999994 501869.9079999998, 99658.77299999818 501886.2980000004, 99707.15799999982 502080.3570000008, 99772.89499999955 502063.9670000002, 99724.51099999994 501869.9079999998))"
trend_2011_25.17,705150,7,5150,128,189.9,61.9,4.274,-,- - - - - -,1,,,"POLYGON ((99668.51099999994 501625.9079999998, 99564.8350000009 501651.7569999993, 99613.2190000005 501845.81599999964, 99716.89499999955 501819.9670000002, 99668.51099999994 501625.9079999998))"
trend_2011_25.18,705175,7,5175,174,229.6,55.6,5.715,-,- - - - - -,1,,,"POLYGON ((99611.51099999994 501382.9079999998, 99472.87999999896 501417.47300000116, 99521.2650000006 501611.5320000015, 99659.89499999955 501576.9670000002, 99611.51099999994 501382.9079999998))"
trend_2011_25.19,705200,7,5200,186,256.3,70.3,4.684,-,- - - - - -,1,,,"POLYGON ((99554.51099999994 501136.9079999998, 99440.88899999857 501165.23699999973, 99489.27400000021 501359.2960000001, 99602.89600000158 501330.9670000002, 99554.51099999994 501136.9079999998))"
trend_2011_25.20,705225,7,5225,205,277.3,72.3,2.853,-,- - - - - -,1,,,"POLYGON ((99496.13800000027 500876.5009999983, 99426.6409999989 500892.5450000018, 99471.63100000098 501087.41899999976, 99541.12799999863 501071.375, 99496.13800000027 500876.5009999983))"
