Nummer;Totaal van;Jaar;Maand;Type;Land bij nationaliteit;Aantal AMV
9;Jaar, Aantal AMV;2017;;Alleenstaande minderjarige vreemdelingen;;1.180
10;Jaar, Maand, Aantal AMV;2017;1;Alleenstaande minderjarige vreemdelingen;;150
10;Jaar, Maand, Aantal AMV;2017;2;Alleenstaande minderjarige vreemdelingen;;80
10;Jaar, Maand, Aantal AMV;2017;3;Alleenstaande minderjarige vreemdelingen;;100
10;Jaar, Maand, Aantal AMV;2017;4;Alleenstaande minderjarige vreemdelingen;;60
10;Jaar, Maand, Aantal AMV;2017;5;Alleenstaande minderjarige vreemdelingen;;90
10;Jaar, Maand, Aantal AMV;2017;6;Alleenstaande minderjarige vreemdelingen;;70
10;Jaar, Maand, Aantal AMV;2017;7;Alleenstaande minderjarige vreemdelingen;;100
10;Jaar, Maand, Aantal AMV;2017;8;Alleenstaande minderjarige vreemdelingen;;110
10;Jaar, Maand, Aantal AMV;2017;9;Alleenstaande minderjarige vreemdelingen;;120
10;Jaar, Maand, Aantal AMV;2017;10;Alleenstaande minderjarige vreemdelingen;;110
10;Jaar, Maand, Aantal AMV;2017;11;Alleenstaande minderjarige vreemdelingen;;90
10;Jaar, Maand, Aantal AMV;2017;12;Alleenstaande minderjarige vreemdelingen;;120
11;Jaar, Land bij nationaliteit, Aantal AMV;2017;;Alleenstaande minderjarige vreemdelingen;Afghanistan;70
11;Jaar, Land bij nationaliteit, Aantal AMV;2017;;Alleenstaande minderjarige vreemdelingen;Albania;30
11;Jaar, Land bij nationaliteit, Aantal AMV;2017;;Alleenstaande minderjarige vreemdelingen;Algeria;50
11;Jaar, Land bij nationaliteit, Aantal AMV;2017;;Alleenstaande minderjarige vreemdelingen;Armenia;0
11;Jaar, Land bij nationaliteit, Aantal AMV;2017;;Alleenstaande minderjarige vreemdelingen;Belarus;0
11;Jaar, Land bij nationaliteit, Aantal AMV;2017;;Alleenstaande minderjarige vreemdelingen;Burkina Faso;0
11;Jaar, Land bij nationaliteit, Aantal AMV;2017;;Alleenstaande minderjarige vreemdelingen;Burundi;0
11;Jaar, Land bij nationaliteit, Aantal AMV;2017;;Alleenstaande minderjarige vreemdelingen;Cameroon;10
11;Jaar, Land bij nationaliteit, Aantal AMV;2017;;Alleenstaande minderjarige vreemdelingen;Chad;10
11;Jaar, Land bij nationaliteit, Aantal AMV;2017;;Alleenstaande minderjarige vreemdelingen;China (including Hong Kong);10
11;Jaar, Land bij nationaliteit, Aantal AMV;2017;;Alleenstaande minderjarige vreemdelingen;Congo, the Democratic Republic of the;0
11;Jaar, Land bij nationaliteit, Aantal AMV;2017;;Alleenstaande minderjarige vreemdelingen;Congo, the Republic of the;10
11;Jaar, Land bij nationaliteit, Aantal AMV;2017;;Alleenstaande minderjarige vreemdelingen;Cote d'Ivoire;10
11;Jaar, Land bij nationaliteit, Aantal AMV;2017;;Alleenstaande minderjarige vreemdelingen;Cuba;0
11;Jaar, Land bij nationaliteit, Aantal AMV;2017;;Alleenstaande minderjarige vreemdelingen;Egypt;0
11;Jaar, Land bij nationaliteit, Aantal AMV;2017;;Alleenstaande minderjarige vreemdelingen;Eritrea;480
11;Jaar, Land bij nationaliteit, Aantal AMV;2017;;Alleenstaande minderjarige vreemdelingen;Ethiopia;10
11;Jaar, Land bij nationaliteit, Aantal AMV;2017;;Alleenstaande minderjarige vreemdelingen;Gabon;0
11;Jaar, Land bij nationaliteit, Aantal AMV;2017;;Alleenstaande minderjarige vreemdelingen;Gambia;20
11;Jaar, Land bij nationaliteit, Aantal AMV;2017;;Alleenstaande minderjarige vreemdelingen;Ghana;0
11;Jaar, Land bij nationaliteit, Aantal AMV;2017;;Alleenstaande minderjarige vreemdelingen;Guinea;50
11;Jaar, Land bij nationaliteit, Aantal AMV;2017;;Alleenstaande minderjarige vreemdelingen;Guinea-Bissau;0
11;Jaar, Land bij nationaliteit, Aantal AMV;2017;;Alleenstaande minderjarige vreemdelingen;Honduras;0
11;Jaar, Land bij nationaliteit, Aantal AMV;2017;;Alleenstaande minderjarige vreemdelingen;India;0
11;Jaar, Land bij nationaliteit, Aantal AMV;2017;;Alleenstaande minderjarige vreemdelingen;Iran (Islamic Republic of);10
11;Jaar, Land bij nationaliteit, Aantal AMV;2017;;Alleenstaande minderjarige vreemdelingen;Iraq;20
11;Jaar, Land bij nationaliteit, Aantal AMV;2017;;Alleenstaande minderjarige vreemdelingen;Lebanon;0
11;Jaar, Land bij nationaliteit, Aantal AMV;2017;;Alleenstaande minderjarige vreemdelingen;Liberia;0
11;Jaar, Land bij nationaliteit, Aantal AMV;2017;;Alleenstaande minderjarige vreemdelingen;Libyan Arab Jamahiriya;20
11;Jaar, Land bij nationaliteit, Aantal AMV;2017;;Alleenstaande minderjarige vreemdelingen;Mali;10
11;Jaar, Land bij nationaliteit, Aantal AMV;2017;;Alleenstaande minderjarige vreemdelingen;Morocco;70
11;Jaar, Land bij nationaliteit, Aantal AMV;2017;;Alleenstaande minderjarige vreemdelingen;Myanmar;0
11;Jaar, Land bij nationaliteit, Aantal AMV;2017;;Alleenstaande minderjarige vreemdelingen;Niger;0
11;Jaar, Land bij nationaliteit, Aantal AMV;2017;;Alleenstaande minderjarige vreemdelingen;Nigeria;10
11;Jaar, Land bij nationaliteit, Aantal AMV;2017;;Alleenstaande minderjarige vreemdelingen;Pakistan;0
11;Jaar, Land bij nationaliteit, Aantal AMV;2017;;Alleenstaande minderjarige vreemdelingen;Russian Federation;0
11;Jaar, Land bij nationaliteit, Aantal AMV;2017;;Alleenstaande minderjarige vreemdelingen;Senegal;0
11;Jaar, Land bij nationaliteit, Aantal AMV;2017;;Alleenstaande minderjarige vreemdelingen;Sierra Leone;10
11;Jaar, Land bij nationaliteit, Aantal AMV;2017;;Alleenstaande minderjarige vreemdelingen;Somalia;20
11;Jaar, Land bij nationaliteit, Aantal AMV;2017;;Alleenstaande minderjarige vreemdelingen;Sri Lanka;0
11;Jaar, Land bij nationaliteit, Aantal AMV;2017;;Alleenstaande minderjarige vreemdelingen;Stateless;0
11;Jaar, Land bij nationaliteit, Aantal AMV;2017;;Alleenstaande minderjarige vreemdelingen;Sudan;60
11;Jaar, Land bij nationaliteit, Aantal AMV;2017;;Alleenstaande minderjarige vreemdelingen;Syrian Arab Republic;140
11;Jaar, Land bij nationaliteit, Aantal AMV;2017;;Alleenstaande minderjarige vreemdelingen;Tanzania, United Republic of;0
