FID,ID,NUMMER,DD_BIJGEWERKT,DD_BRONBESTAND,GEOMETRIE
MOB_AUTOMATEN.483,483,6294,2023-02-02,2022-05-02,POINT (183251.259230951 426093.599866517)
MOB_AUTOMATEN.484,484,6295,2023-02-02,2022-05-02,POINT (183049.34890101 425977.267958479)
MOB_AUTOMATEN.485,485,6296,2023-02-02,2022-05-02,POINT (187578.092302218 429149.842060698)
MOB_AUTOMATEN.486,486,6297,2023-02-02,2022-05-02,POINT (188313.282311203 429032.664677356)
MOB_AUTOMATEN.487,487,6299,2023-02-02,2022-05-02,POINT (187380.197386446 427957.092617449)
MOB_AUTOMATEN.488,488,6300,2023-02-02,2022-05-02,POINT (187789.022877507 429150.228433389)
MOB_AUTOMATEN.489,489,6301,2023-02-02,2022-05-02,POINT (187777.905096673 428542.254539565)
MOB_AUTOMATEN.490,490,6302,2023-02-02,2022-05-02,POINT (188014.833952531 428162.20973124)
MOB_AUTOMATEN.491,491,6304,2023-02-02,2022-05-02,POINT (186485.56459576 429565.921940238)
MOB_AUTOMATEN.492,492,6305,2023-02-02,2022-05-02,POINT (186537.270370408 428493.891945333)
MOB_AUTOMATEN.493,493,6306,2023-02-02,2022-05-02,POINT (186640.149226835 428481.271966198)
MOB_AUTOMATEN.494,494,6307,2023-02-02,2022-05-02,POINT (186713.32256027 428448.762744472)
MOB_AUTOMATEN.495,495,6308,2023-02-02,2022-05-02,POINT (186680.632995061 428390.652565695)
MOB_AUTOMATEN.496,496,6309,2023-02-02,2022-05-02,POINT (186621.799454423 428386.66154694)
MOB_AUTOMATEN.497,497,6310,2023-02-02,2022-05-02,POINT (186766.325312402 428355.005885187)
MOB_AUTOMATEN.498,498,6311,2023-02-02,2022-05-02,POINT (186538.673987009 428335.069112589)
MOB_AUTOMATEN.499,499,6312,2023-02-02,2022-05-02,POINT (186620.436467921 428283.310166011)
MOB_AUTOMATEN.500,500,6313,2023-02-02,2022-05-02,POINT (186847.475415325 428273.088241403)
MOB_AUTOMATEN.501,501,6314,2023-02-02,2022-05-02,POINT (186723.309082406 428208.764838226)
MOB_AUTOMATEN.502,502,6315,2023-02-02,2022-05-02,POINT (186568.708424605 428175.215387391)
MOB_AUTOMATEN.503,503,6316,2023-02-02,2022-05-02,POINT (186631.320881873 428091.968045881)
MOB_AUTOMATEN.504,504,6317,2023-02-02,2022-05-02,POINT (186772.101887068 428079.991451967)
MOB_AUTOMATEN.505,505,6318,2023-02-02,2022-05-02,POINT (186674.655117182 427997.338176848)
MOB_AUTOMATEN.506,506,6319,2023-02-02,2022-05-02,POINT (186758.478573342 427939.558812613)
MOB_AUTOMATEN.507,507,6320,2023-02-02,2022-05-02,POINT (186491.625057201 428380.211298967)
MOB_AUTOMATEN.508,508,6321,2023-02-02,2022-05-02,POINT (187662.752369077 430511.036879794)
MOB_AUTOMATEN.509,509,6322,2023-02-02,2022-05-02,POINT (187787.541612393 430426.588233713)
MOB_AUTOMATEN.510,510,6323,2023-02-02,2022-05-02,POINT (187733.770673683 430282.987896419)
MOB_AUTOMATEN.511,511,6324,2023-02-02,2022-05-02,POINT (187949.960455209 430167.304071288)
MOB_AUTOMATEN.512,512,6325,2023-02-02,2022-05-02,POINT (187653.939271244 429940.24560751)
MOB_AUTOMATEN.513,513,6326,2023-02-02,2022-05-02,POINT (188010.655389052 429606.027390793)
MOB_AUTOMATEN.514,514,6327,2023-02-02,2022-05-02,POINT (186905.921978908 429339.340204033)
MOB_AUTOMATEN.515,515,6328,2023-02-02,2022-05-02,POINT (186851.420033416 429259.962694436)
MOB_AUTOMATEN.516,516,6329,2023-02-02,2022-05-02,POINT (186205.340375825 429806.120251724)
MOB_AUTOMATEN.517,517,6330,2023-02-02,2022-05-02,POINT (186339.438385816 429645.824414757)
MOB_AUTOMATEN.518,518,6331,2023-02-02,2022-05-02,POINT (186406.518916909 429616.384909722)
MOB_AUTOMATEN.519,519,6332,2023-02-02,2022-05-02,POINT (186337.076063431 429513.694169009)
MOB_AUTOMATEN.520,520,6333,2023-02-02,2022-05-02,POINT (186466.856760425 429435.768529032)
MOB_AUTOMATEN.521,521,6334,2023-02-02,2022-05-02,POINT (186666.20874367 429403.834707998)
MOB_AUTOMATEN.522,522,6335,2023-02-02,2022-05-02,POINT (186476.050090611 429357.705054749)
MOB_AUTOMATEN.523,523,6336,2023-02-02,2022-05-02,POINT (186689.379391167 429339.210930018)
MOB_AUTOMATEN.524,524,6337,2023-02-02,2022-05-02,POINT (186592.45869212 429331.157889334)
MOB_AUTOMATEN.525,525,6338,2023-02-02,2022-05-02,POINT (186527.644919463 429258.826465843)
MOB_AUTOMATEN.526,526,6339,2023-02-02,2022-05-02,POINT (186617.585757159 429191.190451198)
MOB_AUTOMATEN.527,527,6340,2023-02-02,2022-05-02,POINT (186713.368056485 429183.116021541)
MOB_AUTOMATEN.528,528,6341,2023-02-02,2022-05-02,POINT (186510.418729814 429131.610770853)
MOB_AUTOMATEN.529,529,6342,2023-02-02,2022-05-02,POINT (186827.543952465 429117.49648825)
MOB_AUTOMATEN.530,530,6343,2023-02-02,2022-05-02,POINT (186669.271383285 429078.669495479)
MOB_AUTOMATEN.531,531,6344,2023-02-02,2022-05-02,POINT (186609.589361517 429076.177561613)
MOB_AUTOMATEN.532,532,6345,2023-02-02,2022-05-02,POINT (186474.550413349 429036.983160386)
MOB_AUTOMATEN.533,533,6346,2023-02-02,2022-05-02,POINT (186710.849334798 428962.524838735)
MOB_AUTOMATEN.534,534,6347,2023-02-02,2022-05-02,POINT (186478.673011412 429556.780566205)
MOB_AUTOMATEN.222,222,6013,2023-02-02,2022-05-02,POINT (186732.545433731 428593.990532725)
MOB_AUTOMATEN.223,223,6014,2023-02-02,2022-05-02,POINT (186805.267798583 428551.88473205)
MOB_AUTOMATEN.224,224,6016,2023-02-02,2022-05-02,POINT (187621.215430828 428362.843518352)
MOB_AUTOMATEN.225,225,6017,2023-02-02,2022-05-02,POINT (187587.068018919 428756.886035426)
MOB_AUTOMATEN.226,226,6018,2023-02-02,2022-05-02,POINT (187270.814858272 428655.374911443)
MOB_AUTOMATEN.227,227,6019,2023-02-02,2022-05-02,POINT (187237.211742195 428590.830507479)
MOB_AUTOMATEN.228,228,6020,2023-02-02,2022-05-02,POINT (188196.219842177 428526.863445854)
MOB_AUTOMATEN.229,229,6021,2023-02-02,2022-05-02,POINT (188147.376488915 428525.12557335)
MOB_AUTOMATEN.230,230,6022,2023-02-02,2022-05-02,POINT (188154.330113045 428578.872859902)
MOB_AUTOMATEN.231,231,6023,2023-02-02,2022-05-02,POINT (188186.417881711 428706.691231427)
MOB_AUTOMATEN.232,232,6024,2023-02-02,2022-05-02,POINT (188020.606948909 428478.157446802)
MOB_AUTOMATEN.233,233,6025,2023-02-02,2022-05-02,POINT (187668.539406094 428377.3267027)
MOB_AUTOMATEN.234,234,6026,2023-02-02,2022-05-02,POINT (187817.275554074 428392.623810874)
MOB_AUTOMATEN.235,235,6027,2023-02-02,2022-05-02,POINT (188007.714607184 428359.600493917)
MOB_AUTOMATEN.236,236,6028,2023-02-02,2022-05-02,POINT (187934.953991711 428191.288774893)
MOB_AUTOMATEN.237,237,6029,2023-02-02,2022-05-02,POINT (188355.402365538 428473.273116604)
MOB_AUTOMATEN.238,238,6030,2023-02-02,2022-05-02,POINT (187610.582052158 427991.363466812)
MOB_AUTOMATEN.239,239,6031,2023-02-02,2022-05-02,POINT (187822.810364919 427990.660433927)
MOB_AUTOMATEN.240,240,6032,2023-02-02,2022-05-02,POINT (183664.067976888 426400.298176625)
MOB_AUTOMATEN.241,241,6033,2023-02-02,2022-05-02,POINT (186878.62799242 428494.64931405)
MOB_AUTOMATEN.242,242,6034,2023-02-02,2022-05-02,POINT (189302.784186319 428071.233151406)
MOB_AUTOMATEN.243,243,6036,2023-02-02,2022-05-02,POINT (188385.211232933 428059.140720794)
MOB_AUTOMATEN.244,244,6038,2023-02-02,2022-05-02,POINT (187968.122675145 427679.575085384)
MOB_AUTOMATEN.245,245,6039,2023-02-02,2022-05-02,POINT (188191.023958351 428002.098155854)
MOB_AUTOMATEN.246,246,6040,2023-02-02,2022-05-02,POINT (187532.971978153 428199.870516547)
MOB_AUTOMATEN.247,247,6041,2023-02-02,2022-05-02,POINT (187691.29463214 428239.39513881)
MOB_AUTOMATEN.248,248,6042,2023-02-02,2022-05-02,POINT (188092.364913256 428191.487786213)
MOB_AUTOMATEN.249,249,6043,2023-02-02,2022-05-02,POINT (188156.107866958 427872.69780229)
MOB_AUTOMATEN.250,250,6044,2023-02-02,2022-05-02,POINT (187722.132676653 427507.087118136)
MOB_AUTOMATEN.251,251,6045,2023-02-02,2022-05-02,POINT (187822.989648281 427649.913848728)
MOB_AUTOMATEN.252,252,6046,2023-02-02,2022-05-02,POINT (188165.56885859 429032.105259853)
MOB_AUTOMATEN.253,253,6047,2023-02-02,2022-05-02,POINT (188094.681201147 428194.645135825)
MOB_AUTOMATEN.254,254,6048,2023-02-02,2022-05-02,POINT (188438.035681884 428182.060825051)
MOB_AUTOMATEN.255,255,6049,2023-02-02,2022-05-02,POINT (188054.892592345 429006.891593511)
MOB_AUTOMATEN.256,256,6050,2023-02-02,2022-05-02,POINT (187681.383451372 429142.615865642)
MOB_AUTOMATEN.257,257,6051,2023-02-02,2022-05-02,POINT (186973.970094007 428570.313086134)
MOB_AUTOMATEN.258,258,6052,2023-02-02,2022-05-02,POINT (187351.943901681 429023.809501316)
MOB_AUTOMATEN.259,259,6053,2023-02-02,2022-05-02,POINT (188016.402722993 428162.848425431)
MOB_AUTOMATEN.260,260,6054,2023-02-02,2022-05-02,POINT (188013.73502642 428161.795389298)
MOB_AUTOMATEN.261,261,6055,2023-02-02,2022-05-02,POINT (188415.942657673 428123.61805433)
MOB_AUTOMATEN.262,262,6056,2023-02-02,2022-05-02,POINT (183354.973389919 426338.81921786)
MOB_AUTOMATEN.263,263,6057,2023-02-02,2022-05-02,POINT (183434.879462293 426353.683710239)
MOB_AUTOMATEN.264,264,6058,2023-02-02,2022-05-02,POINT (183528.690574483 426369.741688966)
MOB_AUTOMATEN.265,265,6059,2023-02-02,2022-05-02,POINT (189204.94656439 428273.531396171)
MOB_AUTOMATEN.266,266,6060,2023-02-02,2022-05-02,POINT (186825.97710687 428644.264429737)
MOB_AUTOMATEN.267,267,6061,2023-02-02,2022-05-02,POINT (186859.413559103 428719.494490958)
MOB_AUTOMATEN.268,268,6062,2023-02-02,2022-05-02,POINT (188735.489398685 427980.600833737)
MOB_AUTOMATEN.269,269,6063,2023-02-02,2022-05-02,POINT (186996.143471664 428652.363306221)
MOB_AUTOMATEN.270,270,6064,2023-02-02,2022-05-02,POINT (188380.349842327 429092.772930398)
MOB_AUTOMATEN.271,271,6065,2023-02-02,2022-05-02,POINT (187826.176475262 428150.107007548)
MOB_AUTOMATEN.272,272,6066,2023-02-02,2022-05-02,POINT (187976.428669919 427961.412894876)
MOB_AUTOMATEN.273,273,6067,2023-02-02,2022-05-02,POINT (187952.601627854 428093.286976462)
MOB_AUTOMATEN.274,274,6068,2023-02-02,2022-05-02,POINT (187905.979374731 428271.164590823)
MOB_AUTOMATEN.275,275,6069,2023-02-02,2022-05-02,POINT (188244.977510183 428315.19453956)
MOB_AUTOMATEN.276,276,6070,2023-02-02,2022-05-02,POINT (188518.534692198 428498.634576521)
MOB_AUTOMATEN.277,277,6071,2023-02-02,2022-05-02,POINT (188262.552176837 428415.330248695)
MOB_AUTOMATEN.278,278,6072,2023-02-02,2022-05-02,POINT (188611.222304707 428556.350785289)
MOB_AUTOMATEN.279,279,6073,2023-02-02,2022-05-02,POINT (188594.776178191 428414.862329096)
MOB_AUTOMATEN.280,280,6074,2023-02-02,2022-05-02,POINT (188407.164464677 428271.81513816)
MOB_AUTOMATEN.281,281,6075,2023-02-02,2022-05-02,POINT (188319.852775396 428232.06906155)
MOB_AUTOMATEN.282,282,6076,2023-02-02,2022-05-02,POINT (188314.319989687 428122.536634858)
MOB_AUTOMATEN.283,283,6077,2023-02-02,2022-05-02,POINT (188243.205494675 428187.581956702)
MOB_AUTOMATEN.284,284,6078,2023-02-02,2022-05-02,POINT (188423.545165811 428394.57758852)
MOB_AUTOMATEN.285,285,6079,2023-02-02,2022-05-02,POINT (188656.03980458 428263.129212546)
MOB_AUTOMATEN.286,286,6080,2023-02-02,2022-05-02,POINT (188155.618616398 428057.395043202)
MOB_AUTOMATEN.287,287,6081,2023-02-02,2022-05-02,POINT (188649.951343451 428352.495167393)
MOB_AUTOMATEN.288,288,6082,2023-02-02,2022-05-02,POINT (188791.143451146 428519.447096442)
MOB_AUTOMATEN.289,289,6083,2023-02-02,2022-05-02,POINT (188488.417380767 428229.521644955)
MOB_AUTOMATEN.290,290,6085,2023-02-02,2022-05-02,POINT (187219.906992958 428222.504938205)
MOB_AUTOMATEN.291,291,6086,2023-02-02,2022-05-02,POINT (187267.39922092 428191.512900447)
MOB_AUTOMATEN.292,292,6087,2023-02-02,2022-05-02,POINT (187153.521419866 428080.72601152)
MOB_AUTOMATEN.293,293,6088,2023-02-02,2022-05-02,POINT (187115.027970266 427998.703072307)
MOB_AUTOMATEN.294,294,6089,2023-02-02,2022-05-02,POINT (187051.455801715 427981.213699989)
MOB_AUTOMATEN.295,295,6090,2023-02-02,2022-05-02,POINT (187265.270246933 428076.666664656)
MOB_AUTOMATEN.296,296,6091,2023-02-02,2022-05-02,POINT (187269.436500054 428065.810676564)
MOB_AUTOMATEN.297,297,6092,2023-02-02,2022-05-02,POINT (187430.929775003 428195.777233303)
MOB_AUTOMATEN.298,298,6093,2023-02-02,2022-05-02,POINT (187437.390097719 428179.899504741)
MOB_AUTOMATEN.299,299,6094,2023-02-02,2022-05-02,POINT (187310.072423169 427901.638955958)
MOB_AUTOMATEN.300,300,6095,2023-02-02,2022-05-02,POINT (187593.954611959 428154.237629491)
MOB_AUTOMATEN.301,301,6096,2023-02-02,2022-05-02,POINT (187576.925415159 427833.197466419)
MOB_AUTOMATEN.302,302,6097,2023-02-02,2022-05-02,POINT (187562.187250379 428092.837648251)
MOB_AUTOMATEN.303,303,6098,2023-02-02,2022-05-02,POINT (188799.207009957 428113.720788628)
MOB_AUTOMATEN.304,304,6099,2023-02-02,2022-05-02,POINT (187370.483117977 428041.382310695)
MOB_AUTOMATEN.305,305,6100,2023-02-02,2022-05-02,POINT (187415.597310495 428099.695530215)
MOB_AUTOMATEN.306,306,6101,2023-02-02,2022-05-02,POINT (187545.064342899 427972.313816919)
MOB_AUTOMATEN.307,307,6102,2023-02-02,2022-05-02,POINT (187433.734902175 427928.464092618)
MOB_AUTOMATEN.308,308,6103,2023-02-02,2022-05-02,POINT (187388.980693304 427840.230274184)
MOB_AUTOMATEN.309,309,6104,2023-02-02,2022-05-02,POINT (187471.549220143 427889.329980996)
MOB_AUTOMATEN.310,310,6105,2023-02-02,2022-05-02,POINT (187562.167127348 427900.470908567)
MOB_AUTOMATEN.311,311,6106,2023-02-02,2022-05-02,POINT (187240.382322156 427930.351102887)
MOB_AUTOMATEN.312,312,6107,2023-02-02,2022-05-02,POINT (187458.51359967 427996.811065083)
MOB_AUTOMATEN.313,313,6108,2023-02-02,2022-05-02,POINT (187249.786005312 427984.654933661)
MOB_AUTOMATEN.314,314,6109,2023-02-02,2022-05-02,POINT (187609.445749725 428373.323836238)
MOB_AUTOMATEN.315,315,6110,2023-02-02,2022-05-02,POINT (187624.713751168 428603.364463424)
MOB_AUTOMATEN.316,316,6111,2023-02-02,2022-05-02,POINT (187599.229088825 428765.275675165)
MOB_AUTOMATEN.317,317,6112,2023-02-02,2022-05-02,POINT (187536.004837777 428497.493216523)
MOB_AUTOMATEN.318,318,6113,2023-02-02,2022-05-02,POINT (187910.915621533 427756.666728675)
MOB_AUTOMATEN.319,319,6114,2023-02-02,2022-05-02,POINT (187305.730482805 428824.01097204)
MOB_AUTOMATEN.320,320,6115,2023-02-02,2022-05-02,POINT (187353.079681253 428596.925761659)
MOB_AUTOMATEN.321,321,6116,2023-02-02,2022-05-02,POINT (187272.68463362 428684.39473403)
MOB_AUTOMATEN.322,322,6117,2023-02-02,2022-05-02,POINT (187193.327805921 428725.749957701)
MOB_AUTOMATEN.323,323,6118,2023-02-02,2022-05-02,POINT (187855.24357502 427857.400252544)
MOB_AUTOMATEN.324,324,6120,2023-02-02,2022-05-02,POINT (187150.974965515 428295.037159334)
MOB_AUTOMATEN.325,325,6121,2023-02-02,2022-05-02,POINT (188385.184160058 428672.069175738)
MOB_AUTOMATEN.326,326,6122,2023-02-02,2022-05-02,POINT (188286.215866593 428649.749504094)
MOB_AUTOMATEN.327,327,6123,2023-02-02,2022-05-02,POINT (188341.493286869 428616.587644757)
MOB_AUTOMATEN.328,328,6124,2023-02-02,2022-05-02,POINT (188162.170674245 428628.048676197)
MOB_AUTOMATEN.329,329,6125,2023-02-02,2022-05-02,POINT (188395.130053128 428553.279799635)
MOB_AUTOMATEN.330,330,6126,2023-02-02,2022-05-02,POINT (187705.91392494 428000.919016346)
MOB_AUTOMATEN.331,331,6127,2023-02-02,2022-05-02,POINT (187991.173343961 428509.364500192)
MOB_AUTOMATEN.332,332,6128,2023-02-02,2022-05-02,POINT (188091.975774859 428488.466261864)
MOB_AUTOMATEN.333,333,6129,2023-02-02,2022-05-02,POINT (188015.55617453 428454.16803747)
MOB_AUTOMATEN.334,334,6130,2023-02-02,2022-05-02,POINT (188126.791650641 428359.723724233)
MOB_AUTOMATEN.335,335,6131,2023-02-02,2022-05-02,POINT (187729.293676712 428369.209312504)
MOB_AUTOMATEN.336,336,6132,2023-02-02,2022-05-02,POINT (187944.104534318 428442.6096492)
MOB_AUTOMATEN.337,337,6133,2023-02-02,2022-05-02,POINT (187770.447520562 429112.382129704)
MOB_AUTOMATEN.338,338,6134,2023-02-02,2022-05-02,POINT (187549.671196468 427543.841283538)
MOB_AUTOMATEN.339,339,6135,2023-02-02,2022-05-02,POINT (187600.120010639 427986.14211517)
MOB_AUTOMATEN.340,340,6136,2023-02-02,2022-05-02,POINT (188884.939671559 428053.723422072)
MOB_AUTOMATEN.341,341,6137,2023-02-02,2022-05-02,POINT (186775.888098344 428446.964376046)
MOB_AUTOMATEN.342,342,6138,2023-02-02,2022-05-02,POINT (188021.706923718 428260.449820327)
MOB_AUTOMATEN.343,343,6139,2023-02-02,2022-05-02,POINT (186865.995337335 427625.733442379)
MOB_AUTOMATEN.344,344,6140,2023-02-02,2022-05-02,POINT (186863.845974626 427639.477491925)
MOB_AUTOMATEN.345,345,6141,2023-02-02,2022-05-02,POINT (183692.258149504 426376.776162789)
MOB_AUTOMATEN.346,346,6142,2023-02-02,2022-05-02,POINT (183118.369853792 426376.11782154)
MOB_AUTOMATEN.347,347,6143,2023-02-02,2022-05-02,POINT (188709.289025891 427911.337915664)
MOB_AUTOMATEN.348,348,6144,2023-02-02,2022-05-02,POINT (187423.065368997 426570.532572685)
MOB_AUTOMATEN.349,349,6145,2023-02-02,2022-05-02,POINT (187244.46917008 428418.721681053)
MOB_AUTOMATEN.350,350,6147,2023-02-02,2022-05-02,POINT (187682.398233352 427842.739399295)
MOB_AUTOMATEN.351,351,6148,2023-02-02,2022-05-02,POINT (187755.07035849 427738.852628507)
MOB_AUTOMATEN.352,352,6149,2023-02-02,2022-05-02,POINT (187484.691197107 427058.537178236)
MOB_AUTOMATEN.353,353,6150,2023-02-02,2022-05-02,POINT (187530.433394063 427405.985660828)
MOB_AUTOMATEN.354,354,6151,2023-02-02,2022-05-02,POINT (187680.659985517 428092.624706325)
MOB_AUTOMATEN.355,355,6152,2023-02-02,2022-05-02,POINT (187755.128405933 428060.959375892)
MOB_AUTOMATEN.356,356,6153,2023-02-02,2022-05-02,POINT (187891.633998108 427950.430691476)
MOB_AUTOMATEN.357,357,6154,2023-02-02,2022-05-02,POINT (183395.374123982 425956.025444833)
MOB_AUTOMATEN.358,358,6156,2023-02-02,2022-05-02,POINT (183521.572956751 426212.747823397)
MOB_AUTOMATEN.359,359,6157,2023-02-02,2022-05-02,POINT (183488.767404611 425924.615813315)
MOB_AUTOMATEN.360,360,6158,2023-02-02,2022-05-02,POINT (183430.333385131 425843.519875131)
MOB_AUTOMATEN.361,361,6159,2023-02-02,2022-05-02,POINT (183334.784611051 425881.008416499)
MOB_AUTOMATEN.362,362,6160,2023-02-02,2022-05-02,POINT (183243.517082921 425931.142489068)
MOB_AUTOMATEN.363,363,6161,2023-02-02,2022-05-02,POINT (187985.41246447 427521.13970947)
MOB_AUTOMATEN.364,364,6162,2023-02-02,2022-05-02,POINT (188039.420470124 427418.20453954)
MOB_AUTOMATEN.365,365,6163,2023-02-02,2022-05-02,POINT (188510.292410336 428152.174783073)
MOB_AUTOMATEN.366,366,6164,2023-02-02,2022-05-02,POINT (188601.46110508 428123.790122425)
MOB_AUTOMATEN.367,367,6165,2023-02-02,2022-05-02,POINT (188775.982269944 428376.136016554)
MOB_AUTOMATEN.368,368,6166,2023-02-02,2022-05-02,POINT (188335.431556365 427988.036146423)
MOB_AUTOMATEN.369,369,6167,2023-02-02,2022-05-02,POINT (188363.230497689 427907.635410116)
MOB_AUTOMATEN.370,370,6168,2023-02-02,2022-05-02,POINT (188467.744339288 428041.4588032)
MOB_AUTOMATEN.371,371,6169,2023-02-02,2022-05-02,POINT (188224.955690511 427916.123375496)
MOB_AUTOMATEN.372,372,6170,2023-02-02,2022-05-02,POINT (188054.292561737 428010.179382584)
MOB_AUTOMATEN.373,373,6171,2023-02-02,2022-05-02,POINT (188213.279192317 427721.806466758)
MOB_AUTOMATEN.374,374,6172,2023-02-02,2022-05-02,POINT (188174.088630512 427664.616741133)
MOB_AUTOMATEN.375,375,6173,2023-02-02,2022-05-02,POINT (188106.043107752 427691.556418899)
MOB_AUTOMATEN.376,376,6174,2023-02-02,2022-05-02,POINT (188228.926339577 427723.087210741)
MOB_AUTOMATEN.377,377,6175,2023-02-02,2022-05-02,POINT (187987.695296877 427829.990178879)
MOB_AUTOMATEN.378,378,6176,2023-02-02,2022-05-02,POINT (188036.419846676 427867.859360799)
MOB_AUTOMATEN.379,379,6177,2023-02-02,2022-05-02,POINT (187843.453149693 427506.639012899)
MOB_AUTOMATEN.380,380,6178,2023-02-02,2022-05-02,POINT (188004.599327424 427838.719423272)
MOB_AUTOMATEN.381,381,6180,2023-02-02,2022-05-02,POINT (188637.741045432 427757.905155337)
MOB_AUTOMATEN.382,382,6181,2023-02-02,2022-05-02,POINT (188571.237130391 427729.754969238)
MOB_AUTOMATEN.383,383,6182,2023-02-02,2022-05-02,POINT (188537.146031663 427605.780135969)
MOB_AUTOMATEN.384,384,6183,2023-02-02,2022-05-02,POINT (188638.493271016 427622.772398655)
MOB_AUTOMATEN.385,385,6184,2023-02-02,2022-05-02,POINT (188450.955890106 427553.010346428)
MOB_AUTOMATEN.386,386,6185,2023-02-02,2022-05-02,POINT (188306.72661588 427563.737452072)
MOB_AUTOMATEN.387,387,6186,2023-02-02,2022-05-02,POINT (188344.971124631 427506.485106106)
MOB_AUTOMATEN.388,388,6187,2023-02-02,2022-05-02,POINT (187245.202732494 426313.049524707)
MOB_AUTOMATEN.389,389,6188,2023-02-02,2022-05-02,POINT (187253.241313189 426038.672350933)
MOB_AUTOMATEN.390,390,6189,2023-02-02,2022-05-02,POINT (187222.27320073 425812.31738474)
MOB_AUTOMATEN.391,391,6190,2023-02-02,2022-05-02,POINT (187127.791241876 425938.175606671)
MOB_AUTOMATEN.392,392,6191,2023-02-02,2022-05-02,POINT (187584.960147981 427796.475223581)
MOB_AUTOMATEN.393,393,6195,2023-02-02,2022-05-02,POINT (187172.765346933 428976.164088118)
MOB_AUTOMATEN.394,394,6196,2023-02-02,2022-05-02,POINT (188342.628307807 427434.933343532)
MOB_AUTOMATEN.395,395,6196,2023-02-02,2022-05-02,POINT (187143.235547288 428914.722767734)
MOB_AUTOMATEN.396,396,6197,2023-02-02,2022-05-02,POINT (187142.235131613 428907.561821224)
MOB_AUTOMATEN.397,397,6198,2023-02-02,2022-05-02,POINT (187135.2332176 428910.547874138)
MOB_AUTOMATEN.398,398,6199,2023-02-02,2022-05-02,POINT (187165.990939085 428979.254311492)
MOB_AUTOMATEN.399,399,6201,2023-02-02,2022-05-02,POINT (188575.102289318 428885.66785899)
MOB_AUTOMATEN.400,400,6203,2023-02-02,2022-05-02,POINT (188744.106092295 428736.517581118)
MOB_AUTOMATEN.401,401,6204,2023-02-02,2022-05-02,POINT (187526.762817061 427458.142850641)
MOB_AUTOMATEN.402,402,6205,2023-02-02,2022-05-02,POINT (187467.552490506 427524.31896389)
MOB_AUTOMATEN.403,403,6206,2023-02-02,2022-05-02,POINT (187407.801211296 427472.098646999)
MOB_AUTOMATEN.404,404,6207,2023-02-02,2022-05-02,POINT (187553.164936181 427645.410497658)
MOB_AUTOMATEN.405,405,6208,2023-02-02,2022-05-02,POINT (187345.950900608 427544.490160959)
MOB_AUTOMATEN.406,406,6209,2023-02-02,2022-05-02,POINT (187429.71558557 427682.755835959)
MOB_AUTOMATEN.407,407,6210,2023-02-02,2022-05-02,POINT (187337.945131839 427616.553382701)
MOB_AUTOMATEN.408,408,6211,2023-02-02,2022-05-02,POINT (187359.457000818 427776.062634309)
MOB_AUTOMATEN.409,409,6212,2023-02-02,2022-05-02,POINT (187275.475233898 427709.426683067)
MOB_AUTOMATEN.410,410,6213,2023-02-02,2022-05-02,POINT (187153.888083297 427630.984287348)
MOB_AUTOMATEN.411,411,6215,2023-02-02,2022-05-02,POINT (187288.888019995 427844.349575325)
MOB_AUTOMATEN.412,412,6216,2023-02-02,2022-05-02,POINT (187049.905857165 427787.636615825)
