Referentiecode RDW,Publicatiedatum RDW,Meldende producent/distributeur,Referentiecode producent,Omschrijving defect,Categorie defect,Materiële gevolgen,Beschrijving van het herstel,Meer informatie op internet,Meer informatie via telefoonnummer,Opmerkingen RDW,Datum aankondiging producent,Datum melding bij RDW,Risicobeoordeling RDW,Datum informeren eigenaar,Datum eigenaren geïnformeerd,Totaal aantal voertuigen terugroepactie,Nationaal opgegeven aantal voertuigen terugroepactie,Publicatiedatum RDW_DT,Datum aankondiging producent_DT,Datum melding bij RDW_DT,Datum informeren eigenaar_DT,Datum eigenaren geïnformeerd_DT,API Terugroep_ actie_status,API Terugroep_actie_risico,API Terugroep_voertuig_merk_type,API Terugroep_infomeren_eigenaar
MGP170057,20170206,Mercedes-Benz Trucks Nederland B.V.,5490194,Door trillingen van een kabelbeugel aan de motor op het contactpunt van de plus- en massakabel kan tussen de motor en versnellingsbak schade aan de isolatie optreden.,Motorrijtuigen en aanhangwagens - elektrische installatie,Kortsluiting en oververhitting van elektrische componenten met mogelijk brand tot gevolg. Tijdens het rijden kan de aandrijving en/of het boordnet uitvallen. Vanuit stilstand zou het voertuig bij een niet aangetrokken handrem in beweging kunnen komen.,"De producent roept de betreffende voertuigen terug. Maatregelen worden genomen om het defect te verhelpen. De voertuigeigenaar wordt verzocht een afspraak te maken met een merkdealer. Deze zal een kabelbinder verwijderen, een extra steun voor fixatie van de massaleiding inbouwen en de ligging van de elektrische kabelboom controleren en zo nodig corrigeren.",Niet bekend,00800-97777777,Geen,20161213,20170130,ERN,20170227,20170227,41117,915,02/06/2017 12:00:00 AM,12/13/2016 12:00:00 AM,01/30/2017 12:00:00 AM,02/27/2017 12:00:00 AM,02/27/2017 12:00:00 AM,https://opendata.rdw.nl/resource/t49b-isb7.json,https://opendata.rdw.nl/resource/9ihi-jgpf.json,https://opendata.rdw.nl/resource/mu2x-mu5e.json,https://opendata.rdw.nl/resource/mh8w-8cup.json
MGP170058,20170206,Jaguar Land Rover Nederland B.V.,Q651,De verbindingsbout tussen de linker onderste wieldraagarm en fusee werd bij de montage te vast aangehaald.,"Motorrijtuigen en aanhangwagens - assen, wielen, velgen, banden",De bout kan breken. Het fusee met het wiel kan dan loskomen van de draagarm. Het voertuig wordt instabiel en de bestuurder kan de controle over het voertuig verliezen. Bestuurder kan vooraf een kloppend geluid vanaf de voorzijde van de auto waarnemen.,De producent roept de betreffende voertuigen terug. Maatregelen worden genomen om het defect te verhelpen. De voertuigeigenaar wordt verzocht een afspraak te maken met de merkdealer. Deze zal de bevestigingsbout en moer van de onderste wieldraagarm vervangen.,Niet bekend,Niet bekend,Geen,20170106,20170131,ERN,20170301,20170215,329,3,02/06/2017 12:00:00 AM,01/06/2017 12:00:00 AM,01/31/2017 12:00:00 AM,03/01/2017 12:00:00 AM,02/15/2017 12:00:00 AM,https://opendata.rdw.nl/resource/t49b-isb7.json,https://opendata.rdw.nl/resource/9ihi-jgpf.json,https://opendata.rdw.nl/resource/mu2x-mu5e.json,https://opendata.rdw.nl/resource/mh8w-8cup.json
MGP170059,20170207,Mercedes-Benz Nederland B.V. (Vans),5498854,Als gevolg van een fabricagefout kan de stuurkolombuis scheuren.,Motorrijtuigen en aanhangwagens - stuurinrichting,Indien bij een ongeval de stuurkolombuis scheurt kan er hierdoor letsel voor de bestuurder ontstaan.,De producent roept de betreffende voertuigen terug. Maatregelen worden genomen om het defect te verhelpen. De voertuigeigenaar wordt verzocht een afspraak te maken met een merkdealer. Deze zal de stuurkolombuis met elektrisch stuurhuis vervangen.,Niet bekend,00800-97777777,Geen,20170201,20170202,GEM,20170302,20170302,999,133,02/07/2017 12:00:00 AM,02/01/2017 12:00:00 AM,02/02/2017 12:00:00 AM,03/02/2017 12:00:00 AM,03/02/2017 12:00:00 AM,https://opendata.rdw.nl/resource/t49b-isb7.json,https://opendata.rdw.nl/resource/9ihi-jgpf.json,https://opendata.rdw.nl/resource/mu2x-mu5e.json,https://opendata.rdw.nl/resource/mh8w-8cup.json
MGP170062,20170307,BMW Nederland B.V.,0026330100,"De klinknagels, waarmee de twee helften van de flexibele koppeling in de cardanas aan elkaar zijn bevestigd, zijn onvoldoende sterk. Hierdoor kunnen de klinknagels breken en raken de twee helften van de flexibele koppeling los.","Motorrijtuigen en aanhangwagens - assen, wielen, velgen, banden",De aandrijving tussen versnellingsbak en achteras kan wegvallen. Hierdoor heeft het voertuig geen aandrijving meer.,De producent roept de betreffende voertuigen terug. Maatregelen worden genomen om het defect te verhelpen. De voertuigeigenaar wordt verzocht een afspraak te maken met een merkdealer. Deze zal de flexibele koppeling controleren en indien nodig vervangen.,Niet bekend,0800-0992234,Geen,20170202,20170306,GEM,20170228,20170328,75900,1097,03/07/2017 12:00:00 AM,02/02/2017 12:00:00 AM,03/06/2017 12:00:00 AM,02/28/2017 12:00:00 AM,03/28/2017 12:00:00 AM,https://opendata.rdw.nl/resource/t49b-isb7.json,https://opendata.rdw.nl/resource/9ihi-jgpf.json,https://opendata.rdw.nl/resource/mu2x-mu5e.json,https://opendata.rdw.nl/resource/mh8w-8cup.json
MGP170064,20170420,Maserati West Europe Benelux Office,307,De versnellingsbak wordt niet automatisch in de neutraalstand gezet als de bestuurder bij een erg lage voertuigsnelheid de gordel los maakt en de deur open doet.,Motorrijtuigen en aanhangwagens - reminrichting,Bij het uit het voertuig stappen  van de bestuurder onverwacht in beweging komen van het voertuig.,De producent roept de betreffende voertuigen terug. Maatregelen worden genomen om het defect te verhelpen. De eigenaar wordt voor het maken van een afspraak verzocht contact op te nemen met de merkdealer. Het slot van de bestuurdersportier wordt dan vervangen en er wordt aangepaste software geïnstalleerd.,Niet bekend,Niet bekend,Geen,20170126,20170420,GEM,20170222,20170601,4946,186,04/20/2017 12:00:00 AM,01/26/2017 12:00:00 AM,04/20/2017 12:00:00 AM,02/22/2017 12:00:00 AM,06/01/2017 12:00:00 AM,https://opendata.rdw.nl/resource/t49b-isb7.json,https://opendata.rdw.nl/resource/9ihi-jgpf.json,https://opendata.rdw.nl/resource/mu2x-mu5e.json,https://opendata.rdw.nl/resource/mh8w-8cup.json
MGP170065,20170530,BMW Nederland B.V.,0013690200,De tankontluchtingsslang kan vanwege een ongunstige plaatsing beschadigen. Bij doorschuren kan er brandstofdamp in het motorcompartiment komen.,"Motorrijtuigen - motor inclusief brandstof-, smeer- en koelsysteem",Ontstaan van brand.,"De producent roept de betreffende voertuigen terug. Maatregelen worden genomen om het defect te verhelpen. De voertuigeigenaar wordt verzocht een afspraak te maken met een merkdealer. De tankontluchtingsslang wordt dan op beschadiging gecontroleerd en verlegd. Is deze reeds beschadigd, dan wordt deze vervangen.",Niet bekend,0800-0992234,Geen,20170208,20170523,GEM,20170212,20170312,39200,868,05/30/2017 12:00:00 AM,02/08/2017 12:00:00 AM,05/23/2017 12:00:00 AM,02/12/2017 12:00:00 AM,03/12/2017 12:00:00 AM,https://opendata.rdw.nl/resource/t49b-isb7.json,https://opendata.rdw.nl/resource/9ihi-jgpf.json,https://opendata.rdw.nl/resource/mu2x-mu5e.json,https://opendata.rdw.nl/resource/mh8w-8cup.json
MGP170067,20170217,Yamaha Motor Nederland B.V.,MC17-01,De tanksteun van de brandstoftank is niet goed geconstrueerd. Hierdoor kan er een scheur in de brandstoftank ontstaan. Tevens kan er corrosie optreden in het contactslot.,"Motorrijtuigen - motor inclusief brandstof-, smeer- en koelsysteem","Brandstoflekkage. Door corrosie in het contactslot kan er een stroomonderbreking ontstaan, waardoor de motor stil valt.","De producent roept de betreffende voertuigen terug. Maatregelen worden genomen om het defect te verhelpen. De voertuigeigenaar wordt verzocht een afspraak te maken met de merkdealer. De dealer zal de  tanksteun vervangen, de benzinetank controleren, en een deel van het contactslot vervangen.",www.yamaha-motor.eu/nl/services/modification-checker/index.aspx,020-6546001,De eigenaren worden vanaf 24 februari 2017 geïnformeerd.,20170210,20170210,ERN,20170224,20170224,122360,264,02/17/2017 12:00:00 AM,02/10/2017 12:00:00 AM,02/10/2017 12:00:00 AM,02/24/2017 12:00:00 AM,02/24/2017 12:00:00 AM,https://opendata.rdw.nl/resource/t49b-isb7.json,https://opendata.rdw.nl/resource/9ihi-jgpf.json,https://opendata.rdw.nl/resource/mu2x-mu5e.json,https://opendata.rdw.nl/resource/mh8w-8cup.json
MGP170078,20170215,Renault Nederland N.V.,OTS 0C96,Op de bandenspanningsticker vermelde bandenspanning is te hoog. Tevens  is de bandenmaat van het reservewiel mogelijk onjuist.,"Motorrijtuigen en aanhangwagens - assen, wielen, velgen, banden",De kans op een klapband wordt door een te hoge bandenspanning vergroot.  Bij gebruik van het reservewiel is er verschil tussen de afmetingen van de overige wielen.,De producent roept de betreffende voertuigen terug. Maatregelen worden genomen om het defect te verhelpen.De voertuigeigenaar wordt verzocht z.s.m. contact op te nemen met de merkdealer. Deze zal het bandenspanningslabel aanpassen en  het reservewiel controleren en indien nodig vervangen.,Niet bekend,0800-0303,Geen,20170130,20170213,GEM,20170131,20170301,2288,102,02/15/2017 12:00:00 AM,01/30/2017 12:00:00 AM,02/13/2017 12:00:00 AM,01/31/2017 12:00:00 AM,03/01/2017 12:00:00 AM,https://opendata.rdw.nl/resource/t49b-isb7.json,https://opendata.rdw.nl/resource/9ihi-jgpf.json,https://opendata.rdw.nl/resource/mu2x-mu5e.json,https://opendata.rdw.nl/resource/mh8w-8cup.json
MGP170079,20170227,Automobili Lamborghini S.p.A.,L73X-R.01.17,"Het benzinedamp-afvoersysteem, EVAP, is onjuist geconstrueerd. Hierdoor is het mogelijk dat het systeem niet correct werkt en brandstofdampen in aanraking kunnen komen met hete gassen.","Motorrijtuigen - motor inclusief brandstof-, smeer- en koelsysteem",Indien brandstofdampen in aanraking komen met hete gassen is er kans op brandgevaar.,De producent roept de betreffende voertuigen terug. Maatregelen worden genomen om het defect te verhelpen. De voertuigeigenaar wordt uitgenodigd op korte termijn een afspraak te maken met de merkdealer. Deze zal het EVAP-systeem aanpassen.,Niet bekend,Niet bekend,Geen,20170210,20170227,ERN,20170213,20170215,5900,155,02/27/2017 12:00:00 AM,02/10/2017 12:00:00 AM,02/27/2017 12:00:00 AM,02/13/2017 12:00:00 AM,02/15/2017 12:00:00 AM,https://opendata.rdw.nl/resource/t49b-isb7.json,https://opendata.rdw.nl/resource/9ihi-jgpf.json,https://opendata.rdw.nl/resource/mu2x-mu5e.json,https://opendata.rdw.nl/resource/mh8w-8cup.json
MGP170080,20170215,FCA Netherlands B.V.,S33,In de airbagklokveer in de stuurkolom kan zich stof verzamelen. Dit kan de werking van de airbagcircuits negatief beïnvloeden.,Motorrijtuigen - carrosserie (beschermingsmiddelen inzittenden),Het airbagwaarschuwingslampje gaat branden en/of de bestuurdersairbag wordt mogelijk niet geactiveerd bij een ongeval waarbij de airbag zou moeten worden geactiveerd.,De producent roept de betreffende voertuigen terug. Maatregelen worden genomen om het defect te verhelpen.De voertuigeigenaar wordt verzocht een afspraak te maken met een merkdealer. Deze zal de airbagklokveer vervangen,Niet bekend,00800-04265337,Geen,20161201,20170210,ERN,20170217,20170217,500058,280,02/15/2017 12:00:00 AM,12/01/2016 12:00:00 AM,02/10/2017 12:00:00 AM,02/17/2017 12:00:00 AM,02/17/2017 12:00:00 AM,https://opendata.rdw.nl/resource/t49b-isb7.json,https://opendata.rdw.nl/resource/9ihi-jgpf.json,https://opendata.rdw.nl/resource/mu2x-mu5e.json,https://opendata.rdw.nl/resource/mh8w-8cup.json
MGP170081,20170215,FCA Netherlands B.V.,S55,Elektrische aansluitingen in de kabelboom van de transmissie maken mogelijk niet goed contact.,Motorrijtuigen en aanhangwagens - elektrische installatie,Een hogere elektrische weerstand in het elektrische circuit van de kabelboom. Dit geeft een stroringsmelding. De transmissie en daarmee de aandrijving van het voertuig valt dan spontaan uit.,"De producent roept de betreffende voertuigen terug. Maatregelen worden genomen om het defect te verhelpen. De voertuigeigenaar wordt verzocht een afspraak te maken met een merkdealer. Deze zal aangepaste software installeren. Is de storing aanwezig, dan wordt de kabelboom van de transmissie vervangen.",Niet bekend,00800-04265337,Geen,20161201,20170209,ERN,20170216,20170216,418624,134,02/15/2017 12:00:00 AM,12/01/2016 12:00:00 AM,02/09/2017 12:00:00 AM,02/16/2017 12:00:00 AM,02/16/2017 12:00:00 AM,https://opendata.rdw.nl/resource/t49b-isb7.json,https://opendata.rdw.nl/resource/9ihi-jgpf.json,https://opendata.rdw.nl/resource/mu2x-mu5e.json,https://opendata.rdw.nl/resource/mh8w-8cup.json
MGP170082,20170215,B.V. Nimag,99-AG,De rubber afdichthoesjes aan de uiteinden van de gaskabel dichten niet goed af. Hierdoor kan er water in de gaskabel komen. Bij lage temperaturen kan dit water bevriezen waardoor de gaskabel gaat vastzitten.,"Motorrijtuigen - motor inclusief brandstof-, smeer- en koelsysteem",Als de gaskabel vastzit kan de gashendel niet meer bediend of dichtgedraaid worden. Hierdoor kan de bestuurder de controle over het voertuig verliezen.,De producent roept de betreffende voertuigen terug. Maatregelen worden genomen om het defect te verhelpen. De voertuigeigenaar wordt verzocht een afspraak te maken met de merkdealer. Deze zal de gaskabel vervangen.,Niet bekend,0800-4789854,Geen,20170130,20170215,ERN,20170306,20170306,11256,144,02/15/2017 12:00:00 AM,01/30/2017 12:00:00 AM,02/15/2017 12:00:00 AM,03/06/2017 12:00:00 AM,03/06/2017 12:00:00 AM,https://opendata.rdw.nl/resource/t49b-isb7.json,https://opendata.rdw.nl/resource/9ihi-jgpf.json,https://opendata.rdw.nl/resource/mu2x-mu5e.json,https://opendata.rdw.nl/resource/mh8w-8cup.json
MGP170084,20170215,Mazda Motor Nederland,AG020A,Mogelijk is de brandstofrecirculatieleiding niet correct op de brandstoftank bevestigd.,"Motorrijtuigen - motor inclusief brandstof-, smeer- en koelsysteem","Scheuren van de bevestiging, lekken van brandstof.",De producent roept de betreffende voertuigen terug. Maatregelen worden genomen om het defect te verhelpen. De voertuigeigenaar wordt verzocht een afspraak te maken met een merkdealer. De brandstoftank wordt dan gecontroleerd. Indien noodzakelijk wordt een gemodificeerde brandstoftank gemonteerd.,Niet bekend,0182 685000,Geen,20170131,20170215,ERN,20170222,20170222,1789,41,02/15/2017 12:00:00 AM,01/31/2017 12:00:00 AM,02/15/2017 12:00:00 AM,02/22/2017 12:00:00 AM,02/22/2017 12:00:00 AM,https://opendata.rdw.nl/resource/t49b-isb7.json,https://opendata.rdw.nl/resource/9ihi-jgpf.json,https://opendata.rdw.nl/resource/mu2x-mu5e.json,https://opendata.rdw.nl/resource/mh8w-8cup.json
MGP170085,20170216,Mazda Motor Nederland,AF037F,De druk van de gasontsteker van de bestuurders- en passagiersairbag-gasontsteker kan als gevolg van een onjuist productieproces afwijken. Hierdoor bestaat de mogelijkheid dat de interne gasdruk van de ontsteker te groot wordt.,Motorrijtuigen - carrosserie (beschermingsmiddelen inzittenden),Tijdens het activeren van de airbag kunnen kleine stukjes metaal van de behuizing afbreken. Deze stukjes metaal kunnen de inzittenden verwonden.,De producent roept de betreffende voertuigen terug. Maatregelen worden genomen om het defect te verhelpen. De voertuigeigenaar wordt uitgenodigd spoedig een afspraak te maken met een merkdealer. Deze zal de gasontstekers vervangen.,Niet bekend,0182 685000,Geen,20170130,20170215,ERN,20170222,20170222,87071,3679,02/16/2017 12:00:00 AM,01/30/2017 12:00:00 AM,02/15/2017 12:00:00 AM,02/22/2017 12:00:00 AM,02/22/2017 12:00:00 AM,https://opendata.rdw.nl/resource/t49b-isb7.json,https://opendata.rdw.nl/resource/9ihi-jgpf.json,https://opendata.rdw.nl/resource/mu2x-mu5e.json,https://opendata.rdw.nl/resource/mh8w-8cup.json
MGP170086,20170222,Stellantis BV,HQC,Het ontstekingspatroon van de airbag in de linker voorstoel is onjuist gefabriceerd. Hierdoor werkt de airbag niet zoals bedoeld.,Motorrijtuigen - carrosserie (beschermingsmiddelen inzittenden),Bij een aanrijding wordt de airbag niet geactiveerd.,De producent roept de betreffende voertuigen terug. Maatregelen worden genomen om het defect te verhelpen. De voertuigeigenaar wordt verzocht een afspraak te maken met een merkdealer. Deze zal de airbagmodule vervangen.,Niet bekend,Niet bekend,Geen,20170201,20170221,ERN,20170225,20170225,80,2,02/22/2017 12:00:00 AM,02/01/2017 12:00:00 AM,02/21/2017 12:00:00 AM,02/25/2017 12:00:00 AM,02/25/2017 12:00:00 AM,https://opendata.rdw.nl/resource/t49b-isb7.json,https://opendata.rdw.nl/resource/9ihi-jgpf.json,https://opendata.rdw.nl/resource/mu2x-mu5e.json,https://opendata.rdw.nl/resource/mh8w-8cup.json
MGP170087,20170222,Stellantis BV,NXV,"De bevestigingsbouten van de achtertrein, de remklauwen, het subframe, de fusee's, de schokdempers en de remslangen zijn mogelijk niet correct vastgezet. Hierdoor kunnen een  of meer bevestigingen losraken.","Motorrijtuigen en aanhangwagens - assen, wielen, velgen, banden",De auto kan onbestuurbaar raken en/of de remwerking kan verminderen als een of meerdere  bouten losraken.,De producent roept de betreffende voertuigen terug. Maatregelen worden genomen om het defect te verhelpen. De voertuigeigenaar wordt verzocht een afspraak te maken met een merkdealer. De dealer zal de aanhaalmomenten van de bouten controleren en de bouten met het juiste aanhaalmoment vastzetten.,Niet bekend,0800 2487636,Geen,20170116,20170221,ERN,20170226,20170226,1775,28,02/22/2017 12:00:00 AM,01/16/2017 12:00:00 AM,02/21/2017 12:00:00 AM,02/26/2017 12:00:00 AM,02/26/2017 12:00:00 AM,https://opendata.rdw.nl/resource/t49b-isb7.json,https://opendata.rdw.nl/resource/9ihi-jgpf.json,https://opendata.rdw.nl/resource/mu2x-mu5e.json,https://opendata.rdw.nl/resource/mh8w-8cup.json
MGP170089,20170314,Stellantis BV,HPW,Het rondsel met de stuurbekrachtigingsklep is mogelijk niet goed op het stuurhuis bevestigd. Hierdoor kan het rondsel met de stuurbekrachtigingsklep loskomen van het stuurhuis.,Motorrijtuigen en aanhangwagens - stuurinrichting,Het voertuig kan onbestuurbaar raken.,De producent roept de betreffende voertuigen terug. Maatregelen worden genomen om het defect te verhelpen. De voertuigeigenaar wordt verzocht een afspraak te maken met een merkdealer. Deze zal het stuurhuis controleren en indien nodig vervangen.,Niet bekend,Niet bekend,Geen,20170225,20170313,ERN,20170306,20170306,37,3,03/14/2017 12:00:00 AM,02/25/2017 12:00:00 AM,03/13/2017 12:00:00 AM,03/06/2017 12:00:00 AM,03/06/2017 12:00:00 AM,https://opendata.rdw.nl/resource/t49b-isb7.json,https://opendata.rdw.nl/resource/9ihi-jgpf.json,https://opendata.rdw.nl/resource/mu2x-mu5e.json,https://opendata.rdw.nl/resource/mh8w-8cup.json
MGP170090,20170222,Stellantis BV,HPU,De bevestiging  van de schokbreker aan het fusee is niet goed uitgevoerd. Hierdoor kunnen de bevestigingsbouten breken.,"Motorrijtuigen en aanhangwagens - assen, wielen, velgen, banden",De verbinding tussen de schokbreker en het fusee kan losraken. Hierdoor kan het voertuig onbestuurbaar raken.,"De producent roept de betreffende voertuigen terug. Maatregelen worden genomen om het defect te verhelpen. De voertuigeigenaar wordt verzocht een afspraak te maken met een merkdealer. Deze zal de bouten en moeren,  waarmee de schokbreker aan het fusee bevestigd is, vervangen.",Niet bekend,Niet bekend,Geen,20170123,20170221,ERN,20170225,20170225,64,6,02/22/2017 12:00:00 AM,01/23/2017 12:00:00 AM,02/21/2017 12:00:00 AM,02/25/2017 12:00:00 AM,02/25/2017 12:00:00 AM,https://opendata.rdw.nl/resource/t49b-isb7.json,https://opendata.rdw.nl/resource/9ihi-jgpf.json,https://opendata.rdw.nl/resource/mu2x-mu5e.json,https://opendata.rdw.nl/resource/mh8w-8cup.json
MGP170092,20170228,Stellantis BV,HLZ,De afdichtingsring aan de bovenzijde van de brandstofvulpijp is mogelijk onjuist gemonteerd.,"Motorrijtuigen - motor inclusief brandstof-, smeer- en koelsysteem",Kans op brandstoflekkage.,De producent roept de betreffende voertuigen terug. Maatregelen worden genomen om het defect te verhelpen. De voertuigeigenaar wordt verzocht een afspraak te maken met een merkdealer zodat de afdichtingsring  gecontroleerd en indien nodig juist gemonteerd kan worden.,Niet bekend,Niet bekend,Geen,20170120,20170227,ERN,20170303,20170203,1924,111,02/28/2017 12:00:00 AM,01/20/2017 12:00:00 AM,02/27/2017 12:00:00 AM,03/03/2017 12:00:00 AM,02/03/2017 12:00:00 AM,https://opendata.rdw.nl/resource/t49b-isb7.json,https://opendata.rdw.nl/resource/9ihi-jgpf.json,https://opendata.rdw.nl/resource/mu2x-mu5e.json,https://opendata.rdw.nl/resource/mh8w-8cup.json
