OBJECTID,PUIC,NAAM,POSITIONELE_NAUWKEURIGHEID_MM,LEVENSCYCLUS_STATUS,KMLINT,KMLINT_OMSCHRIJVING,GEOCODE,SUBCODE,GEOCODE_NR,GEOSUBCODE,GEOCODE_NAAM,KM_GEOCODE_T,OFFSET,OFFSET_T,BEHEERDER,ONDERHOUDSREGIO_NAAM,ONDERHOUDSREGIO_AFKORTING,TECHNIEKVELD,PGO_GEBIED_NAAM,PGO_GEBIED_NR,OPC_GEBIED_NAAM,OPC_GEBIED_NR,PCA,X,Y,Z,BEDIENGEBIED_NAAM,BEDIENGEBIED_AFKORTING,BEDIENGEBIED_SOORT,GELDIG_VANAF,PUBLICATIEDATUM,IN_GEBRUIK,PRORAIL_GEBIED,LATITUDE,LONGITUDE,KM_GEOCODE
55,fdefcd0c-f47e-448f-a1df-80b5de39658d,,60,Bestaand,Zlr-Zlge,Zwolle Rangeerterrein - Zwolle Goederenemplacement ,603,a,603,603_a,Zwolle,"2,373981",-11.697141,"-11,697141",ProRail,Noord-Oost,NO,Baan,Drenthe,440,Overijssel,34,ASSET Rail,202421.16699999,502373.90299999,2.758,,,,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Onbekend,Noord,52.50699349,6.08567199,2.373981
56,325c981d-0f9e-4af8-a2ae-7a39da3ad5e0,,60,Bestaand,Zlr-Zlge,Zwolle Rangeerterrein - Zwolle Goederenemplacement ,926,,926,926__,Zwolle Rangeerterrein,"1,422895",31.47708,"31,477080",ProRail,Noord-Oost,NO,Baan,Drenthe,440,Overijssel,34,ASSET Rail,201894.16699999,501733.30599999,2.77999999,Zwolle Rangeerterrein,ZLR,NCBG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Onbekend,Noord,52.50128207,6.07782035,1.422895
57,dd69c4a8-ad16-4bd3-a164-693907e8c870,,60,Bestaand,Zlr-Zlge,Zwolle Rangeerterrein - Zwolle Goederenemplacement ,603,a,603,603_a,Zwolle,"2,623366",-17.284793,"-17,284793",ProRail,Noord-Oost,NO,Baan,Drenthe,440,Overijssel,34,ASSET Rail,202646.211,502267.20899999,2.748,Zwolle,ZL,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Onbekend,Noord,52.50601509,6.08897117,2.623366
58,c67bd178-fa0c-40b9-b011-fb3a8493a0f4,,60,Bestaand,Zlr-Zlge,Zwolle Rangeerterrein - Zwolle Goederenemplacement ,603,a,603,603_a,Zwolle,"3,257130",-10.395845,"-10,395845",ProRail,Noord-Oost,NO,Baan,Drenthe,440,Overijssel,34,ASSET Rail,203186.50599999,501939.341,1.936,Zwolle,ZL,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Onbekend,Noord,52.50302126,6.09688103,3.25713
59,a87e864b-47a8-4be3-9188-74a908287efc,,60,Bestaand,Zlr-Zlge,Zwolle Rangeerterrein - Zwolle Goederenemplacement ,603,a,603,603_a,Zwolle,"2,063870",18.972995,"18,972995",ProRail,Noord-Oost,NO,Baan,Drenthe,440,Overijssel,34,ASSET Rail,202125.215,502299.456,2.74699999,Zwolle,ZL,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Onbekend,Noord,52.50635005,6.08130272,2.06387
60,a17c15a2-db44-4c33-a653-045768f247fb,,60,Bestaand,Zlr-Zlge,Zwolle Rangeerterrein - Zwolle Goederenemplacement ,926,,926,926__,Zwolle Rangeerterrein,"0,909981",-5.233128,"-5,233128",ProRail,Noord-Oost,NO,Baan,Drenthe,440,Overijssel,34,ASSET Rail,201730.745,501242.56699999,2.814,Zwolle Rangeerterrein,ZLR,NCBG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Onbekend,Noord,52.4968859,6.07534509,0.909981
61,187f2702-d88a-4260-a0c4-47a13f779e20,,60,Bestaand,Zlr-Zlge,Zwolle Rangeerterrein - Zwolle Goederenemplacement ,603,a,603,603_a,Zwolle,"3,029357",38.328626,"38,328626",ProRail,Noord-Oost,NO,Baan,Drenthe,440,Overijssel,34,ASSET Rail,202970.416,502012.58,2.873,Zwolle,ZL_NEDTRAIN,NCBG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Onbekend,Noord,52.50369845,6.0937093,3.029357
62,3761be76-e09f-41ae-b357-393ffc46b386,,60,Bestaand,Zlr-Zlge,Zwolle Rangeerterrein - Zwolle Goederenemplacement ,603,a,603,603_a,Zwolle,"3,424930",4.444766,"4,444766",ProRail,Noord-Oost,NO,Baan,Drenthe,440,Overijssel,34,ASSET Rail,203320.46799999,501836.05599999,2.741,Zwolle,ZL,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Onbekend,Noord,52.50208124,6.09883887,3.42493
63,acadeeb4-6ae9-4ed3-ba60-aaab0f451c51,,60,Bestaand,Zlr-Zlge,Zwolle Rangeerterrein - Zwolle Goederenemplacement ,603,a,603,603_a,Zwolle,"2,253000",-16.841927,"-16,841927",ProRail,Noord-Oost,NO,Baan,Drenthe,440,Overijssel,34,ASSET Rail,202297.00599999,502390.15899999,2.78399999,Zwolle,ZL,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Onbekend,Noord,52.50715034,6.08384566,2.253
64,506ea9db-0b3a-402f-9600-9ebf33b05e5f,,60,Bestaand,Zlr-Zlge,Zwolle Rangeerterrein - Zwolle Goederenemplacement ,603,a,603,603_a,Zwolle,"3,595701",36.437442,"36,437442",ProRail,Noord-Oost,NO,Baan,Drenthe,440,Overijssel,34,ASSET Rail,203451.59899999,501721.536,2.688,Zwolle,ZL_NEDTRAIN,NCBG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Onbekend,Noord,52.50104048,6.1007533,3.595701
65,7d1d64a2-43c4-4037-bba4-765cca1649e6,,60,Bestaand,Zlr-Zlge,Zwolle Rangeerterrein - Zwolle Goederenemplacement ,603,a,603,603_a,Zwolle,"3,185011",-13.591558,"-13,591558",ProRail,Noord-Oost,NO,Baan,Drenthe,440,Overijssel,34,ASSET Rail,203128.91,501982.02299999,2.813,Zwolle,ZL,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Onbekend,Noord,52.50340991,6.096039,3.185011
66,15724a1e-385c-4bbb-9858-be4940e260c9,,60,Bestaand,Zlr-Zlge,Zwolle Rangeerterrein - Zwolle Goederenemplacement ,603,a,603,603_a,Zwolle,"2,381476",14.786882,"14,786882",ProRail,Noord-Oost,NO,Baan,Drenthe,440,Overijssel,34,ASSET Rail,202422.472,502346.413,2.415,Zwolle,ZL,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Onbekend,Noord,52.50674633,6.0856873,2.381476
67,39c49c08-3ec9-4476-95c5-f7f08e1bc284,,60,Bestaand,Zlr-Zlge,Zwolle Rangeerterrein - Zwolle Goederenemplacement ,603,a,603,603_a,Zwolle,"3,533652",5.457886,"5,457886",ProRail,Noord-Oost,NO,Baan,Drenthe,440,Overijssel,34,ASSET Rail,203413.27299999,501779.55099999,2.757,Zwolle,ZL,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Onbekend,Noord,52.50156524,6.10019734,3.533652
68,087d6735-f81d-4913-9991-24cf056bc46d,,60,Bestaand,Zlr-Zlge,Zwolle Rangeerterrein - Zwolle Goederenemplacement ,926,,926,926__,Zwolle Rangeerterrein,"1,776680",-1.858008,"-1,858008",ProRail,Noord-Oost,NO,Baan,Drenthe,440,Overijssel,34,ASSET Rail,201945.431,502084.146,1.796,Zwolle,ZL,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Onbekend,Noord,52.50443058,6.07862463,1.77668
69,41a679a8-da7f-4c0c-80e1-659a9f9e7b30,,60,Bestaand,Zlr-Zlge,Zwolle Rangeerterrein - Zwolle Goederenemplacement ,603,a,603,603_a,Zwolle,"2,232216",15.483175,"15,483175",ProRail,Noord-Oost,NO,Baan,Drenthe,440,Overijssel,34,ASSET Rail,202279.393,502355.079,2.68299999,Zwolle,ZL,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Onbekend,Noord,52.5068366,6.08358129,2.232216
70,0939616d-d781-4727-8d48-273868d7570c,,60,Bestaand,Zlr-Zlge,Zwolle Rangeerterrein - Zwolle Goederenemplacement ,603,a,603,603_a,Zwolle,"3,111580",38.623838,"38,623838",ProRail,Noord-Oost,NO,Baan,Drenthe,440,Overijssel,34,ASSET Rail,203041.276,501974.196,3.064,Zwolle,ZL_NEDTRAIN,NCBG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Onbekend,Noord,52.50334728,6.09474731,3.11158
71,3154d921-21b4-4f5f-b624-b3dfd5af2605,,60,Bestaand,Zlr-Zlge,Zwolle Rangeerterrein - Zwolle Goederenemplacement ,926,,926,926__,Zwolle Rangeerterrein,"1,064705",-17.282952,"-17,282952",ProRail,Noord-Oost,NO,Baan,Drenthe,440,Overijssel,34,ASSET Rail,201759.225,501396.25199999,2.785,Zwolle Rangeerterrein,ZLR,NCBG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Onbekend,Noord,52.4982646,6.07578597,1.064705
72,7806e350-9a6d-4775-9f9c-08f4684e4ec3,,60,Bestaand,Zlr-Zlge,Zwolle Rangeerterrein - Zwolle Goederenemplacement ,603,a,603,603_a,Zwolle,"3,408239",4.544931,"4,544931",ProRail,Noord-Oost,NO,Baan,Drenthe,440,Overijssel,34,ASSET Rail,203306.179,501844.56599999,2.79999999,Zwolle,ZL,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Onbekend,Noord,52.50215898,6.09862968,3.408239
73,a2e83956-bfe1-4562-990e-f877974b3fd9,,60,Bestaand,Zlr-Zlge,Zwolle Rangeerterrein - Zwolle Goederenemplacement ,603,a,603,603_a,Zwolle,"2,535292",-5.221128,"-5,221128",ProRail,Noord-Oost,NO,Baan,Drenthe,440,Overijssel,34,ASSET Rail,202566.69899999,502301.25599999,1.983,Zwolle,ZL,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Onbekend,Noord,52.50632798,6.08780501,2.535292
74,e8e4ad71-28e0-46fa-b386-b17578f33e66,,60,Bestaand,Zlr-Zlge,Zwolle Rangeerterrein - Zwolle Goederenemplacement ,603,a,603,603_a,Zwolle,"3,056691",25.944921,"25,944921",ProRail,Noord-Oost,NO,Baan,Drenthe,440,Overijssel,34,ASSET Rail,203000.765,502010.57799999,2.959,Zwolle,ZL,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Onbekend,Noord,52.50367779,6.09415596,3.056691
75,98355a4f-9dfe-4985-9774-44dc3bf558a7,,60,Bestaand,Zlr-Zlge,Zwolle Rangeerterrein - Zwolle Goederenemplacement ,603,a,603,603_a,Zwolle,"2,064268",18.902644,"18,902644",ProRail,Noord-Oost,NO,Baan,Drenthe,440,Overijssel,34,ASSET Rail,202125.552,502299.722,2.71099999,Zwolle,ZL,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Onbekend,Noord,52.50635241,6.08130772,2.064268
76,c0bcefa4-a70d-4a9f-aaab-60b1a2fa24c4,,60,Bestaand,Zlr-Zlge,Zwolle Rangeerterrein - Zwolle Goederenemplacement ,603,a,603,603_a,Zwolle,"2,410219",-10.753321,"-10,753321",ProRail,Noord-Oost,NO,Baan,Drenthe,440,Overijssel,34,ASSET Rail,202457.644,502362.114,2.672,,,,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Onbekend,Noord,52.50688438,6.08620754,2.410219
77,d369abdc-4036-4026-872b-addf5f56fcaa,,60,Bestaand,Zlr-Zlge,Zwolle Rangeerterrein - Zwolle Goederenemplacement ,603,a,603,603_a,Zwolle,"2,468629",16.28263,"16,282630",ProRail,Noord-Oost,NO,Baan,Drenthe,440,Overijssel,34,ASSET Rail,202499.573,502313.033,2.78399999,Zwolle,ZL,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Onbekend,Noord,52.50643966,6.08681807,2.468629
78,cc139013-0c6d-420a-a969-639cbebde5d8,,60,Bestaand,Zlr-Zlge,Zwolle Rangeerterrein - Zwolle Goederenemplacement ,603,a,603,603_a,Zwolle,"2,058839",6.901316,"6,901316",ProRail,Noord-Oost,NO,Baan,Drenthe,440,Overijssel,34,ASSET Rail,202114.70499999,502307.44799999,2.732,Zwolle,ZL,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Onbekend,Noord,52.50642278,6.08114906,2.058839
79,874bd461-8b17-454c-b108-e484bb631fba,,60,Bestaand,Zlr-Zlge,Zwolle Rangeerterrein - Zwolle Goederenemplacement ,926,,926,926__,Zwolle Rangeerterrein,"1,379307",16.620602,"16,620602",ProRail,Noord-Oost,NO,Baan,Drenthe,440,Overijssel,34,ASSET Rail,201871.61199999,501694.091,2.615,Zwolle Rangeerterrein,ZLR,NCBG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Onbekend,Noord,52.50093159,6.0774827,1.379307
80,aea32c9d-1dd2-46f9-8a1e-20b2dcef3e77,,60,Bestaand,Zlr-Zlge,Zwolle Rangeerterrein - Zwolle Goederenemplacement ,603,a,603,603_a,Zwolle,"3,344873",-4.285587,"-4,285587",ProRail,Noord-Oost,NO,Baan,Drenthe,440,Overijssel,34,ASSET Rail,203256.31299999,501886.09899999,2.039,Zwolle,ZL,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Onbekend,Noord,52.50253663,6.09790134,3.344873
81,5a66a926-3b52-451d-bcf9-89a87f5cde0a,,60,Bestaand,Zlr-Zlge,Zwolle Rangeerterrein - Zwolle Goederenemplacement ,603,a,603,603_a,Zwolle,"2,493371",-10.065012,"-10,065012",ProRail,Noord-Oost,NO,Baan,Drenthe,440,Overijssel,34,ASSET Rail,202533.149,502326.575,2.77599999,Zwolle,ZL,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Onbekend,Noord,52.50655844,6.0873145,2.493371
82,9c58fd41-c852-4e1e-bb02-087aa0fc6605,,60,Bestaand,Zlr-Zlge,Zwolle Rangeerterrein - Zwolle Goederenemplacement ,603,a,603,603_a,Zwolle,"3,073441",38.176498,"38,176498",ProRail,Noord-Oost,NO,Baan,Drenthe,440,Overijssel,34,ASSET Rail,203010.11799999,501991.819,2.99,Zwolle,ZL_NEDTRAIN,NCBG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Onbekend,Noord,52.50350839,6.094291,3.073441
83,7857fe3a-40b7-411b-bc85-18e0d3b32502,,60,Bestaand,Zlr-Zlge,Zwolle Rangeerterrein - Zwolle Goederenemplacement ,603,a,603,603_a,Zwolle,"2,232617",15.464314,"15,464314",ProRail,Noord-Oost,NO,Baan,Drenthe,440,Overijssel,34,ASSET Rail,202279.782,502355.15399999,2.68299999,Zwolle,ZL,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Onbekend,Noord,52.50683725,6.08358703,2.232617
84,b1eccd4f-7a55-474a-bf13-29323f45ad62,,60,Bestaand,Zlr-Zlge,Zwolle Rangeerterrein - Zwolle Goederenemplacement ,926,,926,926__,Zwolle Rangeerterrein,"1,777957",-1.796984,"-1,796984",ProRail,Noord-Oost,NO,Baan,Drenthe,440,Overijssel,34,ASSET Rail,201945.79199999,502085.369,1.817,Zwolle,ZL,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Onbekend,Noord,52.50444154,6.07863012,1.777957
85,e76824fc-3a79-4f87-ab06-e2b6de19074f,,60,Bestaand,Zlr-Zlge,Zwolle Rangeerterrein - Zwolle Goederenemplacement ,603,a,603,603_a,Zwolle,"3,596145",36.450742,"36,450742",ProRail,Noord-Oost,NO,Baan,Drenthe,440,Overijssel,34,ASSET Rail,203451.978,501721.30099999,2.665,Zwolle,ZL_NEDTRAIN,NCBG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Onbekend,Noord,52.50103833,6.10075885,3.596145
86,53df7671-6a82-4199-ae3d-9cb037cbd90d,,60,Bestaand,Zlr-Zlge,Zwolle Rangeerterrein - Zwolle Goederenemplacement ,603,a,603,603_a,Zwolle,"3,258589",-10.415393,"-10,415393",ProRail,Noord-Oost,NO,Baan,Drenthe,440,Overijssel,34,ASSET Rail,203187.70199999,501938.537,1.963,Zwolle,ZL,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Onbekend,Noord,52.50301393,6.09689853,3.258589
87,fedb0abe-5f2b-4775-964d-380d6c6b2e75,,60,Bestaand,Zlr-Zlge,Zwolle Rangeerterrein - Zwolle Goederenemplacement ,603,a,603,603_a,Zwolle,"3,758076",24.984252,"24,984252",ProRail,Noord-Oost,NO,Baan,Drenthe,440,Overijssel,34,ASSET Rail,203596.518,501647.429,2.846,Zwolle,ZL_NEDTRAIN,NCBG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Onbekend,Noord,52.50036163,6.10287657,3.758076
88,af0dbd81-e462-4a26-9bc2-45a62169c40b,,60,Bestaand,Zlr-Zlge,Zwolle Rangeerterrein - Zwolle Goederenemplacement ,603,a,603,603_a,Zwolle,"2,358769",13.226827,"13,226827",ProRail,Noord-Oost,NO,Baan,Drenthe,440,Overijssel,34,ASSET Rail,202400.739,502353.05599999,2.597,Zwolle,ZL,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Onbekend,Noord,52.50680791,6.08536816,2.358769
89,8f3adb6b-78a8-482d-b585-fdc6540b13b6,,60,Bestaand,Zlr-Zlge,Zwolle Rangeerterrein - Zwolle Goederenemplacement ,603,a,603,603_a,Zwolle,"3,111162",38.636152,"38,636152",ProRail,Noord-Oost,NO,Baan,Drenthe,440,Overijssel,34,ASSET Rail,203040.92499999,501974.395,3.008,Zwolle,ZL_NEDTRAIN,NCBG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Onbekend,Noord,52.5033491,6.09474217,3.111162
90,d381fb86-4d87-42a4-ac04-15b99988bdb7,,60,Bestaand,Zlr-Zlge,Zwolle Rangeerterrein - Zwolle Goederenemplacement ,603,a,603,603_a,Zwolle,"2,596893",-10.020356,"-10,020356",ProRail,Noord-Oost,NO,Baan,Drenthe,440,Overijssel,34,ASSET Rail,202619.801,502274.204,2.974,Zwolle,ZL,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Onbekend,Noord,52.50608025,6.08858321,2.596893
91,35c50b70-9c6c-4639-b886-f8f4466eff26,,60,Bestaand,Zlr-Zlge,Zwolle Rangeerterrein - Zwolle Goederenemplacement ,603,a,603,603_a,Zwolle,"3,511585",42.15067,"42,150670",ProRail,Noord-Oost,NO,Baan,Drenthe,440,Overijssel,34,ASSET Rail,203375.722,501758.90299999,2.624,Zwolle,ZL_NEDTRAIN,NCBG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Onbekend,Noord,52.501383,6.09964137,3.511585
92,06fe8f10-b96d-48d1-9289-1202aaeb71b8,,60,Bestaand,Zlr-Zlge,Zwolle Rangeerterrein - Zwolle Goederenemplacement ,603,a,603,603_a,Zwolle,"3,189678",41.767077,"41,767077",ProRail,Noord-Oost,NO,Baan,Drenthe,440,Overijssel,34,ASSET Rail,203103.996,501932.38299999,2.914,Zwolle,ZL_NEDTRAIN,NCBG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Onbekend,Noord,52.502966,6.09566494,3.189678
93,d4f73fdf-e6ef-4f2e-a567-ea396fdc8343,,60,Bestaand,Zlr-Zlge,Zwolle Rangeerterrein - Zwolle Goederenemplacement ,926,,926,926__,Zwolle Rangeerterrein,"0,884455",-13.106094,"-13,106094",ProRail,Noord-Oost,NO,Baan,Drenthe,440,Overijssel,34,ASSET Rail,201714.614,501220.96299999,2.87199999,Zwolle Rangeerterrein,ZLR,NCBG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Onbekend,Noord,52.49669313,6.07510454,0.884455
94,a50909b8-232d-4f6f-96df-93db6306df2d,,60,Bestaand,Zlr-Zlge,Zwolle Rangeerterrein - Zwolle Goederenemplacement ,603,a,603,603_a,Zwolle,"2,516852",20.729886,"20,729886",ProRail,Noord-Oost,NO,Baan,Drenthe,440,Overijssel,34,ASSET Rail,202537.95199999,502288.478,2.581,Zwolle,ZL,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Onbekend,Noord,52.50621565,6.08737981,2.516852
95,3486ee89-d4f6-4c95-9ddc-6cccbe283d61,,60,Bestaand,Zlr-Zlge,Zwolle Rangeerterrein - Zwolle Goederenemplacement ,926,,926,926__,Zwolle Rangeerterrein,"1,487058",24.737971,"24,737971",ProRail,Noord-Oost,NO,Baan,Drenthe,440,Overijssel,34,ASSET Rail,201900.79199999,501797.43699999,2.80799999,Zwolle Rangeerterrein,ZLR,NCBG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Onbekend,Noord,52.50185783,6.07792693,1.487058
96,ee9bdde9-08d3-4e67-8dd3-037a0105de9c,,60,Bestaand,Zlr-Zlge,Zwolle Rangeerterrein - Zwolle Goederenemplacement ,926,,926,926__,Zwolle Rangeerterrein,"0,875350",-2.502052,"-2,502052",ProRail,Noord-Oost,NO,Baan,Drenthe,440,Overijssel,34,ASSET Rail,201721.005,501208.239,2.818,Zwolle Rangeerterrein,ZLR,NCBG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Onbekend,Noord,52.49657823,6.07519686,0.87535
97,b1d743d2-5165-4b2c-b97f-1e0d18d9aad5,,60,Bestaand,Zlr-Zlge,Zwolle Rangeerterrein - Zwolle Goederenemplacement ,603,a,603,603_a,Zwolle,"2,949830",-20.323475,"-20,323475",ProRail,Noord-Oost,NO,Baan,Drenthe,440,Overijssel,34,ASSET Rail,202930.79699999,502102.38099999,1.944,Zwolle,ZL,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Onbekend,Noord,52.50450894,6.09313874,2.94983
98,9bba720b-fc91-4e93-a739-4f002db56e2d,,60,Bestaand,Zlr-Zlge,Zwolle Rangeerterrein - Zwolle Goederenemplacement ,603,a,603,603_a,Zwolle,"3,524096",18.245881,"18,245881",ProRail,Noord-Oost,NO,Baan,Drenthe,440,Overijssel,34,ASSET Rail,203398.567,501773.293,2.673,Zwolle,ZL_NEDTRAIN,NCBG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Onbekend,Noord,52.5015103,6.09997987,3.524096
99,6e564b15-22b5-4106-9e13-aab658dcca36,,60,Bestaand,Zlr-Zlge,Zwolle Rangeerterrein - Zwolle Goederenemplacement ,603,a,603,603_a,Zwolle,"2,099302",6.668678,"6,668678",ProRail,Noord-Oost,NO,Baan,Drenthe,440,Overijssel,34,ASSET Rail,202152.272,502328.412,2.826,Zwolle,ZL,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Onbekend,Noord,52.50660794,6.0817053,2.099302
100,8e25048a-4947-4a81-90f4-889f83bcc115,,60,Bestaand,Zlr-Zlge,Zwolle Rangeerterrein - Zwolle Goederenemplacement ,603,a,603,603_a,Zwolle,"3,329369",-4.086777,"-4,086777",ProRail,Noord-Oost,NO,Baan,Drenthe,440,Overijssel,34,ASSET Rail,203242.858,501894.303,2.03399999,Zwolle,ZL,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Onbekend,Noord,52.50261155,6.09770439,3.329369
101,a5e3a067-b0e9-4f07-9480-8b00502ae86c,,60,Bestaand,Zlr-Zlge,Zwolle Rangeerterrein - Zwolle Goederenemplacement ,603,a,603,603_a,Zwolle,"3,004819",41.243064,"41,243064",ProRail,Noord-Oost,NO,Baan,Drenthe,440,Overijssel,34,ASSET Rail,202946.997,502021.63299999,2.79599999,Zwolle,ZL_NEDTRAIN,NCBG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Onbekend,Noord,52.50378186,6.09336572,3.004819
102,1d9a7bbe-6836-46eb-96c9-d4f094693139,,60,Bestaand,Zlr-Zlge,Zwolle Rangeerterrein - Zwolle Goederenemplacement ,926,,926,926__,Zwolle Rangeerterrein,"1,513669",13.261383,"13,261383",ProRail,Noord-Oost,NO,Baan,Drenthe,440,Overijssel,34,ASSET Rail,201895.50399999,501825.18599999,1.86,Zwolle Rangeerterrein,ZLR,NCBG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Onbekend,Noord,52.50210766,6.07785295,1.513669
103,8f5f71a0-ed85-4264-addb-189cbcbbd51d,,60,Bestaand,Zlr-Zlge,Zwolle Rangeerterrein - Zwolle Goederenemplacement ,603,a,603,603_a,Zwolle,"2,607305",38.792944,"38,792944",ProRail,Noord-Oost,NO,Baan,Drenthe,440,Overijssel,34,ASSET Rail,202604.043,502226.831,2.91699999,Zwolle,ZL,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Onbekend,Noord,52.5056559,6.08834438,2.607305
104,0cf646d4-1566-4165-b594-5ccd537bd16d,,60,Bestaand,Zlr-Zlge,Zwolle Rangeerterrein - Zwolle Goederenemplacement ,926,,926,926__,Zwolle Rangeerterrein,"1,422527",31.478118,"31,478118",ProRail,Noord-Oost,NO,Baan,Drenthe,440,Overijssel,34,ASSET Rail,201894.092,501732.945,2.76699999,Zwolle Rangeerterrein,ZLR,NCBG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Onbekend,Noord,52.50127883,6.0778192,1.422527
105,8f7862f2-52c0-412e-810d-5a1d78521b4a,,60,Bestaand,Zlr-Zlge,Zwolle Rangeerterrein - Zwolle Goederenemplacement ,603,a,603,603_a,Zwolle,"3,430951",-14.800935,"-14,800935",ProRail,Noord-Oost,NO,Baan,Drenthe,440,Overijssel,34,ASSET Rail,203335.551,501849.43099999,2.06199999,Zwolle,ZL,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Onbekend,Noord,52.50220011,6.09906292,3.430951
106,ec3b6ea7-024f-4828-9410-55be7a44f20f,,60,Bestaand,Zlr-Zlge,Zwolle Rangeerterrein - Zwolle Goederenemplacement ,926,,926,926__,Zwolle Rangeerterrein,"1,776446",3.317641,"3,317641",ProRail,Noord-Oost,NO,Baan,Drenthe,440,Overijssel,34,ASSET Rail,201950.404,502082.693,1.80699999,Zwolle,ZL,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Onbekend,Noord,52.5044171,6.07869766,1.776446
107,a97d5daa-ae0b-420f-bc81-31afe5822ecb,,60,Bestaand,Zlr-Zlge,Zwolle Rangeerterrein - Zwolle Goederenemplacement ,926,,926,926__,Zwolle Rangeerterrein,"1,052499",-31.807675,"-31,807675",ProRail,Noord-Oost,NO,Baan,Drenthe,440,Overijssel,34,ASSET Rail,201742.49299999,501387.23599999,2.741,Zwolle Rangeerterrein,ZLR,NCBG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Onbekend,Noord,52.49818501,6.07553833,1.052499
108,b54ab954-658b-42b2-a75e-66a8b53a5be7,,60,Bestaand,Zlr-Zlge,Zwolle Rangeerterrein - Zwolle Goederenemplacement ,603,a,603,603_a,Zwolle,"2,382176",-2.165412,"-2,165412",ProRail,Noord-Oost,NO,Baan,Drenthe,440,Overijssel,34,ASSET Rail,202426.983,502362.76899999,1.964,Zwolle,ZL,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Onbekend,Noord,52.50689293,6.08575606,2.382176
