FID,diepte_org,diepte_cm,typering,opmerking,se_anno_cad_data,gdb_geomattr_data,shape
dieptepunten_1935.285,44,-440,dieptepunt, ,,,POINT (167235.47509999946 534354.7278000005)
dieptepunten_1935.286,46,-460,dieptepunt, ,,,POINT (167421.81749999896 533020.5166999996)
dieptepunten_1935.287,45,-450,dieptepunt, ,,,POINT (167488.90080000088 531678.8524000011)
dieptepunten_1935.288,45,-450,dieptepunt, ,,,POINT (168256.63100000098 532044.0830000006)
dieptepunten_1935.289,9,-90,dieptepunt, ,,,POINT (170962.3211000003 540451.8486000001)
dieptepunten_1935.290,8,-80,dieptepunt, ,,,POINT (172356.16169999912 540265.5062000006)
dieptepunten_1935.291,29,-290,dieptepunt, ,,,POINT (170351.11850000173 539460.5075000003)
dieptepunten_1935.292,28,-280,dieptepunt, ,,,POINT (173235.69739999995 539356.1556999981)
dieptepunten_1935.293,29,-290,dieptepunt, ,,,POINT (174830.78779999912 539102.7300999984)
dieptepunten_1935.294,29,-290,dieptepunt, ,,,POINT (176604.76689999923 538394.6295000017)
dieptepunten_1935.295,33,-330,dieptepunt, ,,,POINT (176388.60970000178 537731.250500001)
dieptepunten_1935.296,29,-290,dieptepunt, ,,,POINT (178788.6988000013 537716.3431000002)
dieptepunten_1935.297,14,-140,dieptepunt, ,,,POINT (180391.24240000173 537723.7967999987)
dieptepunten_1935.298,22,-220,dieptepunt, ,,,POINT (171417.8286000006 540092.1046000011)
dieptepunten_1935.299,7,-70,dieptepunt, ,,,POINT (169387.05579999834 483645.8150999993)
dieptepunten_1935.300,7,-70,dieptepunt, ,,,POINT (167795.2340000011 482362.6196999997)
dieptepunten_1935.301,23,-230,dieptepunt, ,,,POINT (168179.77980000153 487504.4780000001)
dieptepunten_1935.302,23,-230,dieptepunt, ,,,POINT (166373.4037999995 487866.7435999997)
dieptepunten_1935.303,53,-530,dieptepunt, ,,,POINT (138062.68329999968 532100.8156999983)
dieptepunten_1935.304,50,-500,dieptepunt, ,,,POINT (138539.91539999843 532668.6616000012)
dieptepunten_1935.305,51,-510,dieptepunt, ,,,POINT (139524.58410000056 532735.1114999987)
dieptepunten_1935.306,56,-560,dieptepunt, ,,,POINT (140025.9800999984 533133.8121000007)
dieptepunten_1935.307,46,-460,dieptepunt, ,,,POINT (140068.26669999957 531297.3740000017)
dieptepunten_1935.308,33,-330,dieptepunt, ,,,POINT (138636.56980000064 530071.068500001)
dieptepunten_1935.309,31,-310,dieptepunt, ,,,POINT (139887.03909999877 529436.7727000006)
dieptepunten_1935.310,33,-330,dieptepunt, ,,,POINT (141022.73090000078 528995.7855999991)
dieptepunten_1935.311,6,-60,dieptepunt, ,,,POINT (139693.73000000045 528025.6147000007)
dieptepunten_1935.312,131,-1310,dieptepunt, ,,,POINT (137477.31830000132 534299.7082999982)
dieptepunten_1935.313,63,-630,dieptepunt, ,,,POINT (138359.29210000113 534396.3630999997)
dieptepunten_1935.314,52,-520,dieptepunt, ,,,POINT (140074.9114000015 534058.0718999989)
dieptepunten_1935.315,55,-550,dieptepunt, ,,,POINT (140981.04850000143 534976.2906999998)
dieptepunten_1935.316,52,-520,dieptepunt, ,,,POINT (139609.76139999926 535368.950100001)
dieptepunten_1935.317,47,-470,dieptepunt, ,,,POINT (137857.89609999955 536142.1873999983)
dieptepunten_1935.318,48,-480,dieptepunt, ,,,POINT (138812.36039999872 537181.2243000008)
dieptepunten_1935.319,43,-430,dieptepunt, ,,,POINT (137749.15960000083 537610.1292999983)
dieptepunten_1935.320,72,-720,dieptepunt, ,,,POINT (137048.41340000182 538057.1570000015)
dieptepunten_1935.321,33,-330,dieptepunt, ,,,POINT (136601.3861999996 538335.0392999984)
dieptepunten_1935.322,46,-460,dieptepunt, ,,,POINT (139537.27039999887 537990.7069999985)
dieptepunten_1935.323,35,-350,dieptepunt, ,,,POINT (140926.68070000038 536589.2151000015)
dieptepunten_1935.324,33,-330,dieptepunt, ,,,POINT (140262.1799999997 537235.5925000012)
dieptepunten_1935.325,33,-330,dieptepunt, ,,,POINT (140401.12090000138 537525.5566000007)
dieptepunten_1935.326,47,-470,dieptepunt, ,,,POINT (141979.00769999996 534976.2906999998)
dieptepunten_1935.327,41,-410,dieptepunt, ,,,POINT (142601.22179999948 536269.0465999991)
dieptepunten_1935.328,37,-370,dieptepunt, ,,,POINT (141894.43499999866 535779.7322999984)
dieptepunten_1935.329,39,-390,dieptepunt, ,,,POINT (142516.64909999818 535387.072900001)
dieptepunten_1935.330,26,-260,dieptepunt, ,,,POINT (143326.1314000003 535350.8273999989)
dieptepunten_1935.331,24,-240,dieptepunt, ,,,POINT (143779.20019999892 534843.3907999992)
dieptepunten_1935.332,82,-820,dieptepunt, ,,,POINT (144377.250500001 538371.2848000005)
dieptepunten_1935.333,87,-870,dieptepunt, ,,,POINT (144709.5011 537592.0064999983)
dieptepunten_1935.334,34,-340,dieptepunt, ,,,POINT (144389.3326999992 535350.8273999989)
dieptepunten_1935.335,32,-320,dieptepunt, ,,,POINT (144842.40089999884 534813.1864)
dieptepunten_1935.336,30,-300,dieptepunt, ,,,POINT (144721.5828000009 534323.8720999993)
dieptepunten_1935.337,30,-300,dieptepunt, ,,,POINT (144558.47800000012 534076.194699999)
dieptepunten_1935.338,44,-440,dieptepunt, ,,,POINT (147125.86670000106 538177.9756999984)
dieptepunten_1935.339,44,-440,dieptepunt, ,,,POINT (147748.08080000058 537434.9428000003)
dieptepunten_1935.340,53,-530,dieptepunt, ,,,POINT (148593.80860000104 536389.8647999987)
dieptepunten_1935.341,61,-610,dieptepunt, ,,,POINT (149004.5907999985 536734.1970999986)
dieptepunten_1935.342,45,-450,dieptepunt, ,,,POINT (150871.23369999975 536438.1920000017)
dieptepunten_1935.343,32,-320,dieptepunt, ,,,POINT (151402.83410000056 536963.7518000007)
dieptepunten_1935.344,45,-450,dieptepunt, ,,,POINT (149548.27329999954 537344.3291000016)
dieptepunten_1935.345,31,-310,dieptepunt, ,,,POINT (150557.1057999991 537616.1702999994)
dieptepunten_1935.346,38,-380,dieptepunt, ,,,POINT (150097.99650000036 538177.9756999984)
dieptepunten_1935.347,63,-630,dieptepunt, ,,,POINT (148497.15419999883 538371.2848000005)
dieptepunten_1935.348,38,-380,dieptepunt,Waarde afgelezen van originele kaart,,,POINT (147633.30370000005 538661.248399999)
dieptepunten_1935.349,32,-320,dieptepunt, ,,,POINT (148833.0287999995 539751.0711000003)
dieptepunten_1935.350,29,-290,dieptepunt, ,,,POINT (149177.3610999994 539008.0388000011)
dieptepunten_1935.351,71,-710,dieptepunt, ,,,POINT (151025.88080000132 539128.8568999991)
dieptepunten_1935.352,23,-230,dieptepunt, ,,,POINT (151732.66809999943 539654.4167000018)
dieptepunten_1935.353,29,-290,dieptepunt, ,,,POINT (152868.35990000144 539533.5980999991)
dieptepunten_1935.354,23,-230,dieptepunt, ,,,POINT (167416.46409999952 488870.1939999983)
dieptepunten_1935.355,18,-180,dieptepunt, ,,,POINT (168136.8691000007 484695.4770000018)
dieptepunten_1935.356,22,-220,dieptepunt, ,,,POINT (166848.72260000184 485741.0128000006)
dieptepunten_1935.357,12,-120,dieptepunt, ,,,POINT (166069.72850000113 483483.249499999)
dieptepunten_1935.358,12,-120,dieptepunt, ,,,POINT (167007.16209999844 483021.1341000013)
dieptepunten_1935.359,27,-270,dieptepunt, ,,,POINT (166162.1510999985 491722.1057000011)
dieptepunten_1935.360,23,-230,dieptepunt, ,,,POINT (166201.76099999994 489635.98519999906)
dieptepunten_1935.361,23,-230,dieptepunt, ,,,POINT (165341.8964000009 487060.5172000006)
dieptepunten_1935.362,24,-240,dieptepunt, ,,,POINT (165224.7175000012 484645.1392999999)
dieptepunten_1935.363,24,-240,dieptepunt, ,,,POINT (165127.34279999882 482445.1402999982)
dieptepunten_1935.364,27,-270,dieptepunt, ,,,POINT (161144.89930000156 491141.1607999988)
dieptepunten_1935.365,28,-280,dieptepunt, ,,,POINT (162253.97630000114 490916.7045999989)
dieptepunten_1935.366,27,-270,dieptepunt, ,,,POINT (163442.2723999992 491418.42980000004)
dieptepunten_1935.367,27,-270,dieptepunt, ,,,POINT (164551.34939999878 490850.68829999864)
dieptepunten_1935.368,22,-220,dieptepunt, ,,,POINT (160167.8553000018 489239.88610000163)
dieptepunten_1935.369,24,-240,dieptepunt, ,,,POINT (161805.06390000135 489055.03979999945)
dieptepunten_1935.370,23,-230,dieptepunt, ,,,POINT (164205.58819999918 488874.31969999894)
dieptepunten_1935.371,26,-260,dieptepunt, ,,,POINT (159692.53700000048 487232.9853999987)
dieptepunten_1935.372,25,-250,dieptepunt, ,,,POINT (163669.20419999957 487044.8381999992)
dieptepunten_1935.373,27,-270,dieptepunt, ,,,POINT (161071.45589999855 485703.87849999964)
dieptepunten_1935.374,27,-270,dieptepunt, ,,,POINT (161083.83399999887 484365.3946999982)
dieptepunten_1935.375,24,-240,dieptepunt, ,,,POINT (161778.6574999988 482334.563099999)
dieptepunten_1935.376,25,-250,dieptepunt, ,,,POINT (163363.05270000175 482377.4737999998)
dieptepunten_1935.377,23,-230,dieptepunt, ,,,POINT (164194.86019999906 481434.2633000016)
dieptepunten_1935.378,12,-120,dieptepunt, ,,,POINT (166202.91649999842 480837.47459999844)
dieptepunten_1935.379,7,-70,dieptepunt, ,,,POINT (166825.94680000097 480724.4208999984)
dieptepunten_1935.380,6,-60,dieptepunt, ,,,POINT (165867.88269999996 478019.3958999999)
dieptepunten_1935.381,13,-130,dieptepunt, ,,,POINT (164990.6889999993 476335.15089999884)
dieptepunten_1935.382,20,-200,dieptepunt, ,,,POINT (165197.81549999863 478813.2441999987)
dieptepunten_1935.383,18,-180,dieptepunt, ,,,POINT (164166.30799999833 477434.3253000006)
dieptepunten_1935.384,19,-190,dieptepunt, ,,,POINT (162099.99230000004 476220.4470000006)
dieptepunten_1935.385,22,-220,dieptepunt, ,,,POINT (161434.876600001 478726.59739999846)
dieptepunten_1935.386,22,-220,dieptepunt, ,,,POINT (162430.89990000054 479387.58740000054)
dieptepunten_1935.387,23,-230,dieptepunt, ,,,POINT (161282.2135999985 480740.9252000004)
dieptepunten_1935.388,24,-240,dieptepunt, ,,,POINT (160133.5267000012 481104.01570000127)
dieptepunten_1935.389,24,-240,dieptepunt, ,,,POINT (159103.6699000001 481393.66330000013)
dieptepunten_1935.390,24,-240,dieptepunt, ,,,POINT (159507.19559999928 479790.28819999844)
dieptepunten_1935.391,28,-280,dieptepunt, ,,,POINT (157161.13479999825 482482.1097000018)
dieptepunten_1935.392,29,-290,dieptepunt, ,,,POINT (155480.19060000032 481226.14609999955)
dieptepunten_1935.393,27,-270,dieptepunt, ,,,POINT (156911.92289999872 481302.0654999986)
dieptepunten_1935.394,25,-250,dieptepunt, ,,,POINT (157491.21759999916 478713.39449999854)
dieptepunten_1935.395,24,-240,dieptepunt, ,,,POINT (155380.34090000018 478278.51089999825)
dieptepunten_1935.396,23,-230,dieptepunt, ,,,POINT (158998.0432999991 478318.1207000017)
dieptepunten_1935.397,22,-220,dieptepunt, ,,,POINT (157487.0914000012 477724.79769999906)
dieptepunten_1935.398,21,-210,dieptepunt, ,,,POINT (155684.01630000025 477081.96229999885)
dieptepunten_1935.399,19,-190,dieptepunt, ,,,POINT (157884.84059999883 475897.7917999998)
dieptepunten_1935.400,16,-160,dieptepunt, ,,,POINT (158209.14660000056 474721.04780000076)
dieptepunten_1935.401,13,-130,dieptepunt, ,,,POINT (158298.26889999956 474040.2531999983)
dieptepunten_1935.402,12,-120,dieptepunt, ,,,POINT (156304.5711000003 474330.72569999844)
dieptepunten_1935.403,16,-160,dieptepunt, ,,,POINT (156063.6110999994 475363.88329999894)
dieptepunten_1935.404,25,-250,dieptepunt, ,,,POINT (159019.16899999976 485062.36400000006)
dieptepunten_1935.405,19,-190,dieptepunt, ,,,POINT (153544.9422999993 539104.693599999)
dieptepunten_1935.406,26,-260,dieptepunt, ,,,POINT (152336.75950000063 538887.2206000015)
dieptepunten_1935.407,68,-680,dieptepunt, ,,,POINT (152010.54989999905 537443.4420000017)
dieptepunten_1935.408,35,-350,dieptepunt, ,,,POINT (153291.22370000184 536942.0461000018)
dieptepunten_1935.409,29,-290,dieptepunt, ,,,POINT (152221.98189999908 536060.0727999993)
dieptepunten_1935.410,25,-250,dieptepunt, ,,,POINT (153170.40560000017 537775.6920999996)
dieptepunten_1935.411,16,-160,dieptepunt, ,,,POINT (153418.08300000057 538168.3515999988)
dieptepunten_1935.412,12,-120,dieptepunt, ,,,POINT (153774.49700000137 538011.2879000008)
dieptepunten_1935.413,20,-200,dieptepunt, ,,,POINT (152759.62330000103 538289.1697999984)
dieptepunten_1935.414,32,-320,dieptepunt, ,,,POINT (152327.0938999988 540186.6350999996)
dieptepunten_1935.415,31,-310,dieptepunt, ,,,POINT (153239.27210000157 539872.5077)
dieptepunten_1935.416,44,-440,dieptepunt, ,,,POINT (153613.80829999968 540192.6761999987)
dieptepunten_1935.417,45,-450,dieptepunt, ,,,POINT (154199.77699999884 540204.7578999996)
dieptepunten_1935.418,12,-120,dieptepunt, ,,,POINT (154320.5956000015 538688.4882999994)
dieptepunten_1935.419,9,-90,dieptepunt, ,,,POINT (154779.7049999982 538513.3018999994)
dieptepunten_1935.420,10,-100,dieptepunt, ,,,POINT (155462.3284999989 538217.2972999997)
dieptepunten_1935.421,11,-110,dieptepunt, ,,,POINT (156392.62889999896 538350.1970999986)
dieptepunten_1935.422,31,-310,dieptepunt, ,,,POINT (155015.3007999994 537715.9012999982)
dieptepunten_1935.423,14,-140,dieptepunt, ,,,POINT (154254.14570000023 537806.5150000006)
dieptepunten_1935.424,52,-520,dieptepunt, ,,,POINT (156978.59760000184 537208.4642000012)
dieptepunten_1935.425,7,-70,dieptepunt, ,,,POINT (156646.34739999846 538918.0430000015)
dieptepunten_1935.426,15,-150,dieptepunt, ,,,POINT (156398.6700000018 539195.9252999984)
dieptepunten_1935.427,6,-60,dieptepunt, ,,,POINT (157548.8601000011 540222.8806000017)
dieptepunten_1935.428,6,-60,dieptepunt, ,,,POINT (159113.45679999888 540301.4122000001)
dieptepunten_1935.429,6,-60,dieptepunt, ,,,POINT (160859.2811000012 540228.9217000008)
dieptepunten_1935.430,11,-110,dieptepunt, ,,,POINT (160744.50349999964 539588.5848000012)
dieptepunten_1935.431,47,-470,dieptepunt, ,,,POINT (160291.43519999832 538670.3654999994)
dieptepunten_1935.432,42,-420,dieptepunt, ,,,POINT (159548.40289999917 537921.2921000011)
dieptepunten_1935.433,43,-430,dieptepunt, ,,,POINT (162757.33630000055 538386.4426000006)
dieptepunten_1935.434,44,-440,dieptepunt, ,,,POINT (163723.88269999996 536006.3225000016)
dieptepunten_1935.435,46,-460,dieptepunt, ,,,POINT (164309.85130000114 537129.932599999)
dieptepunten_1935.436,21,-210,dieptepunt, ,,,POINT (153853.63269999996 542611.4578999989)
dieptepunten_1935.437,18,-180,dieptepunt, ,,,POINT (154789.97470000014 541928.8348999992)
dieptepunten_1935.438,24,-240,dieptepunt, ,,,POINT (154101.31010000035 540726.6926999986)
dieptepunten_1935.439,14,-140,dieptepunt, ,,,POINT (155635.7025000006 540672.3244999982)
dieptepunten_1935.440,14,-140,dieptepunt, ,,,POINT (155478.6387999989 540340.0742999986)
dieptepunten_1935.441,11,-110,dieptepunt, ,,,POINT (156191.46669999883 540611.9156000018)
dieptepunten_1935.442,11,-110,dieptepunt, ,,,POINT (156880.13069999963 540394.4426000006)
dieptepunten_1935.443,7,-70,dieptepunt, ,,,POINT (157816.4728000015 539723.9008000009)
dieptepunten_1935.444,17,-170,dieptepunt, ,,,POINT (155164.51139999926 541560.3387999982)
dieptepunten_1935.445,61,-610,dieptepunt, ,,,POINT (150178.94469999894 540012.6565000005)
dieptepunten_1935.446,53,-530,dieptepunt, ,,,POINT (149786.2851999998 541897.4222000018)
dieptepunten_1935.447,58,-580,dieptepunt, ,,,POINT (149901.06280000135 540550.2980000004)
dieptepunten_1935.448,78,-780,dieptepunt, ,,,POINT (150511.19480000064 540338.8660000004)
dieptepunten_1935.449,71,-710,dieptepunt, ,,,POINT (150299.76289999858 540616.748399999)
dieptepunten_1935.450,49,-490,dieptepunt, ,,,POINT (151495.86400000006 540659.0344999991)
dieptepunten_1935.451,36,-360,dieptepunt, ,,,POINT (152879.23319999874 540707.3621999994)
dieptepunten_1935.452,46,-460,dieptepunt, ,,,POINT (151302.55480000004 541939.7082999982)
dieptepunten_1935.453,48,-480,dieptepunt, ,,,POINT (150891.77259999886 542936.4591000006)
dieptepunten_1935.454,68,-680,dieptepunt, ,,,POINT (150070.20820000023 542912.2958000004)
dieptepunten_1935.455,39,-390,dieptepunt, ,,,POINT (151773.74579999968 541081.8988999985)
dieptepunten_1935.456,29,-290,dieptepunt, ,,,POINT (155556.60460000113 483005.9503000006)
dieptepunten_1935.457,29,-290,dieptepunt, ,,,POINT (157157.50420000032 484402.1988000013)
dieptepunten_1935.458,31,-310,dieptepunt, ,,,POINT (154506.94260000065 485090.4204999991)
dieptepunten_1935.459,31,-310,dieptepunt, ,,,POINT (152792.9899000004 484941.0584000014)
dieptepunten_1935.460,30,-300,dieptepunt, ,,,POINT (150677.16220000014 484754.5617999993)
dieptepunten_1935.461,29,-290,dieptepunt, ,,,POINT (147677.5384999998 484613.45160000026)
dieptepunten_1935.462,29,-290,dieptepunt, ,,,POINT (153202.29190000147 483232.0571000017)
dieptepunten_1935.463,29,-290,dieptepunt, ,,,POINT (151494.1160000004 483235.3575000018)
dieptepunten_1935.464,28,-280,dieptepunt, ,,,POINT (149549.1053000018 483213.07730000094)
dieptepunten_1935.465,23,-230,dieptepunt, ,,,POINT (147400.26949999854 483187.4957000017)
dieptepunten_1935.466,23,-230,dieptepunt, ,,,POINT (148557.20820000023 481764.8407999985)
dieptepunten_1935.467,24,-240,dieptepunt, ,,,POINT (150165.53440000117 480536.9342)
dieptepunten_1935.468,27,-270,dieptepunt, ,,,POINT (152975.36070000008 481493.34809999913)
dieptepunten_1935.469,27,-270,dieptepunt, ,,,POINT (153368.15839999914 481114.57869999856)
dieptepunten_1935.470,22,-220,dieptepunt, ,,,POINT (151321.64779999852 479502.95120000094)
dieptepunten_1935.471,23,-230,dieptepunt, ,,,POINT (152779.78689999878 478908.8029000014)
dieptepunten_1935.472,26,-260,dieptepunt, ,,,POINT (154543.251600001 479556.58989999816)
dieptepunten_1935.473,16,-160,dieptepunt, ,,,POINT (149157.9578000009 479568.9679999985)
dieptepunten_1935.474,17,-170,dieptepunt, ,,,POINT (149628.32559999824 479248.7877999991)
dieptepunten_1935.475,16,-160,dieptepunt, ,,,POINT (151361.25769999996 477760.94139999896)
dieptepunten_1935.476,16,-160,dieptepunt, ,,,POINT (152849.92940000072 477094.17500000075)
dieptepunten_1935.477,12,-120,dieptepunt, ,,,POINT (150582.26350000128 477100.7767000012)
dieptepunten_1935.478,14,-140,dieptepunt, ,,,POINT (151745.8033999987 476986.89820000157)
dieptepunten_1935.479,12,-120,dieptepunt, ,,,POINT (152789.6889999993 476094.8509000018)
dieptepunten_1935.480,11,-110,dieptepunt, ,,,POINT (148691.55139999837 478987.78599999845)
dieptepunten_1935.481,12,-120,dieptepunt, ,,,POINT (147754.94260000065 479894.6875)
dieptepunten_1935.482,12,-120,dieptepunt, ,,,POINT (145964.24570000172 480880.8088000007)
dieptepunten_1935.483,12,-120,dieptepunt, ,,,POINT (142107.2335000001 480912.9915000014)
dieptepunten_1935.484,12,-120,dieptepunt, ,,,POINT (140494.7811000012 480554.8520999998)
dieptepunten_1935.485,17,-170,dieptepunt, ,,,POINT (139940.2426000014 481593.78620000184)
dieptepunten_1935.486,18,-180,dieptepunt, ,,,POINT (140956.0711000003 481753.87629999965)
dieptepunten_1935.487,18,-180,dieptepunt, ,,,POINT (141987.5784999989 481658.1528000012)
dieptepunten_1935.488,14,-140,dieptepunt, ,,,POINT (143806.33260000125 482169.7800000012)
dieptepunten_1935.489,16,-160,dieptepunt, ,,,POINT (147657.5683999993 480684.4096000008)
dieptepunten_1935.490,14,-140,dieptepunt, ,,,POINT (137345.79520000145 484011.6396000013)
dieptepunten_1935.491,16,-160,dieptepunt, ,,,POINT (137551.27160000056 484423.4177000001)
dieptepunten_1935.492,22,-220,dieptepunt, ,,,POINT (138657.04720000178 483727.76889999956)
dieptepunten_1935.493,22,-220,dieptepunt, ,,,POINT (139542.49340000004 483059.3519000001)
dieptepunten_1935.494,22,-220,dieptepunt, ,,,POINT (141218.48640000075 482729.26960000023)
dieptepunten_1935.495,23,-230,dieptepunt, ,,,POINT (141905.88329999894 482752.375599999)
dieptepunten_1935.496,22,-220,dieptepunt, ,,,POINT (143542.2664999999 482803.53819999844)
dieptepunten_1935.497,24,-240,dieptepunt, ,,,POINT (145403.93129999936 482790.33480000123)
dieptepunten_1935.498,23,-230,dieptepunt, ,,,POINT (147060.11919999868 482491.6103999987)
dieptepunten_1935.499,28,-280,dieptepunt, ,,,POINT (146559.21939999983 484156.8761)
dieptepunten_1935.500,27,-270,dieptepunt, ,,,POINT (144990.17280000076 484280.6721000001)
dieptepunten_1935.501,26,-260,dieptepunt, ,,,POINT (143405.2824999988 484106.53830000013)
dieptepunten_1935.502,26,-260,dieptepunt, ,,,POINT (141553.5203000009 484051.249499999)
dieptepunten_1935.503,26,-260,dieptepunt, ,,,POINT (139176.10209999979 484484.4829000011)
dieptepunten_1935.504,24,-240,dieptepunt, ,,,POINT (137982.85429999977 484630.5441999994)
dieptepunten_1935.505,26,-260,dieptepunt, ,,,POINT (139065.52439999953 485543.2221000008)
dieptepunten_1935.506,28,-280,dieptepunt, ,,,POINT (141429.73919999972 485629.04349999875)
dieptepunten_1935.507,41,-410,dieptepunt, ,,,POINT (152426.16490000114 541885.3399999999)
dieptepunten_1935.508,76,-760,dieptepunt, ,,,POINT (152432.20549999923 543933.2100000009)
dieptepunten_1935.509,53,-530,dieptepunt, ,,,POINT (151948.93279999867 543903.0055)
dieptepunten_1935.510,48,-480,dieptepunt, ,,,POINT (151677.09149999917 543401.6096000001)
dieptepunten_1935.511,10,-100,dieptepunt,Waarde afgelezen van originele kaart,,,POINT (153511.8302000016 542413.3537999988)
dieptepunten_1935.512,51,-510,dieptepunt, ,,,POINT (150835.70549999923 544745.1466999985)
dieptepunten_1935.513,63,-630,dieptepunt, ,,,POINT (152345.93400000036 544733.0650999993)
dieptepunten_1935.514,52,-520,dieptepunt, ,,,POINT (151862.6607999988 544213.5463000014)
dieptepunten_1935.515,49,-490,dieptepunt, ,,,POINT (152309.6884999983 543536.9638999999)
dieptepunten_1935.516,40,-400,dieptepunt, ,,,POINT (152472.7932999991 541036.0251999982)
dieptepunten_1935.517,57,-570,dieptepunt, ,,,POINT (145441.16910000145 542940.7256000005)
dieptepunten_1935.518,43,-430,dieptepunt, ,,,POINT (146057.34209999815 541496.9470000006)
dieptepunten_1935.519,41,-410,dieptepunt, ,,,POINT (146510.41090000048 540639.1370999999)
dieptepunten_1935.520,44,-440,dieptepunt, ,,,POINT (147168.87060000002 539841.7364999987)
dieptepunten_1935.521,44,-440,dieptepunt, ,,,POINT (146250.65129999816 542916.5617999993)
dieptepunten_1935.522,55,-550,dieptepunt, ,,,POINT (147035.97019999847 542638.6799000017)
dieptepunten_1935.523,42,-420,dieptepunt, ,,,POINT (148123.33480000123 542898.4389999993)
dieptepunten_1935.524,53,-530,dieptepunt, ,,,POINT (149228.8222000003 542940.7256000005)
dieptepunten_1935.525,36,-360,dieptepunt, ,,,POINT (146915.15199999884 541859.4021000005)
dieptepunten_1935.526,46,-460,dieptepunt, ,,,POINT (145247.85990000144 539310.1361999996)
dieptepunten_1935.527,35,-350,dieptepunt, ,,,POINT (146311.06069999933 539134.9497000016)
dieptepunten_1935.528,35,-350,dieptepunt, ,,,POINT (148467.66710000113 540651.2193000019)
dieptepunten_1935.529,50,-500,dieptepunt, ,,,POINT (147144.7067000009 540627.0555000007)
dieptepunten_1935.530,52,-520,dieptepunt, ,,,POINT (147368.22080000117 540167.9461000003)
dieptepunten_1935.531,34,-340,dieptepunt, ,,,POINT (147954.18950000033 540578.7283000015)
dieptepunten_1935.532,34,-340,dieptepunt, ,,,POINT (147634.02100000158 541062.0014999993)
dieptepunten_1935.533,40,-400,dieptepunt, ,,,POINT (147851.4935999997 543315.2622999996)
dieptepunten_1935.534,39,-390,dieptepunt,Waarde afgelezen van originele kaart,,,POINT (148503.91259999946 542052.7219999991)
dieptepunten_1935.535,41,-410,dieptepunt, ,,,POINT (147658.18439999968 543955.6099999994)
dieptepunten_1935.536,43,-430,dieptepunt, ,,,POINT (148479.7487999983 543973.7327000014)
dieptepunten_1935.537,53,-530,dieptepunt, ,,,POINT (149259.02659999952 543973.7327000014)
dieptepunten_1935.538,42,-420,dieptepunt, ,,,POINT (140812.62049999833 539280.5461000018)
dieptepunten_1935.539,68,-680,dieptepunt, ,,,POINT (142498.03539999947 540567.2609999999)
dieptepunten_1935.540,80,-800,dieptepunt, ,,,POINT (143494.78620000184 539431.5692999996)
dieptepunten_1935.541,56,-560,dieptepunt, ,,,POINT (141307.97529999912 541835.8531999998)
dieptepunten_1935.542,54,-540,dieptepunt, ,,,POINT (140770.3339000009 542808.440200001)
dieptepunten_1935.543,53,-530,dieptepunt, ,,,POINT (142383.25829999894 543738.7410999984)
dieptepunten_1935.544,43,-430,dieptepunt, ,,,POINT (143512.90900000185 543865.6004000008)
dieptepunten_1935.545,59,-590,dieptepunt, ,,,POINT (143047.7589999996 542880.9312000014)
dieptepunten_1935.546,69,-690,dieptepunt, ,,,POINT (144189.4913999997 542935.2994000018)
dieptepunten_1935.547,43,-430,dieptepunt, ,,,POINT (139676.32449999824 539485.9375)
dieptepunten_1935.548,45,-450,dieptepunt, ,,,POINT (138172.13709999993 539473.8553000018)
dieptepunten_1935.549,101,-1010,dieptepunt, ,,,POINT (137404.94099999964 539878.5969999991)
dieptepunten_1935.550,72,-720,dieptepunt, ,,,POINT (136994.15879999846 539872.5559)
dieptepunten_1935.551,38,-380,dieptepunt, ,,,POINT (137169.34519999847 540506.8517000005)
dieptepunten_1935.552,33,-330,dieptepunt, ,,,POINT (136257.16699999943 541763.3621999994)
dieptepunten_1935.553,33,-330,dieptepunt, ,,,POINT (136879.38120000064 542717.8264000006)
dieptepunten_1935.554,38,-380,dieptepunt, ,,,POINT (137713.0271999985 541793.5665999986)
dieptepunten_1935.555,40,-400,dieptepunt, ,,,POINT (138522.51000000164 540603.5064999983)
dieptepunten_1935.556,42,-420,dieptepunt, ,,,POINT (139277.6240000017 540518.9338999987)
dieptepunten_1935.557,49,-490,dieptepunt, ,,,POINT (139035.9875999987 543515.2270000018)
dieptepunten_1935.558,28,-280,dieptepunt, ,,,POINT (143196.5053000003 485239.54619999975)
dieptepunten_1935.559,30,-300,dieptepunt, ,,,POINT (144902.2060999982 485206.5379999988)
dieptepunten_1935.560,12,-120,dieptepunt, ,,,POINT (136967.35559999943 482969.3539999984)
dieptepunten_1935.561,28,-280,dieptepunt, ,,,POINT (138220.01830000058 486464.92599999905)
dieptepunten_1935.562,17,-170,dieptepunt, ,,,POINT (136411.16690000147 483906.78759999946)
dieptepunten_1935.563,17,-170,dieptepunt, ,,,POINT (131544.9274000004 483782.1816999987)
dieptepunten_1935.564,19,-190,dieptepunt, ,,,POINT (132155.5800999999 484138.6704000011)
dieptepunten_1935.565,16,-160,dieptepunt, ,,,POINT (129772.38540000096 484687.43250000104)
dieptepunten_1935.566,17,-170,dieptepunt, ,,,POINT (129215.37139999866 485025.76669999957)
dieptepunten_1935.567,21,-210,dieptepunt, ,,,POINT (129330.9001000002 486288.33210000023)
dieptepunten_1935.568,22,-220,dieptepunt, ,,,POINT (130601.7173999995 486042.4204999991)
