OBJECTID,PUIC,REF_WISSEL_KRUISING_PUIC,NAAM,HOEKVERHOUDING,POSITIONELE_NAUWKEURIGHEID_MM,LEVENSCYCLUS_STATUS,GEOCODE,SUBCODE,GEOCODE_NR,GEOSUBCODE,GEOCODE_NAAM,KMLINT,KMLINT_OMSCHRIJVING,KM_GEOCODE_T,OFFSET,OFFSET_T,ONDERHOUDSREGIO_NAAM,ONDERHOUDSREGIO_AFKORTING,OPC_GEBIED_NAAM,OPC_GEBIED_NR,TECHNIEKVELD,PGO_GEBIED_NAAM,BEHEERDER,BEDIENGEBIED_NAAM,BEDIENGEBIED_AFKORTING,BEDIENGEBIED_SOORT,X,Y,Z,REF_WISSEL_KRUISING_NAAM,PGO_GEBIED_NR,GELDIG_VANAF,PUBLICATIEDATUM,PCA,IN_GEBRUIK,PRORAIL_GEBIED,LATITUDE,LONGITUDE,KM_GEOCODE
786,3078578a-5e31-4d41-a5e1-fa56989612d3,a77b5232-45f3-4aa0-ba5f-3fc67cbc3420,K1177,01:09:00,120,Bestaand,478,a,478,478_a,Rotterdam Europoort 4,Mvta-Mvtn,Maasvlakte Aansl. - Maasvlakte Noordwesthoek ,"0,792065",-131.325126,"-131,325126",Randstad Zuid,RZ,Europoort,4,Baan,Zee-Zevenaar,ProRail,"Rotterdam, Emplacement Maasvlakte West",MVTW,PPLG,61636.036,439076.141,5.18599999,K1177,130,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,VolkerRail,Ja,Zee-Zevenaar,51.93230483,4.0296326,0.792065
787,a4298935-cded-4cc2-b66d-31860b538fa8,9ab062f5-0f55-493e-b1e8-1de69de2306e,K35,01:09:00,60,Bestaand,517,b,517,517_b,Venlo,Mt-Vl,Maastricht - Venlo ,"69,024513",6.014502,"6,014502",Zuid,Z,Venlo,27,Baan,De Peel,ProRail,Venlo,VL,PPLG,210022.508,374616.031,21.94399999,K35,300,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,ASSET Rail,Ja,Zuid-Oost,51.35806282,6.17715951,69.024513
788,e27b1e7a-3752-42cb-89da-ff1da324cfd3,02ead0d9-a72a-4ca3-b41d-e05ce6768898,K_X0001,01:09:00,283,Bestaand,209,,209,209__,Dieren - Apeldoorn,Dr-Apd,Dieren - Apeldoorn ,"15,721364",16.817593,"16,817593",Noord-Oost,NO,Achterhoek,30,Baan,Gelre,Derden - Overig - VSM Apeldoorn- Dieren,,,,196081.257,463678.37699999,22.681,K_X0001,400,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,ASSET Rail,Ja,Oost,52.15974138,5.98757326,15.721364
789,2ee272d0-bebf-4b9d-a931-fffa4e9512d0,41802f64-b308-444c-b4b7-aa11a0fc466e,K101,01:09:00,60,Bestaand,514,a,514,514_a,Nijmegen,Ah-Vl,Arnhem - Venlo ,"17,026923",26.223242,"26,223242",Noord-Oost,NO,Maas en Waal,28,Baan,Gelre,ProRail,Nijmegen,NM,PPLG,187045.28099999,428414.945,23.57999999,K101,400,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,ASSET Rail,Ja,Oost,51.8433946,5.85222302,17.026923
790,cc12129a-283c-4c74-a1ab-5f10cf2fc960,fb7f47e6-6c18-4232-a750-335683cbbae3,K1033,01:09:00,120,Bestaand,478,a,478,478_a,Rotterdam Europoort 4,Mvta-Mvtn,Maasvlakte Aansl. - Maasvlakte Noordwesthoek ,"0,437840",-32.32907,"-32,329070",Randstad Zuid,RZ,Europoort,4,Baan,Zee-Zevenaar,ProRail,"Rotterdam, Emplacement Maasvlakte",MVT,PPLG,61901.927,438799.242,5.19399999,K1033,130,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,VolkerRail,Ja,Zee-Zevenaar,51.92986119,4.03357283,0.43784
791,3765a4fd-bb3e-4f78-bd1d-8f018154158a,6d909a57-f39b-4520-b064-25e2365cc123,K45,01:09:00,60,Bestaand,626,c,626,626_c,Hoorn,Zd-Ekz,Zaandam - Enkhuizen ,"32,972864",2.403201,"2,403201",Randstad Noord,RN,Heerhugowaard,6,Baan,Hollands Noorderkwartier,ProRail,Hoorn,HN,PPLG,132965.537,517537.63199999,-0.574,K45,210,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,VolkerRail,Ja,Noord-West,52.64488398,5.06164447,32.972864
792,bb7a6563-b36f-4a34-89ef-348679b46e95,0b2fa43a-504f-4cac-ab44-a47d016bb726,K2151,01:09:00,60,Bestaand,614,c,614,614_c,s Hertogenbosch,Ut-Btl,Utrecht Centraal - Boxtel ,"47,872820",12.088019,"12,088019",Zuid,Z,Den Bosch,21,Baan,Betuwe,ProRail,'s Hertogenbosch,HT,PPLG,148534.388,411354.22999999,6.61399999,K2151,320,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Strukton Rail,Ja,Zuid-West,51.69093061,5.29369311,47.87282
793,7d96651c-7dac-4678-b60f-f309aaeb7ecf,48e09186-3982-4d26-beb8-a3a23189886a,K173,01:09:00,60,Bestaand,501,,501,501__,Groningen,Hlg-Nscg,Harlingen - Nieuweschans Grens ,"81,008483",-3.226463,"-3,226463",Noord-Oost,NO,Groningen,37,Baan,Wadden,ProRail,Groningen,GN,PPLG,234208.42,581080.27399999,2.31999999,K173,420,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Strukton Rail,Ja,Noord,53.21048585,6.57282476,81.008483
794,9122fe85-a42a-48b9-894a-e705e0e7e1d0,037a1f85-a097-41ce-99f7-000a06d1fdd1,K155B,01:09:00,60,Bestaand,586,,586,586__,Amsterdam Centraal,Awhv-Asd,Amsterdam Westhaven (gebied) - Amsterdam Centraal ,"80,804971",32.174077,"32,174077",Randstad Noord,RN,Amsterdam,9,Baan,Amsterdam,ProRail,Amsterdam Centraal,ASD,PPLG,121847.509,487976.536,5.58399999,K155B,220,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,VolkerRail,Ja,Midden,52.37865454,4.90031748,80.804971
795,7c4df186-b97b-4bff-9189-04a7984d6c62,6772be84-5476-4dca-be38-1ea72baccd01,K1337,01:09:00,120,Bestaand,478,a,478,478_a,Rotterdam Europoort 4,Mvta-Mvtn,Maasvlakte Aansl. - Maasvlakte Noordwesthoek ,"2,034533",3.855334,"3,855334",Randstad Zuid,RZ,Europoort,4,Baan,Zee-Zevenaar,ProRail,"Rotterdam, Emplacement Maasvlakte West",MVTW,PPLG,61324.976,440285.89899999,5.17799999,K1337,130,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,VolkerRail,Ja,Zee-Zevenaar,51.94312343,4.02478093,2.034533
796,bc36ad00-d3db-4b2c-b27c-551a09886fa3,268974a5-38e0-40a0-9930-5637eb423463,K385,01:09:00,60,Bestaand,586,,586,586__,Amsterdam Centraal,Awhv-Asd,Amsterdam Westhaven (gebied) - Amsterdam Centraal ,"81,093098",-18.908679,"-18,908679",Randstad Noord,RN,Amsterdam,9,Baan,Amsterdam,ProRail,Amsterdam Centraal,ASD,PPLG,122120.014,487867.462,6.006,K385,220,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,VolkerRail,Ja,Midden,52.37769064,4.90433009,81.093098
797,2507697e-fe0d-446b-874d-50480360f3e2,c81406eb-7785-4d4e-80dc-9ebcccef94a3,K1227,01:04:00,120,Bestaand,478,a,478,478_a,Rotterdam Europoort 4,Mvta-Mvtn,Maasvlakte Aansl. - Maasvlakte Noordwesthoek ,"1,875043",0.82933,"0,829330",Randstad Zuid,RZ,Europoort,4,Baan,Zee-Zevenaar,ProRail,"Rotterdam, Emplacement Maasvlakte West",MVTW,PPLG,61391.296,440140.45299999,5.033,K1227,130,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,VolkerRail,Ja,Zee-Zevenaar,51.94182763,4.02578488,1.875043
798,231e5da6-4530-4307-97f8-cf6ea3108459,820cd26b-b247-40e7-a52a-30ccc24e724e,K85,01:09:00,60,Bestaand,606,a,606,606_a,Almelo,Aml-Hgl,Almelo - Hengelo ,"0,634777",10.346024,"10,346024",Noord-Oost,NO,Twente,32,Baan,Twente,ProRail,Almelo,AML,PPLG,241287.87599999,486309.08,11.576,K85,410,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,VolkerRail,Ja,Oost,52.35788795,6.6538962,0.634777
799,a3f22309-8c8b-49a9-b2bd-af15212b1467,23b13dd5-e301-41a8-bfa6-85af95d07ecb,K381,01:09:00,60,Bestaand,586,,586,586__,Amsterdam Centraal,Awhv-Asd,Amsterdam Westhaven (gebied) - Amsterdam Centraal ,"81,158197",-6.899412,"-6,899412",Randstad Noord,RN,Amsterdam,9,Baan,Amsterdam,ProRail,Amsterdam Centraal,ASD,PPLG,122173.466,487828.716,5.892,K381,220,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,VolkerRail,Ja,Midden,52.37734562,4.90511884,81.158197
800,b43d0d6b-5d40-43c0-b8dc-e3d1895b2fd3,0e932ed0-19b3-4315-83ad-ab6de680c22a,K241,01:09:00,60,Bestaand,502,b,502,502_b,Meppel,Zl-Lw,Zwolle - Leeuwarden ,"100,174328",-0.23466,"-0,234660",Noord-Oost,NO,Drenthe,35,Baan,Drenthe,ProRail,Meppel,MP,PPLG,209698.109,522417.25799999,2.83,K241,440,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,ASSET Rail,Onbekend,Noord,52.68643153,6.19614618,100.174328
801,1121e77f-3371-4cb8-a344-f9e8fb5b5d0e,2e5481c6-7af8-40a1-8754-a06ee3816a8b,K1241,01:09:00,60,Bestaand,560,a,560,560_a,Den Haag Centraal,Gd-Gvc,Gouda - Den Haag Centraal ,"24,864952",8.424566,"8,424566",Randstad Zuid,RZ,Den Haag,2,Baan,Den Haag,ProRail,Den Haag Centraal,GVC,PPLG,82427.872,454919.389,0.47,K1241,110,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,VolkerRail,Ja,Zuid-Holland Noord,52.07778944,4.32854615,24.864952
802,7ed0ebad-b2c1-4ccc-b02e-af7147c4e74e,01bfabf2-46e4-4bb0-b35e-ff7da8168bd1,357Ba,01:09:00,283,Bestaand,924,a,924,924_a,Kijfhoek,Kfhz-Kfhn,Kijfhoek Zuid - Kijfhoek Noord ,"36,442594",44.46056,"44,460560",Randstad Zuid,RZ,Kijfhoek,99,Baan,Zee-Zevenaar,ProRail,Kijfhoek,KFH_270-289,NCBG,99455.107,428186.477,-0.131,357Ba,130,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,VolkerRail,Ja,Zee-Zevenaar,51.83949736,4.58123191,36.442594
803,a7cf6919-f177-4785-be90-00c17d2bcc25,10cafe72-8709-4682-b17b-6829c41a63b2,3549Aa,01:09:00,283,Bestaand,924,a,924,924_a,Kijfhoek,Kfhz-Kfhn,Kijfhoek Zuid - Kijfhoek Noord ,"35,517559",110.388627,"110,388627",Randstad Zuid,RZ,Kijfhoek,99,Baan,Zee-Zevenaar,ProRail,Kijfhoek,KFH,PPLG,100222.894,427674.5,-0.208,3549Aa,130,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,VolkerRail,Ja,Zee-Zevenaar,51.83497188,4.5924528,35.517559
804,5bdd14a7-5c48-4fe3-bf6a-d1309b12c5cd,ecfd5ca5-852b-4a67-a072-cf1bf9cd13dc,955Aa,01:09:00,60,Bestaand,163,,163,163__,Rotterdam Lombardijen - Rotterdam Centraal,Bd-Rtd,Breda - Rotterdam Centraal ,"44,252770",20.691569,"20,691569",Randstad Zuid,RZ,Dordrecht,5,Baan,Dordrecht,ProRail,Rotterdam Stadion,RTST,PPLG,95141.23299999,434557.178,0.314,955Aa,140,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,ASSET Rail,Ja,Zuid-Holland Zuid,51.89630762,4.51753736,44.25277
805,b9c525a8-2a83-4939-94fa-237630137412,615d75d2-4006-491c-b4e8-dc07b3257619,279Ba,01:09:00,60,Bestaand,555,,555,555__,Rotterdam Centraal,Ass-Rtd,Amsterdam Sloterdijk - Rotterdam ,"83,717534",-17.043881,"-17,043881",Randstad Zuid,RZ,Rotterdam,3,Baan,Rotterdam,ProRail,Rotterdam Centraal,RTD,PPLG,91660.25999999,437734.53999999,2.982,279Ba,120,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,VolkerRail,Ja,Zuid-Holland Zuid,51.92447866,4.46638453,83.717534
806,8622af5d-616f-47d0-b224-fbf251cf6f05,b27b5a91-636e-4f80-9d7f-57e7955494a1,1077Aa,01:09:00,283,Bestaand,544,a,544,544_a,Breda,Bd-Ehv,Breda - Eindhoven ,"0,267062",0.465091,"0,465091",Zuid,Z,Breda,20,Baan,Brabant,ProRail,Breda,BD,PPLG,112540.027,400839.493,5.16899999,1077Aa,330,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,ASSET Rail,Ja,Zuid-West,51.5948514,4.77442521,0.267062
807,45cac3c8-958b-459a-86fe-116212592e05,1b9a6c0b-e07d-41fd-94cb-4e504fd7b1fc,K261,01:09:00,60,Bestaand,545,b,545,545_b,Roosendaal,Zlw-Np,Lage Zwaluwe - Nispen ,"22,580111",46.754125,"46,754125",Zuid,Z,Roosendaal,19,Baan,Zeeland,ProRail,Roosendaal,RSD,PPLG,90846.75199999,395334.908,4.607,K261,310,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Strukton Rail,Ja,Zuid-West,51.54331893,4.46239122,22.580111
808,78d82e08-8bac-43f2-a42d-fce5039b4246,08d72205-fe75-4809-90fb-c32655027e2a,337Ba,01:09:00,60,Bestaand,555,,555,555__,Rotterdam Centraal,Ass-Rtd,Amsterdam Sloterdijk - Rotterdam ,"84,112944",-6.720738,"-6,720738",Randstad Zuid,RZ,Rotterdam,3,Baan,Rotterdam,ProRail,Rotterdam Centraal,RTD,PPLG,92040.10199999,437836.467,3.378,337Ba,120,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,VolkerRail,Ja,Zuid-Holland Zuid,51.92543782,4.47188726,84.112944
809,682a03a6-6103-4260-875a-45e54419e0b2,53b3bde4-9118-4a93-9662-e7b56b17ccd3,K431,01:09:00,60,Bestaand,564,b,564,564_b,Den Haag Binckhorst,Gd-Gvc,Gouda - Den Haag Centraal ,"23,577562",-2.452891,"-2,452891",Randstad Zuid,RZ,Den Haag,2,Baan,Den Haag,ProRail,Den Haag Binckhorst,BKH,PPLG,83494.076,454230.14299999,0.385,K431,110,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,VolkerRail,Ja,Zuid-Holland Noord,52.07173398,4.34424149,23.577562
810,338a9b19-a457-4cf0-a82e-f293d70551af,8ad0e20d-de8f-43d3-be36-1f825ef63496,K1407,01:09:00,60,Bestaand,144,a,144,144_a,Duivendrecht - Amsterdam Riekerpolder,Gpda-Asra,Gaasperdammerweg Aansl. - Amsterdam Riekerpolder Aansl. ,"155,713083",-7.699596,"-7,699596",Randstad Noord,RN,Duivendrecht,10,Baan,Amstelsepoort,ProRail,Amsterdam Zuid Overloopwissels,ASDZO,PPLG,119498.526,483527.358,6.827,K1407,230,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Strukton Rail,Ja,Midden,52.33852168,4.86629091,155.713083
811,4d7f4f7e-3ae0-45ae-a3cb-9e51df4ab6ac,7815ba93-2f6f-493b-a0f5-175a7868b438,K257,01:09:00,60,Bestaand,135,,135,135__,Weesp Aansl. - Lelystad Industrieterrein,Wp-Llso,Weesp - Lelystad Opstel. ,"21,653380",0.215304,"0,215304",Randstad Noord,RN,Weesp,11,Baan,Amstelsepoort,ProRail,Almere Oostvaarders,ALMO,PPLG,148897.924,490480.738,0.864,K257,230,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Strukton Rail,Ja,Midden,52.40212814,5.29753962,21.65338
812,3af4911d-6bb8-475a-bc00-9a8efe90b5f5,0eb0dd73-8764-4a63-8056-99aa41ac6bdc,K177,01:04:00,60,Bestaand,543,c,543,543_c,Hengelo,Zp-Esg,Zutphen - Enschede Grens ,"45,441872",-8.344794,"-8,344794",Noord-Oost,NO,Twente,32,Baan,Twente,ProRail,Hengelo,HGL,PPLG,251351.113,475744.20299999,21.68799999,K177,410,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,VolkerRail,Ja,Oost,52.26128366,6.79856231,45.441872
813,437a88a3-f21f-45dd-82cb-44d5ab018ef8,e04d45be-6abd-4d81-9f21-e87cd16f6711,K31,01:09:00,60,Bestaand,618,c,618,618_c,Eindhoven,Bd-Ehv,Breda - Eindhoven ,"58,582279",0.712955,"0,712955",Zuid,Z,Eindhoven,24,Baan,De Peel,ProRail,Eindhoven,EHV,PPLG,161107.068,383691.701,20.148,K31,300,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,ASSET Rail,Ja,Zuid-Oost,51.44228736,5.47504003,58.582279
814,ef3e4492-2dc1-4b30-9ed4-f92f623a3ae4,9e1f9ee3-aed9-4a9c-8671-fd628b9c62d7,K275,01:09:00,60,Bestaand,553,c,553,553_c,Sittard,Mt-Vl,Maastricht - Venlo ,"21,828030",10.843296,"10,843296",Zuid,Z,Roermond,25,Baan,Limburg,ProRail,Sittard,STD,PPLG,188115.674,334795.272,49.182,K275,340,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Strukton Rail,Ja,Zuid-Oost,51.00184196,5.85896133,21.82803
815,491f405e-fbf7-472d-95c1-4e3c3f5e25c2,2eeb95ae-f965-4317-b123-9474bd90749b,87Ba,01:05:00,60,Bestaand,506,b,506,506_b,Amersfoort,Asd-Zp,Amsterdam Centraal - Zutphen ,"43,903978",0.681374,"0,681374",Randstad Noord,RN,Amersfoort,12,Baan,Eemland,ProRail,Amersfoort,AMF,PPLG,153378.66399999,462810.163,5.52099999,87Ba,200,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,ASSET Rail,Onbekend,Midden,52.1534643,5.36351259,43.903978
816,c97faebf-622a-446c-b75b-c46b3764e9a0,2bf7ca75-be25-42ee-a381-bc22fe57902d,K67,01:09:00,60,Bestaand,011,,11,011__,Assen - Haren,Mp-Gn,Meppel - Groningen ,"69,003522",36.034612,"36,034612",Noord-Oost,NO,Drenthe,35,Baan,Drenthe,ProRail,Onnen Rangeerterrein,ONR,NCBG,238105.35,575213.211,3.387,K67,440,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,ASSET Rail,Ja,Noord,53.15718636,6.62962745,69.003522
817,aa5ea011-6f3d-40c9-83d7-3f23a5d749d0,46722ad6-b752-46f4-8901-8de3c9ff6644,K2001,01:09:00,60,Bestaand,115,d,115,115_d,Schiedam Centrum - Vlaardingen Vulcaanhaven,Sdmga-Vdgvch,Schiedam Goederenoverdrachtspoor Aansluiting -  Vlaardingen Vulcaanhaven ,"501,321748",0.071019,"0,071019",Randstad Zuid,RZ,Rotterdam,3,Baan,Rotterdam,Derden - Overig - Metropoolregio Rotterdam Den Haag (MRDH),Rotterdamse Electrische Tram,RET,NCBG,86579.072,437991.50799999,0.925,K2001,120,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,VolkerRail,Onbekend,Zuid-Holland Zuid,51.92618625,4.39247439,501.321748
818,ab08b051-5e73-45f5-b2c1-04dd6c7d904a,c8f36a65-00b2-4ac3-9d82-fd84833f2c60,K57,01:09:00,60,Bestaand,586,,586,586__,Amsterdam Centraal,Awhv-Asd,Amsterdam Westhaven (gebied) - Amsterdam Centraal ,"80,377273",14.506464,"14,506464",Randstad Noord,RN,Amsterdam,9,Baan,Amsterdam,ProRail,Amsterdam Centraal,ASD,PPLG,121487.215,488207.956,5.48,K57,220,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,VolkerRail,Ja,Midden,52.38071251,4.89500323,80.377273
819,a81d00ff-122d-4554-bc61-1890ca894634,9994f617-622c-41e1-874b-bc8c5a473999,K975A,01:09:00,283,Bestaand,525,b,525,525_b,Amsterdam Singelgracht Aansl.,Awhv-Asd,Amsterdam Westhaven (gebied) - Amsterdam Centraal ,"78,288915",-11.74176,"-11,741760",Randstad Noord,RN,Amsterdam,9,Baan,Amsterdam,Derden - Overig - NS Onderhoud & Service (vastgesteld op 17-04-2018),Amsterdam Lijnwerkplaats,ASDWPL,NCBG,119727.32399999,489334.385,2.241,K975A,220,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,VolkerRail,Ja,Midden,52.39072578,4.86903855,78.288915
820,22b4a92e-6d0d-4b06-9962-44ed9dcd245e,34d04e5f-5a90-4695-aeec-1862443f61d7,K71,01:09:00,60,Bestaand,560,a,560,560_a,Den Haag Centraal,Gd-Gvc,Gouda - Den Haag Centraal ,"24,758736",-2.733639,"-2,733639",Randstad Zuid,RZ,Den Haag,2,Baan,Den Haag,ProRail,Den Haag Centraal,GVC,PPLG,82486.78699999,454834.117,0.522,K71,110,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,VolkerRail,Ja,Zuid-Holland Noord,52.07703084,4.32942357,24.758736
821,f500f89f-cb28-49d5-bed0-ad10b4bdd7c1,c9fecc89-ebd5-42e4-99f2-456390daa8a5,K921,01:07:00,283,Bestaand,815,a,815,815_a,Roodeschool Eemshaven,Rda-Eem,Rodeschool Aansl. - Eemshaven ,"6,388898",-39.551346,"-39,551346",Noord-Oost,NO,Groningen,37,Baan,Wadden,Derden - Overig - Eems Terminal B.V.,Eemshaven Industrie Aansluiting,EEMIA,NCBG,249864.05499999,607960.51899999,4.772,K921,420,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Strukton Rail,Ja,Noord,53.44940385,6.81507915,6.388898
822,18ed98df-d71a-4062-8a2d-30aad5780a3c,416fd015-7ea9-4d53-9c2e-691e40fa4044,911Ba,01:09:00,60,Bestaand,664,b,664,664_b,Rotterdam Lombardijen,Bd-Rtd,Breda - Rotterdam Centraal ,"43,239805",16.07335,"16,073350",Randstad Zuid,RZ,Dordrecht,5,Baan,Dordrecht,ProRail,Rotterdam Stadion,RTST,PPLG,95597.04899999,433653.58799999,-0.04,911Ba,140,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,ASSET Rail,Ja,Zuid-Holland Zuid,51.88823541,4.52431492,43.239805
823,cb9bcb70-bf73-4041-9006-cf6e61426fe0,b26b158e-7f8d-44b6-8fe9-902b3cbd07f6,916Aa,01:09:00,60,Bestaand,664,b,664,664_b,Rotterdam Lombardijen,Bd-Rtd,Breda - Rotterdam Centraal ,"43,096931",9.631461,"9,631461",Randstad Zuid,RZ,Dordrecht,5,Baan,Dordrecht,ProRail,Rotterdam Stadion,RTST,PPLG,95648.72299999,433520.10499999,0.054,916Aa,140,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,ASSET Rail,Ja,Zuid-Holland Zuid,51.88704124,4.52508846,43.096931
824,f0733629-944d-4987-9836-e485a9b10c15,9ffcf3e0-b0b0-4d81-88f6-92a126b1a22c,K61,01:09:00,60,Bestaand,514,a,514,514_a,Nijmegen,Ah-Vl,Arnhem - Venlo ,"17,322471",16.136264,"16,136264",Noord-Oost,NO,Maas en Waal,28,Baan,Gelre,ProRail,Nijmegen,NM,PPLG,186967.337,428130.45699999,23.654,K61,400,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,ASSET Rail,Ja,Oost,51.84084207,5.85106563,17.322471
825,8f795dbb-c6bc-4cf7-9c98-a5f5854b5b08,108b3900-7416-4adb-a259-376c80829b3e,K967,01:09:00,60,Bestaand,564,b,564,564_b,Den Haag Binckhorst,Gd-Gvc,Gouda - Den Haag Centraal ,"23,697739",20.528423,"20,528423",Randstad Zuid,RZ,Den Haag,2,Baan,Den Haag,ProRail,Kleine Binckhorst,BKHK,NCBG,83404.645,454313.15,0.332,K967,110,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,VolkerRail,Ja,Zuid-Holland Noord,52.0724684,4.34291987,23.697739
826,247a68a1-9b67-4a2c-8434-a12e4369bd80,b5c04273-f17a-43f3-9381-e1543ef980d0,K105,01:09:00,60,Bestaand,606,a,606,606_a,Almelo,Aml-Hgl,Almelo - Hengelo ,"0,936904",2.701093,"2,701093",Noord-Oost,NO,Twente,32,Baan,Twente,ProRail,Almelo,AML,PPLG,241494.935,486089.40999999,11.43399999,K105,410,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,VolkerRail,Ja,Oost,52.35588144,6.65687856,0.936904
827,f1b859e1-415e-4d3a-a518-76bb9f7fc4f0,2b62a545-da6f-4d86-9bb1-5adb0403b076,K3295,01:09:00,60,Bestaand,080,,80,080__,Amsterdam Bijlmer - Nieuwersluis=Loenen,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,"8,040588",2.253694,"2,253694",Randstad Noord,RN,Duivendrecht,10,Baan,Amstelsepoort,ProRail,Abcoude,AC,PPLG,126077.662,478591.11599999,4.51999999,K3295,230,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Strukton Rail,Ja,Midden,52.29454308,4.96324682,8.040588
828,9d6bf401-ca3d-4d31-972a-0b21fc30c142,40ad7275-8f5a-4bb8-a5fc-d66751c73ace,107Aa,01:09:00,60,Bestaand,503,c,503,503_c,Deventer,Ah-Zl,Arnhem - Zwolle ,"43,587094",1.52633,"1,526330",Noord-Oost,NO,IJsselstreek,31,Baan,Veluwe,ProRail,Deventer,DV,PPLG,207822.426,474640.407,10.27,107Aa,430,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Strukton Rail,Ja,Oost,52.25726053,6.16085682,43.587094
829,f47abc5a-6ca4-4384-be73-47baff85687e,51cf80d5-3735-4395-b67c-dbd0dc105ffb,K55,01:09:00,60,Bestaand,560,a,560,560_a,Den Haag Centraal,Gd-Gvc,Gouda - Den Haag Centraal ,"24,799742",-8.19475,"-8,194750",Randstad Zuid,RZ,Den Haag,2,Baan,Den Haag,ProRail,Den Haag Centraal,GVC,PPLG,82454.64999999,454858.859,0.582,K55,110,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,VolkerRail,Ja,Zuid-Holland Noord,52.07724898,4.32894959,24.799742
830,47505fea-4be3-49e8-b818-7cc2ef44b405,1bfc3f24-7343-4f7e-8291-528b85feddf7,K1305,01:09:00,60,Bestaand,564,b,564,564_b,Den Haag Binckhorst,Gd-Gvc,Gouda - Den Haag Centraal ,"23,516404",-31.133736,"-31,133736",Randstad Zuid,RZ,Den Haag,2,Baan,Den Haag,ProRail,Grote Binckhorst,BKHG,NCBG,83529.811,454173.05699999,0.392,K1305,110,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,VolkerRail,Ja,Zuid-Holland Noord,52.07122557,4.34477458,23.516404
831,d1a611a2-540a-4718-bf7c-e1bcdbd22bcf,f08f69cf-4aae-4b99-9730-702758cc28dc,125Aa,01:09:00,60,Bestaand,503,c,503,503_c,Deventer,Ah-Zl,Arnhem - Zwolle ,"43,162815",1.099879,"1,099879",Noord-Oost,NO,IJsselstreek,31,Baan,Veluwe,ProRail,Deventer,DV,PPLG,208208.709,474467.211,10.28999999,125Aa,430,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Strukton Rail,Ja,Oost,52.25566679,6.16648663,43.162815
832,ebd95995-dc46-4fd2-90a8-7a575b30c07f,51f54d17-a689-4a89-a444-22142c2edb95,K107,01:09:00,60,Bestaand,518,,518,518__,Weert,Bdl-Rm,Budel - Roermond ,"63,269556",-0.572352,"-0,572352",Zuid,Z,Roermond,25,Baan,Limburg,ProRail,Weert,WT,PPLG,176021.11799999,362299.858,38.42,K107,340,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Strukton Rail,Ja,Zuid-Oost,51.24964475,5.68828212,63.269556
