OBJECTID,PUIC,NAAM,POSITIONELE_NAUWKEURIGHEID_MM,LEVENSCYCLUS_STATUS,GEOCODE,SUBCODE,GEOCODE_NR,GEOSUBCODE,GEOCODE_NAAM,KMLINT,KMLINT_OMSCHRIJVING,KM_GEOCODE_T,OFFSET,OFFSET_T,X,Y,Z,GELDIG_VANAF,PUBLICATIEDATUM,IN_GEBRUIK,LATITUDE,LONGITUDE,KM_GEOCODE
13,a0b5b6d4-66f9-4a92-b68d-4fbc66de6590,ES_4243L,60,Bestaand,603,a,603,603_a,Zwolle,Zlr-Zlge,Zwolle Rangeerterrein - Zwolle Goederenemplacement ,"2,589755",-28.634622,"-28,634622",202623.69699999,502293.66399999,1.8,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,52.50625479,6.08864337,2.589755
14,5e1c0421-bc1d-4149-bbf5-99b188b5c4e3,ES_4045L,60,Bestaand,926,,926,926__,Zwolle Rangeerterrein,Zlr-Zlge,Zwolle Rangeerterrein - Zwolle Goederenemplacement ,"0,362246",4.120314,"4,120314",201438.95199999,500746.911,1.874,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,52.49245639,6.07097961,0.362246
15,dd2e0c24-e5f1-4de3-9b92-598d7654a1f4,ES_4379L,60,Bestaand,603,a,603,603_a,Zwolle,Zlr-Zlge,Zwolle Rangeerterrein - Zwolle Goederenemplacement ,"2,776611",34.699496,"34,699496",202750.78899999,502143.603,1.78299999,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,52.50489515,6.09049366,2.776611
16,ff735078-895f-4d09-ac8d-32725f43dfbf,ES_4049R,60,Bestaand,926,,926,926__,Zwolle Rangeerterrein,Zlr-Zlge,Zwolle Rangeerterrein - Zwolle Goederenemplacement ,"0,359894",9.139202,"9,139202",201440.749,500741.55499999,1.874,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,52.49240811,6.07100532,0.359894
17,24f334fd-4129-4160-ab2b-4c501f5d7703,ES_4049L,60,Bestaand,926,,926,926__,Zwolle Rangeerterrein,Zlr-Zlge,Zwolle Rangeerterrein - Zwolle Goederenemplacement ,"0,358806",15.85402,"15,854020",201444.734,500736.01899999,1.874,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,52.49235802,6.07106322,0.358806
18,71fa2162-29a7-463d-9fff-f4b83b377038,ES_X0799,60,Bestaand,604,a,604,604_a,Hattemerbroek,Llsoa-Zl,Lelystad Opstelterrein Aansl. - Zwolle ,"46,823644",-29.842274,"-29,842274",201422.777,500836.574,5.25199999,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,52.49326355,6.07075393,46.823644
19,24fa4c38-2822-42cc-8266-952c4029233f,ES_4061Q,60,Bestaand,926,,926,926__,Zwolle Rangeerterrein,Zlr-Zlge,Zwolle Rangeerterrein - Zwolle Goederenemplacement ,"0,344521",39.360698,"39,360698",201450.641,500708.346,1.619,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,52.49210883,6.07114634,0.344521
20,ff4fced8-b87e-4b91-9505-2835422c9f37,ES_4085V,60,Bestaand,926,,926,926__,Zwolle Rangeerterrein,Zlr-Zlge,Zwolle Rangeerterrein - Zwolle Goederenemplacement ,"0,368554",-17.390753,"-17,390753",201428.353,500766.88,1.874,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,52.49263675,6.07082634,0.368554
21,b9a01cc5-44b6-498e-8550-3bdde9b3da79,ES_X0544,60,Bestaand,604,a,604,604_a,Hattemerbroek,Llsoa-Zl,Lelystad Opstelterrein Aansl. - Zwolle ,"46,803455",-30.479878,"-30,479878",201408.793,500823.601,5.38999999,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,52.49314815,6.07054624,46.803455
22,11d891d9-9ad7-4a5c-899d-7c53ec906a41,ES_4365L,60,Bestaand,603,a,603,603_a,Zwolle,Zlr-Zlge,Zwolle Rangeerterrein - Zwolle Goederenemplacement ,"2,866997",-31.102237,"-31,102237",202864.861,502153.221,1.874,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,52.5049716,6.09217499,2.866997
23,15121a18-72ac-431d-bac5-be0bb010bb91,ES_4449R,60,Bestaand,603,a,603,603_a,Zwolle,Zlr-Zlge,Zwolle Rangeerterrein - Zwolle Goederenemplacement ,"4,002951",-29.173148,"-29,173148",203832.491,501564.31099999,3.298,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,52.49959364,6.10633925,4.002951
24,3f44a46d-921d-4810-b1a8-939176707359,ES_4361V,60,Bestaand,603,a,603,603_a,Zwolle,Zlr-Zlge,Zwolle Rangeerterrein - Zwolle Goederenemplacement ,"2,867396",-50.986462,"-50,986462",202875.064,502170.293,1.823,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,52.50512413,6.0923277,2.867396
25,70e0d963-ba5b-4c45-a553-7bbdc16dd140,ES_4059L,60,Bestaand,926,,926,926__,Zwolle Rangeerterrein,Zlr-Zlge,Zwolle Rangeerterrein - Zwolle Goederenemplacement ,"0,345331",50.72545,"50,725450",201459.421,500701.075,1.619,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,52.49204274,6.0712746,0.345331
26,bf3b6f78-e86e-4af3-b5cc-1db45adb2649,ES_4245L,60,Bestaand,603,a,603,603_a,Zwolle,Zlr-Zlge,Zwolle Rangeerterrein - Zwolle Goederenemplacement ,"2,663960",-21.409904,"-21,409904",202683.799,502250.19699999,1.85,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,52.50585893,6.08952232,2.66396
27,5e2353be-e8cd-4884-b0a9-5e776029bbcc,ES_4119L,60,Bestaand,926,,926,926__,Zwolle Rangeerterrein,Zlr-Zlge,Zwolle Rangeerterrein - Zwolle Goederenemplacement ,"0,885381",1.491935,"1,491935",201728.553,501216.52,1.875,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,52.49665201,6.07530916,0.885381
28,82dd5e6d-c712-428c-9c0b-7ed20e4db58b,ES_4053L,60,Bestaand,926,,926,926__,Zwolle Rangeerterrein,Zlr-Zlge,Zwolle Rangeerterrein - Zwolle Goederenemplacement ,"0,344180",34.57506,"34,575060",201446.94399999,500711.408,1.619,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,52.49213666,6.07109234,0.34418
29,c9e32111-d023-4893-92aa-c209f6caac9a,ES_4363V,60,Bestaand,603,a,603,603_a,Zwolle,Zlr-Zlge,Zwolle Rangeerterrein - Zwolle Goederenemplacement ,"2,866961",-35.260926,"-35,260926",202866.88699999,502156.853,1.874,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,52.50500407,6.09220535,2.866961
30,d30fb5d0-7504-4e17-a5a3-e62e4a47ffea,ES_4449L,60,Bestaand,603,a,603,603_a,Zwolle,Zlr-Zlge,Zwolle Rangeerterrein - Zwolle Goederenemplacement ,"4,002925",-35.372969,"-35,372969",203835.739,501569.592,3.298,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,52.49964081,6.10638786,4.002925
31,c8ad66fb-14ca-47b8-b30f-af0ce5c909e0,ES_4121L,60,Bestaand,926,,926,926__,Zwolle Rangeerterrein,Zlr-Zlge,Zwolle Rangeerterrein - Zwolle Goederenemplacement ,"0,885866",8.072153,"8,072153",201734.86199999,501214.58299999,1.875,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,52.49663406,6.07540179,0.885866
32,19446165-d74a-4874-8202-c2c132c11330,ES_859L,60,Bestaand,618,b,618,618_b,Eindhoven,Vl-Ehv,Venlo - Eindhoven ,"50,465452",-40.456494,"-40,456494",162524.225,383959.44199999,17.68199999,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,51.44467683,5.4954293,50.465452
33,6a4d7485-d0ee-4364-a9d4-f4b023c9cbbf,ES_119BS,60,Bestaand,618,b,618,618_b,Eindhoven,Vl-Ehv,Venlo - Eindhoven ,"51,123537",12.212267,"12,212267",161872.064,383874.55499999,18.382,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,51.44392215,5.48604685,51.123537
34,7b8654a2-039f-470d-9bd4-d3709c5d940c,ES_1241R,60,Bestaand,542,a,542,542_a,Dordrecht,Bd-Rtd,Breda - Rotterdam Centraal ,"29,538669",27.367914,"27,367914",105301.7,424578.70799999,0.179,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,51.80762354,4.66657883,29.538669
35,0c056ef2-9221-417a-b09b-224d2a3f5b51,ES_509R,60,Bestaand,542,a,542,542_a,Dordrecht,Bd-Rtd,Breda - Rotterdam Centraal ,"29,419589",-42.876418,"-42,876418",105404.663,424487.688,0.047,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,51.80681463,4.66808471,29.419589
36,9035e324-870b-4c01-82ad-2c0ef3ea9124,ES_1241L,60,Bestaand,542,a,542,542_a,Dordrecht,Bd-Rtd,Breda - Rotterdam Centraal ,"29,545383",31.843625,"31,843625",105296.038,424584.39399999,0.208,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,51.80767414,4.66649592,29.545383
37,18b02d04-ffa2-403d-b9ee-7c9176fbe10b,ES_1291AR,60,Bestaand,805,a,805,805_a,Dordrecht Zeehaventerrein,Ddr-Ddrz,Dordrecht - Dordrecht Zeehaventerrein ,"100,139828",40.145788,"40,145788",104442.489,424796.119,3.471,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,51.80950041,4.65408956,100.139828
38,452dacc0-31ac-4d36-b6d8-f64f186621eb,ES_509L,60,Bestaand,542,a,542,542_a,Dordrecht,Bd-Rtd,Breda - Rotterdam Centraal ,"29,419803",-38.545516,"-38,545516",105405.244,424491.98499999,0.12,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,51.8068533,4.66809252,29.419803
39,27fd5b80-d1c9-4784-af37-647447f06f3d,ES_1095R,60,Bestaand,118,,118,118__,Geldermalsen - Dordrecht,Gdm-Ddr,Geldermalsen - Dordrecht ,"90,588485",0.15626,"0,156260",108879.571,423884.53399999,4.296,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,51.8016915,4.71854658,90.588485
40,d04b1d49-ca72-46b5-9e13-fb7420c56b63,ES_1165R,60,Bestaand,542,a,542,542_a,Dordrecht,Bd-Rtd,Breda - Rotterdam Centraal ,"29,365912",29.927973,"29,927973",105468.31,424551.987,-0.04,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,51.80739819,4.6689983,29.365912
41,a94eaece-7077-4eca-807a-5fae478873ab,ES_505R,60,Bestaand,542,a,542,542_a,Dordrecht,Bd-Rtd,Breda - Rotterdam Centraal ,"29,420175",-47.32093,"-47,320930",105403.281,424483.424,-0.017,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,51.80677619,4.66806528,29.420175
42,bc0b4f99-8bb5-4530-934b-edfef1c058ec,ES_1165L,60,Bestaand,542,a,542,542_a,Dordrecht,Bd-Rtd,Breda - Rotterdam Centraal ,"29,366184",25.002939,"25,002939",105467.452,424547.13,-0.006,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,51.80735446,4.66898655,29.366184
43,c8b8d7a1-6eab-4bf8-932e-39bd78e7bab7,ES_506V,60,Bestaand,542,a,542,542_a,Dordrecht,Bd-Rtd,Breda - Rotterdam Centraal ,"29,295170",-36.612511,"-36,612511",105527.899,424477.56599999,0.037,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,51.80673459,4.6698729,29.29517
44,8c817bab-1564-41e2-a875-6d9963d81478,ES_135R,60,Bestaand,201,,201,201__,Sauwerd - Delfzijl,Gn-Dz,Groningen - Delfzijl ,"37,891256",11.724786,"11,724786",257401.87,595248.31999999,1.342,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,53.33382179,6.92441017,37.891256
45,fd8c7ab2-8d46-4dbc-b407-36dde2e517f2,ES_137R,60,Bestaand,201,,201,201__,Sauwerd - Delfzijl,Gn-Dz,Groningen - Delfzijl ,"37,174907",-6.45786,"-6,457860",256691.46799999,595143.876,1.19399999,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,53.33301945,6.9137165,37.174907
46,31e424e0-1161-4e71-a439-c7f2141eb2a9,ES_919V,60,Bestaand,135,,135,135__,Weesp Aansl. - Lelystad Industrieterrein,Wp-Llso,Weesp - Lelystad Opstel. ,"46,696065",-0.245312,"-0,245312",163941.13699999,506749.063,-3.359,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,52.54829806,5.51902133,46.696065
47,4686e30f-dc2e-49b3-af45-39db548481c6,ES_907L,60,Bestaand,135,,135,135__,Weesp Aansl. - Lelystad Industrieterrein,Wp-Llso,Weesp - Lelystad Opstel. ,"45,523329",-26.601974,"-26,601974",162774.578,506891.28499999,-3.351,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,52.54959407,5.50182651,45.523329
48,019de233-6713-4dbf-939d-6bb62c14deb1,ES_917AS,60,Bestaand,135,,135,135__,Weesp Aansl. - Lelystad Industrieterrein,Wp-Llso,Weesp - Lelystad Opstel. ,"46,291212",-11.113919,"-11,113919",163540.761,506806.22399999,-3.435,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,52.54881817,5.5131202,46.291212
49,601f22cb-f7f7-4dbf-bc67-cc2db2fe70ee,ES_917AQ,60,Bestaand,135,,135,135__,Weesp Aansl. - Lelystad Industrieterrein,Wp-Llso,Weesp - Lelystad Opstel. ,"46,290987",-15.90008,"-15,900080",163541.12,506811.00199999,-3.329,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,52.54886111,5.51312562,46.290987
50,cee28c7b-c707-4350-a124-63239b71948e,ES_X0279L,283,Bestaand,858,,858,858__,Arnhem Gem. Stamlijn,Ahg-Ahi,Arnhem Goederenstation - Arnhem Industrie ,"101,788884",-249.205572,"-249,205572",193299.29199999,442354.378,13.77699999,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,51.96828678,5.94452576,101.788884
51,6a0b27dd-e75a-45d0-a4d5-2ea4065e577e,ES_902L,60,Bestaand,938,,938,938__,CUP Valburg,Brvalw-Brvalo,Betuweroute Valburg West - Betuweroute Valburg Oost ,"2,933884",-24.857615,"-24,857615",184415.212,434185.83899999,9.18299999,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,51.89540913,5.81455089,2.933884
52,845664e5-dd81-4a9e-82c7-6b3aa662f221,ES_111AT,120,Bestaand,950,e,950,950_e,Barendrecht Vork - Rotterdam Maasvlakte,Bot-Mvt,"Rotterdam, Botlek - Rotterdam, Emplacement Maasvlakte","42,250765",47.460422,"47,460422",61445.04899999,440879.206,5.38999999,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,51.94847515,4.02636519,42.250765
53,3529eba2-50ff-4dc1-9811-a5fe29c05efc,ES_X0398,283,Bestaand,209,,209,209__,Dieren - Apeldoorn,Dr-Apd,Dieren - Apeldoorn ,"15,697280",72.817713,"72,817713",196138.651,463698.358,22.771,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,52.15991669,5.98841441,15.69728
54,d14822aa-1a56-4bd8-a6ad-d012a4920eb2,ES_X0227L,283,Bestaand,478,c,478,478_c,Rotterdam Europoort 4,Mvtyz-Mvtn,Maasvlakte Yangtzehaven Zuid - Maasvlakte Noordwesthoek ,"102,848961",-2.218932,"-2,218932",63222.07299999,442588.678,4.27899999,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,51.96413315,4.05174992,102.848961
55,1b349944-101a-4447-b465-127f1f99fda2,ES_X0339R,283,Bestaand,485,e,485,485_e,Amsterdam Hemhaven (gebied),Phv-Chv,Amsterdam Petroleumhaven - Amsterdam Coenhaven ,"151,341755",2.292946,"2,292946",118330.747,492043.738,1.038,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,52.41498376,4.8482273,151.341755
56,e4153133-5eb6-4777-b829-56e22469435f,ES_X0868,60,Bestaand,059,,59,059__,Weert - Roermond,Bdl-Rm,Budel - Roermond ,"81,611416",3.922338,"3,922338",194206.70999999,359959.54599999,27.31899999,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,51.22764317,5.94848492,81.611416
57,ca6bc51a-f02d-4255-a8fc-46dfa5556395,ES_1L,60,Bestaand,130,d,130,130_d,Axel Aansl. - Terneuzen Aansl.,Axa-Sluo2,Axel Aansl. - Sluiskil Oost 2 ,"300,490745",-178.762823,"-178,762823",48022.42199999,366536.856,1.536,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,51.27802324,3.85394838,300.490745
58,f6da34a4-56c9-4f9f-be5f-0c98f8a54c0f,ES_8225L,283,Bestaand,662,,662,662__,Simpelveld,Vet-Mtn,Verschau (D) - Maastricht Noord ,"13,090900",-5.060356,"-5,060356",196080.68799999,315666.13799999,148.973,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,50.82938301,5.97025425,13.0909
59,22167103-dc37-4c1d-ae1f-0e58bcdb4e8e,ES_2R,60,Bestaand,130,d,130,130_d,Axel Aansl. - Terneuzen Aansl.,Axa-Sluo2,Axel Aansl. - Sluiskil Oost 2 ,"300,319540",8.607934,"8,607934",48060.665,366745.564,1.43799999,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,51.27990593,3.8544335,300.31954
60,71230303-dc3c-4855-8985-7e8751e404b6,ES_29R,60,Bestaand,822,c,822,822_c,Zwijndrecht Groote Lindt,Lindk-Nrdwg,Lindtsedijk - Noordweg ,"300,588914",-2.194424,"-2,194424",101981.354,424504.20899999,3.685,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,51.80664839,4.61844951,300.588914
61,610c90f0-826d-4ff4-886f-6eb3d2e55ec3,ES_02BUR,283,Bestaand,788,,788,788__,Roosendaal Grens - Essen (B),Esn-Np,Essen (B) - Nispen ,"73,863834",-6.585316,"-6,585316",90075.20399999,385751.32199999,13.94,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,51.4570959,4.45304047,73.863834
62,428ba6d4-0854-4e2d-8cf3-213452e92cc2,ES_X0894,283,Bestaand,061,,61,061__,Roermond - Vlodrop Grens,Rm-Vdpg,Roermond - Vlodrop Grens ,"89,850836",0.012879,"0,012879",197813.25099999,355023.712,28.099,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,51.18301736,5.99952104,89.850836
63,f523b7d7-d28b-4e34-a18d-adad0287a0b9,ES_954V,60,Bestaand,820,,820,820__,Almelo Dollegoor,Aml-Amldol,Almelo - Almelo Dollegoor ,"200,726719",0.195479,"0,195479",239030.54699999,486642.276,10.20299999,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,52.36123219,6.62084971,200.726719
64,b0b3ed59-cfa7-430a-9ae5-fd3707dc90a6,ES_821BQ,60,Bestaand,531,c,531,531_c,Utrecht Centraal,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,"33,500534",-36.008279,"-36,008279",134990.402,456926.96299999,1.661,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,52.10022662,5.09517011,33.500534
65,38d5b021-2a6d-4e98-9cfa-20a63db89099,ES_80L,283,Bestaand,476,a,476,476_a,Rotterdam Europoort 2,Bot-Bottha,"Rotterdam, Botlek - Botlek Theemsweg Aansl. ","103,043711",-2.120626,"-2,120626",77240.44199999,434514.19699999,5.19299999,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,51.8937088,4.25751572,103.043711
66,5b5aeb2d-1fa8-4a2e-8406-a8b8fe118b20,ES_981L,60,Bestaand,087,,87,087__,Weesp Aansl. - Hilversum,Asd-Zp,Amsterdam Centraal - Zutphen ,"25,949348",-111.768797,"-111,768797",140289.469,473257.57299999,3.644,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,52.24717031,5.17180048,25.949348
67,42e937df-58dc-49b1-aa5f-29bc5e33dc22,ES_403R,120,Bestaand,470,n,470,470_n,Botlek,Bot-Botch2,"Rotterdam, Botlek - Botlek Chemiehaven 2 ","450,180749",-40.613328,"-40,613328",78345.21899999,431964.745,4.165,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,51.8709505,4.27413014,450.180749
68,1e2389d9-fecc-4d55-ad6a-23a45d4c174d,ES_X0475,283,Bestaand,805,e,805,805_e,Dordrecht Zeehaventerrein,Ddrz-Ddrjh,Dordrecht Zeehaventerrein - Dordrecht Julianahaven ,"700,302448",4.549086,"4,549086",103291.69,422313.511,3.67399999,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,51.7870819,4.63777441,700.302448
69,13298458-3ad8-422d-979b-42829c9d0aeb,ES_X0068R,283,Bestaand,805,d,805,805_d,Dordrecht Zeehaventerrein,Ddrz-Ddrkw,Dordrecht Zeehaventerrein - Dordrecht Kreckweg ,"500,446324",-30.454333,"-30,454333",103567.55499999,422427.36599999,3.68,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,51.78813068,4.64175539,500.446324
70,d8f11f01-7314-47fa-9965-b64e6fbf7a42,ES_AL,283,Bestaand,213,,213,213__,Boxtel - Uden,Btl-Veg,Boxtel - Veghel ,"15,667018",1.630956,"1,630956",164209.397,403268.547,10.15499999,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,51.61821355,5.52017635,15.667018
71,d264c5b4-c84b-4d02-a6be-038f64869049,ES_875V,60,Bestaand,618,b,618,618_b,Eindhoven,Vl-Ehv,Venlo - Eindhoven ,"50,043050",-20.926214,"-20,926214",162938.66399999,383993.449,17.78399999,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,51.44497681,5.50139143,50.04305
72,eb584122-ef0d-48fa-b29a-48a0991437a8,ES_914R,60,Bestaand,017,,17,017__,Amersfoort Aansl. - Hattemerbroek,Ama-Htba,Amersfoort Aansluiting - Hattemerbroek Aansluiting ,"70,001361",40.458757,"40,458757",189602.991,491473.33199999,11.545,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,52.40999019,5.89575339,70.001361
73,0f4e0d4f-86dd-456c-bde7-7bcbf017854a,ES_509BQ,60,Bestaand,531,c,531,531_c,Utrecht Centraal,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,"35,501200",38.403185,"38,403185",136190.76999999,455366.65299999,3.734,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,52.08624466,5.11277479,35.5012
74,932707a9-e3d3-497d-b9eb-8c674689c228,ES_7L,60,Bestaand,433,,433,433__,Sittard - Born,Std-Bon,Sittard - Born ,"6,743594",2.164242,"2,164242",184362.953,340178.90399999,35.25099999,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,51.05043838,5.80594098,6.743594
