FID,datummutatie,naammuteerder,status,genormeerd,rwsdienst,profielnaam,objectcode,profielurl,kanaalbreedte,vaarwegbreedte,hoofdvaargeulbreedte,hoofdvaargeulnormhoogte,bodemmin,bodemmax,waterlichaam,opmerkingen,profieltype,normtype,bron,stakeholders,afwijking,gdb_geomattr_data,shape
dwarsprofiel_over_genormeerde_bodem_legger.11,2014-10-13T00:00:00,Fugro,Vastgesteld,1,MN,MN_ARKA_17,,https://downloads.rijkswaterstaatdata.nl/rws_legger/dwarsprofielen/MN_ARKA_17.html,93.8,93.8,0,,-6.4,-4,Amsterdam-Rijnkanaal,,5,1,ICR: handmatig o.b.v. DVS: vaarwegprofielen,,,,"LINESTRING (129228.90909999982 472577.24920000136, 129321.30279999971 472561.31109999865)"
dwarsprofiel_over_genormeerde_bodem_legger.12,2014-10-13T00:00:00,Fugro,Vastgesteld,1,MN,MN_ARKA_18,,https://downloads.rijkswaterstaatdata.nl/rws_legger/dwarsprofielen/MN_ARKA_18.html,93.8,93.8,0,,-6.4,-4,Amsterdam-Rijnkanaal,,5,1,ICR: handmatig o.b.v. DVS: vaarwegprofielen,,,,"LINESTRING (129059.1854000017 471591.7522, 129151.59540000185 471575.8216999993)"
dwarsprofiel_over_genormeerde_bodem_legger.13,2014-10-13T00:00:00,Fugro,Vastgesteld,1,MN,MN_ARKA_19,,https://downloads.rijkswaterstaatdata.nl/rws_legger/dwarsprofielen/MN_ARKA_19.html,94.4,94.4,0,,-6.4,-4,Amsterdam-Rijnkanaal,,5,1,ICR: handmatig o.b.v. DVS: vaarwegprofielen,,,,"LINESTRING (128889.50759999827 470606.27639999986, 128982.5698999986 470590.18730000034)"
dwarsprofiel_over_genormeerde_bodem_legger.14,2014-10-13T00:00:00,Fugro,Vastgesteld,1,MN,MN_ARKA_20,,https://downloads.rijkswaterstaatdata.nl/rws_legger/dwarsprofielen/MN_ARKA_20.html,94.6,94.6,0,,-6.4,-4,Amsterdam-Rijnkanaal,,5,1,ICR: handmatig o.b.v. DVS: vaarwegprofielen,,,,"LINESTRING (128718.89339999855 469620.94689999893, 128812.09360000119 469604.81859999895)"
dwarsprofiel_over_genormeerde_bodem_legger.15,2014-10-13T00:00:00,Fugro,Vastgesteld,1,MN,MN_ARKA_21,,https://downloads.rijkswaterstaatdata.nl/rws_legger/dwarsprofielen/MN_ARKA_21.html,94.4,94.4,0,,-6.4,-4,Amsterdam-Rijnkanaal,,5,1,ICR: handmatig o.b.v. DVS: vaarwegprofielen,,,,"LINESTRING (128548.76289999858 468635.5172000006, 128641.76319999993 468619.439100001)"
dwarsprofiel_over_genormeerde_bodem_legger.16,2014-10-13T00:00:00,Fugro,Vastgesteld,1,MN,MN_ARKA_22,,https://downloads.rijkswaterstaatdata.nl/rws_legger/dwarsprofielen/MN_ARKA_22.html,94.3,94.3,0,,-6.4,-4,Amsterdam-Rijnkanaal,,5,1,ICR: handmatig o.b.v. DVS: vaarwegprofielen,,,,"LINESTRING (128378.18360000104 467650.179299999, 128471.11870000139 467634.09860000014)"
dwarsprofiel_over_genormeerde_bodem_legger.17,2014-10-13T00:00:00,Fugro,Vastgesteld,1,MN,MN_ARKA_23,,https://downloads.rijkswaterstaatdata.nl/rws_legger/dwarsprofielen/MN_ARKA_23.html,94.3,94.3,0,,-6.4,-4,Amsterdam-Rijnkanaal,,5,1,ICR: handmatig o.b.v. DVS: vaarwegprofielen,,,,"LINESTRING (128207.69460000098 466664.8189000003, 128300.6149000004 466648.74170000106)"
dwarsprofiel_over_genormeerde_bodem_legger.18,2014-10-13T00:00:00,Fugro,Vastgesteld,1,MN,MN_ARKA_24,,https://downloads.rijkswaterstaatdata.nl/rws_legger/dwarsprofielen/MN_ARKA_24.html,121.8,121.8,0,,-6.4,-4,Amsterdam-Rijnkanaal,,5,1,ICR: handmatig o.b.v. DVS: vaarwegprofielen,,,,"LINESTRING (128044.56159999967 465675.25239999965, 128165.71139999852 465663.08399999887)"
dwarsprofiel_over_genormeerde_bodem_legger.19,2014-10-13T00:00:00,Fugro,Vastgesteld,1,MN,MN_ARKA_25,,https://downloads.rijkswaterstaatdata.nl/rws_legger/dwarsprofielen/MN_ARKA_25.html,93.8,93.8,0,,-6.4,-4,Amsterdam-Rijnkanaal,,5,1,ICR: handmatig o.b.v. DVS: vaarwegprofielen,,,,"LINESTRING (128217.21110000089 464679.73690000176, 128124.00589999929 464669.29729999974)"
dwarsprofiel_over_genormeerde_bodem_legger.20,2014-10-13T00:00:00,Fugro,Vastgesteld,1,MN,MN_ARKA_26,,https://downloads.rijkswaterstaatdata.nl/rws_legger/dwarsprofielen/MN_ARKA_26.html,95.8,95.8,0,,-6.4,-4,Amsterdam-Rijnkanaal,,5,1,ICR: handmatig o.b.v. DVS: vaarwegprofielen,,,,"LINESTRING (128335.5672999993 463693.8698000014, 128242.54699999839 463671.12150000036)"
dwarsprofiel_over_genormeerde_bodem_legger.21,2014-10-13T00:00:00,Fugro,Vastgesteld,1,MN,MN_ARKA_27,,https://downloads.rijkswaterstaatdata.nl/rws_legger/dwarsprofielen/MN_ARKA_27.html,95.7,95.7,0,,-6.4,-4,Amsterdam-Rijnkanaal,,5,1,ICR: handmatig o.b.v. DVS: vaarwegprofielen,,,,"LINESTRING (128852.41340000182 462892.1436999999, 128786.86569999903 462822.40579999983)"
dwarsprofiel_over_genormeerde_bodem_legger.22,2014-10-13T00:00:00,Fugro,Vastgesteld,1,MN,MN_ARKA_28,,https://downloads.rijkswaterstaatdata.nl/rws_legger/dwarsprofielen/MN_ARKA_28.html,96.8,96.8,0,,-6.4,-4,Amsterdam-Rijnkanaal,,5,1,ICR: handmatig o.b.v. DVS: vaarwegprofielen,,,,"LINESTRING (129580.76520000026 462206.8007000014, 129514.3572999984 462136.3456999995)"
dwarsprofiel_over_genormeerde_bodem_legger.23,2014-10-13T00:00:00,Fugro,Vastgesteld,1,MN,MN_ARKA_29,,https://downloads.rijkswaterstaatdata.nl/rws_legger/dwarsprofielen/MN_ARKA_29.html,98.4,98.1,0,,-6.4,-4,Amsterdam-Rijnkanaal,,5,1,ICR: handmatig o.b.v. DVS: vaarwegprofielen,,,,"LINESTRING (130309.72190000117 461522.2533, 130242.21420000121 461450.6334999986)"
dwarsprofiel_over_genormeerde_bodem_legger.24,2014-10-13T00:00:00,Fugro,Vastgesteld,1,MN,MN_ARKA_30,,https://downloads.rijkswaterstaatdata.nl/rws_legger/dwarsprofielen/MN_ARKA_30.html,98.5,98.2,0,,-6.4,-4,Amsterdam-Rijnkanaal,,5,1,ICR: handmatig o.b.v. DVS: vaarwegprofielen,,,,"LINESTRING (131035.77219999954 460834.4745000005, 130968.06569999829 460762.8854999989)"
dwarsprofiel_over_genormeerde_bodem_legger.25,2014-10-13T00:00:00,Fugro,Vastgesteld,1,MN,MN_ARKA_31,,https://downloads.rijkswaterstaatdata.nl/rws_legger/dwarsprofielen/MN_ARKA_31.html,73.3,73.3,0,,-6.4,-4,Amsterdam-Rijnkanaal,,5,1,ICR: handmatig o.b.v. DVS: vaarwegprofielen,,,,"LINESTRING (131828.68210000172 460239.9609000012, 131785.93059999868 460180.3942000009)"
dwarsprofiel_over_genormeerde_bodem_legger.26,2014-10-13T00:00:00,Fugro,Vastgesteld,1,MN,MN_ARKA_32,,https://downloads.rijkswaterstaatdata.nl/rws_legger/dwarsprofielen/MN_ARKA_32.html,104.9,93.3,0,,-6.4,-4,Amsterdam-Rijnkanaal,,7,1,ICR: handmatig o.b.v. DVS: vaarwegprofielen,,,,"LINESTRING (132571.73710000142 459562.935800001, 132499.58579999954 459486.84430000186)"
dwarsprofiel_over_genormeerde_bodem_legger.27,2014-10-13T00:00:00,Fugro,Vastgesteld,1,MN,MN_ARKA_33,,https://downloads.rijkswaterstaatdata.nl/rws_legger/dwarsprofielen/MN_ARKA_33.html,90.7,90.6,0,,-6.4,-4,Amsterdam-Rijnkanaal,,5,1,ICR: handmatig o.b.v. DVS: vaarwegprofielen,,,,"LINESTRING (133297.92449999973 458875.3966999985, 133235.48790000007 458809.62249999866)"
dwarsprofiel_over_genormeerde_bodem_legger.28,2014-10-13T00:00:00,Fugro,Vastgesteld,1,MN,MN_ARKA_34,,https://downloads.rijkswaterstaatdata.nl/rws_legger/dwarsprofielen/MN_ARKA_34.html,102.8,102.8,0,,-6.4,-4,Amsterdam-Rijnkanaal,,5,1,ICR: handmatig o.b.v. DVS: vaarwegprofielen,,,,"LINESTRING (133702.18930000067 458004.34270000085, 133804.9611000009 458007.5929000005)"
dwarsprofiel_over_genormeerde_bodem_legger.29,2014-10-13T00:00:00,Fugro,Vastgesteld,1,MN,MN_ARKA_36a,,https://downloads.rijkswaterstaatdata.nl/rws_legger/dwarsprofielen/MN_ARKA_36a.html,102.3,102.2,0,,-6.4,-4,Amsterdam-Rijnkanaal,,5,1,ICR: handmatig o.b.v. DVS: vaarwegprofielen,,,,"LINESTRING (133879.40430000052 456019.6367000006, 133777.71570000052 456008.05519999936)"
dwarsprofiel_over_genormeerde_bodem_legger.30,2014-10-13T00:00:00,Fugro,Vastgesteld,1,MN,MN_ARKA_41,,https://downloads.rijkswaterstaatdata.nl/rws_legger/dwarsprofielen/MN_ARKA_41.html,137.3,132.6,0,,-6.4,-4,Amsterdam-Rijnkanaal,,5,1,ICR: handmatig o.b.v. DVS: vaarwegprofielen,,,,"LINESTRING (135707.10559999943 451448.7589999996, 135575.13419999927 451410.8669000007)"
dwarsprofiel_over_genormeerde_bodem_legger.31,2014-10-13T00:00:00,Fugro,Vastgesteld,1,MN,MN_ARKA_43b,,https://downloads.rijkswaterstaatdata.nl/rws_legger/dwarsprofielen/MN_ARKA_43b.html,90.8,90.8,0,,-5.7,-4.5,Amsterdam-Rijnkanaal,,5,1,ICR: handmatig o.b.v. DVS: vaarwegprofielen,,,,"LINESTRING (136227.2146999985 449516.78979999945, 136139.65830000117 449492.73330000043)"
dwarsprofiel_over_genormeerde_bodem_legger.32,2014-10-13T00:00:00,Fugro,Vastgesteld,1,MN,MN_ARKA_44b,,https://downloads.rijkswaterstaatdata.nl/rws_legger/dwarsprofielen/MN_ARKA_44b.html,86.8,86.7,0,,-5.7,-4.5,Amsterdam-Rijnkanaal,,5,1,ICR: handmatig o.b.v. DVS: vaarwegprofielen,,,,"LINESTRING (136312.27529999986 448508.81749999896, 136226.46389999986 448522.1517000012)"
dwarsprofiel_over_genormeerde_bodem_legger.33,2014-10-13T00:00:00,Fugro,Vastgesteld,1,MN,MN_ARKA_45b,,https://downloads.rijkswaterstaatdata.nl/rws_legger/dwarsprofielen/MN_ARKA_45b.html,83.3,83.3,0,,-5.7,-4.5,Amsterdam-Rijnkanaal,,5,1,ICR: handmatig o.b.v. DVS: vaarwegprofielen,,,,"LINESTRING (136052.13430000097 447586.43569999933, 135971.0031999983 447605.5144000016)"
dwarsprofiel_over_genormeerde_bodem_legger.34,2014-10-13T00:00:00,Fugro,Vastgesteld,1,MN,MN_ARKA_46a,,https://downloads.rijkswaterstaatdata.nl/rws_legger/dwarsprofielen/MN_ARKA_46a.html,94,94,0,,-6.4,-4,Amsterdam-Rijnkanaal,,5,1,ICR: handmatig o.b.v. DVS: vaarwegprofielen,,,,"LINESTRING (138505.48779999837 447490.0720999986, 138442.50079999864 447420.26370000094)"
dwarsprofiel_over_genormeerde_bodem_legger.35,2014-10-13T00:00:00,Fugro,Vastgesteld,1,MN,MN_ARKA_47,,https://downloads.rijkswaterstaatdata.nl/rws_legger/dwarsprofielen/MN_ARKA_47.html,93.8,93.8,0,,-6.4,-4,Amsterdam-Rijnkanaal,,5,1,ICR: handmatig o.b.v. DVS: vaarwegprofielen,,,,"LINESTRING (139362.6999000013 447034.21510000154, 139333.58350000158 446945.06870000064)"
dwarsprofiel_over_genormeerde_bodem_legger.36,2014-10-13T00:00:00,Fugro,Vastgesteld,1,MN,MN_ARKA_48,,https://downloads.rijkswaterstaatdata.nl/rws_legger/dwarsprofielen/MN_ARKA_48.html,94,94,0,,-6.4,-4,Amsterdam-Rijnkanaal,,5,1,ICR: handmatig o.b.v. DVS: vaarwegprofielen,,,,"LINESTRING (140313.67830000073 446723.7212000005, 140283.77569999918 446634.60240000114)"
dwarsprofiel_over_genormeerde_bodem_legger.37,2014-10-13T00:00:00,Fugro,Vastgesteld,1,MN,MN_ARKA_50,,https://downloads.rijkswaterstaatdata.nl/rws_legger/dwarsprofielen/MN_ARKA_50.html,96.4,96.3,0,,-6.4,-4,Amsterdam-Rijnkanaal,,5,1,ICR: handmatig o.b.v. DVS: vaarwegprofielen,,,,"LINESTRING (142192.74049999937 446030.76900000125, 142150.565200001 445944.1290999986)"
dwarsprofiel_over_genormeerde_bodem_legger.38,2014-10-13T00:00:00,Fugro,Vastgesteld,1,MN,MN_ARKA_51,,https://downloads.rijkswaterstaatdata.nl/rws_legger/dwarsprofielen/MN_ARKA_51.html,96.5,96.5,0,,-6.4,-4,Amsterdam-Rijnkanaal,,5,1,ICR: handmatig o.b.v. DVS: vaarwegprofielen,,,,"LINESTRING (143090.91369999945 445591.11199999973, 143048.65689999983 445504.3046000004)"
dwarsprofiel_over_genormeerde_bodem_legger.39,2014-10-13T00:00:00,Fugro,Vastgesteld,1,MN,MN_ARKA_52,,https://downloads.rijkswaterstaatdata.nl/rws_legger/dwarsprofielen/MN_ARKA_52.html,98.3,98.2,0,,-6.4,-4,Amsterdam-Rijnkanaal,,5,1,ICR: handmatig o.b.v. DVS: vaarwegprofielen,,,,"LINESTRING (143990.21779999882 445153.0309000015, 143946.60330000147 445064.9913999997)"
dwarsprofiel_over_genormeerde_bodem_legger.40,2014-10-13T00:00:00,Fugro,Vastgesteld,1,MN,MN_ARKA_36b,,https://downloads.rijkswaterstaatdata.nl/rws_legger/dwarsprofielen/MN_ARKA_36b.html,33.3,31.2,0,,-3.4,-2.3,Amsterdam-Rijnkanaal,,5,1,ICR: handmatig o.b.v. DVS: vaarwegprofielen,,,,"LINESTRING (134152.1121999994 456115.87139999866, 134174.02169999853 456141.00030000135)"
dwarsprofiel_over_genormeerde_bodem_legger.41,2014-10-13T00:00:00,Fugro,Vastgesteld,1,MN,MN_ARKA_2,,https://downloads.rijkswaterstaatdata.nl/rws_legger/dwarsprofielen/MN_ARKA_2.html,212.6,96,0,,-6.4,-4,Amsterdam-Rijnkanaal,,7,1,ICR: handmatig o.b.v. DVS: vaarwegprofielen,,,,"LINESTRING (126093.84079999849 485801.249499999, 125935.12350000069 485659.8156999983)"
dwarsprofiel_over_genormeerde_bodem_legger.42,2014-10-13T00:00:00,Fugro,Vastgesteld,1,MN,MN_ARKA_37,,https://downloads.rijkswaterstaatdata.nl/rws_legger/dwarsprofielen/MN_ARKA_37.html,110.8,110.7,0,,-6.4,-4,Amsterdam-Rijnkanaal,,5,1,ICR: handmatig o.b.v. DVS: vaarwegprofielen,,,,"LINESTRING (133998.69579999894 455028.66519999877, 133889.16299999878 455011.98319999874)"
dwarsprofiel_over_genormeerde_bodem_legger.43,2014-10-13T00:00:00,Fugro,Vastgesteld,1,MN,MN_ARKA_44a,,https://downloads.rijkswaterstaatdata.nl/rws_legger/dwarsprofielen/MN_ARKA_44a.html,94.1,94,0,,-6.4,-4,Amsterdam-Rijnkanaal,,5,1,ICR: handmatig o.b.v. DVS: vaarwegprofielen,,,,"LINESTRING (137098.02180000022 448905.8328000009, 137029.9886999987 448840.8762000017)"
dwarsprofiel_over_genormeerde_bodem_legger.44,2014-10-13T00:00:00,Fugro,Vastgesteld,1,MN,MN_ARKA_45a,,https://downloads.rijkswaterstaatdata.nl/rws_legger/dwarsprofielen/MN_ARKA_45a.html,93.9,93.8,0,,-6.4,-4,Amsterdam-Rijnkanaal,,5,1,ICR: handmatig o.b.v. DVS: vaarwegprofielen,,,,"LINESTRING (137801.39330000058 448195.81599999964, 137734.29899999872 448130.1865000017)"
dwarsprofiel_over_genormeerde_bodem_legger.45,2014-10-13T00:00:00,Fugro,Vastgesteld,1,MN,MN_ARKA_49,,https://downloads.rijkswaterstaatdata.nl/rws_legger/dwarsprofielen/MN_ARKA_49.html,97,97,0,,-6.4,-4,Amsterdam-Rijnkanaal,,5,1,ICR: handmatig o.b.v. DVS: vaarwegprofielen,,,,"LINESTRING (141263.91059999913 446412.1596999988, 141233.04670000076 446320.2351000011)"
dwarsprofiel_over_genormeerde_bodem_legger.46,2014-10-13T00:00:00,Fugro,Vastgesteld,1,MN,MN_ARKA_53,,https://downloads.rijkswaterstaatdata.nl/rws_legger/dwarsprofielen/MN_ARKA_53.html,98,98,0,,-6.4,-4,Amsterdam-Rijnkanaal,,5,1,ICR: handmatig o.b.v. DVS: vaarwegprofielen,,,,"LINESTRING (144887.95340000093 444713.2045000009, 144845.03570000082 444625.11300000176)"
dwarsprofiel_over_genormeerde_bodem_legger.47,2014-10-13T00:00:00,Fugro,Vastgesteld,1,MN,MN_ARKA_1b,,https://downloads.rijkswaterstaatdata.nl/rws_legger/dwarsprofielen/MN_ARKA_1b.html,51.8,32.5,0,,-6.4,-4,Amsterdam-Rijnkanaal,,6,1,ICR: handmatig o.b.v. DVS: vaarwegprofielen,,,,"LINESTRING (125827.55050000176 486116.62889999896, 125876.34019999951 486134.0428000018)"
dwarsprofiel_over_genormeerde_bodem_legger.48,2014-10-13T00:00:00,Fugro,Vastgesteld,1,MN,MN_ARKA_35,,https://downloads.rijkswaterstaatdata.nl/rws_legger/dwarsprofielen/MN_ARKA_35.html,138.9,138.9,0,,-6.4,-4,Amsterdam-Rijnkanaal,,5,1,ICR: handmatig o.b.v. DVS: vaarwegprofielen,,,,"LINESTRING (133764.9411999993 457010.86080000177, 133626.3652999997 457001.3920999989)"
dwarsprofiel_over_genormeerde_bodem_legger.49,2014-10-13T00:00:00,Fugro,Vastgesteld,1,MN,MN_ARKA_40,,https://downloads.rijkswaterstaatdata.nl/rws_legger/dwarsprofielen/MN_ARKA_40.html,131.3,129.8,0,,-6.4,-4,Amsterdam-Rijnkanaal,,5,1,ICR: handmatig o.b.v. DVS: vaarwegprofielen,,,,"LINESTRING (135295.621199999 452371.44420000166, 135180.04930000007 452309.1400000006)"
dwarsprofiel_over_genormeerde_bodem_legger.50,2014-10-13T00:00:00,Fugro,Vastgesteld,1,MN,MN_ARKA_54,,https://downloads.rijkswaterstaatdata.nl/rws_legger/dwarsprofielen/MN_ARKA_54.html,128.1,128.1,0,,-6.4,-4,Amsterdam-Rijnkanaal,,5,1,ICR: handmatig o.b.v. DVS: vaarwegprofielen,,,,"LINESTRING (145788.55810000002 444278.6644000001, 145732.4464999996 444163.4913999997)"
dwarsprofiel_over_genormeerde_bodem_legger.51,2014-10-13T00:00:00,Fugro,Vastgesteld,1,MN,MN_ARKA_56,,https://downloads.rijkswaterstaatdata.nl/rws_legger/dwarsprofielen/MN_ARKA_56.html,129.6,129.6,0,,-6.4,-4,Amsterdam-Rijnkanaal,,5,1,ICR: handmatig o.b.v. DVS: vaarwegprofielen,,,,"LINESTRING (147603.16090000048 443440.32840000093, 147549.1352000013 443322.4979000017)"
dwarsprofiel_over_genormeerde_bodem_legger.52,2014-10-13T00:00:00,Fugro,Vastgesteld,1,MN,MN_ARKA_57,,https://downloads.rijkswaterstaatdata.nl/rws_legger/dwarsprofielen/MN_ARKA_57.html,130.8,130.8,0,,-6.4,-4,Amsterdam-Rijnkanaal,,5,1,ICR: handmatig o.b.v. DVS: vaarwegprofielen,,,,"LINESTRING (148511.56960000098 443022.3154999986, 148457.06560000032 442903.44359999895)"
dwarsprofiel_over_genormeerde_bodem_legger.53,2014-10-13T00:00:00,Fugro,Vastgesteld,1,MN,MN_ARKA_6,,https://downloads.rijkswaterstaatdata.nl/rws_legger/dwarsprofielen/MN_ARKA_6.html,127.6,127.6,0,,-6.4,-4,Amsterdam-Rijnkanaal,,5,1,ICR: handmatig o.b.v. DVS: vaarwegprofielen,,,,"LINESTRING (129129.76049999893 483255.9743999988, 129213.9550999999 483351.81219999865)"
dwarsprofiel_over_genormeerde_bodem_legger.54,2014-10-13T00:00:00,Fugro,Vastgesteld,1,MN,MN_ARKA_38,,https://downloads.rijkswaterstaatdata.nl/rws_legger/dwarsprofielen/MN_ARKA_38.html,128.9,128.9,0,,-6.4,-4,Amsterdam-Rijnkanaal,,5,1,ICR: handmatig o.b.v. DVS: vaarwegprofielen,,,,"LINESTRING (134309.40289999917 454113.3165999986, 134197.24590000138 454049.7340000011)"
dwarsprofiel_over_genormeerde_bodem_legger.55,2014-10-13T00:00:00,Fugro,Vastgesteld,1,MN,MN_ARKA_39,,https://downloads.rijkswaterstaatdata.nl/rws_legger/dwarsprofielen/MN_ARKA_39.html,128.5,128.5,0,,-6.4,-4,Amsterdam-Rijnkanaal,,5,1,ICR: handmatig o.b.v. DVS: vaarwegprofielen,,,,"LINESTRING (134802.54809999838 453243.3630999997, 134690.76929999888 453179.99500000104)"
dwarsprofiel_over_genormeerde_bodem_legger.56,2014-10-13T00:00:00,Fugro,Vastgesteld,1,MN,MN_ARKA_42,,https://downloads.rijkswaterstaatdata.nl/rws_legger/dwarsprofielen/MN_ARKA_42.html,149.2,149.2,0,,-6.4,-4,Amsterdam-Rijnkanaal,,5,1,ICR: handmatig o.b.v. DVS: vaarwegprofielen,,,,"LINESTRING (136007.26399999857 450489.5720000006, 135862.0223999992 450455.3607000001)"
dwarsprofiel_over_genormeerde_bodem_legger.57,2014-10-13T00:00:00,Fugro,Vastgesteld,1,MN,MN_ARKA_55,,https://downloads.rijkswaterstaatdata.nl/rws_legger/dwarsprofielen/MN_ARKA_55.html,130.1,129.9,0,,-6.4,-4,Amsterdam-Rijnkanaal,,5,1,ICR: handmatig o.b.v. DVS: vaarwegprofielen,,,,"LINESTRING (146695.3911000006 443859.8033999987, 146641.1398999989 443741.56529999897)"
dwarsprofiel_over_genormeerde_bodem_legger.58,2014-10-13T00:00:00,Fugro,Vastgesteld,1,MN,MN_ARKA_63,,https://downloads.rijkswaterstaatdata.nl/rws_legger/dwarsprofielen/MN_ARKA_63.html,194.8,188.9,0,,-2.5,0,Amsterdam-Rijnkanaal,,5,1,ICR: handmatig o.b.v. DVS: vaarwegprofielen,,,,"LINESTRING (153805.93659999967 440233.67240000144, 153713.34959999844 440062.27419999987)"
dwarsprofiel_over_genormeerde_bodem_legger.59,2014-10-13T00:00:00,Fugro,Vastgesteld,1,MN,MN_ARKA_70,,https://downloads.rijkswaterstaatdata.nl/rws_legger/dwarsprofielen/MN_ARKA_70.html,166.6,155.9,0,,-2.5,0,Amsterdam-Rijnkanaal,,5,1,ICR: handmatig o.b.v. DVS: vaarwegprofielen,,,,"LINESTRING (159153.30209999904 435755.5885999985, 159304.126600001 435826.3872000016)"
