FID,OVW_STARTDATUM,SENSOR_ID,LOCATIEOMSCHRIJVING,OPMERKING,LATITUDE,LONGITUDE,MEETMOMENT,LUCHTVOCHTIGHEID,TEMPERATUUR,GEOMETRIE,OVW_MAX_SIZE

Klimaatdata.2271909,2023-02-03,86,Piet Mondriaanplein t.h.v. 313,gebied: Stationsgebied,52.154739,5.374832,25/10/2020 12:55:45,84.78,13.57,POINT (47.975235466892244 3.313610199241911),0

Klimaatdata.2271910,2023-02-03,86,Piet Mondriaanplein t.h.v. 313,gebied: Stationsgebied,52.154739,5.374832,25/10/2020 15:54:01,84.67,12.81,POINT (47.975235466892244 3.313610199241911),0

Klimaatdata.2271911,2023-02-03,86,Piet Mondriaanplein t.h.v. 313,gebied: Stationsgebied,52.154739,5.374832,25/10/2020 18:52:24,84.93,11.07,POINT (47.975235466892244 3.313610199241911),0

Klimaatdata.2271912,2023-02-03,86,Piet Mondriaanplein t.h.v. 313,gebied: Stationsgebied,52.154739,5.374832,25/10/2020 21:50:56,85.28,10.36,POINT (47.975235466892244 3.313610199241911),0

Klimaatdata.2271913,2023-02-03,86,Piet Mondriaanplein t.h.v. 313,gebied: Stationsgebied,52.154739,5.374832,26/10/2020 00:49:25,85.63,10.46,POINT (47.975235466892244 3.313610199241911),0

Klimaatdata.2271914,2023-02-03,86,Piet Mondriaanplein t.h.v. 313,gebied: Stationsgebied,52.154739,5.374832,26/10/2020 03:48:00,86.19,8.98,POINT (47.975235466892244 3.313610199241911),0

Klimaatdata.2271915,2023-02-03,86,Piet Mondriaanplein t.h.v. 313,gebied: Stationsgebied,52.154739,5.374832,26/10/2020 06:46:36,86.45,9.08,POINT (47.975235466892244 3.313610199241911),0

Klimaatdata.2271916,2023-02-03,86,Piet Mondriaanplein t.h.v. 313,gebied: Stationsgebied,52.154739,5.374832,26/10/2020 09:45:13,86.05,10.21,POINT (47.975235466892244 3.313610199241911),0

Klimaatdata.2271917,2023-02-03,86,Piet Mondriaanplein t.h.v. 313,gebied: Stationsgebied,52.154739,5.374832,26/10/2020 12:43:37,84.05,12.42,POINT (47.975235466892244 3.313610199241911),0

Klimaatdata.2271918,2023-02-03,86,Piet Mondriaanplein t.h.v. 313,gebied: Stationsgebied,52.154739,5.374832,26/10/2020 15:41:55,82.77,13.32,POINT (47.975235466892244 3.313610199241911),0

