OBJECTID;ADRESID;ADRESNR;ADRVOLGNR;RUIMTENAAM;RUIMTENAAM_ZD;HUISNR;HUISLT;TOEVOEGING;POSTCODE;BESTEMMING_OMS;GEBRUIKSDOELEN;INDONDERZOEK;SOORTADRES;GEMEENTENAAM;STADSDEEL;SD_STADSDEELCODE;WIJK;WK_WIJKCODE;BUURT;BU_BUURTCODE;XCOORD;YCOORD;LONG;LAT
367653;0518200000781200;367653;1;Rijswijkseplein;Rijswijkseplein;308;;;2516LJ;;woonfunctie;N;Hoofdadres;'s-Gravenhage;Centrum;5;Stationsbuurt;27;Huygenspark;18;82163.704;454274.002;4.324830961411896;52.07195479304744
320488;0518200000781202;320488;1;Rijswijkseplein;Rijswijkseplein;315;;;2516LJ;;woonfunctie;N;Hoofdadres;'s-Gravenhage;Centrum;5;Stationsbuurt;27;Huygenspark;18;82161.527;454272.772;4.3247994760171595;52.07194345298051
16373;0518200000781204;16373;1;Van Maanenkade;Van Maanenkade;152;;;2516LN;;woonfunctie;N;Hoofdadres;'s-Gravenhage;Centrum;5;Stationsbuurt;27;Huygenspark;18;82178.106;454248.529;4.32504642583987;52.071727765595426
109672;0518200000781218;109672;1;Van Maanenkade;Van Maanenkade;139;;;2516LN;;woonfunctie;N;Hoofdadres;'s-Gravenhage;Centrum;5;Stationsbuurt;27;Huygenspark;18;82174.308;454255.247;4.3249896051102095;52.07178763966784
371175;0518200000781228;371175;1;Bordewijklaan;Bordewijklaan;18;;;2591XR;;kantoorfunctie;N;Hoofdadres;'s-Gravenhage;Haagse Hout;7;Mariahoeve en Marlot;25;Burgen en Horsten;69;84994.252;456214.175;4.365712022669355;52.08975590090642
9499;0518200000781236;9499;1;Gabriël Metsustraat;Gabriel Metsustraat;102;B;;2525XV;;woonfunctie;N;Hoofdadres;'s-Gravenhage;Centrum;5;Schildersbuurt;29;Schildersbuurt-Oost;17;81089.55;453399.482;4.3093556220335705;52.063953364225625
64694;0518200000781244;64694;1;Van Stolkweg;Van Stolkweg;27;J;;2585JN;;overige gebruiksfunctie;N;Hoofdadres;'s-Gravenhage;Scheveningen;4;Van Stolkpark en Scheveningse Bosjes;6;Van Stolkpark en Scheveningse Bosjes;05;79466.999;457552.319;4.284778212767133;52.101054788374086
205219;0518200000781246;205219;1;Van Stolkweg;Van Stolkweg;27;K;;2585JN;;overige gebruiksfunctie;N;Hoofdadres;'s-Gravenhage;Scheveningen;4;Van Stolkpark en Scheveningse Bosjes;6;Van Stolkpark en Scheveningse Bosjes;05;79465.824;457549.101;4.284761779707684;52.10102570888095
65785;0518200000776561;65785;1;Willem III straat;Willem III straat;60;;;2552BS;;woonfunctie;N;Hoofdadres;'s-Gravenhage;Loosduinen;1;Loosduinen;17;Kom Loosduinen;95;76006.286;452089.751;4.235542350407759;52.051481639725445
205208;0518200000776632;205208;1;Wolvenrade;Wolvenrade;79;;;2544VK;;woonfunctie;N;Hoofdadres;'s-Gravenhage;Escamp;2;Bouwlust;33;Venen, Oorden en Raden;87;77783.835;451306.171;4.261629747324031;52.04469042471731
373517;0518200000776660;373517;1;Schelvisstraat;Schelvisstraat;17;;;2583TW;;woonfunctie;N;Hoofdadres;'s-Gravenhage;Scheveningen;4;Geuzen- en Statenkwartier;9;Geuzenkwartier;08;78634.924;457243.083;4.272705328004996;52.09816157547341
92805;0518200000776706;92805;1;Van der Neerstraat;Van der Neerstraat;154;;;2525CV;;woonfunctie;N;Hoofdadres;'s-Gravenhage;Centrum;5;Schildersbuurt;29;Schildersbuurt-West;15;80545.749;453839.287;4.30133073410843;52.067832964735366
367648;0518200000776712;367648;1;Segbroeklaan;Segbroeklaan;408;F;;2565EB;;woonfunctie;N;Hoofdadres;'s-Gravenhage;Segbroek;3;Bomen- en Bloemenbuurt;12;Bloemenbuurt-Oost;51;78174.237;455275.716;4.26642642579213;52.08041777819792
186028;0518200000776722;186028;1;Kazernestraat;Kazernestraat;40;B;;2514CT;;woonfunctie;N;Hoofdadres;'s-Gravenhage;Centrum;5;Centrum;28;Voorhout;12;81169.933;455505.647;4.310071990361611;52.082891718701546
340985;0518200000776742;340985;1;Theodorus Morrenpark;Theodorus Morrenpark;36;;;2552MG;;overige gebruiksfunctie;N;Hoofdadres;'s-Gravenhage;Loosduinen;1;Loosduinen;17;Houtwijk;86;77033.017;452154.272;4.250493672344861;52.05220690943979
369911;0518200000776810;369911;1;Veluweplein;Veluweplein;23;;;2571GA;;woonfunctie;N;Hoofdadres;'s-Gravenhage;Centrum;5;Groente- en Fruitmarkt;37;Groente- en Fruitmarkt;21;79989.372;452938.744;4.293415554433244;52.05966493055371
80914;0518200000776812;80914;1;Vier Heemskinderenstraat;Vier Heemskinderenstraat;121;;;2531CB;;woonfunctie;N;Hoofdadres;'s-Gravenhage;Escamp;2;Moerwijk;36;Moerwijk-Noord;38;80262.012;452490.1;4.297488612374351;52.0556699181089
80915;0518200000776832;80915;1;Vier Heemskinderenstraat;Vier Heemskinderenstraat;127;;;2531CB;;woonfunctie;N;Hoofdadres;'s-Gravenhage;Escamp;2;Moerwijk;36;Moerwijk-Noord;38;80255.736;452487.067;4.297397784907071;52.05564181450384
252245;0518200000776850;252245;1;Theresiastraat;Theresiastraat;128;;;2593AS;;woonfunctie;N;Hoofdadres;'s-Gravenhage;Haagse Hout;7;Bezuidenhout;26;Bezuidenhout-Midden;65;82889.243;455768.325;4.335095913464411;52.08547895255927
17526;0518200000776922;17526;1;Theresiastraat;Theresiastraat;94;;;2593AS;;winkelfunctie;N;Hoofdadres;'s-Gravenhage;Haagse Hout;7;Bezuidenhout;26;Bezuidenhout-Midden;65;82846.92;455738.898;4.334484740317443;52.08520898352667
343175;0518200000776934;343175;1;Wolweversgaarde;Wolweversgaarde;44;;;2542AT;;woonfunctie;N;Hoofdadres;'s-Gravenhage;Escamp;2;Bouwlust;33;Dreven en Gaarden;98;78481.953;450765.943;4.271925234492355;52.0399323695107
247756;0518200000776936;247756;1;Wolweversgaarde;Wolweversgaarde;58;;;2542AT;;woonfunctie;N;Hoofdadres;'s-Gravenhage;Escamp;2;Bouwlust;33;Dreven en Gaarden;98;78469.596;450777.87;4.271742489408793;52.04003784830486
154515;0518200000776938;154515;1;Wolweversgaarde;Wolweversgaarde;16;;;2542AT;;woonfunctie;N;Hoofdadres;'s-Gravenhage;Escamp;2;Bouwlust;33;Dreven en Gaarden;98;78505.931;450742.797;4.272279838190138;52.03972767209814
80916;0518200000777000;80916;1;Vier Heemskinderenstraat;Vier Heemskinderenstraat;192;;;2531CH;;woonfunctie;N;Hoofdadres;'s-Gravenhage;Escamp;2;Moerwijk;36;Moerwijk-Noord;38;80268.681;452475.666;4.297588990552942;52.05554110254859
315605;0518200000777002;315605;1;Vier Heemskinderenstraat;Vier Heemskinderenstraat;208;;;2531CH;;woonfunctie;N;Hoofdadres;'s-Gravenhage;Escamp;2;Moerwijk;36;Moerwijk-Noord;38;80248.595;452465.966;4.297298301647663;52.055451220961665
272102;0518200000777012;272102;1;Wouwermanstraat;Wouwermanstraat;122;;;2525KW;;woonfunctie;N;Hoofdadres;'s-Gravenhage;Centrum;5;Schildersbuurt;29;Schildersbuurt-Oost;17;80968.267;453285.915;4.307611859566976;52.06291656611533
320484;0518200000777030;320484;1;Segbroeklaan;Segbroeklaan;412;J;;2565ED;;woonfunctie;N;Hoofdadres;'s-Gravenhage;Segbroek;3;Bomen- en Bloemenbuurt;12;Bloemenbuurt-Oost;51;78142.213;455247.805;4.265965615902241;52.0801625064376
272103;0518200000777036;272103;1;Wouwermanstraat;Wouwermanstraat;167;;;2525KS;;woonfunctie;N;Hoofdadres;'s-Gravenhage;Centrum;5;Schildersbuurt;29;Schildersbuurt-West;15;80966.838;453155.076;4.307619392782123;52.06174055283058
131753;0518200000777050;131753;1;Segbroeklaan;Segbroeklaan;410;M;;2565EC;;woonfunctie;N;Hoofdadres;'s-Gravenhage;Segbroek;3;Bomen- en Bloemenbuurt;12;Bloemenbuurt-Oost;51;78154.1;455257.989;4.266136703190128;52.080255676768864
205209;0518200000777112;205209;1;Theresiastraat;Theresiastraat;368;;;2593BA;;woonfunctie;N;Hoofdadres;'s-Gravenhage;Haagse Hout;7;Bezuidenhout;26;Bezuidenhout-Oost;66;83388.574;456123.873;4.34230539692186;52.08873901124989
226221;0518200000777165;226221;1;Rechterenstraat;Rechterenstraat;47;;;2531RR;;woonfunctie;N;Hoofdadres;'s-Gravenhage;Escamp;2;Moerwijk;36;Moerwijk-Oost;20;80863.963;452145.4;4.306338639276367;52.05265303970177
317994;0518200000777173;317994;1;Tesselsestraat;Tesselsestraat;11;;;2583JG;;woonfunctie;N;Hoofdadres;'s-Gravenhage;Scheveningen;4;Duindorp;8;Duindorp;100;77922.818;456404.938;4.262504035867646;52.09053074146728
317995;0518200000777179;317995;1;Tesselsestraat;Tesselsestraat;27;;;2583JG;;woonfunctie;N;Hoofdadres;'s-Gravenhage;Scheveningen;4;Duindorp;8;Duindorp;100;77907.287;456403.36;4.262277808220588;52.090514397307324
338646;0518200000777201;338646;1;Toussaintkade;Toussaintkade;35;;;2513CK;;kantoorfunctie,woonfunctie;N;Hoofdadres;'s-Gravenhage;Centrum;5;Zeeheldenkwartier;22;Zeeheldenkwartier;45;80630.153;455326.729;4.302237323375219;52.081211583113
312199;0518200000777209;312199;1;Terschellingsestraat;Terschellingsestraat;67;;;2583JP;;overige gebruiksfunctie;N;Hoofdadres;'s-Gravenhage;Scheveningen;4;Duindorp;8;Duindorp;100;77837.968;456551.237;4.261233031934645;52.091833651913035
312200;0518200000777211;312200;1;Terschellingsestraat;Terschellingsestraat;73;;;2583JP;;overige gebruiksfunctie;N;Hoofdadres;'s-Gravenhage;Scheveningen;4;Duindorp;8;Duindorp;100;77830.192;456562.178;4.261117106557243;52.09193089028874
312201;0518200000777213;312201;1;Terschellingsestraat;Terschellingsestraat;95;;;2583JP;;woonfunctie;N;Hoofdadres;'s-Gravenhage;Scheveningen;4;Duindorp;8;Duindorp;100;77789.595;456555.365;4.2605263546109144;52.091864001869
170800;0518200000777215;170800;1;Terschellingsestraat;Terschellingsestraat;18;;;2583JR;;woonfunctie;N;Hoofdadres;'s-Gravenhage;Scheveningen;4;Duindorp;8;Duindorp;100;77864.501;456447.998;4.26164349664089;52.09090958057415
17529;0518200000777219;17529;1;Theresiastraat;Theresiastraat;240;;;2593AW;;woonfunctie;N;Hoofdadres;'s-Gravenhage;Haagse Hout;7;Bezuidenhout;26;Bezuidenhout-Oost;66;83120.066;455929.621;4.338429116231587;52.08695850686283
293682;0518200000777221;293682;1;Theodorus Morrenpark;Theodorus Morrenpark;2;;;2552MG;;overige gebruiksfunctie;N;Hoofdadres;'s-Gravenhage;Loosduinen;1;Loosduinen;17;Houtwijk;86;77088.577;452109.49;4.2513137632456806;52.05181228432503
252251;0518200000777239;252251;1;Theresiastraat;Theresiastraat;410;;;2593BB;;woonfunctie;N;Hoofdadres;'s-Gravenhage;Haagse Hout;7;Bezuidenhout;26;Bezuidenhout-Oost;66;83447.365;456166.495;4.343154148035162;52.089129649233875
213227;0518200000777241;213227;1;Schoutenstraat;Schoutenstraat;33;;;2596SJ;;woonfunctie;N;Hoofdadres;'s-Gravenhage;Haagse Hout;7;Benoordenhout;4;Waalsdorp;77;81902.111;457255.559;4.320377007644217;52.098714935881475
343176;0518200000777255;343176;1;Wolweversgaarde;Wolweversgaarde;809;;;2542BH;;woonfunctie;N;Hoofdadres;'s-Gravenhage;Escamp;2;Bouwlust;33;Dreven en Gaarden;98;77905.97;450435.72;4.263606068346007;52.036884921443786
201718;0518200000777257;201718;1;Wolweversgaarde;Wolweversgaarde;737;;;2542BE;;woonfunctie;N;Hoofdadres;'s-Gravenhage;Escamp;2;Bouwlust;33;Dreven en Gaarden;98;77977.01;450495.213;4.264627840877293;52.03742944594543
11760;0518200000777259;11760;1;Surinamestraat;Surinamestraat;11;;;2585GG;;kantoorfunctie;N;Hoofdadres;'s-Gravenhage;Centrum;5;Archipelbuurt;5;Archipelbuurt;46;81032.783;456259.684;4.307907853142775;52.089649754270624
252252;0518200000777261;252252;1;Theresiastraat;Theresiastraat;107;;;2593AD;;winkelfunctie;N;Hoofdadres;'s-Gravenhage;Haagse Hout;7;Bezuidenhout;26;Bezuidenhout-Midden;65;82889.856;455738.503;4.335111161199174;52.0852110274964
319230;0518200000777283;319230;1;Tullinghstraat;Tullinghstraat;52;;;2515KC;;woonfunctie;N;Hoofdadres;'s-Gravenhage;Centrum;5;Schildersbuurt;29;Schildersbuurt-Noord;16;81474.828;454058.473;4.314831306217219;52.06992685615995
277993;0518200000777299;277993;1;Wateringsestraat;Wateringsestraat;46;;;2512PM;;woonfunctie;N;Hoofdadres;'s-Gravenhage;Centrum;5;Schildersbuurt;29;Schildersbuurt-West;15;80379.88;454229.976;4.2988266358962655;52.071321669300076
136519;0518200000777301;136519;1;Wateringsestraat;Wateringsestraat;18;;;2512PM;;woonfunctie;N;Hoofdadres;'s-Gravenhage;Centrum;5;Schildersbuurt;29;Schildersbuurt-West;15;80415.919;454252.211;4.299347335152644;52.07152634486685
261432;0518200000777317;261432;1;Waalsdorperweg;Waalsdorperweg;46;;;2597JC;;woonfunctie;N;Hoofdadres;'s-Gravenhage;Haagse Hout;7;Benoordenhout;4;Waalsdorp;77;81340.547;457493.513;4.312131211769768;52.10077890220136
119893;0518200000777319;119893;1;Waalsdorperweg;Waalsdorperweg;50;;;2597JC;;woonfunctie;N;Hoofdadres;'s-Gravenhage;Haagse Hout;7;Benoordenhout;4;Waalsdorp;77;81360.539;457518.455;4.312417558947904;52.101005710244316
252253;0518200000777327;252253;1;Theresiastraat;Theresiastraat;16;;;2593AN;;bijeenkomstfunctie;N;Hoofdadres;'s-Gravenhage;Haagse Hout;7;Bezuidenhout;26;Bezuidenhout-Midden;65;82621.222;455586.7;4.331224627916212;52.08381174996902
197225;0518200000777339;197225;1;Willem Royaardsplein;Willem Royaardsplein;11;;;2597GS;;winkelfunctie;N;Hoofdadres;'s-Gravenhage;Haagse Hout;7;Benoordenhout;4;Duinzigt;76;82177.153;457879.913;4.32425700536586;52.10436211723815
354619;0518200000777341;354619;1;Vrederustlaan;Vrederustlaan;176;;;2543SW;;woonfunctie;N;Hoofdadres;'s-Gravenhage;Escamp;2;Bouwlust;33;Zijden, Steden en Zichten;96;78024.09;450960.636;4.2652090948233585;52.04161862030884
17530;0518200000777382;17530;1;Theresiastraat;Theresiastraat;267;;;2593AK;;woonfunctie;N;Hoofdadres;'s-Gravenhage;Haagse Hout;7;Bezuidenhout;26;Bezuidenhout-Oost;66;83312.493;456043.894;4.341212274736009;52.08801040777652
346602;0518200000777422;346602;1;Theresiastraat;Theresiastraat;105;A;;2593AD;;woonfunctie;N;Hoofdadres;'s-Gravenhage;Haagse Hout;7;Bezuidenhout;26;Bezuidenhout-Midden;65;82883.274;455733.929;4.33501611215788;52.085169064492234
226222;0518200000777424;226222;1;Segbroeklaan;Segbroeklaan;214;;;2565DS;;woonfunctie;N;Hoofdadres;'s-Gravenhage;Segbroek;3;Bomen- en Bloemenbuurt;12;Bomenbuurt;52;78409.591;455425.217;4.269825708185126;52.08179390571654
226223;0518200000777426;226223;1;Segbroeklaan;Segbroeklaan;410;E;;2565EC;;woonfunctie;N;Hoofdadres;'s-Gravenhage;Segbroek;3;Bomen- en Bloemenbuurt;12;Bloemenbuurt-Oost;51;78160.869;455263.948;4.266234092426241;52.08031016785591
199543;0518200000777448;199543;1;Surinamestraat;Surinamestraat;5;E;;2585GG;;woonfunctie;N;Hoofdadres;'s-Gravenhage;Centrum;5;Archipelbuurt;5;Archipelbuurt;46;81044.508;456226.675;4.308086069604779;52.08935467750534
64682;0518200000777450;64682;1;Theresiastraat;Theresiastraat;150;;;2593AT;;woonfunctie;N;Hoofdadres;'s-Gravenhage;Haagse Hout;7;Bezuidenhout;26;Bezuidenhout-Midden;65;82917.132;455787.717;4.3354986536087186;52.085656856651326
65787;0518200000777454;65787;1;Willem III straat;Willem III straat;69;;;2552BM;;woonfunctie;N;Hoofdadres;'s-Gravenhage;Loosduinen;1;Loosduinen;17;Kom Loosduinen;95;76003.582;452177.868;4.235482561432357;52.052273129456246
31365;0518200000777462;31365;1;Van Kinsbergenstraat;Van Kinsbergenstraat;26;;;2518GZ;;woonfunctie;N;Hoofdadres;'s-Gravenhage;Centrum;5;Zeeheldenkwartier;22;Zeeheldenkwartier;45;80137.412;455290.863;4.295057948633676;52.08082285549238
313361;0518200000777464;313361;1;Van Kinsbergenstraat;Van Kinsbergenstraat;34;;;2518GZ;;woonfunctie;N;Hoofdadres;'s-Gravenhage;Centrum;5;Zeeheldenkwartier;22;Zeeheldenkwartier;45;80137.412;455290.863;4.295057948633676;52.08082285549238
17531;0518200000777470;17531;1;Van Stolkweg;Van Stolkweg;17;A;;2585JM;;woonfunctie;N;Hoofdadres;'s-Gravenhage;Scheveningen;4;Van Stolkpark en Scheveningse Bosjes;6;Van Stolkpark en Scheveningse Bosjes;05;79425.711;457423.384;4.284204305952203;52.09989045488142
339801;0518200000777501;339801;1;Gabriël Metsustraat;Gabriel Metsustraat;110;A;;2525XV;;woonfunctie;N;Hoofdadres;'s-Gravenhage;Centrum;5;Schildersbuurt;29;Schildersbuurt-Oost;17;81105.475;453394.674;4.309588859860502;52.06391228034486
50568;0518200000777549;50568;1;Neherkade;Neherkade;1084;;;2521PZ;;woonfunctie;N;Hoofdadres;'s-Gravenhage;Laak;6;Laakkwartier en Spoorwijk;38;Laakhaven-Oost;19;82385.126;453700.072;4.328182132495884;52.066826056815266
4561;0518200000777551;4561;1;Neherkade;Neherkade;1092;;;2521PZ;;woonfunctie;N;Hoofdadres;'s-Gravenhage;Laak;6;Laakkwartier en Spoorwijk;38;Laakhaven-Oost;19;82393.992;453686.28;4.328314346951057;52.0667032725482
228454;0518200000777571;228454;1;IJmuidenstraat;IJmuidenstraat;122;;;2586VD;;industriefunctie;N;Hoofdadres;'s-Gravenhage;Scheveningen;4;Scheveningen;7;Scheveningen Badplaats;03;79200.635;458354.613;4.28071274004896;52.108228296142364
222638;0518200000777606;222638;1;Ieplaan;Ieplaan;163;;;2565LK;;woonfunctie;N;Hoofdadres;'s-Gravenhage;Segbroek;3;Bomen- en Bloemenbuurt;12;Bomenbuurt;52;78625.564;455522.854;4.272954106779227;52.082701176960015
82047;0518200000777608;82047;1;Ieplaan;Ieplaan;167;;;2565LK;;woonfunctie;N;Hoofdadres;'s-Gravenhage;Segbroek;3;Bomen- en Bloemenbuurt;12;Bomenbuurt;52;78609.637;455518.645;4.272722727694695;52.082661154358085
213231;0518200000777662;213231;1;Zilverschoonstraat;Zilverschoonstraat;36;;;2555NK;;woonfunctie;N;Hoofdadres;'s-Gravenhage;Loosduinen;1;Bohemen en Meer en Bos;14;Bohemen en Meer en Bos;92;76009.771;453588.189;4.23524658811993;52.06494803498381
176620;0518200000777672;176620;1;Torenstraat;Torenstraat;92;D;;2513BV;;woonfunctie;N;Hoofdadres;'s-Gravenhage;Centrum;5;Centrum;28;Kortenbos;11;80861.968;454917.648;4.305707546041472;52.077566361719924
182615;0518200000777696;182615;1;Vaillantlaan;Vaillantlaan;458;A;;2526AJ;;woonfunctie;N;Hoofdadres;'s-Gravenhage;Centrum;5;Schildersbuurt;29;Schildersbuurt-Oost;17;80975.841;453510.638;4.307673568461653;52.06493711569366
318001;0518200000777724;318001;3;Torenstraat;Torenstraat;46;;;2513BS;;woonfunctie;N;Hoofdadres;'s-Gravenhage;Centrum;5;Centrum;28;Kortenbos;11;80885.854;454885.214;4.306062971383738;52.07727808275481
130536;0518200000777776;130536;1;Tullinghstraat;Tullinghstraat;78;;;2515KC;;woonfunctie;N;Hoofdadres;'s-Gravenhage;Centrum;5;Schildersbuurt;29;Schildersbuurt-Noord;16;81453.986;454038.391;4.3145317020252865;52.06974361611257
9487;0518200000777801;9487;1;Toussaintkade;Toussaintkade;19;;;2513CJ;;woonfunctie;N;Hoofdadres;'s-Gravenhage;Centrum;5;Zeeheldenkwartier;22;Zeeheldenkwartier;45;80669.454;455262.941;4.302824478356976;52.08064361415752
129354;0518200000777809;129354;1;Tesselsestraat;Tesselsestraat;91;;;2583JJ;;woonfunctie;N;Hoofdadres;'s-Gravenhage;Scheveningen;4;Duindorp;8;Duindorp;100;77696.776;456382.147;4.259211439460103;52.09029439955684
318002;0518200000777811;318002;1;Tesselsestraat;Tesselsestraat;103;;;2583JJ;;woonfunctie;N;Hoofdadres;'s-Gravenhage;Scheveningen;4;Duindorp;8;Duindorp;100;77682.774;456380.738;4.259007482506219;52.09027978133832
