objectid;projectnummer;naamdeelgebied;bouwplan;woningtype;opleverjaardeelgebied;prijsklasse;projectfase;nieuw_verbouw;aantalwoningendeelgebied;project_id
37963;125;Kamer 11A (Waterlinie/ Waterlus) Room Eleven;V16/28238;Eengezins;2020;Koop(middelduur);Gereed;Nieuwbouw;18;
37965;125;Kamer 5B afbouw (Waterlinie);V18/32391;Eengezins;2020;Koop(middelduur);Gereed;Nieuwbouw;11;
37969;125;Kamer 11B (Waterlinie/ Waterkring);V14/22000;Eengezins;2016;Huur(middenhuur);Gereed;Nieuwbouw;30;
37971;125;Waterrijk/Individuelen;Div.;Eengezins;2009;Koop(duur);Gereed;Nieuwbouw;26;
37973;125;Kamer 1 Waterfront;V14/22002;Eengezins;2017;Koop(middelduur);Gereed;Nieuwbouw;9;
37975;125;Kamer 11A (Waterlinie/ Waterlus) Room Eleven;V16/28238;Meergezins;2020;Huur(betaalbaar);Gereed;Nieuwbouw;33;
37976;125;Kamer 11A (Waterlinie/ Waterlus) Room Eleven;V16/28238;Eengezins;2019;Huur(betaalbaar);Gereed;Nieuwbouw;12;
37977;125;Kamer 8A+8B;V16/28148;Eengezins;2019;Koop(middelduur);Gereed;Nieuwbouw;57;
37985;125;Kamer 7g kavel 3 Waterwijk CPO;V17/30058;Eengezins;2019;Koop(duur);Gereed;Nieuwbouw;12;
37986;125;Woonrijk Waterstad 163 en 165;16/27338;Eengezins;2017;Koop(duur);Gereed;Nieuwbouw;2;
37988;125;kamer 4G;V18/32238;Eengezins;2019;Koop(duur);Gereed;Nieuwbouw;7;
37989;125;Kamer 4c Waterwijk CPO gereed;;Eengezins;2018;Koop(duur);Gereed;Nieuwbouw;10;
37991;125;Kamer 7e Waterwijk CPO;V17/31956;Eengezins;2019;Koop(duur);Gereed;Nieuwbouw;4;
37992;125;kamer 7 overige zelfbouwkavels;;Eengezins;2019;Koop(duur);Gereed;Nieuwbouw;16;
37995;125;kamer 7 - Waterwijk 43;V18/33730;Eengezins;2023;Koop(duur);In aanbouw;Nieuwbouw;1;354-000
37998;125;Kamer 6 (Waterwereld) - Waterwereld 162;Div.;Eengezins;2021;Koop(duur);Gereed;Nieuwbouw;1;354-000
38000;125;Kamer 6 (Waterwereld) restkavels 2019;Div.;Eengezins;2020;Koop(duur);Gereed;Nieuwbouw;7;
38005;125;Waterrijk/individuelen - Waterland 176;V17/31091;Eengezins;2021;Koop(duur);Gereed;Nieuwbouw;1;354-000
38008;126;Zandrijk;98/0718;Eengezins;2000;Koop(duur);Gereed;Nieuwbouw;30;
38009;126;Zandrijk;98/0718;Eengezins;2000;Koop(betaalbaar);Gereed;Nieuwbouw;14;
38015;126;Zandrijk;99/0973;Eengezins;2001;Koop(duur);Gereed;Nieuwbouw;27;
38020;126;Zandrijk/individuelen;Div.;Eengezins;2003;Koop(duur);Gereed;Nieuwbouw;9;
38029;126;Zandrijk;97/1906;Eengezins;1999;Koop(duur);Gereed;Nieuwbouw;62;
38032;126;Zandrijk;04/1644;Eengezins;2007;Koop(duur);Gereed;Nieuwbouw;32;
38034;126;Zandrijk/individuelen;Div.;Eengezins;2006;Koop(duur);Gereed;Nieuwbouw;1;
38036;126;Zandrijk/individuelen;Div.;Eengezins;2004;Koop(duur);Gereed;Nieuwbouw;4;
38037;126;Zandrijk;97/1907;Eengezins;2000;Koop(duur);Gereed;Nieuwbouw;55;
38040;126;Zandrijk/individuelen;Div.;Eengezins;2008;Koop(duur);Gereed;Nieuwbouw;1;
38049;129;Mgr.Witloxweg (de Prinsentuin);03/1369;Eengezins;2007;Koop(duur);Gereed;Nieuwbouw;6;
38051;131;Montgomerylaan;98/0831;Meergezins;2001;Koop(duur);Gereed;Nieuwbouw;52;
38052;132;Nieuwe Fellenoord 14-56;01/1168;Eengezins;2005;Huur(middenhuur);Gereed;Nieuwbouw;23;
38053;134;Anna van Egmondstraat;00/1947;Eengezins;2010;Koop(duur);Gereed;Nieuwbouw;3;
38054;135;Otto Veniusweg;99/1438;Meergezins;2003;Koop(middelduur);Gereed;Nieuwbouw;44;
38058;136;Urkhovenseweg 7D;03/1175;Eengezins;2010;Huur(betaalbaar);Gereed;Nieuwbouw;1;
38059;136;Oude Doornakkerseweg 35 M01;V17/30068;Eengezins;2017;Koop(betaalbaar);Gereed;Nieuwbouw;1;
38061;142;Picus Oost;96/1494;Meergezins;2001;Huur(betaalbaar);Gereed;Nieuwbouw;54;
38062;142;Picus Oost;98/0180;Eengezins;2002;Koop(duur);Gereed;Nieuwbouw;11;
38064;142;Picus Oost;98/0181;Eengezins;2001;Koop(duur);Gereed;Nieuwbouw;22;
38067;143;Picus West/Tongelresestraat fase 1;05/0119;Meergezins;2009;Huur(betaalbaar);Gereed;Nieuwbouw;17;
38070;143;Picus West/verlengde Dommelhfstr f1;05/1853;Eengezins;2009;Koop(duur);Gereed;Nieuwbouw;19;
38071;143;Picus West/Tongelresestraat fase 1;05/0119;Meergezins;2009;Huur(middenhuur);Gereed;Nieuwbouw;9;
38074;144;Putten fase 1;Div.;Eengezins;2008;Koop(duur);Gereed;Nieuwbouw;11;
38077;144;Putten fase 1;Div.;Eengezins;2009;Koop(duur);Gereed;Nieuwbouw;17;
38081;144;Putten fase 2 (Nolde en omgeving);Div.;Eengezins;2015;Koop(duur);Gereed;Nieuwbouw;1;
38082;144;Putten fase 1;Div.;Eengezins;2012;Koop(duur);Gereed;Nieuwbouw;1;
38090;144;Putten fase 2 (Nolde en omgeving);Div.;Eengezins;2018;Koop(duur);Gereed;Nieuwbouw;1;
38094;146;Rielsedijk 21;91/1354;Eengezins;2002;Koop(duur);Gereed;Nieuwbouw;1;
38098;147;Romboutstraat 36;00/1952;Eengezins;2003;Koop(duur);Gereed;Nieuwbouw;1;
38099;149;Schalmstraat/Gasthuisstraat;03/0251;Meergezins;2009;Koop(middelduur);Gereed;Nieuwbouw;39;
38100;149;Schalmstraat/Gasthuisstraat;03/0251;Eengezins;2009;Koop(middelduur);Gereed;Nieuwbouw;10;
38104;150;Gestelsestraat 25L en 25M;V16/26606;Meergezins;2020;Huur(betaalbaar);Gereed;Onttrekking overig;-2;
38105;153;Schootsestraat/Vlierstraat;04/1028;Meergezins;2006;Koop(betaalbaar);Gereed;Nieuwbouw;30;
38111;154;Schuttersbosch A;97/0738;Eengezins;2002;Huur(betaalbaar);Gereed;Nieuwbouw vervangend;1;
38116;154;Schuttersbosch A/B;96/1512;Eengezins;2017;Koop(duur);Gereed;Nieuwbouw vervangend;4;
38119;154;Schuttersbosch A/B;;Eengezins;2020;Huur(betaalbaar);Gereed;Onttrekking sloop;-8;
38122;154;Schuttersbosch A/B;;Eengezins;2023;Huur(betaalbaar);Planologische voorbereiding;Onttrekking sloop;-14;
38126;154;Schuttersbosch A/B (was 46 stuks);;Eengezins;2024;Huur(betaalbaar);Planologische voorbereiding;Nieuwbouw vervangend;45;
38133;154;Schuttersbosch A/B Hazenloop 10;V21/43088;Eengezins;2022;Koop(duur);Gereed;Nieuwbouw vervangend;1;
38134;154;Schuttersbosch A/B;;Eengezins;2025;Huur(betaalbaar);Planologische voorbereiding;Onttrekking sloop;-10;
38137;154;Schuttersbosch A/B - Elandsgang 12;V21/46937;Eengezins;2023;Koop(duur);In aanbouw;Nieuwbouw vervangend;1;
38139;154;Schuttersbosch A/B - Hazenloop 16;V22/48775;Eengezins;2022;Huur(betaalbaar);Gereed;Onttrekking sloop;-1;
38140;154;Schuttersbosch A/B - Hindelaan 2;V18/35073;Eengezins;2022;Huur(betaalbaar);Gereed;Nieuwbouw vervangend;1;
38144;155;Servaasplein (Fatimakerk) - Fatimahof 21, 22, 24, 25, 26, 31 en 32;V21/46399;Meergezins;2024;Huur(duur);In aanbouw;Verbouw transformatie;7;731-460
38155;156;Smalle Haven/Schilbebouwing;02/1222;Meergezins;2005;Huur(middenhuur);Gereed;Nieuwbouw;21;
38157;156;Smalle Haven/Toren;01/1900;Meergezins;2006;Huur(middenhuur);Gereed;Nieuwbouw;46;
38160;157;Smuldersweg;03/0982;Meergezins;2006;Huur(betaalbaar);Gereed;Nieuwbouw;110;
38161;160;Stadionkwartier (PSV) Blok D;07/0161;Meergezins;2012;Koop(middelduur);Gereed;Nieuwbouw;1;
38162;160;Stadionkwartier (PSV) Blok K;07/0161;Meergezins;2012;Huur(goedkoop);Gereed;Nieuwbouw;16;
38164;160;Stadionkwartier (PSV) Blok J;07/0161;Meergezins;2011;Koop(middelduur);Gereed;Nieuwbouw;8;
38165;160;Stadionkwartier (PSV) Blok J;07/0161;Meergezins;2011;Koop(middelduur);Gereed;Nieuwbouw;2;
38170;160;Stadionkwartier (PSV) Blok E;07/0161;Meergezins;2012;Huur(betaalbaar);Gereed;Nieuwbouw;4;
38175;160;Stadionkwartier (PSV) Blok M;07/0161;Meergezins;2012;Huur(goedkoop);Gereed;Nieuwbouw;106;
38176;160;Stadionkwartier (PSV) Blok M;07/0161;Meergezins;2012;Huur(goedkoop);Gereed;Nieuwbouw;10;
38177;160;Stadionkwartier (PSV) Blok N;07/0161;Meergezins;2011;Koop(betaalbaar);Gereed;Nieuwbouw;4;
38178;160;Stadionkwartier (PSV) Blok O;07/0161;Meergezins;2012;Koop(middelduur);Gereed;Nieuwbouw;16;
38179;160;Stadionkwartier (PSV) Blok C;07/0161;Meergezins;2012;Huur(goedkoop);Gereed;Nieuwbouw;16;
38185;160;Stadionkwartier (PSV) Blok A;07/0161;Meergezins;2012;Koop(middelduur);Gereed;Nieuwbouw;106;
38191;161;Internationale knoop XL - District E - VVV locatie (Toren Zuid en West);;Meergezins;2027;Huur(duur);Vastgesteld plan/besluit;Nieuwbouw;211;520-500
38193;161;Internationale knoop XL - DistrictE - VVV locatie (Toren Oost);;Meergezins;2027;Huur(betaalbaar);Vastgesteld plan/besluit;Nieuwbouw;71;520-500
38195;163;Stratumsedijk/Geldropseweg;02/0752;Meergezins;2007;Koop(middelduur);Gereed;Nieuwbouw;51;
38196;164;Strijp R/Zwaanstraat fase 1;10/0124;Eengezins;2013;Koop(middelduur);Gereed;Nieuwbouw;24;
38197;164;Strijp R/Zwaanstraat fase 1;10/0124;Eengezins;2013;Huur(middenhuur);Gereed;Nieuwbouw;39;
38201;164;Strijp R/veld 3;V17/30181;Eengezins;2020;Koop(duur);Gereed;Nieuwbouw;13;
38202;164;Strijp R/fase 1;13/0792;Eengezins;2016;Koop(middelduur);Gereed;Nieuwbouw;16;
38206;164;Strijp R/fase 1;V14/22020;Eengezins;2017;Koop(middelduur);Gereed;Nieuwbouw;15;
38207;164;Strijp R/veld 6;V17/30181;Eengezins;2019;Koop(duur);Gereed;Nieuwbouw;26;
38213;164;Strijp R/fase 3;V16/25334;Eengezins;2017;Koop(middelduur);Gereed;Nieuwbouw;11;
38217;164;Portiersloge RF;;Meergezins;2017;Koop(middelduur);Gereed;Verbouw transformatie;5;
38220;164;Strijp R/fase 1 IVS;;Eengezins;2018;Koop(duur);Gereed;Nieuwbouw;4;
38225;164;Strijp R/veld 3;V17/30181;Eengezins;2019;Koop(duur);Gereed;Nieuwbouw;15;
38226;164;Strijp R/fase 1 IVS;Div.;Eengezins;2019;Koop(duur);Gereed;Nieuwbouw;4;
38227;164;Strijp R/fase 1 IVS;Div.;Eengezins;2020;Koop(duur);Gereed;Nieuwbouw;7;
38230;164;Strijp R/fase 1 IVS;Div.;Eengezins;2021;Koop(duur);Gereed;Nieuwbouw;9;730-000
38231;164;Strijp R/veld 6 - Beeldbuisring 10, 14, 16, 18 en 20;V19/35969;Eengezins;2021;Koop(duur);Gereed;Nieuwbouw;5;730-000
38232;164;Strijp R/veld 6 - Beeldbuisring 12;V19/35969;Eengezins;2022;Koop(duur);Gereed;Nieuwbouw;1;730-000
38234;166;Strijpsestraat/bij Paulushuis;00/1582;Meergezins;2007;Huur(betaalbaar);Gereed;Nieuwbouw;69;
38238;167;Strijpsestraat 59-61;03/1575;Meergezins;2012;Koop(betaalbaar);Gereed;Nieuwbouw;4;
38239;167;Kerkakkerstraat 2-4;07/1570;Meergezins;2010;Huur(goedkoop);Gereed;Verbouw transformatie;5;
38243;169;Swalmstraat 10;08/0919;Eengezins;2011;Koop(duur);Gereed;Nieuwbouw;1;
38245;169;Swalmstraat 6;V21/46025;Eengezins;2023;Koop(duur);Vergunning verleend;Nieuwbouw;1;466-000
38246;169;Swalmstraat 8;V21/46877;Eengezins;2023;Koop(duur);Vergunning verleend;Nieuwbouw;1;466-000
38247;169;Swalmstraat 9;V21/45866;Eengezins;2024;Koop(duur);Vergunning verleend;Nieuwbouw;1;
38248;170;Tegenbosch;Div.;Eengezins;2011;Koop(duur);Gereed;Nieuwbouw;1;
38249;170;Tegenbosch;Div.;Eengezins;2008;Koop(duur);Gereed;Nieuwbouw;1;
38250;170;Tegenbosch;Div.;Eengezins;2012;Koop(duur);Gereed;Nieuwbouw;1;
38251;170;Tegenbosch;Div.;Eengezins;2009;Koop(duur);Gereed;Nieuwbouw;16;
38252;170;Tegenbosch;Div.;Eengezins;2006;Koop(duur);Gereed;Nieuwbouw;1;
38253;170;Tegenbosch;Div.;Eengezins;2010;Koop(duur);Gereed;Nieuwbouw;1;
38256;170;Tegenbosch 2e fase  - Tegenbosch 21;V20/41917;Eengezins;2021;Koop(duur);Gereed;Nieuwbouw;1;156-200
38258;170;Tegenbosch 2e fase;V17/31707;Eengezins;2020;Koop(duur);Gereed;Nieuwbouw;3;
38269;174;Tongelresche Akkers/deelplan 4a;08/0179;Eengezins;2010;Koop(middelduur);Gereed;Nieuwbouw;33;
38277;174;Tong. Akkers=Plan 10 Mahler;V20/43046;Eengezins;2023;Koop(duur);In aanbouw;Nieuwbouw;81;214-100
38279;174;Tong. Akk=Plan 14A Anno 30 1e deel;V16/26613;Eengezins;2018;Koop(duur);Gereed;Nieuwbouw;14;
38280;174;Tong. Akk=Plan 11 Anno 30 2e deel;V17/29063;Eengezins;2020;Koop(duur);Gereed;Nieuwbouw;7;
38286;174;Tong. Akk=Plan 11 Anno 30 exclusief;V17/29063;Eengezins;2019;Koop(duur);Gereed;Nieuwbouw;29;
38291;174;Tong. Akkers=Plan 9 A&B;;Eengezins;2025;Koop(middelduur);Planologische voorbereiding;Nieuwbouw;60;214-100
38293;174;Tong. Akkers=Plan 6 A;08/0179;Eengezins;2020;Koop(middelduur);Gereed;Nieuwbouw;37;
38294;174;Tong. Akkers=Plan 4B;V19/36860;Eengezins;2020;Koop(middelduur);Gereed;Nieuwbouw;40;
38296;174;Tong. Akkers=Plan 8A Chopin - Gitaarstraat 2 t/m 40;V19/37904;Eengezins;2021;Koop(duur);Gereed;Nieuwbouw;20;214-100
38302;176;Voorterweg 229B;00/1632;Eengezins;2002;Koop(duur);Gereed;Nieuwbouw;1;
38303;177;Tongelresestr.490-492;02/1942;Eengezins;2005;Koop(middelduur);Gereed;Nieuwbouw;2;
38306;177;Urkhovenseweg 35, 39, 41;Div.;Eengezins;2002;Koop(duur);Gereed;Nieuwbouw;3;
38310;179;Leeuweriklaan 7a;08/0887;Eengezins;2009;Koop(duur);Gereed;Nieuwbouw;1;
38315;188;Vesaliuslaan 9;98/2136;Eengezins;2003;Koop(duur);Gereed;Nieuwbouw;1;
38317;188;Vesaliuslaan 11a;07/0931;Eengezins;2009;Koop(duur);Gereed;Nieuwbouw;1;
38318;188;Vesaliuslaan 11;07/0997;Eengezins;2010;Koop(duur);Gereed;Nieuwbouw;1;
38324;192;Willemstraat/Vogelzangterrein De Lodewijk;V18/35361;Meergezins;2022;Koop(duur);Gereed;Nieuwbouw;4;429-100
38328;194;W.de Zwijgerstraat 45-49+55-79;99/2035;Eengezins;2006;Koop(middelduur);Gereed;Nieuwbouw;16;
38330;196;Gerretsonlaan/Huizingalaan;06/1215;Meergezins;2013;Huur(betaalbaar);Gereed;Nieuwbouw;49;
38340;205;Zeelsterstraat 59G;92/0647;Eengezins;2000;Koop(duur);Gereed;Nieuwbouw;1;
38341;205;Zeelsterstraat 103;99/0023;Eengezins;2004;Koop(duur);Gereed;Nieuwbouw;1;
38346;209;Poeijersstraat 101 t/m 125 oneven;;Eengezins;2022;Huur(betaalbaar);Gereed;Nieuwbouw;13;
38359;215;Vredesplein fase 3 Blok 3;V16/28237;Meergezins;2018;Koop(middelduur);Gereed;Nieuwbouw vervangend;24;
38360;215;Vredesplein fase 2 Blok 12;V18/32747;Eengezins;2020;Koop(middelduur);Gereed;Nieuwbouw vervangend;2;
38362;215;Vredesplein fase 1 Blok 7;12/0943;Meergezins;2015;Koop(betaalbaar);Gereed;Nieuwbouw vervangend;22;
38364;215;Vredesplein fase 2 Blok 6;V14/21907;Eengezins;2017;Huur(goedkoop);Gereed;Nieuwbouw vervangend;3;
38366;215;Vredesplein fase 2 Blok 5;V14/21907;Eengezins;2017;Koop(middelduur);Gereed;Nieuwbouw vervangend;16;
38369;215;Vredesplein fase 3 Blok 4;;Eengezins;2018;Koop(middelduur);Gereed;Nieuwbouw vervangend;12;
38371;215;Vredesplein fase 5 Blok 9  (a, b, c, d en g);V18/35443;Eengezins;2020;Huur(middenhuur);Gereed;Nieuwbouw vervangend;35;
38373;215;Vredesplein fase 1 Blok 7;12/0943;Eengezins;2014;Huur(goedkoop);Gereed;Nieuwbouw vervangend;24;
38375;215;Vredesplein fase 5 Blok 9e en 9f;V18/35444;Eengezins;2020;Huur(betaalbaar);Gereed;Nieuwbouw vervangend;6;
38378;215;Vredesplein fase 1 Blok 7;12/0943;Eengezins;2015;Koop(betaalbaar);Gereed;Nieuwbouw vervangend;1;
38380;215;Vredesplein fase 4 Blok 2 (2a, d, e en f);V18/35442;Eengezins;2021;Huur(betaalbaar);Gereed;Nieuwbouw vervangend;16;274-014
38381;215;Vredesplein fase 4 Blok 2 (2b en c);V18/35441;Eengezins;2021;Huur(middenhuur);Gereed;Nieuwbouw vervangend;21;274-014
38382;215;Vredesplein fase 2 Blok 6c;V18/32747;Meergezins;2020;Huur(goedkoop);Gereed;Nieuwbouw vervangend;6;
38383;215;Vredesplein fase 3;;Eengezins;2017;Huur(betaalbaar);Gereed;Onttrekking sloop;-95;
38384;219;Leenderweg 100-106;04/1715;Meergezins;2006;Koop(betaalbaar);Gereed;Verbouw transformatie;13;
38386;220;Cederlaan/vh Philipscomplex OAN;10/0408;Meergezins;2012;Huur(betaalbaar);Gereed;Nieuwbouw;61;
38388;225;Heezerweg 48;04/0979;Meergezins;2007;Huur(goedkoop);Gereed;Nieuwbouw;6;
38397;236;Van Ennettenstraat/St.Wirostraat;04/1695;Eengezins;2006;Huur(betaalbaar);Gereed;Nieuwbouw;20;
38399;238;J.Israelsln (Centr.Doornakk./dek);08/2240;Meergezins;2011;Huur(betaalbaar);Gereed;Nieuwbouw;83;
38400;238;J.Israelsln (Centr.Doornakk./wink.);09/1380;Meergezins;2011;Koop(middelduur);Gereed;Nieuwbouw;53;
38403;238;J.Israelsln (Centr.Doornakk./zorg);06/0882;Meergezins;2009;Huur(middenhuur);Gereed;Nieuwbouw;30;
38406;241;Tarwelaan (wc Vaartbroek);03/0201;Meergezins;2006;Koop(middelduur);Gereed;Nieuwbouw;12;
38408;242;Heezerweg (Tivolilkerk) deel Josef - Heezerweg 321,a,b,c,d,e,f,323,a,b,c,325,a,b,c,d,e;07/0363;Meergezins;2022;Koop(duur);Gereed;Nieuwbouw;17;889-100
38410;242;Heezerweg (Tivolilkerk) - Rector Baptistlaan 51 t/m 77 oneven;07/0363;Eengezins;2022;Koop(middelduur);Gereed;Nieuwbouw;14;889-100
38411;244;Woensel West (SPIL Boschdijk);06/1857;Meergezins;2010;Koop(betaalbaar);Gereed;Nieuwbouw vervangend;7;
38414;244;Celsiuspleinbuurt fase 1;V16/25313;Eengezins;2017;Huur(betaalbaar);Gereed;Nieuwbouw vervangend;63;
38416;244;Stadsbuurt Volta-Galvani;12/0472;Eengezins;2013;Koop(betaalbaar);Gereed;Nieuwbouw vervangend;34;
38420;244;Stadsbuurt Volta-Galvani;12/0472;Meergezins;2013;Huur(betaalbaar);Gereed;Nieuwbouw vervangend;18;
38425;244;Celsiuspleinbuurt fase 3/4 - appartementen - Drebbelstraat 42 t/m 68 even;V20/41297;Meergezins;2023;Huur(betaalbaar);Gereed;Nieuwbouw vervangend;14;150-000
38426;244;Celsiuspleinbuurt fase 3/4 - maisonnettewoningen - Reaumurstraat 2a t/m 2h en 2j;V20/41297;Meergezins;2022;Huur(betaalbaar);Gereed;Nieuwbouw vervangend;9;150-000
38430;244;Celsiuspleinbuurt fase 3/4 - (Waaggebouw);V20/43054;Meergezins;2023;Huur(betaalbaar);In aanbouw;Nieuwbouw vervangend;25;150-000
38433;244;Celsiuspleinbuurt fase 3/4 - Brugmanstraat 23 t/m 33 en 37 t/m 47 (oneven);V20/41297;Eengezins;2021;Huur(betaalbaar);Gereed;Nieuwbouw vervangend;12;150-000
38435;244;Celsiuspleinbuurt fase 3/4 - Newtonstraat 4;V20/41297;Eengezins;2021;Huur(betaalbaar);Gereed;Nieuwbouw vervangend;1;150-000
38438;244;Celsiuspleinbuurt fase 3/4 - Tettje Jollesstraat 1 t/m 13;V20/41297;Eengezins;2022;Huur(betaalbaar);Gereed;Nieuwbouw vervangend;3;150-000
38440;244;Celsiuspleinbuurt fase 3/4 - Drebbelstraat 2;V20/41297;Eengezins;2022;Huur(betaalbaar);Gereed;Nieuwbouw vervangend;1;150-000
38441;244;Celsiuspleinbuurt fase 3/4 - Jan van der Heijdenhof 8 t/m 21;V20/41297;Eengezins;2022;Huur(betaalbaar);Gereed;Nieuwbouw vervangend;14;150-000
38442;244;Celsiuspleinbuurt fase 3/4 - Jan van der Heijdenhof 7,29 t/m 35, Lilli Bleekerstr. 1 & 10;V20/41297;Eengezins;2022;Huur(betaalbaar);Gereed;Nieuwbouw vervangend;10;150-000
38449;244;Celsiuspleinbuurt fase 3/4 - Jan van der Heijdenhof 46;V20/41297;Eengezins;2022;Huur(betaalbaar);Gereed;Nieuwbouw vervangend;1;150-000
38452;245;Struyckenstraat;06/1649;Meergezins;2008;Huur(betaalbaar);Gereed;Nieuwbouw;11;
38457;250;Geldropseweg 30;06/1568;Meergezins;2007;Koop(betaalbaar);Gereed;Verbouw transformatie;23;
38459;254;Zeelsterstraat 50;06/1050;Meergezins;2011;Koop(betaalbaar);Gereed;Nieuwbouw;11;
38462;255;Hoogstraat/Lambertusstraat;07/0361;Eengezins;2011;Koop(duur);Gereed;Nieuwbouw;4;
38463;255;Hoogstraat/Lambertusstraat;07/0361;Eengezins;2011;Koop(duur);Gereed;Nieuwbouw;3;
38466;257;Blixembosch Noordoost fase 1;12/1851;Eengezins;2014;Koop(middelduur);Gereed;Nieuwbouw;26;
38467;257;Blix NO fase 1 rest Vuurklok;;Eengezins;2015;Koop(middelduur);Gereed;Nieuwbouw;5;
38468;257;Blix NO fase 2B Paalspoor;;Eengezins;2015;Huur(middenhuur);Gereed;Nieuwbouw;21;
38469;257;Blix NO IVS;Div.;Eengezins;2014;Koop(middelduur);Gereed;Nieuwbouw;3;
38472;257;Blixembosch Buiten (Plateau - fase 1) -  Glooiing 1 t/m 37 oneven, Hoogte 1 t/m 16;V20/43045;Eengezins;2023;Koop(duur);In aanbouw;Nieuwbouw;35;382-000
38475;257;Blix NO fase 1 rest Vuurpot;12/1851;Eengezins;2016;Koop(duur);Gereed;Nieuwbouw;6;
38476;257;Blix NO fase 2B Klokbeker;;Eengezins;2015;Huur(middenhuur);Gereed;Nieuwbouw;17;
38478;257;Blix NO Buitendreef rij;V14/22045;Eengezins;2016;Koop(middelduur);Gereed;Nieuwbouw;16;
38482;257;Blix NO fase 2 Buitendreef 8 t/m 22;12/1851;Eengezins;2016;Koop(duur);Gereed;Nieuwbouw;8;
38491;257;Blix NO fase 2 C;;Eengezins;2017;Koop(duur);Gereed;Nieuwbouw;3;
38497;257;Blixembosch Buiten Plateau - fase 2 Panorama 1 t/m 27(oneven), 39, 10,12,14, 42 t/m 54 even, Helling;V21/45129;Eengezins;2023;Koop(duur);In aanbouw;Nieuwbouw;29;382-000
38499;257;Blixembosch Buiten Plateau - fase 2 - Walwoningen - Panorama 75 t/m 83 oneven;V21/45129;Eengezins;2024;Koop(duur);Vergunning verleend;Nieuwbouw;5;382-000
38505;263;Gen.Bothastraat/hoek Rustenburgstr;07/0268;Meergezins;2010;Huur(goedkoop);Gereed;Nieuwbouw;9;
38509;268;Landhof/fase 1/kavel 3;10/4153;Eengezins;2013;Koop(middelduur);Gereed;Nieuwbouw;10;
38513;268;Landhof/kavel 1A/Schippers;13/0265;Eengezins;2016;Koop(middelduur);Gereed;Nieuwbouw;5;
38514;268;Landhof/kavel 5 CPO;;Eengezins;2015;Koop(middelduur);Gereed;Nieuwbouw;16;
38519;268;Landhof/fase 1/kavel 3;10/4153;Eengezins;2013;Koop(betaalbaar);Gereed;Nieuwbouw;34;
38520;269;Vestdijk/Havenstr/Schellen (fase 1);V16/26499;Eengezins;2018;Huur(betaalbaar);Gereed;Nieuwbouw;19;
38521;269;Vestdijk/Havenstr/Schellen (fase 1);V16/26499;Meergezins;2018;Huur(goedkoop);Gereed;Nieuwbouw;41;
38527;270;Castiliëlaan Buurtschap Te Veld - oorspr 25;V21/45197;Eengezins;2023;Huur(betaalbaar);Onherroepelijk plan/besluit;Nieuwbouw;9;880-100
38530;270;Castiliëlaan Buurtschap Te Veld - Minitopia (51 stuks in 2023);V21/45197;Eengezins;2023;Koop(betaalbaar);Onherroepelijk plan/besluit;Nieuwbouw;51;880-100
38532;270;Castiliëlaan Buurtschap Te Veld - Buurthart fase 4;V21/45197;Meergezins;2023;Huur(betaalbaar);Onherroepelijk plan/besluit;Nieuwbouw;31;880-100
38536;270;Castiliëlaan Buurtschap Te Veld fase 3;V21/45197;Eengezins;2023;Huur(betaalbaar);Onherroepelijk plan/besluit;Nieuwbouw;50;880-100
38537;270;Castiliëlaan Buurtschap Te Veld fase 3;V21/46924;Meergezins;2023;Huur(betaalbaar);Onherroepelijk plan/besluit;Nieuwbouw;25;880-100
38541;270;Castiliëlaan Buurtschap Te Veld - Minitopia - Boslust 18, 22, 28, 31, 36;V21/47493;Eengezins;2023;Koop(betaalbaar);Vergunning verleend;Nieuwbouw;5;880-100
38543;270;Castiliëlaan Buurtschap Te Veld - Minitopia - Boslust 25;V22/48804;Eengezins;2022;Koop(betaalbaar);Gereed;Nieuwbouw;1;880-100
38547;270;Castiliëlaan Buurtschap Te Veld - Minitopia - Boslust 5 en 19;Div.;Eengezins;2023;Koop(goedkoop);Vergunning verleend;Nieuwbouw;2;880-100
38548;270;Castiliëlaan Buurtschap Te Veld - kamer K - Langlaar 18 t/m 38 even;EHV-ZP2022-0003;Meergezins;2023;Huur(middenhuur);Vergunning verleend;Nieuwbouw;11;880-100
38549;270;Castiliëlaan Buurtschap Te Veld - kamer K - oorspr. 55 - Langlaar 1 t/m 17 en 19 t/m 29 oneven;EHV-ZP2022-0003;Eengezins;2023;Huur(middenhuur);Vergunning verleend;Nieuwbouw;23;880-100
38551;270;Castiliëlaan Buurtschap Te Veld - Kamer E- oorspr. 46 - Overakker 1 t/m 16;V22/49336;Eengezins;2023;Huur(middenhuur);Vergunning verleend;Nieuwbouw;16;880-100
38552;270;Castiliëlaan Buurtschap Te Veld - Minitopia - Groenendijk 64 en 66;V22/49366;Eengezins;2023;Koop(goedkoop);Vergunning verleend;Nieuwbouw;2;880-100
38556;270;Castiliëlaan Buurtschap Te Veld - Minitopia - Boslust 27;V22/49248;Eengezins;2023;Koop(goedkoop);Vergunning verleend;Nieuwbouw;1;880-100
38561;270;Castiliëlaan Buurtschap Te Veld - kamer I - Eikberg 1 t/m 35 oneven, 69 t/m 87 oneven;ZP2022-000778;Meergezins;2024;Huur(duur);Vergunning verleend;Nieuwbouw;21;880-100
