Nummer;Totaal van;Jaar;Maand;Land van herkomst;Aantal ontvangen in opvang
1;Jaar;2021;*Alle*;*Alle*;42940
2;Jaar, Maand;2021;01;*Alle*;1780
2;Jaar, Maand;2021;02;*Alle*;1830
2;Jaar, Maand;2021;03;*Alle*;2450
2;Jaar, Maand;2021;04;*Alle*;2400
2;Jaar, Maand;2021;05;*Alle*;2290
2;Jaar, Maand;2021;06;*Alle*;3170
2;Jaar, Maand;2021;07;*Alle*;3710
2;Jaar, Maand;2021;08;*Alle*;5730
2;Jaar, Maand;2021;09;*Alle*;4700
2;Jaar, Maand;2021;10;*Alle*;5190
2;Jaar, Maand;2021;11;*Alle*;5420
2;Jaar, Maand;2021;12;*Alle*;4250
3;Jaar, Land van herkomst;2021;*Alle*;Afghanistan;3240
3;Jaar, Land van herkomst;2021;*Alle*;Albanië;60
3;Jaar, Land van herkomst;2021;*Alle*;Algerije;1570
3;Jaar, Land van herkomst;2021;*Alle*;Angola;20
3;Jaar, Land van herkomst;2021;*Alle*;Armenië;50
3;Jaar, Land van herkomst;2021;*Alle*;Azerbeidzjan;110
3;Jaar, Land van herkomst;2021;*Alle*;Bangladesh;20
3;Jaar, Land van herkomst;2021;*Alle*;Belarus;120
3;Jaar, Land van herkomst;2021;*Alle*;Benin;10
3;Jaar, Land van herkomst;2021;*Alle*;Bosnië-Herzegovina;10
3;Jaar, Land van herkomst;2021;*Alle*;Brazilië;20
3;Jaar, Land van herkomst;2021;*Alle*;Burkina Faso;20
3;Jaar, Land van herkomst;2021;*Alle*;Burundi;10
3;Jaar, Land van herkomst;2021;*Alle*;Centraal-Afrikaanse Republiek;10
3;Jaar, Land van herkomst;2021;*Alle*;China;230
3;Jaar, Land van herkomst;2021;*Alle*;Colombia;180
3;Jaar, Land van herkomst;2021;*Alle*;Congo;60
3;Jaar, Land van herkomst;2021;*Alle*;Cuba;30
3;Jaar, Land van herkomst;2021;*Alle*;Democratische Republiek Congo;10
3;Jaar, Land van herkomst;2021;*Alle*;Egypte;260
