Locatie,Meetpunt-omschrijving,Latitude,Longitude,Type,datum,Meetwaarde(n),Eenheid code,Detectiegrens,Waarnemingssoort,Signaalwaarde
De Munt,Vlonder de Munt,52.087641,5.095088,Regulier,14-4-2015,55,n/dl,,E_COLI [n/dl] [KVE] [OW],1800
De Munt,Vlonder de Munt,52.087641,5.095088,Regulier,12-5-2015,50,n/dl,,E_COLI [n/dl] [KVE] [OW],1800
De Munt,Vlonder de Munt,52.087641,5.095088,Regulier,9-6-2015,50,n/dl,,E_COLI [n/dl] [KVE] [OW],1800
De Munt,Vlonder de Munt,52.087641,5.095088,Regulier,23-6-2015,40,n/dl,,E_COLI [n/dl] [KVE] [OW],1800
De Munt,Vlonder de Munt,52.087641,5.095088,Regulier,7-7-2015,25,n/dl,,E_COLI [n/dl] [KVE] [OW],1800
De Munt,Vlonder de Munt,52.087641,5.095088,Regulier,21-7-2015,190,n/dl,,E_COLI [n/dl] [KVE] [OW],1800
De Munt,Vlonder de Munt,52.087641,5.095088,Regulier,4-8-2015,150,n/dl,,E_COLI [n/dl] [KVE] [OW],1800
De Munt,Vlonder de Munt,52.087641,5.095088,Regulier,18-8-2015,500,n/dl,,E_COLI [n/dl] [KVE] [OW],1800
De Munt,Vlonder de Munt,52.087641,5.095088,Regulier,1-9-2015,700,n/dl,,E_COLI [n/dl] [KVE] [OW],1800
De Munt,Vlonder de Munt,52.087641,5.095088,Regulier,15-9-2015,300,n/dl,,E_COLI [n/dl] [KVE] [OW],1800
De Munt,Vlonder de Munt,52.087641,5.095088,Regulier,14-4-2015,20,n/dl,,INTTNLETRCCN [n/dl] [KVE] [OW],400
De Munt,Vlonder de Munt,52.087641,5.095088,Regulier,12-5-2015,5,n/dl,,INTTNLETRCCN [n/dl] [KVE] [OW],400
De Munt,Vlonder de Munt,52.087641,5.095088,Regulier,9-6-2015,16,n/dl,,INTTNLETRCCN [n/dl] [KVE] [OW],400
De Munt,Vlonder de Munt,52.087641,5.095088,Regulier,23-6-2015,20,n/dl,,INTTNLETRCCN [n/dl] [KVE] [OW],400
De Munt,Vlonder de Munt,52.087641,5.095088,Regulier,7-7-2015,2,n/dl,,INTTNLETRCCN [n/dl] [KVE] [OW],400
De Munt,Vlonder de Munt,52.087641,5.095088,Regulier,21-7-2015,15,n/dl,,INTTNLETRCCN [n/dl] [KVE] [OW],400
De Munt,Vlonder de Munt,52.087641,5.095088,Regulier,4-8-2015,15,n/dl,,INTTNLETRCCN [n/dl] [KVE] [OW],400
De Munt,Vlonder de Munt,52.087641,5.095088,Regulier,18-8-2015,74,n/dl,,INTTNLETRCCN [n/dl] [KVE] [OW],400
De Munt,Vlonder de Munt,52.087641,5.095088,Regulier,1-9-2015,120,n/dl,,INTTNLETRCCN [n/dl] [KVE] [OW],400
