OBJECTID,BEHEERCODE,BEHEERTYPE,HOOFDSOORT,BEHEERDER,PARKNAAM_LANDGOED,OPPERVLAKTE,OMTREK,MAAIFREQUENTIE,BEHEERKLASSE,MATERIAAL_ONDERGROND,GEBIEDSNAAM,SHAPESTArea,SHAPESTLength
1710,05.16.G.0886,Gazon,,Stadsdeel 5,,30.265,30.08,16 x per jaar | Machinaal,,,Malburgen,30.26384458,30.0788625928233
1711,03.09.G.4236,Gazon,,Afdeling Bossen & Parken,Begraafpark Moscowa,253.446,151.021,25 x per jaar | Machinaal,,,Noord-Oost,253.4464335,151.020530130983
1712,03.09.G.5033,Gazon,,Afdeling Bossen & Parken,Begraafpark Moscowa,97.995,131.066,25 x per jaar | Machinaal,,,Noord-Oost,97.995372,131.065927145612
1713,03.09.G.5058,Gazon,,Afdeling Bossen & Parken,Begraafpark Moscowa,932.099,282.516,25 x per jaar | Machinaal,,,Noord-Oost,932.098793,282.516384668497
1714,06.24.G.2737,Gras/kruiden,,Stadsdeel 6,,142.604,158.46,1 x per jaar | Machinaal,,,"Schuytgraaf, Elderveld",142.6035965,158.460151329754
1715,05.18.G.1612,Gazon,,Stadsdeel 5,,186.41,141.117,16 x per jaar | Machinaal,,,Malburgen,186.4096745,141.11679565775
1716,03.11.G.1387,Gazon,,Stadsdeel 3,,1853.342,191.793,16 x per jaar | Machinaal,,,Noord-Oost,1853.341668,191.793023492973
1717,03.08.G.2006,Vlak onderhoud derden,Lonicera nitida 'Maigrun',Derden,,4.452,7.614,,,,Noord-Oost,4.4520375,7.61393641116803
1718,05.23.G.2134,Gras/kruiden,,Stadsdeel 5,,489.774,720.806,2 x per jaar | Machinaal,,,VKR,489.74453527,720.801536150712
1719,04.02.G.0185,Vlak onderhoud derden,,Derden,,11.985,14.022,,,,CSA,11.984848,14.0218639311759
1720,03.09.G.0902,Struweel,,Stadsdeel 3,,313.44,117.87,,,,Noord-Oost,313.4404455,117.870299337435
1721,04.03.G.1689,Gazon,,Stadsdeel 4,,100.294,42.372,16 x per jaar | Machinaal,,,CSA,100.29432,42.3716492978982
1722,06.24.G.3274,Vlak onderhoud derden,,Derden,,69.846,46.849,,,,"Schuytgraaf, Elderveld",69.91730809,46.8348709450343
1723,04.02.G.0069,Vlak onderhoud derden,Gemengde soorten,Derden,,37.021,29.696,,,,CSA,37.020908,29.6955190517878
1724,04.04.G.1166,Haag,,Stadsdeel 4,,19.885,46.456,,,,Presikhaaf,19.885198,46.4557874186994
1725,06.22.G.4515,Gazon,,Stadsdeel 6,,3.751,7.941,16 x per jaar | Machinaal,,,Elden en De Laar,3.750805,7.94095672464167
1726,03.09.G.1365,Gazon,,Afdeling Bossen & Parken,Begraafpark Moscowa,105.592,83.299,25 x per jaar | Machinaal,,,Noord-Oost,105.887539055,83.2816939446633
1727,06.21.G.0917,Gras/kruiden,,Stadsdeel 6,,421.863,567.69,1 x per jaar | Machinaal,,,Malburgen,421.8631955,567.690459706413
1728,06.20.G.1025,Gazon,,Stadsdeel 6,,69.368,36.065,16 x per jaar | Machinaal,,,Elden en De Laar,69.3644145,36.0642117445071
1729,05.19.G.1464,Gazon,,Stadsdeel 5,,44.527,27.699,16 x per jaar | Machinaal,,,VKR,44.5269125,27.6988655884932
1730,06.22.G.3213,Heesters laag,Cotoneaster suecicus 'Coral Beauty',Stadsdeel 6,,22.708,19.569,,Onkruid beheersen,,Elden en De Laar,22.7075,19.5690663365212
1731,02.12.G.0749,Gazon,,Stadsdeel 2,,92.233,42.098,16 x per jaar | Machinaal,,,Noord-West,92.2327695,42.0984899759897
1732,03.09.G.3458,Grafbeplanting,,Afdeling Bossen & Parken,Begraafpark Moscowa,101.814,105.404,,Graven 3 x maaien handmatig,,Noord-Oost,101.8137785,105.403768182336
1733,06.22.G.4342,Gras/kruiden,,Stadsdeel 6,,1220.917,179.216,1 x per jaar | Machinaal,,,Elden en De Laar,1221.08289718,179.183671477465
1734,05.18.G.2465,Gras/kruiden,,Stadsdeel 5,,52.239,38.579,2 x per jaar | Op Talud | Machinaal,,,Malburgen,52.2057281,38.5686284073858
1735,04.05.G.1557,Gazon,,Stadsdeel 4,,319.748,423.695,16 x per jaar | Machinaal,,,Presikhaaf,319.90753743,423.643427826429
1736,03.11.G.2415,Vlak onderhoud derden,,Derden,,611.231,119.572,,,,Noord-Oost,611.2306795,119.571877528914
1737,06.21.G.2149,Heesters laag,Spiraea sp.,Stadsdeel 6,,54.088,55.859,,Onkruid beheersen,,"Schuytgraaf, Elderveld",54.0884475,55.8585295015007
1738,02.12.G.2986,Gazon,,Afdeling Bossen & Parken,Park Gulden Bodem,34.942,27.467,18 x per jaar | Machinaal,,,Noord-West,34.9420865,27.4672339884135
1739,05.19.G.3518,Vlak onderhoud derden,,Derden,,36.592,29.522,,,,VKR,36.592381,29.5221643422256
1740,02.12.G.1959,Heesters hoog,Rhododendron sp.,Afdeling Bossen & Parken,Park Zijpendaal,160.122,45.856,,Rhododendron,,Noord-West,160.1218325,45.8563392185523
1741,04.02.G.0456,Vlak onderhoud derden,,Derden,,18.286,19.243,,,,CSA,18.28432161,19.2399655555841
1742,05.16.G.1116,Gazon,,Stadsdeel 5,,472.007,444.655,16 x per jaar | Machinaal,,,Malburgen,472.0071875,444.655228827014
1743,06.21.G.2607,Blokhaag,,Stadsdeel 6,,29.024,23.679,,,,"Schuytgraaf, Elderveld",29.0242,23.6787492664847
1744,03.08.G.2339,Gras/kruiden,,Stadsdeel 3,,138.337,201.302,3 x per jaar | Machinaal,,,Noord-Oost,138.336695,201.301648062779
1745,06.21.G.0009,Blokhaag,,Stadsdeel 6,,8.19,17.565,,,,"Schuytgraaf, Elderveld",8.189546,17.5654917774188
1746,05.17.G.0575,Gras/kruiden,,Stadsdeel 5,,303.869,299.507,2 x per jaar | Machinaal,,,Malburgen,303.868839,299.506984203302
1747,06.21.G.1535,Vlak onderhoud derden,Pyracantha 'Orange Glow',Derden,,6.201,12.056,,,,"Schuytgraaf, Elderveld",6.19955399,12.0544769247631
1748,05.16.G.0862,Struweel,,Stadsdeel 5,,644.218,220.448,,,,Malburgen,644.217608,220.448007356525
1749,03.08.G.1022,Gazon,,Stadsdeel 3,,12.615,14.243,16 x per jaar | Machinaal,,,Noord-Oost,12.61436947,14.2422087684295
1750,06.22.G.2143,Struweel,,Stadsdeel 6,,764.87,248.701,,,,Elden en De Laar,764.8697075,248.701060919669
1751,06.22.G.3938,Heesters hoog,,Stadsdeel 6,,225.737,74.597,,Onkruid beheersen,,Elden en De Laar,225.737437,74.5965811235693
1752,06.20.G.0785,Blokhaag,,Stadsdeel 6,,5.388,9.389,,,,Elden en De Laar,5.387745,9.3890269313057
1753,04.05.G.1579,Gazon,,Stadsdeel 4,,925.248,126.51,16 x per jaar | Machinaal,,,Presikhaaf,925.247514,126.510057738386
1754,02.12.G.3995,Vlak onderhoud derden,,Derden,Park Sonsbeek,141.832,47.71,,,,Noord-West,141.832309,47.7096359787064
1755,03.09.G.2037,Gras/kruiden,,Afdeling Bossen & Parken,Begraafpark Moscowa,40.932,34.291,3 x per jaar | Handmatig,,,Noord-Oost,40.40319662,34.2724276291631
1756,06.22.G.2592,Haag,Carpinus betulus,Stadsdeel 6,,7.554,31.229,,,,Elden en De Laar,7.554004,31.2285691409845
1757,03.11.G.0315,Gazon,,Stadsdeel 3,,131.186,61.398,16 x per jaar | Machinaal,,,Noord-Oost,131.13819649,61.3931420786623
1758,05.16.G.0868,Gazon,,Stadsdeel 5,,864.604,380.773,16 x per jaar | Machinaal,,,Malburgen,864.501785635,380.755289648246
1759,05.16.G.0160,Gazon,,Stadsdeel 5,,315.14,105.626,16 x per jaar | Machinaal,,,Malburgen,315.1395165,105.625958409229
1760,03.09.G.2692,Haag,Fagus sp.,Afdeling Bossen & Parken,Begraafpark Moscowa,3.251,6.394,,,,Noord-Oost,3.2507075,6.39358933731655
1761,02.14.G.0240,Gras/kruiden,,Stadsdeel 2,,131.282,248.312,2 x per jaar | Machinaal,,,Noord-West,131.281737,248.311904940079
1762,02.12.G.2290,Gazon,,Afdeling Bossen & Parken,Park Sonsbeek,1328.935,153.129,25 x per jaar | Machinaal,,,Noord-West,1328.912115695,153.124045664242
1763,03.11.G.0388,Gras/kruiden,,Stadsdeel 3,,35.573,51.109,2 x per jaar | Machinaal,,,Noord-Oost,36.225886205,51.0902467129329
1764,05.23.G.0124,Gazon,,Stadsdeel 5,,161.388,54.681,16 x per jaar | Machinaal,,,VKR,161.379743045,54.6785425263454
1765,03.07.G.1046,Gazon,,Stadsdeel 3,,29.811,21.959,16 x per jaar | Machinaal,,,Noord-West,29.80929679,21.9569011533088
1766,05.19.G.2697,Haag,Hedera sp.,Stadsdeel 5,,5.327,22.313,,,,VKR,5.327484,22.3126502921154
1767,05.18.G.2037,Vlak onderhoud derden,,Derden,,374.65,501.84,,,,Malburgen,374.626576865,501.813766122046
1768,06.24.G.2578,Gras/kruiden,,Stadsdeel 6,,146.333,59.812,1 x per jaar | Machinaal,,,"Schuytgraaf, Elderveld",146.335021245,59.8104835634276
1769,03.11.G.2440,Gras/kruiden,,Stadsdeel 3,,243.959,492.869,3 x per jaar | Handmatig,,,Noord-Oost,243.958732,492.869149227883
1770,03.07.G.0741,Haag,Ligustrum sp.,Stadsdeel 3,,7.847,30.453,,,,Noord-West,7.847489,30.4532260200762
1771,04.03.G.0026,Gazon,,Stadsdeel 4,,99.353,41.099,16 x per jaar | Machinaal,,,CSA,99.352514,41.0992223983718
1772,03.09.G.0564,Gazon,,Stadsdeel 3,,14.652,18.489,16 x per jaar | Machinaal,,,Noord-Oost,14.65227,18.4886226854027
1773,04.05.G.0385,Gras/kruiden,,Stadsdeel 4,,1913.657,805.367,2 x per jaar | Op Talud | Machinaal,,,Presikhaaf,1913.656528,805.367163533672
1774,02.12.G.0786,Gazon,,Stadsdeel 2,,23.585,24.339,16 x per jaar | Machinaal,,,Noord-West,23.58252126,24.3376173510642
1775,05.17.G.1087,Haag,Taxus sp.,Stadsdeel 5,,30.377,51.109,,,,Malburgen,30.3767595,51.1093920972235
1776,04.05.G.1312,Gazon,,Stadsdeel 4,,1342.781,535.273,16 x per jaar | Machinaal,,,Presikhaaf,1342.761447485,535.271747776202
1777,05.23.G.0482,Gazon,,Stadsdeel 5,,194.314,86.183,16 x per jaar | Machinaal,,,VKR,194.76353174,86.1674358896928
1778,06.21.G.2010,Gazon,,Stadsdeel 6,,54.792,47.046,16 x per jaar | Machinaal,,,"Schuytgraaf, Elderveld",54.792063,47.046445187964
1779,06.22.G.2572,Struweel,,Stadsdeel 6,,213.465,55.24,,,,Elden en De Laar,213.4651155,55.2398857951545
1780,05.16.G.1210,Gazon,,Stadsdeel 5,,617.935,247.13,16 x per jaar | Machinaal,,,Malburgen,617.9353615,247.129681987801
1781,05.19.G.3410,Gras/kruiden,,Afdeling Bossen & Parken,Park Immerloo,656.165,166.711,1 x per jaar | Machinaal,,,VKR,653.77429361,166.580058683755
1782,06.22.G.1224,Gras/kruiden,,Stadsdeel 6,,260.085,366.388,3 x per jaar | Machinaal,,,Elden en De Laar,260.0845175,366.388121829531
1783,03.11.G.1731,Haag,,Stadsdeel 3,,13.567,43.042,,,,Noord-Oost,13.5671485,43.0417905638884
1784,06.24.G.1805,Gras/kruiden,,Stadsdeel 6,,330.037,184.372,2 x per jaar | Machinaal,,,"Schuytgraaf, Elderveld",330.036789,184.371519397577
1785,02.13.G.0280,Gras/kruiden,,Stadsdeel 2,,307.371,173.993,3 x per jaar | Machinaal,,,Noord-West,307.37115048,173.993228565132
1786,04.03.G.34402,Heesters hoog,Cornus controversa,Stadsdeel 4,,4.522,7.546,,Geen onkruid beheersen,,CSA,4.52189,7.54592183683015
1787,04.03.G.34403,Heesters hoog,Prunus laurocerasus sp.,Stadsdeel 4,,4.524,7.548,,Geen onkruid beheersen,,CSA,4.5237965,7.54751819389476
1788,03.06.G.0407,Vlak onderhoud derden,,Derden,,3.096,6.939,16 x per jaar,,,Noord-West,3.09506024,6.93850006354519
1789,06.21.G.2733,Gras/kruiden,,Stadsdeel 6,,110.656,157.238,3 x per jaar | Machinaal,,,Malburgen,110.65529107,157.236373128796
1790,02.14.G.0190,Gazon,,Stadsdeel 2,,627.041,204.458,16 x per jaar | Machinaal,,,Noord-West,627.03409893,204.453204624966
1791,06.22.G.1586,Blokhaag,Berberis julianae,Stadsdeel 6,,85.814,60.677,,,,Elden en De Laar,85.81426,60.6770294340521
1792,05.19.G.1585,Blokhaag,Lonicera nitida 'Elegant',Stadsdeel 5,,106.341,59.187,,,,VKR,106.3407775,59.1873512199529
1793,01.01.G.1249,Gazon,,Stadsdeel 1,,109.538,53.463,20 x per jaar | Machinaal,,,CSA,111.14102419,53.4373705824904
1794,03.10.G.0283,Haag,,Stadsdeel 3,,1.744,7.974,,,,Noord-Oost,1.744194,7.97438842893034
1795,03.08.G.1065,Gras/kruiden,,Stadsdeel 3,,1225.097,418.36,3 x per jaar | Op Talud | Machinaal,,,Noord-Oost,1225.0965475,418.360052910144
1796,06.21.G.2087,Blokhaag,,Stadsdeel 6,,154.967,92.648,,,,"Schuytgraaf, Elderveld",154.9666,92.6479459527118
1797,03.09.G.3948,Blokhaag,Ligustrum sp.,Stadsdeel 3,,13.49,16.754,,,,Noord-Oost,13.4901745,16.7538341182056
1798,05.23.G.1729,Gazon,,Stadsdeel 5,,316.11,185.05,16 x per jaar | Machinaal,,,VKR,316.07148465,185.045936684647
1799,02.12.G.2799,Gazon,,Stadsdeel 2,,11.52,15.087,16 x per jaar | Machinaal,,,Noord-West,11.58487591,15.0782752976454
1800,06.22.G.4263,Gras/kruiden,,Stadsdeel 6,,187.852,161.191,2 x per jaar | Op Talud | Machinaal,,,Elden en De Laar,187.852384,161.190878995423
1801,05.18.G.0507,Gazon,,Stadsdeel 5,,52.931,57.19,16 x per jaar | Machinaal,,,Malburgen,52.9305225,57.1903618720141
1802,06.24.G.1130,Gras/kruiden,,Stadsdeel 6,,105.886,210.718,3 x per jaar | Machinaal,,,"Schuytgraaf, Elderveld",100.955759525,210.708420655073
1803,06.20.G.1261,Vlak onderhoud derden,Euonymus fortunei 'Winterpride,Derden,,6.026,11.443,,,,Elden en De Laar,6.025843,11.4428758166315
1804,04.05.G.0435,Gras/kruiden,,Stadsdeel 4,,36.356,31.5,2 x per jaar | Machinaal,,,Presikhaaf,36.598237695,31.4987507471023
1805,06.21.G.2659,Blokhaag,,Stadsdeel 6,,9.601,12.844,,,,"Schuytgraaf, Elderveld",9.601463,12.8442342941656
1806,06.22.G.5025,Gras/kruiden,,Stadsdeel 6,,34.92,35.394,2 x per jaar | Op Talud | Machinaal,,,Elden en De Laar,34.9198425,35.3938927553469
1807,06.22.G.4608,Heesters hoog,,Stadsdeel 6,,51.116,36.249,,Geen onkruid beheersen,,Elden en De Laar,51.1160165,36.2485857141238
1808,03.09.G.2602,Gazon,,Afdeling Bossen & Parken,Begraafpark Moscowa,2349.664,1313.868,25 x per jaar | Machinaal,,,Noord-Oost,2349.663651,1313.86842590227
1809,02.12.G.0769,Gazon,,Stadsdeel 2,,4.45,8.171,16 x per jaar | Machinaal,,,Noord-West,4.4498985,8.17114569140365
1810,03.09.G.3051,Grafbeplanting,,Afdeling Bossen & Parken,Begraafpark Moscowa,54.175,66.171,,Graven 3 x maaien handmatig,,Noord-Oost,54.175364,66.171092999406
1811,06.21.G.2637,Gras/kruiden,,Stadsdeel 6,,372.313,81.514,2 x per jaar | Machinaal,,,"Schuytgraaf, Elderveld",372.14704832,81.5009245434044
1812,05.16.G.1520,Gazon,,Stadsdeel 5,,3.999,8,16 x per jaar | Machinaal,,,Malburgen,3.999407,7.99956347776175
1813,06.24.G.1063,Gazon,,Stadsdeel 6,,302.686,142.969,16 x per jaar | Machinaal,,,"Schuytgraaf, Elderveld",302.68172,142.968799386447
1814,02.12.G.3592,Gras/kruiden,,Afdeling Bossen & Parken,Park Zijpendaal,86.041,179.082,2 x per jaar | Machinaal,,,Noord-West,88.4731492,179.068505740556
1815,05.19.G.3739,Blokhaag,Pyracantha sp.,Stadsdeel 5,,12.181,32.997,,,,VKR,12.1812425,32.9974427396618
1816,04.05.G.1774,Gazon,,Stadsdeel 4,,19.621,19.616,16 x per jaar | Machinaal,,,Presikhaaf,19.621349,19.6158620309866
1817,06.22.G.0703,Gazon,,Stadsdeel 6,,5.448,9.406,16 x per jaar | Machinaal,,,Elden en De Laar,5.44816,9.40615563097684
1818,05.23.G.0212,Gazon,,Stadsdeel 5,,23.983,22.234,16 x per jaar | Machinaal,,,VKR,23.983406,22.2342911211337
1819,03.09.G.2706,Haag,Fagus sp.,Afdeling Bossen & Parken,Begraafpark Moscowa,3.249,6.393,,,,Noord-Oost,3.2492905,6.3929155768396
1820,05.16.G.1020,Gazon,,Stadsdeel 5,,114.027,83.377,16 x per jaar | Machinaal,,,Malburgen,114.027164,83.3768485340378
1821,03.08.G.2296,Vlak onderhoud derden,,Derden,,3.892,8.167,,,,Noord-Oost,3.89180776,8.16536185614668
1822,05.19.G.1878,Heesters hoog,Gemengde soorten,Stadsdeel 5,,454.764,202.25,,Geen onkruid beheersen,,VKR,454.7643845,202.250068021023
1823,02.12.G.2302,Gazon,,Afdeling Bossen & Parken,Park Zijpendaal,192.893,147.806,18 x per jaar | Machinaal,,,Noord-West,192.892936,147.805682918428
1824,03.09.G.2894,Grafbeplanting,,Afdeling Bossen & Parken,Begraafpark Moscowa,3.003,8.001,,Graven 3 x maaien handmatig,,Noord-Oost,3.002866,8.00115591687598
1825,06.22.G.4456,Gazon,,Stadsdeel 6,,132.194,59.62,16 x per jaar | Machinaal,,,Elden en De Laar,132.107465905,59.6121442178744
1826,06.21.G.0409,Gazon,,Stadsdeel 6,,35.586,30.564,16 x per jaar | Machinaal,,,"Schuytgraaf, Elderveld",35.585592,30.5643315780305
1827,03.08.G.0835,Gazon,,Stadsdeel 3,,125.784,78.706,16 x per jaar | Machinaal,,,Noord-Oost,125.784405,78.7057875056403
1828,05.18.G.1280,Blokhaag,,Stadsdeel 5,,7.154,14.402,,,,Malburgen,7.15401272,14.3992512465119
1829,02.12.G.3495,Gras/kruiden,,Stadsdeel 2,,55.094,99.52,2 x per jaar | Machinaal,,,Noord-West,55.09109281,99.517917073464
1830,02.12.G.0802,Gazon,,Stadsdeel 2,,273.327,122.759,16 x per jaar | Machinaal,,,Noord-West,273.3272965,122.758827330086
1831,02.13.G.0279,Gras/kruiden,,Stadsdeel 2,,1050.755,588.169,2 x per jaar | Machinaal,,,Noord-West,1050.755213,588.169290845635
1832,03.09.G.1137,Gras/kruiden,,Stadsdeel 3,,70.342,77.953,2 x per jaar | Machinaal,,,Noord-Oost,70.342086,77.9528229234542
1833,03.07.G.1381,Gazon,,Stadsdeel 3,,13.145,15.148,16 x per jaar | Machinaal,,,Noord-West,13.144726,15.1477585510413
1834,06.22.G.1330,Gras/kruiden,,Stadsdeel 6,,324.434,118.216,2 x per jaar | Machinaal,,,Elden en De Laar,324.434499,118.215701746684
1835,04.05.G.0287,Gazon,,Stadsdeel 4,,584.395,249.509,16 x per jaar | Machinaal,,,Presikhaaf,584.3949115,249.509056961851
1836,02.12.G.2040,Haag,Fagus sp.,Afdeling Bossen & Parken,Park Sonsbeek,15.582,63.309,,,,Noord-West,15.5818865,63.3090379897312
1837,03.09.G.4857,Vaste planten,,Afdeling Bossen & Parken,Begraafpark Moscowa,61.451,57.522,,,,Noord-Oost,61.4507155,57.5217494028491
1838,05.23.G.3067,Gazon,,Stadsdeel 5,,161.87,170.34,16 x per jaar | Machinaal,,,VKR,161.85788914,170.331478147446
1839,06.20.G.0818,Blokhaag,,Stadsdeel 6,,4.456,8.449,,,,Elden en De Laar,4.43226,8.44857780227236
1840,06.21.G.2669,Gras/kruiden,,Stadsdeel 6,,616.845,273.078,2 x per jaar | Machinaal,,,"Schuytgraaf, Elderveld",617.044071265,273.072065528305
1841,05.17.G.0415,Gazon,,Stadsdeel 5,,514.461,185.627,16 x per jaar | Handmatig,,,Malburgen,514.422295645,185.622393391081
1842,06.21.G.2129,Haag,Carpinus betulus,Stadsdeel 6,,11.402,29.766,,,,"Schuytgraaf, Elderveld",11.401803,29.7664038528258
1843,01.01.G.1121,Vaste planten,Euonymus fortunei 'Dart's Blanket',Stadsdeel 1,,38.409,25.463,,,,CSA,38.25639244,25.4477660651026
1844,03.08.G.0887,Gazon,,Stadsdeel 3,,32.02,31.416,16 x per jaar | Machinaal,,,Noord-Oost,32.0204045,31.416249400683
1845,03.08.G.0632,Gazon,,Stadsdeel 3,,30.419,29.62,16 x per jaar | Machinaal,,,Noord-Oost,30.413666045,29.6176122249479
1846,04.03.G.0267,Gazon,,Stadsdeel 4,,1048.512,280.341,16 x per jaar | Machinaal,,,CSA,1048.542406915,280.337953281322
1847,03.08.G.1397,Gazon,,Afdeling Bossen & Parken,Park Sacre Coeur,1135.721,217.496,18 x per jaar | Machinaal,,,Noord-Oost,1135.721496,217.496489282918
1848,06.20.G.0144,Gazon,,Stadsdeel 6,,441.093,198.153,16 x per jaar | Machinaal,,,Elden en De Laar,441.062192145,198.147948834865
1849,06.20.G.1317,Gazon,,Stadsdeel 6,,222.366,309.692,16 x per jaar | Machinaal,,,Elden en De Laar,222.3655975,309.691699358414
1850,06.22.G.2997,Vlak onderhoud derden,Prunus laurocerasus 'Darzalo' (Ilona),Derden,,14.292,15.277,,,,Elden en De Laar,14.291713,15.2765063662137
1851,05.23.G.0061,Gazon,,Stadsdeel 5,,44.49,32.33,16 x per jaar | Machinaal,,,VKR,44.488774955,32.3290233788736
1852,04.03.G.0650,Gazon,,Stadsdeel 4,,7.229,15.732,16 x per jaar | Machinaal,,,CSA,7.22832835,15.7306572938006
1853,06.24.G.1437,Haag,,Stadsdeel 6,,72.552,127.545,,,,"Schuytgraaf, Elderveld",72.551522,127.544583871391
1854,05.18.G.0564,Gazon,,Stadsdeel 5,,8.551,12.369,16 x per jaar | Machinaal,,,Malburgen,8.551,12.3689406056688
1855,06.24.G.3066,Gras/kruiden,,Stadsdeel 6,,46.334,97.754,2 x per jaar | Machinaal,,,"Schuytgraaf, Elderveld",46.3336105,97.754219101396
1856,05.16.G.0312,Gazon,,Stadsdeel 5,,19.847,18.176,16 x per jaar | Machinaal,,,Malburgen,19.84011903,18.1714577179596
1857,04.04.G.0914,Haag,Ligustrum sp.,Stadsdeel 4,,32.469,130.895,,,,Presikhaaf,32.469376,130.894898004703
1858,02.12.G.2885,Gazon,,Stadsdeel 2,,99.324,44.773,16 x per jaar | Machinaal,,,Noord-West,99.3243385,44.7728001182247
1859,06.24.G.1116,Gras/kruiden,,Stadsdeel 6,,50.842,92.559,3 x per jaar | Machinaal,,,"Schuytgraaf, Elderveld",50.746585,92.5575630089745
1860,02.12.G.3581,Gras/kruiden,,Stadsdeel 2,,16.015,18.72,3 x per jaar | Machinaal,,,Noord-West,16.013896975,18.7181453223525
1861,03.06.G.0998,Vlak onderhoud derden,,Derden,,7.306,12.441,,,,Noord-West,7.305572,12.4414274660097
1862,02.12.G.3281,Gazon,,Stadsdeel 2,,12.538,15.156,16 x per jaar | Machinaal,,,Noord-West,12.53851631,15.1539194243529
1863,02.12.G.1030,Gazon,,Stadsdeel 2,,355.406,145.229,16 x per jaar | Machinaal,,,Noord-West,355.034776755,145.20783242339
1864,03.08.G.2290,Vaste planten,,Stadsdeel 3,,4.648,9.303,,,,Noord-Oost,4.64689826,9.30029629348731
1865,06.22.G.0672,Gazon,,Stadsdeel 6,,36.112,52.401,16 x per jaar | Machinaal,,,Elden en De Laar,36.1122815,52.4009901000117
1866,03.09.G.1866,Grafbeplanting,,Afdeling Bossen & Parken,Begraafpark Moscowa,19.523,20.936,,Graven onkruidvrij,,Noord-Oost,19.522612,20.9363567401793
1867,05.18.G.1529,Gazon,,Stadsdeel 5,,48.155,29.676,16 x per jaar | Machinaal,,,Malburgen,48.155028,29.6763481259427
1868,03.09.G.4832,Gras/kruiden,,Afdeling Bossen & Parken,Begraafpark Moscowa,251.483,97.337,2 x per jaar | Machinaal,,,Noord-Oost,251.4830515,97.3371858405892
1869,04.02.G.0060,Vlak onderhoud derden,Symphoricarpos albus laevigatus,Derden,,75.206,39.992,,Geen onkruid beheersen,,CSA,75.08107761,39.9863076853962
1870,06.22.G.1429,Haag,Hedera sp.,Stadsdeel 6,,8.75,58.885,,,,Elden en De Laar,8.750493,58.8850161331591
1871,06.20.G.1590,Vlak onderhoud derden,Aster ageratoides 'Asran',Derden,,7.57,11.185,,,,Elden en De Laar,7.568486325,11.1832032415758
1872,02.12.G.3751,Haag,Taxus sp.,Afdeling Bossen & Parken,Park Sonsbeek,5.215,13.047,,,,Noord-West,5.2151095,13.0466806812917
1873,05.16.G.0879,Gazon,,Stadsdeel 5,,801.965,556.371,16 x per jaar | Machinaal,,,Malburgen,801.94112419,556.325393124552
1874,06.21.G.2287,Gazon,,Stadsdeel 6,,117.785,72.341,16 x per jaar | Machinaal,,,"Schuytgraaf, Elderveld",117.7852945,72.3414852764376
1875,06.22.G.4374,Gras/kruiden,,Stadsdeel 6,,15.264,40.989,2 x per jaar | Machinaal,,,Elden en De Laar,15.2644415,40.9886212516522
1876,04.02.G.0657,Vlak onderhoud derden,,Derden,,41.75,40.182,,,,CSA,41.749707,40.1820143654536
1877,06.22.G.3134,Heesters laag,Mahonia aquifolium 'Darhil' (Hyllary),Stadsdeel 6,,26.142,47.792,,Onkruid beheersen,,Elden en De Laar,26.14212,47.791831611237
1878,04.04.G.0290,Gazon,,Stadsdeel 4,,127.643,61.222,16 x per jaar | Machinaal,,,Presikhaaf,127.64353065,61.2203810121207
1879,03.09.G.2752,Haag,Fagus sp.,Afdeling Bossen & Parken,Begraafpark Moscowa,3.251,6.394,,,,Noord-Oost,3.250769,6.39364574337443
1880,03.08.G.1575,Gras/kruiden,,Afdeling Bossen & Parken,Park Sacre Coeur,126.245,73.471,3 x per jaar | Handmatig,,,Noord-Oost,126.2448195,73.4713867104775
1881,05.19.G.2695,Haag,Hedera sp.,Stadsdeel 5,,4.064,17.249,,,,VKR,4.0635975,17.248910384083
1882,05.18.G.2338,Gazon,,Stadsdeel 5,,255.499,190.962,16 x per jaar | Machinaal,,,Malburgen,255.498575,190.962451974277
1883,04.03.G.1163,Gazon,,Stadsdeel 4,,34.262,24.745,16 x per jaar | Machinaal,,,CSA,34.262193,24.7453648810202
1884,06.20.G.1275,Vlak onderhoud derden,Euonymus fortunei 'Winterpride,Derden,,2.634,6.577,,,,Elden en De Laar,2.63406,6.57685795969516
1885,03.11.G.2325,Gazon,,Stadsdeel 3,,23.744,49.487,16 x per jaar | Machinaal,,,Noord-Oost,23.7442335,49.4869526914896
1886,06.22.G.1867,Heesters laag,Lonicera nitida 'Elegant',Stadsdeel 6,,61.376,67.684,,Onkruid beheersen,,Elden en De Laar,61.376367,67.6837694260521
1887,05.19.G.2568,Gras/kruiden,,Afdeling Bossen & Parken,Park Immerloo,4049.227,435.531,Niet van toepassing | Begrazing schapen,,,VKR,4049.226658,435.530577958117
1888,03.09.G.4371,Heesters hoog,Diervilla sessillifolia 'Butterfly',Afdeling Bossen & Parken,Begraafpark Moscowa,42.868,53.926,,Onkruid beheersen,,Noord-Oost,42.8676085,53.9257714180656
