PROJECTID;PROJECTCODE;PROJECTNAME;BOORNUMMER;BOORNRALT;NAP;GRONDWATER;BORINGSEGMENTID;TOPLAAG;BOTTOMLAAG;NEN_NAAM;OMSCHRIJVING;KLEUR1;KLEUR2;TINT;VLEKKLEUR;MUNSELNR;SUBLAYER;STRATIGRAFIE;STRAT_CODE;OPMERKING;HK;AW;HL;BT;FE;FF;HU;WT;HT;SC;OPM;X;Y
1;UHL03b;Uithofslaan;14;;-0.15;;137;0.65;1;Klei uiterst siltig;zandige klei;grijs;bruin;donker;;;;Gantellaag;gtl;Gantel ongedifferentieert;0;1;2;1;0;1;2;0;0;0;;76529;449839
1;UHL03b;Uithofslaan;14;;-0.15;;138;0.1;0.65;Zand kleiig;"zand; kleiig";grijs;;donker;;;;Gantellaag;gtl;Gantel ongedifferentieert;0;2;0;0;0;0;2;0;0;0;;76529;449839
1;UHL03b;Uithofslaan;14;;-0.15;;139;0;0.1;Leem sterk zandig;sterk zandige klei;grijs;bruin;zeer donker;;;;antropogeen;aaa;;0;0;0;0;0;0;0;0;0;0;bouwvoor;76529;449839
1;UHL03b;Uithofslaan;15;;0.05;;140;3.7;3.8;Zand zwak siltig;zand;grijs;;;;;;Laag van Rijswijk;rwk;;0;0;0;0;0;0;0;0;0;0;;76540;449824
1;UHL03b;Uithofslaan;15;;0.05;;141;3.3;3.7;Zand kleiig;"zand; kleiig";grijs;;;;;;Laagpakket van Wormer;WRM;;0;0;0;0;0;0;0;1;0;0;;76540;449824
1;UHL03b;Uithofslaan;15;;0.05;;142;2.75;3.3;Veen mineraalarm;veen;bruin;;;;;;Hollandveenlaag1;hll;;0;0;0;0;0;0;0;0;0;0;;76540;449824
1;UHL03b;Uithofslaan;15;;0.05;;143;2.4;2.75;Klei matig siltig;"klei; echt slappe inconsistente klei";grijs;;;;;1;Gantellaag;gtl;Gantel ongedifferentieert;0;0;0;0;0;0;0;2;0;0;;76540;449824
1;UHL03b;Uithofslaan;15;;0.05;;144;1.85;2.4;Klei matig siltig;"klei; echt slappe inconsistente klei";blauw;grijs;;;;;Gantellaag;gtl;Gantel ongedifferentieert;0;0;0;0;0;0;0;0;0;0;;76540;449824
1;UHL03b;Uithofslaan;15;;0.05;;145;1.7;1.85;Klei sterk siltig;licht zandige klei;geel;grijs;;;;;Gantellaag;gtl;Gantel ongedifferentieert;0;0;0;0;2;0;0;1;0;0;;76540;449824
1;UHL03b;Uithofslaan;15;;0.05;;146;1.35;1.7;Klei matig siltig;"klei; echt slappe inconsistente klei";grijs;;licht;;;;Gantellaag;gtl;Gantel ongedifferentieert;0;0;0;0;0;0;0;0;0;0;;76540;449824
1;UHL03b;Uithofslaan;15;;0.05;;147;0.8;1.35;Klei uiterst siltig;zandige klei;grijs;geel;licht;;;;Gantellaag;gtl;Gantel ongedifferentieert;0;0;0;0;0;0;0;0;0;0;;76540;449824
1;UHL03b;Uithofslaan;15;;0.05;;148;0.7;0.8;Klei uiterst siltig;zandige klei;grijs;;donker;;;;Gantellaag;gtl;Gantel ongedifferentieert;0;0;0;0;2;0;0;0;0;0;puin;76540;449824
1;UHL03b;Uithofslaan;15;;0.05;;149;0;0.7;Klei uiterst siltig;zandige klei;bruin;;donker;;;;antropogeen;aaa;;0;0;0;0;0;0;0;0;0;0;bouwvoor;76540;449824
1;UHL03b;Uithofslaan;16;;0.05;;150;3.75;3.95;Zand zwak siltig;zand;grijs;;;;;;Laag van Rijswijk;rwk;;0;0;0;0;0;0;0;0;0;0;;76551;449814
1;UHL03b;Uithofslaan;16;;0.05;;151;3.55;3.75;Zand kleiig;"zand; kleiig";grijs;;;;;;Laagpakket van Wormer;WRM;;0;0;0;0;0;0;0;0;0;0;;76551;449814
1;UHL03b;Uithofslaan;16;;0.05;;152;3.35;3.55;Klei matig siltig;"klei; echt slappe inconsistente klei";grijs;bruin;licht;;;;Laagpakket van Wormer;WRM;;0;0;0;0;0;0;0;1;0;0;;76551;449814
1;UHL03b;Uithofslaan;16;;0.05;;153;3;3.35;Veen mineraalarm;veen;bruin;;;;;;Hollandveenlaag1;hll;;0;0;0;0;0;0;0;0;0;0;;76551;449814
1;UHL03b;Uithofslaan;16;;0.05;;154;2.1;3;Klei matig siltig;"klei; echt slappe inconsistente klei";grijs;blauw;;;;2;Gantellaag;gtl;Gantel ongedifferentieert;0;0;0;0;0;0;0;0;0;0;;76551;449814
1;UHL03b;Uithofslaan;16;;0.05;;155;1.85;2.1;Klei matig siltig;"klei; echt slappe inconsistente klei";blauw;grijs;;;;;Gantellaag;gtl;Gantel ongedifferentieert;0;0;0;0;0;0;0;0;0;0;;76551;449814
1;UHL03b;Uithofslaan;16;;0.05;;156;1.75;1.85;Klei uiterst siltig;zandige klei;bruin;geel;;;;;Gantellaag;gtl;Gantel ongedifferentieert;0;0;0;0;3;0;0;0;0;0;;76551;449814
1;UHL03b;Uithofslaan;16;;0.05;;157;0.95;1.75;Klei matig siltig;"klei; echt slappe inconsistente klei";bruin;grijs;;;2.5y8/2;;Gantellaag;gtl;Gantel ongedifferentieert;0;0;0;0;2;0;0;0;0;0;;76551;449814
1;UHL03b;Uithofslaan;16;;0.05;;158;0.65;0.95;Klei sterk siltig;licht zandige klei;grijs;;;;;;Gantellaag;gtl;Gantel ongedifferentieert;2;2;0;0;0;0;0;0;0;0;;76551;449814
1;UHL03b;Uithofslaan;16;;0.05;;159;0.6;0.65;Zand kleiig;"zand; kleiig";grijs;;;;;;Gantellaag;gtl;Gantel ongedifferentieert;0;0;0;0;0;0;0;0;0;0;;76551;449814
1;UHL03b;Uithofslaan;16;;0.05;;160;0.4;0.6;Leem sterk zandig;sterk zandige klei;grijs;bruin;donker;;;;Gantellaag;gtl;Gantel ongedifferentieert;2;1;0;0;0;0;0;0;0;0;;76551;449814
1;UHL03b;Uithofslaan;16;;0.05;;161;0;0.4;Leem sterk zandig;sterk zandige klei;bruin;grijs;donker;;;;antropogeen;aaa;;0;0;0;0;0;0;0;0;0;0;bouwvoor;76551;449814
1;UHL03b;Uithofslaan;17;;0.1;;162;3.3;3.7;Zand kleiig;"zand; kleiig";grijs;;;;;;Laagpakket van Wormer;WRM;;0;0;0;0;0;0;0;0;0;0;;76556;449800
1;UHL03b;Uithofslaan;17;;0.1;;163;3;3.3;Veen mineraalarm;veen;bruin;;donker;;;;Hollandveenlaag1;hll;;0;0;0;0;0;0;0;0;0;0;;76556;449800
1;UHL03b;Uithofslaan;17;;0.1;;164;2.95;3;Detritus, veen;Detritus veen;bruin;;;;;;Gantellaag;gtl;Gantel ongedifferentieert;0;0;0;0;0;0;0;0;0;3;;76556;449800
1;UHL03b;Uithofslaan;17;;0.1;;165;2.1;2.95;Klei matig siltig;"klei; echt slappe inconsistente klei";grijs;bruin;licht;;;1;Gantellaag;gtl;Gantel ongedifferentieert;0;0;0;0;0;0;0;0;0;0;;76556;449800
1;UHL03b;Uithofslaan;17;;0.1;;166;1.8;2.1;Klei matig siltig;"klei; echt slappe inconsistente klei";bruin;;;;;;Gantellaag;gtl;Gantel ongedifferentieert;0;0;0;0;0;0;2;0;0;0;AB-horizont;76556;449800
1;UHL03b;Uithofslaan;17;;0.1;;167;0.8;1.8;Klei matig siltig;"klei; echt slappe inconsistente klei";grijs;geel;zeer licht;;;;Gantellaag;gtl;Gantel ongedifferentieert;0;0;0;0;1;0;0;0;0;0;;76556;449800
1;UHL03b;Uithofslaan;17;;0.1;;168;0.5;0.8;Klei sterk siltig;licht zandige klei;grijs;;donker;;;;Gantellaag;gtl;Gantel ongedifferentieert;2;2;0;0;0;0;2;0;0;0;o.a. WG en HV;76556;449800
1;UHL03b;Uithofslaan;17;;0.1;;169;0;0.5;Klei uiterst siltig;zandige klei;bruin;grijs;donker;;;;antropogeen;aaa;;0;0;0;0;0;0;0;0;0;0;;76556;449800
1;UHL03b;Uithofslaan;18;;0.1;;170;3.1;3.9;Leem sterk zandig;sterk zandige klei;grijs;;;;;;Laagpakket van Wormer;WRM;;0;0;0;0;0;0;0;0;0;0;;76562;449796
1;UHL03b;Uithofslaan;18;;0.1;;171;3.05;3.1;Veen mineraalarm;veen;bruin;;;;;;Hollandveenlaag1;hll;;0;0;0;0;0;0;0;0;0;0;;76562;449796
1;UHL03b;Uithofslaan;18;;0.1;;172;3;3.05;Detritus, schelp;Detritus schelp;bruin;grijs;;;;;Gantellaag;gtl;Gantel ongedifferentieert;0;0;0;0;0;0;0;0;0;0;;76562;449796
1;UHL03b;Uithofslaan;18;;0.1;;173;1.5;3;Klei matig siltig;"klei; echt slappe inconsistente klei";grijs;bruin;licht;;;1;Gantellaag;gtl;Gantel ongedifferentieert;0;0;0;0;0;0;0;0;0;0;;76562;449796
1;UHL03b;Uithofslaan;18;;0.1;;174;1.05;1.5;Klei matig siltig;"klei; echt slappe inconsistente klei";grijs;;licht;;;;Gantellaag;gtl;Gantel ongedifferentieert;0;0;0;0;0;0;0;0;0;0;;76562;449796
1;UHL03b;Uithofslaan;18;;0.1;;175;0.95;1.05;Klei matig siltig;"klei; echt slappe inconsistente klei";grijs;bruin;;;;;Gantellaag;gtl;Gantel ongedifferentieert;0;0;0;0;2;0;0;0;0;0;;76562;449796
1;UHL03b;Uithofslaan;18;;0.1;;176;0.8;0.95;Klei sterk siltig;licht zandige klei;grijs;;donker;;;;Gantellaag;gtl;Gantel ongedifferentieert;0;2;0;0;0;0;2;0;0;0;;76562;449796
1;UHL03b;Uithofslaan;18;;0.1;;177;0;0.8;Leem sterk zandig;sterk zandige klei;bruin;;donker;;;;antropogeen;aaa;;0;0;0;0;0;0;0;0;0;0;bouwvoor;76562;449796
1;UHL03b;Uithofslaan;19;;0.1;;178;3.35;3.9;Klei uiterst siltig;zandige klei;bruin;grijs;licht;;;;Laagpakket van Wormer;WRM;;0;0;0;0;0;0;0;0;0;0;;76585;449802
1;UHL03b;Uithofslaan;19;;0.1;;179;3.05;3.35;Veen mineraalarm;veen;bruin;;;;;;Hollandveenlaag1;hll;;0;0;0;0;0;0;0;0;0;0;;76585;449802
1;UHL03b;Uithofslaan;19;;0.1;;180;3;3.05;Detritus, schelp;Detritus schelp;bruin;grijs;;;;;Gantellaag;gtl;Gantel ongedifferentieert;0;0;0;0;0;0;0;0;0;0;;76585;449802
1;UHL03b;Uithofslaan;19;;0.1;;181;1.5;3;Klei uiterst siltig;zandige klei;grijs;bruin;licht;;;;Gantellaag;gtl;Gantel ongedifferentieert;0;0;0;0;0;0;0;0;0;0;;76585;449802
1;UHL03b;Uithofslaan;19;;0.1;;182;1.3;1.5;Klei matig siltig;"klei; echt slappe inconsistente klei";grijs;blauw;licht;;;;Gantellaag;gtl;Gantel ongedifferentieert;0;0;0;0;0;0;0;0;0;0;;76585;449802
1;UHL03b;Uithofslaan;19;;0.1;;183;0.7;1.3;Klei sterk siltig;licht zandige klei;grijs;bruin;;;;;Gantellaag;gtl;Gantel ongedifferentieert;0;1;0;0;0;0;1;0;0;0;;76585;449802
1;UHL03b;Uithofslaan;19;;0.1;;184;0.4;0.7;Klei sterk siltig;licht zandige klei;grijs;bruin;donker;;;;Gantellaag;gtl;Gantel ongedifferentieert;0;1;0;0;0;0;2;0;0;0;;76585;449802
1;UHL03b;Uithofslaan;19;;0.1;;185;0;0.4;Klei uiterst siltig;zandige klei;bruin;;donker;;;;antropogeen;aaa;;0;0;0;0;0;0;0;0;0;0;bouwvoor;76585;449802
1;UHL03b;Uithofslaan;20;;0.1;;186;1.7;3.3;Zand kleiig;"zand; kleiig";grijs;;donker;;;1;Gantellaag geul;gtl_g;;0;0;0;0;0;0;0;0;0;0;;76614;449807
1;UHL03b;Uithofslaan;20;;0.1;;187;1.2;1.7;Leem sterk zandig;sterk zandige klei;grijs;;;;;;Gantellaag geul;gtl_g;;0;0;0;0;0;0;0;0;0;0;;76614;449807
1;UHL03b;Uithofslaan;20;;0.1;;188;0.8;1.2;Klei uiterst siltig;zandige klei;grijs;groen;licht;;;;Gantellaag geul;gtl_g;;0;0;0;0;0;0;0;0;0;0;;76614;449807
1;UHL03b;Uithofslaan;20;;0.1;;189;0.7;0.8;Klei sterk siltig;licht zandige klei;grijs;bruin;;;;;Gantellaag geul;gtl_g;;0;0;0;0;2;1;0;0;0;0;;76614;449807
1;UHL03b;Uithofslaan;20;;0.1;;190;0.5;0.7;Klei uiterst siltig;zandige klei;bruin;grijs;donker;;;;Gantellaag geul;gtl_g;;0;0;0;0;0;0;2;0;0;0;;76614;449807
1;UHL03b;Uithofslaan;20;;0.1;;191;0;0.5;Klei uiterst siltig;zandige klei;bruin;;donker;;;;antropogeen;aaa;;0;0;0;0;0;0;0;0;0;0;bouwvoor;76614;449807
1;UHL03b;Uithofslaan;21;;0.1;;192;0.9;3.9;Klei matig siltig;"klei; echt slappe inconsistente klei";grijs;;licht;;;2;Gantellaag geul;gtl_g;;0;0;0;0;0;0;0;0;0;0;;76633;449819
1;UHL03b;Uithofslaan;21;;0.1;;193;0.7;0.9;Klei matig siltig;"klei; echt slappe inconsistente klei";grijs;;;;;;Gantellaag geul;gtl_g;;0;0;0;0;0;0;0;0;0;0;;76633;449819
1;UHL03b;Uithofslaan;21;;0.1;;194;0.4;0.7;Klei uiterst siltig;zandige klei;grijs;groen;donker;;;;Gantellaag geul;gtl_g;;0;0;0;0;0;0;0;0;0;0;;76633;449819
1;UHL03b;Uithofslaan;21;;0.1;;195;0;0.4;Leem sterk zandig;sterk zandige klei;bruin;;donker;;;;antropogeen;aaa;;0;0;0;0;0;0;0;0;0;0;bouwvoor;76633;449819
1;UHL03b;Uithofslaan;22;;0.1;;196;1.7;3.2;Zand kleiig;"zand; kleiig";grijs;;;;;;Gantellaag geul;gtl_g;;0;0;0;0;0;0;0;0;0;0;;76645;449831
1;UHL03b;Uithofslaan;22;;0.1;;197;1.5;1.7;Klei matig siltig;"klei; echt slappe inconsistente klei";grijs;blauw;;;;;Gantellaag geul;gtl_g;;0;0;0;0;0;0;0;0;0;0;;76645;449831
1;UHL03b;Uithofslaan;22;;0.1;;198;0.7;1.5;Klei matig siltig;"klei; echt slappe inconsistente klei";grijs;geel;;;;1;Gantellaag geul;gtl_g;;0;0;0;0;2;0;0;0;0;0;;76645;449831
1;UHL03b;Uithofslaan;22;;0.1;;199;0.5;0.7;Klei sterk siltig;licht zandige klei;grijs;bruin;;;;;Gantellaag geul;gtl_g;;0;2;0;0;1;0;2;0;0;0;;76645;449831
1;UHL03b;Uithofslaan;22;;0.1;;200;0.4;0.5;Leem sterk zandig;sterk zandige klei;bruin;;;;;;Gantellaag geul;gtl_g;;0;0;0;0;1;0;2;0;0;0;;76645;449831
1;UHL03b;Uithofslaan;22;;0.1;;201;0;0.4;Klei uiterst siltig;zandige klei;bruin;;donker;;;;antropogeen;aaa;;0;0;0;0;0;0;0;0;0;0;bouwvoor;76645;449831
1;UHL03b;Uithofslaan;23;;0.1;;202;3.4;3.5;Zand zwak siltig;zand;grijs;;licht;;;;Laag van Rijswijk;rwk;;0;0;0;0;0;0;0;0;0;0;;76538;449764
1;UHL03b;Uithofslaan;23;;0.1;;203;3.2;3.4;Klei uiterst siltig;zandige klei;grijs;;;;;;Laagpakket van Wormer;WRM;;0;0;0;0;0;0;0;1;0;0;;76538;449764
1;UHL03b;Uithofslaan;23;;0.1;;204;3.05;3.2;Veen mineraalarm;veen;bruin;;donker;;;;Hollandveenlaag1;hll;;0;0;0;0;0;0;0;0;0;0;;76538;449764
1;UHL03b;Uithofslaan;23;;0.1;;205;3;3.05;Veen sterk kleiig;sterk kleiig veen;grijs;bruin;;;;;Gantellaag;gtl;Gantel ongedifferentieert;0;0;0;0;0;0;0;0;0;3;;76538;449764
1;UHL03b;Uithofslaan;23;;0.1;;206;1.3;3;Zand kleiig;"zand; kleiig";grijs;blauw;donker;;;1;Gantellaag;gtl;Gantel ongedifferentieert;0;0;0;0;0;0;0;0;0;0;;76538;449764
1;UHL03b;Uithofslaan;1;;-0.15;;1;3.1;3.4;Zand kleiig;"zand; kleiig";grijs;;;;;;Laagpakket van Wormer;WRM;;0;0;0;0;0;0;0;1;0;0;;76487;449832
1;UHL03b;Uithofslaan;1;;-0.15;;2;3;3.1;Veen sterk kleiig;sterk kleiig veen;bruin;grijs;;;;;Hollandveenlaag1;hll;;0;0;0;0;0;0;0;2;0;0;;76487;449832
1;UHL03b;Uithofslaan;1;;-0.15;;3;2.4;3;Veen mineraalarm;veen;bruin;rood;;;;;Hollandveenlaag1;hll;;0;0;0;0;0;0;0;0;0;0;;76487;449832
1;UHL03b;Uithofslaan;1;;-0.15;;4;2.35;2.4;Veen sterk kleiig;sterk kleiig veen;bruin;grijs;;;;;Hollandveenlaag1;hll;;0;0;0;0;0;0;0;0;0;0;;76487;449832
1;UHL03b;Uithofslaan;1;;-0.15;;5;2.15;2.35;Klei matig siltig;"klei; echt slappe inconsistente klei";bruin;;;;;;Gantellaag;gtl;Gantel ongedifferentieert;0;0;0;0;0;0;0;0;0;0;verslagen veen;76487;449832
1;UHL03b;Uithofslaan;1;;-0.15;;6;1.6;2.15;Klei sterk siltig;licht zandige klei;blauw;grijs;;;;;Gantellaag;gtl;Gantel ongedifferentieert;0;0;0;0;0;0;0;0;0;0;;76487;449832
1;UHL03b;Uithofslaan;1;;-0.15;;7;1.55;1.6;Klei matig siltig;"klei; echt slappe inconsistente klei";bruin;;;;;;Gantellaag;gtl;Gantel ongedifferentieert;0;0;0;0;1;0;3;0;0;0;;76487;449832
1;UHL03b;Uithofslaan;1;;-0.15;;8;1.45;1.55;Klei matig siltig;"klei; echt slappe inconsistente klei";bruin;grijs;;;;;Gantellaag;gtl;Gantel ongedifferentieert;0;0;0;0;1;0;0;0;0;0;;76487;449832
1;UHL03b;Uithofslaan;1;;-0.15;;9;1.3;1.45;Klei matig siltig;"klei; echt slappe inconsistente klei";grijs;groen;;;;1;Gantellaag;gtl;Gantel ongedifferentieert;0;0;0;0;1;0;0;0;0;0;;76487;449832
1;UHL03b;Uithofslaan;1;;-0.15;;10;0.7;1.3;Zand kleiig;"zand; kleiig";grijs;;;;;;Gantellaag;gtl;Gantel ongedifferentieert;0;0;0;0;0;0;0;0;0;0;;76487;449832
1;UHL03b;Uithofslaan;1;;-0.15;;11;0.6;0.7;Klei matig siltig;"klei; echt slappe inconsistente klei";grijs;bruin;;;;;Gantellaag;gtl;Gantel ongedifferentieert;0;0;0;0;0;0;1;0;0;0;;76487;449832
1;UHL03b;Uithofslaan;1;;-0.15;;12;0.5;0.6;Klei matig siltig;"klei; echt slappe inconsistente klei";grijs;bruin;donker;;;;Gantellaag;gtl;Gantel ongedifferentieert;0;0;0;0;1;0;3;0;0;0;;76487;449832
1;UHL03b;Uithofslaan;1;;-0.15;;13;0;0.5;Klei uiterst siltig;zandige klei;grijs;bruin;;;;;antropogeen;aaa;;0;0;0;0;0;0;0;0;0;0;bouwvoor;76487;449832
1;UHL03b;Uithofslaan;2;;-0.05;;14;3.15;3.4;Zand kleiig;"zand; kleiig";grijs;geel;licht;;;;Laagpakket van Wormer;WRM;;0;0;0;0;0;0;0;0;0;0;;76477;449848
1;UHL03b;Uithofslaan;2;;-0.05;;15;3.1;3.15;Veen zwak zandig;licht zandig veen;bruin;;licht;;;;Hollandveenlaag1;hll;;0;0;0;0;0;0;0;1;0;0;;76477;449848
1;UHL03b;Uithofslaan;2;;-0.05;;16;2.8;3.1;Veen mineraalarm;veen;bruin;;donker;;;;Hollandveenlaag1;hll;;0;0;0;0;0;0;0;0;0;0;;76477;449848
1;UHL03b;Uithofslaan;2;;-0.05;;17;2.4;2.8;Klei sterk siltig;licht zandige klei;grijs;bruin;;;;;Gantellaag;gtl;Gantel ongedifferentieert;0;0;0;0;0;0;0;0;0;0;verslagen veen;76477;449848
1;UHL03b;Uithofslaan;2;;-0.05;;18;1.55;2.4;Zand kleiig;"zand; kleiig";grijs;;;;;;Gantellaag;gtl;Gantel ongedifferentieert;0;0;0;0;0;0;0;0;0;0;;76477;449848
1;UHL03b;Uithofslaan;2;;-0.05;;19;1;1.55;Klei uiterst siltig;zandige klei;grijs;;;;;;Gantellaag;gtl;Gantel ongedifferentieert;0;0;0;0;0;0;0;0;0;0;;76477;449848
1;UHL03b;Uithofslaan;2;;-0.05;;20;0.6;1;Klei sterk siltig;licht zandige klei;grijs;geel;;;;;Gantellaag;gtl;Gantel ongedifferentieert;0;1;0;0;1;0;1;0;0;0;;76477;449848
1;UHL03b;Uithofslaan;2;;-0.05;;21;0;0.6;Klei uiterst siltig;zandige klei;bruin;grijs;;;;;antropogeen;aaa;;0;0;0;0;0;0;0;0;0;0;bouwvoor;76477;449848
1;UHL03b;Uithofslaan;3;;-0.05;;22;3.35;3.5;Zand zwak siltig;zand;grijs;;;;;;Laag van Rijswijk;rwk;;0;0;0;0;0;0;0;0;0;0;;76471;449854
1;UHL03b;Uithofslaan;3;;-0.05;;23;3.15;3.35;Zand kleiig;"zand; kleiig";bruin;grijs;;;;;Laagpakket van Wormer;WRM;;0;0;0;0;0;0;3;2;0;0;;76471;449854
1;UHL03b;Uithofslaan;3;;-0.05;;24;2.8;3.15;Veen mineraalarm;veen;bruin;rood;;;;;Hollandveenlaag1;hll;;0;0;0;0;0;0;0;0;0;0;;76471;449854
1;UHL03b;Uithofslaan;3;;-0.05;;25;2.7;2.8;Detritus, veen;Detritus veen;bruin;;;;;;Gantellaag;gtl;Gantel ongedifferentieert;0;0;0;0;0;0;0;0;0;0;;76471;449854
1;UHL03b;Uithofslaan;3;;-0.05;;26;2.3;2.7;Klei matig siltig;"klei; echt slappe inconsistente klei";grijs;;;;;;Gantellaag;gtl;Gantel ongedifferentieert;0;0;0;0;0;0;0;0;0;0;;76471;449854
1;UHL03b;Uithofslaan;3;;-0.05;;27;1.6;2.3;Klei sterk siltig;licht zandige klei;grijs;bruin;;;;;Gantellaag;gtl;Gantel ongedifferentieert;0;0;0;0;0;0;0;0;0;0;;76471;449854
1;UHL03b;Uithofslaan;3;;-0.05;;28;0.95;1.6;Klei uiterst siltig;zandige klei;blauw;grijs;licht;;;;Gantellaag;gtl;Gantel ongedifferentieert;0;0;0;0;0;0;0;0;0;0;;76471;449854
1;UHL03b;Uithofslaan;3;;-0.05;;29;0.5;0.95;Klei matig siltig;"klei; echt slappe inconsistente klei";bruin;grijs;licht;;;;Gantellaag;gtl;Gantel ongedifferentieert;0;0;0;0;0;0;0;0;0;0;;76471;449854
1;UHL03b;Uithofslaan;3;;-0.05;;30;0;0.5;Klei uiterst siltig;zandige klei;bruin;grijs;donker;;;;antropogeen;aaa;;0;0;0;0;0;0;0;0;0;0;bouwvoor;76471;449854
1;UHL03b;Uithofslaan;4;;-0.05;;31;3.1;3.5;Zand zwak siltig;zand;grijs;;;;;;Laag van Rijswijk;rwk;;0;0;0;0;0;0;0;0;0;0;;76483;449839
1;UHL03b;Uithofslaan;4;;-0.05;;32;3;3.1;Veen zwak zandig;licht zandig veen;bruin;groen;;;;;Hollandveenlaag1;hll;;0;0;0;0;0;0;0;0;0;0;;76483;449839
1;UHL03b;Uithofslaan;4;;-0.05;;33;2.5;3;Veen mineraalarm;veen;bruin;rood;;;;;Hollandveenlaag1;hll;;0;0;0;0;0;0;0;0;2;0;;76483;449839
1;UHL03b;Uithofslaan;4;;-0.05;;34;2.3;2.5;Klei matig siltig;"klei; echt slappe inconsistente klei";grijs;blauw;licht;;;;Gantellaag;gtl;Gantel ongedifferentieert;0;0;0;0;0;0;0;0;0;0;;76483;449839
1;UHL03b;Uithofslaan;4;;-0.05;;35;1.8;2.3;Klei uiterst siltig;zandige klei;grijs;blauw;licht;;;;Gantellaag;gtl;Gantel ongedifferentieert;0;0;0;0;0;0;0;1;1;2;;76483;449839
1;UHL03b;Uithofslaan;4;;-0.05;;36;1.7;1.8;Klei matig siltig;"klei; echt slappe inconsistente klei";bruin;grijs;;;;;Gantellaag;gtl;Gantel ongedifferentieert;0;0;0;0;0;0;0;0;0;0;;76483;449839
1;UHL03b;Uithofslaan;4;;-0.05;;37;1.55;1.7;Klei uiterst siltig;zandige klei;grijs;bruin;;;;;Gantellaag;gtl;Gantel ongedifferentieert;0;0;0;0;1;0;2;2;1;0;;76483;449839
1;UHL03b;Uithofslaan;4;;-0.05;;38;1.45;1.55;Klei uiterst siltig;zandige klei;bruin;;;;;;Gantellaag;gtl;Gantel ongedifferentieert;0;0;0;0;3;0;1;0;0;0;;76483;449839
1;UHL03b;Uithofslaan;4;;-0.05;;39;0.7;1.45;Klei sterk siltig;licht zandige klei;grijs;geel;licht;;;;Gantellaag;gtl;Gantel ongedifferentieert;0;0;0;0;2;0;0;0;0;0;;76483;449839
