OBJECTID_1,OBJECTID,Gemeentena,Kruispuntn,KPX,KPY,Nomenclatu,Nomencla_1,Omschrijvi,Onderhouds,Onderhou_1,Onderhou_2,Ordernumme,Provincie,Wegbeheerd,Wegbehee_1,Wegbehee_2,Wegnummer,Wegwijzern,WWX,WWY,F21
273,273,ASSEN,10469,231818,556957, voorsorteerbord, VDM, EUROPAWEG-W BALKENWEG, Gemeente Assen,11791, GEM, S04572, Drenthe, Gemeente Assen,11791, GEM, ,13, , , 
274,274,ASSEN,10469,231818,556957, voorsorteerbord, VDM, EUROPAWEG-W BALKENWEG, Gemeente Assen,11791, GEM, S04572, Drenthe, Gemeente Assen,11791, GEM, ,14, , , 
275,275,ASSEN,10469,231818,556957, voorsorteerbord, VDM, EUROPAWEG-W BALKENWEG, Gemeente Assen,11791, GEM, S04572, Drenthe, Gemeente Assen,11791, GEM, ,15, , , 
276,276,ASSEN,10469,231818,556957, voorsorteerbord, VDM, EUROPAWEG-W BALKENWEG, Gemeente Assen,11791, GEM, S04572, Drenthe, Gemeente Assen,11791, GEM, ,16, , , 
277,277,ASSEN,10469,231818,556957, voorsorteerbord, VDM, EUROPAWEG-W BALKENWEG, Gemeente Assen,11791, GEM, S04572, Drenthe, Gemeente Assen,11791, GEM, ,17, , , 
278,278,ASSEN,10469,231818,556957, wijk-/objectbord, VWF, EUROPAWEG-W BALKENWEG,15038, , GEM,21832, Drenthe, Gemeente Assen,11791, O, ,9, , , 
279,279,ASSEN,10470,232343,557869, lichtwegwijzer, TLC, Europaweg-West - Maasstraat, Gemeente Assen,11791, GEM, S00014, Drenthe, Gemeente Assen,11791, GEM, ,1, , , 
280,280,ASSEN,10470,232343,557869, lichtwegwijzer, TLM, Europaweg-West - Maasstraat, Gemeente Assen,11791, GEM,24116, Drenthe, Gemeente Assen,11791, GEM, ,2, , , 
281,281,ASSEN,10470,232343,557869, voorwegwijzer, VVM, Europaweg-West - Maasstraat, Gemeente Assen,11791, GEM,15724, Drenthe, Gemeente Assen,11791, GEM, ,3, , , 
282,282,ASSEN,10470,232343,557869, voorwegwijzer, VVM, Europaweg-West - Maasstraat, Gemeente Assen,11791, GEM,15724, Drenthe, Gemeente Assen,11791, GEM, ,4, , , 
283,283,ASSEN,10471,233107,557568, fietswegwijzer, NFM, CAMPISLN NOBELLN THORBECKELN, Gemeente Assen,11791, GEM, S02848, Drenthe, Gemeente Assen,11791, GEM, ,2, , , 
284,284,ASSEN,10471,233107,557568, fietswegwijzer, NFM, CAMPISLN NOBELLN THORBECKELN, Gemeente Assen,11791, GEM, S02848, Drenthe, Gemeente Assen,11791, GEM, ,5, , , 
285,285,ASSEN,10471,233107,557568, lichtwegwijzer, TLM, CAMPISLN NOBELLN THORBECKELN, Gemeente Assen,11791, GEM, S04572, Drenthe, Gemeente Assen,11791, GEM, ,1, , , 
286,286,ASSEN,10472,233325,558927, voorwegwijzer, VVM, EUROPAWEG-W.RIJNSTR.T.AARDSEWG, Gemeente Assen,11791, GEM, S04572, Drenthe, Gemeente Assen,11791, GEM, ,4, , , 
287,287,ASSEN,10472,233325,558927, voorwegwijzer, VVM, EUROPAWEG-W.RIJNSTR.T.AARDSEWG, Gemeente Assen,11791, GEM, S04572, Drenthe, Gemeente Assen,11791, GEM, ,6, , , 
288,288,ASSEN,10473,234481,558885, aftakkingsbord, VAS, EUROPAWEG INDUSTRIEWEG, Gemeente Assen,11791, GEM,12150, Drenthe, Gemeente Assen,11791, GEM, ,14, , , 
289,289,ASSEN,10473,234481,558885, lichtwegwijzer, TLE, EUROPAWEG INDUSTRIEWEG, Gemeente Assen,11791, GEM,12150, Drenthe, Gemeente Assen,11791, GEM, ,5, , , 
290,290,ASSEN,10473,234481,558885, lichtwegwijzer, TLE, EUROPAWEG INDUSTRIEWEG, Gemeente Assen,11791, GEM, S00014, Drenthe, Gemeente Assen,11791, GEM, ,2, , , 
291,291,ASSEN,10473,234481,558885, lichtwegwijzer, TLE, EUROPAWEG INDUSTRIEWEG, Gemeente Assen,11791, PART,12150, Drenthe,10473,0, GEM, ,6, , , 
292,292,ASSEN,10473,234481,558885, lichtwegwijzer, TLP, EUROPAWEG INDUSTRIEWEG, Gemeente Assen,11791, GEM, S00014, Drenthe, Gemeente Assen,11791, GEM, ,1, , , 
293,293,ASSEN,10473,234481,558885, portaal zonder bord, PZP, EUROPAWEG INDUSTRIEWEG, Gemeente Assen,11791, GEM,12150, Drenthe, Gemeente Assen,11791, GEM, ,9, , , 
294,294,ASSEN,10473,234481,558885, rijstrookbord, VRP, EUROPAWEG INDUSTRIEWEG, Gemeente Assen,11791, GEM,12150, Drenthe, Gemeente Assen,11791, GEM, ,7, , , 
295,295,ASSEN,10473,234481,558885, rijstrookbord, VRP, EUROPAWEG INDUSTRIEWEG, Gemeente Assen,11791, GEM,12150, Drenthe, Gemeente Assen,11791, GEM, ,8, , , 
296,296,ASSEN,10473,234481,558885, rijstrookbord, VRP, EUROPAWEG INDUSTRIEWEG, Gemeente Assen,11791, GEM,12150, Drenthe, Gemeente Assen,11791, GEM, ,10, , , 
297,297,ASSEN,10473,234481,558885, rijstrookbord, VRP, EUROPAWEG INDUSTRIEWEG, Gemeente Assen,11791, GEM,12150, Drenthe, Gemeente Assen,11791, GEM, ,11, , , 
298,298,ASSEN,10473,234481,558885, rijstrookbord, VRP, EUROPAWEG INDUSTRIEWEG, Gemeente Assen,11791, GEM,12150, Drenthe, Gemeente Assen,11791, GEM, ,12, , , 
299,299,ASSEN,10473,234481,558885, voorwegwijzer, VVS, EUROPAWEG INDUSTRIEWEG, Gemeente Assen,11791, GEM,12150, Drenthe, Gemeente Assen,11791, GEM, ,13, , , 
300,300,ASSEN,10473,234481,558885, wijk-/objectbord, VWF, EUROPAWEG INDUSTRIEWEG, Gemeente Assen,11791, GEM,12150, Drenthe, Gemeente Assen,11791, GEM, ,15, , , 
301,301,ASSEN,10475,234385,557917, fietswegwijzer, NFM, Fokkerstraat-Industrieweg, Gemeente Assen,11791, GEM,30782, Drenthe, Gemeente Assen,11791, GEM, ,1,234350,557938, 
302,302,ASSEN,10475,234385,557917, lichtwegwijzer, TLE, Fokkerstraat-Industrieweg, Gemeente Assen,11791, GEM,30781, Drenthe, Gemeente Assen,11791, GEM, ,5,234399,557925, 
303,303,ASSEN,10475,234385,557917, lichtwegwijzer, TLE, Fokkerstraat-Industrieweg, Gemeente Assen,11791, GEM,30781, Drenthe, Gemeente Assen,11791, GEM, ,6,234387,557908, 
304,304,ASSEN,10475,234385,557917, lichtwegwijzer, TLE, Fokkerstraat-Industrieweg, Gemeente Assen,11791, GEM,30781, Drenthe, Gemeente Assen,11791, GEM, ,7, , , 
305,305,ASSEN,10475,234385,557917, lichtwegwijzer, TLM, Fokkerstraat-Industrieweg, Gemeente Assen,11791, GEM, S04572, Drenthe, Gemeente Assen,11791, GEM, ,4,234382,557938, 
306,306,ASSEN,10475,234385,557917, VFM, VFM, Fokkerstraat-Industrieweg, Gemeente Assen,11791, GEM,30782, Drenthe, Gemeente Assen,11791, GEM, ,12,234401,557952, 
307,307,ASSEN,10475,234385,557917, voorsorteerbord, VDM, Fokkerstraat-Industrieweg, Gemeente Assen,11791, GEM,30782, Drenthe, Gemeente Assen,11791, GEM, ,10, , , 
308,308,ASSEN,10475,234385,557917, voorwegwijzer, VVM, Fokkerstraat-Industrieweg, Gemeente Assen,11791, GEM,30782, Drenthe, Gemeente Assen,11791, GEM, ,9,234515,557957, 
309,309,ASSEN,10475,234385,557917, voorwegwijzer, VVS, Fokkerstraat-Industrieweg, Gemeente Assen,11791, GEM,30782, Drenthe, Gemeente Assen,11791, GEM, ,8,234337,558067, 
310,310,ASSEN,10475,234385,557917, voorwegwijzer, VVS, Fokkerstraat-Industrieweg, Gemeente Assen,11791, GEM,30782, Drenthe, Gemeente Assen,11791, GEM, ,11,234256,557906, 
311,311,ASSEN,10620,234301,558922, fietswegwijzer, NFM, EUROPAWG/NOORD/GRONINGERSTR, Gemeente Assen,11791, GEM, S03290, Drenthe, Gemeente Assen,11791, GEM, ,8, , , 
312,312,ASSEN,10620,234301,558922, fietswegwijzer, NFM, EUROPAWG/NOORD/GRONINGERSTR, Gemeente Assen,11791, GEM, S03290, Drenthe, Gemeente Assen,11791, GEM, ,9, , , 
313,313,ASSEN,10620,234301,558922, lichtwegwijzer, TLM, EUROPAWG/NOORD/GRONINGERSTR, Gemeente Assen,11791, GEM, S00014, Drenthe, Gemeente Assen,11791, GEM, ,6, , , 
314,314,ASSEN,10620,234301,558922, lichtwegwijzer, TLP, EUROPAWG/NOORD/GRONINGERSTR, Gemeente Assen,11791, GEM,12150, Drenthe, Gemeente Assen,11791, GEM, ,3, , , 
315,315,ASSEN,10620,234301,558922, lichtwegwijzer, TLP, EUROPAWG/NOORD/GRONINGERSTR, Gemeente Assen,11791, GEM, S00014, Drenthe, Gemeente Assen,11791, GEM, ,4, , , 
316,316,ASSEN,10620,234301,558922, lichtwegwijzer, TLP, EUROPAWG/NOORD/GRONINGERSTR, Gemeente Assen,11791, GEM, S00014, Drenthe, Gemeente Assen,11791, GEM, ,5, , , 
317,317,ASSEN,10620,234301,558922, portaal zonder bord, PZP, EUROPAWG/NOORD/GRONINGERSTR, Gemeente Assen,11791, GEM,12150, Drenthe, Gemeente Assen,11791, GEM, ,10, , , 
318,318,ASSEN,10620,234301,558922, portaal zonder bord, PZP, EUROPAWG/NOORD/GRONINGERSTR, Gemeente Assen,11791, GEM,12150, Drenthe, Gemeente Assen,11791, GEM, ,15, , , 
319,319,ASSEN,10620,234301,558922, rijstrookbord, VRP, EUROPAWG/NOORD/GRONINGERSTR, Gemeente Assen,11791, GEM,12150, Drenthe, Gemeente Assen,11791, GEM, ,11, , , 
320,320,ASSEN,10620,234301,558922, rijstrookbord, VRP, EUROPAWG/NOORD/GRONINGERSTR, Gemeente Assen,11791, GEM,12150, Drenthe, Gemeente Assen,11791, GEM, ,12, , , 
321,321,ASSEN,10620,234301,558922, rijstrookbord, VRP, EUROPAWG/NOORD/GRONINGERSTR, Gemeente Assen,11791, GEM,12150, Drenthe, Gemeente Assen,11791, GEM, ,13, , , 
322,322,ASSEN,10620,234301,558922, rijstrookbord, VRP, EUROPAWG/NOORD/GRONINGERSTR, Gemeente Assen,11791, GEM,12150, Drenthe, Gemeente Assen,11791, GEM, ,16, , , 
323,323,ASSEN,10620,234301,558922, rijstrookbord, VRP, EUROPAWG/NOORD/GRONINGERSTR, Gemeente Assen,11791, GEM,12150, Drenthe, Gemeente Assen,11791, GEM, ,17, , , 
324,324,ASSEN,10620,234301,558922, voorwegwijzer, VVM, EUROPAWG/NOORD/GRONINGERSTR, Gemeente Assen,11791, GEM, S00014, Drenthe, Gemeente Assen,11791, GEM, ,2, , , 
325,325,ASSEN,10620,234301,558922, voorwegwijzer, VVS, EUROPAWG/NOORD/GRONINGERSTR, Gemeente Assen,11791, GEM,12150, Drenthe, Gemeente Assen,11791, GEM, ,1, , , 
326,326,ASSEN,10620,234301,558922, voorwegwijzer, VVS, EUROPAWG/NOORD/GRONINGERSTR, Gemeente Assen,11791, GEM,12150, Drenthe, Gemeente Assen,11791, GEM, ,14, , , 
327,327,ASSEN,10624,235862,557758, fietswegwijzer, NFM, Europaweg Noord - Lonerstraat, Gemeente Assen,11791, GEM, S00014, Drenthe, Gemeente Assen,11791, GEM, ,2, , , 
328,328,ASSEN,10624,235862,557758, fietswegwijzer, NFM, Europaweg Noord - Lonerstraat, Gemeente Assen,11791, GEM, S00014, Drenthe, Gemeente Assen,11791, GEM, ,3, , , 
329,329,ASSEN,10624,235862,557758, stapelbord, VSF, Europaweg Noord - Lonerstraat,15038, , GEM,10296, Drenthe, Gemeente Assen,11791, O, ,10, , , 
330,330,ASSEN,10624,235862,557758, voorwegwijzer, VVM, Europaweg Noord - Lonerstraat, Gemeente Assen,11791, GEM, , Drenthe, Gemeente Assen,11791, GEM, ,7, , , 
331,331,ASSEN,10624,235862,557758, voorwegwijzer, VVM, Europaweg Noord - Lonerstraat, Gemeente Assen,11791, GEM, , Drenthe, Gemeente Assen,11791, GEM, ,8, , , 
332,332,ASSEN,10624,235862,557758, voorwegwijzer, VVM, Europaweg Noord - Lonerstraat, Gemeente Assen,11791, GEM, , Drenthe, Gemeente Assen,11791, GEM, ,9, , , 
333,333,ASSEN,11358,233010,554466, aftakkingsbord, OAS, A28-AFRIT ASSEN-ZUID,15664, , RWS,0, Drenthe,15664,0, RWS, A028,11,232496,554682, 
334,334,ASSEN,11358,233010,554466, aftakkingsbord, OAS, A28-AFRIT ASSEN-ZUID,15664, , RWS,0, Drenthe,15664,0, RWS, N033,11,232496,554682, 
335,335,ASSEN,11358,233010,554466, aftakkingsbord, VAS, A28-AFRIT ASSEN-ZUID, RWS Directie Noord-Nederland,11432, RWS,0, Drenthe, RWS Directie Noord-Nederland,11432, RWS, A028,31,232977,554181, 
336,336,ASSEN,11358,233010,554466, aftakkingsbord, VAS, A28-AFRIT ASSEN-ZUID, RWS Directie Noord-Nederland,11432, RWS,0, Drenthe, RWS Directie Noord-Nederland,11432, RWS, N033,31,232977,554181, 
337,337,ASSEN,11358,233010,554466, aftakkingsbord, VAS, A28-AFRIT ASSEN-ZUID, RWS Directie Noord-Nederland,11432, RWS,6331, Drenthe, RWS Directie Noord-Nederland,11432, RWS, A028,24,233864,554230, 
338,338,ASSEN,11358,233010,554466, aftakkingsbord, VAS, A28-AFRIT ASSEN-ZUID, RWS Directie Noord-Nederland,11432, RWS,6331, Drenthe, RWS Directie Noord-Nederland,11432, RWS, N033,24,233864,554230, 
339,339,ASSEN,11358,233010,554466, lichtwegwijzer, TLC, A28-AFRIT ASSEN-ZUID, RWS Directie Noord-Nederland,11432, RWS,0, Drenthe, RWS Directie Noord-Nederland,11432, RWS, A028,18,232982,554567, 
340,340,ASSEN,11358,233010,554466, lichtwegwijzer, TLC, A28-AFRIT ASSEN-ZUID, RWS Directie Noord-Nederland,11432, RWS,0, Drenthe, RWS Directie Noord-Nederland,11432, RWS, A028,33,232995,554364, 
341,341,ASSEN,11358,233010,554466, lichtwegwijzer, TLC, A28-AFRIT ASSEN-ZUID, RWS Directie Noord-Nederland,11432, RWS,0, Drenthe, RWS Directie Noord-Nederland,11432, RWS, N033,18,232982,554567, 
342,342,ASSEN,11358,233010,554466, lichtwegwijzer, TLC, A28-AFRIT ASSEN-ZUID, RWS Directie Noord-Nederland,11432, RWS,0, Drenthe, RWS Directie Noord-Nederland,11432, RWS, N033,33,232995,554364, 
343,343,ASSEN,11358,233010,554466, lichtwegwijzer, TLC, A28-AFRIT ASSEN-ZUID, RWS Directie Noord-Nederland,11432, RWS,1394, Drenthe, RWS Directie Noord-Nederland,11432, RWS, A028,13,233010,554375, 
344,344,ASSEN,11358,233010,554466, lichtwegwijzer, TLC, A28-AFRIT ASSEN-ZUID, RWS Directie Noord-Nederland,11432, RWS,1394, Drenthe, RWS Directie Noord-Nederland,11432, RWS, A028,26,233004,554558, 
345,345,ASSEN,11358,233010,554466, lichtwegwijzer, TLC, A28-AFRIT ASSEN-ZUID, RWS Directie Noord-Nederland,11432, RWS,1394, Drenthe, RWS Directie Noord-Nederland,11432, RWS, A028,27,232985,554535, 
346,346,ASSEN,11358,233010,554466, lichtwegwijzer, TLC, A28-AFRIT ASSEN-ZUID, RWS Directie Noord-Nederland,11432, RWS,1394, Drenthe, RWS Directie Noord-Nederland,11432, RWS, N033,13,233010,554375, 
347,347,ASSEN,11358,233010,554466, lichtwegwijzer, TLC, A28-AFRIT ASSEN-ZUID, RWS Directie Noord-Nederland,11432, RWS,1394, Drenthe, RWS Directie Noord-Nederland,11432, RWS, N033,26,233004,554558, 
348,348,ASSEN,11358,233010,554466, lichtwegwijzer, TLC, A28-AFRIT ASSEN-ZUID, RWS Directie Noord-Nederland,11432, RWS,1394, Drenthe, RWS Directie Noord-Nederland,11432, RWS, N033,27,232985,554535, 
349,349,ASSEN,11358,233010,554466, stapelbord, VSS, A28-AFRIT ASSEN-ZUID,15664, , GEM,0, Drenthe, Gemeente Assen,11791, RWS, A028,38,232874,554718, 
350,350,ASSEN,11358,233010,554466, stapelbord, VSS, A28-AFRIT ASSEN-ZUID,15664, , GEM,0, Drenthe, Gemeente Assen,11791, RWS, N033,38,232874,554718, 
351,351,Assen,11358,233010,554466, uitbord, VUC, A28-AFRIT ASSEN-ZUID,15664, , ,0, Drenthe, Onbekend,0, RWS, A028,50,233004,554558, 
352,352,Assen,11358,233010,554466, uitbord, VUC, A28-AFRIT ASSEN-ZUID,15664, , ,0, Drenthe, Onbekend,0, RWS, N033,50,233004,554558, 
353,353,ASSEN,11358,233010,554466, uitbord, VUS, A28-AFRIT ASSEN-ZUID, RWS Directie Noord-Nederland,11432, RWS,0, Drenthe, RWS Directie Noord-Nederland,11432, RWS, A028,29, , , 
354,354,ASSEN,11358,233010,554466, uitbord, VUS, A28-AFRIT ASSEN-ZUID, RWS Directie Noord-Nederland,11432, RWS,0, Drenthe, RWS Directie Noord-Nederland,11432, RWS, A028,30, , , 
355,355,ASSEN,11358,233010,554466, uitbord, VUS, A28-AFRIT ASSEN-ZUID, RWS Directie Noord-Nederland,11432, RWS,0, Drenthe, RWS Directie Noord-Nederland,11432, RWS, N033,29, , , 
356,356,ASSEN,11358,233010,554466, uitbord, VUS, A28-AFRIT ASSEN-ZUID, RWS Directie Noord-Nederland,11432, RWS,0, Drenthe, RWS Directie Noord-Nederland,11432, RWS, N033,30, , , 
357,357,ASSEN,11358,233010,554466, uitbord, VUS, A28-AFRIT ASSEN-ZUID, RWS Directie Noord-Nederland,11432, RWS,1394, Drenthe, RWS Directie Noord-Nederland,11432, RWS, A028,36, , , 
358,358,ASSEN,11358,233010,554466, uitbord, VUS, A28-AFRIT ASSEN-ZUID, RWS Directie Noord-Nederland,11432, RWS,1394, Drenthe, RWS Directie Noord-Nederland,11432, RWS, A028,37, , , 
359,359,ASSEN,11358,233010,554466, uitbord, VUS, A28-AFRIT ASSEN-ZUID, RWS Directie Noord-Nederland,11432, RWS,1394, Drenthe, RWS Directie Noord-Nederland,11432, RWS, N033,36, , , 
360,360,ASSEN,11358,233010,554466, uitbord, VUS, A28-AFRIT ASSEN-ZUID, RWS Directie Noord-Nederland,11432, RWS,1394, Drenthe, RWS Directie Noord-Nederland,11432, RWS, N033,37, , , 
361,361,ASSEN,11358,233010,554466, voorwegwijzer, AVS, A28-AFRIT ASSEN-ZUID,15664, , RWS,0, Drenthe,15664,0, RWS, A028,8,231710,555331, 
362,362,ASSEN,11358,233010,554466, voorwegwijzer, AVS, A28-AFRIT ASSEN-ZUID,15664, , RWS,0, Drenthe,15664,0, RWS, N033,8,231710,555331, 
363,363,ASSEN,11358,233010,554466, voorwegwijzer, OVS, A28-AFRIT ASSEN-ZUID, RWS Directie Noord-Nederland,11432, RWS,0, Drenthe, RWS Directie Noord-Nederland,11432, RWS, A028,9,232044,554885, 
364,364,ASSEN,11358,233010,554466, voorwegwijzer, OVS, A28-AFRIT ASSEN-ZUID, RWS Directie Noord-Nederland,11432, RWS,0, Drenthe, RWS Directie Noord-Nederland,11432, RWS, N033,9,232044,554885, 
365,365,ASSEN,11358,233010,554466, voorwegwijzer, VVS, A28-AFRIT ASSEN-ZUID,15664, , RWS,0, Drenthe,15664,0, RWS, A028,4,232907,553373, 
366,366,ASSEN,11358,233010,554466, voorwegwijzer, VVS, A28-AFRIT ASSEN-ZUID,15664, , RWS,0, Drenthe,15664,0, RWS, A028,5,231439,556484, 
367,367,ASSEN,11358,233010,554466, voorwegwijzer, VVS, A28-AFRIT ASSEN-ZUID,15664, , RWS,0, Drenthe,15664,0, RWS, A028,6,231495,555894, 
368,368,ASSEN,11358,233010,554466, voorwegwijzer, VVS, A28-AFRIT ASSEN-ZUID,15664, , RWS,0, Drenthe,15664,0, RWS, N033,4,232907,553373, 
369,369,ASSEN,11358,233010,554466, voorwegwijzer, VVS, A28-AFRIT ASSEN-ZUID,15664, , RWS,0, Drenthe,15664,0, RWS, N033,5,231439,556484, 
370,370,ASSEN,11358,233010,554466, voorwegwijzer, VVS, A28-AFRIT ASSEN-ZUID,15664, , RWS,0, Drenthe,15664,0, RWS, N033,6,231495,555894, 
371,371,ASSEN,11358,233010,554466, voorwegwijzer, VVS, A28-AFRIT ASSEN-ZUID, RWS Directie Noord-Nederland,11432, GEM,0, Drenthe, Gemeente Assen,11791, RWS, A028,16, , , 
372,372,ASSEN,11358,233010,554466, voorwegwijzer, VVS, A28-AFRIT ASSEN-ZUID, RWS Directie Noord-Nederland,11432, GEM,0, Drenthe, Gemeente Assen,11791, RWS, N033,16, , , 
373,373,ASSEN,11358,233010,554466, voorwegwijzer, VVS, A28-AFRIT ASSEN-ZUID, RWS Directie Noord-Nederland,11432, RWS,0, Drenthe, RWS Directie Noord-Nederland,11432, RWS, A028,1,232647,552194, 
374,374,ASSEN,11358,233010,554466, voorwegwijzer, VVS, A28-AFRIT ASSEN-ZUID, RWS Directie Noord-Nederland,11432, RWS,0, Drenthe, RWS Directie Noord-Nederland,11432, RWS, A028,2,232776,552780, 
375,375,ASSEN,11358,233010,554466, voorwegwijzer, VVS, A28-AFRIT ASSEN-ZUID, RWS Directie Noord-Nederland,11432, RWS,0, Drenthe, RWS Directie Noord-Nederland,11432, RWS, A028,3,232843,553084, 
376,376,ASSEN,11358,233010,554466, voorwegwijzer, VVS, A28-AFRIT ASSEN-ZUID, RWS Directie Noord-Nederland,11432, RWS,0, Drenthe, RWS Directie Noord-Nederland,11432, RWS, A028,7,231568,555598, 
377,377,ASSEN,11358,233010,554466, voorwegwijzer, VVS, A28-AFRIT ASSEN-ZUID, RWS Directie Noord-Nederland,11432, RWS,0, Drenthe, RWS Directie Noord-Nederland,11432, RWS, A028,10,232198,554772, 
378,378,ASSEN,11358,233010,554466, voorwegwijzer, VVS, A28-AFRIT ASSEN-ZUID, RWS Directie Noord-Nederland,11432, RWS,0, Drenthe, RWS Directie Noord-Nederland,11432, RWS, A028,12,232960,554096, 
379,379,ASSEN,11358,233010,554466, voorwegwijzer, VVS, A28-AFRIT ASSEN-ZUID, RWS Directie Noord-Nederland,11432, RWS,0, Drenthe, RWS Directie Noord-Nederland,11432, RWS, A028,17,232964,554693, 
380,380,ASSEN,11358,233010,554466, voorwegwijzer, VVS, A28-AFRIT ASSEN-ZUID, RWS Directie Noord-Nederland,11432, RWS,0, Drenthe, RWS Directie Noord-Nederland,11432, RWS, A028,19,233000,554515, 
381,381,ASSEN,11358,233010,554466, voorwegwijzer, VVS, A28-AFRIT ASSEN-ZUID, RWS Directie Noord-Nederland,11432, RWS,0, Drenthe, RWS Directie Noord-Nederland,11432, RWS, A028,20,232982,554680, 
382,382,ASSEN,11358,233010,554466, voorwegwijzer, VVS, A28-AFRIT ASSEN-ZUID, RWS Directie Noord-Nederland,11432, RWS,0, Drenthe, RWS Directie Noord-Nederland,11432, RWS, A028,28,232844,554428, 
383,383,ASSEN,11358,233010,554466, voorwegwijzer, VVS, A28-AFRIT ASSEN-ZUID, RWS Directie Noord-Nederland,11432, RWS,0, Drenthe, RWS Directie Noord-Nederland,11432, RWS, N033,1,232647,552194, 
384,384,ASSEN,11358,233010,554466, voorwegwijzer, VVS, A28-AFRIT ASSEN-ZUID, RWS Directie Noord-Nederland,11432, RWS,0, Drenthe, RWS Directie Noord-Nederland,11432, RWS, N033,2,232776,552780, 
385,385,ASSEN,11358,233010,554466, voorwegwijzer, VVS, A28-AFRIT ASSEN-ZUID, RWS Directie Noord-Nederland,11432, RWS,0, Drenthe, RWS Directie Noord-Nederland,11432, RWS, N033,3,232843,553084, 
386,386,ASSEN,11358,233010,554466, voorwegwijzer, VVS, A28-AFRIT ASSEN-ZUID, RWS Directie Noord-Nederland,11432, RWS,0, Drenthe, RWS Directie Noord-Nederland,11432, RWS, N033,7,231568,555598, 
387,387,ASSEN,11358,233010,554466, voorwegwijzer, VVS, A28-AFRIT ASSEN-ZUID, RWS Directie Noord-Nederland,11432, RWS,0, Drenthe, RWS Directie Noord-Nederland,11432, RWS, N033,10,232198,554772, 
388,388,ASSEN,11358,233010,554466, voorwegwijzer, VVS, A28-AFRIT ASSEN-ZUID, RWS Directie Noord-Nederland,11432, RWS,0, Drenthe, RWS Directie Noord-Nederland,11432, RWS, N033,12,232960,554096, 
389,389,ASSEN,11358,233010,554466, voorwegwijzer, VVS, A28-AFRIT ASSEN-ZUID, RWS Directie Noord-Nederland,11432, RWS,0, Drenthe, RWS Directie Noord-Nederland,11432, RWS, N033,17,232964,554693, 
390,390,ASSEN,11358,233010,554466, voorwegwijzer, VVS, A28-AFRIT ASSEN-ZUID, RWS Directie Noord-Nederland,11432, RWS,0, Drenthe, RWS Directie Noord-Nederland,11432, RWS, N033,19,233000,554515, 
391,391,ASSEN,11358,233010,554466, voorwegwijzer, VVS, A28-AFRIT ASSEN-ZUID, RWS Directie Noord-Nederland,11432, RWS,0, Drenthe, RWS Directie Noord-Nederland,11432, RWS, N033,20,232982,554680, 
392,392,ASSEN,11358,233010,554466, voorwegwijzer, VVS, A28-AFRIT ASSEN-ZUID, RWS Directie Noord-Nederland,11432, RWS,0, Drenthe, RWS Directie Noord-Nederland,11432, RWS, N033,28,232844,554428, 
393,393,ASSEN,11358,233010,554466, voorwegwijzer, VVS, A28-AFRIT ASSEN-ZUID, RWS Directie Noord-Nederland,11432, RWS,1394, Drenthe, RWS Directie Noord-Nederland,11432, RWS, A028,25,233188,554463, 
394,394,ASSEN,11358,233010,554466, voorwegwijzer, VVS, A28-AFRIT ASSEN-ZUID, RWS Directie Noord-Nederland,11432, RWS,1394, Drenthe, RWS Directie Noord-Nederland,11432, RWS, N033,25,233188,554463, 
395,395,ASSEN,11358,233010,554466, voorwegwijzer, VVS, A28-AFRIT ASSEN-ZUID, RWS Directie Noord-Nederland,11432, RWS,6331, Drenthe, RWS Directie Noord-Nederland,11432, RWS, A028,22,234474,554118, 
396,396,ASSEN,11358,233010,554466, voorwegwijzer, VVS, A28-AFRIT ASSEN-ZUID, RWS Directie Noord-Nederland,11432, RWS,6331, Drenthe, RWS Directie Noord-Nederland,11432, RWS, A028,23,234198,554163, 
397,397,ASSEN,11358,233010,554466, voorwegwijzer, VVS, A28-AFRIT ASSEN-ZUID, RWS Directie Noord-Nederland,11432, RWS,6331, Drenthe, RWS Directie Noord-Nederland,11432, RWS, N033,22,234474,554118, 
398,398,ASSEN,11358,233010,554466, voorwegwijzer, VVS, A28-AFRIT ASSEN-ZUID, RWS Directie Noord-Nederland,11432, RWS,6331, Drenthe, RWS Directie Noord-Nederland,11432, RWS, N033,23,234198,554163, 
399,399,Assen,11380,233246,560049, PVS, PVS, A28-VERZ.PL ZEYERVEEN,15664, , RWS,0, Drenthe,15664,0, RWS, A028,14,234203,560732, 
400,400,Assen,11380,233246,560049, PVT, PVT, A28-VERZ.PL ZEYERVEEN,15664, , RWS,0, Drenthe,15664,0, RWS, A028,15,233175,560026, 
401,401,ASSEN,11380,233246,560049, uitbord, VUS, A28-VERZ.PL ZEYERVEEN, RWS Directie Noord-Nederland,11432, RWS,0, Drenthe, RWS Directie Noord-Nederland,11432, RWS, A028,4, , , 
402,402,ASSEN,11380,233246,560049, verzorgingsplaatsbord, VPS, A28-VERZ.PL ZEYERVEEN, RWS Directie Noord-Nederland,11432, RWS,1394, Drenthe, RWS Directie Noord-Nederland,11432, RWS, A028,1,233617,560377, 
403,403,ASSEN,11380,233246,560049, verzorgingsplaatsbord, VPS, A28-VERZ.PL ZEYERVEEN, RWS Directie Noord-Nederland,11432, RWS,1394, Drenthe, RWS Directie Noord-Nederland,11432, RWS, A028,2,233371,560208, 
