FID,x,y,id,complex_naam,complex_code,dsk_kw_code,naam,omschrijving,beheerobjectsoort,aard,netwerk,route,relatie_tot_weg,rdx,rdy,stichtingsjaar,archiefcode,beheerder_instantieid,beheerder,beheerder_id,se_anno_cad_data,gdb_geomattr_data,shape
ecoduct.230,151628,459321,1551,Ecoduct Leusderheide,32D-118,32D-118-01,Ecoduct Leusderheide,Ecoduct over de rijksweg,Ecoduct,Droog,HWN,A28,over RW,151.628,459.321,2005,32D-118-00,1676,RWS MN / MN District Zuid,1676,,,POINT (151628 459321)
ecoduct.517,154297,394487,2672,Het Groene Woud,51B-133,51B-133-01,Het Groene Woud Ecoduct,Ecoduct over de rijksweg,Ecoduct,Droog,HWN,A2,over RW,154.297,394.487,2005,51B-133-00,1683,RWS ZN / ZN District Midden,1683,,,POINT (154297 394487)
ecoduct.2210,232049,477845,4577,De Borkeld,28D-115,28D-115-01,Ecoduct De Borkeld,Ecoduct over de Rijksweg,Ecoduct,Droog,HWN,A1,over RW,232.049,477.845,2002,28D-115-00,1678,RWS ON / ON District Oost,1678,,,POINT (232049 477845)
ecoduct.2282,262684,480046,4649,Ir. H.J.W. Snijders-ecoduct,29C-113,29C-113-01,Ir. H.J.W. Snijders-ecoduct,Ecoduct over de rijksweg,Ecoduct,Droog,HWN,A1,over RW,262.684,480.046,1991,29C-113-00,1678,RWS ON / ON District Oost,1678,,,POINT (262684 480046)
ecoduct.2922,183684,468511,5323,dr. Harm E. van de Veen,33A-110,33A-110-01,dr. Harm E. van de Veen,Noordelijk ecoduct over de rijksweg,Ecoduct,Droog,HWN,A1,over RW,183.684,468.511,1998,33A-110-00,1679,RWS ON / ON District Noord,1679,,,POINT (183684 468511)
ecoduct.2980,193709,458334,5382,Wildwissel Woeste Hoeve,33D-110,33D-110-01,Wildwissel Woeste Hoeve - Oost,Oostelijk ecoduct over de rijksweg,Ecoduct,Droog,HWN,A50,over RW,193.709,458.334,1985,33D-110-00,1680,RWS ON / ON District Zuid,1680,,,POINT (193709 458334)
ecoduct.2981,193682,458334,5383,Wildwissel Woeste Hoeve,33D-110,33D-110-02,Wildwissel Woeste Hoeve - West,Westelijk ecoduct over de rijksweg,Ecoduct,Droog,HWN,A50,over RW,193.682,458.334,1985,33D-110-00,1680,RWS ON / ON District Zuid,1680,,,POINT (193682 458334)
ecoduct.2982,193152,453232,5384,Wildwissel Terlet,33D-111,33D-111-01,Wildwissel Terlet,Ecoduct over de rijksweg,Ecoduct,Droog,HWN,A50,over RW,193.152,453.232,1986,33D-111-00,1680,RWS ON / ON District Zuid,1680,,,POINT (193152 453232)
ecoduct.4550,168972,410688,7019,Slabroek,45G-131,45G-131-01,Slabroek,Fietsviaduct/faunapassage over de rijksweg en de Nistelrodeseweg,Ecoduct,Droog,HWN,A50,over RW,168.972,410.688,2002,45G-131-00,1683,RWS ZN / ZN District Midden,1683,,,POINT (168972 410688)
ecoduct.5637,195070,352560,8238,Kruutsboum,58D-131,58D-131-01,Kruutsboum,Ecoduct over de Rijksweg,Ecoduct,Droog,HWN,A73,over RW,195.07,352.56,2006,58D-131-00,1684,RWS ZN / ZN District Zuid-Oost,1684,,,POINT (195070 352560)
ecoduct.5647,199425,357793,8249,Leygraaf ,58D-150,58D-150-01,Leygraaf,Ecoduct in de N280,Ecoduct,Droog,HWN,A73,niet RW,199.425,357.793,2006,58D-150-00,1684,RWS ZN / ZN District Zuid-Oost,1684,,,POINT (199425 357793)
ecoduct.5648,199465,357875,8250,Verlegde Leygraaf,58D-149,58D-149-01,Verlegde Leygraaf,Ecoduct in de rijksweg,Ecoduct,Droog,HWN,A73,in RW,199.465,357.875,2006,58D-149-00,1684,RWS ZN / ZN District Zuid-Oost,1684,,,POINT (199465 357875)
ecoduct.5735,201634,362781,8364,Waterloo,58E-118,58E-118-01,Waterloo,Ecoduct over de rijksweg,Ecoduct,Droog,HWN,A73,over RW,201.634,362.781,2006,58E-118-00,1684,RWS ZN / ZN District Zuid-Oost,1684,,,POINT (201634 362781)
ecoduct.5737,199136,358827,8366,Schinheuvel,58D-124,58D-124-01,Schinheuvel,Ecoduct over de rijksweg,Ecoduct,Droog,HWN,A73,over RW,199.136,358.827,2006,58D-124-00,1684,RWS ZN / ZN District Zuid-Oost,1684,,,POINT (199136 358827)
ecoduct.5739,199220,358787,8368,Broekhin,58D-136,58D-136-01,Broekhin,Faunapassage onder de Sint Wirosingel ten oosten van de rijksweg,Ecoduct,Droog,HWN,N271,niet RW,199.22,358.787,2006,,1684,RWS ZN / ZN District Zuid-Oost,1684,,,POINT (199220 358787)
ecoduct.6038,209347,371929,8908,Wambach,58E-122,58E-122-01,Wambach,Ecoduct over de rijksweg,Ecoduct,Droog,HWN,A74,over RW,209.347,371.929,2011,58E-122-01,1684,RWS ZN / ZN District Zuid-Oost,1684,,,POINT (209347 371929)
