Type;Locatie;Code;Naam;Aanduiding;Straat;Wijk;Plaatsnaam;Objectgroep;Typenummer;Bouwjaar;Ondergrond;Oppervlakte;Aantal;RDX;RDY;LON;LAT
Speeltoestel;441 180 - Rozengaard  18-11                         ;441 180.004  ;Ruimtetol                                 ;                                                      ;Rozengaard 18      ;Rozengaard        ;Lelystad ;Draaitoestel           ;S.544                  ;2007           ;Kunstgras              ;25,0 ;1;163101;502387;5,5065243207;52,5091062264
Speeltoestel;441 180 - Rozengaard  18-11                         ;441 180.005  ;Tafeltennistafel Blauw                    ;                                                      ;Rozengaard 18      ;Rozengaard        ;Lelystad ;Sporttoestel           ;PP.BL                  ;2007           ;Klinkers               ;     ;1;163107;502400;5,5066114077;52,5092280965
Speeltoestel;441 180 - Rozengaard  18-11                         ;441 180.002  ;Panda-Bos                                 ;Glij en klim                                          ;Rozengaard 18      ;Rozengaard        ;Lelystad ;Combinatietoestel      ;Q01274-r               ;2005           ;Kunstgras              ;38,0 ;1;163095;502392;5,5064474144;52,5091540265
Speeltoestel;441 180 - Rozengaard  18-11                         ;441 180.001  ;Schommel met duikelrek                    ;                                                      ;Rozengaard 18      ;Rozengaard        ;Lelystad ;Combinatietoestel      ;                       ;1999           ;Kunstgras              ;35,0 ;1;163090;502390;5,5063689959;52,5091328953
Speeltoestel;441 180 - Rozengaard  18-11                         ;441 180.003  ;Mini Play - Blauwstaart                   ;Wippen                                                ;Rozengaard 18      ;Rozengaard        ;Lelystad ;Veerelement            ;MNP.706.001 (34.3.706) ;2007           ;Gras                   ;     ;1;163094;502387;5,5064187246;52,5091117251
Speelplek   ;441 180 - Rozengaard  18-11                         ;441 180      ;Rozengaard  18-11                         ;                                                      ;Rozengaard 18      ;Rozengaard        ;Lelystad ;                       ;                       ;2007           ;                       ;     ;1;163091;502393;5,5063835023;52,5091593034
Speelplek   ;442 140 - PCB Driestromenland School                ;442 140      ;PCB Driestromenland School                ;School                                                ;Voorstraat         ;Waterwijk         ;Lelystad ;                       ;                       ;               ;                       ;     ;1;162147;500680;5,492446494;52,4937773112
Speeltoestel;442 140 - PCB Driestromenland School                ;442 140.06   ;zandbak                                   ;                                                      ;Voorstraat         ;Waterwijk         ;Lelystad ;Zandbak                ;                       ;1995           ;Zand                   ;26,0 ;1;162146;500655;5,4924284422;52,4935552501
Speeltoestel;442 140 - PCB Driestromenland School                ;442 140.04   ;Tafeltennistafel Groen                    ;Pingpongen                                            ;Voorstraat         ;Waterwijk         ;Lelystad ;Sporttoestel           ;PP.GR                  ;2010           ;Betontegel             ;     ;1;162129;500678;5,4921715458;52,4937593109
Speeltoestel;442 140 - PCB Driestromenland School                ;442 140.07   ;Wankelbrug                                ;Wiebelbrug                                            ;Voorstraat         ;Waterwijk         ;Lelystad ;Balanceertoestel       ;0-28026-00             ;2006           ;Klinkers               ;0,0  ;1;162148;500675;5,4924623054;52,4937391908
Speeltoestel;442 140 - PCB Driestromenland School                ;442 140.11   ;Combinatietoestel                         ;                                                      ;Voorstraat         ;Waterwijk         ;Lelystad ;Combinatietoestel      ;NAT1006                ;2017           ;Dekowood               ;100,0;1;162150;500659;5,4924890525;52,4935942911
Speeltoestel;442 140 - PCB Driestromenland School                ;442 140.10   ;Boerderij                                 ;Huisje                                                ;Voorstraat         ;Waterwijk         ;Lelystad ;Speelhuis              ;MNP.726.001 (34.3.726) ;2009           ;Dekowood               ;20,0 ;1;162146;500670;5,4924219972;52,493692852
Speeltoestel;442 140 - PCB Driestromenland School                ;442 140.10   ;Schommel T for 2                          ;                                                      ;Voorstraat         ;Waterwijk         ;Lelystad ;Schommel               ;765940 (KF06)          ;2017           ;Dekowood               ;32,0 ;1;162147;500654;5,4924449157;52,4935477759
Speeltoestel;442 140 - PCB Driestromenland School                ;442 140.02   ;Steltenparcours                           ;balancertoestel                                       ;Voorstraat         ;Waterwijk         ;Lelystad ;Balanceertoestel       ;906110400R             ;2015           ;Dekowood               ;50,0 ;14;162155;500680;5,4925613465;52,4937781078
Speeltoestel;442 140 - PCB Driestromenland School                ;442 140.03   ;Huppelpalissaden                          ;Balanceertoestel                                      ;Voorstraat         ;Waterwijk         ;Lelystad ;Balanceertoestel       ;906110300R             ;2015           ;Dekowood               ;25,0 ;1;162150;500687;5,4924821334;52,4938416288
Speeltoestel;442 140 - PCB Driestromenland School                ;442 140.01   ;Klimarena                                 ;klimtoestel                                           ;Voorstraat         ;Waterwijk         ;Lelystad ;Klimtoestel            ;906165000 R            ;2015           ;Dekowood               ;90,0 ;1;162155;500680;5,492562826;52,4937810723
Speeltoestel;442 080 - Voorstraat 501                            ;442 080 01   ;Basketbalpaal                             ;Basketballen                                          ;Voorstraat         ;Waterwijk         ;Lelystad ;Sporttoestel           ;710390,0               ;1985           ;Betontegel             ;     ;1;162379;500728;5,4958596565;52,4942106537
Speeltoestel;442 080 - Voorstraat 501                            ;442 080 02   ;Basketbalpaal                             ;Basketballen                                          ;Voorstraat         ;Waterwijk         ;Lelystad ;Sporttoestel           ;710390,0               ;1985           ;Betontegel             ;     ;1;162349;500730;5,4954191282;52,4942234596
Speeltoestel;442 080 - Voorstraat 501                            ;442 080 03   ;vollybalpalen                             ;Vollyballen                                           ;Voorstraat         ;Waterwijk         ;Lelystad ;Sporttoestel           ;                       ;1985           ;Betontegel             ;     ;1;162365;500735;5,4956518907;52,4942698011
Speelplek   ;442 080 - Voorstraat 501                            ;442 080      ;Voorstraat 501                            ;naast sportzaal: bovenwijkse voorziening              ;Voorstraat         ;Waterwijk         ;Lelystad ;                       ;                       ;               ;                       ;     ;1;162364;500730;5,4956395524;52,4942222694
Overig      ;442 080 - Voorstraat 501                            ;28           ;Ballenvanger dubbelstaafmat met net       ;34m, hoogte 4,00m.                                    ;Voorstraat         ;Waterwijk         ;Lelystad ;Hekwerk                ;                       ;               ;                       ;     ;1;162378;500733;5,4958354683;52,4942542645
Overig      ;442 080 - Voorstraat 501                            ;27           ;Ballenvanger dubbelstaafmat               ;8m, hoogte 4,00m.                                     ;Voorstraat         ;Waterwijk         ;Lelystad ;Hekwerk                ;                       ;               ;                       ;     ;1;162350;500733;5,4954284754;52,4942523004
Speelplek   ;442 030 - Oostzeestraat 172                         ;442 030      ;Oostzeestraat 172                         ;                                                      ;Oostzeestraat      ;Waterwijk         ;Lelystad ;                       ;                       ;               ;                       ;     ;1;162199;500987;5,4932174749;52,4965383419
Speeltoestel;442 030 - Oostzeestraat 172                         ;442 030 01   ;VIKING                                    ;klimmen                                               ;Oostzeestraat      ;Waterwijk         ;Lelystad ;Klimtoestel            ;V520                   ;2006           ;Dekowood               ;117,0;1;162208;500991;5,4933405149;52,4965729228
Speeltoestel;442 030 - Oostzeestraat 172                         ;442 030 02   ;Stappalen                                 ;evenwicht                                             ;Oostzeestraat      ;Waterwijk         ;Lelystad ;Duikelrek              ;5551215,0              ;2006           ;Kunstgras              ;36,0 ;1;162192;500997;5,493103419;52,496627059
Speeltoestel;442 030 - Oostzeestraat 172                         ;442 030 03   ;Baskulo (AV12)                            ;Wip                                                   ;Oostzeestraat      ;Waterwijk         ;Lelystad ;Wip                    ;710421,0               ;2006           ;Gras                   ;     ;1;162200;500991;5,4932224124;52,4965708716
Speelplek   ;442 050 - Wittezeestraat 127                        ;442 050      ;Wittezeestraat 127                        ;                                                      ;Wittezeestraat     ;Waterwijk         ;Lelystad ;                       ;                       ;               ;                       ;     ;1;162269;500887;5,4942404634;52,4956352731
Speeltoestel;442 050 - Wittezeestraat 127                        ;442 050 03   ;Klimboom                                  ;Klimmen                                               ;Wittezeestraat     ;Waterwijk         ;Lelystad ;Klimtoestel            ;741188 (MU11)          ;2007           ;Rubbertegel            ;16,0 ;1;162269;500887;5,4942372281;52,4956369836
Speeltoestel;442 050 - Wittezeestraat 127                        ;442 050 04   ;Enkele Wip                                ;Wip                                                   ;Wittezeestraat     ;Waterwijk         ;Lelystad ;Wip                    ;30.2.400               ;2007           ;Rubbertegel            ;20,0 ;1;162270;500894;5,494255344;52,4956993393
Speeltoestel;442 050 - Wittezeestraat 127                        ;442 050 01   ;Acasia                                    ;Klim en duikel                                        ;Wittezeestraat     ;Waterwijk         ;Lelystad ;Combinatietoestel      ;AK 715                 ;2007           ;Rubbertegel            ;49,0 ;1;162267;500882;5,4942138544;52,4955924275
Speeltoestel;442 050 - Wittezeestraat 127                        ;442 050 02   ;Touwbrug                                  ;Glijen en  klimmen                                    ;Wittezeestraat     ;Waterwijk         ;Lelystad ;Combinatietoestel      ;AK.767                 ;2007           ;Rubbertegel            ;60,0 ;1;162266;500892;5,4941965446;52,4956802494
Speeltoestel;442 070 - Speeltuin Schateiland                     ;442 070 08   ;Tafeltennistafel afgerond Blauw           ;                                                      ;Voorstraat         ;Waterwijk         ;Lelystad ;Sporttoestel           ;PP.AR.BL               ;2012           ;Betontegel             ;     ;1;162359;500751;5,4955584477;52,4944134144
Speeltoestel;442 070 - Speeltuin Schateiland                     ;442 070.11   ;RN Pyramide model 402                     ;klimmen                                               ;Voorstraat         ;Waterwijk         ;Lelystad ;Klimnet                ;RTN.402.001            ;2002           ;Zand                   ;73,0 ;1;162360;500802;5,495577397;52,4948744475
Speeltoestel;442 070 - Speeltuin Schateiland                     ;442 070.13   ;Zandbak                                   ;Beton                                                 ;Voorstraat         ;Waterwijk         ;Lelystad ;Zandbak                ;                       ;2002           ;Zand                   ;28,0 ;1;162354;500773;5,4954848663;52,4946104841
Speeltoestel;442 070 - Speeltuin Schateiland                     ;442 070 02   ;Vogelnestschommel                         ;                                                      ;Voorstraat         ;Waterwijk         ;Lelystad ;Schommel               ;765987 (ME60)          ;2013           ;Zand                   ;60,0 ;1;162369;500801;5,4957168146;52,4948637147
Speeltoestel;442 070 - Speeltuin Schateiland                     ;442 070.17   ;Fietsmolen Play-point                     ;                                                      ;Voorstraat         ;Waterwijk         ;Lelystad ;Draaitoestel           ;766016 (PP16)          ;2002           ;Zand                   ;10,0 ;1;162365;500761;5,4956543868;52,4945065253
Speeltoestel;442 070 - Speeltuin Schateiland                     ;442 070.07   ;Toren                                     ;Klimmen                                               ;Voorstraat         ;Waterwijk         ;Lelystad ;Klimtoestel            ;350.020.05             ;2002           ;Zand                   ;25,0 ;1;162333;500763;5,495175278;52,494519815
Speeltoestel;442 070 - Speeltuin Schateiland                     ;442 070.18   ;slingeraap                                ;                                                      ;Voorstraat         ;Waterwijk         ;Lelystad ;Combinatietoestel      ;                       ;2002           ;Zand                   ;60,0 ;1;162375;500790;5,4957935765;52,4947626267
Speeltoestel;442 070 - Speeltuin Schateiland                     ;442 070.04   ;Aba Tawa 2                                ;klimmen en glijden                                    ;Voorstraat         ;Waterwijk         ;Lelystad ;Combinatietoestel      ;5662585,0              ;2010           ;Zand                   ;73,0 ;1;162335;500792;5,4952096473;52,4947851797
Speeltoestel;442 070 - Speeltuin Schateiland                     ;442 070.24   ;Klimtoren met dak                         ;Robinia                                               ;Voorstraat         ;Waterwijk         ;Lelystad ;Combinatietoestel      ;                       ;2017           ;Zand                   ;42,0 ;1;162332;500772;5,4951718006;52,4946030409
Speeltoestel;442 070 - Speeltuin Schateiland                     ;442 070.03   ;Springbloem                               ;Springen                                              ;Voorstraat         ;Waterwijk         ;Lelystad ;Veerelement            ;5590070 (dubbel) 2     ;2010           ;Gras                   ;     ;1;162336;500787;5,4952229284;52,4947368157
Speeltoestel;442 070 - Speeltuin Schateiland                     ;442 070.20   ;Schommel                                  ;4 delig                                               ;Voorstraat         ;Waterwijk         ;Lelystad ;Schommel               ;                       ;2002           ;Zand                   ;48,0 ;1;162377;500808;5,4958321079;52,4949227457
Speeltoestel;442 070 - Speeltuin Schateiland                     ;112 430.04   ;Draaitoestel Barry                        ;Draaien                                               ;Voorstraat         ;Waterwijk         ;Lelystad ;Draaitoestel           ;766353 (TN 02)         ;2002           ;Rubbertegel            ;20,25;1;162333;500775;5,4951764442;52,4946353012
Overig      ;442 070 - Speeltuin Schateiland                     ;442 070.22   ;Volleybalpalen                            ;                                                      ;Voorstraat         ;Waterwijk         ;Lelystad ;Speelelement           ;                       ;2005           ;                       ;     ;2;162354;500832;5,4954931026;52,4951464814
Overig      ;442 070 - Speeltuin Schateiland                     ;26           ;Ballenvanger gaashekwer                   ;14m, hoogte 2,00m + opzetstuk van net 1,00m.          ;Voorstraat         ;Waterwijk         ;Lelystad ;Hekwerk                ;                       ;               ;                       ;     ;1;162382;500858;5,4959002167;52,4953735779
Overig      ;442 070 - Speeltuin Schateiland                     ;25           ;Ballenvanger gaashekwerk                  ;14m, hoogte 2,00m + opzetstuk van net 1,00m.          ;Voorstraat         ;Waterwijk         ;Lelystad ;Hekwerk                ;                       ;               ;                       ;     ;1;162380;500817;5,4958700217;52,4950113261
Speelplek   ;442 070 - Speeltuin Schateiland                     ;442 070      ;Speeltuin Schateiland                     ;Zand 395m� - Bovenwijkse voorziening                  ;Voorstraat         ;Waterwijk         ;Lelystad ;                       ;                       ;               ;                       ;     ;1;162356;500783;5,495523516;52,4946993336
Speeltoestel;442 070 - Speeltuin Schateiland                     ;442 070.01   ;Voetbalkooi                               ;Geluidsarme kooi                                      ;Voorstraat         ;Waterwijk         ;Lelystad ;Sporttoestel           ;SP 150                 ;2011           ;Kunstgras              ;338,0;1;162335;500844;5,4952143164;52,4952488321
Speeltoestel;442 070 - Speeltuin Schateiland                     ;442 070.08   ;Doelen                                    ;Voetballen                                            ;Voorstraat         ;Waterwijk         ;Lelystad ;Sporttoestel           ;                       ;2002           ;Kunstgras              ;24,0 ;2;162372;500840;5,4957628815;52,495213909
Speeltoestel;442 070 - Speeltuin Schateiland                     ;442 070.14   ;Fietsdraai                                ;Draaien 1 zitje                                       ;Voorstraat         ;Waterwijk         ;Lelystad ;Draaitoestel           ;766014,0               ;2002           ;Kunstgras              ;1,0  ;1;162369;500764;5,4957159933;52,4945298359
Speeltoestel;442 070 - Speeltuin Schateiland                     ;442 070.19   ;Vogelzwerm                                ;Veertoestel                                           ;Voorstraat         ;Waterwijk         ;Lelystad ;Wip                    ;M146                   ;2002           ;Kunstgras              ;6,0  ;1;162375;500767;5,4958032401;52,494560942
Speeltoestel;442 070 - Speeltuin Schateiland                     ;442 070.Nieuw;Kabelbaan                                 ;                                                      ;Voorstraat         ;Waterwijk         ;Lelystad ;Kabelbaan              ;                       ;2018           ;Kunstgras              ;50,0 ;1;162324;500774;5,4950486099;52,4946256215
Speeltoestel;442 070 - Speeltuin Schateiland                     ;442 070.12   ;Tuimelaar                                 ;Duikelen                                              ;Voorstraat         ;Waterwijk         ;Lelystad ;Duikelrek              ;4204,0                 ;2002           ;Kunstgras              ;22,5 ;1;162360;500785;5,4955723034;52,4947190611
Speeltoestel;442 070 - Speeltuin Schateiland                     ;442 070.05   ;Olga Commandeur combi 3                   ;Bewegen                                               ;Voorstraat         ;Waterwijk         ;Lelystad ;Combinatietoestel      ;080490M                ;2010           ;Kunstgras              ;44,0 ;1;162386;500793;5,4959615165;52,494794108
Speeltoestel;442 070 - Speeltuin Schateiland                     ;442 070.09   ;Klim-glijcombinatie                       ;Huis-glijbaan-klimnet                                 ;Voorstraat         ;Waterwijk         ;Lelystad ;Combinatietoestel      ;                       ;2002           ;Kunstgras              ;60,0 ;1;162382;500764;5,4959074281;52,4945354122
Speeltoestel;442 070 - Speeltuin Schateiland                     ;442 070.16   ;Duoveer                                   ;Veertoestel                                           ;Voorstraat         ;Waterwijk         ;Lelystad ;Veerelement            ;766018-                ;2002           ;Kunstgras              ;4,0  ;1;162373;500754;5,4957749755;52,4944440427
Speeltoestel;442 070 - Speeltuin Schateiland                     ;442 070.10   ; Locomotief                               ;Rood-zwart                                            ;Voorstraat         ;Waterwijk         ;Lelystad ;Speelhuis              ;M525 - Kompan          ;2002           ;Kunstgras              ;22,0 ;1;162376;500773;5,4958096927;52,4946100968
Speelplek   ;442 310 - Getijdenlaan 71                           ;442 310      ;Getijdenlaan 71                           ;binnenhofje                                           ;Getijdenlaan       ;Waterwijk         ;Lelystad ;                       ;                       ;               ;                       ;     ;1;162437;501247;5,4967205504;52,4988752754
Speeltoestel;442 310 - Getijdenlaan 71                           ;442 310.04   ;Draaischijf                               ;Draaien                                               ;Getijdenlaan       ;Waterwijk         ;Lelystad ;Draaitoestel           ;626501,0               ;1999           ;Rubbertegel            ;30,0 ;1;162441;501250;5,4967756917;52,4989016471
Speeltoestel;442 310 - Getijdenlaan 71                           ;442 310.01   ;klim- glijtoestel                         ;Plateaus                                              ;Getijdenlaan       ;Waterwijk         ;Lelystad ;Combinatietoestel      ;32.3.609 (2)           ;1997           ;Rubbertegel            ;30,0 ;1;162439;501247;5,4967463043;52,4988685111
Speeltoestel;442 310 - Getijdenlaan 71                           ;442 310.03   ;CP - Duikelrek - 1-delig - 80cm           ;Duikelen                                              ;Getijdenlaan       ;Waterwijk         ;Lelystad ;Duikelrek              ;30.2.216               ;1999           ;Rubbertegel            ;8,0  ;1;162434;501249;5,4966837762;52,4988918461
Speeltoestel;442 310 - Getijdenlaan 71                           ;442 310.02   ;Mini Play - Veerhobbel Eendenkuipje       ;Veertoestel                                           ;Getijdenlaan       ;Waterwijk         ;Lelystad ;Veerelement            ;MNP.705.001 (34.3.705) ;1997           ;Rubbertegel            ;6,0  ;1;162431;501250;5,4966287074;52,498894683
Speeltoestel;442 060 - OBS de Poolster School                    ;442 060.005  ;Tafeltennistafel Blauw                    ;Pingpongen                                            ;Oostzeestraat      ;Waterwijk         ;Lelystad ;Sporttoestel           ;PP.BL                  ;2010           ;Betontegel             ;     ;1;162108;500837;5,4918685274;52,4951911721
Speeltoestel;442 060 - OBS de Poolster School                    ;442 060.Nieuw;Spelpaal                                  ;                                                      ;Oostzeestraat      ;Waterwijk         ;Lelystad ;Speelelement           ;                       ;2019           ;Betontegel             ;     ;1;162136;500868;5,492280008;52,4954663594
Speeltoestel;442 060 - OBS de Poolster School                    ;442 060.Nieuw;Rebo Zandbak 2.9x2.2x0.4                  ;Miniplay                                              ;Oostzeestraat      ;Waterwijk         ;Lelystad ;Speelelement           ;MNP.255.032            ;2019           ;Betontegel             ;     ;1;162092;500818;5,4916335479;52,4950172948
Speeltoestel;442 060 - OBS de Poolster School                    ;442 060.Nieuw;Pleinplakkers                             ;Diverse spelen                                        ;Oostzeestraat      ;Waterwijk         ;Lelystad ;Pleinplakker           ;                       ;2019           ;Betontegel             ;     ;1;162094;500825;5,4916559452;52,4950860282
Overig      ;442 060 - OBS de Poolster School                    ;24           ;Hekwerk dubbelstaafmat                    ;30m, hoogte 1,10m.                                    ;Oostzeestraat      ;Waterwijk         ;Lelystad ;Hekwerk                ;                       ;               ;                       ;     ;1;162160;500821;5,4926374076;52,495044985
Overig      ;442 060 - OBS de Poolster School                    ;23           ;Ballenvanger dubbelstaafmat hekwerk (2�)  ;7,5m, hoogte 4,00m.                                   ;Oostzeestraat      ;Waterwijk         ;Lelystad ;Hekwerk                ;                       ;               ;                       ;     ;2;162151;500844;5,4925053818;52,4952536087
Speeltoestel;442 060 - OBS de Poolster School                    ;442 060.004  ;Multipondo                                ;                                                      ;Oostzeestraat      ;Waterwijk         ;Lelystad ;Wip                    ;H121021                ;2009           ;Rubbertegel            ;2,0  ;1;162150;500857;5,4924913674;52,4953662325
Speelplek   ;442 060 - OBS de Poolster School                    ;442 060      ;OBS de Poolster School                    ;School                                                ;Oostzeestraat      ;Waterwijk         ;Lelystad ;                       ;                       ;               ;                       ;     ;1;162136;500838;5,4922784836;52,4951972799
Speeltoestel;442 060 - OBS de Poolster School                    ;442 060.002  ;basketbalpaal                             ;                                                      ;Oostzeestraat      ;Waterwijk         ;Lelystad ;Sporttoestel           ;$70209                 ;2006           ;Asfalt                 ;200,0;1;162156;500845;5,492571807;52,4952602002
Speeltoestel;442 060 - OBS de Poolster School                    ;442 060.003  ;Minidoel                                  ;Voetballen 2x                                         ;Oostzeestraat      ;Waterwijk         ;Lelystad ;Sporttoestel           ;751365,0               ;2006           ;Asfalt                 ;30,0 ;2;162156;500816;5,4925791397;52,4950011787
Speeltoestel;442 060 - OBS de Poolster School                    ;442 060.Nieuw;Duikel duo                                ;                                                      ;Oostzeestraat      ;Waterwijk         ;Lelystad ;Duikelrek              ;PST.000.081            ;2019           ;Kunstgras              ;20,0 ;1;162156;500864;5,4925725246;52,49543734
Speeltoestel;442 060 - OBS de Poolster School                    ;442 060.Nieuw;Duikel duo                                ;BasicPlay                                             ;Oostzeestraat      ;Waterwijk         ;Lelystad ;Duikelrek              ;BBP.040.2K             ;2019           ;Kunstgras              ;15,0 ;1;162082;500809;5,4914884678;52,4949379746
Speeltoestel;442 060 - OBS de Poolster School                    ;442 060.Nieuw;T-schommel                                ;                                                      ;Oostzeestraat      ;Waterwijk         ;Lelystad ;Schommel               ;CSP.412.320            ;2019           ;Kunstgras              ;28,0 ;1;162077;500815;5,4914062893;52,4949943976
Speeltoestel;442 060 - OBS de Poolster School                    ;442 060.Nieuw;Palenwoud zonder daken                    ;                                                      ;Oostzeestraat      ;Waterwijk         ;Lelystad ;Speelelement           ;PST.120.014            ;2019           ;Kunstgras              ;98,0 ;1;162147;500866;5,4924494569;52,4954512899
Speeltoestel;442 060 - OBS de Poolster School                    ;442 060.Nieuw;Klimklautertoestel                        ;BasicPlay                                             ;Oostzeestraat      ;Waterwijk         ;Lelystad ;Speelelement           ;BPK.360.6KR            ;2019           ;Kunstgras              ;40,0 ;1;162083;500814;5,4914965278;52,4949838928
Speelplek   ;442 040 - Noordzeestraat 116                        ;442 040      ;Noordzeestraat 116                        ;64 m�                                                 ;Noordzeestraat     ;Waterwijk         ;Lelystad ;                       ;                       ;               ;                       ;     ;1;161865;500961;5,4882964791;52,4963132885
Speeltoestel;442 040 - Noordzeestraat 116                        ;442 040.04   ;Duodraai                                  ;Draaien                                               ;Noordzeestraat     ;Waterwijk         ;Lelystad ;Draaitoestel           ;766008 (PP08)          ;2007           ;Kunstgras              ;26,0 ;1;161875;500967;5,4884342832;52,4963667353
Speeltoestel;442 040 - Noordzeestraat 116                        ;442 040.02   ;CP - Duikelrek - 1-delig - 80cm           ;Duikelen                                              ;Noordzeestraat     ;Waterwijk         ;Lelystad ;Duikelrek              ;30.2.216               ;1985           ;Dekowood               ;12,0 ;1;161868;500962;5,4883350785;52,4963216138
Speeltoestel;442 040 - Noordzeestraat 116                        ;442 040.01   ;Narcis                                    ;Glij klim duikel                                      ;Noordzeestraat     ;Waterwijk         ;Lelystad ;Combinatietoestel      ;AK.711                 ;2006           ;Dekowood               ;80,0 ;1;161863;500959;5,488258435;52,4962902235
Speeltoestel;442 120 - Pijlersloot 29                            ;4423 A 03    ;Doel - gaspijp                            ;gaspijp                                               ;Pijlersloot        ;Waterwijk         ;Lelystad ;Sporttoestel           ;                       ;1985           ;Gras                   ;0,0  ;1;161616;500620;5,4846206003;52,4932439593
Speelplek   ;442 120 - Pijlersloot 29                            ;442 120      ;Pijlersloot 29                            ;Trapveld                                              ;Pijlersloot        ;Waterwijk         ;Lelystad ;                       ;                       ;               ;                       ;     ;1;161613;500640;5,4845755025;52,493425271
Overig      ;442 120 - Pijlersloot 29                            ;37           ;Ballenvanger dubbelstaafmat               ;15m, hoogte 4,00m.                                    ;Pijlersloot        ;Waterwijk         ;Lelystad ;Hekwerk                ;                       ;               ;                       ;     ;1;161608;500621;5,4845100431;52,4932539362
Overig      ;442 130 - Houkesloot 28                             ;36           ;Ballenvanger dubbelstaafmat               ;22m, hoogte 4,00m.                                    ;Houkesloot         ;Waterwijk         ;Lelystad ;Hekwerk                ;                       ;               ;                       ;     ;1;161801;500576;5,4873470826;52,4928505556
Overig      ;442 130 - Houkesloot 28                             ;35           ;Hekwerk dubbelstaafmat                    ;28m, hoogte 1,80m.                                    ;Houkesloot         ;Waterwijk         ;Lelystad ;Hekwerk                ;                       ;               ;                       ;     ;1;161797;500605;5,4872847952;52,4931082753
Overig      ;442 130 - Houkesloot 28                             ;34           ;Hekwerk dubbelstaafmat                    ;28m, hoogte 1,00m.                                    ;Houkesloot         ;Waterwijk         ;Lelystad ;Hekwerk                ;                       ;               ;                       ;     ;1;161797;500605;5,4872847952;52,4931082753
Speeltoestel;442 130 - Houkesloot 28                             ;442 130.03   ;Tornado Dean                              ;                                                      ;Houkesloot         ;Waterwijk         ;Lelystad ;Draaitoestel           ;766354 (TN 04)         ;1999           ;Rubbertegel            ;16,0 ;1;161775;500569;5,486958361;52,4927834787
Speeltoestel;442 130 - Houkesloot 28                             ;442 130.06   ;Schommel T for 2                          ;Schommelen                                            ;Houkesloot         ;Waterwijk         ;Lelystad ;Schommel               ;765940 (KF06)          ;2009           ;Rubbertegel            ;28,0 ;1;161769;500572;5,486873178;52,4928142871
Speelplek   ;442 130 - Houkesloot 28                             ;442 130      ;Houkesloot 28                             ;                                                      ;Houkesloot         ;Waterwijk         ;Lelystad ;                       ;                       ;               ;                       ;     ;1;161782;500567;5,4870625666;52,4927653263
Speeltoestel;442 130 - Houkesloot 28                             ;442 130.02   ;Mini Play - Blauwstaart                   ;Veertoestel                                           ;Houkesloot         ;Waterwijk         ;Lelystad ;Veerelement            ;MNP.706.001 (34.3.706) ;2005           ;Gras                   ;     ;1;161784;500563;5,4870994559;52,4927351876
Speeltoestel;442 130 - Houkesloot 28                             ;442 130.04   ;Doel - gaspijp                            ;gaspijp                                               ;Houkesloot         ;Waterwijk         ;Lelystad ;Sporttoestel           ;                       ;2000           ;Gras                   ;0,0  ;2;161797;500588;5,4872848846;52,492952974
Speeltoestel;442 130 - Houkesloot 28                             ;442 130.01   ;JP 308 Combinatietoestel                  ;                                                      ;Houkesloot         ;Waterwijk         ;Lelystad ;Combinatietoestel      ;JGP.308.501            ;2018           ;Kunstgras              ;36,0 ;1;161797;500588;5,4872848846;52,492952974
Speeltoestel;442 100 - Biesbosstraat 46                          ;442 100 03   ;Basketbalpaal                             ;bord                                                  ;Biesbosstraat      ;Waterwijk         ;Lelystad ;Sporttoestel           ;--                     ;1996           ;Klinkers               ;0,0  ;1;161583;500916;5,4841476185;52,4959063065
Speeltoestel;442 100 - Biesbosstraat 46                          ;442 100 02   ;Motor                                     ;Veertoestel                                           ;Biesbosstraat      ;Waterwijk         ;Lelystad ;Veerelement            ;AK.743a                ;1996           ;Klinkers               ;0,0  ;1;161563;500926;5,483853022;52,4959980384
Speeltoestel;442 100 - Biesbosstraat 46                          ;442 100 04   ;Basketbalpaal                             ;bord                                                  ;Biesbosstraat      ;Waterwijk         ;Lelystad ;Sporttoestel           ;--                     ;1996           ;Betontegel             ;0,0  ;1;161563;500919;5,483842863;52,4959314505
Speeltoestel;442 100 - Biesbosstraat 46                          ;442 100 07   ;Street doel                               ;Zwart poedercoat                                      ;Biesbosstraat      ;Waterwijk         ;Lelystad ;Sporttoestel           ;                       ;2005           ;Betontegel             ;     ;2;161563;500918;5,4838468368;52,4959305486
Speeltoestel;442 100 - Biesbosstraat 46                          ;442 100 05   ;Streetdoel                                ;                                                      ;Biesbosstraat      ;Waterwijk         ;Lelystad ;Sporttoestel           ;                       ;1996           ;Betontegel             ;0,0  ;1;161582;500918;5,4841254359;52,4959301411
Speeltoestel;442 100 - Biesbosstraat 46                          ;442 100 01   ;Roos                                      ;klimmen/schommelen/duikelen                           ;Biesbosstraat      ;Waterwijk         ;Lelystad ;Combinatietoestel      ;AK.714                 ;1996           ;Rubbertegel            ;49,0 ;1;161561;500916;5,4838185089;52,4959051375
Speelplek   ;442 100 - Biesbosstraat 46                          ;442 100      ;Biesbosstraat 46                          ;                                                      ;Biesbosstraat      ;Waterwijk         ;Lelystad ;                       ;                       ;               ;                       ;     ;1;161558;500918;5,4837684897;52,4959262986
