FID,fotonaam,fotonummer,fotodatum,fototijd,camera,diafragma,sluitertijd,x,y,z,roll,pitch,yaw,gdb_geomattr_data,shape
beeldmiddenoverzicht_lrl_2017.1,2017_10_16_10_58_16_509300654_RGB_lrl,509300654,2017-10-16,10:58:16,UC-E-1-30912269-f100,6.7,125,186249.2,490494.426,4786.546,0.1181,-0.6943,359.8646,,POINT (186255.55570000038 490495.1559999995)
beeldmiddenoverzicht_lrl_2017.2,2017_10_16_10_58_29_509300655_RGB_lrl,509300655,2017-10-16,10:58:29,UC-E-1-30912269-f100,6.7,125,187501.632,490492.178,4796.608,0.0883,-0.5332,0.5741,,POINT (187509.60990000144 490493.0329999998)
beeldmiddenoverzicht_lrl_2017.3,2017_10_16_10_58_42_509300656_RGB_lrl,509300656,2017-10-16,10:58:42,UC-E-1-30912269-f100,6.7,125,188749.158,490522.997,4789.017,0.1617,-0.3778,1.1699,,POINT (188757.31799999997 490524.00979999825)
beeldmiddenoverzicht_lrl_2017.4,2017_10_16_10_58_55_509300657_RGB_lrl,509300657,2017-10-16,10:58:55,UC-E-1-30912269-f100,6.7,125,189996.447,490530.788,4789.999,0.3065,-0.3878,0.1507,,POINT (190009.3328000009 490531.63280000165)
beeldmiddenoverzicht_lrl_2017.5,2017_10_16_10_59_07_509300658_RGB_lrl,509300658,2017-10-16,10:59:07,UC-E-1-30912269-f100,6.7,125,191228.586,490523.198,4791.097,-0.0313,-0.2891,359.6661,,POINT (191236.89090000093 490524.1499999985)
beeldmiddenoverzicht_lrl_2017.6,2017_10_16_10_59_20_509300659_RGB_lrl,509300659,2017-10-16,10:59:20,UC-E-1-30912269-f100,6.7,125,192466.216,490513.336,4791.896,-0.1269,-0.0806,359.9216,,POINT (192474.47989999875 490514.3786999993)
beeldmiddenoverzicht_lrl_2017.7,2017_10_16_10_59_32_509300660_RGB_lrl,509300660,2017-10-16,10:59:32,UC-E-1-30912269-f100,6.7,125,193714.149,490501.567,4790.444,0.0319,-0.1271,359.9279,,POINT (193722.4397 490502.6627999991)
beeldmiddenoverzicht_lrl_2017.8,2017_10_16_10_59_45_509300661_RGB_lrl,509300661,2017-10-16,10:59:45,UC-E-1-30912269-f100,6.7,125,194949.898,490501.928,4786.28,-0.0831,-0.1614,359.956,,POINT (194958.12999999896 490503.06909999996)
beeldmiddenoverzicht_lrl_2017.9,2017_10_16_10_59_58_509300662_RGB_lrl,509300662,2017-10-16,10:59:58,UC-E-1-30912269-f100,6.7,125,196186.84,490506.497,4788.713,-0.1422,-0.2393,0.2036,,POINT (196196.51209999993 490507.81340000033)
beeldmiddenoverzicht_lrl_2017.10,2017_10_16_11_00_11_509300663_RGB_lrl,509300663,2017-10-16,11:00:11,UC-E-1-30912269-f100,6.7,125,197434.891,490516.698,4790.983,-0.0285,-0.1897,0.1424,,POINT (197443.15370000154 490518.0584000014)
