FID,x,y,id,complex_naam,complex_code,dsk_kw_code,naam,omschrijving,beheerobjectsoort,aard,netwerk,route,relatie_tot_weg,rdx,rdy,stichtingsjaar,archiefcode,beheerder_instantieid,beheerder,beheerder_id,se_anno_cad_data,gdb_geomattr_data,shape
grondkering.203,97008,450076,1306,30H 163,30H-163,30H-163-01,naam onbekend,Damwand noordzijde afrit 8-Bleiswijk,Grondkering,Droog,HWN,A 12,niet RW,97.008,450.076,,30H-163-00,1217,n.v.t.,1217,,,POINT (97008 450076)
grondkering.288,75978,435180,1805,Damwand Thomassentunnel,37D-132,37D-132-01,Damwand Thomassentunnel,"Grondkering langs rijksweg 15 HRL hm. 37,8",Grondkering,Droog,HWN,A15,niet RW,75.978,435.18,2001,37D-132-00,1670,RWS WNZ / WNZ District Zuid,1670,,,POINT (75978 435180)
grondkering.289,74670,435387,1807,Grondkering Havenspoorlijn,37D-134,37D-134-01,Grondkering Havenspoorlijn,"Grondkering langs de Havenspoorlijn hm 36,4",Grondkering,Droog,HWN,A15,niet RW,74.67,435.387,1999,37D-134-00,882,NS / Prorail,882,,,POINT (74670 435387)
grondkering.293,73931,435701,1811,Combiwand Harmsenbrug,37D-139,37D-139-01,Combiwand Harmsenbrug,Grondkering langs het Hartelkanaal nabij Harmsenbrug,Grondkering,Droog,HWN,A15,niet RW,73.931,435.701,1999,37D-139-00,1670,RWS WNZ / WNZ District Zuid,1670,,,POINT (73931 435701)
grondkering.344,108358,428051,2003,Mast 9,38C-145,38C-145-01,Mast 9,Grondkerende constructie ter bescherming van hoogspanningsmast,Grondkering,Droog,HWN,A15,niet RW,108.358,428.051,1992,38C-145-00,1670,RWS WNZ / WNZ District Zuid,1670,,,POINT (108358 428051)
grondkering.345,108591,427961,2004,Mast 8,38C-146,38C-146-01,Mast 8,Grondkerende constructie ter bescherming van hoogspanningsmast,Grondkering,Droog,HWN,A15,niet RW,108.591,427.961,1992,38C-146-00,1670,RWS WNZ / WNZ District Zuid,1670,,,POINT (108591 427961)
grondkering.2313,91368,465949,4684,Geluidsscherm Rijnzichtviadukt,30F-1252,30F-1252-04,naam onbekend,Keerwand langs de Zuidwestelijke toerit,Grondkering,Droog,HWN,A44,niet RW,91.368,465.949,1997,30F-1252-00,1669,RWS WNZ / WNZ District Noord,1669,,,POINT (91368 465949)
grondkering.2314,91395,466176,4685,Geluidsscherm Rijnzichtviadukt,30F-1252,30F-1252-05,naam onbekend,Keerwand langs de Noordelijke afrit,Grondkering,Droog,HWN,A44,niet RW,91.395,466.176,1997,30F-1252-00,1669,RWS WNZ / WNZ District Noord,1669,,,POINT (91395 466176)
grondkering.2315,91447,466101,4688,Geluidsscherm Rijnzichtviadukt,30F-1252,30F-1252-08,naam onbekend,Keerwand langs de Noordoostelijke toerit,Grondkering,Droog,HWN,A44,niet RW,91.447,466.101,1997,30F-1252-00,1669,RWS WNZ / WNZ District Noord,1669,,,POINT (91447 466101)
grondkering.2346,85145,453296,4719,Prins Clausplein,30G-001,30G-00115,Prins Clausplein Keerwand,Keerwand tussen afslag Den Haag - Rotterdam/Amsterdam en spoorlijn,Grondkering,Droog,HWN,A12,niet RW,85.145,453.296,1982,30G-197-00,1669,RWS WNZ / WNZ District Noord,1669,,,POINT (85145 453296)
grondkering.2383,83628,454223,4760,Keermuur Utrechtsebaan ,30G-178,30G-178-01,Keermuur Utrechtsebaan,Keermuur langs de Utrechtsebaan links,Grondkering,Droog,HWN,A12,niet RW,83.628,454.223,1976,30G-178-00,1669,RWS WNZ / WNZ District Noord,1669,,,POINT (83628 454223)
grondkering.2391,85010,453420,4768,Damwand Sligro,30G-200,30G-200-01,Damwand Sligro,Damwand langs de noordzijde rijksweg t.h.v. Sligro,Grondkering,Droog,HWN,A12,niet RW,85.01,453.42,1980,30G-200-00,1669,RWS WNZ / WNZ District Noord,1669,,,POINT (85010 453420)
grondkering.2392,84308,453816,4769,Damwand Voorburg,30G-202,30G-202-01,Damwand Voorburg,Damwand toe- en afrit Voorburg,Grondkering,Droog,HWN,A12,niet RW,84.308,453.816,1980,30G-202-00,1669,RWS WNZ / WNZ District Noord,1669,,,POINT (84308 453816)
grondkering.2400,85089,457265,4777,Terre-armeewand Mariahoeve,30G-227,30G-227-01,Terre-armeewand Mariahoeve,Terre armeewand langs westzijde rijkweg,Grondkering,Droog,HWN,N14,niet RW,85.089,457.265,2003,30G-227-00,1669,RWS WNZ / WNZ District Noord,1669,,,POINT (85089 457265)
grondkering.2408,84748,453572,4785,Damwand Huygensstraat,30G-631,30G-631-01,Damwand Huygensstraat,Damwand langsde noordzijde rijksweg 12 t.h.v. Huygensstraat,Grondkering,Droog,HWN,A12,niet RW,84.748,453.572,1980,30G-631-00,1669,RWS WNZ / WNZ District Noord,1669,,,POINT (84748 453572)
grondkering.2450,92500,459500,4832,Damwand,30H-161,30H-161-01,Damwand,"Damwand langs Meerburgerwatering, hm. 35.3+50 - 38.6+35",Grondkering,Droog,HWN,A4,niet RW,92.5,459.5,1990,30H-161-00,1669,RWS WNZ / WNZ District Noord,1669,,,POINT (92500 459500)
grondkering.3099,69773,439371,5503,Rijnwegviaduct,37A-101,37A-101-03,Rijnwegviaduct Terre Armée west,Grondkering ten westen van viaduct,Grondkering,Droog,HWN,A15,niet RW,69.773,439.371,2001,37A-101-00,1670,RWS WNZ / WNZ District Zuid,1670,,,POINT (69773 439371)
grondkering.3100,70079,439238,5504,Rijnwegviaduct,37A-101,37A-101-04,Rijnwegviaduct Terre Armée oost,Grondkering ten oosten van viaduct,Grondkering,Droog,HWN,A15,niet RW,70.079,439.238,2001,37A-101-00,1670,RWS WNZ / WNZ District Zuid,1670,,,POINT (70079 439238)
grondkering.3101,70249,439092,5505,Rijnwegviaduct,37A-101,37A-101-05,Rijnwegviaduct damwand,Grondkering langs toerit,Grondkering,Droog,HWN,A15,niet RW,70.249,439.092,2001,37A-101-00,1670,RWS WNZ / WNZ District Zuid,1670,,,POINT (70249 439092)
grondkering.3120,71856,437517,5524,Merwedewegviaduct,37B-120,37B-120-03,Merwedewegviaduct Terre Armée zuid,Grondkering ten zuiden van viaduct,Grondkering,Droog,HWN,A15,niet RW,71.856,437.517,1999,37B-120-00,1670,RWS WNZ / WNZ District Zuid,1670,,,POINT (71856 437517)
grondkering.3121,71769,437772,5525,Merwedewegviaduct,37B-120,37B-120-04,Merwedewegviaduct Terre Armée noord,Grondkering ten noorden van viaduct,Grondkering,Droog,HWN,A15,niet RW,71.769,437.772,1999,37B-120-00,1670,RWS WNZ / WNZ District Zuid,1670,,,POINT (71769 437772)
grondkering.3154,77675,432367,5558,Damwand Welplaat tracé,37D-120,37D-120-01,Damwand oost Welplaat tracé,Oostelijke Grondkering (Chemiehaven - Nieuwe Waterweg),Grondkering,Droog,HWN,A15,niet RW,77.675,432.367,1992,37D-120-00,1670,RWS WNZ / WNZ District Zuid,1670,,,POINT (77675 432367)
grondkering.3155,77650,432359,5559,Damwand Welplaat tracé,37D-120,37D-120-02,Damwand west Welplaat tracé,Westelijke Grondkering (Chemiehaven - Nieuwe Waterweg),Grondkering,Droog,HWN,A15,niet RW,77.65,432.359,1992,37D-120-00,1670,RWS WNZ / WNZ District Zuid,1670,,,POINT (77650 432359)
grondkering.3156,71905,437427,5560,Terre Armee de Beer,37D-122,37D-122-01,Terre Armée de Beer,Grondkering nabij Hotel de Beer,Grondkering,Droog,HWN,A15,niet RW,71.905,437.427,1998,37D-122-00,1670,RWS WNZ / WNZ District Zuid,1670,,,POINT (71905 437427)
grondkering.3157,72725,436708,5561,Damwand Q8,37D-123,37D-123-01,Damwand Q8,Grondkering nabij tankstation Q8,Grondkering,Droog,HWN,A15,niet RW,72.725,436.708,2001,37D-123-00,1670,RWS WNZ / WNZ District Zuid,1670,,,POINT (72725 436708)
grondkering.3176,90048,438709,5580,Knooppunt Kleinpolderplein,37E-003,37E-00318,Keerwand Schansweg,Keerwand langs Schansweg,Grondkering,Droog,HWN,A20,niet RW,90.048,438.709,1969,37E-003-00,1669,RWS WNZ / WNZ District Noord,1669,,,POINT (90048 438709)
grondkering.3241,82300,449600,5659,Damwand verdiepte ligging,37E-160,37E-160-01,Damwand ,Damwand verdiepte ligging,Grondkering,Droog,HWN,A4,niet RW,82.3,449.6,1978,37E-160-00,1669,RWS WNZ / WNZ District Noord,1669,,,POINT (82300 449600)
grondkering.3299,91754,439453,5719,Damwand Noorderkanaal,37F-121,37F-121-01,Damwand Noorderkanaal,Damwand tussen Noorderkanaal en de rijksweg ,Grondkering,Droog,HWN,A20,niet RW,91.754,439.453,1968,37F-121-00,1669,RWS WNZ / WNZ District Noord,1669,,,POINT (91754 439453)
grondkering.3349,84726,437368,5772,Geluidscherm Vlaardingen,37G-1250,37G-1250-01,Keerwand Nieuwland,"Keerwand langs rw 4 hm, 70,5+0",Grondkering,Droog,HWN,A4,niet RW,84.726,437.368,2001,37G-1250-00,1669,RWS WNZ / WNZ District Noord,1669,,,POINT (84726 437368)
grondkering.3437,96483,436323,5866,Kralingse Plein,37H-005,37H-005-09,Kralingseplein keerwand,"Grondkering langs oprit naar rijksweg 16 hm 19,8b",Grondkering,Droog,HWN,A16,niet RW,96.483,436.323,1987,37H-165-00,1669,RWS WNZ / WNZ District Noord,1669,,,POINT (96483 436323)
grondkering.3626,134928,443678,6063,38F 1250,38F-1250,38F-1250-05,naam onbekend,Damwandconstructie westzijde RW2 nabij de Biezenbruggen,Grondkering,Droog,HWN,A2,niet RW,134.928,443.678,1997,38F-1250-00,1676,RWS MN / MN District Zuid,1676,,,POINT (134928 443678)
grondkering.4803,104507,397403,7300,50A 110,50A-110,50A-110-01,naam onbekend,Keerwand,Grondkering,Droog,HWN,A58,niet RW,104.507,397.403,1996,50A-110-00,1682,RWS ZN / ZN District West,1682,,,POINT (104507 397403)
grondkering.5613,77780,381710,8206,Boompjesdijk,49D-120,49D-120-01,Boompjesdijk,Damwand langs de rijksweg in de Boompjesdijk,Grondkering,Droog,HWN,A4,niet RW,77.78,381.71,1991,49D-120-00,1682,RWS ZN / ZN District West,1682,,,POINT (77780 381710)
grondkering.5614,78572,379089,8207,Schenkeldijk,49D-121,49D-121-01,Schenkeldijk,Damwand langs de rijksweg in de Schenkeldijk,Grondkering,Droog,HWN,A4,niet RW,78.572,379.089,1991,49D-121-00,1682,RWS ZN / ZN District West,1682,,,POINT (78572 379089)
grondkering.5615,78940,378409,8208,Nieuwe Dijk,49D-122,49D-122-01,Nieuwe Dijk,Damwand langs de rijksweg in de Nieuwe Dijk,Grondkering,Droog,HWN,A4,niet RW,78.94,378.409,1991,49D-122-00,1682,RWS ZN / ZN District West,1682,,,POINT (78940 378409)
grondkering.5669,92753,439602,8277,Damwand Noorderkanaal,37F-135,37F-135-01,Damwand Noorderkanaaal,"Damwand langs het Noorderkanaal t.h.v. rijksweg 20 (hm.32,1+30)",Grondkering,Droog,HWN,A20,niet RW,92.753,439.602,1996,37F-135-00,1669,RWS WNZ / WNZ District Noord,1669,,,POINT (92753 439602)
grondkering.5676,185706,562678,8290,Galama,11A-111,11A-111-05,Keerwand,Wandconstructie terre armee,Grondkering,Droog,HWN,A32,niet RW,185.706,562.678,1990,11A-111-05,1686,RWS NN / NN District West,1686,,,POINT (185706 562678)
grondkering.5677,85080,453320,8292,Damwand Voorburg,30G-202,30G-202-02,Naam Onbekend,Damwand ten zuiden van RW12 (Verwijderen: betreft OD onder BO01),Grondkering,Droog,HWN,A12,niet RW,85.08,453.32,1980,30G-202-02,1217,n.v.t.,1217,,,POINT (85080 453320)
grondkering.5683,104055,423201,8303,Mijlweg,44A-306,44A-306-01,Mijlweg,Keerwand langs rijksweg 16,Grondkering,Droog,HWN,A16,niet RW,104.055,423.201,1976,44A-306-00,1670,RWS WNZ / WNZ District Zuid,1670,,,POINT (104055 423201)
grondkering.5808,104085,423735,8441,Glazenstraat,44A-300,44A-300-05,Glazenstraat Westelijke keerwand,Westelijke keerwand (Leeuwenhoekstraat),Grondkering,Droog,HWN,A16,niet RW,104.085,423.735,1973,44A-300-00,1670,RWS WNZ / WNZ District Zuid,1670,,,POINT (104085 423735)
grondkering.5809,104178,424060,8442,Glazenstraat,44A-300,44A-300-06,Glazenstraat Oostelijke keerwand,Oostelijke keerwand (Diepenbrockweg),Grondkering,Droog,HWN,A16,niet RW,104.178,424.06,1973,44A-300-00,1670,RWS WNZ / WNZ District Zuid,1670,,,POINT (104178 424060)
grondkering.5978,238331,487253,8696,28D 116,28D-116,28D-116-01,28D 116,Keerwand t.b.v. hoogspanningsmasten,Grondkering,Droog,HWN,,in RW,238.331,487.253,1994,28D-116-01,1678,RWS ON / ON District Oost,1678,,,POINT (238331 487253)
