Kenteken,Carrosserie volgnummer,Carrosserie voertuig nummer code volgnummer,Carrosseriecode,Carrosserie voertuig nummer Europese omschrijving
0199ZZ,1,1,01,Open laadvloer
01BB31,1,1,03,Gesloten opbouw
01BBB4,1,1,03,Gesloten opbouw
01BBB6,1,1,18,Vuilniswagen
01BBB9,1,1,04,Geconditioneerd met temperatuurregeling
01BBF7,1,1,31,Brandweerwagen
01BBFF,1,1,03,Gesloten opbouw
01BBG6,1,1,19,"Straatveger, straatreiniger, rioolzuiger"
01BBG7,1,1,14,Voor vervoer voertuigen
01BBH1,1,1,07,Afneembare bovenbouw
01BBJ4,1,1,04,Geconditioneerd met temperatuurregeling
01BBJ5,1,1,12,Tank voor vervoer gevaarlijke stoffen
01BBK9,1,1,03,Gesloten opbouw
01BBL3,1,1,04,Geconditioneerd met temperatuurregeling
01BBL6,1,1,06,Huifopbouw
01BBLH,1,1,14,Voor vervoer voertuigen
01BBN9,1,1,02,Neerklapbare zijschotten
01BBP1,1,1,02,Neerklapbare zijschotten
01BBP7,1,1,06,Huifopbouw
01BBP8,1,1,05,Geconditioneerd zonder temp. regeling
01BBP9,1,1,03,Gesloten opbouw
01BBS5,1,1,02,Neerklapbare zijschotten
01BBT8,1,1,03,Gesloten opbouw
01BBT9,1,1,09,Voertuig met haakarm
01BBV1,1,1,01,Open laadvloer
01BBV5,1,1,02,Neerklapbare zijschotten
01BBV7,1,1,06,Huifopbouw
01BBX1,1,1,31,Brandweerwagen
01BDB1,1,1,03,Gesloten opbouw
01BDB5,1,1,03,Gesloten opbouw
01BDB9,1,1,01,Open laadvloer
01BDD2,1,1,23,Voor detailhandel- / expositiedoeleinden
01BDD3,1,1,03,Gesloten opbouw
01BDDL,1,1,03,Gesloten opbouw
01BDF5,1,1,06,Huifopbouw
01BDF8,1,1,03,Gesloten opbouw
01BDFK,1,1,03,Gesloten opbouw
01BDG1,1,1,03,Gesloten opbouw
01BDGF,1,1,03,Gesloten opbouw
01BDK6,1,1,31,Brandweerwagen
01BDK8,1,1,18,Vuilniswagen
01BDK9,1,1,06,Huifopbouw
01BDL7,1,1,14,Voor vervoer voertuigen
01BDL8,1,1,24,Takelwagen
01BDL9,1,1,03,Gesloten opbouw
01BDN2,1,1,02,Neerklapbare zijschotten
01BDN3,1,1,31,Brandweerwagen
01BDN7,1,1,03,Gesloten opbouw
01BDNL,1,1,03,Gesloten opbouw
01BDP2,1,1,08,Containercarrier
01BDP3,1,1,03,Gesloten opbouw
01BDR3,1,1,06,Huifopbouw
01BDR4,1,1,03,Gesloten opbouw
01BDR5,1,1,03,Gesloten opbouw
01BDR7,1,1,04,Geconditioneerd met temperatuurregeling
01BDS5,1,1,04,Geconditioneerd met temperatuurregeling
01BDS6,1,1,10,Kipper
01BDS8,1,1,08,Containercarrier
01BDT3,1,1,04,Geconditioneerd met temperatuurregeling
01BDT6,1,1,99,Niet in deze lijst opgenomen carrosserie
01BDT9,1,1,13,Veewagen
01BDV4,1,1,03,Gesloten opbouw
01BDV8,1,1,03,Gesloten opbouw
01BDX4,1,1,03,Gesloten opbouw
01BDX5,1,1,14,Voor vervoer voertuigen
01BDX6,1,1,09,Voertuig met haakarm
01BDX9,1,1,01,Open laadvloer
01BDZ3,1,1,03,Gesloten opbouw
01BDZ9,1,1,99,Niet in deze lijst opgenomen carrosserie
01BFD4,1,1,08,Containercarrier
01BFD9,1,1,03,Gesloten opbouw
01BFF7,1,1,10,Kipper
01BFFL,1,1,03,Gesloten opbouw
01BFG2,1,1,03,Gesloten opbouw
01BFG5,1,1,14,Voor vervoer voertuigen
01BFGT,1,1,03,Gesloten opbouw
01BFH8,1,1,01,Open laadvloer
01BFJ4,1,1,03,Gesloten opbouw
01BFJ6,1,1,03,Gesloten opbouw
01BFJ9,1,1,06,Huifopbouw
01BFJG,1,1,14,Voor vervoer voertuigen
01BFK6,1,1,06,Huifopbouw
01BFL2,1,1,03,Gesloten opbouw
01BFL5,1,1,10,Kipper
01BFL8,1,1,10,Kipper
01BFN1,1,1,09,Voertuig met haakarm
01BFNR,1,1,03,Gesloten opbouw
01BFR6,1,1,03,Gesloten opbouw
01BFS6,1,1,04,Geconditioneerd met temperatuurregeling
01BFS9,1,1,04,Geconditioneerd met temperatuurregeling
01BFT9,1,1,03,Gesloten opbouw
01BFV3,1,1,07,Afneembare bovenbouw
01BFV6,1,1,31,Brandweerwagen
01BFX1,1,1,06,Huifopbouw
01BFX4,1,1,14,Voor vervoer voertuigen
01BFX7,1,1,03,Gesloten opbouw
01BFZ1,1,1,04,Geconditioneerd met temperatuurregeling
01BFZ3,1,1,08,Containercarrier
01BFZ7,1,1,10,Kipper
01BGD2,1,1,02,Neerklapbare zijschotten
01BGD6,1,1,09,Voertuig met haakarm
01BGF6,1,1,18,Vuilniswagen
01BGF8,1,1,18,Vuilniswagen
01BGG1,1,1,03,Gesloten opbouw
01BGG6,1,1,07,Afneembare bovenbouw
01BGG7,1,1,01,Open laadvloer
01BGH1,1,1,12,Tank voor vervoer gevaarlijke stoffen
01BGH8,1,1,18,Vuilniswagen
01BGH9,1,1,03,Gesloten opbouw
01BGHD,1,1,03,Gesloten opbouw
01BGJ1,1,1,08,Containercarrier
01BGJ3,1,1,26,Kraanwagen
01BGJ3,1,2,01,Open laadvloer
01BGK4,1,1,10,Kipper
01BGK6,1,1,03,Gesloten opbouw
01BGL7,1,1,14,Voor vervoer voertuigen
01BGN4,1,1,04,Geconditioneerd met temperatuurregeling
01BGNP,1,1,03,Gesloten opbouw
01BGNV,1,1,03,Gesloten opbouw
01BGP1,1,1,04,Geconditioneerd met temperatuurregeling
01BGP6,1,1,04,Geconditioneerd met temperatuurregeling
01BGP8,1,1,08,Containercarrier
01BGPV,1,1,03,Gesloten opbouw
01BGR1,1,1,15,Betonmixer
01BGR8,1,1,03,Gesloten opbouw
01BGS1,1,1,06,Huifopbouw
01BGT2,1,1,03,Gesloten opbouw
01BGT4,1,1,14,Voor vervoer voertuigen
01BGT6,1,1,03,Gesloten opbouw
01BGT7,1,1,03,Gesloten opbouw
01BGT8,1,1,04,Geconditioneerd met temperatuurregeling
01BGX1,1,1,03,Gesloten opbouw
01BGX2,1,1,03,Gesloten opbouw
01BGX8,1,1,04,Geconditioneerd met temperatuurregeling
01BHD1,1,1,08,Containercarrier
01BHDL,1,1,03,Gesloten opbouw
01BHF6,1,1,03,Gesloten opbouw
01BHG2,1,1,09,Voertuig met haakarm
01BHGT,1,1,27,Hoogwerker
01BHH1,1,1,09,Voertuig met haakarm
01BHH7,1,1,06,Huifopbouw
01BHH9,1,1,09,Voertuig met haakarm
01BHJ4,1,1,06,Huifopbouw
01BHJ6,1,1,09,Voertuig met haakarm
01BHK4,1,1,05,Geconditioneerd zonder temp. regeling
01BHK5,1,1,06,Huifopbouw
01BHL3,1,1,02,Neerklapbare zijschotten
01BHL5,1,1,10,Kipper
01BHL8,1,1,03,Gesloten opbouw
01BHL9,1,1,09,Voertuig met haakarm
01BHN4,1,1,03,Gesloten opbouw
01BHN8,1,1,31,Brandweerwagen
01BHN9,1,1,03,Gesloten opbouw
01BHND,1,1,03,Gesloten opbouw
01BHP2,1,1,03,Gesloten opbouw
01BHP3,1,1,04,Geconditioneerd met temperatuurregeling
01BHP4,1,1,04,Geconditioneerd met temperatuurregeling
01BHP7,1,1,08,Containercarrier
01BHPJ,1,1,03,Gesloten opbouw
01BHR8,1,1,03,Gesloten opbouw
01BHRD,1,1,03,Gesloten opbouw
01BHRX,1,1,03,Gesloten opbouw
01BHS8,1,1,13,Veewagen
01BHT2,1,1,04,Geconditioneerd met temperatuurregeling
01BHT9,1,1,10,Kipper
01BHTX,1,1,03,Gesloten opbouw
01BHV1,1,1,03,Gesloten opbouw
01BHV5,1,1,03,Gesloten opbouw
01BHV6,1,1,18,Vuilniswagen
01BHV9,1,1,18,Vuilniswagen
01BHVT,1,1,03,Gesloten opbouw
01BHX1,1,1,03,Gesloten opbouw
01BHX3,1,1,10,Kipper
01BJB1,1,1,01,Open laadvloer
01BJB7,1,1,07,Afneembare bovenbouw
01BJB8,1,1,03,Gesloten opbouw
01BJD4,1,1,07,Afneembare bovenbouw
01BJD8,1,1,04,Geconditioneerd met temperatuurregeling
01BJD9,1,1,18,Vuilniswagen
01BJF1,1,1,23,Voor detailhandel- / expositiedoeleinden
01BJF2,1,1,01,Open laadvloer
01BJF7,1,1,31,Brandweerwagen
01BJG2,1,1,03,Gesloten opbouw
01BJG3,1,1,09,Voertuig met haakarm
01BJG4,1,1,23,Voor detailhandel- / expositiedoeleinden
01BJH1,1,1,01,Open laadvloer
01BJH7,1,1,03,Gesloten opbouw
01BJH8,1,1,07,Afneembare bovenbouw
01BJH9,1,1,04,Geconditioneerd met temperatuurregeling
01BJJ2,1,1,04,Geconditioneerd met temperatuurregeling
01BJJR,1,1,03,Gesloten opbouw
01BJL2,1,1,01,Open laadvloer
01BJL3,1,1,02,Neerklapbare zijschotten
01BJL6,1,1,04,Geconditioneerd met temperatuurregeling
01BJL9,1,1,27,Hoogwerker
01BJN2,1,1,09,Voertuig met haakarm
01BJN6,1,1,03,Gesloten opbouw
01BJN7,1,1,03,Gesloten opbouw
01BJNJ,1,1,03,Gesloten opbouw
01BJNZ,1,1,10,Kipper
01BJP1,1,1,03,Gesloten opbouw
01BJP3,1,1,02,Neerklapbare zijschotten
01BJP5,1,1,02,Neerklapbare zijschotten
01BJR2,1,1,13,Veewagen
01BJR3,1,1,09,Voertuig met haakarm
01BJR5,1,1,13,Veewagen
01BJR6,1,1,04,Geconditioneerd met temperatuurregeling
01BJRT,1,1,03,Gesloten opbouw
01BJRZ,1,1,30,Resteelwagen
01BJS8,1,1,12,Tank voor vervoer gevaarlijke stoffen
01BJT1,1,1,14,Voor vervoer voertuigen
01BJT2,1,1,06,Huifopbouw
01BJT6,1,1,06,Huifopbouw
01BJTD,1,1,03,Gesloten opbouw
01BJV4,1,1,03,Gesloten opbouw
01BJVX,1,1,10,Kipper
01BJX1,1,1,04,Geconditioneerd met temperatuurregeling
01BJX9,1,1,09,Voertuig met haakarm
01BJZ1,1,1,09,Voertuig met haakarm
01BJZ2,1,1,03,Gesloten opbouw
01BJZ3,1,1,10,Kipper
01BJZ4,1,1,04,Geconditioneerd met temperatuurregeling
01BJZ7,1,1,03,Gesloten opbouw
01BJZV,1,1,03,Gesloten opbouw
01BKB3,1,1,03,Gesloten opbouw
01BKB5,1,1,10,Kipper
01BKB8,1,1,10,Kipper
01BKBB,1,1,03,Gesloten opbouw
01BKD3,1,1,07,Afneembare bovenbouw
01BKD9,1,1,07,Afneembare bovenbouw
01BKDT,1,1,03,Gesloten opbouw
01BKF4,1,1,03,Gesloten opbouw
01BKF8,1,1,09,Voertuig met haakarm
01BKFK,1,1,03,Gesloten opbouw
01BKG3,1,1,03,Gesloten opbouw
01BKH8,1,1,08,Containercarrier
01BKJ1,1,1,04,Geconditioneerd met temperatuurregeling
01BKJ4,1,1,03,Gesloten opbouw
01BKJB,1,1,03,Gesloten opbouw
01BKK2,1,1,01,Open laadvloer
01BKK6,1,1,09,Voertuig met haakarm
01BKKG,1,1,03,Gesloten opbouw
01BKL3,1,1,06,Huifopbouw
01BKL8,1,1,15,Betonmixer
01BKN5,1,1,03,Gesloten opbouw
01BKN6,1,1,03,Gesloten opbouw
01BKN7,1,1,03,Gesloten opbouw
01BKP3,1,1,09,Voertuig met haakarm
01BKP6,1,1,04,Geconditioneerd met temperatuurregeling
01BKP8,1,1,07,Afneembare bovenbouw
01BKP9,1,1,14,Voor vervoer voertuigen
01BKR4,1,1,10,Kipper
01BKR6,1,1,04,Geconditioneerd met temperatuurregeling
01BKR7,1,1,18,Vuilniswagen
01BKR9,1,1,08,Containercarrier
01BKS1,1,1,03,Gesloten opbouw
01BKS2,1,1,03,Gesloten opbouw
01BKS6,1,1,07,Afneembare bovenbouw
01BKS9,1,1,08,Containercarrier
01BKSJ,1,1,03,Gesloten opbouw
01BKSX,1,1,03,Gesloten opbouw
01BKT1,1,1,10,Kipper
01BKT2,1,1,26,Kraanwagen
01BKT2,2,1,01,Open laadvloer
01BKV1,1,1,14,Voor vervoer voertuigen
01BKV2,1,1,14,Voor vervoer voertuigen
01BKV4,1,1,04,Geconditioneerd met temperatuurregeling
01BKV8,1,1,05,Geconditioneerd zonder temp. regeling
01BKVN,1,1,03,Gesloten opbouw
01BKX1,1,1,08,Containercarrier
01BKX2,1,1,31,Brandweerwagen
01BKX3,1,1,08,Containercarrier
01BKX4,1,1,05,Geconditioneerd zonder temp. regeling
01BKX6,1,1,18,Vuilniswagen
01BKX7,1,1,99,Niet in deze lijst opgenomen carrosserie
01BKX7,1,2,01,Open laadvloer
01BKX8,1,1,10,Kipper
01BKZ4,1,1,06,Huifopbouw
01BLB2,1,1,03,Gesloten opbouw
01BLB3,1,1,03,Gesloten opbouw
01BLB7,1,1,03,Gesloten opbouw
01BLB8,1,1,27,Hoogwerker
01BLD1,1,1,03,Gesloten opbouw
01BLDT,1,1,03,Gesloten opbouw
01BLF1,1,1,04,Geconditioneerd met temperatuurregeling
01BLF2,1,1,10,Kipper
01BLF3,1,1,01,Open laadvloer
01BLF9,1,1,99,Niet in deze lijst opgenomen carrosserie
01BLG2,1,1,19,"Straatveger, straatreiniger, rioolzuiger"
01BLG3,1,1,02,Neerklapbare zijschotten
01BLG4,1,1,06,Huifopbouw
01BLGB,1,1,03,Gesloten opbouw
01BLH2,1,1,03,Gesloten opbouw
01BLH4,1,1,03,Gesloten opbouw
01BLH9,1,1,03,Gesloten opbouw
01BLJ1,1,1,31,Brandweerwagen
01BLJ6,1,1,14,Voor vervoer voertuigen
01BLJ9,1,1,23,Voor detailhandel- / expositiedoeleinden
01BLK4,1,1,08,Containercarrier
01BLK5,1,1,04,Geconditioneerd met temperatuurregeling
01BLK6,1,1,09,Voertuig met haakarm
01BLK7,1,1,09,Voertuig met haakarm
01BLK9,1,1,01,Open laadvloer
01BLKX,1,1,03,Gesloten opbouw
01BLL6,1,1,01,Open laadvloer
01BLL6,1,2,26,Kraanwagen
01BLL7,1,1,10,Kipper
01BLLZ,1,1,03,Gesloten opbouw
01BLN4,1,1,08,Containercarrier
01BLN7,1,1,14,Voor vervoer voertuigen
01BLP5,1,1,10,Kipper
01BLP6,1,1,03,Gesloten opbouw
01BLR4,1,1,03,Gesloten opbouw
01BLR5,1,1,03,Gesloten opbouw
01BLRL,1,1,03,Gesloten opbouw
01BLRP,1,1,03,Gesloten opbouw
01BLS8,1,1,07,Afneembare bovenbouw
01BLT3,1,1,10,Kipper
01BLT5,1,1,14,Voor vervoer voertuigen
01BLT7,1,1,07,Afneembare bovenbouw
01BLT9,1,1,06,Huifopbouw
01BLV3,1,1,11,Tankwagen
01BLVZ,1,1,03,Gesloten opbouw
01BLX1,1,1,08,Containercarrier
01BLX3,1,1,03,Gesloten opbouw
01BLX7,1,1,03,Gesloten opbouw
01BLXP,1,1,03,Gesloten opbouw
01BLZ8,1,1,06,Huifopbouw
01BNB3,1,1,06,Huifopbouw
01BNB6,1,1,03,Gesloten opbouw
01BND1,1,1,10,Kipper
01BND9,1,1,01,Open laadvloer
01BNDV,1,1,03,Gesloten opbouw
01BNF2,1,1,99,Niet in deze lijst opgenomen carrosserie
01BNF3,1,1,15,Betonmixer
01BNF6,1,1,04,Geconditioneerd met temperatuurregeling
01BNFD,1,1,03,Gesloten opbouw
01BNG2,1,1,03,Gesloten opbouw
01BNG4,1,1,03,Gesloten opbouw
01BNG7,1,1,03,Gesloten opbouw
01BNGG,1,1,03,Gesloten opbouw
01BNH2,1,1,09,Voertuig met haakarm
01BNH4,1,1,09,Voertuig met haakarm
01BNH7,1,1,07,Afneembare bovenbouw
01BNH8,1,1,18,Vuilniswagen
01BNJ1,1,1,05,Geconditioneerd zonder temp. regeling
01BNJ6,1,1,08,Containercarrier
01BNJ9,1,1,15,Betonmixer
01BNJF,1,1,03,Gesloten opbouw
01BNJN,1,1,03,Gesloten opbouw
01BNK3,1,1,04,Geconditioneerd met temperatuurregeling
01BNK5,2,1,26,Kraanwagen
01BNK6,1,1,09,Voertuig met haakarm
01BNKR,1,1,03,Gesloten opbouw
01BNKZ,1,1,03,Gesloten opbouw
01BNL4,1,1,04,Geconditioneerd met temperatuurregeling
01BNL6,1,1,10,Kipper
01BNNP,1,1,03,Gesloten opbouw
01BNP3,1,1,10,Kipper
01BNP8,1,1,15,Betonmixer
01BNR2,1,1,10,Kipper
01BNR3,1,1,02,Neerklapbare zijschotten
01BNR4,1,1,03,Gesloten opbouw
01BNR8,1,1,03,Gesloten opbouw
01BNRD,1,1,03,Gesloten opbouw
01BNRH,1,1,03,Gesloten opbouw
01BNS2,1,1,14,Voor vervoer voertuigen
01BNS5,1,1,99,Niet in deze lijst opgenomen carrosserie
01BNT9,1,1,04,Geconditioneerd met temperatuurregeling
01BNTJ,1,1,03,Gesloten opbouw
01BNV8,1,1,07,Afneembare bovenbouw
01BNVT,1,1,03,Gesloten opbouw
01BNX5,1,1,06,Huifopbouw
01BNXD,1,1,03,Gesloten opbouw
01BNXN,1,1,03,Gesloten opbouw
01BNXZ,1,1,03,Gesloten opbouw
01BNZ1,1,1,06,Huifopbouw
01BNZ2,1,1,08,Containercarrier
01BNZ3,1,1,02,Neerklapbare zijschotten
01BNZ5,1,1,18,Vuilniswagen
01BNZ9,1,1,02,Neerklapbare zijschotten
01BNZ9,1,2,26,Kraanwagen
01BPB1,1,1,07,Afneembare bovenbouw
01BPB5,1,1,04,Geconditioneerd met temperatuurregeling
01BPD9,1,1,06,Huifopbouw
01BPDR,1,1,03,Gesloten opbouw
01BPF4,1,1,09,Voertuig met haakarm
01BPF8,1,1,10,Kipper
01BPF9,1,1,18,Vuilniswagen
01BPFG,1,1,03,Gesloten opbouw
01BPG2,1,1,04,Geconditioneerd met temperatuurregeling
01BPG7,1,1,04,Geconditioneerd met temperatuurregeling
01BPG9,1,1,09,Voertuig met haakarm
01BPH2,1,1,31,Brandweerwagen
01BPH8,1,1,07,Afneembare bovenbouw
01BPHB,1,1,03,Gesloten opbouw
01BPJ1,1,1,14,Voor vervoer voertuigen
01BPJ2,1,1,16,Betonpomp
01BPJ3,1,1,07,Afneembare bovenbouw
01BPJ5,1,1,14,Voor vervoer voertuigen
01BPJ6,1,1,02,Neerklapbare zijschotten
01BPK2,1,1,09,Voertuig met haakarm
01BPK3,1,1,27,Hoogwerker
01BPK8,1,1,08,Containercarrier
01BPKR,1,1,03,Gesloten opbouw
01BPL1,1,1,12,Tank voor vervoer gevaarlijke stoffen
01BPL2,1,1,03,Gesloten opbouw
01BPL3,1,1,14,Voor vervoer voertuigen
01BPL5,1,1,09,Voertuig met haakarm
01BPL6,1,1,09,Voertuig met haakarm
01BPLJ,1,1,03,Gesloten opbouw
01BPN9,1,1,03,Gesloten opbouw
01BPP1,1,1,09,Voertuig met haakarm
01BPP5,1,1,26,Kraanwagen
01BPP5,1,2,01,Open laadvloer
01BPP6,1,1,09,Voertuig met haakarm
01BPP8,1,1,10,Kipper
01BPP9,1,1,09,Voertuig met haakarm
01BPR3,1,1,10,Kipper
01BPR4,1,1,03,Gesloten opbouw
01BPR5,1,1,07,Afneembare bovenbouw
01BPRX,1,1,03,Gesloten opbouw
01BPS4,1,1,18,Vuilniswagen
01BPS9,1,1,01,Open laadvloer
01BPT1,1,1,06,Huifopbouw
01BPT6,1,1,10,Kipper
01BPT9,1,1,26,Kraanwagen
01BPT9,1,2,01,Open laadvloer
01BPV1,1,1,03,Gesloten opbouw
01BPV2,1,1,06,Huifopbouw
01BPV5,1,1,02,Neerklapbare zijschotten
01BPVG,1,1,03,Gesloten opbouw
01BPX5,1,1,02,Neerklapbare zijschotten
01BPX6,1,1,18,Vuilniswagen
01BPX7,1,1,06,Huifopbouw
01BPX9,1,1,03,Gesloten opbouw
01BPZ3,1,1,01,Open laadvloer
01BPZ5,1,1,03,Gesloten opbouw
01BPZ6,1,1,09,Voertuig met haakarm
01BPZ7,1,1,03,Gesloten opbouw
01BRB1,1,1,08,Containercarrier
01BRB9,1,1,13,Veewagen
01BRD5,1,1,10,Kipper
01BRD7,1,1,04,Geconditioneerd met temperatuurregeling
01BRF3,1,1,26,Kraanwagen
01BRF3,2,1,02,Neerklapbare zijschotten
01BRF9,1,1,19,"Straatveger, straatreiniger, rioolzuiger"
01BRG3,1,1,01,Open laadvloer
01BRG3,1,2,26,Kraanwagen
01BRG4,1,1,01,Open laadvloer
01BRG6,1,1,07,Afneembare bovenbouw
01BRGG,1,1,03,Gesloten opbouw
01BRH1,1,1,14,Voor vervoer voertuigen
01BRH9,1,1,10,Kipper
01BRJ1,1,1,13,Veewagen
01BRJ2,1,1,09,Voertuig met haakarm
01BRJ3,1,1,14,Voor vervoer voertuigen
01BRJ5,1,1,02,Neerklapbare zijschotten
01BRK1,1,1,15,Betonmixer
01BRK3,1,1,27,Hoogwerker
01BRK7,1,1,19,"Straatveger, straatreiniger, rioolzuiger"
01BRL1,1,1,02,Neerklapbare zijschotten
01BRL7,1,1,15,Betonmixer
01BRN3,1,1,02,Neerklapbare zijschotten
01BRN5,1,1,06,Huifopbouw
01BRN7,1,1,04,Geconditioneerd met temperatuurregeling
01BRN8,1,1,14,Voor vervoer voertuigen
01BRP4,1,1,07,Afneembare bovenbouw
01BRP6,1,1,18,Vuilniswagen
01BRR1,1,1,04,Geconditioneerd met temperatuurregeling
01BRR2,1,1,13,Veewagen
01BRR3,1,1,02,Neerklapbare zijschotten
01BRR6,1,1,02,Neerklapbare zijschotten
01BRR8,1,1,07,Afneembare bovenbouw
01BRR9,1,1,31,Brandweerwagen
01BRRF,1,1,03,Gesloten opbouw
01BRRH,1,1,03,Gesloten opbouw
01BRRP,1,1,01,Open laadvloer
01BRS3,1,1,99,Niet in deze lijst opgenomen carrosserie
01BRS6,1,1,07,Afneembare bovenbouw
01BRSL,1,1,03,Gesloten opbouw
01BRSX,1,1,03,Gesloten opbouw
01BRT7,1,1,09,Voertuig met haakarm
01BRT9,1,1,18,Vuilniswagen
01BRTR,1,1,03,Gesloten opbouw
01BRV3,1,1,26,Kraanwagen
01BRV5,1,1,03,Gesloten opbouw
01BRV7,1,1,03,Gesloten opbouw
01BRV8,1,1,02,Neerklapbare zijschotten
01BRV8,1,2,26,Kraanwagen
01BRV9,1,1,07,Afneembare bovenbouw
01BRX4,1,1,31,Brandweerwagen
01BRX7,1,1,03,Gesloten opbouw
01BRXP,1,1,03,Gesloten opbouw
01BRZ3,1,1,31,Brandweerwagen
01BSB3,1,1,18,Vuilniswagen
01BSB8,1,1,03,Gesloten opbouw
01BSB9,1,1,18,Vuilniswagen
01BSBL,1,1,03,Gesloten opbouw
01BSDG,1,1,13,Veewagen
01BSDK,1,1,03,Gesloten opbouw
01BSF1,1,1,15,Betonmixer
01BSF3,1,1,31,Brandweerwagen
01BSF6,1,1,09,Voertuig met haakarm
01BSFT,1,1,03,Gesloten opbouw
01BSG2,1,1,01,Open laadvloer
01BSG7,1,1,03,Gesloten opbouw
01BSGZ,1,1,03,Gesloten opbouw
01BSH1,1,1,08,Containercarrier
01BSH2,1,1,03,Gesloten opbouw
01BSH3,1,1,26,Kraanwagen
01BSH4,1,1,19,"Straatveger, straatreiniger, rioolzuiger"
01BSH5,1,1,14,Voor vervoer voertuigen
01BSH6,1,1,02,Neerklapbare zijschotten
01BSH9,1,1,18,Vuilniswagen
01BSJ2,1,1,08,Containercarrier
01BSJ5,1,1,03,Gesloten opbouw
01BSK1,1,1,03,Gesloten opbouw
01BSK3,1,1,18,Vuilniswagen
01BSK7,1,1,07,Afneembare bovenbouw
01BSK9,1,1,02,Neerklapbare zijschotten
01BSL1,1,1,14,Voor vervoer voertuigen
01BSNG,1,1,03,Gesloten opbouw
01BSNV,1,1,03,Gesloten opbouw
01BSP1,1,1,03,Gesloten opbouw
01BSP4,1,1,18,Vuilniswagen
01BSR1,1,1,03,Gesloten opbouw
01BSR8,1,1,27,Hoogwerker
01BSR8,1,2,03,Gesloten opbouw
01BSR9,1,1,03,Gesloten opbouw
01BST4,1,1,03,Gesloten opbouw
01BST7,1,1,03,Gesloten opbouw
01BST8,1,1,04,Geconditioneerd met temperatuurregeling
01BST9,1,1,04,Geconditioneerd met temperatuurregeling
01BSV9,1,1,03,Gesloten opbouw
01BSX3,1,1,02,Neerklapbare zijschotten
01BSX3,1,2,26,Kraanwagen
01BSX6,1,1,09,Voertuig met haakarm
01BSZ1,1,1,08,Containercarrier
01BSZ2,1,1,03,Gesloten opbouw
01BSZ5,1,1,31,Brandweerwagen
01BTB3,1,1,04,Geconditioneerd met temperatuurregeling
01BTD1,1,1,09,Voertuig met haakarm
01BTD4,1,1,08,Containercarrier
01BTD8,2,1,99,Niet in deze lijst opgenomen carrosserie
01BTDZ,1,1,03,Gesloten opbouw
01BTF4,1,1,03,Gesloten opbouw
01BTF5,1,1,04,Geconditioneerd met temperatuurregeling
01BTF6,1,1,06,Huifopbouw
01BTFT,1,1,03,Gesloten opbouw
01BTG4,1,1,04,Geconditioneerd met temperatuurregeling
01BTG8,1,1,09,Voertuig met haakarm
01BTH1,1,1,04,Geconditioneerd met temperatuurregeling
01BTH2,1,1,03,Gesloten opbouw
01BTH4,1,1,04,Geconditioneerd met temperatuurregeling
01BTH5,1,1,14,Voor vervoer voertuigen
01BTHS,1,1,03,Gesloten opbouw
01BTJ1,1,1,08,Containercarrier
01BTJ2,1,1,19,"Straatveger, straatreiniger, rioolzuiger"
01BTJ3,1,1,04,Geconditioneerd met temperatuurregeling
01BTJ4,1,1,03,Gesloten opbouw
01BTJ6,1,1,17,Voor vervoer boomstammen
01BTJ7,1,1,04,Geconditioneerd met temperatuurregeling
01BTJ8,1,1,10,Kipper
01BTJ9,1,1,04,Geconditioneerd met temperatuurregeling
01BTK2,1,1,09,Voertuig met haakarm
01BTK2,1,2,26,Kraanwagen
01BTK6,1,1,06,Huifopbouw
01BTKZ,1,1,03,Gesloten opbouw
01BTL1,1,1,07,Afneembare bovenbouw
01BTL3,1,1,03,Gesloten opbouw
01BTL7,1,1,08,Containercarrier
01BTN6,1,1,09,Voertuig met haakarm
01BTP1,1,1,03,Gesloten opbouw
01BTP2,1,1,03,Gesloten opbouw
01BTP3,1,1,04,Geconditioneerd met temperatuurregeling
01BTP4,1,1,06,Huifopbouw
01BTP6,1,1,10,Kipper
01BTP8,1,1,03,Gesloten opbouw
01BTR6,1,1,03,Gesloten opbouw
01BTR7,1,1,09,Voertuig met haakarm
01BTSK,1,1,03,Gesloten opbouw
01BTT4,1,1,09,Voertuig met haakarm
01BTT6,1,1,03,Gesloten opbouw
01BTV1,1,1,03,Gesloten opbouw
01BTXZ,1,1,03,Gesloten opbouw
01BTZK,1,1,03,Gesloten opbouw
01BVBR,1,1,14,Voor vervoer voertuigen
01BVFG,1,1,03,Gesloten opbouw
01BVGT,1,1,10,Kipper
01BVHZ,1,1,03,Gesloten opbouw
01BVJS,1,1,03,Gesloten opbouw
01BVKT,1,1,03,Gesloten opbouw
01BVLK,1,1,03,Gesloten opbouw
01BVPD,1,1,03,Gesloten opbouw
01BVPG,1,1,03,Gesloten opbouw
01BVPN,1,1,03,Gesloten opbouw
01BVVL,1,1,03,Gesloten opbouw
01BVVP,1,1,03,Gesloten opbouw
01BXFB,1,1,03,Gesloten opbouw
01BXFD,1,1,03,Gesloten opbouw
01BXHR,1,1,03,Gesloten opbouw
01BXJJ,1,1,03,Gesloten opbouw
01BXKJ,1,1,03,Gesloten opbouw
01BXLS,1,1,03,Gesloten opbouw
01BXPL,1,1,03,Gesloten opbouw
01BXRP,1,1,03,Gesloten opbouw
01BXRT,1,1,03,Gesloten opbouw
01BXSL,1,1,03,Gesloten opbouw
