FID,locatie,shape_leng,jaar,type_ws,hoofdgeb,gebied,gdb_geomattr_data,shape
steilrand_maas_2017.11,Hedel - Casterens Hoeve,69.81175342,2017,Rivieren,Maas,Afgedamde Maas en Getijdenmaas,,"LINESTRING (148486.80209999904 416586.6435999982, 148490.14070000127 416587.1196999997, 148493.69810000062 416586.75609999895, 148496.8610999994 416586.3658000007, 148499.89979999885 416585.8885000013, 148502.2228000015 416585.59120000154, 148505.08040000126 416584.7193999998, 148508.20800000057 416583.78730000183, 148510.65670000017 416582.94409999996, 148513.56049999967 416581.8781000003, 148516.07990000024 416580.9847000018, 148518.4989 416579.9499000013, 148521.120099999 416578.5650999993, 148523.6543999985 416577.20059999824, 148525.09490000084 416575.8115000017, 148526.45279999822 416574.60379999876, 148528.5159999989 416573.22459999844, 148530.6752000004 416571.2115999982, 148532.24340000004 416568.84219999984, 148533.85319999978 416566.74109999835, 148534.7949000001 416565.0227999985, 148535.59629999846 416563.0837999992, 148535.62680000067 416560.99859999865, 148536.00939999893 416559.7109000012, 148535.73559999838 416558.06069999933, 148534.40960000083 416555.52050000057, 148533.25279999897 416553.40199999884, 148532.63340000063 416552.53269999847, 148531.77930000052 416552.16149999946)"
steilrand_maas_2017.12,Hedel - Casterens Hoeve,5.56898033,2017,Rivieren,Maas,Afgedamde Maas en Getijdenmaas,,"LINESTRING (148731.12739999965 416578.8139999993, 148732.2666000016 416578.42280000076, 148733.72430000082 416578.0447999984, 148734.6715000011 416577.9158000015, 148735.89719999954 416579.37099999934)"
steilrand_maas_2017.13,Hedel - Mussenwaard,82.88352039,2017,Rivieren,Maas,Afgedamde Maas en Getijdenmaas,,"LINESTRING (145135.4263000004 416360.7276000008, 145135.50950000063 416359.29030000046, 145135.27309999987 416358.6574999988, 145135.19810000062 416358.001600001, 145135.3852000013 416356.99240000173, 145135.84010000154 416356.685800001, 145136.6079000011 416356.8134999983, 145137.42720000073 416356.3220000006, 145138.1262000017 416355.7232000008, 145138.64039999992 416355.7820999995, 145139.4285000004 416356.6152999997, 145140.0025999993 416357.17379999906, 145141.0518000014 416357.33949999884, 145141.932599999 416357.51509999856, 145142.67720000073 416357.85440000147, 145143.45930000022 416358.3352999985, 145144.08639999852 416358.72260000184, 145144.6163999997 416359.07189999893, 145145.01289999858 416359.2751000002, 145145.72659999877 416359.67870000005, 145146.3847000003 416360.04780000076, 145147.14279999956 416360.3297000006, 145147.5412000008 416360.23160000145, 145147.54919999838 416359.4910000004, 145148.03400000185 416358.4792999998, 145148.03759999946 416357.55409999937, 145147.93820000067 416356.376699999, 145147.84659999982 416355.8114, 145147.16200000048 416355.41050000116, 145146.9076000005 416354.9310999997, 145147.24650000036 416354.56379999965, 145148.22529999912 416354.1618999988, 145148.46020000055 416354.0196999982, 145148.59099999815 416353.3572999984, 145149.15450000018 416352.86780000106, 145149.18510000035 416352.10830000043, 145148.97450000048 416351.18890000135, 145148.67489999905 416349.7212000005, 145148.61609999835 416348.6981999986, 145148.71599999815 416347.77329999954, 145149.252700001 416346.8834999986, 145149.7410000004 416345.97260000184, 145151.17020000145 416345.26790000126, 145153.9226000011 416344.0584000014, 145156.10330000147 416343.1031000018, 145156.685899999 416342.7745000012, 145157.8825000003 416341.39550000057, 145158.89699999988 416340.82939999923, 145159.3836000003 416340.0775000006, 145160.8114 416338.7360999994, 145162.05310000107 416337.5998999998, 145163.59149999917 416336.5658, 145164.55939999968 416336.2384000011, 145165.12860000134 416335.73259999976, 145165.90850000083 416335.44689999893, 145166.83399999887 416335.40459999815, 145167.59270000085 416334.7945000008, 145168.56560000032 416334.5051999986, 145169.78700000048 416333.0824000016, 145170.85709999874 416331.85119999945, 145172.08529999852 416330.3535999991, 145172.81789999828 416329.66160000116, 145174.1741000004 416328.1378000006, 145175.3916000016 416326.9450000003, 145176.23669999838 416325.79399999976, 145176.9796999991 416324.5667999983, 145177.89550000057 416323.1416000016, 145178.90659999847 416321.82140000165, 145179.6088999994 416321.5119000003, 145180.18690000102 416321.51370000094, 145180.74650000036 416321.1620000005, 145181.73919999972 416320.69860000163, 145182.23999999836 416319.881000001, 145182.9679000005 416319.00840000063, 145183.7600999996 416318.63170000166, 145184.38479999825 416317.6953999996, 145184.14299999923 416316.9365000017, 145184.46759999916 416315.19000000134)"
steilrand_maas_2017.14,Hedel - Mussenwaard,9.60098406,2017,Rivieren,Maas,Afgedamde Maas en Getijdenmaas,,"LINESTRING (145184.0848999992 416313.0846000016, 145183.751600001 416311.94469999894, 145184.57360000163 416310.9589000009, 145184.95380000025 416309.9459999986, 145185.00349999964 416309.0207000002, 145184.71269999817 416308.0604999997, 145184.7595999986 416306.97989999875, 145184.6414999999 416305.9640999995, 145184.0421999991 416304.89240000024, 145183.2923000008 416304.6574999988)"
steilrand_maas_2017.15,Hedel - Mussenwaard,8.8655171,2017,Rivieren,Maas,Afgedamde Maas en Getijdenmaas,,"LINESTRING (145399.38280000165 416215.44590000063, 145400.52650000155 416215.6862999983, 145402.40659999847 416215.6145000011, 145404.30429999903 416215.05790000036, 145405.15560000017 416214.42870000005, 145407.92940000072 416214.25719999894)"
steilrand_maas_2017.16,Hedel - Mussenwaard,3.35404024,2017,Rivieren,Maas,Afgedamde Maas en Getijdenmaas,,"LINESTRING (145616.00690000132 416239.53649999946, 145617.2708999999 416240.1618999988, 145619.17179999873 416240.56799999997)"
steilrand_maas_2017.17,Hedel - Mussenwaard,3.68708591,2017,Rivieren,Maas,Afgedamde Maas en Getijdenmaas,,"LINESTRING (145624.93340000138 416242.80359999835, 145626.28810000047 416242.9259000011, 145627.53570000082 416243.4620999992, 145628.4103000015 416243.8790999986)"
steilrand_maas_2017.18,Hedel - Mussenwaard,7.59041492,2017,Rivieren,Maas,Afgedamde Maas en Getijdenmaas,,"LINESTRING (145698.60020000115 416256.1057000011, 145699.05970000103 416258.35449999943, 145699.97470000014 416259.246199999, 145700.78400000185 416260.9114000015, 145701.6374000013 416261.8696999997, 145702.39840000123 416262.31720000133)"
steilrand_maas_2017.19,Hedel - Mussenwaard,24.74288595,2017,Rivieren,Maas,Afgedamde Maas en Getijdenmaas,,"LINESTRING (145705.79100000113 416269.03869999945, 145708.00609999895 416271.2078999989, 145715.43710000068 416275.7199999988, 145719.01619999856 416277.6528000012, 145721.15060000122 416278.98409999907, 145722.64759999886 416280.28539999947, 145725.16010000184 416281.96819999814, 145726.40089999884 416282.5207000002)"
steilrand_maas_2017.20,Hedel - Mussenwaard,10.40387169,2017,Rivieren,Maas,Afgedamde Maas en Getijdenmaas,,"LINESTRING (145751.68989999965 416294.68780000135, 145753.39119999856 416295.3751000017, 145756.7864000015 416296.3652999997, 145759.83520000055 416297.1024999991, 145761.73090000078 416297.1028999984)"
steilrand_maas_2017.21,Hedel - Mussenwaard,4.04544104,2017,Rivieren,Maas,Afgedamde Maas en Getijdenmaas,,"LINESTRING (145767.77180000022 416298.4924999997, 145768.74709999934 416299.0625, 145770.25400000066 416298.8381999992, 145771.1374000013 416297.76199999824)"
steilrand_maas_2017.22,Koningssteen - De Engel,5.87421061,2017,Rivieren,Maas,Grensmaas,,"LINESTRING (188306.26889999956 351323.9455000013, 188305.53680000082 351324.1123000011, 188305.44399999827 351324.7890000008, 188305.61980000138 351324.9877000004, 188305.6750999987 351325.60909999907, 188305.48440000042 351326.21599999815, 188305.62189999968 351326.48530000076, 188306.04399999976 351326.7276000008, 188306.3786999993 351327.382100001, 188306.69689999893 351327.6585999988, 188307.07330000028 351327.8808999993, 188307.34310000017 351328.33960000053)"
steilrand_maas_2017.23,Ooijen,13.10417137,2017,Rivieren,Maas,Zandmaas,,"LINESTRING (208913.50730000064 391417.2686999999, 208914.72320000082 391416.18299999833, 208916.16519999877 391415.50620000064, 208917.7419999987 391415.3986000009, 208919.65199999884 391415.49269999936, 208920.89979999885 391415.4486999996, 208922.14930000156 391414.54459999874, 208923.43019999936 391413.44480000064, 208924.87319999933 391412.19469999894)"
steilrand_maas_2017.24,Ooijen,17.56600571,2017,Rivieren,Maas,Zandmaas,,"LINESTRING (208616.38540000096 391740.752700001, 208617.07609999925 391738.3253000006, 208617.82519999892 391736.81170000136, 208617.52639999986 391735.37779999897, 208617.71939999983 391734.29399999976, 208617.9941000007 391733.45329999924, 208618.55909999833 391732.31599999964, 208619.0164999999 391731.2846000008, 208619.06799999997 391730.38369999826, 208619.31749999896 391729.5036999993, 208620.04800000042 391728.17749999836, 208620.65729999915 391727.0949999988, 208621.05970000103 391725.54470000044, 208621.83729999885 391724.4653999992)"
steilrand_maas_2017.46,Bergen,8.24369548,2017,Rivieren,Maas,Zandmaas,,"LINESTRING (199403.00690000132 400879.2628000006, 199403.26330000162 400878.68189999834, 199402.9387000017 400877.1682999991, 199401.75189999864 400876.3757000007, 199401.1323999986 400876.1206, 199400.92390000075 400875.3951999992, 199401.627700001 400874.2672000006, 199401.6528000012 400872.9690999985, 199401.46079999954 400872.42080000043)"
steilrand_maas_2017.25,Ooijen,23.50769132,2017,Rivieren,Maas,Zandmaas,,"LINESTRING (208422.18210000172 391844.99120000005, 208422.72210000083 391844.3596000001, 208422.84099999815 391843.6180000007, 208423.47480000183 391843.04659999907, 208424.1783999987 391842.43989999965, 208424.46829999983 391841.9957999997, 208424.70329999924 391841.6977000013, 208425.09540000185 391841.3269999996, 208425.29569999874 391840.82919999957, 208425.67110000178 391840.53390000015, 208426.25659999996 391840.1042999998, 208426.5599000007 391839.3187999986, 208426.98180000111 391838.8643999994, 208427.25679999962 391838.4112999998, 208427.90520000085 391837.4422999993, 208428.62420000136 391836.7148000002, 208429.5747999996 391835.75609999895, 208430.06549999863 391834.78620000184, 208431.0417000018 391833.6354999989, 208432.0300000012 391832.8376000002, 208432.97159999982 391831.89389999956, 208434.00349999964 391831.17909999937, 208434.94040000066 391830.2569000013, 208435.27309999987 391829.6191000007, 208435.86609999835 391827.9827999994, 208436.5940000005 391827.03709999844)"
steilrand_maas_2017.26,Ooijen,18.0132544,2017,Rivieren,Maas,Zandmaas,,"LINESTRING (208445.71570000052 391816.2873999998, 208447.7575000003 391814.6226999983, 208449.24929999933 391813.558699999, 208450.75250000134 391812.4690999985, 208452.32510000095 391811.4739000015, 208453.80260000005 391811.21400000155, 208455.30029999837 391810.8117999993, 208456.27369999886 391810.7168999985, 208458.10090000182 391809.5126999989, 208459.25019999966 391808.5196999982, 208460.83680000156 391807.1550000012)"
steilrand_maas_2017.27,Ooijen,19.45206337,2017,Rivieren,Maas,Zandmaas,,"LINESTRING (208469.58769999817 391802.6464000009, 208471.77569999918 391801.95109999925, 208473.47320000082 391802.1237999983, 208474.76049999893 391801.24599999934, 208476.44040000066 391800.1730000004, 208478.14180000126 391800.04729999974, 208479.5551000014 391799.13529999927, 208480.53500000015 391798.19509999827, 208481.89820000157 391797.5091999993, 208483.69900000095 391797.8007000014, 208485.34569999948 391797.9226000011, 208487.20699999854 391796.8445000015)"
steilrand_maas_2017.28,Ooijen,15.30281469,2017,Rivieren,Maas,Zandmaas,,"LINESTRING (208515.7061999999 391791.0245999992, 208517.8658999987 391790.6616999991, 208519.1425999999 391790.0863999985, 208520.9257999994 391789.8717, 208522.53869999945 391789.43290000036, 208524.06859999895 391788.93620000035, 208526.97199999914 391788.82840000093, 208528.65619999915 391788.8062000014, 208530.68140000105 391789.10229999945)"
steilrand_maas_2017.29,Ooijen,2.30801467,2017,Rivieren,Maas,Zandmaas,,"LINESTRING (208175.73800000176 391958.6442999989, 208175.1127000004 391959.08790000156, 208174.6361999996 391958.9992999993, 208174.16039999947 391959.10020000115, 208173.6457999982 391958.8542999998)"
steilrand_maas_2017.30,Ooijen,13.24390815,2017,Rivieren,Maas,Zandmaas,,"LINESTRING (208165.0432999991 391973.24720000103, 208164.38219999894 391971.69220000133, 208164.4978 391971.00389999896, 208165.06949999928 391970.35920000076, 208164.9688999988 391969.7135999985, 208165.5293999985 391969.40190000087, 208166.1838000007 391968.77059999853, 208166.49010000005 391968.2206999995, 208166.86800000072 391967.8355999999, 208167.24289999902 391967.75759999827, 208167.92069999874 391968.1634000018, 208168.53319999948 391967.8103, 208168.81940000132 391967.9497999996, 208169.42029999942 391967.25349999964, 208169.6143000014 391967.0267999992, 208169.98479999974 391966.8443999998, 208170.56949999928 391966.3110000007, 208170.8258999996 391966.1435999982, 208171.19680000097 391966.11769999936, 208171.42720000073 391966.07820000127, 208171.8535999991 391965.72410000116, 208172.33060000092 391965.48209999874)"
steilrand_maas_2017.31,Ooijen,4.66670571,2017,Rivieren,Maas,Zandmaas,,"LINESTRING (208125.16789999977 391983.71440000087, 208125.61499999836 391984.1843000017, 208125.99210000038 391984.0929000005, 208126.24120000005 391983.5789999999, 208126.4763999991 391983.81489999965, 208126.96169999987 391983.75090000033, 208127.28449999914 391984.0769999996, 208127.70019999892 391983.9252000004, 208127.99170000106 391983.6816999987, 208128.29129999876 391983.53770000115, 208128.5689000003 391983.51520000026, 208128.74870000035 391983.2217000015)"
steilrand_maas_2017.32,Bergen,4.3122564,2017,Rivieren,Maas,Zandmaas,,"LINESTRING (199689.4087000005 400510.80689999834, 199689.99749999866 400511.1361999996, 199690.37929999828 400511.2419999987, 199690.86879999936 400510.93569999933, 199691.57719999924 400510.6955999993, 199691.9866000004 400510.30750000104, 199692.6581000015 400509.6303999983, 199692.89680000022 400509.31159999967)"
steilrand_maas_2017.33,Bergen,2.80783299,2017,Rivieren,Maas,Zandmaas,,"LINESTRING (199617.4979000017 400591.39350000024, 199618.90320000052 400591.6094000004, 199620.12590000033 400590.9567000009)"
steilrand_maas_2017.34,Bergen,21.16521554,2017,Rivieren,Maas,Zandmaas,,"LINESTRING (199583.09789999947 400644.53709999844, 199583.9294999987 400643.29289999977, 199584.4919999987 400642.6339999996, 199585.0447999984 400641.7580000013, 199585.64299999923 400640.95340000093, 199586.6889999993 400640.1898000017, 199587.5084999986 400639.71070000157, 199587.9488000013 400638.7815000005, 199588.40890000015 400638.2241999991, 199589.0300000012 400637.617899999, 199589.38709999993 400637.2868000008, 199589.78570000082 400636.5337000005, 199590.38789999858 400635.44779999927, 199590.7239000015 400634.84430000186, 199591.2426000014 400633.8729999997, 199591.68230000138 400632.7602000013, 199592.0848999992 400631.8839999996, 199592.13159999996 400631.16039999947, 199592.3887999989 400630.3445999995, 199592.34549999982 400629.74920000136, 199591.94469999894 400629.0806999989, 199591.69689999893 400628.3095000014, 199591.0491000004 400627.76579999924, 199590.35449999943 400627.4708000012)"
steilrand_maas_2017.35,Bergen,6.34248378,2017,Rivieren,Maas,Zandmaas,,"LINESTRING (199573.1975999996 400651.6262000017, 199574.05139999837 400651.5590999983, 199574.76159999892 400651.40740000084, 199576.15450000018 400650.2201000005, 199578.08190000057 400649.0230999999, 199578.64809999987 400648.68239999935)"
steilrand_maas_2017.36,Bergen,66.9618902,2017,Rivieren,Maas,Zandmaas,,"LINESTRING (199502.88500000164 400729.03819999844, 199503.75679999962 400728.1240000017, 199504.56949999928 400727.29030000046, 199505.436999999 400726.3322999999, 199506.03759999946 400725.7611999996, 199507.0313999988 400724.7921000011, 199507.92700000107 400723.3258999996, 199508.79360000044 400722.3258000016, 199509.79549999908 400721.49810000136, 199510.2824999988 400720.74390000105, 199510.6598000005 400720.1506000012, 199511.0331000015 400719.6889999993, 199511.8262999989 400718.9670000002, 199512.1009999998 400718.3876999989, 199512.6261 400718.0020000003, 199513.1090000011 400717.2124999985, 199513.6801000014 400716.76520000026, 199514.26850000024 400716.25499999896, 199514.9059999995 400715.67639999837, 199515.3729000017 400715.0086000003, 199515.80319999903 400714.52380000055, 199516.31269999966 400713.95969999954, 199517.01579999924 400713.20760000125, 199517.64400000125 400712.66629999876, 199518.39699999988 400711.8794, 199519.30370000005 400711.57829999924, 199520.2446999997 400710.82620000094, 199521.1592000015 400710.1741000004, 199521.90029999986 400709.62359999865, 199522.71930000186 400708.8471000008, 199523.2168999985 400708.27320000157, 199523.76289999858 400707.6761999987, 199524.04459999874 400706.55380000174, 199525.66200000048 400705.061900001, 199526.3823999986 400704.8104000017, 199527.11719999835 400704.04410000145, 199527.6435999982 400703.2333999984, 199528.3836000003 400702.39449999854, 199529.26940000057 400701.7413999997, 199529.5412000008 400700.8687000014, 199530.2023999989 400700.53069999814, 199530.8313000016 400699.86459999904, 199531.47890000045 400699.28229999915, 199532.1629000008 400698.8258000016, 199533.1414999999 400698.0122000016, 199534.19779999927 400697.28119999915, 199535.29930000007 400696.2170000002, 199535.38639999926 400695.5489999987, 199535.93420000002 400694.87779999897, 199536.56599999964 400694.34650000185, 199537.2413999997 400693.9609999992, 199538.08190000057 400693.4825000018, 199538.54349999875 400693.20439999923, 199538.84659999982 400692.53009999916, 199539.6783999987 400692.2019000016, 199540.3898999989 400691.6875, 199541.2597000003 400690.9182999991, 199541.73950000107 400690.1440999992, 199542.17570000142 400689.5410999991, 199542.69519999996 400688.96489999816, 199543.5824000016 400687.9829000011, 199544.29789999872 400687.25759999827, 199545.01960000023 400686.58940000087, 199545.5095999986 400686.2162999995, 199546.39680000022 400685.39279999956, 199547.0150000006 400684.5379999988, 199547.40100000054 400683.7151999995, 199547.83460000157 400683.07339999825, 199548.5458999984 400682.78830000013, 199549.15179999918 400682.62860000134)"
steilrand_maas_2017.37,Bergen,3.87920611,2017,Rivieren,Maas,Zandmaas,,"LINESTRING (199550.24390000105 400681.11769999936, 199550.2848000005 400680.25670000166, 199550.27840000018 400679.55700000003, 199550.09959999844 400678.76309999824, 199549.80790000036 400677.97839999944, 199549.73820000142 400677.3154999986)"
steilrand_maas_2017.38,Bergen,1.86425951,2017,Rivieren,Maas,Zandmaas,,"LINESTRING (199549.15179999918 400682.62860000134, 199550.24390000105 400681.11769999936)"
steilrand_maas_2017.39,Bergen,7.17488194,2017,Rivieren,Maas,Zandmaas,,"LINESTRING (199549.73820000142 400677.3154999986, 199550.6501000002 400676.2045999989, 199551.21200000122 400676.12849999964, 199551.5111999996 400675.53229999915, 199552.07840000093 400675.2336000018, 199552.9087000005 400673.91319999844, 199553.1865000017 400673.18609999865, 199554.03929999843 400672.8306999989, 199554.61239999905 400672.6515999995)"
steilrand_maas_2017.40,Bergen,10.91788734,2017,Rivieren,Maas,Zandmaas,,"LINESTRING (199562.08559999987 400664.87790000066, 199563.30920000002 400663.64350000024, 199564.01790000126 400663.33669999987, 199565.12530000135 400661.95980000123, 199566.2873999998 400660.69629999995, 199567.0201999992 400659.8632999994, 199567.64770000055 400658.91800000146, 199568.2589999996 400657.92749999836, 199569.24639999866 400656.7773000002)"
steilrand_maas_2017.41,Bergen,18.76435837,2017,Rivieren,Maas,Zandmaas,,"LINESTRING (199430.2522 400837.16699999943, 199431.66629999876 400835.6922999993, 199431.89059999958 400834.77010000125, 199432.45969999954 400833.97989999875, 199433.57169999927 400832.85119999945, 199434.4695999995 400831.90949999914, 199435.51060000062 400830.2831000015, 199436.25930000097 400829.23310000077, 199437.54520000145 400828.42500000075, 199438.3007999994 400827.9552000016, 199439.53409999982 400825.94959999993, 199440.24190000072 400824.51029999927, 199441.03090000153 400823.3225999996, 199441.5813000016 400822.61140000075)"
steilrand_maas_2017.42,Bergen,28.81753168,2017,Rivieren,Maas,Zandmaas,,"LINESTRING (199443.90630000085 400818.370099999, 199444.77580000088 400816.9070000015, 199445.31909999996 400815.6030000001, 199445.1876000017 400814.7569000013, 199445.5714999996 400813.9605999999, 199446.31819999963 400813.5491999984, 199446.95919999853 400812.8057000004, 199447.2098999992 400812.30359999835, 199447.5282999985 400811.64550000057, 199447.8936999999 400810.80900000036, 199448.0320999995 400810.14719999954, 199448.376600001 400809.5265999995, 199448.9508999996 400808.98970000073, 199449.77479999885 400808.38919999823, 199450.11230000108 400807.79659999907, 199450.6660999991 400806.99909999967, 199451.7360999994 400806.65940000117, 199452.29679999873 400806.32290000096, 199452.66409999877 400805.8260000013, 199453.1977000013 400805.0315000005, 199453.6790000014 400804.90210000053, 199454.0800999999 400804.4528999999, 199455.04050000012 400802.8944000006, 199455.78539999947 400802.09860000014, 199456.64909999818 400801.08740000054, 199457.34600000083 400800.2520999983, 199457.32039999962 400799.6719000004, 199457.44220000133 400799.11560000107, 199457.58520000055 400798.60280000046, 199458.04930000007 400798.10830000043, 199458.52800000086 400797.33669999987, 199458.80490000173 400796.9290000014, 199459.36320000142 400796.25360000134, 199459.6072999984 400795.6508000009)"
steilrand_maas_2017.43,Bergen,32.92584328,2017,Rivieren,Maas,Zandmaas,,"LINESTRING (199465.0218999982 400789.5471000001, 199465.70659999922 400789.35350000113, 199466.39059999958 400788.40399999917, 199466.97830000147 400787.4464999996, 199467.2285999991 400787.06819999963, 199467.37810000032 400786.78830000013, 199468.1724999994 400786.35440000147, 199468.8995999992 400785.7718000002, 199469.2426000014 400785.30380000174, 199469.63199999928 400784.63230000064, 199470.24179999903 400784.00670000166, 199470.5324999988 400783.3762000017, 199470.72520000115 400782.6616999991, 199471.066300001 400781.86300000176, 199471.74340000004 400781.2274999991, 199472.6009999998 400780.3434000015, 199472.95169999823 400779.51590000093, 199473.18470000103 400779.0333000012, 199473.8328000009 400778.62629999965, 199474.2098999992 400778.17440000176, 199474.61939999834 400777.57499999925, 199474.89240000024 400777.06969999894, 199475.10029999912 400776.51680000126, 199475.5214000009 400776.06909999996, 199476.1264999993 400775.7877999991, 199476.91110000014 400774.72309999913, 199477.30090000108 400773.9891999997, 199477.84070000052 400773.4056000002, 199478.39070000127 400772.6682000011, 199478.682599999 400771.8502999991, 199479.14930000156 400770.76040000096, 199479.55000000075 400770.1442999989, 199480.03440000117 400769.2547999993, 199480.32290000096 400768.6816999987, 199480.7382999994 400767.7969999984, 199480.97430000082 400766.97360000014, 199481.54659999907 400765.7666000016, 199481.97030000016 400764.9611000009, 199482.3674999997 400763.85069999844, 199482.71049999818 400762.81920000166)"
steilrand_maas_2017.44,Bergen,3.51114083,2017,Rivieren,Maas,Zandmaas,,"LINESTRING (199482.71049999818 400762.81920000166, 199483.0203000009 400761.89290000126, 199483.80750000104 400760.78759999946, 199483.57409999892 400759.6334999986)"
steilrand_maas_2017.45,Bergen,27.45989518,2017,Rivieren,Maas,Zandmaas,,"LINESTRING (199389.41369999945 400904.2758000009, 199390.7947999984 400903.02910000086, 199392.55970000103 400900.4028000012, 199393.36089999974 400898.73790000007, 199394.6458999999 400897.0320000015, 199395.14299999923 400895.9693999998, 199395.68710000068 400895.20479999855, 199396.28730000183 400894.79879999906, 199396.8920999989 400893.7870000005, 199397.22349999845 400892.57079999894, 199398.17460000142 400890.4439000003, 199398.72129999846 400889.3295000009, 199399.48550000042 400888.2989999987, 199400.0487000011 400886.30220000073, 199400.45960000157 400885.59380000085, 199400.77870000154 400884.5095999986, 199401.2575000003 400883.65769999847, 199401.58960000053 400882.8242999986, 199401.94029999897 400882.0309000015, 199402.0289000012 400881.4334000014, 199402.26520000026 400880.5108000003)"
steilrand_maas_2017.188,Balgoij,2.28976934,2017,Rivieren,Maas,Bedijkte Maas,,"LINESTRING (176683.75539999828 421383.1041000001, 176684.58630000055 421382.2659999989, 176684.7344999984 421381.54740000144, 176685.09259999916 421381.4334000014)"
