FID,raai,vaknr,raainr,bkl,tkl,tklminbkl,trend,snijding,opmerkinge,symbol,shape_leng,shape_le_1,se_anno_cad_data,gdb_geomattr_data,shape
trend_2016_25.1,301180,3,1180,-30,104.59,134.59,9.38,-,- - - - - -,1,869.00021642,869.00021642,,,"POLYGON ((179291.22450000048 609388.4721000008, 179270.78649999946 609622.0799000002, 179470.02549999952 609639.5108999982, 179490.46350000054 609405.9032999985, 179291.22450000048 609388.4721000008))"
trend_2016_25.2,200100,2,100,725,2413.38,1688.38,11.63,-,- - - - - -,1,981.49977343,981.49977343,,,"POLYGON ((205419.0331000015 608732.1349, 205408.88589999825 608441.5621000007, 205209.00789999962 608448.5421000011, 205219.1548999995 608739.1149000004, 205419.0331000015 608732.1349))"
trend_2016_25.3,200101,2,101,705,2351.08,1646.08,-15.71,>2026,- - - - - -,3,1185.49976123,1185.49976123,,,"POLYGON ((205065.02479999885 608772.4558999985, 205139.96489999816 609157.9899000004, 205336.29030000046 609119.8280999996, 205261.35009999946 608734.2941000015, 205065.02479999885 608772.4558999985))"
trend_2016_25.4,200102,2,102,700,2192.29,1492.29,-16.78,>2026,- - - - - -,3,1238.99978097,1238.99978097,,,"POLYGON ((204918.01529999822 608829.5148999989, 205061.49280000106 609223.7159000002, 205249.43129999936 609155.311900001, 205105.95380000025 608761.1108999997, 204918.01529999822 608829.5148999989))"
trend_2016_25.5,200103,2,103,689,2062,1373,-9.39,>2026,- - - - - -,3,869.50012299,869.50012299,,,"POLYGON ((204781.72580000013 608908.8561000004, 204895.53489999846 609114.1733000018, 205070.4587999992 609017.2113000005, 204956.64979999885 608811.8942999989, 204781.72580000013 608908.8561000004))"
trend_2016_25.6,200104,2,104,694,1956.18,1262.18,-4.23,>2026,- - - - - -,3,611.49980663,611.49980663,,,"POLYGON ((204672.32409999892 608996.556499999, 204735.96590000018 609081.0120999999, 204895.69310000166 608960.6490999982, 204832.05110000074 608876.193500001, 204672.32409999892 608996.556499999))"
trend_2016_25.7,200105,2,105,699,1928.87,1229.87,3.27,-,- - - - - -,1,563.50008368,563.50008368,,,"POLYGON ((204704.122299999 608968.3784999996, 204645.316300001 608911.5903000012, 204506.38450000063 609055.4580999985, 204565.19079999998 609112.2465000004, 204704.122299999 608968.3784999996))"
trend_2016_25.8,200106,2,106,709,2002.08,1293.08,12.13,-,- - - - - -,1,1006.49986809,1006.49986809,,,"POLYGON ((204603.76330000162 609066.2857999988, 204358.4288999997 608888.0399000011, 204240.87189999968 609049.8432999998, 204486.2063000016 609228.0890999995, 204603.76330000162 609066.2857999988))"
trend_2016_25.9,200120,2,120,770,2122.76,1352.76,20.85,-,- - - - - -,1,1442.50018292,1442.50018292,,,"POLYGON ((204488.76289999858 609224.2859000005, 204067.06289999932 608917.9028000012, 203949.50580000132 609079.7060999982, 204371.20589999855 609386.0892999992, 204488.76289999858 609224.2859000005))"
trend_2016_25.10,200140,2,140,810,2206.57,1396.57,21.2,-,- - - - - -,1,1459.99993551,1459.99993551,,,"POLYGON ((204370.7628000006 609386.2857999988, 203941.98380000144 609074.7595000006, 203824.4268000014 609236.5628999993, 204253.20580000058 609548.0890999995, 204370.7628000006 609386.2857999988))"
