NAAM;ADRES;POSTCODE;HERKOMST;VOORZIENING;OPMERKINGEN;X;Y;LONG;LAT;COUNTER
Turkse Vrouwengroep De Wissel;Hugo Verrieststraat 57;2524CB;Productgroep Participatie;OUDERENSOCIETEIT;;81597.5390625;452278.84375;4.317003301362186;52.05394957952118;315
"Handige Handen
Stichting Florence locatie Oostduin";Goetlijfstraat 5;2596RH;Productgroep Participatie;OUDERENSOCIETEIT;;81625.8515625;456928.625;4.316416298885952;52.09573985737172;316
Bridgeclub Vios;Neherkade 2674;2521RW;Productgroep Participatie;OUDERENSOCIETEIT;;81717.2890625;453214.3125;4.318548245302975;52.06237229953284;317
Evita Lokaal;Van Alkemadelaan 309;2597AJ;Productgroep Participatie;OUDERENSOCIETEIT;;81735.796875;457833.375;4.3178260360935745;52.10388517385916;318
Petit Croissant;Zieken 11;2515SB;Productgroep Participatie;OUDERENSOCIETEIT;;81814.765625;454569.1875;4.319679014774239;52.07456116020964;319
Klaverjasvereniging De Mient KJV;Sinjeur Semeynsweg 145;2524EE;Productgroep Participatie;OUDERENSOCIETEIT;;81835.578125;452136.40625;4.320503812225222;52.052700999140974;320
Stichting Formidable;Kraijenhoffstraat 55;2515RB;Productgroep Participatie;OUDERENSOCIETEIT;;81847.5078125;454102.09375;4.320256644796907;52.07036781513285;321
Wandelclub 55plus Haagse Hout;Zieken 71;2515SB;Productgroep Participatie;OUDERENSOCIETEIT;;81866.1171875;454556.4375;4.320430667889662;52.07445336211604;322
BWC Casa di Galleria;Tak van Poortvlietstraat 18;2521ZC;Productgroep Participatie;OUDERENSOCIETEIT;;81922.2109375;453340;4.321509153169742;52.063528895686176;323
Klassieke Indiase Muziek;De Genestetlaan 264;2522LW;Productgroep Participatie;OUDERENSOCIETEIT;;82047.109375;452579.15625;4.323492770445271;52.05670779886358;324
Ouderenkoor De Laakbloeiers;De Genestetlaan 308;2522LW;Productgroep Participatie;OUDERENSOCIETEIT;;82074.046875;452531.375;4.323895676457284;52.05628194339565;325
Bridgevereniging Replay;Weissenbruchstraat 199;2596GE;Productgroep Participatie;OUDERENSOCIETEIT;;82176.0234375;456461.46875;4.324543700975026;52.09161429496315;326
Haagse Bridgevereniging VIVA voor Ieder Vol Afwisseling;Scheldestraat 42;2515TE;Productgroep Participatie;OUDERENSOCIETEIT;;82196.546875;454644.53125;4.3252309170595264;52.07528857706759;327
Woongemeenschap Stanfasti;1e Laakdwarsweg 7;2521SP;Productgroep Participatie;OUDERENSOCIETEIT;;82218.03125;453589.625;4.325769184500497;52.065811169548184;328
Biljartsoos Raakum;Fijnjekade 146;2521DS;Productgroep Participatie;OUDERENSOCIETEIT;;82274.5078125;453880.28125;4.326530774114184;52.06843065824015;329
Stichting TAAKB;Van Musschenbroekstraat 83;2522AJ;Productgroep Participatie;OUDERENSOCIETEIT;;82390.203125;453348.34375;4.3283309950060485;52.063665413212966;330
Klaverjasvereniging Klavertje Vier, Klaverjasvereniging Klavertje Vier;Jan van der Heijdenstraat 172;2522EV;Productgroep Participatie,Productgroep Participatie;OUDERENSOCIETEIT;;82452.2578125;452981.15625;4.329313800338675;52.060373694640965;331
Ouderensocieteit Lipa 1;Pasteurstraat 245;2522RJ;Productgroep Participatie;OUDERENSOCIETEIT;;82553.859375;452857.28125;4.330821387370565;52.05927374562732;332
Stichting Onderlinge Hulp SOH;Laakkade 28;2521XB;Productgroep Participatie;OUDERENSOCIETEIT;;82650.234375;453759.5;4.332035302753061;52.06739442064978;333
Maandag Maaltijdgroep Bezuidenhout;Volkerakstraat 78;2595VG;Productgroep Participatie;OUDERENSOCIETEIT;;82745.7578125;454880.65625;4.333190870676042;52.07748251248042;334
Bewonerscommissie Zomerzorg;Bezuidenhoutseweg 158;2594BP;Productgroep Participatie;OUDERENSOCIETEIT;;82817.5546875;456005.5625;4.334000015546888;52.087601185807536;335
Algemene Haagse Harttrimvereniging DAHHV, De Algemene Haagse Harttrimvereniging DAHHV;Juliana van Stolberglaan 7;2595CA;Productgroep Participatie,Productgroep Participatie;OUDERENSOCIETEIT;;82848.09375;455425.71875;4.334568191058262;52.08239422688946;336
Bridgeclub Blue Club;Wassenaarseweg 331;2596CW;Productgroep Participatie;OUDERENSOCIETEIT;;82861.6796875;457083.8125;4.334415601903365;52.09729694265635;337
Schaakclub Benoordenhout;Wassenaarseweg 355;2596CW;Productgroep Participatie;OUDERENSOCIETEIT;;82899.9140625;457105.34375;4.334968950678867;52.09749542142103;338
Stichting El Moustaqbal, Stichting Nhnoe;Ketelstraat 23;2516VT;Productgroep Participatie,Productgroep Participatie;OUDERENSOCIETEIT;;82902.125;453161.15625;4.335834692131339;52.06205004746554;339
Sportvereniging Senioren Instuif Overbosch SIO;Gerard Reijnstraat 22;2593EC;Productgroep Participatie;OUDERENSOCIETEIT;;83015.3671875;456052.3125;4.336875935939534;52.08804707454997;340
De Vergeten Ouderen;Trekweg 306;2516SN;Productgroep Participatie;OUDERENSOCIETEIT;;83028.6484375;453341.46875;4.337641422635201;52.06368693721546;341
Christus Triomfator Kerk;Juliana van Stolberglaan 154;2595CL;Productgroep Participatie;OUDERENSOCIETEIT;;83117.7578125;455621.53125;4.338460466809966;52.08418903035252;342
Ontmoeting van Turkse Vrouwen 55 plus;Johannes Camphuijsstraat 25;2593CH;Productgroep Participatie;OUDERENSOCIETEIT;;83127.0078125;455824.09375;4.338552716839818;52.08601062173801;343
Creaclub Christus Triumfatorkerk;Hendrik Zwaardecoonstraat 8;2593XS;Productgroep Participatie;OUDERENSOCIETEIT;;83151.5625;455905.96875;4.338893672719962;52.08674960372601;344
Bridgevereniging EHBV de Bond;Jacob Mosselstraat 77;2595RG;Productgroep Participatie;OUDERENSOCIETEIT;;83167.59375;455256.71875;4.339264262278076;52.08091699585784;345
Maaltijd Project Ctkerk;2e Joan Maetsuyckerstraat 335;2593ZK;Productgroep Participatie;OUDERENSOCIETEIT;;83327.390625;455737.1875;4.341494163553242;52.085255588076045;346
Bewonerscommissie Maetstate;3e Joan Maetsuyckerstraat 312;2593ZS;Productgroep Participatie;OUDERENSOCIETEIT;;83365.859375;455751.375;4.342052356709321;52.085388067056556;347
Badmintonclub Panache;Van Lansbergestraat 91;2593SC;Productgroep Participatie;OUDERENSOCIETEIT;;83559.8125;455961.15625;4.344837767024485;52.08729839407258;348
Het Hout;De Sillestraat 203;2593TX;Productgroep Participatie;OUDERENSOCIETEIT;;83622.7578125;455896.6875;4.345769533097652;52.08672714366995;349
Seniorensoos Ypenburg;Bieremalaan 27;2497AW;Productgroep Participatie;OUDERENSOCIETEIT;;84337.25;450029.34375;4.357406738241487;52.03408964586228;350
Woongemeenschap Toermalijn De Stulp;Toermalijnhorst 144;2592JK;Productgroep Participatie;OUDERENSOCIETEIT;;84623.6328125;456717.09375;4.360201277091191;52.09422814488839;351
Bridgeclub op donderdag, Bridgeclub op maandagmiddag BOM;Kornalijnhorst 169;2592HW;Productgroep Participatie,Productgroep Participatie;OUDERENSOCIETEIT;;84685.0234375;456772.03125;4.3610856819552115;52.09472966184334;352
Bewonerscommissie Zwedenburg;Zwedenburg 285;2591BE;Productgroep Participatie;OUDERENSOCIETEIT;;84829.0546875;456569.5;4.363228916253971;52.09292782136129;353
PGS Vogel;Wijndaelerweg 9;2554BZ;Productgroep Participatie;BUURTHUISVANDETOEKOMST;;74954.640625;452826.96875;4.2200405451863885;52.057955638169794;354
Storks;Schapenatjesduin 9;2554BW;Productgroep Participatie;BUURTHUISVANDETOEKOMST;;74998.3046875;453409.625;4.2205406061819035;52.06319801600768;355
The Hungry Mind;Wijndaelerweg 9;2554BZ;Productgroep Participatie;BUURTHUISVANDETOEKOMST;;75112.59375;452889.28125;4.22232867160342;52.0585384088829;356
SV Loosduinen;Madesteinweg 17;2553EC;Productgroep Participatie;BUURTHUISVANDETOEKOMST;;75175.2734375;451665.15625;4.223528464124074;52.04754675536328;357
GDA;Madesteinweg 10;2553EC;Productgroep Participatie;BUURTHUISVANDETOEKOMST;;75319.140625;451830.65625;4.22558673982161;52.04905473604126;358
Wijndaelercentrum;Catharina van Rennesstraat 8;2551GM;Productgroep Participatie;BUURTHUISVANDETOEKOMST;;76137.9921875;453176.65625;4.237211215162413;52.06126782426741;359
Quick;De Savornin Lohmanlaan 215;2566BZ;Productgroep Participatie;BUURTHUISVANDETOEKOMST;;76556.5546875;454397.75;4.243033100837287;52.07230072878037;360
SV Houtwijk;L. van Vuurdestraat 16;2552JG;Productgroep Participatie;BUURTHUISVANDETOEKOMST;;76577.4765625;452033.46875;4.243881149584886;52.051056814761665;361
SV DUNO;Monseigneur Nolenslaan 9;2555XX;Productgroep Participatie;BUURTHUISVANDETOEKOMST;;76845.6171875;453510.5;4.2474516692532465;52.06436822195693;362
Hvv RAS;Albardastraat 15;2555XP;Productgroep Participatie;BUURTHUISVANDETOEKOMST;;76999.703125;453348.15625;4.249735416397936;52.062931015871534;363
Zorgcentrum Houthaghe;Toon Dupuisstraat 10;2552SB;Productgroep Participatie;BUURTHUISVANDETOEKOMST;;77121.078125;452515.25;4.25169500027414;52.05546306646257;364
WZC Uitzicht;Zonnebloemstraat 383;2565RW;Productgroep Participatie;BUURTHUISVANDETOEKOMST;;77253.6640625;454642.3125;4.253143460169292;52.07459681094166;365
Zone Stokroosveld;Zonnebloemstraat 159 159;2565RT;Productgroep Participatie;BUURTHUISVANDETOEKOMST;;77387.515625;454601.59375;4.25510480356;52.07424966075177;366
HKV Achilles;Pomonaplein 71;2564XT;Productgroep Participatie;BUURTHUISVANDETOEKOMST;;77726.671875;454054.8125;4.260174795213658;52.069383359544965;367
Jump Team;Strandweg 3;2586JK;Productgroep Participatie;BUURTHUISVANDETOEKOMST;;78183.953125;457804.21875;4.265998543517195;52.10314150367462;368
SVV Scheveningen;Laan van Poot 38;2566EC;Productgroep Participatie;BUURTHUISVANDETOEKOMST;;78267.4765625;455846.59375;4.267658034523013;52.085560650874974;369
Sportcomplex Baambruggestraat;Baambruggestraat 8;2546SK;Productgroep Participatie;BUURTHUISVANDETOEKOMST;;78344.984375;452645.71875;4.269507529356936;52.05680620556315;370
Gulden Huis Florence;Steenhouwersgaarde 1;2542AA;Productgroep Participatie;BUURTHUISVANDETOEKOMST;;78447.6015625;450933.1875;4.271387148853601;52.04143039026717;371
Ontmoetingscentrum Morgenstond;1e Eeldenpad 3;2541JG;Productgroep Participatie;BUURTHUISVANDETOEKOMST;;78740.5625;451129.4375;4.275612751746667;52.04323441161155;372
YMCA;Keizerstraat 58;2584BK;Productgroep Participatie;BUURTHUISVANDETOEKOMST;;78770.5625;458094.5625;4.274494172583135;52.10583183370707;373
Schroeder Weimarstraat;Weimarstraat 364;2562HV;Productgroep Participatie;BUURTHUISVANDETOEKOMST;;78805.203125;454392.75;4.2758268440378195;52.072569705289794;374
WZC Jonker Frans;Newtonplein 100;2562JZ;Productgroep Participatie;BUURTHUISVANDETOEKOMST;;79036.4765625;454417.875;4.279193999388218;52.072827263687294;375
Manege de Eendenkooi;Marie Heinenweg 6;2533SX;Productgroep Participatie;BUURTHUISVANDETOEKOMST;;79119.4375;452166.375;4.280904166259698;52.05260507507735;376
TV Breekpunt;Teijlerstraat 126;2562RZ;Productgroep Participatie;BUURTHUISVANDETOEKOMST;;79138.9609375;454277.53125;4.280719770005694;52.071580084595226;377
Ons Eibernest;Steenwijklaan 16;2541RL;Productgroep Participatie;BUURTHUISVANDETOEKOMST;;79381.6796875;451312.0625;4.284915888809245;52.04496344230685;378
WZH Hoge Veld;Laan van Wateringse Veld 222;2548CG;Productgroep Participatie;BUURTHUISVANDETOEKOMST;;79413;450013.28125;4.2856595023758635;52.033295895087974;379
Schroeder;Loosduinsekade 156;2571BV;Productgroep Participatie;BUURTHUISVANDETOEKOMST;;79598.15625;454238.46875;4.287424883141311;52.071291743880785;380
Wijkwinkel Scheveningen;Gentsestraat 22;2587HT;Productgroep Participatie;BUURTHUISVANDETOEKOMST;;79767.1484375;458727;4.288898942304328;52.11165172963309;381
WDC De Kronkel;Westeinde 425;2512KD;Productgroep Participatie;BUURTHUISVANDETOEKOMST;;80479.4921875;454647.65625;4.300188094069804;52.07508828139803;382
Het Klokhuis;Celebesstraat 4;2585TJ;Productgroep Participatie;BUURTHUISVANDETOEKOMST;;80579.2578125;456511.375;4.301236498727304;52.091850421755666;383
WZC De Eshoeve;Doorniksestraat 150;2587AZ;Productgroep Participatie;BUURTHUISVANDETOEKOMST;;80610.8203125;458240.0625;4.301319687974119;52.107389860682694;384
Tenierplantsoen (zone);Teniersstraat 13;2526NX;Productgroep Participatie;BUURTHUISVANDETOEKOMST;;80808.3828125;453917.75;4.305143390549612;52.06857295383998;385
Chinese Brug;Zuidwal 94;2512XV;Productgroep Participatie;BUURTHUISVANDETOEKOMST;;80919.515625;454354.25;4.306669217225253;52.07251054597836;386
Haagse Sporttuin Schilderswijk;Bosboomstraat 12;2526VP;Productgroep Participatie;BUURTHUISVANDETOEKOMST;;81189.46875;453592;4.3107708869711345;52.06569642426161;387
De Sprong;Paviljoensgracht 31;2512BL;Productgroep Participatie;BUURTHUISVANDETOEKOMST;;81292.6015625;454532;4.312071722578237;52.07415771849624;388
HWW Zorg, De Schildershoek;Jacob Catsstraat 325;2515GK;Productgroep Participatie;BUURTHUISVANDETOEKOMST;;81403.3203125;453620.34375;4.313883005067027;52.06597959515868;389
WZC Oostduin;Goetlijfstraat 5;2596RH;Productgroep Participatie;BUURTHUISVANDETOEKOMST;;81625.8515625;456928.625;4.316416298885952;52.09573985737172;390
Evita Lokaal;Van Alkemadelaan 309;2597AJ;Productgroep Participatie;BUURTHUISVANDETOEKOMST;;81735.796875;457833.375;4.3178260360935745;52.10388517385916;391
HVV Laakkwartier;Jan van Beersstraat 69;2523JS;Productgroep Participatie;BUURTHUISVANDETOEKOMST;;81845.515625;452434.59375;4.320584820371075;52.05538206580302;392
WZC Rivierenbuurt;Christoffel Plantijnstraat 3;2515TZ;Productgroep Participatie;BUURTHUISVANDETOEKOMST;;82070.640625;454755.53125;4.323370923231543;52.076269544930724;393
HDM;Theo Mann-Bouwmeesterlaan 205;2597GV;Productgroep Participatie;BUURTHUISVANDETOEKOMST;;82571.8125;458207.03125;4.329947241706142;52.107353188207895;394
Stadsboerderij Molenweide;Stuwstraat 31;2516TA;Productgroep Participatie;BUURTHUISVANDETOEKOMST;;82786.4375;453485.5;4.334079357136792;52.06494980276191;395
Haagse Sportvereniging VUC;Het Kleine Loo 1;2592BW;Productgroep Participatie;BUURTHUISVANDETOEKOMST;;83880.453125;455939.5;4.349519932859714;52.08714505550499;396
HWW Zorg Ametisthorst;Ametisthorst 9;2592HD;Productgroep Participatie;BUURTHUISVANDETOEKOMST;;84529.5078125;456691.4375;4.3588332260242355;52.093985600819465;397
Hercules;Laan van Kans 13;2496VB;Productgroep Participatie;BUURTHUISVANDETOEKOMST;;84559.6015625;451348.53125;4.360374854851817;52.045973374613936;398
De Landen;Isabellaland 259;2591SG;Productgroep Participatie;BUURTHUISVANDETOEKOMST;;85134.9375;456891.125;4.367625945023038;52.09585691257744;399
Buurtcentrum de Yp;Oeverwallaan 130;2498BK;Productgroep Participatie;BUURTHUISVANDETOEKOMST;;86169.8046875;449802.1875;4.384155038158936;52.03227870619585;400
Stadsboerderij Landzigt;Aristoteleslaan 143;2493ZN;Productgroep Participatie;BUURTHUISVANDETOEKOMST;;87179.4296875;453152.96875;4.3982010206927376;52.06251657423024;401
t Plekkie;Zoetermeerse Rijweg 893;2492JZ;Productgroep Participatie;BUURTHUISVANDETOEKOMST;;87624.046875;453133.875;4.404687560453805;52.06239922742847;402
SV Leidschenveen;Poelpolderstraat 25;2493VE;Productgroep Participatie;BUURTHUISVANDETOEKOMST;;87641.203125;452254.96875;4.4051110371716335;52.05450258548953;403
Fitplaats Vlielandsestraat;-;-;www.denhaag.nl;FITPLAATSEN;locatie uit WebGis;77713.9921875;456237.03125;4.259495581808603;52.08899237686048;404
Fitplaats strand Scheveningen;-;-;www.denhaag.nl;FITPLAATSEN;bij benadering, locatie uit webgis;78193.296875;457866.96875;4.266120756063974;52.103706710294105;405
Fitplaats Escamp Carré;-;-;www.denhaag.nl;FITPLAATSEN;locatie uit WebGis;78863.296875;453590.84375;4.2768528982869665;52.0653712160288;406
Fitplaats Zuiderpak;-;-;www.denhaag.nl;FITPLAATSEN;locatie uit WebGis;79543.3984375;452924.40625;4.2869167582488785;52.05947518324392;407
Fitplaats Bosjes van Zanen;-;-;www.denhaag.nl;FITPLAATSEN;bij benadering, locatie uit webgis;82411.546875;457748.3125;4.327705902000314;52.10320979341119;408
Fitsplaats Ketelveld;-;-;www.denhaag.nl;FITPLAATSEN;locatie uit WebGis;83052.453125;453170.34375;4.338024567074169;52.06215215623758;409
Fitplaats Wijkpark De Horst;-;-;www.denhaag.nl;FITPLAATSEN;bij benadering, locatie uit webgis;84406.9375;456664.5625;4.357050408546583;52.09372846119878;410
Jeugdtandzorg West B.V., Jeugdtandzorg Vestiging Rijswijkseplein;Rijswijkseplein 56;2516GX;Werkgelegenheidsregister 2018, bewerking OS&P,Werkgelegenheidsregister 2018, bewerking OS&P;TANDARTS;;82072.7578125;454277.9375;4.323503857685315;52.07197778919268;411
TandartsenCollectief Gouverneurlaan;Goeverneurlaan 237;2523BE;Werkgelegenheidsregister 2018, bewerking OS&P;TANDARTS;;82102.5625;452902.6875;4.324232137866807;52.05962261199783;412
Tandartsenpraktijk Clingendael;Van Alkemadelaan 304;2597AP;Werkgelegenheidsregister 2018, bewerking OS&P;TANDARTS;;82125.671875;457190.875;4.323653165090715;52.09816266778501;413
Tandartspraktijk E.M.M.Stassen;Christoffel Plantijnstraat 271;2515TV;Werkgelegenheidsregister 2018, bewerking OS&P;TANDARTS;;82156.6796875;454657.71875;4.324646661453104;52.07540184813466;414
Smaragd Dental B.V.;Linnaeusstraat 225;2522GL;Werkgelegenheidsregister 2018, bewerking OS&P;TANDARTS;;82171.578125;452675.875;4.3252867026362996;52.05759336567416;415
A. Tump;Anna van Buerenplein 70;2595DB;Werkgelegenheidsregister 2018, bewerking OS&P;TANDARTS;;82172.046875;455382.53125;4.324716075291853;52.08191760417353;416
Tandarts Renu Saini;Kiggelaerstraat 14;2596TM;Werkgelegenheidsregister 2018, bewerking OS&P;TANDARTS;;82188.6171875;456861.0625;4.324642103612815;52.09520700661789;417
H.W. Schaefer B.V.;Ruychrocklaan 211;2597EB;Werkgelegenheidsregister 2018, bewerking OS&P;TANDARTS;;82190.78125;457608.53125;4.324514012251148;52.10192461131148;418
Tandarts praktijk L.J.M. Arrindell, A.F. Durville, Tandarts;Maasstraat 5;2515DA;Werkgelegenheidsregister 2018, bewerking OS&P,Werkgelegenheidsregister 2018, bewerking OS&P;TANDARTS;;82221.0625;454848.3125;4.32554500224337;52.077123138890435;419
Tandartspraktijk Keep Smiling B.V.;Goeverneurlaan 29;2523BA;Werkgelegenheidsregister 2018, bewerking OS&P;TANDARTS;;82258.9296875;452990.90625;4.326493079090005;52.06043596835579;420
T.R. Lever Tandarts;Van Drenkwaertstraat 6;2596TK;Werkgelegenheidsregister 2018, bewerking OS&P;TANDARTS;;82260.9296875;456874.90625;4.3256942573068375;52.09534092488768;421
B.V. Mondzorg op maat voor iedereen;Fijnjekade 181;2521DT;Werkgelegenheidsregister 2018, bewerking OS&P;TANDARTS;;82289.859375;453834.1875;4.326764451230779;52.068018437948616;422
De Haagse Tandarts;Weissenbruchstraat 281;2596GH;Werkgelegenheidsregister 2018, bewerking OS&P;TANDARTS;;82374.671875;456577.65625;4.327417189123841;52.09268454336708;423
Tandartspraktijk A.J.M. Coene, T V Musschenbroek Greve Hamminga;Breitnerlaan 122;2596HE;Werkgelegenheidsregister 2018, bewerking OS&P,Werkgelegenheidsregister 2018, bewerking OS&P;TANDARTS;;82375.5234375;456717.21875;4.327399885231915;52.09393887136335;424
Art of Teeth Tandartspraktijk;Van Musschenbroekstraat 180;2522AW;Werkgelegenheidsregister 2018, bewerking OS&P;TANDARTS;;82393.921875;453085.46875;4.328441109044185;52.06130349085776;425
R.A. Cats, tandarts;Breitnerlaan 152;2596HG;Werkgelegenheidsregister 2018, bewerking OS&P;TANDARTS;;82421.75;456705.6875;4.328076810422288;52.09384130583758;426
Tandartspraktijk A.G. Schoustra Kempees;Van Alkemadelaan 30;2597AM;Werkgelegenheidsregister 2018, bewerking OS&P;TANDARTS;;82434.3828125;456737.5;4.328254358415159;52.094128853806005;427
KiesQ Tandheelkunde;Benoordenhoutseweg 227;2596BE;Werkgelegenheidsregister 2018, bewerking OS&P;TANDARTS;;82520.1171875;456532.21875;4.3295489146152;52.092295270124986;428
Profdent B.V.;Rijswijkseweg 231;2516HD;Werkgelegenheidsregister 2018, bewerking OS&P;TANDARTS;;82600.640625;453291.90625;4.331411282414728;52.06318575989427;429
Tandartspraktijk Rambharse, Tandarts Mariel Kruizinga;Benoordenhoutseweg 229;2596BG;Werkgelegenheidsregister 2018, bewerking OS&P,Werkgelegenheidsregister 2018, bewerking OS&P;TANDARTS;;82604.1796875;456580.75;4.330765082743712;52.092742410294115;430
Tandartspraktijk E.K.K. Lieuw;Jan van der Heijdenstraat 12;2522EP;Werkgelegenheidsregister 2018, bewerking OS&P;TANDARTS;;82767.0234375;452885.40625;4.333923212626683;52.0595543306869;431
Marcelo Fernandes Tandarts;Wilhelminastraat 115;2595EP;Werkgelegenheidsregister 2018, bewerking OS&P;TANDARTS;;82787.34375;455546.34375;4.333656508331789;52.08347034029466;432
Tandartspraktijk Waldent, J G Draisma;Bezuidenhoutseweg 193;2594AJ;Werkgelegenheidsregister 2018, bewerking OS&P,Werkgelegenheidsregister 2018, bewerking OS&P;TANDARTS;;82849.15625;455986.09375;4.334465153530413;52.087430343478104;433
HealthySmile Dental Clinic;Breitnerlaan 442;2596HK;Werkgelegenheidsregister 2018, bewerking OS&P;TANDARTS;;82893.6171875;457000.8125;4.334899180050276;52.09655520138264;434
E. Erdal Tandarts;Stuwstraat 148;2516TP;Werkgelegenheidsregister 2018, bewerking OS&P;TANDARTS;;82893.96875;453450.25;4.335654726501157;52.06464702345211;435
La Clinique;Laan van Nieuw-Oost-Indië 5;2593BH;Werkgelegenheidsregister 2018, bewerking OS&P;TANDARTS;;82912.046875;455983.625;4.335383151575633;52.087416349896614;436
J.C.A. van Diggelen Tandarts;Wassenaarseweg 367;2596CX;Werkgelegenheidsregister 2018, bewerking OS&P;TANDARTS;;82915.0390625;457113.875;4.3351878463925635;52.0975740600467;437
Praktijk voor Mondzorg LNOI15;Laan van Nieuw-Oost-Indië 15;2593BJ;Werkgelegenheidsregister 2018, bewerking OS&P;TANDARTS;;82933.1484375;455956.375;4.335696748607511;52.087174206848026;438
Tandartspraktijk Dental Touch;Juliana van Stolberglaan 61;2595CB;Werkgelegenheidsregister 2018, bewerking OS&P;TANDARTS;;83042.71875;455524;4.337386416699555;52.083302788546;439
Maatschap P.H.M. Petit en A. Petit- Theodoridis;Laan van Nieuw-Oost-Indië 130;2593CA;Werkgelegenheidsregister 2018, bewerking OS&P;TANDARTS;;83165.7421875;455680.21875;4.339148074635706;52.08472267142165;440
Praktijk Simons;Theresiastraat 397;2593AM;Werkgelegenheidsregister 2018, bewerking OS&P;TANDARTS;;83466.2265625;456156.84375;4.343431448542214;52.089044917479015;441
M P van Joost;Haverkamp 224;2592BM;Werkgelegenheidsregister 2018, bewerking OS&P;TANDARTS;;83931.59375;456244.875;4.350202354444419;52.08989597630669;442
Tandartspraktijk Zwaluw Tarwekamp;Tarwekamp 77;2592XH;Werkgelegenheidsregister 2018, bewerking OS&P;TANDARTS;;84192.296875;456082.3125;4.3540395885179235;52.08846846034849;443
Tandartspraktijk Mariahoeve;Ivoorhorst 403;2592TN;Werkgelegenheidsregister 2018, bewerking OS&P;TANDARTS;;84206.328125;456287.0625;4.354201782578541;52.09031031014483;444
Tulpan;Granaathorst 1;2592SN;Werkgelegenheidsregister 2018, bewerking OS&P;TANDARTS;;84235.2578125;456387.4375;4.354603020277293;52.091216062891064;445
Care Dental;Laan van Waalhaven 484;2497GR;Werkgelegenheidsregister 2018, bewerking OS&P;TANDARTS;;84579.78125;451115.8125;4.360716921602953;52.0438845145765;446
I.T. de Jong;Amberhorst 42;2592JJ;Werkgelegenheidsregister 2018, bewerking OS&P;TANDARTS;;84616.2421875;456794;4.360077564911922;52.09491834973777;447
Breitner Tandartsen;Bezuidenhoutseweg 474;2594BG;Werkgelegenheidsregister 2018, bewerking OS&P;TANDARTS;;84633.65625;457398.6875;4.360206825787713;52.10035479436928;448
L. Tauber, tandarts;Plesmanlaan 49;2497CD;Werkgelegenheidsregister 2018, bewerking OS&P;TANDARTS;;84724.90625;450369.125;4.36298551375457;52.037192504839645;449
L. Plugge B.V.;Hongarenburg 244;2591XH;Werkgelegenheidsregister 2018, bewerking OS&P;TANDARTS;;84893.03125;456445.34375;4.364187884781326;52.09182015325353;450
Tandheelkunde Dullemond;Boswinde 175;2496WK;Werkgelegenheidsregister 2018, bewerking OS&P;TANDARTS;;84925.3125;451404.71875;4.365693587106924;52.04652468194832;451
Ypenburgse Tandartsenpraktijk, S.H.S Tjioe;Rijswijkse Landingslaan 430;2497TL;Werkgelegenheidsregister 2018, bewerking OS&P;TANDARTS;;85166.1328125;450528.8125;4.36938253976841;52.03868335814475;452
Tandartsenpraktijk Ypenburg Centrum;Steentijdsingel 61;2496SH;Werkgelegenheidsregister 2018, bewerking OS&P;TANDARTS;;85204.5390625;450899.5625;4.369866531650306;52.04202010412403;453
Gündüz Tandheelkunde;Van Twiskwater 17;2497ZW;Werkgelegenheidsregister 2018, bewerking OS&P;TANDARTS;;85362.828125;450160.84375;4.372323860103294;52.035401180705485;454
W.F.M. Engbers Tandarts;Van der Krukwater 29;2497ZT;Werkgelegenheidsregister 2018, bewerking OS&P;TANDARTS;;85479.59375;450354.65625;4.373985922514992;52.03715761847053;455
Tandartspraktijk De Weidevogel;Weidevogellaan 236;2496MZ;Werkgelegenheidsregister 2018, bewerking OS&P;TANDARTS;;85511.78125;451376.03125;4.374247349878323;52.04634070213686;456
Ravieta Autar;Fluitschiplaan 157;2496XW;Werkgelegenheidsregister 2018, bewerking OS&P;TANDARTS;;86367.8203125;452104.34375;4.386578040830991;52.052992680060065;457
N. Saliba, tandarts;Frank van Hulsentoplaan 43;2493AM;Werkgelegenheidsregister 2018, bewerking OS&P;TANDARTS;;86719.2578125;453083.96875;4.391505267465579;52.061839951715534;458
Kordecki Mondzorg;Tedingeroord 42;2493ZD;Werkgelegenheidsregister 2018, bewerking OS&P;TANDARTS;;87042.1796875;452616;4.396306687579803;52.05767403092822;459
Navabifard, tandarts, SDK-Dentistry;Oude Middenweg 2;2491AA;Werkgelegenheidsregister 2018, bewerking OS&P,Werkgelegenheidsregister 2018, bewerking OS&P;TANDARTS;;87335.7109375;454158.4375;4.400280412067554;52.07157180551555;460
L.L. Tan, tandarts;Monsterseweg 65;2553RH;Werkgelegenheidsregister 2018, bewerking OS&P;TANDARTS;;74270.3515625;451441.6875;4.210392060943541;52.04540747796723;461
Tandartspraktijk Kijkduin B.V.;Deltaplein 649;2554GK;Werkgelegenheidsregister 2018, bewerking OS&P;TANDARTS;;74934.2421875;453906.21875;4.219490118201136;52.067651423139836;462
Tandarts R. Rajaee;Nederhoflaan 32;2553EW;Werkgelegenheidsregister 2018, bewerking OS&P;TANDARTS;;75259.5625;451112.5625;4.224885899496806;52.042592956695565;463
Tandartspraktijk Waldeck;Alphons Diepenbrockhof 164;2551LD;Werkgelegenheidsregister 2018, bewerking OS&P;TANDARTS;;75739.2890625;452967.8125;4.231446790998978;52.059334138276704;464
