ID,SUBTYPE,BGTBRONHOUDER,BGTBRONHOUDERCODE,BGTSTATUS,OPPERVLAKTE,POSITIONELE_NAUWKEURIGHEID_MM,RELATIEVEHOOGTELIGGING,STATUS,TIJDSTIP_REGISTRATIE
4015149,,Almere,G0034,bestaand,6.575,283,0,,2014/01/31 22:14:14+00
4015150,,Almere,G0034,bestaand,7.105,283,0,,2014/01/31 22:14:14+00
4015151,,Almere,G0034,bestaand,10.727,283,0,,2014/01/31 22:14:14+00
4015152,,Almere,G0034,bestaand,10.124,283,0,,2014/01/31 22:14:14+00
4015153,,Almere,G0034,bestaand,6.748,283,0,,2014/01/31 22:14:14+00
4015154,,Almere,G0034,bestaand,57.719,283,0,,2016/11/29 10:48:26+00
4015155,,Almere,G0034,bestaand,196.453,283,0,,2016/11/29 10:48:25+00
4015156,,Almere,G0034,bestaand,6.938,283,0,,2014/01/31 22:14:14+00
4015157,,Almere,G0034,bestaand,69.552,283,0,,2020/10/30 14:24:40+00
4015158,,Almere,G0034,bestaand,6.009,283,0,,2014/01/31 22:14:14+00
4015159,,Almere,G0034,bestaand,9.381,283,0,,2014/01/31 22:14:14+00
4015160,,Almere,G0034,bestaand,7.43,283,0,,2014/01/31 22:14:14+00
4015161,,Almere,G0034,bestaand,8.718,283,0,,2014/01/31 22:14:14+00
4015162,,Almere,G0034,bestaand,7.021,283,0,,2014/01/31 22:14:14+00
4015163,,Almere,G0034,bestaand,7.068,283,0,,2014/01/31 22:14:14+00
4015164,,Almere,G0034,bestaand,7.001,283,0,,2014/01/31 22:14:14+00
4015165,,Almere,G0034,bestaand,54.73,283,0,,2016/11/29 10:47:20+00
4015166,,Almere,G0034,bestaand,47.961,283,0,,2016/11/29 10:43:58+00
4015167,,Almere,G0034,bestaand,54.944,283,0,,2016/11/29 10:47:19+00
4015168,,Almere,G0034,bestaand,8.118,283,0,,2014/01/31 22:14:14+00
4015169,,Almere,G0034,bestaand,48.11,283,0,,2016/11/29 10:44:01+00
4015170,,Almere,G0034,bestaand,62.778,283,0,,2016/11/29 10:49:54+00
4015171,,Almere,G0034,bestaand,19.265,283,0,,2014/01/31 22:14:14+00
4015172,,Almere,G0034,bestaand,54.012,283,0,,2016/11/29 10:48:41+00
4015173,,Almere,G0034,bestaand,8.481,283,0,,2014/01/31 22:14:14+00
4015174,,Almere,G0034,bestaand,56.608,283,0,,2016/11/29 10:49:01+00
4015175,,Almere,G0034,bestaand,7.202,283,0,,2014/01/31 22:14:14+00
4015176,,Almere,G0034,bestaand,5.096,283,0,,2014/01/31 22:14:14+00
4015177,,Almere,G0034,bestaand,8.943,283,0,,2014/01/31 22:14:14+00
4015178,,Almere,G0034,bestaand,18.65,283,0,,2014/01/31 22:14:14+00
4015179,,Almere,G0034,bestaand,25.57,283,0,,2014/01/31 22:14:14+00
4015180,,Almere,G0034,bestaand,141.501,283,0,,2014/01/31 22:14:14+00
4015181,,Almere,G0034,bestaand,57.691,283,0,,2016/11/29 10:47:19+00
4015182,,Almere,G0034,bestaand,9.093,283,0,,2014/01/31 22:14:14+00
4015183,,Almere,G0034,bestaand,132.569,283,0,,2016/11/29 10:43:58+00
4015184,,Almere,G0034,bestaand,59.385,283,0,,2016/11/29 10:49:28+00
4015185,,Almere,G0034,bestaand,312.975,283,0,,2016/11/29 10:48:28+00
4015186,,Almere,G0034,bestaand,47.633,283,0,,2016/11/29 10:47:19+00
4015187,,Almere,G0034,bestaand,54.157,283,0,,2016/11/29 10:49:53+00
4015188,,Almere,G0034,bestaand,81.417,283,0,,2016/11/29 10:43:46+00
4015189,,Almere,G0034,bestaand,5.403,283,0,,2014/01/31 22:14:14+00
4015190,,Almere,G0034,bestaand,6.019,283,0,,2014/01/31 22:14:14+00
4015191,,Almere,G0034,bestaand,7.317,283,0,,2014/01/31 22:14:14+00
4015192,,Almere,G0034,bestaand,5.918,283,0,,2014/01/31 22:14:14+00
4015193,,Almere,G0034,bestaand,52.509,283,0,,2020/07/07 15:27:56+00
4015194,,Almere,G0034,bestaand,54.51,283,0,,2016/11/29 10:48:40+00
4015195,,Almere,G0034,bestaand,7.152,283,0,,2014/01/31 22:14:14+00
4015196,,Almere,G0034,bestaand,5.506,283,0,,2014/01/31 22:14:14+00
4015197,,Almere,G0034,bestaand,5.996,283,0,,2014/01/31 22:14:14+00
4015198,,Almere,G0034,bestaand,19.909,283,0,,2014/01/31 22:14:14+00
4015199,,Almere,G0034,bestaand,50.921,283,0,,2016/11/29 10:44:33+00
4015200,,Almere,G0034,bestaand,6,283,0,,2014/01/31 22:14:14+00
4015201,,Almere,G0034,bestaand,61.31,283,0,,2016/11/29 10:47:12+00
4015202,,Almere,G0034,bestaand,49.383,283,0,,2016/11/29 10:47:18+00
4015203,,Almere,G0034,bestaand,9.459,283,0,,2014/01/31 22:14:14+00
4015204,,Almere,G0034,bestaand,50.996,283,0,,2016/11/29 10:47:18+00
4015205,,Almere,G0034,bestaand,245.815,283,0,,2019/02/13 09:36:13+00
4015206,,Almere,G0034,bestaand,7.534,283,0,,2014/01/31 22:14:14+00
4015207,,Almere,G0034,bestaand,9.738,283,0,,2014/01/31 22:14:14+00
4015208,,Almere,G0034,bestaand,45.298,283,0,,2016/11/29 10:49:39+00
4015209,,Almere,G0034,bestaand,152.469,283,0,,2016/11/29 10:48:41+00
4015210,,Almere,G0034,bestaand,10.438,283,0,,2014/01/31 22:14:14+00
4015211,,Almere,G0034,bestaand,53.332,283,0,,2016/11/29 10:46:11+00
4015212,,Almere,G0034,bestaand,57.433,283,0,,2016/11/29 10:47:20+00
4015213,,Almere,G0034,bestaand,6.02,283,0,,2014/01/31 22:14:14+00
4015214,,Almere,G0034,bestaand,56.978,283,0,,2016/11/29 10:48:28+00
4015215,,Almere,G0034,bestaand,68.996,283,0,,2016/11/29 10:47:19+00
4015216,,Almere,G0034,bestaand,48.343,283,0,,2016/11/29 10:47:16+00
4015217,,Almere,G0034,bestaand,58.085,283,0,,2016/11/29 10:49:01+00
4015218,,Almere,G0034,bestaand,56.542,283,0,,2016/11/29 10:49:39+00
4015219,,Almere,G0034,bestaand,5.698,283,0,,2014/01/31 22:14:14+00
4015220,,Almere,G0034,bestaand,1421.375,283,0,,2020/04/21 17:11:59+00
4015221,,Almere,G0034,bestaand,47.225,283,0,,2016/11/29 10:49:37+00
4015222,,Almere,G0034,bestaand,52.878,283,0,,2016/11/29 10:49:29+00
4015223,,Almere,G0034,bestaand,54.095,283,0,,2016/11/29 10:46:06+00
4015224,,Almere,G0034,bestaand,7.479,283,0,,2014/01/31 22:14:14+00
4015225,,Almere,G0034,bestaand,68.634,283,0,,2016/11/29 10:43:55+00
4015226,,Almere,G0034,bestaand,5.999,283,0,,2014/01/31 22:14:14+00
4015227,,Almere,G0034,bestaand,5.483,283,0,,2014/01/31 22:14:14+00
4015228,,Almere,G0034,bestaand,53.913,283,0,,2016/11/29 10:44:02+00
4015229,,Almere,G0034,bestaand,46.398,283,0,,2016/11/29 10:47:18+00
4015230,,Almere,G0034,bestaand,68.156,283,0,,2016/11/29 10:43:57+00
4015231,,Almere,G0034,bestaand,7.055,283,0,,2014/01/31 22:14:14+00
4015232,,Almere,G0034,bestaand,6.719,283,0,,2014/01/31 22:14:14+00
4015233,,Almere,G0034,bestaand,51.144,283,0,,2016/11/29 10:48:29+00
4015234,,Almere,G0034,bestaand,9.779,283,0,,2014/01/31 22:14:14+00
4015235,,Almere,G0034,bestaand,6.832,283,0,,2014/01/31 22:14:14+00
4015236,,Almere,G0034,bestaand,55.456,283,0,,2016/11/29 10:47:16+00
4015237,,Almere,G0034,bestaand,50.517,283,0,,2016/11/29 10:47:26+00
4015238,,Almere,G0034,bestaand,55.728,283,0,,2016/11/29 10:46:05+00
4015239,,Almere,G0034,bestaand,8.14,283,0,,2014/01/31 22:14:14+00
4015240,,Almere,G0034,bestaand,5.996,283,0,,2014/01/31 22:14:14+00
4015241,,Almere,G0034,bestaand,61.276,283,0,,2016/11/29 10:46:06+00
4015242,,Almere,G0034,bestaand,7.147,283,0,,2014/01/31 22:14:14+00
4015243,,Almere,G0034,bestaand,60.597,283,0,,2017/09/28 14:36:24+00
4015244,,Almere,G0034,bestaand,6.714,283,0,,2014/01/31 22:14:14+00
4015245,,Almere,G0034,bestaand,51.668,283,0,,2016/11/29 10:49:37+00
4015246,,Almere,G0034,bestaand,10.123,283,0,,2014/01/31 22:14:14+00
4015247,,Almere,G0034,bestaand,74.532,283,0,,2016/11/29 10:45:28+00
4015248,,Almere,G0034,bestaand,84.668,283,0,,2016/11/29 10:49:27+00
4015249,,Almere,G0034,bestaand,45.28,283,0,,2016/11/29 10:49:27+00
4015250,,Almere,G0034,bestaand,59.371,283,0,,2016/11/29 10:48:27+00
4015251,,Almere,G0034,bestaand,214.413,283,0,,2016/11/29 10:43:54+00
4015252,,Almere,G0034,bestaand,7.8,283,0,,2014/01/31 22:14:14+00
4015253,,Almere,G0034,bestaand,86.649,283,0,,2016/11/29 10:49:27+00
4015254,,Almere,G0034,bestaand,9.215,283,0,,2014/01/31 22:14:14+00
4015255,,Almere,G0034,bestaand,6.156,283,0,,2014/01/31 22:14:14+00
4015256,,Almere,G0034,bestaand,745.794,283,0,,2016/11/29 10:49:01+00
4015257,,Almere,G0034,bestaand,7.135,283,0,,2014/01/31 22:14:14+00
4015258,,Almere,G0034,bestaand,7.369,283,0,,2014/01/31 22:14:14+00
4015259,,Almere,G0034,bestaand,7.937,283,0,,2014/01/31 22:14:14+00
4015260,,Almere,G0034,bestaand,53.38,283,0,,2016/11/29 10:45:25+00
4015261,,Almere,G0034,bestaand,6.939,283,0,,2014/01/31 22:14:14+00
4015262,,Almere,G0034,bestaand,52.235,283,0,,2016/11/29 10:48:26+00
4015263,,Almere,G0034,bestaand,50.088,283,0,,2016/11/29 10:47:31+00
4015264,,Almere,G0034,bestaand,620.884,283,0,,2020/07/03 10:10:05+00
4015265,,Almere,G0034,bestaand,59.804,283,0,,2016/11/29 10:49:52+00
4015266,,Almere,G0034,bestaand,54.755,283,0,,2016/11/29 10:49:40+00
4015267,,Almere,G0034,bestaand,6.836,283,0,,2014/01/31 22:14:14+00
4015268,,Almere,G0034,bestaand,52.214,283,0,,2016/11/29 10:47:16+00
4015269,,Almere,G0034,bestaand,97.328,283,0,,2016/11/29 10:49:40+00
4015270,,Almere,G0034,bestaand,73.57,283,0,,2016/11/29 10:43:55+00
4015271,,Almere,G0034,bestaand,7.762,283,0,,2014/01/31 22:14:14+00
4015272,,Almere,G0034,bestaand,7.017,283,0,,2014/01/31 22:14:14+00
4015273,,Almere,G0034,bestaand,49.16,283,0,,2016/11/29 10:43:53+00
4015274,,Almere,G0034,bestaand,7.365,283,0,,2014/01/31 22:14:14+00
4015275,,Almere,G0034,bestaand,9.6,283,0,,2014/01/31 22:14:14+00
4015276,,Almere,G0034,bestaand,49.216,283,0,,2016/11/29 10:47:16+00
4015277,,Almere,G0034,bestaand,22.737,283,0,,2014/01/31 22:14:14+00
4015278,,Almere,G0034,bestaand,5.315,283,0,,2014/01/31 22:14:14+00
4015279,,Almere,G0034,bestaand,8.668,283,0,,2014/01/31 22:14:14+00
4015280,,Almere,G0034,bestaand,7.354,283,0,,2014/01/31 22:14:14+00
4015281,,Almere,G0034,bestaand,71.789,283,0,,2016/11/29 10:43:53+00
4015282,,Almere,G0034,bestaand,6.969,283,0,,2014/01/31 22:14:14+00
4015283,,Almere,G0034,bestaand,0.125,283,0,,2022/01/12 09:44:20+00
4015284,,Almere,G0034,bestaand,7.172,283,0,,2014/01/31 22:14:14+00
4015285,,Almere,G0034,bestaand,42.868,283,0,,2016/11/29 10:47:06+00
4015286,,Almere,G0034,bestaand,84.655,283,0,,2016/11/29 10:49:29+00
4015287,,Almere,G0034,bestaand,6.243,283,0,,2014/01/31 22:14:14+00
4015288,,Almere,G0034,bestaand,4.571,283,0,,2014/01/31 22:14:14+00
4015289,,Almere,G0034,bestaand,779.797,283,0,,2020/05/29 14:25:45+00
4015290,,Almere,G0034,bestaand,8.438,283,0,,2014/01/31 22:14:14+00
4015291,,Almere,G0034,bestaand,5.728,283,0,,2014/01/31 22:14:14+00
4015292,,Almere,G0034,bestaand,51.626,283,0,,2016/11/29 10:49:34+00
4015293,,Almere,G0034,bestaand,12.74,283,0,,2014/01/31 22:14:14+00
4015294,,Almere,G0034,bestaand,49.168,283,0,,2016/11/29 10:49:14+00
4015295,,Almere,G0034,bestaand,96.931,283,0,,2020/08/28 15:20:04+00
4015296,,Almere,G0034,bestaand,54.422,283,0,,2016/11/29 10:47:12+00
4015297,,Almere,G0034,bestaand,56.668,283,0,,2016/11/29 10:49:51+00
4015298,,Almere,G0034,bestaand,1.041,283,0,,2022/01/12 09:48:07+00
4015299,,Almere,G0034,bestaand,0.125,283,0,,2022/01/12 09:48:07+00
4015300,,Almere,G0034,bestaand,78.571,283,0,,2016/11/29 10:49:40+00
4015301,,Almere,G0034,bestaand,47.665,283,0,,2020/07/07 12:09:39+00
4015302,,Almere,G0034,bestaand,8.693,283,0,,2014/01/31 22:14:14+00
4015303,,Almere,G0034,bestaand,49.097,283,0,,2016/11/29 10:49:39+00
4015304,,Almere,G0034,bestaand,5.76,283,0,,2014/01/31 22:14:14+00
4015305,,Almere,G0034,bestaand,52.695,283,0,,2016/11/29 10:47:11+00
4015306,,Almere,G0034,bestaand,44.574,283,0,,2016/11/29 10:43:53+00
4015307,,Almere,G0034,bestaand,64.142,283,0,,2016/11/29 10:47:18+00
4015308,,Almere,G0034,bestaand,78.225,283,0,,2016/11/29 10:46:05+00
4015309,,Almere,G0034,bestaand,49.565,283,0,,2016/11/29 10:49:27+00
4015310,,Almere,G0034,bestaand,7.48,283,0,,2014/01/31 22:14:14+00
4015311,,Almere,G0034,bestaand,92.521,283,0,,2016/11/29 10:47:17+00
4015312,,Almere,G0034,bestaand,7.212,283,0,,2014/01/31 22:14:14+00
4015313,,Almere,G0034,bestaand,84.665,283,0,,2016/11/29 10:49:39+00
4015314,,Almere,G0034,bestaand,56.994,283,0,,2016/11/29 10:49:51+00
4015315,,Almere,G0034,bestaand,77.13,283,0,,2016/11/29 10:49:41+00
4015316,,Almere,G0034,bestaand,54.447,283,0,,2016/11/29 10:49:29+00
4015317,,Almere,G0034,bestaand,68.32,283,0,,2016/11/29 10:43:55+00
4015318,,Almere,G0034,bestaand,5.956,283,0,,2014/01/31 22:14:14+00
4015319,,Almere,G0034,bestaand,6.984,283,0,,2014/01/31 22:14:14+00
4015320,,Almere,G0034,bestaand,4.772,283,0,,2014/01/31 22:14:14+00
4015321,,Almere,G0034,bestaand,7.367,283,0,,2014/01/31 22:14:14+00
4015322,,Almere,G0034,bestaand,52.71,283,0,,2016/11/29 10:47:20+00
4015323,,Almere,G0034,bestaand,7.786,283,0,,2014/01/31 22:14:14+00
4015324,,Almere,G0034,bestaand,8.251,283,0,,2014/01/31 22:14:14+00
4015325,,Almere,G0034,bestaand,620.172,283,0,,2016/11/29 10:48:29+00
4015326,,Almere,G0034,bestaand,59.993,283,0,,2016/11/29 10:48:28+00
4015327,,Almere,G0034,bestaand,60.089,283,0,,2016/11/29 10:47:16+00
4015328,,Almere,G0034,bestaand,77.217,283,0,,2016/11/29 10:49:22+00
4015329,,Almere,G0034,bestaand,7.175,283,0,,2014/01/31 22:14:14+00
4015330,,Almere,G0034,bestaand,5.295,283,0,,2014/01/31 22:14:14+00
4015331,,Almere,G0034,bestaand,8.965,283,0,,2014/01/31 22:14:14+00
4015332,,Almere,G0034,bestaand,7.398,283,0,,2014/01/31 22:14:14+00
4015333,,Almere,G0034,bestaand,8.198,283,0,,2014/01/31 22:14:14+00
4015334,,Almere,G0034,bestaand,101.86,283,0,,2016/11/29 10:49:28+00
4015335,,Almere,G0034,bestaand,41.839,283,0,,2016/11/29 10:43:58+00
4015336,,Almere,G0034,bestaand,98.997,283,0,,2014/01/31 22:14:14+00
4015337,,Almere,G0034,bestaand,55.716,283,0,,2016/11/29 10:47:10+00
4015338,,Almere,G0034,bestaand,9.424,283,0,,2014/01/31 22:14:14+00
4015339,,Almere,G0034,bestaand,45.891,283,0,,2016/11/29 10:46:05+00
4015340,,Almere,G0034,bestaand,49.481,283,0,,2016/11/29 10:46:10+00
4015341,,Almere,G0034,bestaand,60.019,283,0,,2016/11/29 10:49:00+00
4015342,,Almere,G0034,bestaand,61.31,283,0,,2016/11/29 10:49:52+00
4015343,,Almere,G0034,bestaand,3.613,283,0,,2014/01/31 22:14:14+00
4015344,,Almere,G0034,bestaand,5.897,283,0,,2014/01/31 22:14:14+00
4015345,,Almere,G0034,bestaand,51.901,283,0,,2016/11/29 10:46:12+00
4015346,,Almere,G0034,bestaand,8.351,283,0,,2014/01/31 22:14:14+00
4015347,,Almere,G0034,bestaand,42.847,283,0,,2016/11/29 10:47:18+00
4015348,,Almere,G0034,bestaand,40.134,283,0,,2016/11/29 10:49:58+00
4015349,,Almere,G0034,bestaand,5.895,283,0,,2014/01/31 22:14:14+00
4015350,,Almere,G0034,bestaand,56.592,283,0,,2016/11/29 10:49:36+00
4015351,,Almere,G0034,bestaand,49.21,283,0,,2016/11/29 10:47:20+00
4015352,,Almere,G0034,bestaand,83.198,283,0,,2016/11/29 10:43:55+00
4015353,,Almere,G0034,bestaand,47.524,283,0,,2016/11/29 10:48:38+00
4015354,,Almere,G0034,bestaand,74.525,283,0,,2016/11/29 10:47:19+00
4015355,,Almere,G0034,bestaand,49.681,283,0,,2020/07/03 10:32:02+00
4015356,,Almere,G0034,bestaand,49.165,283,0,,2016/11/29 10:47:16+00
4015357,,Almere,G0034,bestaand,176.443,283,0,,2016/11/29 10:47:19+00
4015358,,Almere,G0034,bestaand,67.363,283,0,,2016/11/29 10:49:02+00
4015359,,Almere,G0034,bestaand,53.51,283,0,,2016/11/29 10:49:55+00
4015360,,Almere,G0034,bestaand,57.512,283,0,,2016/11/29 10:43:56+00
4015361,,Almere,G0034,bestaand,5.297,283,0,,2014/01/31 22:14:14+00
4015362,,Almere,G0034,bestaand,9.376,283,0,,2014/01/31 22:14:14+00
4015363,,Almere,G0034,bestaand,6.335,283,0,,2014/01/31 22:14:14+00
4015364,,Almere,G0034,bestaand,6.233,283,0,,2014/01/31 22:14:14+00
4015365,,Almere,G0034,bestaand,9.559,283,0,,2014/01/31 22:14:14+00
4015366,,Almere,G0034,bestaand,86.642,283,0,,2016/11/29 10:49:28+00
4015367,,Almere,G0034,bestaand,48.562,283,0,,2016/11/29 10:46:11+00
4015368,,Almere,G0034,bestaand,6.131,283,0,,2014/01/31 22:14:14+00
4015369,,Almere,G0034,bestaand,47.623,283,0,,2016/11/29 10:45:33+00
4015370,,Almere,G0034,bestaand,66.689,283,0,,2016/11/29 10:47:17+00
4015371,,Almere,G0034,bestaand,8.095,283,0,,2014/01/31 22:14:14+00
4015372,,Almere,G0034,bestaand,52.548,283,0,,2016/11/29 10:49:54+00
4015373,,Almere,G0034,bestaand,46.323,283,0,,2016/11/29 10:45:26+00
4015374,,Almere,G0034,bestaand,48.763,283,0,,2016/11/29 10:44:00+00
4015375,,Almere,G0034,bestaand,48.048,283,0,,2016/11/29 10:46:05+00
4015376,,Almere,G0034,bestaand,47.664,283,0,,2020/07/07 12:10:05+00
4015377,,Almere,G0034,bestaand,59.815,283,0,,2016/11/29 10:49:54+00
4015378,,Almere,G0034,bestaand,109.131,283,0,,2016/11/29 10:49:55+00
4015379,,Almere,G0034,bestaand,50.087,283,0,,2016/11/29 10:43:59+00
4015380,,Almere,G0034,bestaand,50.812,283,0,,2016/11/29 10:47:20+00
4015381,,Almere,G0034,bestaand,8.599,283,0,,2014/01/31 22:14:14+00
4015382,,Almere,G0034,bestaand,48.753,283,0,,2020/01/20 11:11:39+00
4015383,,Almere,G0034,bestaand,52.733,283,0,,2016/11/29 10:49:30+00
4015384,,Almere,G0034,bestaand,46.495,283,0,,2016/11/29 10:45:33+00
4015385,,Almere,G0034,bestaand,54.513,283,0,,2016/11/29 10:46:06+00
4015386,,Almere,G0034,bestaand,49.572,283,0,,2014/01/31 22:14:14+00
4015387,,Almere,G0034,bestaand,6.02,283,0,,2014/01/31 22:14:14+00
4015389,,Almere,G0034,bestaand,67.418,283,0,,2016/11/29 10:48:38+00
4015390,,Almere,G0034,bestaand,50.717,283,0,,2016/11/29 10:47:12+00
4015391,,Almere,G0034,bestaand,54.693,283,0,,2016/11/29 10:49:29+00
4015392,,Almere,G0034,bestaand,7.001,283,0,,2014/01/31 22:14:14+00
4015393,,Almere,G0034,bestaand,6.533,283,0,,2014/01/31 22:14:14+00
4015394,,Almere,G0034,bestaand,8.142,283,0,,2014/01/31 22:14:14+00
4015395,,Almere,G0034,bestaand,6.731,283,0,,2014/01/31 22:14:14+00
4015396,,Almere,G0034,bestaand,6.18,283,0,,2014/01/31 22:14:14+00
4015397,,Almere,G0034,bestaand,10.324,283,0,,2014/01/31 22:14:14+00
4015398,,Almere,G0034,bestaand,8.999,283,0,,2014/01/31 22:14:14+00
4015399,,Almere,G0034,bestaand,7.065,283,0,,2014/01/31 22:14:14+00
4015400,,Almere,G0034,bestaand,63.812,283,0,,2016/11/29 10:45:27+00
4015401,,Almere,G0034,bestaand,53.5,283,0,,2016/11/29 10:46:12+00
4015402,,Almere,G0034,bestaand,48.442,283,0,,2016/11/29 10:49:54+00
4015403,,Almere,G0034,bestaand,62.664,283,0,,2016/11/29 10:46:04+00
4015404,,Almere,G0034,bestaand,52.459,283,0,,2016/11/29 10:48:28+00
4015405,,Almere,G0034,bestaand,9.377,283,0,,2014/01/31 22:14:14+00
4015406,,Almere,G0034,bestaand,56.056,283,0,,2016/11/29 10:44:34+00
4015407,,Almere,G0034,bestaand,49.161,283,0,,2016/11/29 10:43:52+00
4015408,,Almere,G0034,bestaand,57.169,283,0,,2016/11/29 10:49:00+00
4015409,,Almere,G0034,bestaand,5.314,283,0,,2014/01/31 22:14:14+00
4015410,,Almere,G0034,bestaand,59.378,283,0,,2016/11/29 10:49:29+00
4015411,,Almere,G0034,bestaand,7.02,283,0,,2014/01/31 22:14:14+00
4015412,,Almere,G0034,bestaand,7.018,283,0,,2014/01/31 22:14:14+00
4015413,,Almere,G0034,bestaand,60.899,283,0,,2016/11/29 10:47:19+00
4015414,,Almere,G0034,bestaand,46.407,283,0,,2016/11/29 10:49:39+00
4015415,,Almere,G0034,bestaand,7.504,283,0,,2014/01/31 22:14:14+00
4015416,,Almere,G0034,bestaand,61.045,283,0,,2016/11/29 10:49:53+00
4015417,,Almere,G0034,bestaand,7.105,283,0,,2014/01/31 22:14:14+00
4015418,,Almere,G0034,bestaand,55.157,283,0,,2016/11/29 10:47:16+00
4015419,,Almere,G0034,bestaand,51.631,283,0,,2016/11/29 10:49:26+00
4015420,,Almere,G0034,bestaand,48.385,283,0,,2016/11/29 10:48:42+00
4015421,,Almere,G0034,bestaand,87.724,283,0,,2016/11/29 10:49:01+00
4015422,,Almere,G0034,bestaand,6.003,283,0,,2014/01/31 22:14:14+00
4015423,,Almere,G0034,bestaand,68.619,283,0,,2016/11/29 10:46:06+00
4015424,,Almere,G0034,bestaand,52.781,283,0,,2016/11/29 10:47:17+00
4015425,,Almere,G0034,bestaand,47.286,283,0,,2016/11/29 10:49:37+00
4015426,,Almere,G0034,bestaand,49.401,283,0,,2016/11/29 10:46:04+00
4015427,,Almere,G0034,bestaand,9.934,283,0,,2014/01/31 22:14:14+00
4015428,,Almere,G0034,bestaand,64.044,283,0,,2016/11/29 10:44:34+00
4015429,,Almere,G0034,bestaand,6.836,283,0,,2014/01/31 22:14:14+00
4015430,,Almere,G0034,bestaand,67.494,283,0,,2016/11/29 10:44:32+00
4015431,,Almere,G0034,bestaand,6.804,283,0,,2014/01/31 22:14:14+00
4015432,,Almere,G0034,bestaand,47.35,283,0,,2016/11/29 10:46:05+00
4015433,,Almere,G0034,bestaand,90.76,283,0,,2016/11/29 10:49:25+00
4015434,,Almere,G0034,bestaand,6.3,283,0,,2014/01/31 22:14:14+00
4015435,,Almere,G0034,bestaand,7.803,283,0,,2014/01/31 22:14:14+00
4015436,,Almere,G0034,bestaand,50.467,283,0,,2016/11/29 10:47:27+00
4015437,,Almere,G0034,bestaand,53.399,283,0,,2016/11/29 10:45:25+00
4015438,,Almere,G0034,bestaand,7.152,283,0,,2014/01/31 22:14:14+00
4015439,,Almere,G0034,bestaand,9.378,283,0,,2014/01/31 22:14:14+00
