FID,raai,vaknr,raainr,bkl,tkl,tklminbkl,trend,snijding,opmerkingen,symbol,se_anno_cad_data,gdb_geomattr_data,shape
trend_2015_100.1,200960,2,960,283,834.23,551.23,8.04,-,- - - - - -,1,,,"POLYGON ((211011.49379999936 613957.5872999988, 210955.40949999914 614759.628800001, 211154.92229999974 614773.5800999999, 211211.00649999827 613971.5384999998, 211011.49379999936 613957.5872999988))"
trend_2015_100.2,200980,2,980,267,845.91,578.91,9.42,-,- - - - - -,1,,,"POLYGON ((211211.49390000105 613971.5872999988, 211145.78330000117 614911.2925000004, 211345.29610000178 614925.243900001, 211411.00679999962 613985.5384999998, 211211.49390000105 613971.5872999988))"
trend_2015_100.3,201000,2,1000,257,858.15,601.15,7.09,-,- - - - - -,1,,,"POLYGON ((211410.49390000105 613985.5868000016, 211361.03649999946 614692.8597999997, 211560.54930000007 614706.810899999, 211610.00679999962 613999.5381000005, 211410.49390000105 613985.5868000016))"
trend_2015_100.4,201020,2,1020,252,854.18,602.18,7.71,-,- - - - - -,1,,,"POLYGON ((211609.4941000007 613999.5868999995, 211555.71180000156 614768.7087999992, 211755.22450000048 614782.6601000018, 211809.00690000132 614013.5381000005, 211609.4941000007 613999.5868999995))"
trend_2015_100.5,201040,2,1040,200,874.9,674.9,9.56,-,- - - - - -,1,,,"POLYGON ((211810.49379999936 614013.5870999992, 211743.80649999902 614967.2582999989, 211943.31929999962 614981.2098000012, 212010.00649999827 614027.5383000001, 211810.49379999936 614013.5870999992))"
trend_2015_100.6,304800,3,4800,183,200.04,17.04,-0.24,>2025,- - - - - -,3,,,"POLYGON ((170376.19049999863 604489.2465000004, 170393.45450000092 604505.9182999991, 170532.3863000013 604362.0502999984, 170515.12209999934 604345.3784999996, 170376.19049999863 604489.2465000004))"
trend_2015_100.7,304820,3,4820,201,217.64,16.64,0.55,-,- - - - - -,1,,,"POLYGON ((170377.12209999934 604489.3784999996, 170337.55849999934 604451.1722999997, 170198.62689999864 604595.0403000005, 170238.19049999863 604633.2465000004, 170377.12209999934 604489.3784999996))"
trend_2015_100.8,304840,3,4840,210,212.07,2.07,-0.07,>2025,- - - - - -,3,,,"POLYGON ((170099.19079999998 604777.2465000004, 170104.22610000148 604782.1090999991, 170243.15790000185 604638.2410999984, 170238.12249999866 604633.3784999996, 170099.19079999998 604777.2465000004))"
trend_2015_100.9,304860,3,4860,201,209.89,8.89,-0.21,>2025,- - - - - -,3,,,"POLYGON ((169960.19029999897 604921.2465000004, 169975.2965000011 604935.8343000002, 170114.2281000018 604791.9664999992, 170099.12189999968 604777.3784999996, 169960.19029999897 604921.2465000004))"
trend_2015_100.10,304880,3,4880,179,192.41,13.41,-0.55,>2025,- - - - - -,3,,,"POLYGON ((169821.19079999998 605065.2465000004, 169860.75429999828 605103.4527999982, 169999.685899999 604959.5848000012, 169960.122299999 604921.3784999996, 169821.19079999998 605065.2465000004))"
