MAST_NUMMER,ARMATUURTYPE_1,ARMATUURTYPE_2,ARMPLAATSINGSDATUM,LAMPPLAATSINGSDATUM,LAMPTYPENAAM
002A00460,LZR150 L14650 9005,,20060201000000,20190806000000,310024 PL-L 24W/830 4P MASTER
002A00525,KFK LED2WELL 2150lm overeenkomst,,20190901000000,20190901000000,LED 19W 3000K 2150lm
002A00740,2000 1x PLL24 E,,20131201000000,20190821000000,310024 PL-L 24W/830 4P MASTER
002A00870,ALTRA-3 1xPLL 55 E,,20060301000000,20190722000000,310055 PL-L 55W/830 4P MASTER
002A00875,KFK LED2WELL 2150lm overeenkomst,,20190401000000,20190401000000,LED 19W 3000K 2150lm
002A00910,LW-SRDS2 2000 LM 16A 730 DAME CC,,20180901000000,20180901000000,LED 16W 3000K 2000lm
002A00920,Plattegrond,,20080101000000,20080101000000,390036 TLD 36W/840
002A01010,GAM L2WG4 Helder-LC-M-16LED 3000K 3000lm,,20180601000000,20180601000000,LED 25W 3000K 3000lm
002A01060,VN P/24,,20030501000000,20190704000000,310024 PL-L 24W/830 4P MASTER
002A01083,KLOK,,20040118000000,20090917000000,390023 TLD 23W/840
002A01320,2050 1xTLS 20,,19861001000000,20120327000000,TLS 20W kl33
002A01420,TPS LED Opalen Kap RAL-9005,,20161220000000,20161220000000,"LED 03,5W 4000K 420 lm"
002A01437,KFK LED2WELL 1600lm,,20150805000000,20150805000000,LED 15W 3000K 1600lm
002A01450,2400 1xPLL 18 E Padvinder,,20040901000000,20190815000000,310018 PL-L 18W/830 4P MASTER
002A01540,HPS 100 CITYZEN 1 x PLL36 E,,20140627000000,20200206000000,310036 PL-L 36W/830 4P MASTER
002R01840,LW-SRDS2 6300 LM 36A 730 DANB CV (dim00-30),LW-SRDS2 6300 LM 36A 730 DANB CV (dim00-30),20190901000000,20150803000000,LED 48W 3000K 6300lm
003 00010,KFK LED2WELL 1200lm,,20180715000000,20180715000000,LED 11W 3000K 1200lm
003 00020,HPS 100 CITYZEN 1 x PLL36 E,,20050101000000,20190705000000,310036 PL-L 36W/830 4P MASTER
003 00025,BDP102 GRN15 / 830 DRW PCC SI CLO D9 SRG10,,20210309000000,20210309000000,LED 13W 3000K 1500lm
003 00030,2160 1xPLL 18 E Mithra,,20100326000000,20210127000000,310018 PL-L 18W/830 4P MASTER
003 00035,LW-SRDS2 2000 LM 16A 730 DAME CC,,20190901000000,20201229000000,LED 16W 3000K 2000lm
003 00040,HPS 100 CITYZEN 1 x PLL36 E,,20070401000000,20190724000000,310036 PL-L 36W/830 4P MASTER
003 00050,GAM L2WG4 Helder-LC-M-16LED 3000K 3000lm,,20210201000000,20210201000000,LED 25W 3000K 3000lm
003 00063,ALTRA-2 1xPLL 36 E,,20170501000000,20170501000000,310036 PL-L 36W/830 4P MASTER
003 00065,BDS711 Kegel 28LED 2400lm WW,,20151228000000,20151228000000,LED 27W 3000K 2400lm
003 00070,HPS 100 CITYZEN 1 x PLL36 E,,20041201000000,20191009000000,310036 PL-L 36W/830 4P MASTER
003 00080,2160 1xPLL 18 E Mithra,,20100323000000,20191009000000,310018 PL-L 18W/830 4P MASTER
003 00085,KFK LED2WELL 1600lm,,20151228000000,20151228000000,LED 15W 3000K 1600lm
003 00090,BDP102 GRN15 / 830 DRW PCC SI CLO D9 SRG10,,20210309000000,20210309000000,LED 13W 3000K 1500lm
003 00100,ALTRA-2 1xPLL 36 E,,20041101000000,20190722000000,310036 PL-L 36W/830 4P MASTER
003 00110,ALTRA-2 1xPLL 36 E,,20041101000000,20190722000000,310036 PL-L 36W/830 4P MASTER
003 00120,BDP102 GRN15 / 830 DRW PCC SI CLO D9 SRG10,,20210122000000,20210122000000,LED 13W 3000K 1500lm
003 00125,2000 1x PLL24 E,,20101024000000,20190805000000,310024 PL-L 24W/830 4P MASTER
003 00127,LW-SRDS2 2500 LM 16A 730 DAME CC,,20190901000000,20190901000000,LED 20W 3000K 2500lm
003 00130,2400 1xPLL 18 E Padvinder,,20011224000000,20190815000000,310018 PL-L 18W/830 4P MASTER
003 00140,2000 1xPLL36 E,,20140627000000,20190820000000,310036 PL-L 36W/830 4P MASTER
003 00145,2500 1xPLL36 E,,19990801000000,20190722000000,310036 PL-L 36W/830 4P MASTER
003 00150,ALTRA-3 1xPLL 55 E,,20060509000000,20190722000000,310055 PL-L 55W/830 4P MASTER
003 00155,KFK LED2WELL 1600lm overeenkomst,,20190901000000,20190901000000,LED 13W 3000K 1600lm
003 00157,ALTRA-2 1xPLL 36 E,,20120101000000,20190812000000,310036 PL-L 36W/830 4P MASTER
003 00160,ALTRA-3 1xPLL 55 E,,20060301000000,20190722000000,310055 PL-L 55W/830 4P MASTER
003 00170,LIBRA 2570 1xPLL 55,,20070306000000,20190813000000,310055 PL-L 55W/830 4P MASTER
003 00175,LW-SRDS2 5000LM 24A 730 DANB CV (4500lm dim10-40),,20181201000000,20181201000000,LED 40W 3000K 5000lm
003 00190,2000 1xPLL36 E,,20140627000000,20190821000000,310036 PL-L 36W/830 4P MASTER
003 00200,SAFFIER-2 CDO-TT100/1451/AG/ZEBRA (RS),,20070401000000,20200217000000,220100 CDO-TT 100W/828 MASTER
003 00210,ALTRA-3 1xPLL 55 E,,20091224000000,20190722000000,310055 PL-L 55W/830 4P MASTER
003 00220,KFK LED2WELL 2500lm,,20170928000000,20170928000000,LED 25W 3000K 2500lm
003 00230,LW-SRDS2 5000LM 24A 730 DANB CV (4000lm dim20-50),LW-SRDS2 5000LM 24A 730 DANB CV (4000lm dim20-50),20180702000000,20180702000000,LED 40W 3000K 5000lm
003 00240,HPS 100 CITYZEN 1 x PLL36 E,,20050101000000,20190705000000,310036 PL-L 36W/830 4P MASTER
003 00250,BDP102 GRN15 / 830 DRW PCC SI CLO D9 SRG10,,20210127000000,20210127000000,LED 13W 3000K 1500lm
003 00260,2400 1xPLL 24 E Padvinder,,20090612000000,20191106000000,310024 PL-L 24W/830 4P MASTER
003 00270,HPS 100 CITYZEN 1 x PLL36 E,,20040401000000,20190827000000,310036 PL-L 36W/830 4P MASTER
003 00290,2150 1xPLL 24 E Bobek,,20000601000000,20190822000000,310024 PL-L 24W/830 4P MASTER
003 00300,VP1011 WW RAL-7036,,20180701000000,20180701000000,LED 20W 3000K 2500lm
003 00310,HPS 100 CITYZEN 1 x PLL36 E,,20050601000000,20200722000000,310036 PL-L 36W/830 4P MASTER
003 00315,PKS PK PLL18 EVSA,,19990501000000,20190820000000,310018 PL-L 18W/830 4P MASTER
003 00330,VP1011 WW RAL-7036,,20170816000000,20170816000000,LED 20W 3000K 2500lm
003 00350,HPS 100 CITYZEN 1 x PLL36 E,,20131016000000,20190819000000,310036 PL-L 36W/830 4P MASTER
003 00360,2400 1xPLL 18 E Padvinder,,20020201000000,20190718000000,310018 PL-L 18W/830 4P MASTER
003 00365,2400 1xPLL 18 E Padvinder,,20000601000000,20190828000000,310018 PL-L 18W/830 4P MASTER
003 00370,VP1011 WW RAL-7036,,20170928000000,20170928000000,LED 20W 3000K 2500lm
003 00380,VP1011 WW RAL-7036,,20170928000000,20170928000000,LED 15W 3000K 1750lm
003 00390,BDP102 GRN15 / 830 DRW PCC SI CLO D9 SRG10,,20210122000000,20210122000000,LED 13W 3000K 1500lm
003 00395,2500 1xPLL36 E,,20031101000000,20190814000000,310036 PL-L 36W/830 4P MASTER
003 00400,ALTRA-3 1xPLL 55 E,,20080715000000,20190805000000,310055 PL-L 55W/830 4P MASTER
003 00403,HPS 100 CITYZEN 1 x PLL36 E,,20060907000000,20190827000000,310036 PL-L 36W/830 4P MASTER
003 00405,KFK LED2WELL 2150lm overeenkomst,,20190901000000,20190901000000,LED 19W 3000K 2150lm
003 00410,LW-SRDS2 1200 LM 8A 730 DAME CC top 60,,20210217000000,20210217000000,LED 10W 3000K 1200lm
003 00415,2000 1x PLL24 E,,20140627000000,20190816000000,310024 PL-L 24W/830 4P MASTER
003 00420,HPS 100 CITYZEN 1 x PLL36 E,,20110321000000,20190705000000,310036 PL-L 36W/830 4P MASTER
003 00430,KFK LED2WELL 1800lm,,20180715000000,20180715000000,LED 16W 3000K 1800lm
003 00460,Lowlander LWD 12M SCL_T4-B,,20200701000000,20200701000000,LED 14W 3000K 1500lm
003 00480,HPS 100 CITYZEN 1 x PLL36 E,,20050101000000,20190705000000,310036 PL-L 36W/830 4P MASTER
003 00500,LW-SRDS2 2500 LM 16A 730 DAME CC,,20180901000000,20180901000000,LED 20W 3000K 2500lm
003 00505,KFK LED2WELL 1600lm,,20150805000000,20150805000000,LED 15W 3000K 1600lm
003 00510,KFK LED2WELL 1600lm,,20160905000000,20160905000000,LED 15W 3000K 1600lm
003 00515,2500 1xPLL36 C,,19901101000000,20170608000000,310036 PL-L 36W/830 4P MASTER
003 00520,VP1011 WW RAL-7036,,20180301000000,20180301000000,LED 15W 3000K 1600lm
003 00525,LW-SRDS2 2500 LM 16A 730 DAME CC,,20210330000000,20210330000000,LED 20W 3000K 2500lm
003 00530,2000 1x PLL24 E,,20130806000000,20190816000000,310024 PL-L 24W/830 4P MASTER
003 00560,2552 1xPLL 55 E IRIS SGS152,,20070402000000,20190704000000,310055 PL-L 55W/830 4P MASTER
003 00565,2500 2xPLL36 E,,20121001000000,20190808000000,310036 PL-L 36W/830 4P MASTER
003 00570,2000 1xPLL36 E,,20131201000000,20190821000000,310036 PL-L 36W/830 4P MASTER
003 00580,HPS 100 CITYZEN 1 x PLL36 E,,20040401000000,20190718000000,310036 PL-L 36W/830 4P MASTER
003 00590,KFK LED2WELL 2150lm,,20160603000000,20160603000000,LED 19W 3000K 2150lm
003 00600,VP1011 WW RAL-7036,,20180301000000,20141120000000,LED 20W 3000K 2500lm
003 00610,VN P/24,,19920401000000,20190822000000,310024 PL-L 24W/830 4P MASTER
003 00620,GAM L2WG4 Helder-LC-M-16LED 3000K 3000lm,,20180621000000,20180621000000,LED 25W 3000K 3000lm
003 00630,Ampera Mini 24LED 5068 WW 700mA CLO 005A8,Ampera Mini 24LED 5068 WW 700mA CLO 005A8,20170928000000,20170928000000,LED 55W 3000K 6300lm - 5300lm
003 00640,VP1011 WW RAL-7036,,20180301000000,20180301000000,LED 20W 3000K 2500lm
003 00650,VP1011 WW RAL-7036,,20160219000000,20160219000000,LED 18W 3000K 2000lm
003 00660,HPS 100 CITYZEN 1 x PLL36 E,,20050701000000,20190806000000,310036 PL-L 36W/830 4P MASTER
003 00670,VP1011 WW RAL-7036,,20170928000000,20170928000000,LED 20W 3000K 2500lm
003 00690,HPS 100 CITYZEN 1 x PLL36 E,,20070401000000,20190724000000,310036 PL-L 36W/830 4P MASTER
003 00700,2000 1x PLL24 E,,20140627000000,20201208000000,310024 PL-L 24W/830 4P MASTER
003 00705,KFK LED2WELL 2150lm overeenkomst,,20190901000000,20190901000000,LED 19W 3000K 2150lm
003 00710,HPS 100 CITYZEN 1 x PLL36 E,,20050901000000,20190705000000,310036 PL-L 36W/830 4P MASTER
003 00715,VP1011 WW RAL-7036,,20160401000000,20160401000000,LED 28W 3000K 3000lm
003 00730,ALTRA-3 1xPLL 55 E,,20060301000000,20190722000000,310055 PL-L 55W/830 4P MASTER
003 00740,2000 1x PLL24 E,,20131201000000,20190821000000,310024 PL-L 24W/830 4P MASTER
003 00750,VP1011 WW RAL-7036,,20170928000000,20170928000000,LED 20W 3000K 2500lm
003 00755,LW-SRDS2 3400 LM 16A 730 DAME CC,,20181201000000,20181201000000,LED 26 W 3000k 3400lm
003 00760,2050 1xTLS 20,,19861001000000,20120327000000,TLS 20W kl33
003 00770,2500 1xPLL36 E,,20090303000000,20190815000000,310036 PL-L 36W/830 4P MASTER
003 00780,2500 1xPLL36 E,2500 1xPLL36 E,19831101000000,20190705000000,310036 PL-L 36W/830 4P MASTER
003 00780,2500 1xPLL36 E,2500 1xPLL36 E,19881218000000,20190705000000,310036 PL-L 36W/830 4P MASTER
003 00784,HPS 100 CITYZEN 1xPLL24 HF,,20140101000000,20190807000000,310024 PL-L 24W/830 4P MASTER
003 00785,BDP102 GRN20 / 830 DRW PCC SI CLO D9 SRG10,,20210125000000,20210125000000,LED 16W 3000K 2000lm
003 00800,2552 1xPLL 55 E IRIS SGS152,,20040401000000,20190718000000,310055 PL-L 55W/830 4P MASTER
003 00810,ALTRA-3 1xPLL 55 E,,20060301000000,20190722000000,310055 PL-L 55W/830 4P MASTER
003 00820,ALTRA-3 1xPLL 55 E,,20031001000000,20190722000000,310055 PL-L 55W/830 4P MASTER
003 00830,LW-SRDS2 1200 LM 8A 730 DAME CC top 60,,20210217000000,20210217000000,LED 10W 3000K 1200lm
003 00850,Piano-Mini 16 LED.... WW 350mA,,20151014000000,20151014000000,LED 19W 3000K 2200m
003 00860,VP1011 WW RAL-7036,,20160219000000,20160219000000,LED 18W 3000K 2000lm
003 00870,ALTRA-3 1xPLL 55 E,,20060301000000,20190722000000,310055 PL-L 55W/830 4P MASTER
003 00875,PKS PK PLL24 EVSA,,19931201000000,20190816000000,310024 PL-L 24W/830 4P MASTER
003 00880,ALTRA-2 1x PLL24 E,,20160620000000,20181210000000,310024 PL-L 24W/830 4P MASTER
003 00890,HPS 100 CITYZEN 1 x PLL36 E,,20070401000000,20190724000000,310036 PL-L 36W/830 4P MASTER
003 00900,KFK LED2WELL 1600lm overeenkomst,,20190220000000,20190220000000,LED 13W 3000K 1600lm
003 00910,LW-SRDS2 2000 LM 16A 730 DAME CC,,20180901000000,20180901000000,LED 16W 3000K 2000lm
003 00920,VP1011 WW RAL-7036,,20160219000000,20160219000000,LED 25W 3000K 2500lm
003 00930,ALTRA-2 1xPLL 36 E,,20050101000000,20190722000000,310036 PL-L 36W/830 4P MASTER
003 00940,KFK LED2WELL 1600lm,,20180715000000,20180715000000,LED 15W 3000K 1600lm
003 00945,ALTRA-2 1xPLL 36 E,,20100201000000,20190807000000,310036 PL-L 36W/830 4P MASTER
003 00950,VP1011 WW RAL-7036,,20180715000000,20180715000000,LED 20W 3000K 2500lm
003 00960,2552 1xPLL 55 E IRIS SGS152,,19880601000000,20190704000000,310055 PL-L 55W/830 4P MASTER
003 00970,HPS 100 CITYZEN 1xPLL24 HF,,20121001000000,20190822000000,310024 PL-L 24W/830 4P MASTER
003 00980,2552 1xPLL 55 E IRIS SGS152,,20050101000000,20190806000000,310055 PL-L 55W/830 4P MASTER
003 00990,BART Fortimo 1800,,20150101000000,20150101000000,LED 28w Fortimo 1800 Lm 3000K
003 01000,2000 1x PLL24 E,,20140220000000,20190820000000,310024 PL-L 24W/830 4P MASTER
003 01010,GAM L2WG4 Helder-LC-M-16LED 3000K 3000lm,,20180601000000,20180601000000,LED 25W 3000K 3000lm
003 01020,BDP102 GRN12 / 830 DRW PCC SI CLO D9 SRG10,,20210129000000,20210129000000,LED 11W 3000K 1200lm
003 01030,HPS 100 CITYZEN 1 x PLL36 E,,20041101000000,20190822000000,310036 PL-L 36W/830 4P MASTER
003 01040,VP1011 WW RAL-7036,,20180715000000,20180715000000,LED 20W 3000K 2500lm
003 01055,2150 1xPLL 24 E Bobek,,20000901000000,20190822000000,310024 PL-L 24W/830 4P MASTER
003 01060,Lowlander LWD 12SS XW,,20200701000000,20200701000000,LED 04W 3000K 500lm
003 01070,HPS 100 CITYZEN 1 x PLL36 E,,20050101000000,20190827000000,310036 PL-L 36W/830 4P MASTER
003 01080,HPS 100 CITYZEN 1 x PLL36 E,,20041201000000,20190718000000,310036 PL-L 36W/830 4P MASTER
003 01082,HPS 100 CITYZEN 1 x PLL36 E,,20131016000000,20190816000000,310036 PL-L 36W/830 4P MASTER
003 01083,MC2 1xSON-T70,MC2 1xSON-T70,20050310000000,20190701000000,220070 CDO-TT 070W/828 MASTER
003 01089,LW-SRDS2 3400 LM 16A 730 DAME CC,,20181201000000,20181201000000,LED 26 W 3000k 3400lm
003 01090,MC2 1xSON-T70,,20050301000000,20190624000000,220070 CDO-TT 070W/828 MASTER
003 01093,ALTRA-2 1xPLL 36 E,,20120101000000,20190807000000,310036 PL-L 36W/830 4P MASTER
003 01100,HPS 100 CITYZEN 1 x PLL36 E,,20040601000000,20190816000000,310036 PL-L 36W/830 4P MASTER
003 01120,KFK LED2WELL 2150lm,,20160502000000,20160502000000,LED 19W 3000K 2150lm
003 01130,VP1011 WW RAL-7036,,20160930000000,20160930000000,LED 25W 3000K 2500lm
003 01135,BDP102 GRN15 / 830 DRW PCC SI CLO D9 SRG10,,20210112000000,20210112000000,LED 13W 3000K 1500lm
003 01137,LW-SRDS2 3400 LM 16A 730 DAME CC,,20181201000000,20181201000000,LED 26 W 3000k 3400lm
003 01139,ALTRA-2 1xPLL 36 E,,20120101000000,20190808000000,310036 PL-L 36W/830 4P MASTER
003 01140,VP1011 WW RAL-7036,,20180301000000,20180301000000,LED 20W 3000K 2500lm
003 01150,HPS 100 CITYZEN 1 x PLL36 E,,20050901000000,20190705000000,310036 PL-L 36W/830 4P MASTER
003 01160,KFK LED2WELL 1050lm,,20170928000000,20170928000000,LED 09W 3000K 1050lm
003 01180,LW-SRDS2 5000LM 24A 730 DANB CV (3500lm dim30-60),,20201223000000,20201223000000,LED 40W 3000K 5000lm
003 01185,LW-SRDS2 1600 LM 16A 730 DAME CC,,20200722000000,20200722000000,LED 13W 3000K 1600lm
003 01190,VP1011 WW RAL-7036,,20180715000000,20180715000000,LED 20W 3000K 2500lm
003 01200,ALTRA-2 1xPLL 36 E,,20041101000000,20190722000000,310036 PL-L 36W/830 4P MASTER
003 01210,GAM L2WG4 Helder-LC-M-16LED 3000K 3000lm,,20210201000000,20210201000000,LED 25W 3000K 3000lm
003 01220,VP1011 WW RAL-7036,,20180715000000,20180715000000,LED 20W 3000K 2500lm
003 01225,Mithra BDS150 20LED-HB WW,,20160815000000,20160815000000,LED 22W 3000K 2200lm
003 01228,ALTRA-2 1xPLL 36 E,,20120101000000,20190807000000,310036 PL-L 36W/830 4P MASTER
003 01230,LW-SRDS2 2500 LM 16A 730 DAME CC,,20180901000000,20180901000000,LED 20W 3000K 2500lm
003 01240,ALTRA-2 1xPLL 36 E,,20131219000000,20190813000000,310036 PL-L 36W/830 4P MASTER
003 01250,HPS 100 CITYZEN 1 x PLL36 E,,20050101000000,20190705000000,310036 PL-L 36W/830 4P MASTER
003 01260,VP1011 WW RAL-7036,,20160219000000,20160219000000,LED 18W 3000K 2000lm
003 01270,HPS 100 CITYZEN 1 x PLL36 E,,20050901000000,20190705000000,310036 PL-L 36W/830 4P MASTER
003 01280,HPS 100 CITYZEN 1 x PLL36 E,,20070412000000,20190806000000,310036 PL-L 36W/830 4P MASTER
003 01290,2000 1xPLL36 E,,20131201000000,20190822000000,310036 PL-L 36W/830 4P MASTER
003 01300,VN P/24,,19941201000000,20141110000000,310024 PL-L 24W/830 4P MASTER
003 01305,ALTRA-2 1xPLL 36 E,,20120101000000,20190808000000,310036 PL-L 36W/830 4P MASTER
003 01310,2050 1xTLS 20,,19861001000000,20140903000000,TLS 20W kl33
003 01320,2000 1x PLL24 E,,20090422000000,20141111000000,310024 PL-L 24W/830 4P MASTER
003 01330,Lowlander LWD 12SS XW,,20200701000000,20200701000000,LED 08W 3000K 1000lm
003 01340,KFK LED2WELL 2150lm,,20170928000000,20170928000000,LED 19W 3000K 2150lm
003 01345,BDP102 GRN12 / 830 DRW PCC SI CLO D9 SRG10,,20210226000000,20210226000000,LED 11W 3000K 1200lm
003 01350,2160 1xPLL 18 E Mithra,,20100326000000,20210120000000,310018 PL-L 18W/830 4P MASTER
003 01360,VN P/24,,19920401000000,20190822000000,310024 PL-L 24W/830 4P MASTER
003 01364,2400 1xPLL 24 E Padvinder,,20121001000000,20190808000000,310024 PL-L 24W/830 4P MASTER
003 01370,ALTRA-2 1xPLL 36 E,,20130731000000,20190719000000,310036 PL-L 36W/830 4P MASTER
003 01380,BDP102 GRN20 / 830 DRW PCC SI CLO D9 SRG10,,20190901000000,20190901000000,LED 16W 3000K 2000lm
003 01385,VN P/36,,19961001000000,20190723000000,310036 PL-L 36W/830 4P MASTER
003 01390,VP1011 WW RAL-9005,,20161207000000,20161207000000,LED 80W 3000K 8000lm
003 01400,MC2 1xSON-T70,,20110322000000,20190702000000,220070 CDO-TT 070W/828 MASTER
003 01410,ALTRA-2 1xPLL 36 E,,20090623000000,20191104000000,310036 PL-L 36W/830 4P MASTER
003 01420,VP1011 WW RAL-7036,,20161110000000,20161110000000,LED 25W 3000K 2500lm
003 01430,Citea Midi 1xCDO-TT 70W,,20021101000000,20190702000000,220070 CDO-TT 070W/828 MASTER
003 01434,KFK LED2WELL 1600lm,,20150805000000,20150805000000,LED 15W 3000K 1600lm
003 01437,KFK LED2WELL 1600lm,,20150805000000,20150805000000,LED 15W 3000K 1600lm
003 01438,LW-SRDS2 2000 LM 16A 730 DAME CC,,20190901000000,20190901000000,LED 16W 3000K 2000lm
003 01450,LW-SRDS2 5000LM 24A 730 DANB CV (3500lm dim30-60),,20181201000000,20181201000000,LED 40W 3000K 5000lm
003 01460,VP1011 WW RAL-7036,,20180301000000,20180301000000,LED 20W 3000K 2500lm
003 01470,2400 1xPLL 24 E Padvinder,,20030501000000,20190814000000,310024 PL-L 24W/830 4P MASTER
003 01475,2400 1xPLL 24 E Padvinder,,20030501000000,20190723000000,310024 PL-L 24W/830 4P MASTER
003 01480,ALTRA-2 1x PLL24 E,,20131025000000,20190724000000,310024 PL-L 24W/830 4P MASTER
003 01485,LW-SRDS2 3400 LM 16A 730 DAME CC,,20181201000000,20181201000000,LED 26 W 3000k 3400lm
003 01490,2050 1xTLS 20,,19861001000000,20120327000000,TLS 20W kl33
003 01500,HPS 100 CITYZEN 1 x PLL36 E,,20050101000000,20190705000000,310036 PL-L 36W/830 4P MASTER
003 01510,LW-SRDS2 2500 LM 16A 730 DAME CC,,20190201000000,20190822000000,LED 20W 3000K 2500lm
003 01520,VP1011 WW RAL-7036,,20180701000000,20180701000000,LED 20W 3000K 2500lm
003 01530,ALTRA-2 1xPLL 36 E,,20130731000000,20190719000000,310036 PL-L 36W/830 4P MASTER
003 01540,HPS 100 CITYZEN 1 x PLL36 E,,20140627000000,20190820000000,310036 PL-L 36W/830 4P MASTER
003 01560,2150 1xPLL 24 E Bobek,,20010101000000,20190814000000,310024 PL-L 24W/830 4P MASTER
003 01570,ALTRA-3 1xPLL 55 E,,20060509000000,20190722000000,310055 PL-L 55W/830 4P MASTER
003 01580,KFK LED2WELL 1600lm,,20180301000000,20180301000000,LED 15W 3000K 1600lm
003 01590,KFK LED2WELL 2150lm,,20180701000000,20180701000000,LED 19W 3000K 2150lm
003 01592,ALTRA-2 1xPLL 36 E,,20100201000000,20190807000000,310036 PL-L 36W/830 4P MASTER
003 01600,HPS 100 CITYZEN 1xPLL24 HF,,20121001000000,20190719000000,310024 PL-L 24W/830 4P MASTER
003 01630,LIBRA 2570 1xPLL 55,,20070306000000,20191011000000,310055 PL-L 55W/830 4P MASTER
003 01640,VN P/24,,19920401000000,20190822000000,310024 PL-L 24W/830 4P MASTER
003 01650,VP1011 WW RAL-7036,,20160219000000,20160219000000,LED 25W 3000K 2500lm
003 01660,HPS 100 CITYZEN 1 x PLL36 E,,20140627000000,20190718000000,310036 PL-L 36W/830 4P MASTER
003 01670,2000 1x PLL24 E,,20140627000000,20190831000000,310024 PL-L 24W/830 4P MASTER
003 01680,VP1011 WW RAL-7036,,20180701000000,20180701000000,LED 20W 3000K 2500lm
003 01700,2000 1x PLL24 E,,20140627000000,20190820000000,310024 PL-L 24W/830 4P MASTER
003 01710,HPS 100 CITYZEN 1 x PLL36 E,,20060301000000,20191104000000,310036 PL-L 36W/830 4P MASTER
003 01720,2160 1xPLL 18 E Mithra,,20100317000000,20191104000000,310018 PL-L 18W/830 4P MASTER
003 01740,VN P/24,,19990101000000,20190813000000,310024 PL-L 24W/830 4P MASTER
003 01770,HPS 100 CITYZEN 1 x PLL36 E,,20050901000000,20200827000000,310024 PL-L 24W/830 4P MASTER
003 01775,BDP102 GRN15 / 830 DRW PCC SI CLO D9 SRG10,,20180901000000,20180901000000,LED 13W 3000K 1500lm
003 01780,VP1011 WW RAL-7036,,20210212000000,20210212000000,LED 18W 3000K 2000lm
003 01785,BDP102 GRN20 / 830 DRW PCC SI CLO D9 SRG10,,20180901000000,20180901000000,LED 16W 3000K 2000lm
003 01790,HPS 100 CITYZEN 1 x PLL36 E,,20041101000000,20190822000000,310036 PL-L 36W/830 4P MASTER
003 01800,KFK LED2WELL 2150lm,,20170928000000,20170928000000,LED 19W 3000K 2150lm
003 01820,CALYPSO MINI 1x SHP-TS 50,,19970701000000,20191112000000,220050 CDO-TT 050W/828
003 01830,VP1011 WW RAL-7036,,20180715000000,20180715000000,LED 20W 3000K 2500lm
003 01835,2400 1xPLL 18 E Padvinder,,20000901000000,20190822000000,310018 PL-L 18W/830 4P MASTER
003 01840,MC2 1xSON-T70,MC2 1xSON-T70,20011201000000,20191009000000,220070 CDO-TT 070W/828 MASTER
003 01883,KFK LED2WELL 1200lm,,20180418000000,20180418000000,LED 10W 3000K 1200lm
003A00065,BDS711 Kegel 20LED 2000lm WW,,20151228000000,20151228000000,LED 18W 3000K 2000lm
003A00085,KFK LED2WELL 2150lm,,20151228000000,20151228000000,LED 19W 3000K 2150lm
003A00155,KFK LED2WELL 2150lm overeenkomst,,20190901000000,20190901000000,LED 19W 3000K 2150lm
003A00525,LW-SRDS2 2500 LM 16A 730 DAME CC,,20190901000000,20190901000000,LED 20W 3000K 2500lm
003A00810,LW-SRDS2 2500 LM 16A 730 DAME CC,,20200319000000,20200319000000,LED 20W 3000K 2500lm
003A00840,KFK LED2WELL 1600lm,,20160905000000,20160905000000,LED 15W 3000K 1600lm
003A01010,VN P/24,,19920701000000,20191011000000,310024 PL-L 24W/830 4P MASTER
003A01290,2000 1xPLL36 E,,20131201000000,20190822000000,310036 PL-L 36W/830 4P MASTER
003A01410,SELUX SX593 REFL 2xPLL18,,20020201000000,20191104000000,310018 PL-L 18W/830 4P MASTER
003A01437,KFK LED2WELL 1600lm,,20150805000000,20150805000000,LED 15W 3000K 1600lm
003A01450,LW-SRDS2 5000LM 24A 730 DANB CV (3500lm dim30-60),,20181201000000,20181201000000,LED 40W 3000K 5000lm
003A01775,BDP102 GRN12 / 830 DRW PCC SI CLO D9 SRG10,,20200722000000,20200722000000,LED 11W 3000K 1200lm
003A017885,BDP102 GRN15 / 830 DRW PCC SI CLO D9 SRG10,,20180901000000,20180901000000,LED 13W 3000K 1500lm
003R01840,LW-SRDS2 6300 LM 36A 730 DANB CV (dim00-30),LW-SRDS2 6300 LM 36A 730 DANB CV (dim00-30),20190901000000,20150803000000,LED 48W 3000K 6300lm
003R01840,LW-SRDS2 6300 LM 36A 730 DANB CV (dim00-30),LW-SRDS2 6300 LM 36A 730 DANB CV (dim00-30),20190901000000,20181206000000,LED 48W 3000K 6300lm
004 00010,KFK LED2WELL 1600lm,,20180715000000,20180715000000,LED 15W 3000K 1600lm
004 00020,HPS 100 CITYZEN 1 x PLL36 E,,20050101000000,20190827000000,310036 PL-L 36W/830 4P MASTER
004 00030,LW-SRDS2 2000 LM 16A 730 DAME CC,,20210224000000,20210224000000,LED 16W 3000K 2000lm
004 00035,LW-SRDS2 2000 LM 16A 730 DAME CC,,20190901000000,20190901000000,LED 16W 3000K 2000lm
004 00040,2000 1xPLL18 E,,20070401000000,20190831000000,310018 PL-L 18W/830 4P MASTER
004 00050,GAM L2WG4 Helder-LC-M-16LED 3000K 3000lm,,20210201000000,20210201000000,LED 25W 3000K 3000lm
004 00065,BDS711 Kegel 20LED 2000lm WW,,20151228000000,20151228000000,LED 18W 3000K 2000lm
004 00070,HPS 100 CITYZEN 1 x PLL36 E,,20041201000000,20191009000000,310036 PL-L 36W/830 4P MASTER
