FID,name,gdb_geomattr_data,shape
rws_grond_uitbreiding.77,Rotterdam Oostflank incl. FXL,,"POLYGON ((95909.22800000012 441046.6559999995, 95893.8049999997 441042.8139999993, 95884.34600000083 441081.1770000011, 95899.37099999934 441084.7349999994, 95909.22800000012 441046.6559999995))"
rws_grond_uitbreiding.78,Havenstad Amsterdam,,"POLYGON ((120178.19999999925 493374, 120164.5 493394.5, 120143.5 493426, 120139.52299999818 493431.5879999995, 120139.94700000063 493431.76000000164, 120142.40399999917 493432.47199999914, 120144.70899999887 493432.9310000017, 120146.90399999917 493433.5870000012, 120148.89999999851 493434.688000001, 120164.55000000075 493417.73000000045, 120198.10000000149 493380.66000000015, 120198.71999999881 493380.05099999905, 120194.66299999878 493378.9120000005, 120178.81100000069 493373.20800000057, 120178.19999999925 493374))"
rws_grond_uitbreiding.79,Havenstad Amsterdam,,"POLYGON ((119370.06300000101 491749.45899999887, 119361.77100000158 491738.83900000155, 119353.6640000008 491728.0170000009, 119285.73999999836 491637.3500000015, 119285.47500000149 491637.12999999896, 119282.85099999979 491634.98699999973, 119263.09099999815 491646.62099999934, 119253.97800000012 491652.0879999995, 119230.51900000125 491665.9149999991, 119219.98299999908 491672.1240000017, 119209.29100000113 491678.46599999815, 119191.3350000009 491689.1420000009, 119186.47199999914 491691.8839999996, 119185.26700000092 491692.563000001, 119182.94000000134 491693.938000001, 119176.16699999943 491697.9230000004, 119242.9149999991 491838.5469999984, 119373.13899999857 491753.3999999985, 119370.06300000101 491749.45899999887))"
rws_grond_uitbreiding.125,Utrecht Groot Merwede,,"POLYGON ((136000 453984.77800000086, 135966.68200000003 454200, 135952.31599999964 454291.9219999984, 135948.5460000001 454313.6979999989, 136006.23299999908 454325.15300000086, 136057.05900000036 454000, 136073.8139999993 453892.02899999917, 136048.3139999993 453888.0929999985, 136015.89600000158 453883.08900000155, 136000 453984.77800000086))"
rws_grond_uitbreiding.80,Groningen Stadshaven,,"POLYGON ((235265.2580000013 583176.3350000009, 235263.7410000004 583175.2360000014, 235265.186999999 583173.2399999984, 235266.6240000017 583174.2809999995, 235303.74700000137 583119.5480000004, 235351.06599999964 583049.307, 235355.42300000042 583042.8330000006, 235350.64299999923 583041.7760000005, 235346.14499999955 583040.7809999995, 235328.7749999985 583036.9409999996, 235327.32200000063 583035.2410000004, 235317.94299999997 583052.6840000004, 235302.7899999991 583079.9600000009, 235287.2349999994 583108.2109999992, 235272.44399999827 583134.3150000013, 235263.2580000013 583149.5799999982, 235254.2890000008 583164.4270000011, 235243.19420000166 583182.4494999982, 235251.97439999878 583196.0447000004, 235265.2580000013 583176.3350000009))"
rws_grond_uitbreiding.81,Groningen Stadshaven,,"POLYGON ((235556.67399999872 582814.0659999996, 235557.17700000107 582813.318, 235559.9840000011 582815.1860000007, 235570.9389999993 582822.9780000001, 235578.80700000003 582812.6209999993, 235579.64200000092 582811.631000001, 235580.38800000027 582812.1050000004, 235581.47800000012 582810.7190000005, 235581.71299999952 582810.8709999993, 235585.6259999983 582805.4600000009, 235589.28500000015 582799.8740000017, 235589.08100000024 582799.682, 235589.65100000054 582798.6849999987, 235589.8839999996 582798.8319999985, 235593.29199999943 582793.1700000018, 235596.6000000015 582787.4479999989, 235596.3440000005 582787.318, 235596.88800000027 582786.2899999991, 235597.18299999833 582786.3869999982, 235600.16299999878 582780.4569999985, 235602.97300000116 582774.4450000003, 235602.72899999842 582774.3339999989, 235603.21799999848 582773.2340000011, 235603.4910000004 582773.3330000006, 235604.85200000182 582770.2190000005, 235604.57299999893 582769.4860000014, 235600.01900000125 582765.318, 235576.86499999836 582752.4459999986, 235563.23099999875 582744.8660000004, 235562.08799999952 582740.1440000013, 235564.6790000014 582735.8420000002, 235557.31599999964 582731.6449999996, 235524.563000001 582791.2769999988, 235465.01799999923 582899.1469999999, 235473.13100000098 582903.7820000015, 235477.37900000066 582906.2080000006, 235477.97399999946 582904.6810000017, 235481.72700000182 582902.5139999986, 235487.3139999993 582905.6490000002, 235556.67399999872 582814.0659999996))"
rws_grond_uitbreiding.82,Utrecht Groot Merwede,,"POLYGON ((136089.20100000128 452476.5370000005, 136100.98000000045 452510.23000000045, 136101.99399999902 452513.131000001, 136119.37000000104 452564.38500000164, 136124.45199999958 452583.14400000125, 136128.87700000033 452599.40300000086, 136132.7419999987 452614.1279999986, 136134.3110000007 452621.19200000167, 136136.6710000001 452631.3189999983, 136142.52100000158 452660.6889999993, 136144.86499999836 452673.51000000164, 136146.03500000015 452680.03400000185, 136148.32499999925 452694.65900000185, 136150.37999999896 452708.0850000009, 136151.73699999973 452717.33300000057, 136153.6409999989 452732.30700000003, 136154.22399999946 452737.3740000017, 136156.75299999863 452766.16000000015, 136157.8759999983 452780.83300000057, 136158.67300000042 452795.0789999999, 136159.19799999893 452813.76900000125, 136159.52100000158 452830.7019999996, 136159.38899999857 452837.563000001, 136159.05200000107 452852.83399999887, 136158.28799999878 452866.1160000004, 136158.02299999818 452870.1030000001, 136156.0300000012 452885.5769999996, 136154.54800000042 452895.94999999925, 136139.2349999994 452995.6739999987, 136127.2800000012 453073.53500000015, 136116.31899999827 453071.65100000054, 136114.33100000024 453082.7650000006, 136113.1959999986 453093.08999999985, 136114.01199999824 453096.2129999995, 136114.57400000095 453100.01000000164, 136114.43400000036 453103.73699999973, 136109.2650000006 453136.78599999845, 136107.94000000134 453145.38599999994, 136123.3900000006 453138.3530000001, 136134.9910000004 453063.05000000075, 136146.91099999845 452987.131000001, 136147.20600000024 452985.0859999992, 136153.9609999992 452938.8509999998, 136162.5009999983 452881.4310000017, 136164.09099999815 452866.2010000013, 136165.16099999845 452847.881000001, 136164.5709999986 452811.83100000024, 136163.59099999815 452783.6810000017, 136161.5309999995 452753.65100000054, 136158.5610000007 452721.131000001, 136157.10200000182 452711.7960000001, 136156.70699999854 452711.87999999896, 136154.89200000092 452697.6620000005, 136153.77100000158 452690.4910000004, 136147.19099999964 452653.5009999983, 136139.33100000024 452617.3110000007, 136135.1169999987 452600, 136127.5709999986 452572.37099999934, 136119.48099999875 452545.61100000143, 136110.0249999985 452517.5399999991, 136106.44399999827 452507.5029999986, 136109.26099999994 452506.40300000086, 136086.43400000036 452418.66600000113, 136085.32699999958 452413.23999999836, 136075.69700000063 452365.3260000013, 136074.936999999 452361.73099999875, 136074.1409999989 452358.9230000004, 136049.72800000012 452367.16000000015, 136050.41899999976 452369.6579999998, 136057.6959999986 452400.7509999983, 136062.37299999967 452420.7329999991, 136067.54800000042 452418.90100000054, 136068.5450000018 452418.5480000004, 136084.1860000007 452462.45699999854, 136085.125 452465.0949999988, 136089.20100000128 452476.5370000005))"
rws_grond_uitbreiding.83,Rotterdam Oostflank incl. FXL,,"POLYGON ((96167.80000000075 440387.68499999866, 96171.16099999845 440388.4140000008, 96186.20199999958 440391.6770000011, 96185.99500000104 440394.5390000008, 96185.80799999833 440397.13800000027, 96185.54100000113 440400.82400000095, 96185.26099999994 440404.5069999993, 96184.98900000006 440407.8229999989, 96184.69000000134 440411.13500000164, 96184.48800000176 440413.16800000146, 96184.35399999842 440414.44200000167, 96184.04600000009 440417.13599999994, 96183.70399999991 440419.82499999925, 96183.61300000176 440420.4690000005, 96165.37000000104 440416.6009999998, 96164.51799999923 440420.3920000009, 96164.18100000173 440422.2490000017, 96212.81100000069 440431.93200000003, 96213.18400000036 440428.2710000016, 96213.22500000149 440426.7820000015, 96209.69900000095 440426.0309999995, 96206.11699999869 440425.2670000009, 96203.46799999848 440424.7019999996, 96203.4690000005 440422.7719999999, 96203.51999999955 440417.85500000045, 96203.60500000045 440412.91099999845, 96203.7100000009 440407.9389999993, 96203.76099999994 440405.66899999976, 96203.9609999992 440398.4459999986, 96204.16800000146 440395.57499999925, 96206.78400000185 440396.1429999992, 96214.02400000021 440397.71400000155, 96214.17000000179 440392.3830000013, 96168.87099999934 440382.68499999866, 96167.80000000075 440387.68499999866))"
rws_grond_uitbreiding.84,Havenstad Amsterdam,,"POLYGON ((119773.9140000008 493631.32400000095, 119732.55299999937 493690.55799999833, 119727.07999999821 493698.36199999973, 119723.55900000036 493703.46400000155, 119720.5399999991 493707.48900000006, 119718.95899999887 493709.3570000008, 119715.79699999839 493713.0219999999, 119713.5700000003 493715.10599999875, 119709.99100000039 493718.0170000009, 119716.50800000131 493715.6790000014, 119719.15500000119 493714.73000000045, 119721.32899999991 493713.686999999, 119725.10099999979 493711.4230000004, 119728.81599999964 493708.82400000095, 119734.33999999985 493703.70699999854, 119743.51199999824 493695.08900000155, 119752.26000000164 493685.5170000009, 119756.39299999923 493680.83199999854, 119766.08399999887 493669.1970000006, 119773.4840000011 493660.4990000017, 119777.47899999842 493655.7569999993, 119779.06199999899 493653.7890000008, 119784.54199999943 493646.3900000006, 119788.32699999958 493641.0320000015, 119789.30200000107 493639.43200000003, 119790.98900000006 493636.0229999982, 119792.03500000015 493633.7989999987, 119792.31799999997 493633.1979999989, 119793.23299999908 493631.79100000113, 119793.87200000137 493630.80700000003, 119799.81199999899 493621.16600000113, 119808.22599999979 493607.4670000002, 119815.5390000008 493595.1889999993, 119817.92300000042 493591.43299999833, 119820.06399999931 493588.21400000155, 119837.51700000092 493562.12900000066, 119842.63199999928 493554.3669999987, 119846.57600000128 493547.76099999994, 119848.57999999821 493544.1810000017, 119852.15399999917 493536.2650000006, 119854.38100000098 493531.91600000113, 119857.52800000086 493525.90199999884, 119861.60000000149 493518.9149999991, 119863.38300000131 493515.7199999988, 119866.26900000125 493511.83300000057, 119868.47700000182 493509.08399999887, 119875.6259999983 493500.98600000143, 119879.73200000077 493496.3509999998, 119882.01099999994 493492.756000001, 119885.52499999851 493487.32499999925, 119891.42000000179 493478.7320000008, 119897.6409999989 493469.6420000009, 119899.47199999914 493466.9820000008, 119899.88300000131 493466.16899999976, 119900.03299999982 493465.7179999985, 119900.375 493464.6950000003, 119901.23099999875 493463.45699999854, 119905.41099999845 493458.1970000006, 119906.49199999869 493456.79199999943, 119909.01900000125 493452.506000001, 119911.88199999928 493448.16099999845, 119919.49700000137 493436.29199999943, 119929.57499999925 493420.81799999997, 119941.83100000024 493401.69999999925, 119953.81199999899 493383.32400000095, 119965.19999999925 493365.51399999857, 119971.45399999991 493356.08399999887, 119973.53299999982 493352.8599999994, 119974.0009999983 493351.9990000017, 119975.9059999995 493348.4970000014, 119983.28000000119 493335.31799999997, 119988.80200000107 493325.7960000001, 119989.56700000167 493324.43499999866, 119991.99799999967 493320.91800000146, 119998.70899999887 493311.59099999815, 120004.32899999991 493303.8669999987, 120006.26700000092 493301.22399999946, 120009.47599999979 493295.8929999992, 120018.25400000066 493281.7019999996, 120020.32800000161 493278.2589999996, 120023.88199999928 493273.1790000014, 120029.23000000045 493265.90399999917, 120034.14999999851 493258.7829999998, 120039.54399999976 493249.42599999905, 120046.57200000063 493237.26300000027, 120053.33100000024 493227.4459999986, 120060.55900000036 493217.1570000015, 120075.26000000164 493189.96400000155, 120088.13699999824 493168.7980000004, 120091.51799999923 493163.1229999997, 120103.06899999827 493143.7349999994, 120103.68800000101 493142.88699999824, 120105.09899999946 493140.9530000016, 120109.45100000128 493117.2950000018, 120112.49500000104 493101.2430000007, 120115.13599999994 493086.7529999986, 120116.05999999866 493067.2820000015, 120116.79800000042 493052.98699999973, 120117.26099999994 493039.66899999976, 120117.49599999934 493035.2679999992, 120113.7899999991 493011.5760000013, 120105.91899999976 492990.1550000012, 120104.71999999881 492987.36100000143, 120102.69000000134 492983.5399999991, 120092.37799999863 492966.98099999875, 120091.69399999827 492966.2710000016, 120083.19799999893 492956.33900000155, 120074.76799999923 492946.9149999991, 120064.37700000033 492937.80799999833, 120055.57499999925 492930.40300000086, 120034.61400000006 492917.76399999857, 120016.73800000176 492910.2270000018, 120011.94200000167 492908.19299999997, 119991.72800000012 492902.438000001, 119981.38800000027 492899.7170000002, 119965.47300000116 492896.33399999887, 119949.87799999863 492892.5489999987, 119935.98999999836 492889.4840000011, 119928.17700000107 492887.90900000185, 119914.3440000005 492880.27699999884, 119902.5399999991 492873.90300000086, 119902.17799999937 492873.6030000001, 119890.03500000015 492862.97100000083, 119880.8759999983 492855.3370000012, 119909.81300000101 492883.131000001, 119910.01000000164 492883.381000001, 119933.3049999997 492902.1420000009, 119976.85099999979 492934.6739999987, 120006.14799999818 492959.9979999997, 120043.88599999994 493003.19900000095, 120073.6790000014 493051.86100000143, 120080.31500000134 493084.4279999994, 120081.62900000066 493111.8359999992, 120078.7109999992 493134.3570000008, 120077.95199999958 493139.2019999996, 120076.55299999937 493145.60599999875, 120073.50699999928 493155.01199999824, 120036.8040000014 493232.55999999866, 120035.47399999946 493235.37000000104, 120027.27299999818 493249.2120000012, 120016.70699999854 493265.1420000009, 120004.74599999934 493280.08900000155, 119990.46499999985 493296.0320000015, 119985.7349999994 493301.16600000113, 119978.26900000125 493310.0850000009, 119955.64999999851 493342.2190000005, 119939.04100000113 493367.0080000013, 119926.19399999827 493388.7800000012, 119919.88399999961 493402.5480000004, 119915.3209999986 493415.94999999925, 119911.93299999833 493423.57400000095, 119906.25800000131 493432.938000001, 119900.84899999946 493442.61499999836, 119895.47300000116 493450.256000001, 119888.73000000045 493459.4990000017, 119888.89999999851 493459.59099999815, 119885.91800000146 493464.1079999991, 119807.51099999994 493583.0329999998, 119805.4140000008 493586.21400000155, 119778.35300000012 493624.9670000002, 119775.6400000006 493628.8530000001, 119773.9140000008 493631.32400000095))"
rws_grond_uitbreiding.85,Rotterdam Oostflank incl. FXL,,"POLYGON ((95962.14999999851 440751.6799999997, 95953.65100000054 440785.59099999815, 95972.76099999994 440790.188000001, 95981.23999999836 440756.2719999999, 95962.14999999851 440751.6799999997))"
rws_grond_uitbreiding.86,Rotterdam Oostflank incl. FXL,,"POLYGON ((95800.93600000069 440483.8669999987, 95797.96999999881 440483.7899999991, 95791.78500000015 440483.4910000004, 95783.85700000077 440482.93299999833, 95776.34600000083 440482.1640000008, 95776.28000000119 440482.1570000015, 95768.17599999905 440481.0249999985, 95763.14499999955 440480.20699999854, 95754.20499999821 440478.6400000006, 95754 440479.4600000009, 95750.60000000149 440493.05000000075, 95750.4450000003 440493.66699999943, 95758.14900000021 440495.1579999998, 95764.63699999824 440496.2749999985, 95772.51199999824 440497.39499999955, 95772.5399999991 440497.3979999982, 95779.30099999905 440498.1570000015, 95786.7340000011 440498.7879999988, 95795.78299999982 440499.2010000013, 95797.06700000167 440499.23800000176, 95801.31300000101 440499.3570000008, 95801.46999999881 440498.73000000045, 95804.9600000009 440484.80000000075, 95805.16600000113 440483.9770000018, 95800.93600000069 440483.8669999987))"
rws_grond_uitbreiding.87,Groningen Stadshaven,,"POLYGON ((235851.56799999997 582350.5549999997, 235849.59099999815 582348.074000001, 235847.67300000042 582345.5469999984, 235845.8139999993 582342.9770000018, 235844.0150000006 582340.3640000001, 235842.27800000086 582337.7089999989, 235840.60300000012 582335.0150000006, 235838.9910000004 582332.2829999998, 235837.44399999827 582329.5130000003, 235835.9609999992 582326.7089999989, 235834.54399999976 582323.870000001, 235833.19399999827 582321, 235831.91099999845 582318.0980000012, 235830.6959999986 582315.1680000015, 235829.6550000012 582312.563000001, 235828.68299999833 582309.9310000017, 235827.78200000152 582307.2740000002, 235826.95199999958 582304.5940000005, 235826.19299999997 582301.8929999992, 235825.50699999928 582299.1730000004, 235824.89400000125 582296.4360000007, 235824.35399999842 582293.6829999983, 235823.88699999824 582290.9160000011, 235823.49399999902 582288.1380000003, 235823.17500000075 582285.3509999998, 235822.93100000173 582282.5560000017, 235822.76099999994 582279.756000001, 235822.5549999997 582277.0229999982, 235822.4140000008 582274.2859999985, 235822.33700000122 582271.5460000001, 235822.32499999925 582268.8049999997, 235822.37700000033 582266.0650000013, 235822.49300000072 582263.3260000013, 235822.67399999872 582260.5909999982, 235822.91899999976 582257.8610000014, 235823.22800000012 582255.1380000003, 235823.46400000155 582255.0650000013, 235824.27199999988 582252.800999999, 235824.07600000128 582252.7369999997, 235824.34899999946 582251.699000001, 235785.74300000072 582238.1640000008, 235757.20600000024 582228.1600000001, 235753.88500000164 582240.7410000004, 235736.72100000083 582273.3139999993, 235716.8299999982 582278.7329999991, 235714.17500000075 582283.8489999995, 235851.56799999997 582350.5549999997))"
rws_grond_uitbreiding.88,Havenstad Amsterdam,,"POLYGON ((120021.10399999842 493659.7289999984, 120026.85700000077 493660.26099999994, 120031.05799999833 493660.02800000086, 120033.83799999952 493660.0089999996, 120035.58199999854 493659.7410000004, 120037.03799999878 493658.9990000017, 120039.49799999967 493658.70899999887, 120042.08999999985 493658.36499999836, 120044.0709999986 493658.30700000003, 120045.36400000006 493658.01199999824, 120047.25 493656.9629999995, 120048.44799999893 493655.8669999987, 120050.34499999881 493652.6770000011, 120052.97700000182 493648.5219999999, 120053.67000000179 493645.9910000004, 120053.60099999979 493644.16899999976, 120054.46299999952 493642.71400000155, 120055.6790000014 493641.0009999983, 120056.68899999931 493638.8759999983, 120057.89699999988 493635.06799999997, 120058.86600000039 493629.96499999985, 120059.59499999881 493624.7879999988, 120059.90199999884 493620.02899999917, 120060.59800000116 493614.86499999836, 120060.58700000122 493609.90100000054, 120058.36800000072 493617.93299999833, 120056.86600000039 493623.5370000005, 120054.41000000015 493633.7879999988, 120052.40300000086 493640.4670000002, 120050.44700000063 493644.8900000006, 120044.42000000179 493651.31799999997, 120035.92399999872 493652.5089999996, 120030.75400000066 493652.8770000003, 120023.73699999973 493652.79100000113, 120015.04500000179 493652.12000000104, 120009.6649999991 493651.5370000005, 120006.75600000098 493656.4200000018, 120009.16899999976 493656.9780000001, 120016.68499999866 493658.7109999992, 120021.10399999842 493659.7289999984))"
rws_grond_uitbreiding.90,Havenstad Amsterdam,,"POLYGON ((120180.82299999893 492885.98999999836, 120173.73800000176 492876.0610000007, 120167.43200000003 492867.20600000024, 120158.28400000185 492853.01000000164, 120153.81100000069 492845.8440000005, 120152.4140000008 492843.3819999993, 120150.25699999928 492839.2039999999, 120147.03299999982 492832.66099999845, 120143.50400000066 492825.33900000155, 120143.41600000113 492821.6409999989, 120143.19000000134 492811.48699999973, 120147.11699999869 492800.6570000015, 120149.1799999997 492786.9059999995, 120151.20300000161 492773.84699999914, 120126.62000000104 492770.28599999845, 120110.85300000012 492767.90399999917, 120099.02100000158 492766.19999999925, 120094.69799999893 492765.19200000167, 120063.0009999983 492760.3839999996, 120045.75299999863 492757.89499999955, 120025.95699999854 492754.91099999845, 120013.53400000185 492753.1620000005, 120003.23200000077 492751.60500000045, 119997.12900000066 492773.65900000185, 119991.19099999964 492795.25400000066, 119987.90900000185 492806.33399999887, 119987.92000000179 492807.061999999, 119988.22599999979 492807.35599999875, 119988.5940000005 492807.7280000001, 119989.15700000152 492808.0240000002, 119990.17700000107 492808.19000000134, 119999.94700000063 492809.01999999955, 120014.07699999958 492810.3209999986, 120030.25400000066 492811.54199999943, 120044.69900000095 492812.8229999989, 120065.19999999925 492814.56700000167, 120072.21499999985 492815.2170000002, 120072.89299999923 492815.4979999997, 120073.54199999943 492815.77699999884, 120074.15399999917 492816.13599999994, 120074.46599999815 492816.5009999983, 120074.56399999931 492816.9829999991, 120074.63899999857 492818.24500000104, 120074.64699999988 492819.7129999995, 120074.07400000095 492821.3819999993, 120071.08700000122 492833.6810000017, 120065.06500000134 492858.90100000054, 120063.95899999887 492863.71599999815, 120063.43499999866 492865.99500000104, 120060.6649999991 492878.83399999887, 120058.81100000069 492888.0089999996, 120055.85500000045 492900.9780000001, 120053.26000000164 492912.1469999999, 120063.27199999988 492914.2870000005, 120068.35200000182 492915.5150000006, 120076.45699999854 492917.7509999983, 120084.34099999815 492919.7030000016, 120091.27100000158 492920.97399999946, 120092.38699999824 492921.9600000009, 120101.02100000158 492929.1169999987, 120107.76900000125 492934.9050000012, 120115.79199999943 492943.80999999866, 120122.37099999934 492951.0009999983, 120129.69099999964 492962.9970000014, 120132.93699999899 492967.8209999986, 120133.50499999896 492968.7729999982, 120136.57699999958 492976.80700000003, 120138.1950000003 492980.13599999994, 120140.59899999946 492985.2129999995, 120141.59899999946 492987.0720000006, 120142.98600000143 492991.4979999997, 120144.60599999875 492997.3909999989, 120147.80200000107 493008.1469999999, 120149.4690000005 493018.6020000018, 120149.83799999952 493023.7740000002, 120150.1240000017 493029.1629999988, 120149.95899999887 493035.9230000004, 120149.62200000137 493051.3770000003, 120149.56599999964 493063.69000000134, 120149.29800000042 493068.59899999946, 120146.74599999934 493077.13699999824, 120147.59299999848 493076.08199999854, 120155.00299999863 493066.66899999976, 120155.56899999827 493065.9970000014, 120162.16800000146 493054.12099999934, 120166.15799999982 493046.7289999984, 120169.64400000125 493040.54300000146, 120176.4450000003 493031.9389999993, 120188 493017.14499999955, 120194.21499999985 493008.54199999943, 120195.40700000152 493006.8200000003, 120199.0309999995 493000.7509999983, 120206.72599999979 492987.6409999989, 120214.06300000101 492975.313000001, 120215.92100000009 492971.9780000001, 120217.29399999976 492969.70899999887, 120223.6559999995 492960.4820000008, 120228.12200000137 492954.21599999815, 120230.0399999991 492951.7890000008, 120231.6559999995 492949.74500000104, 120236.00600000098 492943.36499999836, 120241.8900000006 492934.9210000001, 120244.9140000008 492930.188000001, 120251.34800000116 492920.5009999983, 120251.6790000014 492919.96599999815, 120238.44399999827 492910.7199999988, 120236.65700000152 492909.83399999887, 120235.16600000113 492909.3260000013, 120230.76099999994 492908.0520000011, 120219.50299999863 492905.48999999836, 120214.34699999914 492904.4239999987, 120204.44700000063 492902.65399999917, 120194.53400000185 492900.868999999, 120191.5940000005 492900.5560000017, 120194.93299999833 492888.8420000002, 120194.99300000072 492888.7479999997, 120180.82299999893 492885.98999999836))"
rws_grond_uitbreiding.91,Rotterdam Oostflank incl. FXL,,"POLYGON ((96557.54899999872 438222.5370000005, 96559.17000000179 438206.5700000003, 96562.23000000045 438160.5700000003, 96564.00499999896 438097.1649999991, 96553.76300000027 438138.0150000006, 96534.10000000149 438216.44000000134, 96557.54899999872 438222.5370000005))"
rws_grond_uitbreiding.92,Utrecht Groot Merwede,,"POLYGON ((135504.938000001 452499.8830000013, 135490.91200000048 452426.36199999973, 135463.1790000014 452440.1319999993, 135460.0850000009 452441.5150000006, 135457.64200000092 452442.5560000017, 135456.50600000098 452443.01999999955, 135394.3350000009 452455.11400000006, 135386.27600000054 452456.70600000024, 135321.42229999974 452466.1697999984, 135309.77369999886 452517.09010000154, 135309.69469999894 452558.6653999984, 135328.42399999872 452555.7410000004, 135409.73299999908 452542.56599999964, 135469.41200000048 452538.69200000167, 135511.99799999967 452536.27600000054, 135504.938000001 452499.8830000013))"
rws_grond_uitbreiding.93,Havenstad Amsterdam,,"POLYGON ((117364.92700000107 489487.0300000012, 117365.1959999986 489485.0489999987, 117365.1950000003 489484.7890000008, 117365.12000000104 489484.54100000113, 117364.97800000012 489484.3229999989, 117364.7809999995 489484.1550000012, 117364.54399999976 489484.0489999987, 117364.28700000048 489484.01399999857, 117364.03000000119 489484.0529999994, 117363.79500000179 489484.1629999988, 117363.60000000149 489484.3350000009, 117363.46200000122 489484.5549999997, 117363.39200000092 489484.8049999997, 117362.83799999952 489488.89499999955, 117362.83799999952 489489.1550000012, 117362.91200000048 489489.4050000012, 117363.05299999937 489489.6229999997, 117363.2509999983 489489.79300000146, 117363.48800000176 489489.8999999985, 117363.74599999934 489489.93499999866, 117364.00400000066 489489.89499999955, 117364.23900000006 489489.78500000015, 117364.43400000036 489489.61199999973, 117364.5709999986 489489.3909999989, 117364.6409999989 489489.1400000006, 117364.92700000107 489487.0300000012))"
rws_grond_uitbreiding.94,CID Binkhorst,,"POLYGON ((82252.17500000075 454069.6810000017, 82269.26000000164 454045.5229999982, 82271.23900000006 454041.5219999999, 82290.11499999836 454006.36499999836, 82312.48900000006 453961.76099999994, 82331.34099999815 453923.2030000016, 82332.75600000098 453920.2410000004, 82333.50699999928 453918.66800000146, 82338.04500000179 453907.2890000008, 82338.69099999964 453905.63699999824, 82339.79100000113 453903.42500000075, 82355.29199999943 453870.79399999976, 82355.65300000086 453869.9670000002, 82356.21200000122 453869.1939999983, 82363.34499999881 453856.30900000036, 82364.01900000125 453854.8350000009, 82395.98600000143 453808.05900000036, 82379.0859999992 453797.0760000013, 82346.35099999979 453844.5529999994, 82340.96700000018 453855.56500000134, 82327.25800000131 453884.2520000003, 82308.31700000167 453923.1970000006, 82286.08300000057 453969.7259999998, 82271.86600000039 453999.22199999914, 82267.30700000003 454007.1429999992, 82266.60300000012 454008.44000000134, 82254.16600000113 454030.27600000054, 82235.15199999884 454058.2879999988, 82252.17500000075 454069.6810000017))"
rws_grond_uitbreiding.95,Groningen Stadshaven,,"POLYGON ((235462.25200000033 583019.0399999991, 235480.35599999875 583029.9519999996, 235482.44299999997 583031.2100000009, 235481.71499999985 583028.4160000011, 235481.21400000155 583026.493999999, 235464.96499999985 583014.4180000015, 235461.7109999992 583018.7140000015, 235462.25200000033 583019.0399999991))"
rws_grond_uitbreiding.96,Havenstad Amsterdam,,"POLYGON ((118024.91299999878 489838.1429999992, 118027.74399999902 489851.15100000054, 118043.0859999992 489854.7740000002, 118066.97899999842 489860.34099999815, 118065.04800000042 489847.63500000164, 118024.82200000063 489837.72100000083, 118024.91299999878 489838.1429999992))"
