pc4;gemcode;jaar;lbrmtr;lbm9802;lbm9806;lbm9808;lbm9810;lbm0206;lbm0208;lbm0210;lbm0608;lbm0610;lbm0810;bev;lftsam;publ;veilig;vrz;won
1013;363;2010;positief; ; ; ;grote positieve ontwikkeling; ; ;beperkte positieve ontwikkeling; ;beperkte positieve ontwikkeling;geen ontwikkeling;-14,23685;-8,33819;48,5903;-38,45172;20,33768;-30,00876
1014;363;1998;positief; ; ; ; ; ; ; ; ; ; ;-26,68599;-38,39534;-14,1218;-24,29263;48,69663;11,61829
1014;363;2002;positief;geen ontwikkeling; ; ; ; ; ; ; ; ; ;8,88106;-30,69251;-11,08173;-39,60695;13,54199;-6,53454
1014;363;2006;matig positief; ;geen ontwikkeling; ; ;geen ontwikkeling; ; ; ; ; ;-20,59127;-20,25637;13,09279;-36,44926;10,86759;-6,7803
1014;363;2010;positief; ; ; ;geen ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling; ;-15,58635;-6,48279;10,66315;-39,10252;7,54125;-3,65808
1015;363;1998;matig positief; ; ; ; ; ; ; ; ; ; ;-18,75553;-33,79838;44,77224;-46,24409;40,74765;-6,72906
1015;363;2002;positief;geen ontwikkeling; ; ; ; ; ; ; ; ; ;9,92058;-15,27617;45,17724;-46,94643;41,05315;-12,3976
1015;363;2006;positief; ;beperkte positieve ontwikkeling; ; ;geen ontwikkeling; ; ; ; ; ;11,50854;-3,43808;47,26447;-40,25788;41,22663;-9,44074
1015;363;2008;positief; ; ;beperkte positieve ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling; ; ;15,04436;-5,78709;48,49456;-41,83439;40,18892;,45152
1015;363;2010;positief; ; ; ;grote positieve ontwikkeling; ; ;beperkte positieve ontwikkeling; ;geen ontwikkeling;geen ontwikkeling;29,426;-2,45662;48,32317;-40,7563;38,59199;-5,94835
1016;363;1998;positief; ; ; ; ; ; ; ; ; ; ;-16,83073;-34,72426;47,95384;-47,31086;47,75446;6,54053
1016;363;2002;positief;geen ontwikkeling; ; ; ; ; ; ; ; ; ;14,12325;-8,41536;47,97353;-49,07875;47,6434;8,38704
1016;363;2006;positief; ;beperkte positieve ontwikkeling; ; ;geen ontwikkeling; ; ; ; ; ;17,06792;-,46904;48,95357;-47,62291;46,72124;-4,34993
1016;363;2008;positief; ; ;beperkte positieve ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling; ; ;25,6416;,05391;49,72641;-47,08543;46,66319;-,27574
1016;363;2010;positief; ; ; ;beperkte positieve ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling;geen ontwikkeling;23,11116;,52775;49,22085;-44,74898;46,71985;-2,52104
1017;363;1998;positief; ; ; ; ; ; ; ; ; ; ;-3,39264;-31,37279;48,06938;-47,31892;46,91001;29,82321
1017;363;2002;positief;geen ontwikkeling; ; ; ; ; ; ; ; ; ;24,5097;-12,85162;47,98435;-48,98024;47,6452;30,62321
1017;363;2006;zeer positief; ;beperkte positieve ontwikkeling; ; ;geen ontwikkeling; ; ; ; ; ;25,55422;-12,995;48,60817;-46,55467;48,56784;26,96492
1017;363;2008;zeer positief; ; ;beperkte positieve ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling; ; ;31,89759;-6,13252;49,27271;-44,48708;47,66255;27,69889
1017;363;2010;zeer positief; ; ; ;beperkte positieve ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling;geen ontwikkeling;29,08217;-3,19802;49,16758;-43,37087;47,60393;26,2826
1018;363;1998;matig positief; ; ; ; ; ; ; ; ; ; ;-41,33538;-22,12122;46,66467;-40,90519;35,17985;-28,52363
1018;363;2002;matig positief;geen ontwikkeling; ; ; ; ; ; ; ; ; ;-19,80134;-5,66581;47,02513;-45,89888;30,7738;-33,29478
1018;363;2006;matig positief; ;beperkte positieve ontwikkeling; ; ;geen ontwikkeling; ; ; ; ; ;-18,09736;-4,62153;48,7595;-43,76373;32,07112;-32,8023
1018;363;2008;positief; ; ;beperkte positieve ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling; ; ;-9,45727;,92831;49,16366;-44,28662;34,03073;-22,41539
1018;363;2010;positief; ; ; ;beperkte positieve ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling;geen ontwikkeling;-7,24487;5,91778;49,35826;-43,69751;16,86823;-21,21196
1019;363;1998;matig positief; ; ; ; ; ; ; ; ; ; ;-37,87252;-25,98324;49,87685;-32,22401;27,95044;-38,23115
1019;363;2002;positief;beperkte positieve ontwikkeling; ; ; ; ; ; ; ; ; ;-1,94711;-23,03828;49,9973;-38,86052;24,40687;-32,47253
1019;363;2006;positief; ;beperkte positieve ontwikkeling; ; ;geen ontwikkeling; ; ; ; ; ;2,24682;-23,38273;49,99969;-28,88993;14,06642;-33,29058
1019;363;2008;positief; ; ;grote positieve ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling; ; ;11,58944;-16,22504;49,99961;-24,86514;16,00242;-29,55479
1019;363;2010;positief; ; ; ;grote positieve ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling;geen ontwikkeling;7,97237;-12,39552;49,99669;-25,72298;2,47464;-29,55667
1021;363;1998;negatief; ; ; ; ; ; ; ; ; ; ;-49,68888;-25,08063;33,59486;-48,43427;-3,79836;-42,58295
1021;363;2002;matig;geen ontwikkeling; ; ; ; ; ; ; ; ; ;-48,5901;-16,40036;33,61312;-49,48391;-2,50573;-45,01835
1021;363;2006;matig; ;geen ontwikkeling; ; ;geen ontwikkeling; ; ; ; ; ;-49,34962;-2,47058;33,97175;-48,54322;-4,44648;-45,06571
1021;363;2008;matig; ; ;beperkte positieve ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling; ; ;-48,25596;-5,3969;17,02922;-46,77625;-5,32651;-41,68919
1021;363;2010;matig; ; ; ;beperkte positieve ontwikkeling; ; ;beperkte positieve ontwikkeling; ;beperkte positieve ontwikkeling;geen ontwikkeling;-48,09437;-2,75311;45,13473;-46,60414;-4,71987;-40,45472
1022;363;1998;negatief; ; ; ; ; ; ; ; ; ; ;-49,91777;-34,27795;26,83297;-46,33876;12,29783;-30,26803
1022;363;2002;matig;beperkte positieve ontwikkeling; ; ; ; ; ; ; ; ; ;-48,68725;-8,54531;20,56754;-48,26487;13,23359;-34,06769
1022;363;2006;matig; ;grote positieve ontwikkeling; ; ;beperkte positieve ontwikkeling; ; ; ; ; ;-48,20425;1,92266;29,82472;-42,96372;6,01965;-14,13803
1022;363;2008;matig positief; ; ;grote positieve ontwikkeling; ; ;beperkte positieve ontwikkeling; ;geen ontwikkeling; ; ;-45,12094;-3,83597;31,17257;-45,2282;6,00236;-9,53005
1022;363;2010;matig positief; ; ; ;grote positieve ontwikkeling; ; ;beperkte positieve ontwikkeling; ;geen ontwikkeling;geen ontwikkeling;-42,13352;-1,12409;32,7316;-45,45988;5,27102;-5,58729
1023;363;1998;positief; ; ; ; ; ; ; ; ; ; ;-11,70466;3,64339;22,41385;-16,04922;9,30852;-35,43662
1023;363;2002;positief;geen ontwikkeling; ; ; ; ; ; ; ; ; ;3,87072;13,90199;20,3854;-33,16794;9,59559;-33,50252
1023;363;2006;positief; ;geen ontwikkeling; ; ;geen ontwikkeling; ; ; ; ; ;,94037;14,83487;23,3455;-27,68635;-1,62108;-31,37434
1023;363;2008;positief; ; ;geen ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling; ; ;2,91884;10,20925;24,71085;-31,70165;-,97741;-28,188
1023;363;2010;positief; ; ; ;geen ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling;geen ontwikkeling;6,65767;11,30855;32,50623;-37,34398;-1,55763;-26,67313
1024;363;1998;matig; ; ; ; ; ; ; ; ; ; ;-46,71804;-3,45752;2,02547;-36,71626;14,94894;-47,18944
1024;363;2002;matig;geen ontwikkeling; ; ; ; ; ; ; ; ; ;-46,99283;3,06291;1,49644;-45,57196;13,98264;-46,16838
1024;363;2006;matig; ;geen ontwikkeling; ; ;geen ontwikkeling; ; ; ; ; ;-48,73167;6,00156;5,57047;-42,1576;16,96433;-46,22469
1024;363;2008;matig; ; ;geen ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling; ; ;-47,82223;-,52692;,11383;-43,20457;17,29626;-44,02141
1024;363;2010;matig; ; ; ;geen ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling;geen ontwikkeling;-48,13654;-5,29832;8,5642;-45,31592;17,09447;-43,03213
1025;363;1998;matig positief; ; ; ; ; ; ; ; ; ; ;-34,4372;-10,50583;13,38066;-39,03545;36,14195;-45,11612
1025;363;2002;matig positief;geen ontwikkeling; ; ; ; ; ; ; ; ; ;-28,17316;12,68426;15,23909;-44,6511;36,39688;-43,51137
1025;363;2006;matig positief; ;geen ontwikkeling; ; ;geen ontwikkeling; ; ; ; ; ;-34,48374;7,97842;18,43276;-42,09373;36,7092;-42,50674
1025;363;2008;matig positief; ; ;geen ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling; ; ;-33,3448;9,17988;19,0369;-38,74222;37,92872;-40,06901
1025;363;2010;matig positief; ; ; ;geen ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling;geen ontwikkeling;-35,74612;11,17833;27,28499;-42,09072;38,37341;-39,09024
1026;363;1998;zeer positief; ; ; ; ; ; ; ; ; ; ;18,3035;7,9855;48,40201;7,42799;28,77678;44,41356
1026;363;2002;zeer positief;geen ontwikkeling; ; ; ; ; ; ; ; ; ;18,65344;24,85191;48,40845;17,36839;-27,24776;39,97992
1026;363;2006;zeer positief; ;geen ontwikkeling; ; ;geen ontwikkeling; ; ; ; ; ;22,38206;7,28462;48,03606;29,48458;-27,52894;39,78865
1026;363;2008;zeer positief; ; ;geen ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling; ; ;27,50328;16,63805;19,19173;30,96191;-27,52894;41,46926
1026;363;2010;zeer positief; ; ; ;geen ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling;geen ontwikkeling;29,58111;27,30499;18,21723;19,61201;-27,52894;41,5295
1027;363;1998;zeer positief; ; ; ; ; ; ; ; ; ; ;22,99867;9,83904;-19,21991;12,58832;-25,90213;44,63815
1027;363;2002;zeer positief;geen ontwikkeling; ; ; ; ; ; ; ; ; ;28,90191;13,26265;-20,26197;14,8157;-21,61252;42,80825
1027;363;2006;zeer positief; ;geen ontwikkeling; ; ;geen ontwikkeling; ; ; ; ; ;23,49002;25,69211;-21,483;25,37613;-20,74756;35,06418
1027;363;2008;zeer positief; ; ;geen ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling; ; ;24,17292;22,59982;-28,33733;31,57841;-20,74756;33,30253
1027;363;2010;zeer positief; ; ; ;geen ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling;geen ontwikkeling;27,54235;24,8779;13,10491;30,52018;-20,76545;31,74923
1028;363;1998;zeer positief; ; ; ; ; ; ; ; ; ; ;17,76655;-25,9703;40,37523;15,73293;-22,13389;42,80682
1028;363;2002;zeer positief;geen ontwikkeling; ; ; ; ; ; ; ; ; ;23,06389;22,87676;39,97044;9,50275;-29,44333;47,32916
1028;363;2006;zeer positief; ;geen ontwikkeling; ; ;geen ontwikkeling; ; ; ; ; ;16,37981;18,08063;41,11411;19,47992;-29,47184;46,00703
1028;363;2008;zeer positief; ; ;geen ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling; ; ;23,29814;18,182;41,2082;16,32278;-29,7514;44,63092
1028;363;2010;zeer positief; ; ; ;geen ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling;geen ontwikkeling;23,17091;14,04642;47,35596;15,44075;-29,73835;44,17893
1031;363;1998;negatief; ; ; ; ; ; ; ; ; ; ;-49,89526;-5,2073;27,78044;-47,83318;-7,97601;-42,59522
1031;363;2002;matig;geen ontwikkeling; ; ; ; ; ; ; ; ; ;-48,69673;-4,58651;26,06681;-49,50969;-6,83794;-41,26858
1031;363;2006;matig; ;geen ontwikkeling; ; ;geen ontwikkeling; ; ; ; ; ;-48,85928;-8,88214;27,92411;-48,27313;-6,7845;-42,28019
1031;363;2008;matig; ; ;beperkte positieve ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling; ; ;-48,10531;-6,57537;26,01723;-47,0519;-7,17431;-39,11337
1031;363;2010;matig; ; ; ;beperkte positieve ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling;geen ontwikkeling;-48,81652;-1,08865;30,42585;-47,02508;-6,95755;-39,13522
1032;363;1998;matig positief; ; ; ; ; ; ; ; ; ; ;-39,29537;-10,36784;12,26609;-42,87305;,17326;-41,69808
1032;363;2002;matig positief;geen ontwikkeling; ; ; ; ; ; ; ; ; ;-29,53307;6,04309;11,71405;-49,15093;,34368;-39,7662
1032;363;2006;matig positief; ;geen ontwikkeling; ; ;geen ontwikkeling; ; ; ; ; ;-37,00547;-2,61036;17,89432;-47,42879;-,89025;-41,72024
1032;363;2008;matig positief; ; ;geen ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling; ; ;-32,18489;-10,67404;20,15729;-44,23903;-1,19454;-38,55082
1032;363;2010;matig positief; ; ; ;geen ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling;geen ontwikkeling;-33,61804;-5,67913;19,66741;-43,22194;-1,80461;-37,36096
1033;363;1998;matig positief; ; ; ; ; ; ; ; ; ; ;-28,10168;,7487;11,9953;-27,82905;-22,64393;-43,04451
1033;363;2002;matig positief;geen ontwikkeling; ; ; ; ; ; ; ; ; ;-16,79457;5,45313;14,7031;-44,75432;-22,37345;-41,58787
1033;363;2006;matig positief; ;geen ontwikkeling; ; ;geen ontwikkeling; ; ; ; ; ;-24,27939;-3,79156;13,97037;-42,208;-22,93037;-38,24061
1033;363;2008;matig positief; ; ;geen ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling; ; ;-17,33699;1,341;16,48008;-38,32631;-22,89175;-34,27801
1033;363;2010;matig positief; ; ; ;geen ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling;geen ontwikkeling;-19,42248;1,37567;25,54233;-41,96607;-22,87067;-31,3999
1034;363;1998;matig; ; ; ; ; ; ; ; ; ; ;-43,87273;-8,79058;34,62239;-43,64815;-6,97459;-46,52065
1034;363;2002;matig;geen ontwikkeling; ; ; ; ; ; ; ; ; ;-41,77128;5,88763;35,88284;-47,77728;-6,97663;-46,33189
1034;363;2006;matig; ;geen ontwikkeling; ; ;geen ontwikkeling; ; ; ; ; ;-45,95252;,63471;38,93017;-45,86675;-3,56852;-45,44229
1034;363;2008;matig; ; ;geen ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling; ; ;-44,56415;4,73343;28,49531;-44,86827;-3,21722;-43,45674
1034;363;2010;matig; ; ; ;geen ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling;geen ontwikkeling;-45,04818;4,81535;27,64135;-43,72916;-3,79609;-41,02804
1035;363;1998;positief; ; ; ; ; ; ; ; ; ; ;-7,80749;-11,6445;30,0253;-3,42684;5,21463;-35,23786
1035;363;2002;positief;geen ontwikkeling; ; ; ; ; ; ; ; ; ;-1,80824;14,36809;32,53468;-45,1076;7,86795;-31,01583
1035;363;2006;matig positief; ;geen ontwikkeling; ; ;geen ontwikkeling; ; ; ; ; ;-10,69237;1,68665;32,8157;-41,2222;-14,71399;-29,41628
1035;363;2008;matig positief; ; ;geen ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling; ; ;-7,56592;-3,18634;29,40549;-40,97546;-14,37557;-27,57616
1035;363;2010;matig positief; ; ; ;geen ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling;geen ontwikkeling;-9,9323;-7,26808;43,30504;-41,7527;-14,33098;-27,30699
1036;363;2010;matig positief; ; ; ; ; ; ; ; ; ; ;-39,28863;-14,42516;19,76036;-42,15633;-,46183;13,17519
1037;363;2010;zeer positief; ; ; ; ; ; ; ; ; ; ;17,77359;34,86799;44,80543;-2,63853;-25,12634;24,68162
1051;363;1998;matig; ; ; ; ; ; ; ; ; ; ;-49,49528;-36,22182;17,7213;-45,73301;17,67681;-45,6411
1051;363;2002;matig;beperkte positieve ontwikkeling; ; ; ; ; ; ; ; ; ;-35,44292;-24,99327;24,72942;-49,0543;19,61827;-44,09183
1051;363;2006;matig positief; ;grote positieve ontwikkeling; ; ;geen ontwikkeling; ; ; ; ; ;-32,08319;-15,2753;33,47492;-48,01496;20,46112;-46,19783
1051;363;2008;matig positief; ; ;grote positieve ontwikkeling; ; ;beperkte positieve ontwikkeling; ;geen ontwikkeling; ; ;-22,69446;-12,04502;38,83755;-47,48614;5,85895;-42,01155
1051;363;2010;matig positief; ; ; ;grote positieve ontwikkeling; ; ;beperkte positieve ontwikkeling; ;beperkte positieve ontwikkeling;geen ontwikkeling;-14,85614;-8,81711;40,12203;-44,63685;6,52936;-42,29931
1052;363;1998;matig; ; ; ; ; ; ; ; ; ; ;-45,99627;-31,45497;41,84102;-45,73218;44,42719;-39,73455
1052;363;2002;matig positief;beperkte positieve ontwikkeling; ; ; ; ; ; ; ; ; ;-26,79621;-14,89106;43,90899;-47,77855;44,35655;-36,77737
1052;363;2006;matig positief; ;beperkte positieve ontwikkeling; ; ;geen ontwikkeling; ; ; ; ; ;-25,68573;-11,55216;43,98582;-43,22762;43,89679;-38,88193
1052;363;2008;positief; ; ;grote positieve ontwikkeling; ; ;beperkte positieve ontwikkeling; ;geen ontwikkeling; ; ;-11,00865;-7,97488;47,43212;-41,5454;41,06448;-33,63662
1052;363;2010;positief; ; ; ;grote positieve ontwikkeling; ; ;beperkte positieve ontwikkeling; ;geen ontwikkeling;geen ontwikkeling;-6,39023;-8,74845;47,51976;-38,26074;40,62748;-36,03009
1053;363;1998;matig; ; ; ; ; ; ; ; ; ; ;-45,7446;-34,90967;31,23193;-46,09443;47,12152;-41,00571
1053;363;2002;matig positief;geen ontwikkeling; ; ; ; ; ; ; ; ; ;-29,333;-23,12865;35,50188;-48,45433;46,76543;-44,49559
1053;363;2006;matig positief; ;beperkte positieve ontwikkeling; ; ;geen ontwikkeling; ; ; ; ; ;-27,25059;-12,24802;41,52714;-45,29554;47,23678;-43,06571
1053;363;2008;matig positief; ; ;grote positieve ontwikkeling; ; ;beperkte positieve ontwikkeling; ;geen ontwikkeling; ; ;-14,96646;-16,64637;45,42702;-43,49546;47,13213;-38,19465
1053;363;2010;matig positief; ; ; ;grote positieve ontwikkeling; ; ;beperkte positieve ontwikkeling; ;geen ontwikkeling;geen ontwikkeling;-13,27006;-13,56482;45,23671;-43,22878;46,98213;-39,24899
1054;363;1998;matig positief; ; ; ; ; ; ; ; ; ; ;-28,35983;-38,53559;21,95006;-44,80746;44,4805;-28,68262
1054;363;2002;matig positief;geen ontwikkeling; ; ; ; ; ; ; ; ; ;-,45422;-22,51865;22,82149;-46,99995;45,37032;-33,90622
1054;363;2006;positief; ;beperkte positieve ontwikkeling; ; ;geen ontwikkeling; ; ; ; ; ;2,16992;-15,61794;29,26677;-42,2199;47,541;-31,71411
1054;363;2008;positief; ; ;beperkte positieve ontwikkeling; ; ;beperkte positieve ontwikkeling; ;geen ontwikkeling; ; ;16,99035;-11,47481;30,93081;-41,44557;44,22939;-26,637
1054;363;2010;positief; ; ; ;grote positieve ontwikkeling; ; ;beperkte positieve ontwikkeling; ;geen ontwikkeling;geen ontwikkeling;15,95847;-9,43634;30,83547;-38,844;44,1919;-28,25296
1055;363;1998;matig; ; ; ; ; ; ; ; ; ; ;-49,3242;-30,55454;14,43908;-45,43965;40,68343;-47,49192
1055;363;2002;matig;geen ontwikkeling; ; ; ; ; ; ; ; ; ;-47,21709;-25,22484;14,19325;-47,76102;41,02097;-48,04786
1055;363;2006;matig; ;geen ontwikkeling; ; ;geen ontwikkeling; ; ; ; ; ;-47,9185;-22,81785;11,13655;-45,80642;39,97252;-47,46308
1055;363;2008;matig; ; ;beperkte positieve ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling; ; ;-44,06166;-20,24895;12,34662;-45,28934;38,4716;-45,8454
1055;363;2010;matig; ; ; ;beperkte positieve ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling;geen ontwikkeling;-42,98676;-20,9551;15,8976;-44,90706;37,68494;-46,11198
1056;363;1998;matig; ; ; ; ; ; ; ; ; ; ;-48,10927;-34,50943;17,70531;-43,66838;47,88376;-45,23329
1056;363;2002;matig;geen ontwikkeling; ; ; ; ; ; ; ; ; ;-40,88354;-20,34302;16,22407;-46,57147;47,70343;-44,46827
1056;363;2006;matig; ;geen ontwikkeling; ; ;geen ontwikkeling; ; ; ; ; ;-42,19609;-27,90463;23,58172;-44,72205;45,59988;-44,29652
1056;363;2008;matig positief; ; ;beperkte positieve ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling; ; ;-29,60795;-28,72936;25,65206;-43,1708;45,57854;-42,21695
1056;363;2010;matig positief; ; ; ;beperkte positieve ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling;geen ontwikkeling;-26,55203;-29,60581;25,90902;-44,0603;39,67436;-42,64502
1057;363;1998;matig; ; ; ; ; ; ; ; ; ; ;-49,30951;-29,93118;30,63647;-45,0817;44,47285;-45,43457
1057;363;2002;matig;geen ontwikkeling; ; ; ; ; ; ; ; ; ;-43,72658;-24,92996;31,92845;-48,66389;43,84553;-44,52608
1057;363;2006;matig; ;beperkte positieve ontwikkeling; ; ;geen ontwikkeling; ; ; ; ; ;-43,63041;-24,27717;28,87534;-46,47112;42,88488;-45,37332
1057;363;2008;matig positief; ; ;beperkte positieve ontwikkeling; ; ;beperkte positieve ontwikkeling; ;geen ontwikkeling; ; ;-35,24826;-21,26086;31,22676;-44,97215;45,45825;-42,52122
1057;363;2010;matig positief; ; ; ;beperkte positieve ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling;geen ontwikkeling;-34,40789;-19,62593;29,00635;-46,0737;43,78835;-43,07457
1058;363;1998;matig positief; ; ; ; ; ; ; ; ; ; ;-26,55238;-39,32659;25,23725;-34,91493;46,04654;-43,28628
1058;363;2002;matig positief;geen ontwikkeling; ; ; ; ; ; ; ; ; ;-7,30536;-30,76032;24,91235;-44,44625;47,33846;-44,81501
1058;363;2006;matig positief; ;geen ontwikkeling; ; ;geen ontwikkeling; ; ; ; ; ;-5,91702;-26,66485;29,68187;-41,45762;47,1139;-45,32024
1058;363;2008;positief; ; ;beperkte positieve ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling; ; ;9,17217;-27,83975;29,43272;-39,12789;47,0817;-43,16946
1058;363;2010;positief; ; ; ;beperkte positieve ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling;geen ontwikkeling;12,75229;-26,10566;36,83398;-40,92354;46,50197;-44,59231
1059;363;1998;matig positief; ; ; ; ; ; ; ; ; ; ;-28,03619;-37,38599;23,6503;-31,47002;30,12408;-42,82375
1059;363;2002;matig positief;geen ontwikkeling; ; ; ; ; ; ; ; ; ;-5,62392;-32,98774;24,75624;-43,086;40,1542;-44,28867
1059;363;2006;matig positief; ;geen ontwikkeling; ; ;geen ontwikkeling; ; ; ; ; ;-9,13992;-32,32838;25,92593;-41,41107;40,14125;-45,5972
1059;363;2008;matig positief; ; ;geen ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling; ; ;,60362;-30,55344;23,74695;-40,25709;39,98195;-43,01195
1059;363;2010;matig positief; ; ; ;geen ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling;geen ontwikkeling;2,62674;-31,68844;34,11492;-41,20571;39,98129;-44,14341
1060;363;1998;positief; ; ; ; ; ; ; ; ; ; ;-5,50938;1,64903;34,70896;-17,60791;1,58534;-8,35452
1060;363;2002;positief;geen ontwikkeling; ; ; ; ; ; ; ; ; ;-10,21202;11,69552;27,29902;-36,22399;-7,76703;-3,64102
1060;363;2006;positief; ;geen ontwikkeling; ; ;geen ontwikkeling; ; ; ; ; ;-18,05436;,27489;29,18488;-32,50046;-9,87393;,02927
1060;363;2008;positief; ; ;geen ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling; ; ;-11,92371;2,21061;39,27152;-37,14211;-10,19788;2,74869
1060;363;2010;matig positief; ; ; ;geen ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling;geen ontwikkeling;-24,84164;-,80611;41,9707;-42,17267;-8,91502;1,12363
1061;363;1998;zeer negatief; ; ; ; ; ; ; ; ; ; ;-49,99001;-2,10709;-1,66806;-46,40344;6,90201;-49,39568
1061;363;2002;negatief;geen ontwikkeling; ; ; ; ; ; ; ; ; ;-49,96929;-3,95646;-2,91798;-47,6361;4,4258;-49,15154
1061;363;2006;zeer negatief; ;geen ontwikkeling; ; ;geen ontwikkeling; ; ; ; ; ;-49,98742;-15,27696;-,81134;-46,49154;-3,01888;-49,01254
1061;363;2008;negatief; ; ;geen ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling; ; ;-49,93453;-12,7056;-9,30321;-45,42826;-5,00473;-47,63022
