FID,locatie,shape_leng,jaar,type_ws,hoofdgeb,gebied,gdb_geomattr_data,shape
steilrand_maas_2014.1,Beugen,6.15116822,2014,Rivieren,Maas,Zandmaas,,"LINESTRING (194523.12999999896 411488.4770000018, 194523.01099999994 411490.3049999997, 194522.59699999914 411492.63599999994, 194522.94799999893 411494.5560000017)"
steilrand_maas_2014.2,Beugen,1.94052722,2014,Rivieren,Maas,Zandmaas,,"LINESTRING (194518.75459999964 411520.2485000007, 194517.94480000064 411520.04890000075, 194517.0174999982 411520.65249999985)"
steilrand_maas_2014.3,Beugen,110.2970768,2014,Rivieren,Maas,Zandmaas,,"MULTILINESTRING ((194496.6035999991 411570.90139999986, 194496.45600000024 411569.1330000013, 194496.0223999992 411567.6229999997, 194495.9208999984 411566.6050999984, 194496.0833999999 411565.5560999997, 194496.46299999952 411564.01630000025, 194496.94110000134 411562.5965999998, 194497.4208999984 411561.68989999965, 194497.19530000165 411559.6165000014, 194497.9541000016 411557.81599999964, 194498.39429999888 411557.22150000185, 194499.01399999857 411556.66699999943, 194499.20199999958 411556.3819999993, 194499.5009999983 411555.81799999997, 194499.7250000015 411555.3060000017, 194499.3123999983 411554.27690000087, 194499.5738000013 411553.4765000008, 194499.6614000015 411552.60130000114, 194499.90780000016 411551.86140000075, 194500.39460000023 411550.79630000144, 194501.05550000072 411549.9343000017, 194501.71510000154 411548.6875, 194502.47740000114 411546.50510000065, 194503.16550000012 411544.7529999986, 194504.02950000018 411543.7168999985, 194503.96700000018 411543.060899999, 194504.82229999825 411541.6702999994, 194505.92130000144 411540.9803000018, 194506.21939999983 411539.9006000012), (194496.62110000104 411570.9789999984, 194495.72789999843 411572.3718999997, 194495.81230000034 411574.40900000185, 194495.27309999987 411575.8524999991, 194495.6999000013 411579.6237999983, 194494.48050000146 411581.5960999988, 194494.5313999988 411584.45540000126, 194493.57939999923 411586.23860000074, 194492.5839000009 411588.5876000002, 194491.4776000008 411591.6460000016, 194490.6970999986 411592.86290000007, 194490.85390000045 411593.47129999846, 194490.73640000075 411594.46709999815, 194489.59200000018 411593.9677999988, 194488.42060000077 411594.2485000007, 194487.61630000174 411595.04289999977, 194487.12049999833 411595.62530000135, 194486.63210000098 411596.1772999987, 194485.91840000078 411596.9941000007, 194485.3625999987 411597.6898000017, 194483.71090000123 411599.2060999982, 194483.125 411599.82979999855, 194481.8957999982 411600.7269000001, 194480.6213000007 411601.61290000007, 194480.0025999993 411602.5645000003, 194479.61089999974 411603.76399999857, 194478.84279999882 411603.9587999992, 194477.7965000011 411605.4770000018, 194476.9188000001 411606.7008000016, 194476.34659999982 411608.0478999987, 194475.90960000083 411609.23640000075, 194475.74230000004 411609.9151000008, 194475.4349000007 411610.3473000005, 194475.04430000111 411610.7993000001, 194475.01139999926 411611.1270999983, 194474.8088000007 411611.3652999997, 194474.56340000033 411611.8572999984, 194474.38289999962 411612.50840000063, 194474.26839999855 411613.14609999955, 194474.17350000143 411614.1369000003, 194474.16490000114 411614.9508999996, 194474.1699000001 411616.4882999994, 194474.19680000097 411617.39499999955, 194474.33289999887 411618.1319999993, 194474.2655000016 411618.7734999992, 194474.11309999973 411619.57559999824, 194473.8489000015 411620.4635999985, 194473.97459999844 411621.3343999982, 194473.94559999928 411622.2804000005, 194473.99049999937 411622.9268999994, 194474.19099999964 411623.77059999853, 194474.40850000083 411624.9134999998, 194474.75979999825 411626.0667999983, 194475.11960000172 411626.6319999993, 194475.84299999848 411627.1961000003, 194476.91950000077 411627.8925999999, 194477.51940000057 411628.3128999993, 194478.5357999988 411628.6088999994, 194479.37950000167 411628.40839999914, 194479.96009999886 411629.4593000002, 194480.3585000001 411630.3289999999, 194481.40399999917 411630.3889000006, 194482.21379999816 411630.58850000054, 194482.932599999 411631.85379999876))"
steilrand_maas_2014.4,Beugen,7.81218405,2014,Rivieren,Maas,Zandmaas,,"LINESTRING (194593.27149999887 411234.41039999947, 194592.7958999984 411233.2056000009, 194592.685899999 411232.4321000017, 194593.3099000007 411231.4371000007, 194593.83080000058 411230.17880000174, 194594.34710000083 411228.6354999989, 194594.7399000004 411227.75129999965, 194594.65349999815 411227.15300000086)"
steilrand_maas_2014.5,Beugen,32.19483927,2014,Rivieren,Maas,Zandmaas,,"LINESTRING (194603.98550000042 411190.74240000173, 194603.1224000007 411191.74489999935, 194603.10860000178 411194.3515000008, 194602.35779999942 411195.0434000008, 194601.6724999994 411194.93829999864, 194601.06579999998 411195.3275000006, 194600.9508999996 411196.8577999994, 194601.39550000057 411197.6479999982, 194601.92430000007 411199.58199999854, 194601.56309999898 411200.6099999994, 194600.54899999872 411201.9428000003, 194599.38610000163 411203.79879999906, 194598.4657999985 411205.56599999964, 194597.30209999904 411209.1475000009, 194596.74439999834 411210.2703999989, 194596.01150000095 411211.8370999992, 194595.99340000004 411212.8484000005, 194596.9765000008 411213.37779999897, 194597.92339999974 411213.8526000008, 194598.25279999897 411214.52859999985, 194598.0998999998 411215.13430000097, 194598.39310000092 411215.9880999997, 194597.61080000177 411216.40100000054, 194597.74480000138 411217.0791000016, 194598.35049999878 411217.3007999994)"
steilrand_maas_2014.6,Beugen,24.20145561,2014,Rivieren,Maas,Zandmaas,,"LINESTRING (194609.11199999973 411168.3209999986, 194609.31700000167 411169.2899999991, 194608.91600000113 411170.4629999995, 194608.0799999982 411171.6420000009, 194608.21700000018 411172.38899999857, 194607.4200000018 411174.6279999986, 194606.89600000158 411175.26399999857, 194606.58399999887 411176.9840000011, 194605.9849999994 411178.88800000027, 194605.5709999986 411180.38060000166, 194604.86360000074 411181.7049999982, 194603.65689999983 411183.0359000005, 194602.67540000007 411185.741799999, 194603.07009999827 411187.2019999996, 194603.5898000002 411188.5603, 194603.45190000162 411189.8618000001, 194603.91099999845 411190.5421000011)"
steilrand_maas_2014.7,Beugen,74.01409147,2014,Rivieren,Maas,Zandmaas,,"LINESTRING (194627.59299999848 411112.1330000013, 194628.7078000009 411109.68730000034, 194629.79960000142 411107.3634000011, 194629.6323999986 411106.16589999944, 194629.94940000027 411104.91010000184, 194630.22250000015 411104.2569999993, 194629.72289999947 411103.66149999946, 194628.44189999998 411104.33509999886, 194627.36939999834 411105.0078999996, 194626.17700000107 411104.76480000094, 194625.3889000006 411103.9605999999, 194624.80579999834 411103.0595000014, 194623.46059999987 411102.1134000011, 194622.3728 411099.2239000015, 194621.63500000164 411096.0146000013, 194620.7188999988 411092.4604999982, 194619.79879999906 411083.6997999996, 194620.15560000017 411079.75250000134, 194620.07409999892 411078.36459999904, 194621.14710000157 411075.2533, 194621.9635999985 411069.0870000012, 194622.7884999998 411067.2441000007, 194623.61300000176 411065.5452999994, 194624.05779999867 411063.3546000011, 194624.56579999998 411060.5144000016, 194625.65399999917 411058.1983000003, 194626.2399000004 411055.47890000045, 194627.05559999868 411053.95749999955, 194627.52549999952 411051.9528999999, 194628.3513999991 411049.6783000007, 194628.6997999996 411049.0104999989, 194629.17700000107 411047.1264999993)"
steilrand_maas_2014.8,Beugen,24.81653802,2014,Rivieren,Maas,Zandmaas,,"LINESTRING (194625.27050000057 411121.8365999982, 194624.42590000108 411122.4395999983, 194623.96139999852 411124.6721000001, 194623.46159999818 411127.14290000126, 194623.8504000008 411127.5625, 194623.62000000104 411129.16149999946, 194622.98000000045 411129.2474000007, 194622.79580000043 411131.05590000004, 194622.9466000013 411131.24230000004, 194623.26399999857 411132.3365000002, 194622.26159999892 411133.2707999982, 194621.4648000002 411135.9386, 194621.43659999967 411138.10810000077, 194620.58590000123 411138.8332999982, 194620.54850000143 411139.9615000002, 194619.53799999878 411141.90780000016, 194619.5 411143.3328000009, 194619.62159999833 411144.0806000009)"
steilrand_maas_2014.9,Beugen,6.2746766,2014,Rivieren,Maas,Zandmaas,,"LINESTRING (194768.67960000038 410478.47129999846, 194769.81049999967 410480.4389999993, 194769.89809999987 410482.03009999916, 194770.14009999856 410483.1620000005, 194770.60700000077 410484.3260000013)"
steilrand_maas_2014.10,Beugen,11.97771271,2014,Rivieren,Maas,Zandmaas,,"LINESTRING (194768.67350000143 410478.5210000016, 194768.24190000072 410477.0190999992, 194768.0170999989 410475.82030000165, 194768.28599999845 410474.71400000155, 194767.62810000032 410473.1884999983, 194767.9963000007 410472.1785000004, 194767.96799999848 410471.18400000036, 194768.3449999988 410470.23900000006, 194768.3280000016 410469.6160000004, 194767.91200000048 410468.5370000005, 194767.68100000173 410467.02600000054)"
