FID,ROLSTOELTOEG,SB_AANDUIDING,SB_ADRES,SB_NAAM,SB_POSTCODE,SB_WOONPLAATS,LONGITUDE,LATITUDE,AANT_SB,OPENINGSTIJDEN

Stembureaus2021_MaDi.21,Ja,,Dr. Abraham Kuyperlaan 2,Bergkerk,3818JC,Amersfoort,5.36709260396049,52.1485087883456,2,7:30 tot 21:00 uur

Stembureaus2021_MaDi.22,Ja,,Vogelplein 1,De Bron (Kerk),3815GV,Amersfoort,5.40826237188974,52.1659614539733,2,7:30 tot 21:00 uur

Stembureaus2021_MaDi.23,Ja,,Robert Kochstraat 4,Fonteinkerk,3817JM,Amersfoort,5.38040130450982,52.1386272413538,2,7:30 tot 21:00 uur

Stembureaus2021_MaDi.24,Ja,,Stadhuisplein 1,Gemeentehuis,3811 LM,Amersfoort,5.38416415437293,52.1567164715687,2,7:30 tot 21:00 uur

Stembureaus2021_MaDi.25,Ja,,Soesterweg 330,Holland Opera/ De Veerensmederij,3812 BH,Amersfoort,5.36222715945053,52.1565780750846,2,7:30 tot 21:00 uur

Stembureaus2021_MaDi.26,Ja,,Klaartje Donzepad 59,Kerkelijk Centrum De Hoeksteen,3813PZ,Amersfoort,5.38924130156686,52.1729854570973,2,7:30 tot 21:00 uur

Stembureaus2021_MaDi.27,Ja,,Laan naar Emiclaer 1,Kerkgebouw De Lichtkring,3823EG,Amersfoort,5.39723413341329,52.1843879547035,2,7:30 tot 21:00 uur

Stembureaus2021_MaDi.28,Ja,,Hof 1,Sint Joriskerk,3811CJ,Amersfoort,5.39021831899444,52.1565142670704,2,7:30 tot 21:00 uur

Stembureaus2021_MaDi.29,Ja,,De Velduil 2,Sportcomplex Amerena (beneden),3815 XT,Amersfoort,5.41312456100321,52.1598316740655,2,7:30 tot 21:00 uur

Stembureaus2021_MaDi.30,Ja,,Breelandhof 8,Sporthal De Bieshaar,3828VL,Hoogland,5.37611143377265,52.1887289020561,2,7:30 tot 21:00 uur

Stembureaus2021_MaDi.31,Ja,,Wezeperberg 6,Sporthal De Brink,3825DJ,Amersfoort,5.4162571485235,52.1976257353629,2,7:30 tot 21:00 uur

Stembureaus2021_MaDi.32,Ja,,Disselplein 6,Sporthal De Dissel,3829MD,Hooglanderveen,5.43473645801929,52.1840437238847,2,7:30 tot 21:00 uur

Stembureaus2021_MaDi.33,Ja,,Lovink 10,Sporthal Icoon,3825 MP,Amersfoort,5.43264896030233,52.1932714354937,2,7:30 tot 21:00 uur

Stembureaus2021_MaDi.34,Ja,,Graaf Hendriklaan 166,Sporthal Juliana van Stolberg,3818DN,Amersfoort,5.38186977474821,52.1464306312391,2,7:30 tot 21:00 uur

Stembureaus2021_MaDi.35,Ja,,Zeldertsedreef 3,Sporthal Nieuwland,3824EJ,Amersfoort,5.37556861949346,52.2006044403483,2,7:30 tot 21:00 uur

Stembureaus2021_MaDi.36,Ja,Xtra toegankelijk,Stadhuisplein 7,Stadscafé De Observant,3811LM,Amersfoort,5.38504385738402,52.1567353687171,1,7:30 tot 21:00 uur

