verkiezing;cbs_gemeentecode;gemeente;cbs_wijkcode;wijknaam;cbs_buurtcode;buurtnaam;bag_referentienummer_stembureau;stembureau_naam;partij;aantal_stemmen;stembureau_x;stembureau_y;latitude;longitude;wijk_x;wijk_y;wijk_latitude;wijk_longitude;buurt_x;buurt_y;buurt_latitude;buurt_longitude;woonplaats;nr_stembureau
TK2012;G1904;Stichtse Vecht;WK190401;Maarssen;BU19040107;Omgeving Goudestein;3,331E+14;Gemeentekantoor;VVD;539;130768;461900;5.214.476;503.320;132100;461987;5.214.476;503.320;130880;461879;5.214.560;552.647;Maarssen;1
TK2012;G1904;Stichtse Vecht;WK190401;Maarssen;BU19040107;Omgeving Goudestein;3,331E+14;Gemeentekantoor;Partij van de Arbeid;249;130768;461900;5.214.476;503.320;132100;461987;5.214.476;503.320;130880;461879;5.214.560;552.647;Maarssen;1
TK2012;G1904;Stichtse Vecht;WK190401;Maarssen;BU19040107;Omgeving Goudestein;3,331E+14;Gemeentekantoor;Partij voor de Vrijheid;107;130768;461900;5.214.476;503.320;132100;461987;5.214.476;503.320;130880;461879;5.214.560;552.647;Maarssen;1
TK2012;G1904;Stichtse Vecht;WK190401;Maarssen;BU19040107;Omgeving Goudestein;3,331E+14;Gemeentekantoor;CDA;100;130768;461900;5.214.476;503.320;132100;461987;5.214.476;503.320;130880;461879;5.214.560;552.647;Maarssen;1
TK2012;G1904;Stichtse Vecht;WK190401;Maarssen;BU19040107;Omgeving Goudestein;3,331E+14;Gemeentekantoor;Socialistische Partij;47;130768;461900;5.214.476;503.320;132100;461987;5.214.476;503.320;130880;461879;5.214.560;552.647;Maarssen;1
TK2012;G1904;Stichtse Vecht;WK190401;Maarssen;BU19040107;Omgeving Goudestein;3,331E+14;Gemeentekantoor;Democraten 66;145;130768;461900;5.214.476;503.320;132100;461987;5.214.476;503.320;130880;461879;5.214.560;552.647;Maarssen;1
TK2012;G1904;Stichtse Vecht;WK190401;Maarssen;BU19040107;Omgeving Goudestein;3,331E+14;Gemeentekantoor;GROENLINKS;46;130768;461900;5.214.476;503.320;132100;461987;5.214.476;503.320;130880;461879;5.214.560;552.647;Maarssen;1
TK2012;G1904;Stichtse Vecht;WK190401;Maarssen;BU19040107;Omgeving Goudestein;3,331E+14;Gemeentekantoor;ChristenUnie;28;130768;461900;5.214.476;503.320;132100;461987;5.214.476;503.320;130880;461879;5.214.560;552.647;Maarssen;1
TK2012;G1904;Stichtse Vecht;WK190401;Maarssen;BU19040107;Omgeving Goudestein;3,331E+14;Gemeentekantoor;Staatkundig Gereformeerde Partij;10;130768;461900;5.214.476;503.320;132100;461987;5.214.476;503.320;130880;461879;5.214.560;552.647;Maarssen;1
TK2012;G1904;Stichtse Vecht;WK190401;Maarssen;BU19040107;Omgeving Goudestein;3,331E+14;Gemeentekantoor;Partij voor de Dieren;28;130768;461900;5.214.476;503.320;132100;461987;5.214.476;503.320;130880;461879;5.214.560;552.647;Maarssen;1
TK2012;G1904;Stichtse Vecht;WK190401;Maarssen;BU19040107;Omgeving Goudestein;3,331E+14;Gemeentekantoor;Piratenpartij;3;130768;461900;5.214.476;503.320;132100;461987;5.214.476;503.320;130880;461879;5.214.560;552.647;Maarssen;1
TK2012;G1904;Stichtse Vecht;WK190401;Maarssen;BU19040107;Omgeving Goudestein;3,331E+14;Gemeentekantoor;Partij voor Mens en Spirit;0;130768;461900;5.214.476;503.320;132100;461987;5.214.476;503.320;130880;461879;5.214.560;552.647;Maarssen;1
TK2012;G1904;Stichtse Vecht;WK190401;Maarssen;BU19040107;Omgeving Goudestein;3,331E+14;Gemeentekantoor;Nederland Lokaal;0;130768;461900;5.214.476;503.320;132100;461987;5.214.476;503.320;130880;461879;5.214.560;552.647;Maarssen;1
TK2012;G1904;Stichtse Vecht;WK190401;Maarssen;BU19040107;Omgeving Goudestein;3,331E+14;Gemeentekantoor;Libertarische Partij;1;130768;461900;5.214.476;503.320;132100;461987;5.214.476;503.320;130880;461879;5.214.560;552.647;Maarssen;1
TK2012;G1904;Stichtse Vecht;WK190401;Maarssen;BU19040107;Omgeving Goudestein;3,331E+14;Gemeentekantoor;Democratisch Politiek Keerpunt DPK;1;130768;461900;5.214.476;503.320;132100;461987;5.214.476;503.320;130880;461879;5.214.560;552.647;Maarssen;1
TK2012;G1904;Stichtse Vecht;WK190401;Maarssen;BU19040107;Omgeving Goudestein;3,331E+14;Gemeentekantoor;50PLUS;25;130768;461900;5.214.476;503.320;132100;461987;5.214.476;503.320;130880;461879;5.214.560;552.647;Maarssen;1
TK2012;G1904;Stichtse Vecht;WK190401;Maarssen;BU19040107;Omgeving Goudestein;3,331E+14;Gemeentekantoor;Liberaal Democratische Partij;0;130768;461900;5.214.476;503.320;132100;461987;5.214.476;503.320;130880;461879;5.214.560;552.647;Maarssen;1
TK2012;G1904;Stichtse Vecht;WK190401;Maarssen;BU19040107;Omgeving Goudestein;3,331E+14;Gemeentekantoor;Anti Europa Partij;0;130768;461900;5.214.476;503.320;132100;461987;5.214.476;503.320;130880;461879;5.214.560;552.647;Maarssen;1
TK2012;G1904;Stichtse Vecht;WK190401;Maarssen;BU19040107;Omgeving Goudestein;3,331E+14;Gemeentekantoor;SOPN;2;130768;461900;5.214.476;503.320;132100;461987;5.214.476;503.320;130880;461879;5.214.560;552.647;Maarssen;1
TK2012;G1904;Stichtse Vecht;WK190401;Maarssen;BU19040107;Omgeving Goudestein;3,331E+14;Gemeentekantoor;Partij van de Toekomst;0;130768;461900;5.214.476;503.320;132100;461987;5.214.476;503.320;130880;461879;5.214.560;552.647;Maarssen;1
TK2012;G1904;Stichtse Vecht;WK190401;Maarssen;BU19040109;Lanenkwartier;3,331E+14;Woonzorgcentrum Maria Dommer;VVD;226;131158;461849;5.214.432;503.890;132100;461987;5.214.432;503.890;131117;461984;5.214.560;552.647;Maarssen;2
TK2012;G1904;Stichtse Vecht;WK190401;Maarssen;BU19040109;Lanenkwartier;3,331E+14;Woonzorgcentrum Maria Dommer;Partij van de Arbeid;300;131158;461849;5.214.432;503.890;132100;461987;5.214.432;503.890;131117;461984;5.214.560;552.647;Maarssen;2
TK2012;G1904;Stichtse Vecht;WK190401;Maarssen;BU19040109;Lanenkwartier;3,331E+14;Woonzorgcentrum Maria Dommer;Partij voor de Vrijheid;146;131158;461849;5.214.432;503.890;132100;461987;5.214.432;503.890;131117;461984;5.214.560;552.647;Maarssen;2
TK2012;G1904;Stichtse Vecht;WK190401;Maarssen;BU19040109;Lanenkwartier;3,331E+14;Woonzorgcentrum Maria Dommer;CDA;125;131158;461849;5.214.432;503.890;132100;461987;5.214.432;503.890;131117;461984;5.214.560;552.647;Maarssen;2
TK2012;G1904;Stichtse Vecht;WK190401;Maarssen;BU19040109;Lanenkwartier;3,331E+14;Woonzorgcentrum Maria Dommer;Socialistische Partij;69;131158;461849;5.214.432;503.890;132100;461987;5.214.432;503.890;131117;461984;5.214.560;552.647;Maarssen;2
TK2012;G1904;Stichtse Vecht;WK190401;Maarssen;BU19040109;Lanenkwartier;3,331E+14;Woonzorgcentrum Maria Dommer;Democraten 66;51;131158;461849;5.214.432;503.890;132100;461987;5.214.432;503.890;131117;461984;5.214.560;552.647;Maarssen;2
TK2012;G1904;Stichtse Vecht;WK190401;Maarssen;BU19040109;Lanenkwartier;3,331E+14;Woonzorgcentrum Maria Dommer;GROENLINKS;13;131158;461849;5.214.432;503.890;132100;461987;5.214.432;503.890;131117;461984;5.214.560;552.647;Maarssen;2
TK2012;G1904;Stichtse Vecht;WK190401;Maarssen;BU19040109;Lanenkwartier;3,331E+14;Woonzorgcentrum Maria Dommer;ChristenUnie;30;131158;461849;5.214.432;503.890;132100;461987;5.214.432;503.890;131117;461984;5.214.560;552.647;Maarssen;2
TK2012;G1904;Stichtse Vecht;WK190401;Maarssen;BU19040109;Lanenkwartier;3,331E+14;Woonzorgcentrum Maria Dommer;Staatkundig Gereformeerde Partij;14;131158;461849;5.214.432;503.890;132100;461987;5.214.432;503.890;131117;461984;5.214.560;552.647;Maarssen;2
TK2012;G1904;Stichtse Vecht;WK190401;Maarssen;BU19040109;Lanenkwartier;3,331E+14;Woonzorgcentrum Maria Dommer;Partij voor de Dieren;23;131158;461849;5.214.432;503.890;132100;461987;5.214.432;503.890;131117;461984;5.214.560;552.647;Maarssen;2
TK2012;G1904;Stichtse Vecht;WK190401;Maarssen;BU19040109;Lanenkwartier;3,331E+14;Woonzorgcentrum Maria Dommer;Piratenpartij;2;131158;461849;5.214.432;503.890;132100;461987;5.214.432;503.890;131117;461984;5.214.560;552.647;Maarssen;2
TK2012;G1904;Stichtse Vecht;WK190401;Maarssen;BU19040109;Lanenkwartier;3,331E+14;Woonzorgcentrum Maria Dommer;Partij voor Mens en Spirit;2;131158;461849;5.214.432;503.890;132100;461987;5.214.432;503.890;131117;461984;5.214.560;552.647;Maarssen;2
TK2012;G1904;Stichtse Vecht;WK190401;Maarssen;BU19040109;Lanenkwartier;3,331E+14;Woonzorgcentrum Maria Dommer;Nederland Lokaal;1;131158;461849;5.214.432;503.890;132100;461987;5.214.432;503.890;131117;461984;5.214.560;552.647;Maarssen;2
TK2012;G1904;Stichtse Vecht;WK190401;Maarssen;BU19040109;Lanenkwartier;3,331E+14;Woonzorgcentrum Maria Dommer;Libertarische Partij;0;131158;461849;5.214.432;503.890;132100;461987;5.214.432;503.890;131117;461984;5.214.560;552.647;Maarssen;2
TK2012;G1904;Stichtse Vecht;WK190401;Maarssen;BU19040109;Lanenkwartier;3,331E+14;Woonzorgcentrum Maria Dommer;Democratisch Politiek Keerpunt DPK;0;131158;461849;5.214.432;503.890;132100;461987;5.214.432;503.890;131117;461984;5.214.560;552.647;Maarssen;2
TK2012;G1904;Stichtse Vecht;WK190401;Maarssen;BU19040109;Lanenkwartier;3,331E+14;Woonzorgcentrum Maria Dommer;50PLUS;32;131158;461849;5.214.432;503.890;132100;461987;5.214.432;503.890;131117;461984;5.214.560;552.647;Maarssen;2
