OBJECTID,OVKIDENT,AVVBODDR,IWS_BESCHZONEBU,IWS_BESCHZONEBI,OVKSOORT,IWS_W_PLASBH_DL,IWS_W_PLASBH_DR,IWS_W_BRPLASBL,IWS_W_BRPLASBR,OSMOMSCH,AVVTALUL,AVVTALUR,AVVHOBOS,AVVHOBES,OVKLENGT,IWS_LEGGERSTATUS,IWS_CATEGORIEEN,IWS_AVVHOBOS_L,IWS_AVVHOBES_L,AVVTALL2_L,AVVTALR2_L,AVVKNKL_L,AVVKNKL2_L,AVVKNKR_L,AVVKNKR2_L,IWS_W_PLASBTALL,IWS_W_PLASBTALR,OWA_OWA_ID,OHCODE,OBJECTID_1,OVKIDENT_1,ONDERHOUDSPLICHTIGE_1,ONDERHOUDSVERPLICHTING_1,ONDERHOUDSPLICHTIGE_2,ONDERHOUDSVERPLICHTING_2,GlobalID,Shape__Length
48,S8645,,,,1,,,,,,,,,,1172,1,2,,,,,,,,,,,,,,,Aangeland,Gewoon en buitengewoon,,,8f232e72-71d3-44c8-bc99-7dd455bd295e,1156.85922004852
49,S1573,,,,1,,,,,,,,,,196,1,2,,,,,,,,,,,,,,,Aangeland,Gewoon en buitengewoon,,,4bb16dc2-277b-41ec-9361-02c4051a068e,195.798191487777
50,CM2130-CM0410,0.8,,,3,,,,,,1,1,,,223,1,2,-1.55,-1.55,,,,,,,,,,,,,Waterschap,Gewoon en buitengewoon,,,05abc759-f058-4ee6-8db0-ffb021e4ad56,222.597499733823
51,S8906,,,,1,,,,,,,,,,1110,1,2,,,,,,,,,,,,,,,Aangeland,Gewoon en buitengewoon,,,a541e24f-9975-44f3-9a3b-64fa2097387b,1109.564961918
52,S2266,,,,1,,,,,,,,,,321,1,2,,,,,,,,,,,,,,,Aangeland,Gewoon en buitengewoon,,,75f72a34-4187-42a1-afcb-7a6028074490,320.556773717381
53,S7982,,,,1,,,,,,,,,,433,1,2,,,,,,,,,,,,,,,Aangeland,Gewoon en buitengewoon,,,0e0a45a7-8b3e-4b82-a739-c1d897660ff0,438.630660503122
54,S8896,,,,1,,,,,,,,,,1009,1,2,,,,,,,,,,,,,,,Aangeland,Gewoon en buitengewoon,,,d51c18c7-8ee4-4f15-8886-44738170f291,1000.4710442103
55,S7988,,,,1,,,,,,,,,,869,1,2,,,,,,,,,,,,,,,Aangeland,Gewoon en buitengewoon,,,c150271d-7248-4c6c-9f4d-eb4bb3b52eb2,869.369311826016
56,S4775,,,,1,,,,,,,,,,259,1,2,,,,,,,,,,,,,,,Aangeland,Gewoon en buitengewoon,,,b6d6b05d-c85d-423f-98b5-6760ee61a6b7,259.161003557257
57,S8579,,,,1,,,,,,,,,,688,1,2,,,,,,,,,,,,,,,Aangeland,Gewoon en buitengewoon,,,de8529a1-64c0-40d4-bede-dea2798e9f9f,688.044548625566
58,S8904,,,,1,,,,,,,,,,1045,1,2,,,,,,,,,,,,,,,Aangeland,Gewoon en buitengewoon,,,458e2fec-01f3-4a59-908b-66f4b81297bb,1044.90352567979
59,S8571,,,,1,,,,,,,,,,826,1,2,,,,,,,,,,,,,,,Aangeland,Gewoon en buitengewoon,,,7bb31c53-d942-4e2e-af95-25d3dd4c8f51,826.443520562545
60,S12420,,,,1,,,,,,,,,,554,1,2,,,,,,,,,,,,,,,Aangeland,Gewoon en buitengewoon,,,e56ccd14-d25e-4043-90d8-898d11750b03,575.993700421209
61,S13099,,,,1,,,,,,,,,,1199,1,2,,,,,,,,,,,,,,,Aangeland,Gewoon en buitengewoon,,,93ae2f58-7a10-43c7-8a60-f4bab5ff7bf2,816.682188615886
62,523496,1,,,3,,,,,,1.5,1.5,,,93,1,2,-1.5,-1.5,,,,,,,,,,,,,Ontheffingshouder,Gewoon en buitengewoon,,,3e00d62a-7323-4f10-9b67-30dda3c28875,92.7044945838124
63,SW7690-SW7693,0.5,,,3,,,0.75,0.75,,1.5,1.5,,,146,1,2,0.3,0.26,,,,,,,,,,,,,Aangeland,Gewoon en buitengewoon,,,c7fdb066-0479-4506-b27d-0ff82f374a1a,134.217895037083
64,531819,0.7,,,3,,,,,,1,1,,,64,1,2,-1.8,-1.8,,,,,,,,,,,,,Aangeland,Gewoon en buitengewoon,,,6d4d7e3f-f4c0-460f-bf73-09f6f3909f51,63.7411368905183
65,539175,0.6,,,3,,,,,,1,1,,,121,1,2,-3.8,-3.8,,,,,,,,,,,,,Aangeland,Gewoon en buitengewoon,,,b6ba0bb7-9a02-46e4-9a4a-15f00688538a,10.9066230506307
66,544616,0.7,,,3,,,,,,1,1,,,220,1,2,-1.8,-1.8,,,,,,,,,,,,,,,,,40d7d9b1-1bd3-4efc-ad43-b6fa82cbfd6c,219.192516359079
67,547815,0.7,,,3,,,,,,1,1,,,190,1,2,-1.8,-1.8,,,,,,,,,,,,,,,,,b3310041-ed04-4c2c-a755-591d34618bfd,189.782407744169
68,544298,,,,3,,,,,,,,,,87,1,2,,,,,,,,,,,,,,,Waterschap,Gewoon en buitengewoon,,,f9c3f344-a10d-42e2-8faa-094574c93760,86.5397860937614
69,S13142,,,,1,,,,,,,,,,198,1,2,,,,,,,,,,,,,,,Aangeland,Gewoon en buitengewoon,,,1e7387d4-0a74-4888-850a-cd13aee76b97,197.56431876483
70,S4085,,,,1,,,,,,,,,,716,1,2,,,,,,,,,,,,,,,Aangeland,Gewoon en buitengewoon,,,417dbd66-be66-47e1-abb9-e16174cad9b7,813.525318412451
71,523497,0.7,,,3,,,,,,1,1,,,126,1,2,-1.8,-1.8,,,,,,,,,,,,,Aangeland,Gewoon en buitengewoon,,,66ab1864-6336-48eb-ba47-25f9c381393a,125.666386249198
72,531815,0.7,,,3,,,,,,1,1,,,172,1,2,-1.8,-1.8,,,,,,,,,,,,,Aangeland,Gewoon en buitengewoon,,,5b1af90f-bca4-4882-9b9f-c9bd6c2a8998,171.795244685083
73,529907,0.7,,,3,,,,,,1,1,,,34,1,2,0,-1.2,,,,,,,,,,,,,Aangeland,Gewoon en buitengewoon,,,9815983d-a3e1-48fe-913c-51ffe71b838a,33.6818895346719
74,S8647,,,,1,,,,,,,,,,1073,1,2,,,,,,,,,,,,,,,Aangeland,Gewoon en buitengewoon,,,b56637c7-efbb-4b21-9532-e7d994805073,1072.8018755086
75,S8649,,,,1,,,,,,,,,,1073,1,2,,,,,,,,,,,,,,,Aangeland,Gewoon en buitengewoon,,,64c4dad1-d20e-4ef0-942e-902e87290003,1054.75454259056
76,SW7693-SW7695,0.7,,,3,,,0.75,0.75,,1.5,1.5,,,172,1,2,0.26,0.2,,,,,,,,,,,,,Aangeland,Gewoon en buitengewoon,,,f61535c8-30ca-4e79-a933-93fd56f646e4,181.744910994651
77,HW0188-HW0190,1.5,,,9,,,,,,2.5,20,,,241,1,2,-0.7,-0.8,,5,0.1,,0.18,,,,,,,,Aangeland,Gewoon en buitengewoon,,,62dfc618-02c2-4129-b459-1837194a2532,240.53049329925
78,HW0190-HW0200,10,,,9,,,,,,5,1.5,,,119,1,2,-0.65,-0.65,,20,0.1,,0.3,0.92,,,,,,,Aangeland,Gewoon en buitengewoon,,,049daae9-8ead-4b48-a0ba-a2da528bcfde,117.963171312466
79,SZ0593-SZ0595,0.5,,,3,,,,,,1,1,,,193,1,2,2.44,2.41,,,,,,,,,,,,,Aangeland,Gewoon en buitengewoon,,,d18531a5-6257-4b09-b3d9-a7676d28f93a,192.840062377092
80,HW0187-HW0188,0.5,,,9,,,,,,2.5,2.5,,,198,1,2,-0.72,-0.7,,20,0.09,,-0.11,0.14,,,,,,,Aangeland,Gewoon en buitengewoon,,,2b3bd63e-6fcf-426f-8e0d-17cbfa72b399,198.13291990335
81,SW2940-SW2950,0.7,,,3,,,0.75,0.75,,1.5,1.5,,,239,1,2,2.45,2.4,,,,,,,,,,,,,Aangeland,Gewoon en buitengewoon,,,5da1178e-ee6c-448c-acda-5a756f0e234c,238.793042038711
82,583991,0.6,,,3,,,,,,1,1,,,33,1,2,-3.7,-3.7,,,,,,,,,,,,,Aangeland,Gewoon en buitengewoon,,,4f618e73-4811-448b-9642-316955611834,32.8324959712502
83,SW0850-SW0870,0.7,,,3,,,0.75,0.75,,1.5,1.5,,,445,1,2,3.02,2.9,,,,,,,,,,,,,Aangeland,Gewoon en buitengewoon,,,51faa0de-231e-4d7a-a8f3-0b304387d8b7,444.921736376878
84,SW3955-SW3960,0.7,,,3,,,0.75,0.75,,1.5,1.5,,,613,1,2,0.8,0.7,,,,,,,,,,,,,Aangeland,Gewoon en buitengewoon,,,56dea7b9-d13c-4c2a-8f14-d9eba5b5e325,613.478820693295
85,SZ0139-SZ0140,0.9,,,3,,,,,,1,0.5,,,28,1,2,2.75,2.75,,,,,,,,,,,,,Provincie,Gewoon en buitengewoon en constructie,,,07df3377-ce93-4527-b2c4-4975eda7cfb8,28.3466734169523
86,SW5387-SW5400,0.7,,,3,,,0.75,0.75,,1.5,1.5,,,24,1,2,2.25,2.25,,,,,,,,,,,,,Gemeente,Gewoon en buitengewoon en constructie,,,cac16144-5f21-476e-8e92-421c0df26edd,29.5090183434994
87,SW5380-SW5383,0.7,,,1,,,0.75,0.75,,1.5,1.5,,,127,1,2,2.55,2.48,,,,,,,,,,,,,Aangeland,Gewoon en buitengewoon,,,1674c05d-30cc-4ad3-a6bb-2ec677ef47ea,126.573801358022
88,SW5384-SW5387,0.7,,,1,,,0.75,0.75,,1.5,1.5,,,471,1,2,2.48,2.25,,,,,,,,,,,,,Aangeland,Gewoon en buitengewoon,,,664616c8-614e-40ea-8a1e-001d787a5621,472.768004485213
89,S8644,,,,1,,,,,,,,,,573,1,2,,,,,,,,,,,,,,,Aangeland,Gewoon en buitengewoon,,,bd357d61-a4a4-4251-941b-b3b5fdaa9463,572.649660756196
90,S8130,,,,1,,,,,,,,,,802,1,2,,,,,,,,,,,,,,,Aangeland,Gewoon en buitengewoon,,,bf288fa7-6037-4bb3-9869-9d9ea6292e2d,802.328842559947
91,S12419,,,,1,,,,,,,,,,437,1,2,,,,,,,,,,,,,,,Aangeland,Gewoon en buitengewoon,,,61981176-407a-4da0-9da0-8cb978809073,431.770432716569
92,S12698,,,,1,,,,,,,,,,787,1,2,,,,,,,,,,,,,,,Aangeland,Gewoon en buitengewoon,,,ded5d2e8-9f21-40db-9f55-09bf0c703c00,785.212578635517
93,SW5383-SW5384,0.7,,,3,,,0.75,0.75,,1.5,1.5,,,21,1,2,2.48,2.48,,,,,,,,,,,,,Railinfratrust B.V.,Gewoon en buitengewoon en constructie,,,4ff765cd-7a43-4237-ba88-58523d88738a,20.8207929006234
94,SW5960-SW5970,0.7,,,3,,,0.75,0.75,,1.5,1.5,,,211,1,2,2.2,2.1,,,,,,,,,,,,,Aangeland,Gewoon en buitengewoon,,,f0fd865f-508d-4228-abdd-91a3391bc0fe,211.469181438228
95,S12402,,,,1,,,,,,,,,,224,1,2,,,,,,,,,,,,,,,Aangeland,Gewoon en buitengewoon,,,4c797113-d6a2-4e5a-a6e2-ecca0078e5c8,235.218884142299
96,S8569,,,,1,,,,,,,,,,446,1,2,,,,,,,,,,,,,,,Aangeland,Gewoon en buitengewoon,,,f59e82ea-9f64-4f3f-a521-f4f7d48c5999,444.231207013701
97,DV8210-DV8215,0.5,,,3,,,,,,1,1,,,648,1,2,4.6,4.6,,,,,,,,,,,,,Aangeland,Gewoon en buitengewoon,,,405b72e8-d675-4f85-92a7-373baec4a791,648.352704749758
98,S3802,,,,1,,,,,,,,,,175,1,2,,,,,,,,,,,,,,,Aangeland,Gewoon en buitengewoon,,,493df381-e25d-4878-bdd3-22f9e9e62a58,174.878033606388
99,SZ0138-SZ0139,0.65,,,3,,,,,,1.5,1.5,,,29,1,2,2.75,2.75,,,,,,,,,,,,,Aangeland,Gewoon en buitengewoon,,,a989bd20-2072-4101-8573-564131ffb959,29.5362299054608
100,SZ0136-SZ0137,0.65,,,3,,,,,,1.5,1.5,,,244,1,2,2.75,2.75,,,,,,,,,,,,,Aangeland,Gewoon en buitengewoon,,,dd727540-bab8-429b-ab3b-f9254587092b,244.117335891037
101,S1632,,,,1,,,,,,,,,,516,1,2,,,,,,,,,,,,,,,Aangeland,Gewoon en buitengewoon,,,85a36c8d-5db3-4f38-9aa7-ebfbed94a742,511.878158886636
102,SW4320-SW4330,0.5,,,3,,,0.75,0.75,,1.5,1.5,,,64,1,2,3.95,3.9,,,,,,,,,,,,,Aangeland,Gewoon en buitengewoon,,,281bf0e7-a758-4e6c-a72f-86d5aac974c4,67.8606109858172
103,SW7530-SW7535,2,,,3,,,0.75,2.75,,1,1.5,,,177,1,2,-1,-1.02,,,,,,,,,,,,,Aangeland,Gewoon en buitengewoon,,,3811f4d9-4b3f-4b5e-9aba-1cd80aafee9c,176.919354779222
104,OK2850-OK2855,0.7,,,3,,,1.5,1.5,,2,2,,,176,1,2,7.02,6.98,,,,,,,,,,,,,Aangeland,Gewoon en buitengewoon,,,87e889ee-5d3d-41b3-b759-0fe9e7587c6f,175.523004212233
105,DV5816-DV5817,0.7,,,3,,,,,,1,1,,,55,1,2,2.1,2.1,,,,,,,,,,,,,Aangeland,Gewoon en buitengewoon en constructie,,,d9258932-d367-485e-bf68-091f913d833e,55.4116334441527
106,DV5655-DV5659,,,,3,,,,,,,,,,19,1,2,,,,,,,,,,,,,,,Gemeente,Gewoon en buitengewoon en constructie,,,ec1b3964-a067-49fb-86a7-f6e4113abeae,18.7105569419374
107,OK2943-OK2970,0.5,,,3,,,1.5,1.5,,2,2,,,333,1,2,7.37,7.31,,,,,,,,,,,,,Aangeland,Gewoon en buitengewoon,,,9441f0c6-a877-4164-85b8-5f11be893cf4,332.898258874256
108,DV5874-DV5875,0.6,,,3,,,,,,1,1,,,20,1,2,1.99,1.98,,,,,,,,,,,,,Aangeland,Gewoon en buitengewoon en constructie,,,93e2308c-69b9-4327-9841-fd4ed3450485,20.0154316712361
109,NW0010-NW0015,0.7,,,3,,,0.75,0.75,,1.5,1.5,,,502,1,2,1.65,1.5,,,,,,,,,,,,,Aangeland,Gewoon en buitengewoon,,,ac522017-f83e-4999-9953-80105d6628ca,501.718356047033
110,SW6955-SW6960,0.6,,,3,,,2.75,0.75,,1.5,1,,,553,1,2,-0.82,-0.87,,,,,,,,,,,,,Aangeland,Gewoon en buitengewoon,,,1cdeeb7c-fe24-4ba4-8538-a1fc989c63c7,553.467619395082
111,DV5635-DV5636,0.5,,,3,,,,,,1,1,,,16,1,2,3.09,3.09,,,,,,,,,,,,,Ontheffingshouder,Gewoon en buitengewoon en constructie,,,08b6f4b3-ae94-480b-b3df-9c582a540c63,16.1419781957255
112,S12944,,,,1,,,,,,,,,,193,1,2,,,,,,,,,,,,,,,Aangeland,Gewoon en buitengewoon,,,ce750f80-b6db-430f-bf46-7f0d9f5590e6,208.223810585855
113,595176,,,,3,,,,,,,,,,601,2,2,8.6,8.35,,,,,,,,,,,,,Staatsbosbeheer,Geheel onderhoud,,,ccd63a02-edd3-4c6b-a635-1bc1ff0b1a09,600.567127160297
114,S11234,,,,1,,,,,,,,,,399,1,2,,,,,,,,,,,,,,,Aangeland,Gewoon en buitengewoon,,,0f19ed76-5312-4936-9142-26021ad14103,400.629132656138
115,SZ1515-SZ1516,0.5,,,3,,,,,,1,1,,,14,1,2,0.55,0.55,,,,,,,,,,,,,Aangeland,Gewoon en buitengewoon en constructie,,,6b1d295a-e122-4b16-9dc1-b7976da738c0,13.91954740859
116,SZ0340-SZ0341,0.5,,,3,,,,,,0.5,1,,,15,1,2,2.65,2.65,,,,,,,,,,,,,Gemeente,Gewoon en buitengewoon en constructie,,,aa3e21f6-d6e1-4def-bd9d-6b4f4e802dfc,15.0619537237925
117,S9448,,,,1,,,,,,,,,,655,1,2,,,,,,,,,,,,,,,Aangeland,Gewoon en buitengewoon,,,caec811f-90ac-4818-9e3c-c7be207a67e9,654.681770451742
118,S10899,,,,1,,,,,,,,,,655,1,2,,,,,,,,,,,,,,,Aangeland,Gewoon en buitengewoon,,,f49ad977-541b-4597-b62f-9fc75027d16e,654.711555296481
119,NW0175-NW0180,0.7,,,3,,,0.75,0.75,,1.5,1.5,,,577,1,2,1.4,1,,,,,,,,,,,,,Aangeland,Gewoon en buitengewoon,,,71e7e51b-738d-4a5d-afb6-277254245ba2,577.158258290267
120,SW5540-SW5560,0.5,,,3,,,0.75,0.75,,1.5,1.5,,,345,1,2,4.45,4.3,,,,,,,,,,,,,Aangeland,Gewoon en buitengewoon,,,c28f54bd-877c-46a0-a555-3e2c74b82746,344.625159182047
121,SZ6150-SZ6239,0.3,,,3,,,,,,1,1,,,549,1,2,-0.13,-0.19,,,,,,,,,,,,,Aangeland,Gewoon en buitengewoon,,,69a0214c-bebb-4d94-acb5-4b20063d6b08,549.003369771256
122,DV5659-DV5685,,,,3,,,,,,,,,,119,1,2,,,,,,,,,,,,,,,Aangeland,Gewoon en buitengewoon,,,4c452284-a2d2-497b-9394-81bf0b5c1c11,118.775480302098
123,SW7535-SW7540,1,,,3,,,1.5,1.5,,4,4,,,175,1,2,-1.2,-1.2,2,,-0.55,,-0.55,,,,,,,,Aangeland,Gewoon en buitengewoon,,,e9487e8a-00f6-4e38-bad0-dfccc8159193,174.700237417626
124,518695,0.7,,,3,,,0.75,0.75,,1.5,1.5,,,460,1,2,0.8,0.7,,,,,,,,,,,,,Aangeland,Gewoon en buitengewoon,,,50a39ea9-aef3-42f2-a78b-697c50262616,460.270064621049
125,WV0670-WV0730,0.5,,,3,,,0.75,0.75,,1.5,1.5,,,141,1,2,-0.44,-0.45,,,,,,,,,,,,,Aangeland,Gewoon en buitengewoon,,,3eaae875-a792-4bb4-a5cc-fc4cc6266c0d,141.262113750414
