GEOCODE,SUBCODE,GEOCODE_NR,GEOSUBCODE,GEOCODE_NAAM,KMLINT,KMLINT_OMSCHRIJVING,KM_GEOCODE_VLAKPUNT,KM_GEOCODE_VLAKPUNT_T,REGIO_NAAM,REGIO_AFKORTING,X_VLAKPUNT,Y_VLAKPUNT,LATITUDE_VLAKPUNT,LONGITUDE_VLAKPUNT,STATUS,PUIC,TIJDSTIP_REGISTRATIE,BGTBRONHOUDER,BGTBRONHOUDERCODE,BGTSTATUS,RELATIEVEHOOGTELIGGING,FYSIEK_VOORKOMEN,OPPERVLAKTE,DOCUMENT,POSITIONELE_NAUWKEURIGHEID_MM,OP_TALUD,ID,Shape__Area,Shape__Length
118,,118,118__,Geldermalsen - Dordrecht,Gdm-Ddr,Geldermalsen - Dordrecht ,81.213059,"81,213059",Randstad Zuid,RZ,115608.549781,426930.3405,51.8295822757373,4.8157519281727,gerealiseerd,fcbaf92857a642fc9bb9ee98b71f98b8,2015/07/20 11:57:10+00,Prorail,L0004,bestaand,0,open verharding: tegels,29.920149,,283,Nee,276934,0,0
118,,118,118__,Geldermalsen - Dordrecht,Gdm-Ddr,Geldermalsen - Dordrecht ,76.9,"76,900000",Randstad Zuid,RZ,119911.477464,427196.08,51.8322580126656,4.8781448755605,gerealiseerd,f7fe975236ff44e1823582db298b6338,2015/07/20 11:57:08+00,Prorail,L0004,bestaand,0,open verharding: tegels,51.784497,,283,Nee,276935,0,0
118,,118,118__,Geldermalsen - Dordrecht,Gdm-Ddr,Geldermalsen - Dordrecht ,76.890314,"76,890314",Randstad Zuid,RZ,119909.489738,427208.0235,51.8323652365617,4.8781148264038,gerealiseerd,b6e3036259d14dbaa970989c7f946c65,2015/07/20 11:57:08+00,Prorail,L0004,bestaand,0,open verharding: tegels,51.509463,,283,Nee,276936,0,0
121,a,121,121_a,Breda - Lage Zwaluwe,Bd-Rtd,Breda - Rotterdam Centraal ,4.944484,"4,944484",Zuid,Z,108789.9545,402303.018,51.6077095092837,4.7201149090374,gerealiseerd,434c1fe7c33647a6962b3427e383002c,2015/06/11 08:36:52+00,Prorail,L0004,bestaand,0,open verharding: tegels,9.153586,,283,Nee,277069,0,0
544,a,544,544_a,Breda,Bd-Ehv,Breda - Eindhoven ,0.500171,"0,500171",Zuid,Z,112782.482192,400875.7815,51.5951957261746,4.7779199660144,gerealiseerd,4d9e7373d2624cf5acd5d401b95d0288,2017/03/06 15:58:33+00,Prorail,L0004,bestaand,0,open verharding: tegels,73.258065,,283,Nee,277070,0,0
211,,211,211__,Barneveld Noord - Ede=Wageningen,Bnn-Ed,Barneveld Noord - Ede=Wageningen ,21.813933,"21,813933",Noord-Oost,NO,171216.9365,455354.666284,52.0862183227248,5.6238093390641,gerealiseerd,ab16f8c74b506508e05332a1e90aa656,2022/05/31 15:01:19+00,Prorail,L0004,bestaand,0,open verharding,30.294827,,283,Nee,277889,0,0
055,,55,055__,Blerick - Eindhoven,Vl-Ehv,Venlo - Eindhoven ,42.278809,"42,278809",Zuid,Z,170415.434607,385971.3835,51.4626010669559,5.6090262441378,gerealiseerd,c673f3b925d240b5be2c797f0120f865,2021/09/22 06:41:17+00,Prorail,L0004,bestaand,0,open verharding,28.452196,,283,,282258,0,0
208,,208,208__,Apeldoorn - Zutphen,Asd-Zp,Amsterdam Centraal - Zutphen ,96.809872,"96,809872",Noord-Oost,NO,202695.837971,465755.6485,52.1778784779358,6.0845251708488,gerealiseerd,58d61808f73846a9a50669218888a329,2015/03/03 14:55:00+00,Prorail,L0004,bestaand,0,open verharding,19.691289,,283,Nee,282911,0,0
517,b,517,517_b,Venlo,Mt-Vl,Maastricht - Venlo ,69.942103,"69,942103",Zuid,Z,209580.106,375408.86168,51.3652323042187,6.1709325843949,gerealiseerd,2aa6ae1fd69d4a01857e21a079578498,2015/03/12 08:39:17+00,Prorail,L0004,bestaand,0,open verharding,64.807353,,283,Nee,282920,0,0
118,,118,118__,Geldermalsen - Dordrecht,Gdm-Ddr,Geldermalsen - Dordrecht ,83.860128,"83,860128",Randstad Zuid,RZ,112974.811065,426967.0265,51.8297198068666,4.7775419112327,gerealiseerd,5a3bc3e11d324948a26e3afb00e9e3d0,2015/07/20 11:57:11+00,Prorail,L0004,bestaand,0,open verharding: tegels,8.531494,,283,Nee,283005,0,0
133,a,133,133_a,Amsterdam Riekerpolder - Warmond,Asra-Wmd,Amsterdam Riekerpolder Aansl. - Warmond ,24.124767,"24,124767",Randstad Noord,RN,104457.209,474922.052936,52.2600076698795,4.6468946356017,gerealiseerd,6b83d68bfe1a4b74ac6ebe9af6497571,2020/12/04 12:37:03+00,Prorail,L0004,bestaand,0,open verharding,35.680183,,283,Nee,283059,0,0
133,a,133,133_a,Amsterdam Riekerpolder - Warmond,Asra-Wmd,Amsterdam Riekerpolder Aansl. - Warmond ,24.412717,"24,412717",Randstad Noord,RN,104273.893,474700.085683,52.2579959681422,4.6442430960125,gerealiseerd,1eb9134681cf44aa8f5ee7601398cd07,2020/12/04 12:39:30+00,Prorail,L0004,bestaand,0,open verharding,20.228521,,283,Nee,283064,0,0
133,a,133,133_a,Amsterdam Riekerpolder - Warmond,Asra-Wmd,Amsterdam Riekerpolder Aansl. - Warmond ,24.110255,"24,110255",Randstad Noord,RN,104465.61,474914.337069,52.2599390969309,4.6470188301746,gerealiseerd,453ce536f48a49e69166b431c98533d1,2020/12/04 12:39:29+00,Prorail,L0004,bestaand,0,open verharding,40.118207,,283,Nee,283065,0,0
047,,47,047__,s Hertogenbosch - Nijmegen,Ht-Nm,s-Hertogenbosch - Nijmegen ,56.329241,"56,329241",Noord-Oost,NO,178648.828266,424801.494,51.8113362293702,5.7301345319729,gerealiseerd,e2d12350e4274334960c6e66976962fc,2018/05/30 10:30:20+00,Prorail,L0004,bestaand,0,open verharding: tegels,39.352882,,283,Nee,283227,0,0
047,,47,047__,s Hertogenbosch - Nijmegen,Ht-Nm,s-Hertogenbosch - Nijmegen ,56.320785,"56,320785",Noord-Oost,NO,178634.280841,424813.4525,51.8114443319636,5.7299244005806,gerealiseerd,ff015933e4d842839d0d878a3aa5e29c,2018/07/24 15:14:35+00,Prorail,L0004,bestaand,0,open verharding: tegels,46.651365,,283,Nee,283231,0,0
208,,208,208__,Apeldoorn - Zutphen,Asd-Zp,Amsterdam Centraal - Zutphen ,96.736407,"96,736407",Noord-Oost,NO,202629.006285,465801.627,52.178297474034,6.0835546028398,gerealiseerd,8e440a96148c43e9bd9e5ce232075a97,2020/05/20 16:10:46+00,Prorail,L0004,bestaand,0,open verharding,22.79446,,283,Nee,283283,0,0
517,b,517,517_b,Venlo,Mt-Vl,Maastricht - Venlo ,69.941419,"69,941419",Zuid,Z,209565.5195,375393.391937,51.3650946703907,6.1707207647729,gerealiseerd,f12d82fdf0b4469eaa5499c9c472dfdd,2015/03/12 08:39:17+00,Prorail,L0004,bestaand,0,open verharding,80.141239,,283,Nee,283650,0,0
516,a,516,516_a,Blerick,Vl-Ehv,Venlo - Eindhoven ,1.507647,"1,507647",Zuid,Z,208360.039,376300.021815,51.3733586387755,6.1535492493919,gerealiseerd,1f043909fdd449308c37838f0ca59af9,2023/01/22 20:10:05+00,Prorail,L0004,bestaand,0,gesloten verharding,22.403459,,283,Nee,283778,0,0
017,,17,017__,Amersfoort Aansl. - Hattemerbroek,Ama-Htba,Amersfoort Aansluiting - Hattemerbroek Aansluiting ,32.315523,"32,315523",Noord-Oost,NO,162248.7495,470413.859072,52.2217593485947,5.4932850310064,gerealiseerd,e660a95a1cbf47deac6ba33d83b548af,2016/12/21 12:23:45+00,Prorail,L0004,bestaand,0,open verharding: tegels,92.482894,,283,Nee,285425,0,0
017,,17,017__,Amersfoort Aansl. - Hattemerbroek,Ama-Htba,Amersfoort Aansluiting - Hattemerbroek Aansluiting ,32.329346,"32,329346",Noord-Oost,NO,162237.508,470422.027012,52.2218329083937,5.4931206932396,gerealiseerd,dc719ee5a50149e897d5e967956e727c,2016/12/21 12:20:56+00,Prorail,L0004,bestaand,0,open verharding: tegels,63.706098,,283,Nee,285735,0,0
555,,555,555__,Rotterdam Centraal,Ass-Rtd,Amsterdam Sloterdijk - Rotterdam ,83.700079,"83,700079",Randstad Zuid,RZ,91639.751096,437665.286,51.9238535532994,4.4660992760087,gerealiseerd,7825cb09a5754188a5b240d079f5a8cc,2022/10/04 07:23:16+00,Rotterdam,G0599,bestaand,0,gesloten verharding,228.616117,,283,,285985,0,0
205,,205,205__,Mariënberg - Almelo,Mrb-Aml,Mariënberg - Almelo ,12.383959,"12,383959",Noord-Oost,NO,237542.3365,491227.27775,52.4026579493526,6.6001326481112,gerealiseerd,fc782cc264f4487d81557a098657180d,2021/08/23 09:17:53+00,Prorail,L0004,bestaand,0,open verharding,70.205343,,283,,295940,0,0
118,,118,118__,Geldermalsen - Dordrecht,Gdm-Ddr,Geldermalsen - Dordrecht ,90.660303,"90,660303",Randstad Zuid,RZ,108823.436499,423887.62,51.8017142904336,4.7177327072033,gerealiseerd,b57a1f60d3214ddd9291a0e5bb9f03ea,2020/11/13 17:30:12+00,Prorail,L0004,bestaand,0,open verharding,85.279341,,283,Nee,295998,0,0
133,a,133,133_a,Amsterdam Riekerpolder - Warmond,Asra-Wmd,Amsterdam Riekerpolder Aansl. - Warmond ,24.397861,"24,397861",Randstad Noord,RN,104265.1385,474708.092465,52.2580671201425,4.6441136818228,gerealiseerd,d17974b560524142aeeae22ce1c5f71f,2020/12/04 12:38:25+00,Prorail,L0004,bestaand,0,open verharding,24.746693,,283,Nee,303605,0,0
516,a,516,516_a,Blerick,Vl-Ehv,Venlo - Eindhoven ,1.390205,"1,390205",Zuid,Z,208450.204,376228.64833,51.3727086060072,6.1548332852876,gerealiseerd,fcca504624ad48108e38b2296da16917,2020/01/09 12:01:53+00,Prorail,L0004,bestaand,0,open verharding,48.441244,,283,Nee,306360,0,0
079,,79,079__,Zaandam - Hoorn,Zd-Ekz,Zaandam - Enkhuizen ,14.466156,"14,466156",Randstad Noord,RN,126455.552879,502681.0055,52.5110657937571,4.9667378773246,,c3e0990a95b4482896c8ab37c99e3a7e,2019/09/24 08:24:15+00,Prorail,L0004,bestaand,0,open verharding,12.01875,,283,Nee,306946,0,0
626,c,626,626_c,Hoorn,Zd-Ekz,Zaandam - Enkhuizen ,32.744946,"32,744946",Randstad Noord,RN,132744.297596,517505.1875,52.644583316272,5.0583790473925,gerealiseerd,35bf2a0646234dfe9fc12fafa4e7b353,2015/05/12 15:46:11+00,Prorail,L0004,bestaand,0,open verharding: tegels,24.853824,,283,Nee,309525,0,0
625,b,625,625_b,Lage Zwaluwe,Bd-Rtd,Breda - Rotterdam Centraal ,14.865629,"14,865629",Zuid,Z,104967.7875,411485.638056,51.6899148032319,4.663625160983,gerealiseerd,69361c4c91014c73b179d3388e7e3de0,2020/06/12 10:24:04+00,Prorail,L0004,bestaand,0,open verharding,79.781211,,283,Nee,315658,0,0
038,,38,038__,Velperbroek Aansl. - Zevenaar,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,101.272757,"101,272757",Noord-Oost,NO,198099.528446,439638.835,51.9435284435928,6.0140329482211,gerealiseerd,14de9ce3d7094961b9bcfa2a804bbbf0,2016/03/24 16:00:34+00,Prorail,L0004,bestaand,0,open verharding: tegels,38.59242,,283,Nee,316227,0,0
163,,163,163__,Rotterdam Lombardijen - Rotterdam Centraal,Bd-Rtd,Breda - Rotterdam Centraal ,43.9,"43,900000",Randstad Zuid,RZ,95347.515,434239.57093,51.8934751532168,4.520588739633,gerealiseerd,170ade244f1ab2d73e050210a7e24429,2021/07/09 05:30:36+00,Rotterdam,G0599,bestaand,0,open verharding,3249.39315,,283,,330233,0,0
309,,309,309__,Landgraaf - Simpelveld,Lg-Spv,Landgraaf - Simpelveld ,5.852042,"5,852042",Zuid,Z,202151.9075,319038.842274,50.859231951976,6.0568569121595,,0660fa0b180d428d943beed2e0dcb083,2018/08/15 10:09:32+00,Kerkrade,G0928,bestaand,0,open verharding,32.516802,,283,Nee,332188,0,0
033,,33,033__,Dieren - Zutphen,Ah-Zl,Arnhem - Zwolle ,20.323717,"20,323717",Noord-Oost,NO,207073.715,456111.48565,52.0908076810725,6.1470486489583,gerealiseerd,de80823ce1974a35876d98eb47051c0c,2015/02/10 14:17:09+00,Prorail,L0004,bestaand,0,open verharding: tegels,45.941464,,283,Nee,339841,0,0
033,,33,033__,Dieren - Zutphen,Ah-Zl,Arnhem - Zwolle ,20.32553,"20,325530",Noord-Oost,NO,207066.4715,456111.866431,52.0908117848988,6.1469430208503,gerealiseerd,93ba9ca02b654a31a3100e0b8c2943de,2015/02/10 14:17:09+00,Prorail,L0004,bestaand,0,open verharding: tegels,36.635507,,283,Nee,339842,0,0
033,,33,033__,Dieren - Zutphen,Ah-Zl,Arnhem - Zwolle ,20.39936,"20,399360",Noord-Oost,NO,207083.501,456189.413371,52.0915071261516,6.1472033393436,gerealiseerd,deed038800ba442bb364ecfa72423517,2015/02/10 14:17:09+00,Prorail,L0004,bestaand,0,open verharding: tegels,27.712529,,283,Nee,339843,0,0
118,,118,118__,Geldermalsen - Dordrecht,Gdm-Ddr,Geldermalsen - Dordrecht ,83.850652,"83,850652",Randstad Zuid,RZ,112975.090377,426968.2815,51.8297311077759,4.7775458104058,gerealiseerd,f42d9a3eaf2943c0a9d89f0b85437395,2015/07/20 11:57:11+00,Prorail,L0004,bestaand,0,open verharding: tegels,16.063997,,283,Nee,347901,0,0
608,b,608,608_b,Apeldoorn,Asd-Zp,Amsterdam Centraal - Zutphen ,88.541167,"88,541167",Noord-Oost,NO,195224.068226,469122.362,52.2087318629328,5.9756920449543,gerealiseerd,679486cd635a46cf81f502818b0a4b18,2015/09/01 13:45:56+00,Prorail,L0004,bestaand,0,open verharding: tegels,52.069218,,283,Nee,348089,0,0
008,,8,008__,Leeuwarden - Stavoren,Lw-Stv,Leeuwarden - Stavoren ,21.813015,"21,813015",Noord-Oost,NO,172674.522117,560597.278,53.0319967021289,5.6506698978491,gerealiseerd,b096802cf3a95528e0530b29a8c0e7f7,2020/10/09 23:41:44+00,Prorail,L0004,bestaand,0,open verharding,3.974375,,283,,348602,0,0
002,,2,002__,Leeuwarden - Groningen,Hlg-Nscg,Harlingen - Nieuweschans Grens ,61.91361,"61,913610",Noord-Oost,NO,216533.118625,585856.929,53.2557233649703,6.3092077450083,gerealiseerd,b22c1e3340ac6893e0531529a8c02e27,2020/11/13 13:39:49+00,Prorail,L0004,bestaand,0,open verharding,27.510123,,283,,349257,0,0
055,,55,055__,Blerick - Eindhoven,Vl-Ehv,Venlo - Eindhoven ,40.650363,"40,650363",Zuid,Z,171916.100947,386572.2315,51.4679587720368,5.630649272695,gerealiseerd,cc01642add2a435a8e28365a20a56d36,2021/01/08 16:32:30+00,Prorail,L0004,bestaand,0,open verharding,86.118131,,283,Ja,349783,0,0
012,,12,012__,Meppel - Assen,Mp-Gn,Meppel - Groningen ,33.761005,"33,761005",Noord-Oost,NO,231377.262,541467.404793,52.8549898941651,6.5211323159976,gerealiseerd,b838a020fb00499fe0531529a8c03d80,2021/01/22 16:46:28+00,Prorail,L0004,bestaand,0,open verharding,217.672999,,283,,350505,0,0
305,,305,305__,Stadskanaal Hoofdstation - Zuidbroek,Skn-Zb,Stadskanaal Hoofdstation - Zuidbroek ,14.931135,"14,931135",Noord-Oost,NO,255357.86,569682.951585,53.1045551714147,6.8857544825587,gerealiseerd,52afcf06ee67443a8ed58fc5f7ab22e5,2015/05/06 14:18:36+00,Prorail,L0004,bestaand,0,open verharding: tegels,45.651424,,283,Nee,354308,0,0
109,,109,109__,Rhenen - De Haar Aansl.,Rhn-Har,Rhenen - De Haar Aansl. ,32.856253,"32,856253",Randstad Noord,RN,164878.950672,448874.032,52.0281196002402,5.5311504323039,gerealiseerd,697b7f017665434ea58a117717809ce1,2022/10/26 16:36:36+00,Prorail,L0004,bestaand,0,open verharding,60.014312,,283,Nee,356271,0,0
109,,109,109__,Rhenen - De Haar Aansl.,Rhn-Har,Rhenen - De Haar Aansl. ,32.837749,"32,837749",Randstad Noord,RN,164893.923348,448891.518,52.0282764986707,5.53136910673,gerealiseerd,a5abef417f6d4b59a8eba18e3afa4c06,2015/10/26 09:43:28+00,Prorail,L0004,bestaand,0,open verharding,40.937893,,283,Nee,357220,0,0
109,,109,109__,Rhenen - De Haar Aansl.,Rhn-Har,Rhenen - De Haar Aansl. ,32.866768,"32,866768",Randstad Noord,RN,164876.102551,448869.4995,52.0280789125265,5.5311088010923,gerealiseerd,887f65d149904c39a25ae45aa08da652,2022/10/26 16:37:05+00,Prorail,L0004,bestaand,0,open verharding,60.934893,,283,Nee,357227,0,0
109,,109,109__,Rhenen - De Haar Aansl.,Rhn-Har,Rhenen - De Haar Aansl. ,32.854585,"32,854585",Randstad Noord,RN,164896.12359,448896.403,52.0283203661686,5.5314013082473,gerealiseerd,db1bd16ddc1a4ecc9927bc195f94028b,2020/09/15 15:01:32+00,Prorail,L0004,bestaand,0,open verharding,40.249766,,283,Nee,357288,0,0
035,,35,035__,Lunetten - De Haar Aansl.,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,53.915288,"53,915288",Randstad Noord,RN,153660.647323,452951.2605,52.0648526940477,5.3676712928671,gerealiseerd,a0754c7b9b954fae97d9807393bd219c,2021/04/14 12:19:43+00,Prorail,L0004,bestaand,0,open verharding,33.94031,,283,Nee,358834,0,0
002,,2,002__,Leeuwarden - Groningen,Hlg-Nscg,Harlingen - Nieuweschans Grens ,43.657979,"43,657979",Noord-Oost,NO,198308.770936,584850.226,53.2484645201472,6.0360222979586,gerealiseerd,2a3d65576c222ac8e0538c0014acc1a2,2020/11/13 13:40:07+00,Dantumadiel,G1891,bestaand,0,open verharding,384.988856,,283,Nee,366598,0,0
052,,52,052__,Beugen - Blerick,Ah-Vl,Arnhem - Venlo ,48.54917,"48,549170",Zuid,Z,197259.906,400511.731433,51.5919186890063,5.9970506566345,gerealiseerd,aecff9d0ad9f400f844654f95247aad7,2016/08/09 15:47:42+00,Prorail,L0004,bestaand,0,open verharding: tegels,56.438918,,283,Nee,367649,0,0
226,,226,226__,Gouda - Alphen a/d Rijn,Gd-Apn,Gouda - Alphen a/d Rijn ,6.138886,"6,138886",Randstad Zuid,RZ,104332.1565,448988.598574,52.0269235870767,4.6489269248809,gerealiseerd,d72e5cbdb182083be0530b29a8c03582,2022/03/16 14:47:26+00,Prorail,L0004,bestaand,0,open verharding,80.410946,,283,Nee,367984,0,0
211,,211,211__,Barneveld Noord - Ede=Wageningen,Bnn-Ed,Barneveld Noord - Ede=Wageningen ,21.947693,"21,947693",Noord-Oost,NO,171249.116019,455217.5665,52.0849851298925,5.6242722991001,,fe246f55f213d6d6e0400a0a35020533,2017/12/19 14:07:50+00,Ede,G0228,bestaand,0,open verharding: tegels,11.100829,,283,Nee,832114,0,0
211,,211,211__,Barneveld Noord - Ede=Wageningen,Bnn-Ed,Barneveld Noord - Ede=Wageningen ,21.9521,"21,952100",Noord-Oost,NO,171250.285,455214.08597,52.0849538126546,5.6242891880316,,fe246f55f212d6d6e0400a0a35020533,2017/12/19 14:07:50+00,Ede,G0228,bestaand,0,open verharding: tegels,16.697583,,283,Nee,832299,0,0
203,,203,203__,Mariënberg - Emmen,Hea-Emn,Herfte Aansl. - Emmen ,75.256417,"75,256417",Noord-Oost,NO,257014.4845,534709.611238,52.7900526868904,6.8995399861085,gerealiseerd,25307951925d4a8199e03eddb8b4022a,2020/01/15 10:08:34+00,Prorail,L0004,bestaand,0,open verharding: tegels,9.721523,,283,Nee,837445,0,0
203,,203,203__,Mariënberg - Emmen,Hea-Emn,Herfte Aansl. - Emmen ,66.116034,"66,116034",Noord-Oost,NO,253739.701,526639.586629,52.7181546872166,6.8485884391606,gerealiseerd,b3381c9c068f49efbc37ce928c43f833,2015/08/07 13:56:03+00,Prorail,L0004,bestaand,0,open verharding: tegels,20.414198,,283,Nee,837446,0,0
203,,203,203__,Mariënberg - Emmen,Hea-Emn,Herfte Aansl. - Emmen ,75.367573,"75,367573",Noord-Oost,NO,257017.2035,534811.707699,52.7909694233385,6.8996119647813,gerealiseerd,2d3bea6da1764565825c322af9b71cd4,2020/01/15 10:08:33+00,Prorail,L0004,bestaand,0,open verharding: tegels,36.419748,,283,Nee,837447,0,0
203,,203,203__,Mariënberg - Emmen,Hea-Emn,Herfte Aansl. - Emmen ,66.126346,"66,126346",Noord-Oost,NO,253746.907,526638.811695,52.7181464154571,6.8486948252523,gerealiseerd,9bb78b8bd9a3422397fe1d41032a4a03,2020/10/19 09:41:55+00,Prorail,L0004,bestaand,0,open verharding,25.574849,,283,Nee,837448,0,0
118,,118,118__,Geldermalsen - Dordrecht,Gdm-Ddr,Geldermalsen - Dordrecht ,70.415756,"70,415756",Randstad Zuid,RZ,126118.191308,427363.4525,51.8341182717348,4.9681741393419,,1ce64ecfe3604f53bb6448f786ee1918,2022/11/28 12:59:20+00,Prorail,L0004,bestaand,0,open verharding,87.002055,,283,Nee,844690,0,0
211,,211,211__,Barneveld Noord - Ede=Wageningen,Bnn-Ed,Barneveld Noord - Ede=Wageningen ,14.743454,"14,743454",Noord-Oost,NO,168883.9455,461349.617264,52.1401640898613,5.5900157025343,gerealiseerd,ab16f8c74ac96508e05332a1e90aa656,2022/05/31 15:02:16+00,Prorail,L0004,bestaand,0,gesloten verharding,26.110774,,283,Nee,845520,0,0
060,,60,060__,Roermond - Venlo,Mt-Vl,Maastricht - Venlo ,51.925213,"51,925213",Zuid,Z,200120.567945,360980.212,51.2363781741922,6.0332747418568,gerealiseerd,c677674cc0094f4195e77047b81dc414,2022/04/03 13:58:11+00,Prorail,L0004,bestaand,0,open verharding,49.708785,,283,Nee,846062,0,0
060,,60,060__,Roermond - Venlo,Mt-Vl,Maastricht - Venlo ,58.155398,"58,155398",Zuid,Z,203318.5815,366231.229963,51.2833120537992,6.079777042282,gerealiseerd,c619da2b98d640b6b7936264e2878212,2022/04/03 13:57:43+00,Prorail,L0004,bestaand,0,open verharding,58.014721,,283,Nee,846063,0,0
060,,60,060__,Roermond - Venlo,Mt-Vl,Maastricht - Venlo ,58.135899,"58,135899",Zuid,Z,203311.734,366234.976575,51.2833463133031,6.0796794097418,gerealiseerd,894d810355b9488a9a40ef32cc8f4cdb,2022/04/03 13:58:57+00,Prorail,L0004,bestaand,0,open verharding,83.405229,,283,Nee,846064,0,0
060,,60,060__,Roermond - Venlo,Mt-Vl,Maastricht - Venlo ,51.924835,"51,924835",Zuid,Z,200111.207,360993.31607,51.2364967021991,6.0331423724314,gerealiseerd,e0ef859056b44e418050805cf28a40f0,2022/04/03 13:59:02+00,Prorail,L0004,bestaand,0,open verharding,50.951047,,283,Nee,846065,0,0
060,,60,060__,Roermond - Venlo,Mt-Vl,Maastricht - Venlo ,58.144661,"58,144661",Zuid,Z,203317.1595,366232.285197,51.2833216597876,6.0797568049415,gerealiseerd,362dcd8b132c465ea58b8f05809fb296,2022/04/03 13:58:13+00,Prorail,L0004,bestaand,0,open verharding,5.04372,,283,Nee,846278,0,0
203,,203,203__,Mariënberg - Emmen,Hea-Emn,Herfte Aansl. - Emmen ,55.313253,"55,313253",Noord-Oost,NO,246233.4345,520356.063981,52.6630100734792,6.7357890579535,gerealiseerd,62af14c91770428aaaebb8839f32224a,2022/01/20 11:06:20+00,Prorail,L0004,bestaand,0,open verharding,92.522858,,283,Nee,848009,0,0
123,,123,123__,Breda - Tilburg,Bd-Ehv,Breda - Eindhoven ,10.821,"10,821000",Zuid,Z,122919.410466,399549.2935,51.5839433254359,4.9243320537776,gerealiseerd,cf6f87ce8ec64c0f98148df9aad99c65,2019/11/22 12:53:01+00,Prorail,L0004,bestaand,0,open verharding: tegels,74.467608,,283,Nee,850762,0,0
123,,123,123__,Breda - Tilburg,Bd-Ehv,Breda - Eindhoven ,19.920726,"19,920726",Zuid,Z,131768.786965,397391.8815,51.5649870925839,5.0521544197207,gerealiseerd,a6ffd9ace6274757ba0430d5eec8a3b2,2019/11/21 14:38:01+00,Prorail,L0004,bestaand,0,open verharding: tegels,51.077666,,283,Nee,852100,0,0
123,,123,123__,Breda - Tilburg,Bd-Ehv,Breda - Eindhoven ,19.879311,"19,879311",Zuid,Z,131725.302465,397391.0425,51.5649777527442,5.0515273402846,gerealiseerd,1935d6bad405404b8d1fd8eb9cf03ebc,2015/06/23 14:21:03+00,Prorail,L0004,bestaand,0,open verharding: tegels,4.206174,,283,Nee,852101,0,0
551,b,551,551_b,Tilburg,Bd-Ehv,Breda - Eindhoven ,22.262019,"22,262019",Zuid,Z,134065.907795,396888.36,51.5605514164464,5.0853137430848,gerealiseerd,6ab090b8d32d4b14b378de87375c18f1,2015/06/30 12:54:43+00,Prorail,L0004,bestaand,0,open verharding: tegels,55.556511,,283,Nee,852102,0,0
123,,123,123__,Breda - Tilburg,Bd-Ehv,Breda - Eindhoven ,15.759747,"15,759747",Zuid,Z,127713.144801,398387.6395,51.5737551653851,4.9935864834797,gerealiseerd,ab0b2828d4804408997dfbeb06577ebd,2020/04/06 09:03:05+00,Prorail,L0004,bestaand,0,open verharding: tegels,35.134742,,283,Nee,852104,0,0
123,,123,123__,Breda - Tilburg,Bd-Ehv,Breda - Eindhoven ,19.868064,"19,868064",Zuid,Z,131724.927958,397389.833,51.5649668656852,5.0515220194677,gerealiseerd,2c2886fff26043ef9ca0747db83d10ea,2015/06/23 14:21:03+00,Prorail,L0004,bestaand,0,open verharding: tegels,24.484023,,283,Nee,852105,0,0
123,,123,123__,Breda - Tilburg,Bd-Ehv,Breda - Eindhoven ,19.868123,"19,868123",Zuid,Z,131724.696404,397388.6525,51.5649562452099,5.0515187584056,gerealiseerd,12f884b5383b4f908009870060e415dd,2015/06/23 14:21:03+00,Prorail,L0004,bestaand,0,open verharding: tegels,2.982351,,283,Nee,852181,0,0
,,,,,,,,,,,86885.8075,453925.001117,52.069418778897,4.39376583162696,gerealiseerd,24a211be470f48dd8fbfb3097eca8600,2019/01/24 07:58:07+00,'s-Gravenhage,G0518,bestaand,0,open verharding: tegels,5.87244,,283,Nee,856961,0,0
067,,67,067__,Heerlen - Schin op Geul,Hrl-Sog,Heerlen - Schin op Geul ,6.09261,"6,092610",Zuid,Z,190348.6,319666.935794,50.8657269456282,5.8892929860912,gerealiseerd,4372eb19fdaf476eb89a763cc609d2c6,2021/03/10 13:40:19+00,Prorail,L0004,bestaand,0,open verharding: tegels,46.305975,,283,Nee,856966,0,0
211,,211,211__,Barneveld Noord - Ede=Wageningen,Bnn-Ed,Barneveld Noord - Ede=Wageningen ,21.81101,"21,811010",Noord-Oost,NO,171203.604,455355.185059,52.0862233761622,5.6236148433359,gerealiseerd,39bc1a2db698400c9fc41a6d5361b50a,2022/05/31 15:01:33+00,Prorail,L0004,bestaand,0,open verharding,36.032711,,283,Nee,868977,0,0
211,,211,211__,Barneveld Noord - Ede=Wageningen,Bnn-Ed,Barneveld Noord - Ede=Wageningen ,21.954585,"21,954585",Noord-Oost,NO,171250.047,455220.120245,52.0850080555239,5.6242860034597,,6c8e903451f748e2986341378adf7892,2017/01/05 01:56:17+00,Prorail,L0004,bestaand,0,open verharding: tegels,5.985625,,283,Nee,868978,0,0
506,b,506,506_b,Amersfoort,Asd-Zp,Amsterdam Centraal - Zutphen ,44.174051,"44,174051",Randstad Noord,RN,153657.290492,462815.568,52.1535130377943,5.3675837798849,gerealiseerd,0b75c665bc214ff99560f019d28dafa7,2015/09/01 13:44:26+00,Prorail,L0004,bestaand,0,open verharding: tegels,67.57738,,283,Nee,876814,0,0
