Nummer;Totaal van;Jaar;Maand;Type;Land bij nationaliteit;Aantal AMV
9;Jaar, Aantal AMV;2019;;Alleenstaande minderjarige vreemdelingen;;1.050
10;Jaar, Maand, Aantal AMV;2019;1;Alleenstaande minderjarige vreemdelingen;;110
10;Jaar, Maand, Aantal AMV;2019;2;Alleenstaande minderjarige vreemdelingen;;80
10;Jaar, Maand, Aantal AMV;2019;3;Alleenstaande minderjarige vreemdelingen;;80
10;Jaar, Maand, Aantal AMV;2019;4;Alleenstaande minderjarige vreemdelingen;;70
10;Jaar, Maand, Aantal AMV;2019;5;Alleenstaande minderjarige vreemdelingen;;50
10;Jaar, Maand, Aantal AMV;2019;6;Alleenstaande minderjarige vreemdelingen;;80
10;Jaar, Maand, Aantal AMV;2019;7;Alleenstaande minderjarige vreemdelingen;;80
10;Jaar, Maand, Aantal AMV;2019;8;Alleenstaande minderjarige vreemdelingen;;90
10;Jaar, Maand, Aantal AMV;2019;9;Alleenstaande minderjarige vreemdelingen;;90
10;Jaar, Maand, Aantal AMV;2019;10;Alleenstaande minderjarige vreemdelingen;;110
10;Jaar, Maand, Aantal AMV;2019;11;Alleenstaande minderjarige vreemdelingen;;90
10;Jaar, Maand, Aantal AMV;2019;12;Alleenstaande minderjarige vreemdelingen;;130
11;Jaar, Land bij nationaliteit, Aantal AMV;2019;;Alleenstaande minderjarige vreemdelingen;Afghanistan;60
11;Jaar, Land bij nationaliteit, Aantal AMV;2019;;Alleenstaande minderjarige vreemdelingen;Albania;10
11;Jaar, Land bij nationaliteit, Aantal AMV;2019;;Alleenstaande minderjarige vreemdelingen;Algeria;70
11;Jaar, Land bij nationaliteit, Aantal AMV;2019;;Alleenstaande minderjarige vreemdelingen;Congo, the Republic of the;10
11;Jaar, Land bij nationaliteit, Aantal AMV;2019;;Alleenstaande minderjarige vreemdelingen;Eritrea;110
11;Jaar, Land bij nationaliteit, Aantal AMV;2019;;Alleenstaande minderjarige vreemdelingen;Gambia;20
11;Jaar, Land bij nationaliteit, Aantal AMV;2019;;Alleenstaande minderjarige vreemdelingen;Guinea;30
11;Jaar, Land bij nationaliteit, Aantal AMV;2019;;Alleenstaande minderjarige vreemdelingen;Iran (Islamic Republic of);20
11;Jaar, Land bij nationaliteit, Aantal AMV;2019;;Alleenstaande minderjarige vreemdelingen;Iraq;60
11;Jaar, Land bij nationaliteit, Aantal AMV;2019;;Alleenstaande minderjarige vreemdelingen;Libyan Arab Jamahiriya;10
11;Jaar, Land bij nationaliteit, Aantal AMV;2019;;Alleenstaande minderjarige vreemdelingen;Morocco;160
11;Jaar, Land bij nationaliteit, Aantal AMV;2019;;Alleenstaande minderjarige vreemdelingen;Sierra Leone;10
11;Jaar, Land bij nationaliteit, Aantal AMV;2019;;Alleenstaande minderjarige vreemdelingen;Somalia;30
11;Jaar, Land bij nationaliteit, Aantal AMV;2019;;Alleenstaande minderjarige vreemdelingen;Sudan;10
11;Jaar, Land bij nationaliteit, Aantal AMV;2019;;Alleenstaande minderjarige vreemdelingen;Syrian Arab Republic;310
11;Jaar, Land bij nationaliteit, Aantal AMV;2019;;Alleenstaande minderjarige vreemdelingen;Tunisia;10
11;Jaar, Land bij nationaliteit, Aantal AMV;2019;;Alleenstaande minderjarige vreemdelingen;Unknown;40
11;Jaar, Land bij nationaliteit, Aantal AMV;2019;;Alleenstaande minderjarige vreemdelingen;Viet Nam;10
11;Jaar, Land bij nationaliteit, Aantal AMV;2019;;Alleenstaande minderjarige vreemdelingen;Yemen;20
12;Jaar, Maand, Land bij nationaliteit, Aantal AMV;2019;1;Alleenstaande minderjarige vreemdelingen;Algeria;20
12;Jaar, Maand, Land bij nationaliteit, Aantal AMV;2019;1;Alleenstaande minderjarige vreemdelingen;Eritrea;10
12;Jaar, Maand, Land bij nationaliteit, Aantal AMV;2019;1;Alleenstaande minderjarige vreemdelingen;Iraq;10
12;Jaar, Maand, Land bij nationaliteit, Aantal AMV;2019;1;Alleenstaande minderjarige vreemdelingen;Morocco;20
12;Jaar, Maand, Land bij nationaliteit, Aantal AMV;2019;1;Alleenstaande minderjarige vreemdelingen;Somalia;10
12;Jaar, Maand, Land bij nationaliteit, Aantal AMV;2019;1;Alleenstaande minderjarige vreemdelingen;Syrian Arab Republic;20
12;Jaar, Maand, Land bij nationaliteit, Aantal AMV;2019;1;Alleenstaande minderjarige vreemdelingen;Unknown;10
12;Jaar, Maand, Land bij nationaliteit, Aantal AMV;2019;2;Alleenstaande minderjarige vreemdelingen;Eritrea;10
12;Jaar, Maand, Land bij nationaliteit, Aantal AMV;2019;2;Alleenstaande minderjarige vreemdelingen;Guinea;10
12;Jaar, Maand, Land bij nationaliteit, Aantal AMV;2019;2;Alleenstaande minderjarige vreemdelingen;Iraq;10
12;Jaar, Maand, Land bij nationaliteit, Aantal AMV;2019;2;Alleenstaande minderjarige vreemdelingen;Morocco;10
12;Jaar, Maand, Land bij nationaliteit, Aantal AMV;2019;2;Alleenstaande minderjarige vreemdelingen;Syrian Arab Republic;10
12;Jaar, Maand, Land bij nationaliteit, Aantal AMV;2019;3;Alleenstaande minderjarige vreemdelingen;Afghanistan;10
12;Jaar, Maand, Land bij nationaliteit, Aantal AMV;2019;3;Alleenstaande minderjarige vreemdelingen;Algeria;10
12;Jaar, Maand, Land bij nationaliteit, Aantal AMV;2019;3;Alleenstaande minderjarige vreemdelingen;Eritrea;10
12;Jaar, Maand, Land bij nationaliteit, Aantal AMV;2019;3;Alleenstaande minderjarige vreemdelingen;Iraq;10
12;Jaar, Maand, Land bij nationaliteit, Aantal AMV;2019;3;Alleenstaande minderjarige vreemdelingen;Morocco;20
12;Jaar, Maand, Land bij nationaliteit, Aantal AMV;2019;3;Alleenstaande minderjarige vreemdelingen;Syrian Arab Republic;20
12;Jaar, Maand, Land bij nationaliteit, Aantal AMV;2019;4;Alleenstaande minderjarige vreemdelingen;Eritrea;10
12;Jaar, Maand, Land bij nationaliteit, Aantal AMV;2019;4;Alleenstaande minderjarige vreemdelingen;Iraq;10
12;Jaar, Maand, Land bij nationaliteit, Aantal AMV;2019;4;Alleenstaande minderjarige vreemdelingen;Morocco;10
12;Jaar, Maand, Land bij nationaliteit, Aantal AMV;2019;4;Alleenstaande minderjarige vreemdelingen;Syrian Arab Republic;20
12;Jaar, Maand, Land bij nationaliteit, Aantal AMV;2019;5;Alleenstaande minderjarige vreemdelingen;Eritrea;10
12;Jaar, Maand, Land bij nationaliteit, Aantal AMV;2019;5;Alleenstaande minderjarige vreemdelingen;Iraq;10
