FID,jaar,type_ws,hoofdgeb,gebied,locatie,gdb_geomattr_data,shape
talud_maas_2010.1,2010,Rivieren,Maas,Afgedamde Maas en Getijdenmaas,De Paaldere 't Wildt,,"LINESTRING (153277.70699999854 419288.74599999934, 153276.9140000008 419301.73900000006, 153277.09099999815 419306.58199999854, 153276.7509999983 419310.6499999985, 153275.21200000122 419320.5329999998, 153273.70600000024 419326.40900000185, 153271.89299999923 419328.95699999854)"
talud_maas_2010.2,2010,Rivieren,Maas,Afgedamde Maas en Getijdenmaas,De Paaldere 't Wildt,,"LINESTRING (153271.80000000075 419336.59699999914, 153275.76099999994 419336.8920000009, 153277.81700000167 419339.16099999845, 153280.42599999905 419343.5229999982, 153284.48699999973 419354.95800000057, 153286.8289999999 419366.6259999983, 153287.61400000006 419375.1490000002, 153285.16699999943 419398.9530000016, 153283.4530000016 419414.2270000018, 153282.96499999985 419420.7120000012, 153281.16800000146 419424.66899999976, 153278.15199999884 419429.69200000167, 153276.44099999964 419434.9149999991, 153274.99300000072 419438.7250000015, 153273.5080000013 419442.69999999925, 153270.98299999908 419444.9079999998, 153268.60599999875 419445.26399999857, 153265.18299999833 419444.0210000016, 153261.86100000143 419443.42599999905, 153256.61400000006 419442.2960000001, 153252.94900000095 419442.05000000075, 153251.53799999878 419442.5610000007, 153250.91200000048 419443.7470000014, 153251.01300000027 419447.58999999985)"
talud_maas_2010.3,2010,Rivieren,Maas,Afgedamde Maas en Getijdenmaas,Zandmeren (bij Kerkdriel),,"LINESTRING (153006.69900000095 419135.08399999887, 152995.2650000006 419110.7800000012, 152986.6000000015 419096.0769999996, 152979.31599999964 419082.2509999983, 152973.57400000095 419070.5520000011, 152970.7259999998 419064.9450000003, 152969.96299999952 419062.83900000155, 152973.78200000152 419058.79300000146, 152976.58399999887 419054.37000000104, 152977.2749999985 419050.1330000013, 152974.19000000134 419041.4079999998, 152966.5159999989 419019.3660000004, 152961.67300000042 419005.80999999866)"
talud_maas_2010.4,2010,Rivieren,Maas,Afgedamde Maas en Getijdenmaas,Zandmeren (bij Kerkdriel),,"LINESTRING (152996.40700000152 419040.32400000095, 152996.78400000185 419041.77899999917, 152996.32200000063 419042.5379999988, 152995.82699999958 419043.3509999998, 152995.30799999833 419045.26999999955, 152996.3999999985 419045.3139999993, 152995.71299999952 419046.8909999989, 152995.65700000152 419047.99500000104, 152996.69700000063 419048.5949999988, 152997.7650000006 419049.063000001, 152997.71799999848 419049.8350000009, 152997.08799999952 419050.7989999987, 152997.41099999845 419051.7989999987, 152997.2899999991 419052.563000001, 152997.811999999 419053.3029999994)"
talud_maas_2010.5,2010,Rivieren,Maas,Afgedamde Maas en Getijdenmaas,Zandmeren (bij Kerkdriel),,"LINESTRING (153018.40700000152 419103.91099999845, 153018.4840000011 419104.33999999985, 153018.86899999902 419105.5940000005, 153019.51199999824 419107.1000000015, 153020.15900000185 419108.14400000125, 153020.7890000008 419109.4930000007, 153021.54399999976 419110.23600000143, 153022.13699999824 419111.24500000104, 153022.64499999955 419113.0069999993, 153028.95699999854 419132.2179999985, 153029.2800000012 419133.19999999925)"
talud_maas_2010.6,2010,Rivieren,Maas,Afgedamde Maas en Getijdenmaas,Zandmeren (bij Kerkdriel),,"LINESTRING (153038.26999999955 419173.3189999983, 153042.83300000057 419194.11499999836, 153046.4699999988 419213.1700000018)"
talud_maas_2010.7,2010,Rivieren,Maas,Afgedamde Maas en Getijdenmaas,Zandmeren (bij Kerkdriel),,"LINESTRING (153057.39299999923 419201.0469999984, 153056.5700000003 419201.7719999999, 153055.59299999848 419203.35500000045, 153054.85200000182 419204.7969999984, 153054.0469999984 419206.48099999875, 153054.0249999985 419207.3060000017, 153054.3350000009 419207.94900000095, 153053.78700000048 419208.9470000006, 153054.01300000027 419209.38500000164, 153054.0789999999 419210.11100000143, 153053.55700000003 419210.5320000015, 153053.96799999848 419211.2100000009, 153054.36199999973 419211.5329999998, 153054.44799999893 419212.4930000007, 153054.65799999982 419213.6160000004)"
talud_maas_2010.8,2010,Rivieren,Maas,Afgedamde Maas en Getijdenmaas,Zandmeren (bij Kerkdriel),,"LINESTRING (153065.55600000173 419242.3839999996, 153065.36300000176 419244.16699999943, 153065.85599999875 419244.5210000016, 153064.96799999848 419245.4979999997, 153066.29899999872 419246.30799999833, 153067.2340000011 419246.88500000164, 153067.48200000077 419247.69299999997, 153066.95699999854 419248.7100000009, 153065.16099999845 419249.27800000086, 153064.3110000007 419249.9439999983, 153064.0540000014 419250.71599999815, 153064.58399999887 419251.13899999857, 153065.82200000063 419251.24599999934, 153066.67700000107 419251.48800000176, 153066.87900000066 419251.8660000004, 153066.20100000128 419252.5390000008, 153065.57200000063 419253.0720000006, 153065.61300000176 419253.3229999989, 153066.41099999845 419253.5460000001, 153066.91099999845 419254.0929999985, 153066.20699999854 419254.9979999997, 153066.1950000003 419255.6000000015, 153065.70600000024 419256.26900000125, 153065.90900000185 419256.993999999, 153066.03400000185 419257.6620000005, 153066.20800000057 419258.80999999866, 153066.6499999985 419259.18299999833, 153066.32400000095 419260.1620000005, 153065.7100000009 419261.00499999896, 153064.78799999878 419262.26900000125, 153064.75200000033 419262.77800000086, 153065.2190000005 419264.28400000185, 153065.6950000003 419265.3770000003, 153065.7580000013 419265.6400000006, 153065.20100000128 419266.34600000083, 153064.33900000155 419267.2509999983, 153064.88800000027 419267.84699999914, 153066.04899999872 419267.59899999946, 153066.54899999872 419267.8020000011, 153066.32400000095 419268.72199999914, 153066.77800000086 419268.97300000116, 153068.78400000185 419268.3990000002, 153069.2589999996 419268.56799999997, 153068.44200000167 419269.7969999984, 153067.69299999997 419270.40199999884, 153068.625 419271.16600000113, 153069.38599999994 419271.35599999875, 153069.74399999902 419271.7250000015, 153070.33999999985 419273.2289999984)"
talud_maas_2010.9,2010,Rivieren,Maas,Afgedamde Maas en Getijdenmaas,Zandmeren (bij Kerkdriel),,"LINESTRING (152539.75200000033 418590.7800000012, 152566.61300000176 418599.64499999955, 152590.00499999896 418606.3979999982, 152598.98099999875 418610.1490000002, 152604.34800000116 418612.7120000012, 152632.7039999999 418629.91600000113, 152643.66800000146 418636.43299999833)"
talud_maas_2010.10,2010,Rivieren,Maas,Afgedamde Maas en Getijdenmaas,Zandmeren (bij Kerkdriel),,"LINESTRING (152650.94299999997 418639.61400000006, 152661.58300000057 418639.6279999986, 152673.938000001 418635.9919999987, 152681.40900000185 418633.6790000014, 152683.9549999982 418635.118999999, 152687.3200000003 418640.68299999833, 152696.04300000146 418652.8680000007, 152700.2100000009 418657.1259999983, 152705.9849999994 418664.6730000004, 152711.28799999878 418672.1009999998, 152716.6640000008 418677.1000000015, 152727.32699999958 418686.5229999982)"
