FID,verkeersongeval_nummer,jaar_ongeval,verkeersongeval_afloop,aantal_partijen,partij_1_objecttype,partij_1_objecttype_overig,partij_2_objecttype,partij_2_objecttype_overig,aard_ongeval,niveau_koppelen,wegsituatie,bebouwde_kom,maximum_snelheid,wegverlichting,wegverharding,wegdek,lichtgesteldheid,zichtafstand,weersgesteldheid,bijz_verkeersmaatregel,bijz_verkeersmaatregel_overig,bijz_infrastructuur,bijz_infrastructuur_overig,bijz_tijdelijke_aard,bijz_tijdelijke_aard_overig,junctie_id,wegvak_id,hectometer,straatnaam,woonplaats,actueel,wegbeheerder,gemeente,provincie,dienstnaam,districtnaam,indicatie_alcohol,gdb_geomattr_data,shape
ongevallen_2021.1601,20210077306,2021,Letsel,2,Personenauto,,Boom,,Vast voorwerp,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rechte weg,Buiten,80,Brandend,Beton,Nat,Duisternis,,Droog,,,,NABIJ FLITSPAAL,,,,391124003,,Napoleonsweg,Nunhem,Ja,Provincie,Leudal,Limburg,,,,,POINT (196055.4750000015 362424.69900000095)
ongevallen_2021.1602,20210077923,2021,Uitsluitend materiele schade,2,Personenauto,,Personenauto,,Kop/staart,Ongeval gekoppeld op kruispuntniveau.,"Kruispunt, 4 takken",Binnen,50,Niet brandend,Overig asfalt,Droog,Daglicht,,Droog,,,,EINDE AUTOSNELWEG,,,164311003,,,Boslaan,'s-Gravenhage,Ja,Gemeente,'s-Gravenhage,Zuid-Holland,,,,,POINT (82253.08100000024 455649.41000000015)
ongevallen_2021.1603,20210078508,2021,Uitsluitend materiele schade,2,Personenauto,,Personenauto,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rechte weg,Buiten,50,Niet brandend,ZOAB,Droog,Daglicht,,Droog,,,,UITRIT,,,,419373003,,van Dongenstraat,Broekland,Ja,Gemeente,Raalte,Overijssel,,,,,POINT (209694.72700000182 486655.59899999946)
ongevallen_2021.1604,20210078532,2021,Uitsluitend materiele schade,2,Personenauto,,Personenauto,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rechte weg,Binnen,50,Brandend,Overig asfalt,Nat,Duisternis,,Regen,,,,,,,,534347002,,Hoofdstraat,Overdinkel,Ja,Gemeente,Losser,Overijssel,,,,,POINT (267415.5370000005 473672.92599999905)
ongevallen_2021.1605,20210080431,2021,Uitsluitend materiele schade,2,Personenauto,,Personenauto,,Kop/staart,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 4 takken",Binnen,50,Niet brandend,ZOAB,Droog,Daglicht,,Droog,Andere oversteekplaats,,,,,,340367063,,,Stadswei,Harderwijk,Ja,Gemeente,Harderwijk,Gelderland,,,,,POINT (170167.79610000178 483593.2938000001)
ongevallen_2021.1606,20210080764,2021,Uitsluitend materiele schade,2,Bestelauto,,Personenauto,,Onbekend,Ongeval exact gekoppeld op wegvak of junctie aan BN.,,,30,,,,Daglicht,,,,,,,,,,600210294,,Azielaan,Purmerend,Nee,Gemeente,Purmerend,Noord-Holland,,,,,POINT (125005.76999999955 501058.8830000013)
ongevallen_2021.1607,20210080765,2021,Uitsluitend materiele schade,2,Personenauto,,Overig wegmeubilair,,Vast voorwerp,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Bocht,Buiten,100,Niet brandend,Overig asfalt,Nat,Daglicht,,Droog,,,,,,,,,162,Rijksweg A22,Beverwijk,Ja,Rijk,Beverwijk,Noord-Holland,RWS West-Nederland Noord,WNN District Noord,,,POINT (107670.61529999971 499934.4631000012)
ongevallen_2021.1608,20210081199,2021,Letsel,2,Bromfiets,,Personenauto,,Flank,Ongeval gekoppeld op straat niveau.,Rechte weg,Buiten,80,Niet brandend,Beton,Nat,Daglicht,,Droog,,,,,,,,390121006,,Napoleonsweg,Nunhem,Ja,Provincie,Leudal,Limburg,,,,,POINT (195402.6799999997 361120.5560000017)
ongevallen_2021.1609,20210081795,2021,Uitsluitend materiele schade,3,Personenauto,,Personenauto,,Kop/staart,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rechte weg,Binnen,50,Niet brandend,Beton,Droog,Daglicht,,Droog,,,Tunnel,,,,,211242069,,GALILEILAAN,Dordrecht,Nee,Gemeente,Dordrecht,Zuid-Holland,,,,,POINT (105843.82400000095 421048.0390000008)
ongevallen_2021.1610,20210083881,2021,Uitsluitend materiele schade,3,Personenauto,,Personenauto,,Los voorwerp,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 3 takken",Binnen,50,Brandend,Overig asfalt,Nat,Duisternis,,Droog,,,,,,,372039035,,,Nieuweweg,Valkenburg,Ja,Gemeente,Valkenburg aan de Geul,Limburg,,,,,POINT (186353.67969999835 319756.7734999992)
ongevallen_2021.1611,20210085012,2021,Uitsluitend materiele schade,1,Personenauto,,,,Voetganger,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rechte weg,Binnen,50,Brandend,Overig asfalt,Nat,Duisternis,,,VOP,,,,,,,394113013,,Venloseweg,Roermond,Ja,Gemeente,Roermond,Limburg,,,,,POINT (197495.6790000014 356761.21599999815)
ongevallen_2021.1612,20210086553,2021,Letsel,2,Personenauto,,Bromfiets,,Onbekend,Ongeval gekoppeld op kruispuntniveau.,Rotonde,Binnen,50,Niet brandend,Overig asfalt,Nat,Daglicht,,Droog,,,,,,,157297118,,,Dorpskade,Wateringen,Ja,Gemeente,Westland,Zuid-Holland,,,,,POINT (78533.16789999977 448890.9517999999)
ongevallen_2021.1642,20210078537,2021,Uitsluitend materiele schade,5,Personenauto,,Personenauto,,Onbekend,Ongeval exact gekoppeld op wegvak of junctie aan BN.,,,30,,,,Daglicht,,,,,,,,,,455373083,,Jacob van Houtestraat,Nijverdal,Ja,Gemeente,Hellendoorn,Overijssel,,,,,POINT (227995.54899999872 486734.24500000104)
ongevallen_2021.1643,20210078539,2021,Uitsluitend materiele schade,1,Personenauto,,,,Onbekend,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Bocht,Binnen,60,Niet brandend,Overig asfalt,Nat,Duisternis,,,,,,,,,,300268003,,Erichemsekade,Buren,Ja,Gemeente,Buren,Gelderland,,,,,POINT (150239.05600000173 434082.8449999988)
ongevallen_2021.1644,20210079700,2021,Uitsluitend materiele schade,2,Personenauto,,Personenauto,,Kop/staart,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Rechte weg, gescheiden rijbanen",Binnen,70,Niet aanwezig,Overig asfalt,Nat,Duisternis,,,,,,,,,,,56,Beneluxweg,Groningen,Ja,Provincie,Groningen,Groningen,,,,,POINT (236428.41470000148 583650.5133000016)
ongevallen_2021.1645,20210079704,2021,Letsel,2,Bromfiets,,e-bike,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 4 takken",Binnen,50,Niet brandend,Klinkers,Nat,Daglicht,,Droog,,,,,,,364559228,,,PRINSENTUIN,Leeuwarden,Ja,Gemeente,Leeuwarden,Friesland,,,,,POINT (182259.1009999998 579841.443)
ongevallen_2021.1646,20210080610,2021,Uitsluitend materiele schade,2,Personenauto,,Fiets,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rechte weg,Binnen,60,Niet aanwezig,Overig asfalt,Droog,Daglicht,,,Andere oversteekplaats,,,,,,,310321017,,Dodeweg,Leusden,Ja,Gemeente,Leusden,Utrecht,,,,,POINT (155459.58399999887 460553.15199999884)
ongevallen_2021.1647,20210081248,2021,Uitsluitend materiele schade,2,Personenauto,,Personenauto,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rechte weg,Binnen,50,Niet brandend,Overig asfalt,Droog,Daglicht,,Droog,,,,,,,,399572002,,Foarwei,Kollumerzwaag,Ja,Gemeente,Noardeast-Fryslân,Friesland,,,,,POINT (199981.77699999884 586268.0599999987)
ongevallen_2021.1648,20210081517,2021,Uitsluitend materiele schade,1,Landbouwvoertuig,,,,Onbekend,Ongeval gekoppeld op straat niveau.,,,50,,,,Daglicht,,,,,,,,,,250432006,,Zuid-Spierdijkerweg,De Goorn,Ja,Gemeente,Koggenland,Noord-Holland,,,,,POINT (125151.16200000048 515944.99599999934)
ongevallen_2021.1649,20210082172,2021,Uitsluitend materiele schade,2,Personenauto,,Personenauto,,Kop/staart,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rechte weg,Binnen,70,Brandend,ZOAB,Nat,Duisternis,,,,,,,,,,,201,Schagerweg,Alkmaar,Ja,Provincie,Alkmaar,Noord-Holland,,,,,POINT (112903.60099999979 518281.44849999994)
ongevallen_2021.1650,20210082182,2021,Uitsluitend materiele schade,2,Personenauto,,Overig vast object,,Vast voorwerp,Ongeval gekoppeld op straat niveau.,Rechte weg,Binnen,70,Niet brandend,Overig asfalt,Nat,Daglicht,,,,,,,,,,222435054,,HUISWAARDERBRUG,Alkmaar,Ja,Gemeente,Alkmaar,Noord-Holland,,,Ja,,POINT (111464.93800000101 517863.1570000015)
ongevallen_2021.1651,20210083941,2021,Uitsluitend materiele schade,2,Personenauto,,Personenauto,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 4 takken",Binnen,50,Brandend,Overig asfalt,Nat,Duisternis,,Droog,,,Brug/viaduct,,,,471402011,,,Schuurmanstraat,Beerzerveld,Ja,Gemeente,Ommen,Overijssel,,,,,POINT (235665.21909999847 501150.248300001)
ongevallen_2021.1652,20210088377,2021,Uitsluitend materiele schade,2,Personenauto,,Personenauto,,Kop/staart,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rechte weg,Binnen,50,Brandend,ZOAB,Nat,Duisternis,,Regen,,,,,,,,187265026,,Vaanweg,Rotterdam,Nee,Gemeente,Rotterdam,Zuid-Holland,,,,,POINT (94256.74399999902 432522.6559999995)
ongevallen_2021.1671,20210077385,2021,Uitsluitend materiele schade,2,Personenauto,,Personenauto,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 4 takken",Binnen,30,Niet aanwezig,Klinkers,Nat,Duisternis,,Droog,,,,,,,388335002,,,Eksterweg,Apeldoorn,Ja,Gemeente,Apeldoorn,Gelderland,,,,,POINT (194436.15469999984 467669.5909000002)
ongevallen_2021.1672,20210078572,2021,Uitsluitend materiele schade,4,Personenauto,,Personenauto,,Kop/staart,Ongeval gekoppeld op straat niveau.,Rechte weg,Binnen,50,Niet brandend,Overig asfalt,Nat,Daglicht,,,,,,,,,,332297031,,Weverij,Veenendaal,Ja,Gemeente,Veenendaal,Utrecht,,,,,POINT (166168.36300000176 448669.1180000007)
ongevallen_2021.1673,20210079749,2021,Uitsluitend materiele schade,2,Personenauto,,Personenauto,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rotonde,Binnen,50,Niet brandend,Klinkers,Nat,Daglicht,,,,,,,,,375256035,,,Oranjesingel,Nijmegen,Ja,Gemeente,Nijmegen,Gelderland,,,,,POINT (187605.08309999853 428269.06529999897)
ongevallen_2021.1674,20210080500,2021,Uitsluitend materiele schade,2,Personenauto,,Snorfiets,,Geparkeerd voertuig,Ongeval gekoppeld op straat niveau.,Rechte weg,Binnen,50,Niet aanwezig,Overig asfalt,Droog,Daglicht,,Droog,,,Parkeervoorziening,,,,,370254021,,Paul Krugerstraat,Nijmegen,Ja,Gemeente,Nijmegen,Gelderland,,,,,POINT (185076.63500000164 427312.3839999996)
ongevallen_2021.1675,20210080650,2021,Uitsluitend materiele schade,3,Personenauto,,Personenauto,,Frontaal,Ongeval gekoppeld op kruispuntniveau.,Rechte weg,Buiten,80,Niet brandend,Overig asfalt,Nat,Daglicht,,Droog,,,,,,,249435052,,,Braken,Spierdijk,Ja,Provincie,Koggenland,Noord-Holland,,,,,POINT (124717.06500000134 517834.07499999925)
ongevallen_2021.1676,20210080837,2021,Uitsluitend materiele schade,3,Motor,,Bestelauto,,Onbekend,Ongeval gekoppeld op straat niveau.,Rechte weg,Binnen,50,Brandend,ZOAB,Nat,Duisternis,,Droog,,,,,,,,227372010,,Ookmeerweg,Amsterdam,Ja,Gemeente,Amsterdam,Noord-Holland,,,,,POINT (113881.72899999842 486153.6570000015)
ongevallen_2021.1677,20210081279,2021,Uitsluitend materiele schade,2,Personenauto,,Personenauto,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 4 takken",Binnen,,Brandend,Overig asfalt,Nat,Duisternis,,,,,,,,,461371006,,,Energiestraat,Nijverdal,Ja,Gemeente,Hellendoorn,Overijssel,,,,,POINT (230882.66200000048 485812.1358000003)
ongevallen_2021.1678,20210081563,2021,Uitsluitend materiele schade,2,Personenauto,,Fiets,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,,Binnen,50,,ZOAB,Droog,Daglicht,,Droog,,,,,,,,237441042,,Middenweg,Heerhugowaard,Nee,Gemeente,Dijk en Waard,Noord-Holland,,,,,POINT (118575.65799999982 520627.4759999998)
ongevallen_2021.1679,20210082210,2021,Uitsluitend materiele schade,2,Personenauto,,Personenauto,,Onbekend,Ongeval exact gekoppeld op wegvak of junctie aan BN.,,,,,,,Daglicht,,,,,,,,,,224438133,,Europaboulevard,Alkmaar,Ja,Gemeente,Alkmaar,Noord-Holland,,,,,POINT (112293.7349999994 518818.7019999996)
ongevallen_2021.1680,20210084477,2021,Uitsluitend materiele schade,2,Personenauto,,Overig wegmeubilair,,Vast voorwerp,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rechte weg,Buiten,100,Brandend,Overig asfalt,Droog,Duisternis,,Droog,,,,,,,,,60,ROTTERDAMSEWEG,'s-Gravenhage,Ja,Rijk,'s-Gravenhage,Zuid-Holland,RWS West-Nederland Zuid,WNZ District Noord,Ja,,POINT (84015.56780000031 450296.44139999896)
ongevallen_2021.1681,20210088929,2021,Uitsluitend materiele schade,2,Personenauto,,Bestelauto,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 4 takken",Buiten,50,Niet brandend,ZOAB,Nat,Daglicht,,Droog,,,,,,,263280005,,,Heicopperweg,Lexmond,Ja,Waterschap,Vijfheerenlanden,Utrecht,,,,,POINT (131891.84070000052 440137.1928999983)
ongevallen_2021.1682,20210089039,2021,Uitsluitend materiele schade,2,Personenauto,,Fiets,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 4 takken",Binnen,50,Niet brandend,ZOAB,Nat,Daglicht,,,,,,,,,189275055,,,Oudedijk,Rotterdam,Ja,Gemeente,Rotterdam,Zuid-Holland,,,,,POINT (94698.14710000157 437976.1085000001)
ongevallen_2021.1708,20210000330,2021,Dodelijk,2,Personenauto,,Fiets,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 3 takken",Binnen,50,Niet brandend,ZOAB,Nat,Daglicht,,Droog,Andere oversteekplaats,,,,,,,297328065,,Pimpelmees,Soest,Nee,Gemeente,Soest,Utrecht,,,,,POINT (148856.55600000173 464101.2809999995)
ongevallen_2021.1710,20210075156,2021,Uitsluitend materiele schade,2,Personenauto,,Overig vast object,,Vast voorwerp,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rechte weg,Buiten,100,Niet brandend,ZOAB,Droog,Daglicht,,Droog,,,,,,,,,166,Rijksweg A4,Rijsenhout,Ja,Rijk,Haarlemmermeer,Noord-Holland,RWS West-Nederland Noord,WNN District Zuid,,,POINT (106073.71779999882 473674.7969999984)
ongevallen_2021.1711,20210075746,2021,Letsel,2,Fiets,,Personenauto,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 3 takken",Binnen,30,Niet brandend,Klinkers,Droog,Daglicht,,Droog,,,,,,,283296041,,,Het Meer,Houten,Ja,Gemeente,Houten,Utrecht,,,,,POINT (141765.62370000035 448271.2047000006)
ongevallen_2021.1712,20210078027,2021,Uitsluitend materiele schade,2,Bestelauto,,Personenauto,,Kop/staart,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rechte weg,Binnen,50,Niet brandend,Overig asfalt,Droog,Daglicht,,Droog,Andere oversteekplaats,,,,,,,264199001,,Zevenheuvelenweg,Tilburg,Nee,Gemeente,Tilburg,Noord-Brabant,,,,,POINT (132565.07299999893 399534.3280000016)
ongevallen_2021.1713,20210079763,2021,Uitsluitend materiele schade,3,Personenauto,,Personenauto,,Kop/staart,Ongeval gekoppeld op straat niveau.,Rechte weg,Binnen,50,Niet brandend,Overig asfalt,Droog,Daglicht,,Droog,,,Brug/viaduct,,,,,370248061,,Hatertseweg,Nijmegen,Nee,Gemeente,Nijmegen,Gelderland,,,,,POINT (185124.15199999884 424491.4450000003)
ongevallen_2021.1714,20210081062,2021,Uitsluitend materiele schade,2,Bestelauto,,Overig vast object,,Vast voorwerp,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Bocht,Binnen,50,Niet brandend,ZOAB,Droog,Daglicht,,Droog,,,,,,,,218203075,,ELLEBOOG,Breda,Nee,Gemeente,Breda,Noord-Brabant,,,,,POINT (109077.75200000033 401944.23699999973)
ongevallen_2021.1715,20210082625,2021,Uitsluitend materiele schade,2,Personenauto,,Personenauto,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 4 takken",Buiten,60,Niet brandend,Klinkers,Droog,Daglicht,,Droog,,,,,,,371167010,,,Snoertsebaan,Deurne,Ja,Gemeente,Deurne,Noord-Brabant,,,,,POINT (185778.64649999887 383947.5357000008)
ongevallen_2021.1716,20210084006,2021,Uitsluitend materiele schade,2,Personenauto,,Scootmobiel,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 4 takken",Binnen,30,Niet brandend,Klinkers,Droog,Daglicht,,,,,,,,,,356451073,,Generaliteitslandenpad,Emmeloord,Ja,Gemeente,Noordoostpolder,Flevoland,,,,,POINT (178167.20899999887 525826.2769999988)
ongevallen_2021.1717,20210089327,2021,Uitsluitend materiele schade,2,Personenauto,,Personenauto,,Onbekend,Ongeval exact gekoppeld op wegvak of junctie aan BN.,,,30,,,,Daglicht,,,,,,,,,,236374046,,Jan van Galenstraat,Amsterdam,Ja,Gemeente,Amsterdam,Noord-Holland,,,,,POINT (118053.31599999964 487244.8839999996)
ongevallen_2021.1718,20210090307,2021,Uitsluitend materiele schade,2,Personenauto,,Personenauto,,Onbekend,Ongeval exact gekoppeld op wegvak of junctie aan BN.,,,50,,,,Daglicht,,,,,,,,,,286374161,,Spoordreef,Almere,Ja,Gemeente,Almere,Flevoland,,,,,POINT (143297.05000000075 487312.8999999985)
ongevallen_2021.1733,20210000173,2021,Dodelijk,2,Bestelauto,,Voetganger,,Voetganger,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rechte weg,Buiten,15,Niet aanwezig,,Droog,Daglicht,,Droog,,,,EIGEN ERF TERREIN,,,,466473001,,Hamveld,Wijster,Ja,Gemeente,Midden-Drenthe,Drenthe,,,,,POINT (233559.23200000077 536917.620000001)
ongevallen_2021.1740,20210077454,2021,Uitsluitend materiele schade,2,Bestelauto,,Personenauto,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rotonde,Binnen,,Niet brandend,Overig asfalt,Droog,Daglicht,,Droog,,,,,,,212356048,,,Hoofdweg,Hoofddorp,Ja,Gemeente,Haarlemmermeer,Noord-Holland,,,,,POINT (106129.92309999838 478317.3630999997)
ongevallen_2021.1741,20210077485,2021,Uitsluitend materiele schade,2,Personenauto,,Bromfiets,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 4 takken",Binnen,50,Brandend,,Nat,Duisternis,,Droog,,,,TRAMRAILS,,,248369091,,,Middenweg,Amsterdam,Ja,Gemeente,Amsterdam,Noord-Holland,,,,,POINT (124415.5298999995 484676.3922000006)
ongevallen_2021.1742,20210078078,2021,Uitsluitend materiele schade,1,Personenauto,,,,Onbekend,Ongeval gekoppeld op straat niveau.,Rechte weg,Binnen,30,Brandend,Overig asfalt,Droog,Duisternis,,,Andere oversteekplaats,,,,,,,332161030,,Tournooiveld,Geldrop,Ja,Gemeente,Geldrop-Mierlo,Noord-Brabant,,,,,POINT (166425.58399999887 380880.8420000002)
ongevallen_2021.1743,20210079827,2021,Uitsluitend materiele schade,2,Personenauto,,Personenauto,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 4 takken",Buiten,60,Brandend,Overig asfalt,Nat,Duisternis,,Droog,,,,,,,390242008,,,Cranenburgsestraat,Groesbeek,Ja,Gemeente,Berg en Dal,Gelderland,,,,,POINT (195281.86019999906 421241.8867999986)
ongevallen_2021.1744,20210081099,2021,Letsel,2,Fiets,,Fiets,,Flank,Ongeval gekoppeld op straat niveau.,Rechte weg,Binnen,50,Niet brandend,Overig asfalt,Droog,Daglicht,,Droog,Andere oversteekplaats,,,,,,,352172026,,Vossenbeemd,Helmond,Ja,Gemeente,Helmond,Noord-Brabant,,,,,POINT (176328.39299999923 386453.68200000003)
ongevallen_2021.1745,20210081103,2021,Uitsluitend materiele schade,1,Personenauto,,,,Onbekend,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 3 takken",Binnen,50,Niet brandend,Overig asfalt,Droog,Daglicht,,Droog,,,,,,,,345214007,,Frontstraat,Uden,Ja,Gemeente,Maashorst,Noord-Brabant,,,,,POINT (173006.56700000167 407330.3839999996)
ongevallen_2021.1746,20210081331,2021,Letsel,2,Voetganger,,,GEEN PARTIJ,Onbekend,Ongeval exact gekoppeld op wegvak of junctie aan BN.,,,30,,,,Daglicht,,,,,,,,,,456374034,,vd Steen van Ommerenstr,Nijverdal,Nee,Gemeente,Hellendoorn,Overijssel,,,,,POINT (227876.10599999875 487048.0150000006)
ongevallen_2021.1747,20210082293,2021,Uitsluitend materiele schade,4,Personenauto,,Personenauto,,Kop/staart,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rechte weg,Buiten,100,Brandend,ZOAB,Nat,Schemer,,,,,,,,,,,433,Rijksweg A9,Haarlemmerliede,Ja,Rijk,Haarlemmermeer,Noord-Holland,RWS West-Nederland Noord,WNN District Zuid,,,POINT (108690.30209999904 489137.3416999988)
ongevallen_2021.1748,20210083553,2021,Letsel,2,Bestelauto,,Voetganger,,Voetganger,Ongeval gekoppeld op straat niveau.,Rechte weg,Binnen,30,Niet brandend,Klinkers,Nat,Daglicht,,,,,,,,,,466562028,,Marwixkade,Groningen,Ja,Gemeente,Groningen,Groningen,,,,,POINT (233240.76000000164 581297.4710000008)
ongevallen_2021.1749,20210084563,2021,Uitsluitend materiele schade,2,Personenauto,,Personenauto,,Onbekend,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rotonde,Buiten,50,Niet brandend,Overig asfalt,Nat,Daglicht,,Droog,,,,,,,140237159,,,Langeweg,Sommelsdijk,Ja,Provincie,Goeree-Overflakkee,Zuid-Holland,,,,,POINT (70308.70899999887 418600.8139999993)
