Ministerie;Leverancier ;3000 - Uitbesteden overig;3110 - Uitbesteden organisatie- en formatieadviesopdrachten;3120 - Uitbesteden beleidsadvies- en onderzoeksopdrachten;3130 - Uitbesteden communicatie adviesopdrachten;3140 - Uitbesteden juridische adviesopdrachten;3150 - Uitbesteden ICT-adviesopdrachten;3160 - Uitbesteden accountancy en financiën;Eindtotaal
BZK;Partners+Pröpper Noordwijk B.V.;;;2;;;;;2
BZK;PBLQ B.V.;;;6;;;;;6
BZK;PEBE Beheer Soest B.V.;;2;;;;;;2
BZK;Pels Rijcken & Droogleever Fortuijn N.V.;3;2;2;;4;1;;5
BZK;Perdu communicatie;;;3;;;;;3
BZK;PETER BLOKLAND;;1;;;;;;1
BZK;Pii B.V.;;;1;;;;;1
BZK;Pino Evenementen & Congressen B.V.;;;1;;;;;1
BZK;PlasBossinade Notarissen N.V.;;1;1;;;;;1
BZK;PLUQ Presentatietrainingen;;1;;;;;;1
BZK;PPM advies;;;2;;;;;2
BZK;PPRC B.V.;;;1;;;;;1
BZK;PRCS Performance Delivery B.V.;;;1;;;;;1
BZK;Presence Translate & Interact B.V.;;;1;;;;;1
BZK;Presenter B.V.;1;;;;;;;1
BZK;Pricewaterhousecoopers Advisory N.V.;;;4;;;;;4
BZK;Pricewaterhousecoopers N.V.;;;5;;;;3;6
BZK;Pro Facto B.V.;;;3;;;;;3
BZK;Professional Strategies;;3;;;;;;3
BZK;Profource B.V.;;2;;;;;;2
BZK;Proof Adviseurs B.V.;;;3;;;;;3
BZK;Proud Professionals B.V.;;1;;;;;;1
BZK;Provada B.V.;;1;;;;;;1
BZK;Provada Live B.V.;;1;;;;;;1
BZK;PS;;1;;;;;;1
BZK;Public Cinema B.V.;;;1;;;;;1
BZK;Public Matters B.V.;;;2;;;;;2
BZK;Puuur! fotografie;;1;;;;;;1
BZK;Qualitylab;;;2;;;;;2
BZK;Quick Reclame B.V.;;1;;;;;;1
BZK;Quint Wellington Redwood Nederland BV;;;2;;;;;2
BZK;Quintensis B.V.;;;1;;;;;1
BZK;R20/Consultancy B.V.;;;2;;;;;2
BZK;Radar Advies B.V.;;;2;;;;;2
BZK;Randstad Uitzendbureau;2;;;;;;;2
BZK;Ravestein & Zwart Bedrijfscommunicatie B.V.;;;1;;;;;1
BZK;Rebel Economics & Transactions B.V.;;;1;;;;;1
BZK;Rebel Energy B.V.;;;3;;;;;3
BZK;Rebel Strategy & Development B.V.;;;4;;;;;4
BZK;Rebel Transitiemanagement B.V.;;;2;;;;;2
BZK;Regas IP B.V.;;;;;;1;;1
BZK;Regioplan Beleidsonderzoek B.V.;;;1;;;;;1
BZK;Renata Verloop Advies & Management;;;1;;;;;1
BZK;Rho Adviseurs B.V.;;;3;;;;;3
BZK;Rigo;;;5;;;;;5
BZK;Rodrigues & Batelaan Management Consult B.V.;;;2;;;;;2
BZK;RONT Management Consultants B.V.;;;2;;;;;2
BZK;Rooshorst B.V.;;;2;;;;;2
BZK;Rosa Stapel;;;3;;;;;3
BZK;Rotradamus B.V.;;;2;;;;;2
BZK;RR Interim;;1;;;;;;1
BZK;RUIMTEVOLK B.V.;;1;;;;;;1
BZK;Scaldix B.V.;;1;2;;;;;2
BZK;Schiphol Nederland B.V.;;;6;;;;;6
BZK;SCRUM COMPANY B.V.;;;1;;;;;1
BZK;Sectra Communications B.V.;;;3;;;;;3
BZK;Segon B.V.;;;2;;;;;2
BZK;Selma van Velsen;;;3;;;;;3
BZK;SEOR;;;2;;;;;2
BZK;Siep Eilander Bestuur & Advies;;;;2;;;;2
BZK;Significant B.V.;;;2;;;2;;2
BZK;Significant Public B.V.;;;2;;;;;2
BZK;SIKB;;;4;;;;;4
BZK;Simmons & Simmons LLP;;;;;6;;;6
BZK;Simplefly B.V.;;;1;;;;;1
BZK;Sira Consulting B.V.;;;5;;;;;5
BZK;Slim Development B.V.;;;2;;;;;2
BZK;SLTN IT Professionals B.V.;;;;;;;;
BZK;Smart Heart;;1;;;;;;1
BZK;Smartland;;;2;;;;;2
BZK;Soeverein Advocaten;;;;;2;;;2
BZK;Sogeti Nederland B.V.;;;;;;7;;7
BZK;Soundfocus B.V.;;1;;;;;;1
BZK;Sprengers Advocaten;;1;;;1;;;1
BZK;SpringCo B.V.;;;2;;;;;2
BZK;Squarewise;;;2;;;;;2
BZK;Starsound Productions;;1;;;;;;1
BZK;StartHubs;;;2;;;;;2
BZK;STEC Groep B.V.;;;2;;;;;2
BZK;Stg. Kenniscentrum Center People & Buildings;;;4;;;;;4
BZK;Stibbe N.V.;;;;;1;;;1
BZK;Stichting Accessibility;;1;2;;;;;2
BZK;Stichting Achmea Rechtsbijstand;;;;;1;;;1
BZK;Stichting Belangenbehartiging;;;1;;;;;1
BZK;Stichting Bouwreflectie;;1;;;;;;1
BZK;Stichting BuildinG;;;2;;;;;2
BZK;Stichting CeTIM;;2;;;;;;2
BZK;Stichting Coelo;;;1;;;;;1
BZK;Stichting De Balie Centrum voor Theater;;;1;;;;;1
BZK;Stichting De Omslag;;;2;;;;;2
BZK;Stichting DecentraalBestuur.nl;;;3;;;;;3
BZK;Stichting Deltares;;;1;;;;;1
BZK;Stichting Economisch Instituut voor de Bouw;;1;4;;;;;4
BZK;Stichting Expertisecentrum Discriminatie;;;3;;;;;3
BZK;stichting Forum voor Stedelijke Vernieuwing;;;1;;;;;1
BZK;Stichting Geo Promotion;;1;;;;;;1
BZK;Stichting Geonovum;2;;;;;;;2
BZK;Stichting Holland Property Plaza;;1;;;;;;1
BZK;Stichting Instituut voor Bouwrecht;;;2;;;;;2
BZK;Stichting IPSE Studies;;;2;;;;;2
BZK;Stichting Kafkabrigade;;;2;;;;;2
BZK;Stichting Kenniscentrum Europa Decentraal;;;2;;;;;2
BZK;Stichting Leibniz Foundation For Law;;;1;;;;;1
BZK;Stichting Limburg Institute for Business;;;1;;;;;1
BZK;Stichting Nationaal ICT Instituut in de Zorg;;;2;;;;;2
BZK;Stichting Onbeperkte Denkers;;;2;;;;;2
BZK;Stichting Oude Groninger Kerken;;;1;;;;;1
BZK;Stichting Promotie Theater- en Concertbezoek;;1;;;;;;1
BZK;Stichting SEO Economisch Onderzoek;;;5;;;;;5
BZK;Stichting Sioo,Interuniversitair Centrum;;;2;;;;;2
BZK;Stichting Stabu;;3;;;;;;3
BZK;Stichting Waag Society;;;4;;;;;4
BZK;Stichting Waardevol Leven Gemeente;;;1;;;;;1
BZK;Stipp B.V.;;;;;;4;;4
BZK;Straatman Koster Advocaten B.V.;;;;;1;;;1
BZK;Strategisch Veiligheids Advies Jonge Vos;;;2;;;;;2
BZK;Stratix B.V.;;;2;;;;;2
BZK;Studievereniging Sarphati;;1;;;;;;1
BZK;Studio EMM;;;3;;;;;3
BZK;Studio for New Realities B.V.;;;2;;;;;2
BZK;Studio Marco Vermeulen B.V.;;;3;;;;;3
BZK;Studio Platz;;;2;;;;;2
BZK;Studio Warmenhoven;;;2;;;;;2
BZK;SUMMIT;;1;;;;;;1
BZK;Sustainable Change B.V.;;;2;;;;;2
BZK;Synthetron;;;1;;;;;1
BZK;Taal Klaar;1;;;;;;;1
BZK;Taalkwadratuur;;1;;;;;;1
BZK;Taalstrategie B.V.;;;1;;;;;1
BZK;Techniek Nederland;;;2;;;;;2
BZK;TeekensKarstens Advocaten B.V.;;;;;1;;;1
BZK;Telgen Consultancy B.V.;;1;;1;;;;1
BZK;Textinfo B.V.;;;;;;7;;7
BZK;TIENOPLEIDINGEN;;1;;;;;;1
BZK;Tim Zwanikken Advies;;;2;;;;;2
BZK;Titia Siertsema;;;3;;;;;3
BZK;TODAY DESIGNERS B.V.;;;2;;;;;2
BZK;Toff Werk;;;2;;;;;2
BZK;TRConsult B.V.;;;1;;;;;1
BZK;Trefoil Hydrology;;;2;;;;;2
BZK;trocon Troelstra Consulting;;;1;;;;;1
BZK;Twynstra Gudde Energie B.V.;;2;4;;;;;4
BZK;TwynstraGudde;;;4;;;;;4
BZK;TwynstraGudde Adviseurs;;;5;;;;;5
BZK;TwynstraGudde Ruimte, Wonen & Economie;;;2;;;;;2
BZK;Uffen Management Consultancy Diensten B.V.;;;;2;;;;2
BZK;Uneto-VNI;;1;;;;;;1
BZK;Unica Installatietechniek;;2;;;;;;2
BZK;Unknown Group B.V.;;;2;;;;;2
BZK;UrbanBoost;;;3;;;;;3
BZK;Urhahn Urban Design B.V.;;;2;;;;;2
BZK;UUM B.V.;;1;;;;;;1
BZK;Vakmedianet BouwCommunities B.V.;;;4;;;;;4
BZK;van de Kruijs;;;1;;;;;1
BZK;Van den Broek Consultancy;;;2;;;;;2
BZK;Van Genechten Beheer B.V.;;;1;;;;;1
BZK;Van Piere;;1;;;;;;1
BZK;Van Publieke Waarde;;;1;;;;;1
BZK;Van Vlier Media B.V.;;2;;;;;;2
BZK;Vanberkel Professionals Holding B.V.;;;4;;;;;4
BZK;Vastgoedmanagement Nederland (VGM NL);;;2;;;;;2
BZK;Velocity Landscapes;;2;;;;;;2
BZK;Vening;;;1;;;;;1
BZK;Ventis;;;2;;;;;2
BZK;Veranderbrigade B.V.;;3;;;;;;3
BZK;Verdonck, Klooster & Associates B.V.;;3;4;;;;;4
BZK;Vereniging Ares;;1;;;;;;1
BZK;Vereniging Deltametropool;;;2;;;;;2
BZK;VERT VAN NED IN DE NED ANTILLEN;;;1;;;;;1
BZK;VIIA;;3;6;;;;;6
BZK;Vincent van Stipdonk - Raadgever & Redacteur;;;2;;;;;2
BZK;Vis Organisatieadvies;;1;;;;;;1
BZK;Visma Connect;;;1;;;;;1
BZK;VMG Solutions B.V.;;;2;;;;;2
BZK;VoorMeerWaarde B.V.;;;1;;;;;1
BZK;Vorm Vijf Ontwerpteam B.V.;;;2;;;;;2
BZK;W/E adviseurs duurzaam bouwen;;;2;;;;;2
BZK;Waterlabs B.V.;;;2;;;;;2
BZK;Wendel;;;2;;;;;2
BZK;Werkplaats erfgoed;;;2;;;;;2
BZK;WING Process Consultancy B.V.;;;2;;;;;2
BZK;Wirtz, Film & Experience Agency B.V.;;2;;;;;;2
BZK;Wissing Beheer B.V.;;;2;;;;;2
BZK;Wolfskuil Verblijven B.V.;;;2;;;;;2
BZK;Woning Schouw B.V.;3;;;;;;;3
BZK;WVScongres;;1;;;;;;1
BZK;www.ictloket.nl;;4;;;;;;4
BZK;Xebia Nederland B.V.;;;1;;;;;1
BZK;XpatCoach;;;1;;;;;1
BZK;Yenlo Cloud Services B.V.;;;;;;1;;1
BZK;YMC kwadraat;;;2;;;;;2
BZK;YourSurprise.com B.V.;;1;;;;;;1
BZK;ZoomBIM;;;2;;;;;2
BZK;Zuzana Jancovicova;;1;;;;;;1
EZK;100% Zonnig B.V.;;;1;;;;;1
EZK;10BE B.V.;;;10;;;;;10
EZK;21 Markets B.V.;;;2;;;;;2
EZK;2KNOWHOW, art of change B.V.;;;2;;;;;2
EZK;2M VIETNAM MEDIA JOINT STOCK COMPANY;;;1;;;;;1
EZK;4BIS Innovations B.V.;;;1;;;;;1
EZK;4C Offshore Limited;;;1;;;;;1
EZK;4e Implementing Agreement Pty Ltd.;;;2;;;;;2
EZK;510 Global Initiative;;;1;;;;;1
EZK;5plus1;;;1;;;;;1
EZK;9-Five-9 Ventures B.V.;;;1;;;;;1
EZK;A.M.P.C. Assoc. Medic. Proj. Consultants B.V.;;;3;;;;;3
EZK;A.S. Cramwinckel;;;2;;;;;2
EZK;A.V.E.R.E.;;;1;;;;;1
EZK;A4 Advies;;;1;;;;;1
EZK;A4waste;;;2;;;;;2
EZK;A7 Noord dierenartsen;;;1;;;;;1
EZK;Aaaaha! The Actor Factory B.V.;;;3;;;;;3
EZK;AAN HET WERK communicatie consultants;;;2;;;;;2
EZK;Aanmelder.nl B.V.;;;1;;;;;1
EZK;AAP, Opvang voor Uitheemse Dieren, stichting;;;2;;;;;2
EZK;Aart Verweij Consultancy;;;2;;;;;2
EZK;ABCD About Brands Concepts Design;;;4;;;;;4
EZK;Abdiel Gaitan Villarreal;;;1;;;;;1
EZK;Abeos Bedrijfsverzorging B.V.;;;2;;;;;2
EZK;Ab-Initio Events;;;1;;;;;1
EZK;ABM Hoff Consultancy;;;2;;;;;2
EZK;About Asia;;;1;;;;;1
EZK;Absoluta B.V.;;;4;;;;;4
EZK;ABS-Technologies;;;1;;;;;1
EZK;abtWassenaar B.V.;;;1;;;;;1
EZK;Acacia Water B.V.;;;1;;;;;1
EZK;ACED-BENIN;;;1;;;;;1
EZK;Acorn Tourism Consulting Ltd;;;4;;;;;4
EZK;Acquire Publishing B.V.;;;2;;;;;2
EZK;ACT International;;;1;;;;;1
EZK;ADEng;;;3;;;;;3
EZK;Adrenna B.V.;;;1;;;;;1
EZK;Adri Dorrestein, Advies & Interim B.V.;;;1;;;;;1
EZK;Adromi B.V.;;;1;;;;;1
EZK;Advance Consulting;;;5;;;;;5
EZK;adVee Dierenartsen;;;1;;;;;1
EZK;Advent.re;;;1;;;;;1
EZK;Adviesbureau Beleef & Weet;;;2;;;;;2
EZK;Adviesbureau De Vallei;;;1;;2;;;2
EZK;Adviesbureau SAM B.V.;;;1;;;;;1
EZK;Adviesburo Smeets;;;2;;;;;2
EZK;AECM A.s.b.l;;;1;;;;;1
EZK;AECOM Ltd;;;1;;;;;1
EZK;Aelmans Rentmeesters- & Makelaarskantoor;;;1;;;;;1
EZK;Aenova B.V.;;;2;;;;;2
EZK;Aeres VMBO en MBO Almere;;;3;;;;;3
EZK;AEVES B.V.;;;2;;;;;2
EZK;AF Advisors B.V.;;;2;;;;;2
EZK;Africa Wild Explorations;;;1;;;;;1
EZK;African Circular Economy Network (ACEN);;;1;;;;;1
EZK;AFS Energy B.V.;;;3;;;;;3
EZK;Afvalwater Services B.V.;;;1;;;;;1
EZK;Ageeth van der Veen Journalistiek;;;1;;;;;1
EZK;Agricultural Growers Resource Organization Developing Economic Viability (AGRODEV);;;2;;;;;2
EZK;Agrifirm Exlan B.V.;;;2;;;;;2
EZK;Agrifirm NWE B.V.;;;2;;;;;2
EZK;AgriHolland B.V.;;;2;;;;;2
EZK;Agulon Kunststoffen;;;3;;;;;3
EZK;AKD;;;;;1;;;1
EZK;Akteos Netherlands B.V.;;;1;;;;;1
EZK;Akvo;;;2;;;;;2
EZK;Albert Koedam Consultancy;;;3;;;;;3
EZK;Aliados;;;2;;;;;2
EZK;Allclaims B.V.;;;1;;;;;1
EZK;Allen & Overy LLP;;;4;;;;;4
EZK;alles anderZ;;;2;;;;;2
EZK;All-round Reiniging Swinkels Moergestel B.V.;;;2;;;;;2
EZK;Altares - Dun & Bradstreet;;;2;;;;;2
EZK;Ambassador Advies;;;2;;;;;2
EZK;Amberscript B.V.;;;1;;;;;1
EZK;Amigos International B.V.;;;4;;;;;4
EZK;Amplify EventMarketing;;;3;;;;;3
EZK;Andersson Elffers Felix;;;4;;;;;4
EZK;Angel Eggs B.V.;;;1;;;;;1
EZK;ANGIN;;;2;;;;;2
EZK;AniCura Dierenkliniek Rijngeest B.V.;;;1;;;;;1
EZK;AniCura Dierenziekenhuis Drechtstreek B.V.;;;1;;;;;1
EZK;AniCura Dierenziekenhuis Zeeuws-Vlaanderen;;;1;;;;;1
EZK;Animal Behaviour Clinic;;;2;;;;;2
EZK;Anna Berlis;;;1;;;;;1
EZK;Anne Nikkels Dierenarts en Paardentandarts;;;1;;;;;1
EZK;Anne van Strien;;;1;;;;;1
EZK;Annergy Support;;;3;;;;;3
EZK;Antea Nederland B.V.;;;2;;;;;2
EZK;Anthonie Peeters Organisatie en Communicatie;;;2;;;;;2
EZK;Antonissen v.o.f.;;;2;;;;;2
EZK;Aon Hewitt Risk & Financial Management B.V.;;;2;;;;;2
EZK;APEX Consulting;;;2;;;;;2
EZK;Appleby B.V.;;;1;;;;;1
EZK;Aquariumhandel W.C.T. Brouwers B.V.;;;1;;;;;1
EZK;AR Bedrijfsontwikkeling B.V.;;;1;;;;;1
EZK;AR Prodduccionese;;;1;;;;;1
EZK;ARCADIS Nederland;;;7;;;;;7
EZK;ARCADIS Nederland B.V.;;;2;;;;;2
EZK;Archipunt B.V.;;;2;;;;;2
EZK;ARCONIKO architecten;;;1;;;;;1
EZK;Ardis Opleidingen B.V.;;;2;;;;;2
EZK;Ardis Organisatieontwikkeling B.V.;;;2;;;;;2
EZK;Arjan Broers Installatie- en Energieadvies;;;1;;;;;1
EZK;ARN B.V.;;;3;;;;;3
EZK;AS I-search, onderzoek;;;2;;;;;2
EZK;Association IDEE;;;1;;;;;1
EZK;Association of Producers and Exporters of Nicaragua - APEN;;;2;;;;;2
EZK;Astrolads;;;2;;;;;2
EZK;At Osborne B.V.;;;2;;;;;2
EZK;Atelier Axel;;;2;;;;;2
EZK;Atelier Groenblauw / Opmaat;;;1;;;;;1
EZK;ATG Europe B.V.;;;3;;;;;3
EZK;Atlas voor Gemeenten B.V.;;;2;;;;;2
EZK;Atos Nederland B.V.;5;;4;;;1;;6
EZK;Attractiepark & Camping Duinrell B.V.;;;1;;;;;1
EZK;Aurika Ltd.;;;1;;;;;1
EZK;Australian Competition and Consumer Commission;;;1;;;;;1
EZK;Austrian Foundation for Development Research (ÖFSE);;;2;;;;;2
EZK;Austrian Research Promotion Agency (FFG);;;1;;;;;1
EZK;Autohulpdienst Ben Heiltjes V.O.F.;;;1;;;;;1
EZK;AutomotiveNL B.V.;;;2;;;;;2
EZK;Avance PMC B.V.;;;2;;;;;2
EZK;Avanteers B.V.;;;3;;;;;3
EZK;AVEQ show, theatre & congress facilities B.V.;;;2;;;;;2
EZK;Avex B.V.;;;1;;;;;1
EZK;Aviassist Foundation;;;2;;;;;2
EZK;AVK Training & Coaching;;;2;;;;;2
EZK;AWay4Africa B.V.;;;3;;;;;3
EZK;AYA Bootcamp Chad;;;2;;;;;2
EZK;B & T Expo Consultants;;;2;;;;;2
EZK;B. 1 B.V.;;;1;;;;;1
EZK;B. den Ouden Management B.V.;;;2;;;;;2
EZK;B.G.M. Smit Interim Management B.V.;;;2;;;;;2
EZK;B.V. Kwaliteitskeuring Dierlijke Sector;;;3;;;;;3
EZK;B2Match GmbH;;;1;;;;;1
EZK;B3partners B.V.;;;1;;;;;1
EZK;Backbench;;;3;;;;;3
EZK;Bade Consultants;;;2;;;;;2
EZK;Baghus Advies;;;1;;;;;1
EZK;BANCO BILBAO VIZCAYA ARGENTARIA, S.A.;;;2;;;;;2
EZK;Bart van Vliet Freelance Fotograaf;;;1;;;;;1
EZK;Bart Versteeg fotograaf;;;1;;;;;1
EZK;Bas Haring;;;2;;;;;2
EZK;Bas van Horn;;;1;;;;;1
EZK;BAS-Bouwkundig Adviesbureau Spaans;;;1;;;;;1
EZK;Basis & Beleid Organisatie-Adviseurs B.V.;;;2;;;;;2
EZK;Bastiaan Bijl Consultancy GmbH;;;2;;;;;2
EZK;Bastiaan Brüning Consultancy;;;1;;;;;1
EZK;Bauke ter Braak Communicatie;;;1;;;;;1
EZK;BB Backing;;;1;;;;;1
EZK;BBA Binnenmilieu B.V.;;;2;;;;;2
EZK;BBK/Door Vriendschap Sterker B.V.;;;5;;;;;5
EZK;BDO Corporate Finance B.V.;;;3;;;;;3
EZK;BDO Tunisie;;;2;;;;;2
EZK;Beatex;;;4;;;;;4
EZK;Beccan Davila Urbanisma;;;3;;;;;3
EZK;Bedrijfsbureau Energie Samen B.V.;;;2;;;;;2
EZK;Beets Vastgoed B.V.;;;1;;;;;1
EZK;Begonia Advies;;;2;;;;;2
EZK;Behavior Change Group B.V.;;;2;;;;;2
EZK;Beijer Tuin- en Landschapsinrichting;;;1;;;;;1
EZK;Berenschot B.V.;;;5;;;;;5
EZK;Berenschot Groep B.V.;;;4;;;;;4
EZK;Bergselaan Beheer B.V.;;;1;;;;;1
EZK;Bernadette Botman Consult;;;1;;;;;1
EZK;Between Staffing Nederland B.V.;;;;;;1;;1
EZK;Bev. der Bouwk. Bond v. Nederland. Arch. BNA;;;1;;;;;1
EZK;Bexperience;;;3;;;;;3
EZK;Beyond Now;;;2;;;;;2
EZK;bHosted.nl B.V.;;;1;;;;;1
EZK;Bilderberg Grand Hotel Wientjes;;;1;;;;;1
EZK;Bilfinger Tebodin Netherlands B.V.;;;2;;;;;2
EZK;Bind B.V.;;;2;;;;;2
EZK;Bing Ie;;;1;;;;;1
EZK;BIS Bedrijfs Informatie Systemen B.V.;5;;;;;;;5
EZK;BKS Schagen;;;1;;;;;1
EZK;Black Spiral Design Ltd;;;1;;;;;1
EZK;Blaeu Privacy Response Team B.V.;;;2;;;;;2
EZK;Blauw Research B.V.;;;5;;;;;5
EZK;Bles Dairies Consultancy;;;2;;;;;2
EZK;BLIX Consultancy B.V.;;;7;;;;;7
EZK;Bloc B.V.;;;2;;;;;2
EZK;Blom Veugelers Zuiderman Advocaten;;;;;1;;;1
EZK;Blonk Milieu Advies B.V.;;;2;;;;;2
EZK;Bloomberg Finance L.P.;;;3;;;;;3
EZK;Blue Skies Consultancy Group;;;4;;;;;4
EZK;Blue-Ant;;;1;;;;;1
EZK;Bluemark Innovations B.V.;;;2;;;;;2
EZK;BlueTerra Energy Experts;;;2;;;;;2
EZK;BMC Advies B.V.;;;3;;;;;3
EZK;BMC Implementatie B.V.;;;2;;;;;2
EZK;Boehringer Ingelheim Animal Health Neth BV;;;6;;;;;6
EZK;BOM;;;1;;;;;1
EZK;Boot 10 Amsterdam B.V.;;;1;;;;;1
EZK;Bosch & Van Rijn B.V.;;;1;;;;;1
EZK;Boschhoven B.V.;;;1;;;;;1
EZK;Bossert Organisatie Advies B.V.;;;4;;;;;4
EZK;Bouder Risk Consulting;;;4;;;;;4
EZK;Bouman Horeca;;;1;;;;;1
EZK;Bouw- en Aannemingsbedrijf De Ridder B.V.;;;1;;;;;1
EZK;Bouwbedrijf Tent B.V.;;;1;;;;;1
EZK;Bouwgroep BSH B.V.;;;1;;;;;1
EZK;Bouwhulp Groep B.V.;;;3;;;;;3
EZK;Bouwstenen B.V.;;;1;;;;;1
EZK;Bouwtechnisch Adviesbureau Versteeg B.V.;;;1;;;;;1
EZK;Bouwtrend B.V.;;;2;;;;;2
EZK;Bovelander & Bovelander B.V.;;;2;;;;;2
EZK;Brain Fuel B.V.;;;2;;;;;2
EZK;Braintrust Water Consultancy;;;2;;;;;2
EZK;Branche Vereniging Organische Reststoffen;;;2;;;;;2
EZK;Brand Happening;;;2;;;;;2
EZK;Brands Bouw B.V.;;;4;;;;;4
EZK;Brandwise B.V.;;;5;;;;;5
EZK;Branson Ultrasonics B.V.;;;3;;;;;3
EZK;Bre-ad B.V.;;;2;;;;;2
EZK;Bregman Advisering B.V.;;;2;;;;;2
EZK;Brenda Brouwer Consultancy;;;2;;;;;2
EZK;Brillat-Savarin B.V.;;;1;;;;;1
EZK;Brink B.V.;;;1;;;;;1
EZK;Brink Management / Advies;;;4;;;;;4
EZK;BRO;;;4;;;;;4
EZK;Broekhuizen Communicatie;;;2;1;;;;3
EZK;BroekhuizenWirtz;;;1;;;;;1
EZK;Brunel Nederland B.V.;;;;;1;;;1
EZK;BRW Customer Experience Software B.V.;;;1;;;;;1
EZK;BSA Schaderegeling B.V.;;;;;1;;;1
EZK;BT Professional Services Nederland B.V.;4;;;;;;;4
EZK;Buck Consultants International B.V.;;;2;;;;;2
EZK;Building Vision B.V.;;;3;;;;;3
EZK;Buildsight B.V.;;;4;;;;;4
EZK;Buiten, bureau voor Economie & Omgeving B.V.;;;2;;;;;2
EZK;Buitenwerkplaats;;;1;;;;;1
EZK;Bureau Bastogne B.V.;;;1;;;;;1
EZK;Bureau Boelens;;;2;;;;;2
EZK;Bureau Common Ground;;;4;;;;;4
EZK;Bureau Controle en Registratie Gelijkwaardigheid B.V.;;;2;;;;;2
EZK;Bureau De Bont B.V.;;;2;;;;;2
EZK;Bureau Leeters;;;2;;;;;2
EZK;Bureau Mozaiek;;;1;;;;;1
EZK;Bureau Tw!st;;;1;;;;;1
EZK;Bureau van Dijk Electronic Publishing B.V.;;;2;;;;;2
EZK;Bureau Verder;;;1;;;;;1
EZK;Bureau Waardenburg B.V.;;;1;;1;;;1
EZK;Buro Boudier;;;1;;;;;1
EZK;Buro BRAND Visuele Communicatie B.V.;;;1;;;;;1
EZK;Buro De Steeg B.V.;;;7;;;;;7
EZK;Buro Dertig;;;3;;;;;3
EZK;Burosa;;;1;;;;;1
EZK;Business & Export Development Organization (BEDO);;;1;;;;;1
EZK;Business & Fun Promotions B.V.;;;2;;;;;2
EZK;Business Development Holland B.V.;;;3;;;;;3
EZK;Business Openers B.V.;;;2;;;;;2
EZK;BViT Noordwijk;;;2;;;;;2
EZK;BySpeech;;;1;;;;;1
EZK;Cabinet Merlin;;;3;;;;;3
EZK;CABINET MERLIN – Département International;;;2;;;;;2
EZK;Calcasa B.V.;;;1;;;;;1
EZK;Caliz B.V.;;;1;;;;;1
EZK;Capgemini Nederland B.V.;3;;;;;;;3
EZK;Catalysta's Consulting;;;2;;;;;2
EZK;Cator & van Zwet Statistisch Adviseurs;;;1;;;;;1
EZK;CDI - The Craft and Design Institute (Cape Town);;;2;;;;;2
EZK;CDR International B.V.;;;4;;;;;4
EZK;CE Delft;;;5;;;;;5
EZK;Cebeon Centrum Beleidsadviserend Ond. B.V.;;;3;;;;;3
EZK;CED Nederland;;;10;;;;;10
EZK;Cedla;;;2;;;;;2
EZK;Ceeh Communicatie en Ondersteuning;;;1;;;;;1
EZK;Cefas;;;5;;;;;5
EZK;Cegeka Consulting B.V.;5;;;;;;;5
EZK;CENER Centro national de Energia renovables;;;1;;;;;1
EZK;Centillien;;;2;;;;;2
EZK;Centralpoint Nijmegen B.V.;4;;;;;;;4
EZK;Centre for Urbanization, Buildings & Environment;;;2;;;;;2
EZK;Centre4Moods B.V.;;;1;;;;;1
EZK;Certifield International B.V.;;;2;;;;;2
EZK;CertiQ B.V.;;;3;;;;;3
EZK;CFF Communications B.V.;;;1;;;;;1
EZK;CGI Nederland B.V.;;;3;;;;;3
EZK;Charlie Martens Advies;;;1;;;;;1
EZK;ChiPro GmbH;;;1;;;;;1
EZK;CINOP B.V.;;;2;;;;;2
EZK;Circle Economy;;;2;;;;;2
EZK;Cirkellab B.V.;;;2;;;;;2
EZK;Cit Industriell Energi Ab;;;1;;;;;1
EZK;Citymar Consultancy;;;3;;;;;3
EZK;CleverFranke B.V.;;;2;;;;;2
EZK;Climate Sense;;;1;;;;;1
EZK;CLINT - Littler;;;2;;;;;2
EZK;CLM Onderzoek en Advies B.V.;;;3;;;;;3
EZK;CLOK B.V.;;;1;;;;;1
EZK;clothing connect B.V.;;;4;;;;;4
EZK;C-Mark B.V.;;;5;;;;;5
EZK;CNVP (Connecting Natural Values & People) Foundation;;;2;;;;;2
EZK;Co2-Net B.V.;;;2;;;;;2
EZK;CoÃƒÂ¶peratie Royal FloraHolland UA;;;1;;;;;1
EZK;Coanta Consult;;;1;;;;;1
EZK;Code Yellow B.V.;;;1;;;;;1
EZK;Coen Teulings Consult;;;1;;;;;1
EZK;Collegamento Advies B.V.;;;1;;;;;1
EZK;Coloma;;;1;;;;;1
EZK;Columbiss;;;2;;;;;2
EZK;CommPartners;;;1;;;;;1
EZK;Communicating Sustainability;;;2;;;;;2
EZK;Communication Concert B.V.;;;2;;;;;2
EZK;Compabox B.V.;;;1;;;;;1
EZK;Compass;;;2;;;;;2
EZK;Competence Management Consulting;;;2;;;;;2
EZK;Coniche IN consultancy & projects B.V.;;;2;;;;;2
EZK;Connect to Participate B.V.;;;1;;;;;1
EZK;Connectholland B.V.;;;1;;;;;1
EZK;Consensus Services B.V.;;;1;;;;;1
EZK;Considerati B.V.;;;3;;;;;3
EZK;Constructief Marketing en Managementexpertise;;;3;;;;;3
EZK;Consulaat-Generaal in Dubai;;;1;;;;;1
EZK;Consultancy Services International Ltd.;;;2;;;;;2
