objectid;id;stadsdeel;buurt;straat;eigenaar;beheerder;onderhouder;soort;voet;kleur;aanleg_jaar;standplaats;locatie;inhoud;geo_shape;geo_point_2d
8786;12058.0;Woensel noord 1;Woenselse Heide;;BOR;BOR Stedelijk;BOR Stedelijk;Falco Jona;Staal;Grijs;2015;Verharding;Abri;50;"{""coordinates"": [5.460059046032523, 51.475204256329675], ""type"": ""Point""}";51.475204256329675, 5.460059046032523
8787;12065.0;Woensel noord 1;Blixembosch-West;;BOR;BOR Stedelijk;BOR Natuur;Falco Jona;Staal;Grijs;2015;Anders;Overig;50;"{""coordinates"": [5.459726915209024, 51.48751863191234], ""type"": ""Point""}";51.48751863191234, 5.459726915209024
8788;12189.0;Woensel noord 1;Woenselse Heide;;BOR;BOR Stedelijk;BOR Stedelijk;Bammens Prestige;Staal;Groen;;Gazon;Park;50;"{""coordinates"": [5.461552729889203, 51.48067277844953], ""type"": ""Point""}";51.48067277844953, 5.461552729889203
8791;12107.0;Woensel noord 2;Vaartbroek;;BOR;BOR Stedelijk;BOR Stedelijk;Bammens Prestige;Staal;Grijs;2019;Verharding;Winkel;50;"{""coordinates"": [5.4924028915410315, 51.476943453232174], ""type"": ""Point""}";51.476943453232174, 5.4924028915410315
8792;12108.0;Woensel noord 2;Vaartbroek;;BOR;BOR Stedelijk;BOR Stedelijk;Bammens Prestige;Staal;Grijs;2018;Verharding;Winkel;50;"{""coordinates"": [5.491934199465542, 51.477477163191246], ""type"": ""Point""}";51.477477163191246, 5.491934199465542
8794;12147.0;Strijp 1;Philipsdorp;;BOR;BOR Stedelijk;BOR Stedelijk;Falco Jona;Staal;Grijs;2019;Gazon;Overig;50;"{""coordinates"": [5.463809851854041, 51.44274371212217], ""type"": ""Point""}";51.44274371212217, 5.463809851854041
8799;12168.0;Woensel noord 1;Prinsejagt;;BOR;BOR Stedelijk;BOR Stedelijk;Falco Jona;Staal;Grijs;;Verharding;Winkel;50;"{""coordinates"": [5.463589980107393, 51.47058346140834], ""type"": ""Point""}";51.47058346140834, 5.463589980107393
8802;12180.0;Woensel noord 1;Driehoeksbos;;BOR;BOR Stedelijk;BOR Stedelijk;;;;;;;;"{""coordinates"": [5.455494086730708, 51.474850912850776], ""type"": ""Point""}";51.474850912850776, 5.455494086730708
8803;12190.0;Strijp 1;Engelsbergen;;BOR;BOR Stedelijk;BOR Stedelijk;Bammens Prestige;Staal;Groen;;Anders;Park;50;"{""coordinates"": [5.461135154301644, 51.43417867137987], ""type"": ""Point""}";51.43417867137987, 5.461135154301644
8804;12197.0;Woensel zuid;Rapenland;;BOR;BOR Stedelijk;BOR Stedelijk;Bammens Prestige;Staal;Grijs;2014;Verharding;Winkel;50;"{""coordinates"": [5.470611731650418, 51.46035837005117], ""type"": ""Point""}";51.46035837005117, 5.470611731650418
8805;12202.0;Gestel;Blaarthem;;BOR;BOR Stedelijk;BOR Stedelijk;Bammens Prestige;Staal;Grijs;2018;Gazon;Plein;50;"{""coordinates"": [5.457830765592298, 51.42326880798752], ""type"": ""Point""}";51.42326880798752, 5.457830765592298
8806;12203.0;Gestel;Bennekel-Oost;;BOR;BOR Stedelijk;BOR Stedelijk;Bammens Prestige;Staal;Groen;2019;Beplanting;Winkel;50;"{""coordinates"": [5.461311828256058, 51.42254211860098], ""type"": ""Point""}";51.42254211860098, 5.461311828256058
8808;12176.0;Woensel noord 1;Jagershoef;;BOR;BOR Stedelijk;BOR Stedelijk;Falco Jona;Staal;Grijs;2019;Beplanting;Winkel;50;"{""coordinates"": [5.467098095825634, 51.47443365110147], ""type"": ""Point""}";51.47443365110147, 5.467098095825634
8810;12263.0;Gestel;Bennekel-West, Gagelbosch;;BOR;BOR Stedelijk;BOR Stedelijk;Bammens Prestige;Staal;Grijs;2018;;Park;50;"{""coordinates"": [5.457294159643893, 51.42055836920165], ""type"": ""Point""}";51.42055836920165, 5.457294159643893
8811;12264.0;Gestel;Gennep;;BOR;BOR Stedelijk;BOR Stedelijk;Bammens Prestige;Staal;Grijs;2018;Anders;Overig;50;"{""coordinates"": [5.476144513253816, 51.41744499400603], ""type"": ""Point""}";51.41744499400603, 5.476144513253816
8812;12265.0;Stratum;Sintenbuurt;;Particulier;Particulier;BOR Stedelijk;Bammens Prestige;Hangend;Oranje;;Anders;School;50;"{""coordinates"": [5.50013070739767, 51.42606094974454], ""type"": ""Point""}";51.42606094974454, 5.50013070739767
8813;12266.0;Stratum;Sportpark Aalsterweg;;BOR;BOR Stedelijk;BOR Stedelijk;Sinope 45 ltr.;Staal;Groen;;Verharding;;45;"{""coordinates"": [5.479980536873636, 51.40871685140635], ""type"": ""Point""}";51.40871685140635, 5.479980536873636
8816;12269.0;Stratum;Roosten;;BOR;BOR Stedelijk;BOR Stedelijk;Bammens Prestige;Staal;Grijs;2020;Beplanting;;50;"{""coordinates"": [5.491563757756751, 51.40836447264554], ""type"": ""Point""}";51.40836447264554, 5.491563757756751
8822;12331.0;Strijp 1;Herdgang;;BOR;Particulier;Contract;;;;;;;;"{""coordinates"": [5.4376848566830445, 51.460377251300294], ""type"": ""Point""}";51.460377251300294, 5.4376848566830445
8824;12333.0;Strijp 1;Herdgang;;BOR;Particulier;Contract;;;;;;;;"{""coordinates"": [5.4386403872334625, 51.459795634453734], ""type"": ""Point""}";51.459795634453734, 5.4386403872334625
8825;12334.0;Strijp 1;Herdgang;;BOR;Particulier;Contract;;;;;;;;"{""coordinates"": [5.439048845156625, 51.459794778702964], ""type"": ""Point""}";51.459794778702964, 5.439048845156625
8829;12338.0;Strijp 1;Herdgang;;BOR;Particulier;Contract;;;;;;;;"{""coordinates"": [5.439493454103824, 51.460200965577386], ""type"": ""Point""}";51.460200965577386, 5.439493454103824
8835;12344.0;Strijp 1;Herdgang;;BOR;Particulier;Contract;;;;;;;;"{""coordinates"": [5.4414250443256975, 51.460577387867545], ""type"": ""Point""}";51.460577387867545, 5.4414250443256975
8836;12345.0;Strijp 1;Herdgang;;BOR;Particulier;Contract;;;;;;;;"{""coordinates"": [5.441617145624288, 51.460750895958185], ""type"": ""Point""}";51.460750895958185, 5.441617145624288
8838;12347.0;Strijp 1;Herdgang;;BOR;Particulier;Contract;;;;;;;;"{""coordinates"": [5.4395709139044595, 51.46099381109874], ""type"": ""Point""}";51.46099381109874, 5.4395709139044595
8839;12348.0;Strijp 1;Herdgang;;BOR;Particulier;Contract;;;;;;;;"{""coordinates"": [5.44070293008766, 51.46133223048394], ""type"": ""Point""}";51.46133223048394, 5.44070293008766
8841;12350.0;Strijp 1;Herdgang;;BOR;Particulier;Contract;;;;;;;;"{""coordinates"": [5.440012467462764, 51.461593028710716], ""type"": ""Point""}";51.461593028710716, 5.440012467462764
8843;12352.0;Strijp 1;Herdgang;;BOR;Particulier;Contract;;;;;;;;"{""coordinates"": [5.439071268306818, 51.461748722884785], ""type"": ""Point""}";51.461748722884785, 5.439071268306818
8845;12022.0;Stratum;Gerardusplein;;BOR;BOR Stedelijk;BOR Stedelijk;Bammens Prestige;Staal;Groen;2016;Gazon;Overig;50;"{""coordinates"": [5.489960953858734, 51.42334675356535], ""type"": ""Point""}";51.42334675356535, 5.489960953858734
8847;12160.0;Strijp 1;Herdgang;;BOR;BOR Stedelijk;BOR Stedelijk;Bammens Prestige;Staal;Grijs;;Verharding;School;50;"{""coordinates"": [5.425893747732018, 51.46117372807797], ""type"": ""Point""}";51.46117372807797, 5.425893747732018
8850;12041.0;Stratum;Sportpark Aalsterweg;;BOR;BOR Stedelijk;BOR Stedelijk;Falco Jona;Staal;Grijs;2016;Verharding;Abri;50;"{""coordinates"": [5.480862729813794, 51.40689341581662], ""type"": ""Point""}";51.40689341581662, 5.480862729813794
8851;12042.0;Stratum;Sportpark Aalsterweg;;BOR;BOR Stedelijk;BOR Stedelijk;Falco Jona;Staal;Grijs;2016;Verharding;Abri;50;"{""coordinates"": [5.48107733469289, 51.40789645429839], ""type"": ""Point""}";51.40789645429839, 5.48107733469289
8853;12024.0;Strijp 1;Philipsdorp;;BOR;BOR Stedelijk;BOR Stedelijk;Falco Jona;Staal;Groen;2017;Beplanting;Plein;50;"{""coordinates"": [5.467566096322534, 51.44026929436237], ""type"": ""Point""}";51.44026929436237, 5.467566096322534
8862;12395.0;Gestel;Bennekel-West, Gagelbosch;;BOR;BOR Stedelijk;BOR Stedelijk;;;;;;;;"{""coordinates"": [5.453504414595959, 51.41787370109403], ""type"": ""Point""}";51.41787370109403, 5.453504414595959
8865;12377.0;Tongelre;Tongelresche Akkers;;BOR;BOR Stedelijk;BOR Stedelijk;Bammens Prestige;Staal;Grijs;2019;Anders;Overig;50;"{""coordinates"": [5.5242831416025595, 51.43817392142563], ""type"": ""Point""}";51.43817392142563, 5.5242831416025595
8872;12198.0;Woensel noord 1;Driehoeksbos;;BOR;BOR Stedelijk;BOR Stedelijk;Falco Jona;Staal;Grijs;2019;Beplanting;School;50;"{""coordinates"": [5.449998468267602, 51.474395066819596], ""type"": ""Point""}";51.474395066819596, 5.449998468267602
8874;12205.0;Woensel noord 1;Achtse Barrier-Hoeven;;BOR;BOR Stedelijk;BOR Stedelijk;Bammens Prestige;Staal;Grijs;;Gazon;School;50;"{""coordinates"": [5.444011214391024, 51.49007580335346], ""type"": ""Point""}";51.49007580335346, 5.444011214391024
8876;12027.0;Woensel zuid;Woensel-West;;BOR;BOR Stedelijk;BOR Stedelijk;Bammens Prestige;Staal;Geel;2017;Verharding;Overig;50;"{""coordinates"": [5.460986611642753, 51.452848931043256], ""type"": ""Point""}";51.452848931043256, 5.460986611642753
8878;12406.0;Centrum;Binnenstad;;BOR;BOR Stedelijk;BOR Stedelijk;Bammens Prestige;Staal;Grijs;;Verharding;Cafetaria;50;"{""coordinates"": [5.480982503856594, 51.441827439477954], ""type"": ""Point""}";51.441827439477954, 5.480982503856594
8881;12233.0;Woensel noord 2;Vlokhoven;;BOR;BOR Stedelijk;BOR Stedelijk;Bammens Prestige;Staal;Grijs;2019;Verharding;Overig;50;"{""coordinates"": [5.487248999585516, 51.473011134440085], ""type"": ""Point""}";51.473011134440085, 5.487248999585516
8884;12245.0;Centrum;Witte Dame;;BOR;BOR Stedelijk;BOR Stedelijk;Bammens Prestige;Staal;Grijs;2020;Beplanting;Plein;50;"{""coordinates"": [5.473519667398778, 51.43865544755431], ""type"": ""Point""}";51.43865544755431, 5.473519667398778
8885;12246.0;Centrum;Witte Dame;;BOR;BOR Stedelijk;BOR Stedelijk;Bammens Prestige;Staal;Grijs;2020;Beplanting;Plein;50;"{""coordinates"": [5.473656526725129, 51.43847952753649], ""type"": ""Point""}";51.43847952753649, 5.473656526725129
8889;12402.0;Woensel noord 1;Achtse Barrier-Gunterslaer;;BOR;BOR Stedelijk;BOR Stedelijk;Bammens Prestige;Staal;Grijs;;Beplanting;School;50;"{""coordinates"": [5.45028476542071, 51.48043640754066], ""type"": ""Point""}";51.48043640754066, 5.45028476542071
8892;12069.0;Strijp 1;Zwaanstraat;;BOR;BOR Stedelijk;BOR Stedelijk;Bammens Prestige;Staal;Grijs;2016;Gazon;Overig;50;"{""coordinates"": [5.442938513965125, 51.449560285623164], ""type"": ""Point""}";51.449560285623164, 5.442938513965125
8898;12275.0;Stratum;Irisbuurt;;BOR;BOR Stedelijk;BOR Stedelijk;Bammens Prestige;Staal;Geel;2014;Beplanting;Plein;50;"{""coordinates"": [5.4909673752185055, 51.43429746241862], ""type"": ""Point""}";51.43429746241862, 5.4909673752185055
8899;12305.0;Woensel noord 2;Vaartbroek;;BOR;BOR Stedelijk;BOR Stedelijk;Bammens Prestige;Staal;Grijs;2019;Beplanting;Winkel;50;"{""coordinates"": [5.494755400696841, 51.47692009204298], ""type"": ""Point""}";51.47692009204298, 5.494755400696841
8908;12214.0;Park Henri Dunant;Tempel;;BOR;BOR Stedelijk;BOR Stedelijk;Bammens Prestige;Staal;Geel;2020;Gazon;Park;50;"{""coordinates"": [5.473808113186725, 51.4771241087445], ""type"": ""Point""}";51.4771241087445, 5.473808113186725
8912;12255.0;Stratum;Rochusbuurt;;BOR;BOR Stedelijk;BOR Stedelijk;Bammens XL;Staal;Groen;2020;Verharding;Overig;100;"{""coordinates"": [5.486222449355631, 51.43448442397513], ""type"": ""Point""}";51.43448442397513, 5.486222449355631
8925;12156.0;Gestel;Schrijversbuurt;;BOR;BOR Stedelijk;BOR Stedelijk;Bammens Prestige;Staal;Groen;;Verharding;Abri;50;"{""coordinates"": [5.471597486221992, 51.4303757163386], ""type"": ""Point""}";51.4303757163386, 5.471597486221992
8926;12723.0;Strijp 2;Flight Forum;;;;;;;;;;;;"{""coordinates"": [5.401086345859038, 51.45418787092261], ""type"": ""Point""}";51.45418787092261, 5.401086345859038
8931;12471.0;Woensel zuid;Kronehoef;;BOR Stedelijk;BOR Stedelijk;BOR Stedelijk;;;;;;;;"{""coordinates"": [5.477084299185775, 51.45686693308779], ""type"": ""Point""}";51.45686693308779, 5.477084299185775
8933;12815.0;Strijp 1;Engelsbergen;;;;;;;;;;;;"{""coordinates"": [5.4589696280938425, 51.4337031348494], ""type"": ""Point""}";51.4337031348494, 5.4589696280938425
8934;12816.0;Woensel noord 1;Prinsejagt;;BOR;BOR Stedelijk;BOR Stedelijk;Falco Jona;Staal;Grijs;2021;Beplanting;Park;50;"{""coordinates"": [5.452863271626003, 51.464479558911435], ""type"": ""Point""}";51.464479558911435, 5.452863271626003
8935;12821.0;Centrum;Bergen;;BOR;BOR Stedelijk;BOR Stedelijk;Bammens Prestige;Staal;Grijs;2021;Verharding;Abri;100;"{""coordinates"": [5.475737984517705, 51.4357167321639], ""type"": ""Point""}";51.4357167321639, 5.475737984517705
8942;12831.0;Woensel zuid;Mensfort;;BOR Stedelijk;BOR Stedelijk;BOR Stedelijk;Falco Jona;Staal;Grijs;2022;Verharding;Overig;50;"{""coordinates"": [5.467996936589601, 51.46134996418507], ""type"": ""Point""}";51.46134996418507, 5.467996936589601
8944;12833.0;Woensel zuid;Mensfort;;BOR Stedelijk;BOR Stedelijk;BOR Stedelijk;Falco Jona;Staal;Grijs;2022;Verharding;Overig;50;"{""coordinates"": [5.468889858418363, 51.46008783689468], ""type"": ""Point""}";51.46008783689468, 5.468889858418363
8945;12834.0;Woensel zuid;Mensfort;;BOR Stedelijk;BOR Stedelijk;BOR Stedelijk;Falco Jona;Staal;Grijs;2022;Verharding;Winkel;50;"{""coordinates"": [5.464061037423484, 51.46333483534725], ""type"": ""Point""}";51.46333483534725, 5.464061037423484
8947;12429.0;Woensel zuid;Gildebuurt;;BOR Stedelijk;BOR Stedelijk;BOR Stedelijk;;;;;;;;"{""coordinates"": [5.4766019162222905, 51.447878101962296], ""type"": ""Point""}";51.447878101962296, 5.4766019162222905
8950;12499.0;Tongelre;Doornakkers-Oost;;;;;;;;;;;;"{""coordinates"": [5.5148306761322266, 51.43582158489441], ""type"": ""Point""}";51.43582158489441, 5.5148306761322266
8951;12500.0;Strijp 2;BeA2;;;;;;;;;;;;"{""coordinates"": [5.401742068197231, 51.462331076573555], ""type"": ""Point""}";51.462331076573555, 5.401742068197231
8952;12501.0;Centrum;TU-terrein;;;;;;;;;;;;"{""coordinates"": [5.490681897615685, 51.44720947559975], ""type"": ""Point""}";51.44720947559975, 5.490681897615685
8954;12503.0;Centrum;TU-terrein;;;;;;;;;;;;"{""coordinates"": [5.485132651013011, 51.45154356718532], ""type"": ""Point""}";51.45154356718532, 5.485132651013011
8955;12504.0;Strijp 2;BeA2;;;;;;;;;;;;"{""coordinates"": [5.401645856100897, 51.4624140540843], ""type"": ""Point""}";51.4624140540843, 5.401645856100897
8958;12507.0;Stratum;Burghplan;;;;;;;;;;;;"{""coordinates"": [5.508703141618653, 51.426656889581366], ""type"": ""Point""}";51.426656889581366, 5.508703141618653
8959;12508.0;Stratum;Genneperzijde;;;;;;;;;;;;"{""coordinates"": [5.478517395921921, 51.41807799143104], ""type"": ""Point""}";51.41807799143104, 5.478517395921921
8960;12510.0;Tongelre;Lakerlopen;;;;;;;;;;;;"{""coordinates"": [5.497370833463898, 51.436317268432916], ""type"": ""Point""}";51.436317268432916, 5.497370833463898
8961;12511.0;Centrum;TU-terrein;;;;;;;;;;;;"{""coordinates"": [5.485208887294153, 51.45093577941161], ""type"": ""Point""}";51.45093577941161, 5.485208887294153
8967;12489.0;Centrum;TU-terrein;;;;;;;;;;;;"{""coordinates"": [5.489066283924448, 51.45159295574239], ""type"": ""Point""}";51.45159295574239, 5.489066283924448
8970;12492.0;Centrum;TU-terrein;;;;;;;;;;;;"{""coordinates"": [5.483981183484079, 51.4466709652984], ""type"": ""Point""}";51.4466709652984, 5.483981183484079
8972;12495.0;Strijp 2;Flight Forum;;;;;;;;;;;;"{""coordinates"": [5.400916505870786, 51.4542843308335], ""type"": ""Point""}";51.4542843308335, 5.400916505870786
8973;12496.0;Centrum;TU-terrein;;;;;;;;;;;;"{""coordinates"": [5.4973353708400134, 51.44775365051807], ""type"": ""Point""}";51.44775365051807, 5.4973353708400134
8975;12440.0;Strijp 1;Drents Dorp;;BOR;BOR Stedelijk;BOR Stedelijk;Bammens Prestige;Staal;Grijs;2020;Gazon;Park;70;"{""coordinates"": [5.4391174481889575, 51.44628005104282], ""type"": ""Point""}";51.44628005104282, 5.4391174481889575
8985;12602.0;Strijp 2;BeA2;;;;;;;;;;;;"{""coordinates"": [5.401537402464614, 51.462327884480814], ""type"": ""Point""}";51.462327884480814, 5.401537402464614
8988;12606.0;Centrum;TU-terrein;;;;;;;;;;;;"{""coordinates"": [5.487150422981015, 51.44875905160933], ""type"": ""Point""}";51.44875905160933, 5.487150422981015
8989;12858.0;Tongelre;'t Hofke;;;;;;;;;;;;"{""coordinates"": [5.524970578938791, 51.45434377930832], ""type"": ""Point""}";51.45434377930832, 5.524970578938791
8990;12859.0;Woensel noord 1;Woenselse Heide;;BOR Stedelijk;BOR Stedelijk;BOR Stedelijk;Bammens Prestige;Staal;Anders;;Gazon;Park;50;"{""coordinates"": [5.467473730637336, 51.48212709188004], ""type"": ""Point""}";51.48212709188004, 5.467473730637336
8991;12860.0;Strijp 2;Meerrijk;;BOR Stedelijk;BOR Stedelijk;BOR Stedelijk;Bammens Prestige;Staal;Grijs;;Gazon;;50;"{""coordinates"": [5.408787869154526, 51.43542728936266], ""type"": ""Point""}";51.43542728936266, 5.408787869154526
8995;12865.0;Gestel;Hanevoet;;;;;;;;;;;;"{""coordinates"": [5.439327795965518, 51.4180896481221], ""type"": ""Point""}";51.4180896481221, 5.439327795965518
8996;12882.0;Tongelre;'t Hofke;;;;;;;;;;;;"{""coordinates"": [5.526967833481822, 51.44838631643986], ""type"": ""Point""}";51.44838631643986, 5.526967833481822
8999;12908.0;Strijp 1;Schouwbroek;;;;;;;;;;;;"{""coordinates"": [5.453009825295954, 51.44090721376884], ""type"": ""Point""}";51.44090721376884, 5.453009825295954
9000;12909.0;Strijp 1;Schouwbroek;;;;;;;;;;;;"{""coordinates"": [5.450947687815843, 51.439895033176455], ""type"": ""Point""}";51.439895033176455, 5.450947687815843
9005;12889.0;Stratum;Kruidenbuurt;;;;;;;;;;;;"{""coordinates"": [5.500911124735888, 51.421567437360615], ""type"": ""Point""}";51.421567437360615, 5.500911124735888
9006;12890.0;Stratum;Kruidenbuurt;;BOR Stedelijk;BOR Stedelijk;BOR Stedelijk;Bammens Prestige;Staal;Grijs;2022;Gazon;Plein;50;"{""coordinates"": [5.50045757796675, 51.42097209112036], ""type"": ""Point""}";51.42097209112036, 5.50045757796675
9013;12612.0;Centrum;TU-terrein;;;;;;;;;;;;"{""coordinates"": [5.496020898968071, 51.449460665436746], ""type"": ""Point""}";51.449460665436746, 5.496020898968071
9014;12614.0;Centrum;TU-terrein;;;;;;;;;;;;"{""coordinates"": [5.482601822150098, 51.44601771077557], ""type"": ""Point""}";51.44601771077557, 5.482601822150098
9015;12615.0;Centrum;TU-terrein;;;;;;;;;;;;"{""coordinates"": [5.487234956071396, 51.45129225465014], ""type"": ""Point""}";51.45129225465014, 5.487234956071396
9023;12431.0;Gestel;Genderbeemd;;BOR Stedelijk;BOR Stedelijk;BOR Stedelijk;Bammens Prestige;Staal;Geel;2021;Verharding;Plein;50;"{""coordinates"": [5.438926577252938, 51.42010068689994], ""type"": ""Point""}";51.42010068689994, 5.438926577252938
9025;12451.0;Woensel zuid;Gildebuurt;;BOR Stedelijk;BOR Stedelijk;BOR Stedelijk;;;;;;;;"{""coordinates"": [5.475584471028173, 51.44775513189007], ""type"": ""Point""}";51.44775513189007, 5.475584471028173
9034;12488.0;Woensel noord 1;Achtse Barrier-Gunterslaer;;;;;;;;;;;;"{""coordinates"": [5.44826192763084, 51.47662737928757], ""type"": ""Point""}";51.47662737928757, 5.44826192763084
9035;12611.0;Centrum;TU-terrein;;;;;;;;;;;;"{""coordinates"": [5.489309150944398, 51.44720948299939], ""type"": ""Point""}";51.44720948299939, 5.489309150944398
9036;12616.0;Stratum;Gennep;;;;;;;;;;;;"{""coordinates"": [5.471822750753583, 51.416006116040776], ""type"": ""Point""}";51.416006116040776, 5.471822750753583
9041;12540.0;Centrum;TU-terrein;;;;;;;;;;;;"{""coordinates"": [5.496296316668843, 51.44997303144733], ""type"": ""Point""}";51.44997303144733, 5.496296316668843
9043;12639.0;Woensel noord 1;Achtse Barrier-Gunterslaer;;;;;;;;;;;;"{""coordinates"": [5.44787915508295, 51.4765193564015], ""type"": ""Point""}";51.4765193564015, 5.44787915508295
9044;12798.0;Stratum;Irisbuurt;;BOR Stedelijk;BOR Stedelijk;BOR Stedelijk;Falco Jona;Staal;Grijs;;Verharding;Abri;50;"{""coordinates"": [5.489979909845746, 51.43306613447682], ""type"": ""Point""}";51.43306613447682, 5.489979909845746
9046;12803.0;Woensel noord 1;Driehoeksbos;;;;;;;;;;;;"{""coordinates"": [5.455673634584138, 51.476623758257084], ""type"": ""Point""}";51.476623758257084, 5.455673634584138
9049;12808.0;Woensel zuid;Oude Toren;;BOR;BOR Stedelijk;BOR Stedelijk;Bammens Prestige;Staal;Groen;2012;Verharding;School;50;"{""coordinates"": [5.481114687243284, 51.45345377738875], ""type"": ""Point""}";51.45345377738875, 5.481114687243284
9050;12814.0;Tongelre;'t Hofke;;;;;;;;;;;;"{""coordinates"": [5.526891466286709, 51.44837661666753], ""type"": ""Point""}";51.44837661666753, 5.526891466286709
9054;12820.0;Centrum;Bergen;;BOR;BOR Stedelijk;BOR Stedelijk;Bammens Prestige;Staal;Grijs;2021;Verharding;Abri;100;"{""coordinates"": [5.475392697060804, 51.4356247884763], ""type"": ""Point""}";51.4356247884763, 5.475392697060804
9055;12846.0;Woensel zuid;Oude Gracht-West;;BOR Stedelijk;BOR Stedelijk;BOR Stedelijk;Bammens Prestige;Staal;Groen;;Beplanting;School;50;"{""coordinates"": [5.490487810121312, 51.46673468472233], ""type"": ""Point""}";51.46673468472233, 5.490487810121312
9058;12850.0;Strijp 2;Meerrijk;;BOR Stedelijk;BOR Stedelijk;BOR Stedelijk;Bammens Prestige;Staal;Grijs;;Gazon;;50;"{""coordinates"": [5.409063634074656, 51.43516679948944], ""type"": ""Point""}";51.43516679948944, 5.409063634074656
9061;12437.0;Strijp 1;Drents Dorp;;BOR;BOR Stedelijk;BOR Stedelijk;Bammens Prestige;Staal;Grijs;2020;Gazon;Park;70;"{""coordinates"": [5.4376329356367314, 51.44704898442346], ""type"": ""Point""}";51.44704898442346, 5.4376329356367314
9062;12438.0;Strijp 1;Drents Dorp;;BOR;BOR Stedelijk;BOR Stedelijk;Bammens Prestige;Staal;Grijs;2020;Gazon;Park;70;"{""coordinates"": [5.438306048850919, 51.447331455656034], ""type"": ""Point""}";51.447331455656034, 5.438306048850919
9063;12467.0;Woensel zuid;Hemelrijken;;BOR Stedelijk;BOR Stedelijk;BOR Stedelijk;;;;;;;;"{""coordinates"": [5.473007662781259, 51.44709367842348], ""type"": ""Point""}";51.44709367842348, 5.473007662781259
9064;12469.0;Tongelre;Muschberg, Geestenberg;;BOR Stedelijk;BOR Stedelijk;BOR Stedelijk;Bammens Prestige;Staal;Grijs;;Gazon;Overig;50;"{""coordinates"": [5.5077671866657045, 51.44513165232521], ""type"": ""Point""}";51.44513165232521, 5.5077671866657045
9068;12515.0;Centrum;TU-terrein;;;;;;;;;;;;"{""coordinates"": [5.488176236202012, 51.45122043171977], ""type"": ""Point""}";51.45122043171977, 5.488176236202012
9071;12518.0;Woensel zuid;Woensel-West;;;;;;;;;;;;"{""coordinates"": [5.455857738233478, 51.45221509836691], ""type"": ""Point""}";51.45221509836691, 5.455857738233478
9072;12519.0;Stratum;Sportpark Aalsterweg;;;;;;;;;;;;"{""coordinates"": [5.480916267766404, 51.40796959029977], ""type"": ""Point""}";51.40796959029977, 5.480916267766404
9074;12521.0;Strijp 1;Hurk;;;;;;;;;;;;"{""coordinates"": [5.450769095005766, 51.43509163812408], ""type"": ""Point""}";51.43509163812408, 5.450769095005766
