FID,x,y,id,complex_naam,complex_code,dsk_kw_code,naam,omschrijving,beheerobjectsoort,aard,netwerk,route,relatie_tot_weg,rdx,rdy,stichtingsjaar,archiefcode,beheerder_instantieid,beheerder,beheerder_id,se_anno_cad_data,gdb_geomattr_data,shape
faunatunnel.449,135894,411611,2398,Drunen west,44H-111,44H-111-04,naam onbekend,Ecotunnel naast de onderdoorgang(in toerit onder de rijksweg),Faunatunnel,Droog,HWN,A59,in RW,135.894,411.611,2005,44H-111-00,1683,RWS ZN / ZN District Midden,1683,,,POINT (135894 411611)
faunatunnel.2386,88994,451936,4763,Veetunnel,30G-188,30G-188-01,Veetunnel,Faunatunnel naast de 's-Gravenweg,Faunatunnel,Droog,HWN,A12,in RW,88.994,451.936,1933,30G-188-00,1669,RWS WNZ / WNZ District Noord,1669,,,POINT (88994 451936)
faunatunnel.2843,152600,453017,5233,Bergwegtunnel,32D-106,32D-106-01,Bergwegtunnel,Vleermuiskelder onder rijksweg,Faunatunnel,Droog,HWN,A12,in RW,152.6,453.017,1941,32D-106-00,1676,RWS MN / MN District Zuid,1676,,,POINT (152600 453017)
faunatunnel.5629,266282,528387,8224,Zwartemeer,18C-305,18C-305-04,Reeëntunnel Zwartemeer,Reeëntunnel onder de rijksweg,Faunatunnel,Droog,HWN,A37,in RW,266.282,528.387,2006,18C-305-00,1687,RWS NN / NN District Oost,1687,,,POINT (266282 528387)
faunatunnel.5635,125973,488323,8236,Oranjesluizen,25E-001,25E-001-06,Vispassage noordzijde,Vispassage noordzijde ,Faunatunnel,Nat,HWS,,,125.973,488.323,1862,25E-001-00,1666,RWS WNN / WNN District Zuid,1666,,,POINT (125973 488323)
faunatunnel.5666,155490,413613,8272,Kruipgat,45B-004,45B-004-01,Kruipgat,Wildtunnel onder de rijksweg,Faunatunnel,Droog,HWN,A59,in RW,155.49,413.613,2005,45B-004-00,1683,RWS ZN / ZN District Midden,1683,,,POINT (155490 413613)
faunatunnel.5728,201382,362248,8357,Kleinwildtunnel A73,58G-102,58G-102-01,Kleinwildtunnel A73 hm.25.829,Kleinwildtunnel in de rijksweg hm.25.829,Faunatunnel,Droog,HWN,A73,in RW,201.382,362.248,2006,58G-102-01,1684,RWS ZN / ZN District Zuid-Oost,1684,,,POINT (201382 362248)
faunatunnel.5740,199190,359249,8369,Kleinwildtunnel A73 hm.22.041,58D-141,58D-141-01,Kleinwildtunnel A73 hm.22.041,Kleinwildtunnel  in de rijksweg hm.22.041,Faunatunnel,Droog,HWN,A73,in RW,199.19,359.249,2006,58D-141-01,1684,RWS ZN / ZN District Zuid-Oost,1684,,,POINT (199190 359249)
faunatunnel.5741,199243,359431,8370,Kleinwildtunnel A73 hm.22.230,58D-142,58D-142-01,Kleinwildtunnel A73 hm.22.230,Kleinwildtunnel in de rijksweg,Faunatunnel,Droog,HWN,A73,in RW,199.243,359.431,2006,58D-142-01,1684,RWS ZN / ZN District Zuid-Oost,1684,,,POINT (199243 359431)
faunatunnel.5742,199378,359764,8371,Kleinwildtunnel A73,58D-144,58D-144-01,Kleinwildtunnel A73 hm.22.588,Kleinwildtunnel in de rijksweg hm.22.588,Faunatunnel,Droog,HWN,A73,in RW,199.378,359.764,2006,58D-144-01,1684,RWS ZN / ZN District Zuid-Oost,1684,,,POINT (199378 359764)
faunatunnel.5743,199306,359581,8372,Kleinwildtunnel A73,58D-143,58D-143-01,Kleinwildtunnel A73 hm.22.394,Kleinwildtunnel in de rijksweg  hm.22.394,Faunatunnel,Droog,HWN,A73,in RW,199.306,359.581,2006,58D-143-01,1684,RWS ZN / ZN District Zuid-Oost,1684,,,POINT (199306 359581)
