FID,nwbversie,nwbwvkid,netwerkcategorie,netwerkschakelcode,netwerkschakelnaam,systeemdeelnr,systeemdeelnaam,systeemdeelpositie,vkwegvaknaam,vkwegvakwegcat,vkwegvakfunctie,vkwegvakobjectnaam,nwbwegnummer,nwbwegdeellttr,nwbhectoletter,nwbrpecode,nwbbstcode,nwbbeginkm,nwbeindkm,nwbgmenaam,nwbdistrnaam,nwbdienstnaam,nwbwvklengte,nwbwegnraw,nwbwegnrhmp,vkwegvakeersteinstdl,vkwegvaklaatsteinstdl,vkwegvakmaatgevendint,vkwegvakknooppunt,vkwegvakhmbegin,vkwegvakhmeind,vildtrajectnaam,weg,last_update,se_anno_cad_data,verkeerskundigwegvakcode,kleurcodeverkeerskundigwegvak,gdb_geomattr_data,shape
hwn_netwerkcategorieen.965,202210,600457039,C,002-0050,A2 KP Deil - KP Everdingen v.v,002-0050-R,KP Everdingen - Beheersgrens MNZ,403,verzorgingsplaats Bisde,vpl,verzorgingsplaats,Biside (Texaco),002,R,p,R,PKB,83.492,83.494,West Betuwe,MN District Zuid,RWS Midden-Nederland,8,RW2,A2,0,0,0,0,83098,83999,A2 Utrecht - s-Hertogenbosch,A2R,2022-12-01T08:38:17,,002-0050-R_403,002-0050_403,,"LINESTRING (140665.94399999827 435961.0309000015, 140673.08830000088 435956.4882000014)"
hwn_netwerkcategorieen.966,202210,420157020,C,067-0035,A67 KP Zaarderheiken - Duitse grens v.v.,067-0035-R,KP Zaarderheiken - Duitse grens,4,Velden(40) - Venlo(41),asw,hoofdrijbaan,,067,R,p,R,BST,72.491,72.691,Venlo,ZN District Zuid-Oost,RWS Zuid-Nederland,197,RW67,A67,0,0,0,0,71500,73800,A67 Venlo - Duisburg,A67R,2022-12-01T08:38:17,,067-0035-R_004,067-0035_004,,"LINESTRING (210329.2100000009 378639.01900000125, 210369.9549999982 378609.55700000003, 210394.71599999815 378581.03500000015, 210437.34200000018 378566.3040000014, 210465.86300000176 378567.24500000104, 210500.96700000018 378569.125)"
hwn_netwerkcategorieen.967,202210,600480286,B,044-0030,A44 Leiden - Aansluiting N44 Deijlerweg,044-0030-L,Aansluiting A44 Deijlerweg - Leiden,1,Leiden-Zuid(9) - Leiden(8),asw,hoofdrijbaan,,044,R,n,L,VBR,18.537,18.195,Leiden,WNZ District Noord,RWS West-Nederland Zuid,342,RW44,A44,0,1,1,0,19578,18182,A44 Wassenaar - Amsterdam,A44L,2022-12-01T08:38:17,,044-0030-L_001,044-0030_001,,"LINESTRING (90706.55900000036 464023.1004999988, 90710.50039999932 464030.0106000006, 90722.45949999988 464049.5898000002, 90766.80380000174 464126.6365999989, 90807.97309999913 464197.75670000166, 90849.45980000123 464268.98270000145, 90877.64909999818 464318.8856000006)"
hwn_netwerkcategorieen.968,202210,600138359,B,058-0010,A58 KP Batadorp - KP De Baars v.v.,058-0010-L,KP De Baars - KP Batadorp,1,KP Batadorp,asw,hoofdrijbaan,,058,R,#,L,HR,13.421,12.51,Eindhoven,ZN District Midden,RWS Zuid-Nederland,846,RW58,A58,0,1,0,1,13422,11953,A58 Tilburg - Eindhoven,A58L,2022-12-01T08:38:17,,058-0010-L_001,058-0010_001,,"LINESTRING (155600.71029999852 388342.80040000007, 155638.90199999884 388323.8990000002, 155644.53200000152 388320.93090000004, 155662.0311000012 388311.2432000004, 155679.31679999828 388301.1827000007, 155693.19799999893 388292.75510000065, 155710.0201999992 388281.9404999986, 155726.54140000045 388270.66860000044, 155750.7536999993 388252.9483000003, 155766.5384999998 388240.95490000024, 155782.09120000154 388228.4199000001, 155810.02409999818 388203.73690000176, 155821.55319999903 388192.5947000012, 155835.55829999968 388178.58949999884, 155848.8669999987 388164.5843999982, 155875.25239999965 388134.4849999994, 155888.87060000002 388117.7716999985, 155901.17350000143 388101.90949999914, 155912.00189999864 388085.71499999985, 155918.81529999897 388076.2978999987, 155928.48730000108 388058.8881999999, 155943.18890000135 388034.6693999991, 155953.1704000011 388017.2597000003, 155962.53299999982 387999.69530000165, 155972.90139999986 387978.6488999985, 155981.41279999912 387960.6202000007, 155989.30519999936 387942.2820000015, 156000.44739999995 387913.6526999995, 156010.11950000003 387886.0293999985, 156021.41640000045 387847.7280000001, 156023.8150999993 387838.21070000157, 156031.63010000065 387804.08769999817, 156035.18939999864 387784.8984000012, 156039.75459999964 387754.7215999998, 156043.39130000025 387723.3841999993, 156045.1710000001 387704.0401000008, 156047.3374999985 387675.4882000014)"
hwn_netwerkcategorieen.969,202210,600114276,A,059-0080,A59 KP Sabina - KP Noordhoek v.v.,059-0080-L,KP Noordhoek - KP Sabina,403,verzorgingsplaats De Fendert,vpl,verzorgingsplaats,De Fendert (Total),059,R,n,L,PKP,61.619,61.591,Moerdijk,ZN District West,RWS Zuid-Nederland,24,RW59,A59,0,0,0,0,62055,61510,A59 Noordhoek - Sabina,A59L,2022-12-01T08:38:17,,059-0080-L_403,059-0080_403,,"LINESTRING (92092.83210000023 406288.94999999925, 92086.7314000018 406288.64389999956, 92069.19460000098 406289.3883999996)"
hwn_netwerkcategorieen.970,202210,600148953,A,015-0110,A18 KP Oud Dijk - Doetinchem-Oost (v.v.),015-0110-L,KP Oud Dijk - Doetinchem-Oost (L),1,Didam(1) - KP Oud Dijk,asw,hoofdrijbaan,,015,R,c,L,PST,191.021,190.924,Montferland,ON District Zuid,RWS Oost-Nederland,66,RW15,A18,0,1,1,0,191025,188997,A18 Varsseveld - Zevenaar,A15L,2022-12-01T08:38:17,,015-0110-L_001,015-0110_001,,"LINESTRING (208031.37790000066 437891.7670000009, 208014.39680000022 437885.00769999996, 207977.13870000094 437854.9860999994)"
hwn_netwerkcategorieen.971,202210,189262026,D,015-0030,A15 KP Benelux - KP Ridderkerk-Noord,015-0030-R-par,parallelbaan KP Benelux - KP Ridderkerk-Noord,104,parallelbaan KP Vaanplein,asw,parallelbaan,,015,R,g,R,VBS,59.607,60.035,Barendrecht,WNZ District Zuid,RWS West-Nederland Zuid,432,RW15,A15,0,0,0,1,59227,60488,A15 Rotterdam Maasvlakte - Ridderkerk,A15R,2022-12-01T08:38:17,,015-0030-R-par_104,015-0030_104,,"LINESTRING (94793.47529999912 430992.70320000127, 94806.30590000004 430986.52380000055, 94843.95100000128 430942.9129999988, 94850.6136999987 430935.4428000003, 94857.50039999932 430928.1908, 94864.66070000082 430921.2056000009, 94872.53620000184 430914.28350000083, 94880.38969999924 430908.13049999997, 94885.46950000152 430904.61349999905, 94894.05330000073 430899.4990000017, 94903.0207999982 430895.0733000003, 94907.66750000045 430893.1862999983, 94912.17240000144 430891.6475000009, 94916.89589999989 430890.2674999982, 94921.75499999896 430889.07079999894, 94926.66149999946 430888.10770000145, 94934.40720000118 430887.0881000012, 94939.3396999985 430886.77529999986, 94944.3412999995 430886.6854000017, 94949.3396999985 430886.83619999886, 94955.8332999982 430887.3770000003, 94960.74469999969 430887.9941999987, 94965.67830000073 430888.8183999993, 94975.32829999924 430890.91110000014, 94984.95850000158 430893.5439000018, 94994.48849999905 430896.5764000006, 94999.97260000184 430898.5428000018, 95009.22239999846 430902.2727999985, 95018.32589999959 430906.41160000116, 95022.8077000007 430908.6378999986, 95028.94280000031 430911.8867000006, 95037.53689999878 430916.8856000006, 95045.85889999941 430922.4305999987, 95049.59849999845 430925.1453999989, 95057.32519999892 430931.4642000012, 95061.02189999819 430934.8335000016, 95067.95789999887 430942.0480999984, 95071.1110999994 430945.74540000036, 95074.1261 430949.68030000106, 95076.97450000048 430953.7932999991, 95079.65590000153 430958.01359999925, 95083.35929999873 430964.6009000018, 95085.57820000127 430969.064199999, 95087.5821999982 430973.65199999884, 95089.35920000076 430978.32559999824, 95091.29270000011 430984.4173000008, 95092.56170000136 430989.2703000009, 95093.63190000132 430994.1572000012, 95094.45459999889 430999.0898000002, 95095.28180000186 431006.4624999985, 95095.56740000099 431011.46350000054, 95095.6259999983 431016.46510000154, 95095.40049999952 431022.7142999992, 95094.97199999914 431027.7120999992, 95093.47899999842 431037.2496000007)"
hwn_netwerkcategorieen.1109,202210,600114326,B,058-0050,A58 KP Princeville - KP De Stok v.v.,058-0050-R,KP Princeville - KP De Stok,5,St Willebrord(20) - Rucphen(21),asw,hoofdrijbaan,,058,R,b,R,PST,85.4,85.511,Rucphen,ZN District West,RWS Zuid-Nederland,112,RW58,A58,0,0,0,0,82795,85511,A58 Breda - Bergen op Zoom,A58R,2022-12-01T08:38:18,,058-0050-R_005,058-0050_005,,"LINESTRING (96498.5661999993 396148.9475999996, 96444.26350000128 396129.4499000013, 96395.09650000185 396106.3125)"
hwn_netwerkcategorieen.972,202210,295355012,B,027-0090,A27 KP Eemnes - KP Almere  v.v.,027-0090-R,KP Eemnes - Stichtse Brug,3,Huizen(35) - Stichtse Brug (districtgrens),asw,hoofdrijbaan,Stichtse brug,027,R,#,R,HR,104.86,107.64,Blaricum,MN District Zuid,RWS Midden-Nederland,2777,RW27,A27,0,1,0,0,104858,107639,A27 Utrecht - Almere,A27R,2022-12-01T08:38:17,,027-0090-R_003,027-0090_003,,"LINESTRING (147685.41409999877 477760.4776000008, 147727.2879000008 477800.4873000011, 147771.05810000002 477841.5293999985, 147807.621199999 477875.13439999893, 147837.25879999995 477902.004900001, 147867.07919999957 477928.67990000173, 147897.04930000007 477955.19519999996, 147912.10970000178 477968.37220000103, 147917.99179999903 477973.27490000054, 147932.89350000024 477986.60990000144, 147947.9899000004 477999.73099999875, 147993.50180000067 478038.83150000125, 148039.29410000145 478077.6009999998, 148094.7254000008 478123.7637999989, 148141.11140000075 478161.83300000057, 148187.81670000032 478199.49810000136, 148234.75950000063 478236.86659999937, 148276.3856999986 478269.5249999985, 148323.86030000076 478306.22370000184, 148371.63259999827 478342.5267000012, 148403.5731999986 478366.6057000011, 148437.7404000014 478392.0744000003, 148469.95199999958 478415.8148000017, 148518.4750000015 478451.1068999991, 148567.25310000032 478486.0498000011, 148599.92449999973 478509.13610000163, 148638.57070000097 478536.1790000014, 148671.49170000106 478558.9001000002, 148721.04610000178 478592.72850000113, 148754.20199999958 478615.1055999994, 148804.1972000003 478648.2879000008, 148877.04289999977 478695.820700001, 148927.6286999993 478728.0863999985, 148961.4455000013 478749.4514000006, 149063.01480000094 478812.8817999996, 149130.53550000116 478855.7905000001, 149186.15289999917 478891.77699999884, 149253.01370000094 478935.7217999995, 149302.93499999866 478969.0069999993, 149369.18149999902 479013.86360000074, 149426.23849999905 479053.1645999998, 149491.79080000147 479099.0219999999, 149549.28510000184 479139.86930000037, 149614.18510000035 479186.65019999817, 149662.58839999884 479222.10610000044, 149725.47250000015 479268.8264000006, 149789.3874000013 479316.9406999983, 149855.9800999984 479367.89350000024, 149912.7071999982 479411.8027999997)"
hwn_netwerkcategorieen.973,202210,600124602,B,007-0010,A7 Purmerend-Noord - KP Zaandam,007-0010-L,Purmerend-Noord - KP Zaandam (L),5,Purmerend-Zuid(4) - Wijdewormer(3),asw,hoofdrijbaan,Brug over de Wijdewormer,007,R,c,L,PST,14.174,14.084,Purmerend,WNN District Noord,RWS West-Nederland Noord,77,RW7,A7,0,0,0,0,14513,11075,A7 Hoorn - Zaanstad,A7L,2022-12-01T08:38:17,,007-0010-L_005,007-0010_005,,"LINESTRING (124346.84840000048 502448.94200000167, 124342.90549999848 502435.94889999926, 124344.08639999852 502420.84750000015, 124344.99799999967 502403.5491999984, 124345.19150000066 502388.86950000003, 124344.61910000071 502372.373399999)"
hwn_netwerkcategorieen.974,202210,353258007,C,050-0060,A50 Ewijk - Valburg (v.v.),050-0060-R,KP Ewijk - KP Valburg (R),1,KP Ewijk,asw,hoofdrijbaan,,050,R,#,R,HR,147.165,148.278,Beuningen,ON District Zuid,RWS Oost-Nederland,1093,RW50,A50,1,0,1,1,147165,149014,A50 Oss - Arnhem,A50R,2022-12-01T08:38:17,,050-0060-R_001,050-0060_001,,"LINESTRING (176867.88809999824 429342.36989999935, 176900.40890000015 429392.7355999984, 176933.46510000154 429443.4032999985, 176966.68459999934 429493.3720000014, 176989.01040000096 429526.56230000034, 177011.53510000184 429559.61740000173, 177057.02919999883 429625.4250999987, 177085.91849999875 429666.46079999954, 177109.16220000014 429699.02380000055, 177132.5062999986 429731.5097000003, 177156.04890000075 429763.84899999946, 177205.6099999994 429830.8555999994, 177504.37189999968 430230.1671000011)"
hwn_netwerkcategorieen.975,202210,400336010,C,001-0093,A1 KP Beekbergen - Deventer-Oost (v.v.),001-0093-L,Deventer-Oost - KP Beekbergen (L),2,Twello(22) - Voorst(21),asw,hoofdrijbaan,,001,R,d,L,OPR,90.158,89.705,Apeldoorn,ON District Noord,RWS Oost-Nederland,429,RW1,A1,0,0,0,0,95883,89573,A1 Hengelo - Apeldoorn,A1L,2022-12-01T08:38:17,,001-0093-L_002,001-0093_002,,"LINESTRING (200071.688000001 467999.69000000134, 200076.5001000017 468015.04129999876, 200077.0175999999 468019.0174999982, 200078.8797999993 468029.6020999998, 200079.6713999994 468033.54619999975, 200080.71759999916 468037.4103000015, 200084.7650000006 468050.71009999886, 200087.29930000007 468058.29879999906, 200089.7074000016 468064.90260000154, 200091.64730000123 468069.51900000125, 200093.8273999989 468074.0186999999, 200096.30000000075 468078.376600001, 200100.02859999985 468083.98099999875, 200103.04300000146 468087.98310000077, 200112.6574999988 468099.5040999986, 200119.47700000182 468106.8231000006, 200123.00329999998 468110.37970000133, 200130.5887000002 468117.32559999824, 200138.36609999835 468123.4785999991, 200146.6088999994 468129.1420999989, 200154.11459999904 468133.8104999997, 200162.7936999984 468138.76150000095, 200167.22089999914 468141.0865999982, 200176.24610000104 468145.4811999984, 200185.33309999853 468149.5956999995, 200194.58819999918 468153.3830999993, 200199.27760000154 468155.1248999983, 200207.91690000147 468157.99120000005, 200212.7285999991 468159.3504999988, 200217.59270000085 468160.52650000155, 200224.1772999987 468161.7307000011, 200229 468162.3427999988, 200234 468162.71510000154, 200239 468162.82499999925, 200243.97509999946 468162.6992000006, 200250.0188000016 468162.0949999988, 200254.95600000024 468161.23970000073, 200263.05810000002 468159.1854000017, 200267.83949999884 468157.6358000003, 200272.3825000003 468155.5304999985, 200277.7036000006 468152.4798000008, 200281.73570000008 468149.65579999983, 200285.53299999982 468146.3916000016, 200289.8883999996 468142.00979999825, 200292.82550000027 468138.2644000016, 200296.44750000164 468132.6966999993, 200299.83449999988 468124.68360000104, 200301.06549999863 468119.99329999834, 200301.93149999902 468115.03990000114, 200302.24749999866 468110.000500001, 200302.1262000017 468104.9824000001, 200301.5425999984 468100.0091000013, 200300.2360999994 468094.15940000117, 200298.59600000083 468089.5538999997, 200295.7707999982 468083.74230000004, 200293.21130000055 468079.686999999, 200290.17660000175 468075.68840000033, 200286.94000000134 468072.060899999, 200283.3326999992 468068.59899999946, 200279.55469999835 468065.32360000163, 200275.63159999996 468062.2126000002, 200269.39939999953 468057.7734000012, 200253.7511 468047.6330000013)"
hwn_netwerkcategorieen.976,202210,221369010,B,005-0010,A5 KP Raasdorp - KP De Hoek,005-0010-R,KP De Hoek - KP Raasdorp (R),2,KP Raasdorp,asw,hoofdrijbaan,,005,R,#,R,HR,7.411,9.659,Haarlemmermeer,WNN District Zuid,RWS West-Nederland Noord,2240,RW5,A5,0,1,0,1,7412,9658,A5 Hoofddorp - Amsterdam,A5R,2022-12-01T08:38:17,,005-0010-R_002,005-0010_002,,"LINESTRING (110650.95109999925 484803.0742000006, 110654.69159999862 484844.38500000164, 110658.34470000118 484864.0505999997, 110674.14710000157 484944.88760000095, 110682.10009999946 484984.08960000053, 110686.24929999933 485003.6554000005, 110690.69970000163 485023.57990000024, 110695.27699999884 485043.05849999934, 110700.1372999996 485062.4591999985, 110705.24920000136 485081.79560000077, 110716.3216000013 485121.9803000018, 110727.48189999908 485160.39180000126, 110735.86600000039 485188.1490999982, 110747.89550000057 485226.2996000014, 110760.40709999949 485264.2927000001, 110768.89660000056 485289.1083999984, 110782.26040000096 485326.80999999866, 110795.64909999818 485363.01029999927, 110810.02549999952 485400.34230000153, 110824.90579999983 485437.4715999998, 110832.52930000052 485455.9631000012, 110847.44139999896 485491.1779000014, 110855.41829999909 485509.5183000006, 110869.36300000176 485540.8189999983, 110886.0971999988 485577.15150000155, 110909.96959999949 485623.0909000002, 110918.8751000017 485640.9769000001, 110935.39570000023 485677.4400999993, 110950.41869999841 485706.25510000065, 110969.35750000179 485741.48750000075, 110988.47069999948 485775.8865999989, 111004.80220000073 485804.57400000095, 111025.0428000018 485839.07229999825, 111043.5278000012 485869.6565000005, 111064.6240000017 485903.65239999816, 111086.190200001 485937.34209999815, 111097.1248999983 485954.0881999992, 111119.36199999973 485987.34099999815, 111142.03400000185 486020.3104999997, 111163.17500000075 486050.1730999984, 111186.70120000094 486082.5262000002, 111210.58549999818 486114.6127000004, 111222.71539999917 486130.5161000006, 111250.87310000136 486166.54659999907, 111275.89589999989 486197.7718000002, 111288.59099999815 486213.22879999876, 111314.26949999854 486243.8990000002, 111334.83720000088 486267.8674999997, 111361.23829999939 486297.94409999996, 111388.06579999998 486327.61730000004, 111406.33469999954 486347.45160000026, 111433.83590000123 486376.56269999966, 111462.25950000063 486405.8980999999, 111490.48079999909 486434.2388000004, 111519.08529999852 486462.2052000016, 111559.81120000035 486500.7496000007, 111589.29030000046 486527.7943000011, 111619.1689000018 486554.3887999989, 111649.36239999905 486580.6286999993, 111672.00879999995 486599.8335000016, 111687.37590000033 486612.6442000009, 111718.3674999997 486637.97239999846, 111744.23649999872 486658.5729999989, 111771.30970000103 486679.60830000043)"
hwn_netwerkcategorieen.977,202210,322195038,B,050-0025,A50 KP Ekkersrijt - KP Paalgraven v.v.,050-0025-R,KP Ekkersrijt - KP Paalgraven,2,Son en Breugel(8) - St Oedenrode(9),asw,hoofdrijbaan,,050,R,a,R,PST,105.716,105.774,Meierijstad,ZN District Midden,RWS Zuid-Nederland,61,RW50,A50,0,0,0,0,99290,106568,A50 Eindhoven - Oss,A50R,2022-12-01T08:38:17,,050-0025-R_002,050-0025_002,,"LINESTRING (161136.41640000045 397651.0210000016, 161162.09270000085 397683.9180999994, 161172.29250000045 397700.4189000018)"
hwn_netwerkcategorieen.978,202210,600432533,C,015-0060,A15 KP Gorinchem - KP Deil,015-0060-R,KP Gorinchem - KP Deil,4,KP Deil (districtgrens WNZ/ON),asw,hoofdrijbaan,,015,R,#,R,HR,116.182,116.429,West Betuwe,WNZ District Zuid,RWS West-Nederland Zuid,247,RW15,A15,0,1,0,1,114292,116430,A15 Gorinchem - Nijmegen,A15R,2022-12-01T08:38:17,,015-0060-R_004,015-0060_004,,"LINESTRING (144877.06230000034 429967.5800999999, 145124.32409999892 429972.66910000145)"
hwn_netwerkcategorieen.979,202210,600138434,D,050-0010,A50 KP Ekkersweijer - KP Ekkersrijt v.v.,050-0010-L,KP Ekkersrijt - KP Ekkersweijer,304,verbindingsboog KP Ekkersrijt verbindingsboog h van A50HRL naar John F. Kennedylaan,asw,verbindingsboog,,050,R,h,L,VBS,98.009,97.698,Son en Breugel,ZN District Midden,RWS Zuid-Nederland,310,RW50,A50,0,0,0,1,98061,97094,A50 Oss - Eindhoven,A50L,2022-12-01T08:38:17,,050-0010-L_304,050-0010_304,,"LINESTRING (161053.32970000058 390377.1328999996, 161060.92590000108 390348.1094000004, 161066.48460000008 390324.62739999965, 161069.4301000014 390309.91800000146, 161072.3515000008 390292.15370000154, 161074.10440000147 390277.243999999, 161074.8660000004 390267.2729999982, 161075.39649999887 390257.2846999988, 161075.5423000008 390252.2815999985, 161075.55480000004 390239.76619999856, 161075.0824000016 390224.7364999987, 161073.89389999956 390209.7798999995, 161072.60429999977 390198.59980000183, 161071.13969999924 390188.7038999982, 161070.33639999852 390183.76850000024, 161068.43290000036 390173.9497999996, 161066.56960000098 390165.47459999844, 161064.10909999907 390155.690200001, 161059.98110000044 390141.2694000006, 161056.9283999987 390131.74230000004, 161052.93279999867 390120.14730000123, 161045.9710999988 390101.3979000002, 161035.68659999967 390075.3216999993)"
hwn_netwerkcategorieen.980,202210,600147193,C,001-0093,A1 KP Beekbergen - Deventer-Oost (v.v.),001-0093-L,Deventer-Oost - KP Beekbergen (L),2,Twello(22) - Voorst(21),asw,hoofdrijbaan,,001,R,c,L,PST,90.072,90.007,Apeldoorn,ON District Noord,RWS Oost-Nederland,67,RW1,A1,0,0,0,0,95883,89573,A1 Hengelo - Apeldoorn,A1L,2022-12-01T08:38:17,,001-0093-L_002,001-0093_002,,"LINESTRING (200599.7939000018 468184.6286999993, 200575.70490000024 468184.26619999856, 200534.8150999993 468172.5091000013)"
hwn_netwerkcategorieen.981,202210,248403061,B,007-0010,A7 Purmerend-Noord - KP Zaandam,007-0010-R,KP Zaandam - Purmerend-Noord (R),5,Wijdewormer(3) - Purmerend-Zuid(4),asw,hoofdrijbaan,Brug over de Wijdewormer,007,R,b,R,OPR,13.641,13.987,Purmerend,WNN District Noord,RWS West-Nederland Noord,356,RW7,A7,0,0,0,0,11210,14100,A7 Zaanstad - Hoorn,A7R,2022-12-01T08:38:17,,007-0010-R_005,007-0010_005,,"LINESTRING (124305.41349999979 501925.71609999985, 124315.60660000145 501938.0667999983, 124325.29320000112 501951.63269999996, 124331.71420000121 501961.7824999988, 124335.59659999982 501968.76689999923, 124339.87750000134 501977.79509999976, 124341.75890000165 501982.4279000014, 124344.84829999879 501990.82930000126, 124347.66330000013 502000.41420000046, 124350.17139999941 502011.33150000125, 124352.00070000067 502021.15989999846, 124355.17280000076 502040.86400000006, 124360.88419999927 502080.45320000127, 124364.87269999832 502111.79300000146, 124368.21620000154 502141.60649999976, 124370.62000000104 502166.4919999987, 124373.01209999993 502196.1768000014, 124375.62939999998 502236.09120000154, 124377.1528000012 502267.9946000017)"
hwn_netwerkcategorieen.982,202210,423444013,B,028-1010,A28 Beheergrens Oost-Nederland - KP Hoogeveen v.v.,028-1010-R,Beheergrens Oost-Nederland - KP Hoogeveen,1,Beheergrens ON/NN - De Wijk(24),asw,hoofdrijbaan,,028,R,#,R,HR,117.06,120.311,Meppel,NN District Oost,RWS Noord-Nederland,3233,RW28,A28,1,0,1,0,117061,120827,A28 Zwolle - Hoogeveen,A28R,2022-12-01T08:38:17,,028-1010-R_001,028-1010_001,,"LINESTRING (211504.37460000068 522013.80480000004, 211539.27109999955 522033.36190000176, 211585.8114 522059.0927999988, 211619.05220000073 522077.10440000147, 211654.9935999997 522096.19220000133, 211690.49170000106 522114.6292000003, 211715.07770000026 522127.02329999954, 211745.11340000108 522141.72399999946, 211781.71770000085 522159.0872000009, 211818.13850000128 522175.62590000033, 211852.17639999837 522190.45710000023, 211870.61609999835 522198.2082000002, 211907.6838000007 522213.24109999835, 211939.74329999834 522225.73970000073, 211976.17990000173 522239.3020000011, 212013.87900000066 522252.67240000144, 212048.50840000063 522264.31329999864, 212079.93989999965 522274.42069999874, 212114.78029999882 522285.05689999834, 212153.20800000057 522296.1587000005, 212190.4539999999 522306.3649000004, 212229.20820000023 522316.2644999996, 212266.40459999815 522325.09970000014, 212305.43239999935 522333.8300999999, 212337.7164000012 522340.5777999982, 212365.89550000057 522346.08249999955, 212385.56480000168 522349.68470000103, 212405.2740000002 522353.0846000016, 212437.74969999865 522358.38280000165, 212477.32779999822 522364.1710000001, 212526.51040000096 522370.70899999887, 212558.12970000133 522374.4759999998, 212582.69209999964 522377.1105999984, 212624.45069999993 522380.8660000004, 212667.84760000184 522384.0571999997, 212695.23919999972 522385.5907000005, 212742.55330000073 522387.7644000016, 212776.66649999842 522388.72459999844, 212796.6634999998 522389.0817999989, 212833.73820000142 522389.32090000063, 212873.7314000018 522388.9715999998, 212913.72430000082 522388.15729999915, 212940.22320000082 522387.4189000018, 212980.19469999894 522385.8980999999, 213003.66919999942 522384.8385999985, 213063.57889999822 522381.5731999986, 213103.50340000167 522379.1004000008, 213150.31159999967 522375.9763999991, 213230.30860000104 522370.2692000009, 213438.61309999973 522355.2094999999, 213990.48169999942 522314.86080000177, 214322.52910000086 522290.74450000003, 214342.44970000163 522288.9230999984, 214362.42049999908 522287.79830000177, 214387.24109999835 522285.9659000002, 214486.17660000175 522278.4699999988, 214545.9871999994 522273.7030999996, 214605.65830000117 522268.3418999985, 214663.94700000063 522262.1865000017)"
hwn_netwerkcategorieen.983,202210,197264034,D,015-0030,A15 KP Benelux - KP Ridderkerk-Noord,015-0030-R-par,parallelbaan KP Benelux - KP Ridderkerk-Noord,107,parallelbaan KP Ridderkerk-Noord,asw,parallelbaan,,015,R,m,R,VBR,63.772,63.914,Ridderkerk,WNZ District Zuid,RWS West-Nederland Zuid,153,RW15,A15,0,1,0,1,63157,63968,A15 Rotterdam Maasvlakte - Ridderkerk,A15R,2022-12-01T08:38:17,,015-0030-R-par_107,015-0030_107,,"LINESTRING (98664.98730000108 432019.3735000007, 98795.18939999864 432099.13369999826)"
hwn_netwerkcategorieen.984,202210,412273011,B,012-0146,A12 Duiven - Grens Duitsland (v.v.),012-0146-R,KP Oud Dijk - Grens Duitsland,1,KP Oud Dijk - Beek(30),asw,hoofdrijbaan,,012,R,g,R,VBS,147.187,147.803,Zevenaar,ON District Zuid,RWS Oost-Nederland,582,RW12,A12,1,0,0,0,147104,149294,A12 Arnhem - Oberhausen,A12R,2022-12-01T08:38:17,,012-0146-R_001,012-0146_001,,"LINESTRING (206476.81480000168 436708.2617999986, 206491.4699999988 436694.65150000155, 206502.30669999868 436684.32279999927, 206509.74439999834 436676.7837000005, 206516.46180000156 436669.36630000174, 206522.87790000066 436661.69519999996, 206528.0923999995 436655.0689999983, 206534.04030000046 436647.0144000016, 206539.63430000097 436638.7254000008, 206544.98950000107 436629.9935000017, 206550.02100000158 436621.01040000096, 206556.72769999877 436607.5731999986, 206560.80090000108 436598.44029999897, 206565.35300000012 436587.14070000127, 206570.373399999 436573.1239, 206576.5672999993 436554.09479999915, 206586.52930000052 436520.54089999944, 206589.46350000054 436510.98110000044, 206594.14979999885 436496.72879999876, 206598.27389999852 436485.4708000012, 206600.11230000108 436480.90100000054, 206602.0031999983 436476.2710000016, 206606.09380000085 436467.1453000009, 206613.1110999994 436453.9259000011, 206619.15830000117 436443.9472000003, 206625.02910000086 436435.8275000006, 206629.46029999852 436430.3962999992, 206632.75890000165 436426.65619999915, 206638.57679999992 436420.58769999817, 206642.22879999876 436417.24500000104, 206645.97150000185 436413.92909999937, 206649.87750000134 436410.80160000175, 206657.75349999964 436404.96759999916, 206662.9475999996 436401.56749999896, 206671.43349999934 436396.5876000002, 206680.41039999947 436392.17080000043, 206688.83529999852 436388.6433000006, 206697.20760000125 436385.70540000126, 206706.81610000134 436383.08680000156, 206711.69289999828 436381.9798000008, 206721.03979999945 436380.3863000013, 206731 436379.4158000015, 206741 436379.18189999834, 206746 436379.32840000093, 206756.003800001 436379.9541000016, 206760.98180000111 436380.5227999985, 206773.00919999927 436382.6484000012, 206777.876600001 436383.8073000014, 206786.22929999977 436386.28379999846, 206790.98090000078 436387.93349999934, 206797.26110000163 436390.3634000011, 206801.87829999998 436392.3568999991, 206806.39440000057 436394.50389999896, 206815.25019999966 436399.18279999867, 206820.7287000008 436402.44729999825, 206824.88120000064 436405.1539000012, 206828.91640000045 436408.1099999994, 206832.82609999925 436411.22740000114, 206838.69689999893 436416.3159000017, 206845.90929999948 436423.2531999983, 206850.7325000018 436428.4343000017, 206856.7324000001 436435.6504999995)"
