ID,SUBTYPE,TIJDSTIP_REGISTRATIE,BGTBRONHOUDERCODE,BGTBRONHOUDER,BGTSTATUS,RELATIEVEHOOGTELIGGING,POSITIONELE_NAUWKEURIGHEID_MM,NAAM,STATUS,LENGTE
6870229,stuw,2015/02/20 14:38:19+00,G0753,Best,bestaand,0,283,,,0.138
6870230,stuw,2015/02/20 14:38:19+00,G0753,Best,bestaand,0,283,,,0.5
6870231,stuw,2015/02/20 14:38:19+00,G0753,Best,bestaand,0,283,,,0.299
6870232,stuw,2015/02/20 14:38:19+00,G0753,Best,bestaand,0,283,,,0.69
6870233,stuw,2015/02/20 14:38:19+00,G0753,Best,bestaand,0,283,,,11.239
6870234,stuw,2015/02/20 14:38:19+00,G0753,Best,bestaand,0,283,,,1.44
6870235,stuw,2015/02/20 14:38:19+00,G0753,Best,bestaand,0,283,,,2.796
6870236,stuw,2015/02/20 14:38:19+00,G0753,Best,bestaand,0,283,,,0.099
6870237,stuw,2015/02/20 14:38:19+00,G0753,Best,bestaand,0,283,,,0.5
6870238,stuw,2015/02/20 14:38:19+00,G0753,Best,bestaand,0,283,,,0.25
6870239,stuw,2015/02/20 14:38:19+00,G0753,Best,bestaand,0,283,,,0.5
6870240,stuw,2015/02/20 14:38:19+00,G0753,Best,bestaand,0,283,,,0.4
6870241,stuw,2015/02/20 14:38:19+00,G0753,Best,bestaand,0,283,,,0.247
6870242,stuw,2015/02/20 14:38:19+00,G0753,Best,bestaand,0,283,,,1.915
6870243,stuw,2015/02/20 14:38:19+00,G0753,Best,bestaand,0,283,,,3.986
6870244,stuw,2015/02/20 14:38:19+00,G0753,Best,bestaand,0,283,,,0.501
6870245,stuw,2015/02/20 14:38:19+00,G0753,Best,bestaand,0,283,,,5.534
6870246,stuw,2015/02/20 14:38:19+00,G0753,Best,bestaand,0,283,,,5.165
6870247,stuw,2015/02/20 14:38:19+00,G0753,Best,bestaand,0,283,,,30.353
6870248,stuw,2015/02/20 14:38:19+00,G0753,Best,bestaand,0,283,,,3.493
6870249,stuw,2015/02/20 14:38:19+00,G0753,Best,bestaand,0,283,,,4.955
6870250,stuw,2015/02/20 14:38:19+00,G0753,Best,bestaand,0,283,,,1.088
6870251,stuw,2015/02/20 14:38:19+00,G0753,Best,bestaand,0,283,,,19.271
6870252,stuw,2015/02/20 14:38:19+00,G0753,Best,bestaand,0,283,,,2.115
6870253,stuw,2015/02/20 14:38:19+00,G0753,Best,bestaand,0,283,,,0.252
6870254,stuw,2015/02/20 14:38:19+00,G0753,Best,bestaand,0,283,,,0.5
6870255,stuw,2015/02/20 14:38:19+00,G0753,Best,bestaand,0,283,,,0.923
6870256,stuw,2015/02/20 14:38:19+00,G0753,Best,bestaand,0,283,,,0.34
6870257,stuw,2015/02/20 14:38:19+00,G0753,Best,bestaand,0,283,,,11.58
6870258,stuw,2015/02/20 14:38:19+00,G0753,Best,bestaand,0,283,,,5.144
6870259,stuw,2015/02/20 14:38:19+00,G0753,Best,bestaand,0,283,,,2.318
6870260,stuw,2015/02/20 14:38:19+00,G0753,Best,bestaand,0,283,,,0.486
6870261,stuw,2015/02/20 14:38:19+00,G0753,Best,bestaand,0,283,,,0.5
6870262,stuw,2015/02/20 14:38:19+00,G0753,Best,bestaand,0,283,,,3.61
6870263,stuw,2015/02/20 14:38:19+00,G0753,Best,bestaand,0,283,,,8.769
6870264,stuw,2015/02/20 14:38:19+00,G0753,Best,bestaand,0,283,,,3.787
6870265,stuw,2015/02/20 14:38:19+00,G0753,Best,bestaand,0,283,,,0.99
6870266,stuw,2020/07/24 13:48:25+00,G0753,Best,bestaand,0,283,,,0.321
6870267,stuw,2020/07/24 13:48:26+00,G0753,Best,bestaand,0,283,,,5.849
6870268,stuw,2015/02/20 14:38:19+00,G0753,Best,bestaand,0,283,,,0.5
6870269,stuw,2015/02/20 14:38:19+00,G0753,Best,bestaand,0,283,,,4.001
6870270,stuw,2015/02/20 14:38:19+00,G0753,Best,bestaand,0,283,,,9.61
6870271,stuw,2020/07/24 13:48:34+00,G0753,Best,bestaand,0,283,,,5.775
6870272,stuw,2015/02/20 14:38:19+00,G0753,Best,bestaand,0,283,,,2.207
6870273,stuw,2015/02/20 14:38:19+00,G0753,Best,bestaand,0,283,,,1.731
6870274,stuw,2015/02/20 14:38:19+00,G0753,Best,bestaand,0,283,,,0.5
6870275,stuw,2020/07/24 13:48:37+00,G0753,Best,bestaand,0,283,,,0.248
6870276,stuw,2015/02/20 14:38:19+00,G0753,Best,bestaand,0,283,,,4.427
6870277,stuw,2015/02/20 14:38:19+00,G0753,Best,bestaand,0,283,,,1.227
6870278,stuw,2015/02/20 14:38:19+00,G0753,Best,bestaand,0,283,,,0.268
6870279,stuw,2015/02/20 14:38:19+00,G0753,Best,bestaand,0,283,,,0.249
6870280,stuw,2015/02/20 14:38:19+00,G0753,Best,bestaand,0,283,,,0.818
6870281,stuw,2015/02/20 14:38:19+00,G0753,Best,bestaand,0,283,,,15.82
6870282,stuw,2015/02/20 14:38:19+00,G0753,Best,bestaand,0,283,,,0.549
6870283,stuw,2015/02/20 14:38:19+00,G0753,Best,bestaand,0,283,,,0.891
6870284,stuw,2015/02/20 14:38:19+00,G0753,Best,bestaand,0,283,,,8.845
6870285,stuw,2015/02/20 14:38:19+00,G0753,Best,bestaand,0,283,,,10.764
6870286,stuw,2015/02/20 14:38:19+00,G0753,Best,bestaand,0,283,,,1.003
6870287,stuw,2015/02/20 14:38:19+00,G0753,Best,bestaand,0,283,,,0.313
6870288,stuw,2015/02/20 14:38:19+00,G0753,Best,bestaand,0,283,,,1.687
6870289,stuw,2015/02/20 14:38:19+00,G0753,Best,bestaand,0,283,,,26.729
6870290,stuw,2015/02/20 14:38:19+00,G0753,Best,bestaand,0,283,,,5.416
6870291,stuw,2015/02/20 14:38:19+00,G0753,Best,bestaand,0,283,,,0.249
6870292,stuw,2015/02/20 14:38:19+00,G0753,Best,bestaand,0,283,,,1.304
6870293,stuw,2015/02/20 14:38:19+00,G0753,Best,bestaand,0,283,,,0.25
6870294,stuw,2015/02/20 14:38:19+00,G0753,Best,bestaand,0,283,,,0.249
6870295,stuw,2015/02/20 14:38:19+00,G0753,Best,bestaand,0,283,,,19.201
6870296,stuw,2015/02/20 14:38:19+00,G0753,Best,bestaand,0,283,,,3.444
6870297,stuw,2015/02/20 14:38:19+00,G0753,Best,bestaand,0,283,,,4.345
6870298,stuw,2015/02/20 14:38:19+00,G0753,Best,bestaand,0,283,,,1.513
6870299,stuw,2015/02/20 14:38:19+00,G0753,Best,bestaand,0,283,,,2.262
6870300,stuw,2015/02/20 14:38:19+00,G0753,Best,bestaand,0,283,,,1.098
6870301,stuw,2015/02/20 14:38:19+00,G0753,Best,bestaand,0,283,,,2.116
6870302,stuw,2015/02/20 14:38:19+00,G0753,Best,bestaand,0,283,,,0.558
6870303,stuw,2015/02/20 14:38:19+00,G0753,Best,bestaand,0,283,,,1.213
6870305,stuw,2015/02/20 14:38:19+00,G0753,Best,bestaand,0,283,,,0.512
6870306,stuw,2015/02/20 14:38:19+00,G0753,Best,bestaand,0,283,,,1.156
6870307,stuw,2015/02/20 14:38:19+00,G0753,Best,bestaand,0,283,,,6.871
6870308,stuw,2015/02/20 14:38:19+00,G0753,Best,bestaand,0,283,,,0.475
6870309,stuw,2015/02/20 14:38:19+00,G0753,Best,bestaand,0,283,,,0.249
6870310,stuw,2015/02/20 14:38:19+00,G0753,Best,bestaand,0,283,,,4.189
6870311,stuw,2015/02/20 14:38:19+00,G0753,Best,bestaand,0,283,,,1.82
6870312,stuw,2015/02/20 14:38:19+00,G0753,Best,bestaand,0,283,,,1.223
6870313,stuw,2015/02/20 14:38:19+00,G0753,Best,bestaand,0,283,,,3.902
6870314,stuw,2015/02/20 14:38:19+00,G0753,Best,bestaand,0,283,,,31.995
6870315,stuw,2015/02/20 14:38:19+00,G0753,Best,bestaand,0,283,,,0.049
6870316,stuw,2015/02/20 14:38:19+00,G0753,Best,bestaand,0,283,,,0.5
6870317,stuw,2015/02/20 14:38:19+00,G0753,Best,bestaand,0,283,,,0.248
6870318,stuw,2015/02/20 14:38:19+00,G0753,Best,bestaand,0,283,,,0.251
6870319,stuw,2015/02/20 14:38:19+00,G0753,Best,bestaand,0,283,,,4.302
6870320,stuw,2015/02/20 14:38:19+00,G0753,Best,bestaand,0,283,,,1.603
6870321,stuw,2015/02/20 14:38:19+00,G0753,Best,bestaand,0,283,,,0.45
6870322,stuw,2015/02/20 14:38:19+00,G0753,Best,bestaand,0,283,,,0.314
6870323,stuw,2015/02/20 14:38:19+00,G0753,Best,bestaand,0,283,,,2.354
6870324,stuw,2015/02/20 14:38:19+00,G0753,Best,bestaand,0,283,,,0.266
6870325,stuw,2015/02/20 14:38:19+00,G0753,Best,bestaand,0,283,,,0.499
6870326,stuw,2015/02/20 14:38:19+00,G0753,Best,bestaand,0,283,,,0.848
6870327,stuw,2015/02/20 14:38:19+00,G0753,Best,bestaand,0,283,,,2.195
6870328,stuw,2015/02/20 14:38:19+00,G0753,Best,bestaand,0,283,,,6.496
6870329,stuw,2015/02/20 14:38:19+00,G0753,Best,bestaand,0,283,,,0.648
6870330,stuw,2015/02/20 14:38:19+00,G0753,Best,bestaand,0,283,,,1.233
6870331,stuw,2015/02/20 14:38:19+00,G0753,Best,bestaand,0,283,,,3.5
6870332,stuw,2015/02/20 14:38:19+00,G0753,Best,bestaand,0,283,,,0.339
6870333,stuw,2015/02/20 14:38:19+00,G0753,Best,bestaand,0,283,,,2.168
6870334,stuw,2015/02/20 14:38:19+00,G0753,Best,bestaand,0,283,,,1.978
6870335,stuw,2015/02/20 14:38:19+00,G0753,Best,bestaand,0,283,,,8.922
6870336,stuw,2015/02/20 14:38:19+00,G0753,Best,bestaand,0,283,,,8.122
6870337,stuw,2015/02/20 14:38:19+00,G0753,Best,bestaand,0,283,,,0.896
6870338,stuw,2015/02/20 14:38:19+00,G0753,Best,bestaand,0,283,,,3.525
6870339,stuw,2015/02/20 14:38:19+00,G0753,Best,bestaand,0,283,,,0.25
6870340,stuw,2015/02/20 14:38:19+00,G0753,Best,bestaand,0,283,,,2.992
6870341,stuw,2015/02/20 14:38:19+00,G0753,Best,bestaand,0,283,,,1.645
6870342,stuw,2015/02/20 14:38:19+00,G0753,Best,bestaand,0,283,,,0.161
6870343,stuw,2015/02/20 14:38:19+00,G0753,Best,bestaand,0,283,,,0.571
6870344,stuw,2015/02/20 14:38:19+00,G0753,Best,bestaand,0,283,,,6.299
6870345,stuw,2015/02/20 14:38:19+00,G0753,Best,bestaand,0,283,,,0.323
6870346,stuw,2015/02/20 14:38:19+00,G0753,Best,bestaand,0,283,,,9.611
6870347,stuw,2015/02/20 14:38:19+00,G0753,Best,bestaand,0,283,,,0.501
6870348,stuw,2015/02/20 14:38:19+00,G0753,Best,bestaand,0,283,,,0.499
6870349,stuw,2015/02/20 14:38:19+00,G0753,Best,bestaand,0,283,,,0.247
6870350,stuw,2015/02/20 14:38:19+00,G0753,Best,bestaand,0,283,,,9.61
6870351,stuw,2015/02/20 14:38:19+00,G0753,Best,bestaand,0,283,,,0.464
6870352,stuw,2015/02/20 14:38:19+00,G0753,Best,bestaand,0,283,,,12.998
6870353,stuw,2015/02/20 14:38:19+00,G0753,Best,bestaand,0,283,,,2.728
6870354,stuw,2015/02/20 14:38:19+00,G0753,Best,bestaand,0,283,,,0.548
6870355,stuw,2015/02/20 14:38:19+00,G0753,Best,bestaand,0,283,,,0.677
6870356,stuw,2015/02/20 14:38:19+00,G0753,Best,bestaand,0,283,,,0.9
6870357,stuw,2015/02/20 14:38:19+00,G0753,Best,bestaand,0,283,,,0.501
6870358,stuw,2015/02/20 14:38:19+00,G0753,Best,bestaand,0,283,,,0.343
6870359,stuw,2015/02/20 14:38:19+00,G0753,Best,bestaand,0,283,,,0.559
6870360,stuw,2015/02/20 14:38:19+00,G0753,Best,bestaand,0,283,,,0.064
6870361,stuw,2015/02/20 14:38:19+00,G0753,Best,bestaand,0,283,,,7.602
6870362,stuw,2015/02/20 14:38:19+00,G0753,Best,bestaand,0,283,,,0.225
6870363,stuw,2015/02/20 14:38:19+00,G0753,Best,bestaand,0,283,,,8.574
6870364,stuw,2015/02/20 14:38:19+00,G0753,Best,bestaand,0,283,,,0.5
6870365,stuw,2015/02/20 14:38:19+00,G0753,Best,bestaand,0,283,,,0.175
6870366,stuw,2015/02/20 14:38:19+00,G0753,Best,bestaand,0,283,,,1.004
6870367,stuw,2015/02/20 14:38:19+00,G0753,Best,bestaand,0,283,,,12.92
6870368,stuw,2015/02/20 14:38:19+00,G0753,Best,bestaand,0,283,,,0.25
6870369,stuw,2015/02/20 14:38:19+00,G0753,Best,bestaand,0,283,,,0.5
6870370,stuw,2015/02/20 14:38:19+00,G0753,Best,bestaand,0,283,,,0.499
6870371,stuw,2015/02/20 14:38:19+00,G0753,Best,bestaand,0,283,,,4.146
6870372,stuw,2015/02/20 14:38:19+00,G0753,Best,bestaand,0,283,,,4.383
6870373,stuw,2015/02/20 14:38:19+00,G0753,Best,bestaand,0,283,,,6.682
6870374,stuw,2015/02/20 14:38:19+00,G0753,Best,bestaand,0,283,,,6.871
6870375,stuw,2015/02/20 14:38:19+00,G0753,Best,bestaand,0,283,,,4.561
6870376,stuw,2015/02/20 14:38:19+00,G0753,Best,bestaand,0,283,,,0.188
6870377,stuw,2015/02/20 14:38:19+00,G0753,Best,bestaand,0,283,,,6.811
6870378,stuw,2015/02/20 14:38:19+00,G0753,Best,bestaand,0,283,,,0.25
6870379,stuw,2015/02/20 14:38:19+00,G0753,Best,bestaand,0,283,,,1.372
6870380,stuw,2015/02/20 14:38:19+00,G0753,Best,bestaand,0,283,,,6.685
6870381,stuw,2015/02/20 14:38:19+00,G0753,Best,bestaand,0,283,,,7.931
6870383,stuw,2015/02/20 14:38:19+00,G0753,Best,bestaand,0,283,,,0.25
6870384,stuw,2015/02/20 14:38:19+00,G0753,Best,bestaand,0,283,,,6.513
6870385,stuw,2015/02/20 14:38:19+00,G0753,Best,bestaand,0,283,,,0.605
6870386,stuw,2015/02/20 14:38:19+00,G0753,Best,bestaand,0,283,,,17.555
6870387,stuw,2015/02/20 14:38:19+00,G0753,Best,bestaand,0,283,,,3.059
6870388,stuw,2015/02/20 14:38:19+00,G0753,Best,bestaand,0,283,,,0.444
6870389,stuw,2015/02/20 14:38:19+00,G0753,Best,bestaand,0,283,,,6.327
6870390,stuw,2015/02/20 14:38:19+00,G0753,Best,bestaand,0,283,,,17.046
6870391,stuw,2015/02/20 14:38:19+00,G0753,Best,bestaand,0,283,,,7.646
6870392,stuw,2015/02/20 14:38:19+00,G0753,Best,bestaand,0,283,,,2.609
6870393,stuw,2015/02/20 14:38:19+00,G0753,Best,bestaand,0,283,,,4.063
6870394,stuw,2015/02/20 14:38:19+00,G0753,Best,bestaand,0,283,,,2.634
6870395,stuw,2015/02/20 14:38:19+00,G0753,Best,bestaand,0,283,,,4.991
6870396,stuw,2015/02/20 14:38:19+00,G0753,Best,bestaand,0,283,,,0.25
6870397,stuw,2015/02/20 14:38:19+00,G0753,Best,bestaand,0,283,,,30.156
6870398,stuw,2015/02/20 14:38:19+00,G0753,Best,bestaand,0,283,,,24.947
6870399,stuw,2015/02/20 14:38:19+00,G0753,Best,bestaand,0,283,,,13.637
6870400,stuw,2015/02/20 14:38:19+00,G0753,Best,bestaand,0,283,,,0.478
6870401,stuw,2015/02/20 14:38:19+00,G0753,Best,bestaand,0,283,,,7.645
6870402,stuw,2015/02/20 14:38:19+00,G0753,Best,bestaand,0,283,,,2.358
6870403,stuw,2015/02/20 14:38:19+00,G0753,Best,bestaand,0,283,,,6.098
6870404,stuw,2015/02/20 14:38:19+00,G0753,Best,bestaand,0,283,,,0.499
6870405,stuw,2015/02/20 14:38:19+00,G0753,Best,bestaand,0,283,,,0.249
6870406,stuw,2015/02/20 14:38:19+00,G0753,Best,bestaand,0,283,,,3.783
6870407,stuw,2015/02/20 14:38:19+00,G0753,Best,bestaand,0,283,,,0.25
6870408,stuw,2015/02/20 14:38:19+00,G0753,Best,bestaand,0,283,,,1.845
6870409,stuw,2015/02/20 14:38:19+00,G0753,Best,bestaand,0,283,,,19.334
6870410,stuw,2015/02/20 14:38:19+00,G0753,Best,bestaand,0,283,,,0.508
6870411,stuw,2015/02/20 14:38:19+00,G0753,Best,bestaand,0,283,,,0.08
6870413,stuw,2015/02/20 14:38:19+00,G0753,Best,bestaand,0,283,,,0.202
6870414,stuw,2015/02/20 14:38:19+00,G0753,Best,bestaand,0,283,,,2.643
6870415,stuw,2015/02/20 14:38:19+00,G0753,Best,bestaand,0,283,,,2.913
6870416,stuw,2015/02/20 14:38:19+00,G0753,Best,bestaand,0,283,,,0.479
6870417,stuw,2015/02/20 14:38:19+00,G0753,Best,bestaand,0,283,,,0.585
6870418,stuw,2015/02/20 14:38:19+00,G0753,Best,bestaand,0,283,,,9.092
6870419,stuw,2015/02/20 14:38:19+00,G0753,Best,bestaand,0,283,,,19.334
6870420,stuw,2015/02/20 14:38:19+00,G0753,Best,bestaand,0,283,,,6.759
6870421,stuw,2020/07/24 13:47:29+00,G0753,Best,bestaand,0,283,,,0.679
6870422,stuw,2015/02/20 14:38:19+00,G0753,Best,bestaand,0,283,,,0.173
6870423,stuw,2020/07/24 13:47:33+00,G0753,Best,bestaand,0,283,,,0.341
6870424,stuw,2015/02/20 14:38:19+00,G0753,Best,bestaand,0,283,,,0.15
6870425,stuw,2015/02/20 14:38:19+00,G0753,Best,bestaand,0,283,,,0.246
6870426,stuw,2015/02/20 14:38:19+00,G0753,Best,bestaand,0,283,,,0.251
