OBJECTID,KVDKRHOO,KVDBREED,KVDLENGT,XXXMATER,KWKDATUM,OSMOMSCH,IWS_LEGGERSTATUS,KVDIDENT,OBJECTID_1,KVDIDENT_1,ONDERHOUDSPLICHTIGE_1,ONDERHOUDSVERPLICHTING_1,ONDERHOUDSPLICHTIGE_2,ONDERHOUDSVERPLICHTING_2,Shape__Length
446,,,,,,Vaste dam,1,AD.00-PKD19,,,Aangeland,Gewoon en buitengewoon en constructie,,,16.7265673583229
447,,,,,,Vaste dam,1,AD.00-PKD9,,,Aangeland,Gewoon en buitengewoon en constructie,,,85.1537726126642
448,,,,,,Vaste dam,1,AD.00-PKD20,,,Aangeland,Gewoon en buitengewoon en constructie,,,8.77304026538025
449,,,,,,Vaste dam,1,BE.00-PKD4,,,Aangeland,Gewoon en buitengewoon en constructie,,,11.0057033299603
450,,,,,,Vaste dam,1,BV.00-PKD29,,,Aangeland,Gewoon en buitengewoon en constructie,,,5.47548082722782
451,,,,,,Vaste dam,1,BV.00-PKD30,,,Aangeland,Gewoon en buitengewoon en constructie,,,3.76185592486602
452,,,,,,Vaste dam,1,BV.00-PKD31,,,Aangeland,Gewoon en buitengewoon en constructie,,,5.07659220402909
453,,,,,,Vaste dam,1,BV.00-PKD32,,,Aangeland,Gewoon en buitengewoon en constructie,,,5.25869205969971
454,,,,,,Vaste dam,1,GA.00-PKD137,,,Aangeland,Gewoon en buitengewoon en constructie,,,50.4204224489407
455,,,,,,Vaste dam,1,GA.00-PKD103,,,Aangeland,Gewoon en buitengewoon en constructie,,,5.33350765277353
456,,,,,,Vaste dam,1,GA.00-PKD141,,,Aangeland,Gewoon en buitengewoon en constructie,,,72.594378646289
457,,,,,,Vaste dam,1,GA.00-PKD101,,,Waterschap,Gewoon en buitengewoon en constructie,,,4.42437290660092
458,,,,,,Vaste dam,1,GA.00-PKD90,,,Aangeland,Gewoon en buitengewoon en constructie,,,4.15656412342616
459,,,,,,Vaste dam,1,GA.00-PKD97,,,Aangeland,Gewoon en buitengewoon en constructie,,,3.90887966831239
460,,,,,,Vaste dam,1,GA.00-PKD7,,,Aangeland,Gewoon en buitengewoon en constructie,,,11.8057785825625
461,,,,,,Vaste dam,1,AD.00-PKD12,,,Aangeland,Gewoon en buitengewoon en constructie,,,17.1280784813149
462,,,,,,Vaste dam,1,GA.00-PKD177,,,Aangeland,Gewoon en buitengewoon en constructie,,,3.96868794493727
463,,,,,,Vaste dam,1,GA.00-PKD174,,,Aangeland,Gewoon en buitengewoon en constructie,,,3.9266591644503
464,,,,,,Vaste dam,1,GA.00-PKD175,,,Aangeland,Gewoon en buitengewoon en constructie,,,2.48766890587621
465,,,,,,Vaste dam,1,GA.00-PKD139,,,Aangeland,Gewoon en buitengewoon en constructie,,,5.34676222518743
466,,,,,,Vaste dam,1,GA.00-PKD140,,,Aangeland,Gewoon en buitengewoon en constructie,,,7.61761422633004
467,,,,,,Vaste dam,1,GA.00-PKD99,,,Aangeland,Gewoon en buitengewoon en constructie,,,5.47084484767588
468,,,,,,Vaste dam,1,GA.00-PKD94,,,Aangeland,Gewoon en buitengewoon en constructie,,,3.77212811295124
469,,,,,,Vaste dam,1,GA.00-PKD17,,,Aangeland,Gewoon en buitengewoon en constructie,,,8.81211473981432
470,,,,,,Vaste dam,1,GA.00-PKD18,,,Aangeland,Gewoon en buitengewoon en constructie,,,5.03339424846088
471,,,,,,Vaste dam,1,GA.00-PKD21,,,Aangeland,Gewoon en buitengewoon en constructie,,,5.41619444521131
472,,,,,,Vaste dam,1,GA.00-PKD22,,,Aangeland,Gewoon en buitengewoon en constructie,,,6.75559816594291
473,,,,,,Vaste dam,1,GA.00-PKD20,,,Aangeland,Gewoon en buitengewoon en constructie,,,4.10144116525929
474,,,,,,Vaste dam,1,GA.00-PKD28,,,Aangeland,Gewoon en buitengewoon en constructie,,,3.44973949448487
475,,,,,,Vaste dam,1,GA.00-PKD31,,,Aangeland,Gewoon en buitengewoon en constructie,,,6.44003841433041
476,,,,,,Vaste dam,1,GA.00-PKD33,,,Aangeland,Gewoon en buitengewoon en constructie,,,5.25373950050359
477,,,,,,Vaste dam,1,GA.00-PKD34,,,Aangeland,Gewoon en buitengewoon en constructie,,,13.2882479552942
478,,,,98,,Vaste dam,1,MB.65.21-PKD32,,,Railinfratrust B.V.,Gewoon en buitengewoon en constructie,,,0.561251690636788
479,,,,98,,Vaste dam,1,MB.75.2-PKD37,,,Aangeland,Gewoon en buitengewoon en constructie,,,12.3782591681917
480,,,,98,,Vaste dam,1,MB.20.18-PKD12,,,Aangeland,Gewoon en buitengewoon en constructie,,,6.11493150481926
481,,,,98,,Vaste dam,1,MB.20.4-PKD14,,,Aangeland,Gewoon en buitengewoon en constructie,,,4.83264155128477
482,,,,98,,Vaste dam,1,MB.00-PKD104,,,Aangeland,Gewoon en buitengewoon en constructie,,,5.45696609023769
483,,,,98,,Vaste dam,1,MB.5.16-PKD84,,,Aangeland,Gewoon en buitengewoon en constructie,,,5.67915100873518
484,,,,98,,Vaste dam,1,MB.5.20-PKD88,,,Aangeland,Gewoon en buitengewoon en constructie,,,3.61276362708426
485,,,,98,,Vaste dam,1,MB.5.14-PKD79,,,Aangeland,Gewoon en buitengewoon en constructie,,,4.88446701734006
486,,,,98,,Vaste dam,1,MB.10.6-PKD80,,,Aangeland,Gewoon en buitengewoon en constructie,,,3.95457646791659
487,,,,98,,Vaste dam,1,MB.5.4-PKD71,,,Aangeland,Gewoon en buitengewoon en constructie,,,3.85071907946044
488,,,,98,,Vaste dam,1,MB.5.32-PKD98,,,Aangeland,Gewoon en buitengewoon en constructie,,,5.71051534552992
489,,,,98,,Vaste dam,1,MB.5.28-PKD97,,,Aangeland,Gewoon en buitengewoon en constructie,,,7.90947191737714
490,,,,98,,Vaste dam,1,MW.40.2-PKD17,,,Aangeland,Gewoon en buitengewoon en constructie,,,0.674557136677203
491,,,,98,,Vaste dam,1,MW.35.10-PKD27,,,Aangeland,Gewoon en buitengewoon en constructie,,,2.97341895109497
492,,,,98,,Vaste dam,1,MW.30.2-PKD19,,,Aangeland,Gewoon en buitengewoon en constructie,,,3.57576035714638
493,,,,98,,Vaste dam,1,MW.30.4-PKD24,,,Aangeland,Gewoon en buitengewoon en constructie,,,4.77365453012394
494,,,,98,,Vaste dam,1,MW.20.4-PKD26,,,Aangeland,Gewoon en buitengewoon en constructie,,,2.49774929274603
495,,,,98,,Vaste dam,1,NO.35-PKD5,,,Aangeland,Gewoon en buitengewoon en constructie,,,1.83873535452508
496,,,,98,,Vaste dam,1,MW.20.2-PKD25,,,Aangeland,Gewoon en buitengewoon en constructie,,,4.73806555945641
497,,,,98,,Vaste dam,1,NO.30.8-PKD3,,,Aangeland,Gewoon en buitengewoon en constructie,,,0.809896470644478
498,,,,,,Vaste dam,1,RA.00-PKD77,,,Aangeland,Gewoon en buitengewoon en constructie,,,1.66178656086446
499,,,,98,,Vaste dam,1,GA.70.8-PKD116,,,Aangeland,Gewoon en buitengewoon en constructie,,,2.32317463978197
500,,,,,,Vaste dam,1,RA.40.38-PKD118,,,Aangeland,Gewoon en buitengewoon en constructie,,,4.98912938331509
501,,,,,,Vaste dam,1,RA.70-PKD100,,,Aangeland,Gewoon en buitengewoon en constructie,,,4.82131143453014
502,,,,,,Vaste dam,1,RA.50.6-PKD89,,,Aangeland,Gewoon en buitengewoon en constructie,,,4.31302442576185
503,,,,,,Vaste dam,1,RA.70.2-PKD88,,,Aangeland,Gewoon en buitengewoon en constructie,,,3.4271348452535
504,,,,98,,Vaste dam,1,RB.10.50-PKD35,,,Aangeland,Gewoon en buitengewoon en constructie,,,13.0921976432281
505,,,,,,Vaste dam,1,KV.00-PKD1,,,Aangeland,Gewoon en buitengewoon en constructie,,,8.4036389438122
506,,,,,,Vaste dam,1,KV-PKD11,,,Aangeland,Gewoon en buitengewoon en constructie,,,3.03657072887941
507,,,,,,Vaste dam,1,KV.00-PKD9A,,,Aangeland,Gewoon en buitengewoon en constructie,,,4.66142786883082
508,,,,,,Vaste dam,1,KV.00-PKD10A,,,Aangeland,Gewoon en buitengewoon en constructie,,,3.2364127948201
509,,,,,,Vaste dam,1,KV.00-PKD14,,,Aangeland,Gewoon en buitengewoon en constructie,,,6.14126086786315
510,,,,,,Vaste dam,1,KV.00-PKD19,,,Aangeland,Gewoon en buitengewoon en constructie,,,6.84771138434209
511,,,,,,Vaste dam,1,KV.00-PKD15,,,Aangeland,Gewoon en buitengewoon en constructie,,,7.66666581899207
512,,,,,,Vaste dam,1,KV.00-PKD132,,,Aangeland,Gewoon en buitengewoon en constructie,,,14.5987886081002
513,,,,,,Vaste dam,1,KV.00-PKD13,,,Aangeland,Gewoon en buitengewoon en constructie,,,3.75164318611268
514,,,,,,Vaste dam,1,KV.00-PKD136,,,Aangeland,Gewoon en buitengewoon en constructie,,,7.73130435567473
515,,,,,,Vaste dam,1,KV.00-PKD130,,,Aangeland,Gewoon en buitengewoon en constructie,,,13.0589237291785
516,,,,,,Vaste dam,1,KV.00-PKD112,,,Aangeland,Gewoon en buitengewoon en constructie,,,12.0707400589596
517,,,,,,Vaste dam,1,KV.00-PKD121,,,Aangeland,Gewoon en buitengewoon en constructie,,,9.29067524342972
518,,,,,,Vaste dam,1,KV.00-PKD122,,,Aangeland,Gewoon en buitengewoon en constructie,,,8.50074621637845
519,,,,,,Vaste dam,1,KV.00-PKD125,,,Aangeland,Gewoon en buitengewoon en constructie,,,8.31389939758667
520,,,,,,Vaste dam,1,KV.00-PKD123,,,Aangeland,Gewoon en buitengewoon en constructie,,,9.83463668669555
521,,,,,,Vaste dam,1,KV.00-PKD91,,,Aangeland,Gewoon en buitengewoon en constructie,,,1.26690081863334
522,,,,,,Vaste dam,1,KV.00-PKD90,,,Aangeland,Gewoon en buitengewoon en constructie,,,10.5369529574499
523,,,,,,Vaste dam,1,KV.00-PKD88,,,Aangeland,Gewoon en buitengewoon en constructie,,,9.68988568241556
524,,,,,,Vaste dam,1,KV.00-PKD87,,,Aangeland,Gewoon en buitengewoon en constructie,,,83.5928644807908
525,,,,,,Vaste dam,1,KV.00-PKD85,,,Aangeland,Gewoon en buitengewoon en constructie,,,10.6478299431074
526,,,,,,Vaste dam,1,KV.00-PKD83,,,Aangeland,Gewoon en buitengewoon en constructie,,,11.0265531205211
527,,,,,,Vaste dam,1,KV.00-PKD81,,,Aangeland,Gewoon en buitengewoon en constructie,,,10.441926159889
528,,,,,,Vaste dam,1,KV.00-PKD80,,,Aangeland,Gewoon en buitengewoon en constructie,,,9.47561889499076
529,,,,,,Vaste dam,1,KV.00-PKD78,,,Aangeland,Gewoon en buitengewoon en constructie,,,5.66908307613717
530,,,,,,Vaste dam,1,KV.00-PKD73,,,Aangeland,Gewoon en buitengewoon en constructie,,,5.67031841025734
531,,,,,,Vaste dam,1,KV.00-PKD76,,,Aangeland,Gewoon en buitengewoon en constructie,,,4.99017154066302
532,,,,,,Vaste dam,1,KV.00-PKD40,,,Aangeland,Gewoon en buitengewoon en constructie,,,4.29125954713454
533,,,,,,Vaste dam,1,KV.00-PKD39,,,Aangeland,Gewoon en buitengewoon en constructie,,,8.09728088546886
534,,,,,,Vaste dam,1,KV.00-PKD72,,,Aangeland,Gewoon en buitengewoon en constructie,,,5.74396135691876
535,,,,,,Vaste dam,1,KV.00-PKD71,,,Aangeland,Gewoon en buitengewoon en constructie,,,5.94302172446776
536,,,,,,Vaste dam,1,KV.00-PKD70,,,Aangeland,Gewoon en buitengewoon en constructie,,,6.24888529548638
537,,,,,,Vaste dam,1,KV.00-PKD69,,,Aangeland,Gewoon en buitengewoon en constructie,,,5.83431591778011
538,,,,,,Vaste dam,1,KV.00-PKD67,,,Aangeland,Gewoon en buitengewoon en constructie,,,6.12264815384978
539,,,,,,Vaste dam,1,KV.00-PKD46,,,Aangeland,Gewoon en buitengewoon en constructie,,,13.6019707771884
540,,,,,,Vaste dam,1,KV.00-PKD45,,,Aangeland,Gewoon en buitengewoon en constructie,,,12.7033286697475
541,,,,,,Vaste dam,1,KV.00-PKD44,,,Aangeland,Gewoon en buitengewoon en constructie,,,14.2036076002452
542,,,,,,Vaste dam,1,KV.00-PKD43,,,Aangeland,Gewoon en buitengewoon en constructie,,,13.1764797360887
543,,,,,,Vaste dam,1,KV.00-PKD58,,,Aangeland,Gewoon en buitengewoon en constructie,,,5.88428544560528
544,,,,,,Vaste dam,1,KV.00-PKD65,,,Aangeland,Gewoon en buitengewoon en constructie,,,5.76679706435546
545,,,,,,Vaste dam,1,KV.00-PKD64,,,Aangeland,Gewoon en buitengewoon en constructie,,,3.69962377518403
546,,,,,,Vaste dam,1,KV.00-PKD60A,,,Aangeland,Gewoon en buitengewoon en constructie,,,7.36115449423104
547,,,,,,Vaste dam,1,KV.00-PKD56A,,,Aangeland,Gewoon en buitengewoon en constructie,,,2.06109144921512
548,,,,,,Vaste dam,1,KV.00-PKD119,,,Aangeland,Gewoon en buitengewoon en constructie,,,18.8547170363835
549,,,,,,Vaste dam,1,KV.00-PKD49,,,Aangeland,Gewoon en buitengewoon en constructie,,,6.69820473092402
550,,,,,,Vaste dam,1,KV.00-PKD50,,,Aangeland,Gewoon en buitengewoon en constructie,,,13.0555301038488
551,,,,,,Vaste dam,1,KV.00-PKD28,,,Aangeland,Gewoon en buitengewoon en constructie,,,10.1029283562845
552,,,,,,Vaste dam,1,KV.00-PKD118,,,Aangeland,Gewoon en buitengewoon en constructie,,,5.48556717797749
553,,,,,,Vaste dam,1,KV.00-PKD117,,,Aangeland,Gewoon en buitengewoon en constructie,,,5.51073932768232
554,,,,,,Vaste dam,1,KV.00-PKD114,,,Aangeland,Gewoon en buitengewoon en constructie,,,60.9723214706991
555,,,,,,Vaste dam,1,KV.00-PKD115,,,Aangeland,Gewoon en buitengewoon en constructie,,,136.101303440271
556,,,,,,Vaste dam,1,KV.00-PKD116,,,Aangeland,Gewoon en buitengewoon en constructie,,,4.51728588460406
557,,,,,,Vaste dam,1,KV.00-PKD102,,,Aangeland,Gewoon en buitengewoon en constructie,,,3.91771770383401
558,,,,,,Vaste dam,1,KV.00-PKD99,,,Aangeland,Gewoon en buitengewoon en constructie,,,6.66083041270645
559,,,,,,Vaste dam,1,MB.00-PKD118,,,Aangeland,Gewoon en buitengewoon en constructie,,,4.99016712999019
560,,,,,,Vaste dam,1,MB.00-PKD119,,,Aangeland,Gewoon en buitengewoon en constructie,,,4.989975952331
561,,,,,,Vaste dam,1,MB.00-PKD95,,,Aangeland,Gewoon en buitengewoon en constructie,,,4.9905113953828
562,,,,,,Vaste dam,1,MB.00-PKD144,,,Aangeland,Gewoon en buitengewoon en constructie,,,8.22428042563694
563,,1.5,5,99,,Vaste dam,1,V222,,,Aangeland,Gewoon en buitengewoon en constructie,,,8.32653229271393
564,,1,4,99,,Vaste dam,1,V223,,,Aangeland,Gewoon en buitengewoon en constructie,,,5.00358521320028
565,,1.5,6,99,,Vaste dam,1,V224,,,Aangeland,Gewoon en buitengewoon en constructie,,,13.5462649424075
566,,1.5,4,99,,Vaste dam,1,V229,,,Aangeland,Gewoon en buitengewoon en constructie,,,5.55242685573204
567,,1.5,4,99,,vaste dam,1,V226,,,Aangeland,Gewoon en buitengewoon en constructie,,,7.0868685620285
568,,8,9,99,,Vaste dam,1,V227,,,Aangeland,Gewoon en buitengewoon en constructie,,,12.4443724260808
569,,,,,,vaste dam,1,V228,,,Aangeland,Gewoon en buitengewoon en constructie,,,6.87655160637815
570,,3,10,99,,Vaste dam,1,V230,,,Aangeland,Gewoon en buitengewoon en constructie,,,15.5761854755873
571,,2,5,99,,Vaste dam,1,V231,,,Aangeland,Gewoon en buitengewoon en constructie,,,5.55136325615026
572,,1,4,99,,Vaste dam,1,V232,,,Aangeland,Gewoon en buitengewoon en constructie,,,6.57092116961074
573,,1,4,99,,Vaste dam,1,V233,,,Aangeland,Gewoon en buitengewoon en constructie,,,5.88819242047792
574,,3,28,99,,Vaste dam,1,V234,,,Aangeland,Gewoon en buitengewoon en constructie,,,28.6023792368356
575,,2,8,99,,Vaste dam,1,V235,,,Aangeland,Gewoon en buitengewoon en constructie,,,12.2767408120574
576,,2,8,99,,Vaste dam,1,V236,,,Aangeland,Gewoon en buitengewoon en constructie,,,10.5381943403647
577,,1,28,99,,Vaste dam,1,V237,,,Aangeland,Gewoon en buitengewoon en constructie,,,8.60834769157421
578,,2,30,99,,Vaste dam,1,V240,,,Aangeland,Gewoon en buitengewoon en constructie,,,30.4384843393754
579,,2,5,99,,Vaste dam,1,V241,,,Aangeland,Gewoon en buitengewoon en constructie,,,12.6495711380412
580,,1,7,99,,Vaste dam,1,V242,,,Aangeland,Gewoon en buitengewoon en constructie,,,11.9704011616567
581,,3,10,99,,Vaste dam,1,V243,,,Aangeland,Gewoon en buitengewoon en constructie,,,11.1667580350676
582,,1.5,4,99,,Vaste dam,1,V225,,,Aangeland,Gewoon en buitengewoon en constructie,,,7.50400000065565
583,,3,10,99,,Vaste dam,1,V244,,,Aangeland,Gewoon en buitengewoon en constructie,,,10.8145769186395
584,,3,6,99,,Vaste dam,1,V245,,,Aangeland,Gewoon en buitengewoon en constructie,,,7.84071763556725
585,,3,6,99,,Vaste dam,1,V246,,,Aangeland,Gewoon en buitengewoon en constructie,,,8.94097142515934
586,,2,6,99,,Vaste dam,1,V247,,,Aangeland,Gewoon en buitengewoon en constructie,,,8.39833138102038
587,,3,7,99,,Vaste dam,1,V249,,,Aangeland,Gewoon en buitengewoon en constructie,,,7.6857575430869
588,,6,15,99,,Vaste dam,1,V250,,,Aangeland,Gewoon en buitengewoon en constructie,,,5.32234910829393
589,,,,,,Vaste dam,1,V256,,,Aangeland,Gewoon en buitengewoon en constructie,,,6.30769062283527
590,,2,5,99,,Vaste dam,1,V251,,,Aangeland,Gewoon en buitengewoon en constructie,,,6.54205625230324
591,,3,12,99,,Vaste dam,1,V252,,,Aangeland,Gewoon en buitengewoon en constructie,,,11.7949381677567
592,,,,99,,Vaste dam,1,V253,,,Aangeland,Gewoon en buitengewoon en constructie,,,7.71187610243329
593,,,,,,Vaste dam,1,V257,,,Aangeland,Gewoon en buitengewoon en constructie,,,4.29743099229446
594,,,,,,Vaste dam,1,V258,,,Aangeland,Gewoon en buitengewoon en constructie,,,14.1142840060129
595,,,,,,Vaste dam,1,V259,,,Aangeland,Gewoon en buitengewoon en constructie,,,6.19953320795269
596,,,,,,Vaste dam,1,V261,,,Aangeland,Gewoon en buitengewoon en constructie,,,8.29443554415803
597,,,,,,Vaste dam,1,V262,,,Aangeland,Gewoon en buitengewoon en constructie,,,7.59333313015119
598,,,,,,Vaste dam,1,V263,,,Aangeland,Gewoon en buitengewoon en constructie,,,7.59197433012724
599,,,,,,Vaste dam,1,MW.00-PKD6,,,Aangeland,Gewoon en buitengewoon en constructie,,,4.98934865503508
600,,,,,,Vaste dam,1,GA.00-PKD95,,,Aangeland,Gewoon en buitengewoon en constructie,,,9.45829174069697
601,,,,,,Vaste dam,1,GA.00-PKD35,,,Aangeland,Gewoon en buitengewoon en constructie,,,16.859945046594
602,,,,,,Vaste dam,1,GA.00-PKD38,,,Aangeland,Gewoon en buitengewoon en constructie,,,4.86236438970724
603,,,,,,Vaste dam,1,GA.00-PKD96,,,Aangeland,Gewoon en buitengewoon en constructie,,,6.08182127724178
604,,,,,,Vaste dam,1,GA.00-PKD162,,,Aangeland,Gewoon en buitengewoon en constructie,,,5.39240813385281
605,,,,,,Vaste dam,1,GA.00-PKD161,,,Aangeland,Gewoon en buitengewoon en constructie,,,5.27368861811119
606,,,,,,Vaste dam,1,GA.00-PKD165,,,Aangeland,Gewoon en buitengewoon en constructie,,,4.05046904881181
607,,,,,,Vaste dam,1,GA.00-PKD150,,,Aangeland,Gewoon en buitengewoon en constructie,,,3.82470311114305
608,,,,,,Vaste dam,1,GA.00-PKD149,,,Aangeland,Gewoon en buitengewoon en constructie,,,5.18790459398216
609,,,,,,Vaste dam,1,GA.00-PKD146,,,Aangeland,Gewoon en buitengewoon en constructie,,,6.43436315423433
610,,,,,,Vaste dam,1,GA.00-PKD147,,,Aangeland,Gewoon en buitengewoon en constructie,,,5.10392483788023
611,,,,,,Vaste dam,1,GA.00-PKD167,,,Aangeland,Gewoon en buitengewoon en constructie,,,69.98631248539
612,,,,,,Vaste dam,1,GA.00-PKD188,,,Aangeland,Gewoon en buitengewoon en constructie,,,4.44146814272924
613,,,,,,Vaste dam,1,GA.00-PKD189,,,Aangeland,Gewoon en buitengewoon en constructie,,,5.88097785286586
614,,,,,,Vaste dam,1,GA.00-PKD190,,,Aangeland,Gewoon en buitengewoon en constructie,,,5.45354556466132
615,,,,,,Vaste dam,1,GA.00-PKD185,,,Aangeland,Gewoon en buitengewoon en constructie,,,4.3707858204326
616,,,,,,Vaste dam,1,GA.00-PKD183,,,Aangeland,Gewoon en buitengewoon en constructie,,,4.73317923132201
617,,,,,,Vaste dam,1,KV.00-PKD35C,,,Aangeland,Gewoon en buitengewoon en constructie,,,16.4357386471154
618,,,,,,Vaste dam,1,KV.00-PKD148,,,Aangeland,Gewoon en buitengewoon en constructie,,,6.08182127453048
619,,,,,,Vaste dam,1,KV.00-PKD140,,,Aangeland,Gewoon en buitengewoon en constructie,,,6.62248749092673
620,,,,,,Vaste dam,1,KV.00-PKD16,,,Aangeland,Gewoon en buitengewoon en constructie,,,6.09397496242623
621,,,,,,Vaste dam,1,KV.00-PKD8A,,,Aangeland,Gewoon en buitengewoon en constructie,,,7.88327377186499
622,,,,,,Vaste dam,1,KV.00-PKD7,,,Aangeland,Gewoon en buitengewoon en constructie,,,2.87893135873582
623,,,,,,Vaste dam,1,KV.00-PKD6,,,Aangeland,Gewoon en buitengewoon en constructie,,,2.56210283285464
624,,,,,,Vaste dam,1,KV.00-PKD5,,,Aangeland,Gewoon en buitengewoon en constructie,,,2.56657598752005
625,,,,,,Vaste dam,1,KV.00-PKD4,,,Aangeland,Gewoon en buitengewoon en constructie,,,2.37781052395965
626,,,,,,Vaste dam,1,KV.00-PKD3,,,Aangeland,Gewoon en buitengewoon en constructie,,,2.39721339026374
627,,,,,,Vaste dam,1,KV.00-PKD2,,,Aangeland,Gewoon en buitengewoon en constructie,,,4.95633243354141
628,,,,,,Vaste dam,1,V264,,,Aangeland,Gewoon en buitengewoon en constructie,,,8.6762893563828
629,,,,,,Vaste dam,1,V265,,,Aangeland,Gewoon en buitengewoon en constructie,,,7.75579298737195
630,,,,,,Vaste dam,1,V266,,,Aangeland,Gewoon en buitengewoon en constructie,,,7.78563395196634
631,,,,,,Vaste dam,1,V267,,,Aangeland,Gewoon en buitengewoon en constructie,,,5.3675120868557
632,,,,,,Vaste dam,1,V268,,,Aangeland,Gewoon en buitengewoon en constructie,,,2.35731711828594
633,,,,,,Vaste dam,1,V269,,,Aangeland,Gewoon en buitengewoon en constructie,,,1.95640614106287
634,,,,,,Vaste dam,1,V270,,,Aangeland,Gewoon en buitengewoon en constructie,,,5.78624273817702
635,,,,,,Vaste dam,1,V271,,,Aangeland,Gewoon en buitengewoon en constructie,,,9.70021778405367
636,,,,,,Vaste dam,1,V272,,,Aangeland,Gewoon en buitengewoon en constructie,,,21.063503219029
637,,,,,,Vaste dam,1,V273,,,Aangeland,Gewoon en buitengewoon en constructie,,,29.1555044051226
638,,,,,,Vaste dam,1,V274,,,Aangeland,Gewoon en buitengewoon en constructie,,,10.0052914501243
639,,,,,,Vaste dam,1,V275,,,Aangeland,Gewoon en buitengewoon en constructie,,,30.1931359262248
640,,,,,,Vaste dam,1,V276,,,Aangeland,Gewoon en buitengewoon en constructie,,,9.36947308956549
641,,,,,,Vaste dam,1,V277,,,Aangeland,Gewoon en buitengewoon en constructie,,,11.0943619022836
642,,,,,,Vaste dam,1,V278,,,Aangeland,Gewoon en buitengewoon en constructie,,,8.26378762938207
643,,,,,,Vaste dam,1,V282,,,Aangeland,Gewoon en buitengewoon en constructie,,,6.15594784389849
644,,,,,,Vaste dam,1,V280,,,Houder vergunning,Gewoon en buitengewoon en constructie,,,21.1620107989359
645,,2,4.5,,,Vaste dam,1,V281,,,Aangeland,Gewoon en buitengewoon en constructie,,,4.40683332919761
646,,,,,,Vaste dam,1,V283,,,Aangeland,Gewoon en buitengewoon en constructie,,,8.77106755193885
647,,,,,,Vaste dam,1,V284,,,Aangeland,Gewoon en buitengewoon en constructie,,,8.35242174608075
648,,,,,,Vaste dam,1,V285,,,Aangeland,Gewoon en buitengewoon en constructie,,,6.85999999943306
649,,,,,,Vaste dam,1,V286,,,Aangeland,Gewoon en buitengewoon en constructie,,,14.8290971121712
650,,,,,,Vaste dam,1,V287,,,Aangeland,Gewoon en buitengewoon en constructie,,,10.148364908958
651,,2.5,8,99,,Vaste dam,1,V288,,,Aangeland,Gewoon en buitengewoon en constructie,,,8.16076061963527
652,,2.5,10,99,,Vaste dam,1,V289,,,Aangeland,Gewoon en buitengewoon en constructie,,,11.0845872255322
653,,2.5,10,99,,Vaste dam,1,V290,,,Aangeland,Gewoon en buitengewoon en constructie,,,11.2442190257982
654,,,,99,,Vaste dam,1,V291,,,Aangeland,Gewoon en buitengewoon en constructie,,,9.22683700029241
655,,,,99,,Vaste dam,1,V292,,,Aangeland,Gewoon en buitengewoon en constructie,,,8.30811291964659
656,,,,,,Vaste dam,1,V293,,,Aangeland,Gewoon en buitengewoon en constructie,,,7.80269530204092
657,,,,,,Vaste dam,1,V311,,,Aangeland,Gewoon en buitengewoon en constructie,,,16.5376845298096
658,,,,,,Vaste dam,1,V312,,,Aangeland,Gewoon en buitengewoon en constructie,,,12.0678941745202
659,,,,,,Vaste dam,1,V313,,,Aangeland,Gewoon en buitengewoon en constructie,,,11.9269589408378
660,,,,,2011,Vaste dam,1,V323,,,Aangeland,Gewoon en buitengewoon en constructie,,,6.02154448296461
661,,,,,2011,Vaste dam,1,V324,,,Aangeland,Gewoon en buitengewoon en constructie,,,4.70944862618111
662,,,,,2011,Vaste dam,1,V325,,,Aangeland,Gewoon en buitengewoon en constructie,,,6.18516712561956
663,,,,,2011,Vaste dam,1,V326,,,Aangeland,Gewoon en buitengewoon en constructie,,,8.42738096724847
664,,,,,2011,Vaste dam,1,V327,,,Aangeland,Gewoon en buitengewoon en constructie,,,5.025464150908
665,,,,,2011,Vaste dam,1,V328,,,Aangeland,Gewoon en buitengewoon en constructie,,,6.81402684643963
666,,,,,2011,Vaste dam,1,V332,,,Aangeland,Gewoon en buitengewoon en constructie,,,5.61890734268867
667,,,,,2011,Vaste dam,1,V329,,,Aangeland,Gewoon en buitengewoon en constructie,,,5.79802014543062
668,,,,,2011,Vaste dam,1,V330,,,Aangeland,Gewoon en buitengewoon en constructie,,,5.04930310559339
669,,,,,2011,Vaste dam,1,V331,,,Aangeland,Gewoon en buitengewoon en constructie,,,5.32502994019389
670,,,,,2011,Vaste dam,1,V333,,,Aangeland,Gewoon en buitengewoon en constructie,,,4.3056305902249
671,,,,,2011,Vaste dam,1,V336,,,Aangeland,Gewoon en buitengewoon en constructie,,,7.80138713124754
672,,,,,2011,Vaste dam,1,V337,,,Aangeland,Gewoon en buitengewoon en constructie,,,10.2215218172759
673,,,,,2011,Vaste dam,1,V338,,,Aangeland,Gewoon en buitengewoon en constructie,,,10.0032386911451
674,,,,,2011,Vaste dam,1,V339,,,Aangeland,Gewoon en buitengewoon en constructie,,,5.92058538703683
675,,,,,2011,Vaste dam,1,V341,,,Aangeland,Gewoon en buitengewoon en constructie,,,3.98152358841436
676,,,,,2011,Vaste dam,1,V342,,,Aangeland,Gewoon en buitengewoon en constructie,,,16.4830488549621
677,,,,,2011,Vaste dam,1,V343,,,Aangeland,Gewoon en buitengewoon en constructie,,,7.30798576011115
