OBJECTID,Entity,Layer,Color,Linetype,Elevation,LineWt,RefName,M02_GRONDSLAGPUNT,KENPUNT_WATER,KENPUNT_STEIGER,KENPUNT_TRAP,Shape__Length
54,Insert,Soort_Punt_aanduiding,4,Continuous,12.34,25,M02_GRONDSLAGPUNT,T09,,,,0.156880336890331
55,Insert,Soort_Punt_aanduiding,4,Continuous,12.44,25,M02_GRONDSLAGPUNT,T09,,,,0.156880336890331
56,Insert,Soort_Punt_aanduiding,4,Continuous,12.46,25,M02_GRONDSLAGPUNT,T09,,,,0.156880336890331
57,Insert,Soort_Punt_aanduiding,4,Continuous,10.9,25,M02_GRONDSLAGPUNT,Q39,,,,0.156880336890331
58,Insert,Soort_Punt_aanduiding,4,Continuous,12.07,25,M02_GRONDSLAGPUNT,Q19,,,,0.156880336890331
59,Insert,Soort_Punt_aanduiding,4,Continuous,11.02,25,M02_GRONDSLAGPUNT,Q19,,,,0.156880336890331
60,Insert,Soort_Punt_aanduiding,4,Continuous,11.01,25,M02_GRONDSLAGPUNT,Q19,,,,0.156880336890331
61,Insert,Soort_Punt_aanduiding,4,Continuous,12,25,M02_GRONDSLAGPUNT,Q19,,,,0.156880336890331
62,Insert,Soort_Punt_aanduiding,4,Continuous,10.99,25,M02_GRONDSLAGPUNT,Q19,,,,0.156880336890331
63,Insert,Soort_Punt_aanduiding,4,Continuous,11.99,25,M02_GRONDSLAGPUNT,Q19,,,,0.156880336890331
64,Insert,Soort_Punt_aanduiding,4,Continuous,11.89,25,M02_GRONDSLAGPUNT,T09,,,,0.156880336890331
65,Insert,Soort_Punt_aanduiding,4,Continuous,11.84,25,M02_GRONDSLAGPUNT,T09,,,,0.156880336890331
66,Insert,Soort_Punt_aanduiding,4,Continuous,12,25,M02_GRONDSLAGPUNT,T09,,,,0.156880336890331
67,Insert,Soort_Punt_aanduiding,4,Continuous,12.09,25,M02_GRONDSLAGPUNT,T09,,,,0.156880336890331
68,Insert,Soort_Punt_aanduiding,4,Continuous,12.09,25,M02_GRONDSLAGPUNT,Q19,,,,0.156880336890331
69,Insert,Soort_Punt_aanduiding,4,Continuous,11.11,25,M02_GRONDSLAGPUNT,Q19,,,,0.156880336890331
70,Insert,Soort_Punt_aanduiding,4,Continuous,11.02,25,M02_GRONDSLAGPUNT,Q19,,,,0.156880336890331
71,Insert,Soort_Punt_aanduiding,4,Continuous,11.05,25,M02_GRONDSLAGPUNT,Q19,,,,0.156880336890331
72,Insert,Soort_Punt_aanduiding,4,Continuous,12.11,25,M02_GRONDSLAGPUNT,Q19,,,,0.156880336890331
73,Insert,Soort_Punt_aanduiding,4,Continuous,12.05,25,M02_GRONDSLAGPUNT,Q19,,,,0.156880336890331
74,Insert,Soort_Punt_aanduiding,4,Continuous,11.11,25,M02_GRONDSLAGPUNT,Q19,,,,0.156880336890331
75,Insert,Soort_Punt_aanduiding,4,Continuous,11.01,25,M02_GRONDSLAGPUNT,Q19,,,,0.156880336890331
76,Insert,Soort_Punt_aanduiding,4,Continuous,11.04,25,M02_GRONDSLAGPUNT,Q19,,,,0.156880336890331
77,Insert,Soort_Punt_aanduiding,4,Continuous,12.01,25,M02_GRONDSLAGPUNT,Q19,,,,0.156880336890331
78,Insert,Soort_Punt_aanduiding,4,Continuous,11.27,25,M02_GRONDSLAGPUNT,Q39,,,,0.156880336890331
79,Insert,Soort_Punt_aanduiding,4,Continuous,12.05,25,M02_GRONDSLAGPUNT,T09,,,,0.156880336890331
80,Insert,Soort_Punt_aanduiding,4,Continuous,12.02,25,M02_GRONDSLAGPUNT,T09,,,,0.156880336890331
81,Insert,Soort_Punt_aanduiding,4,Continuous,12.04,25,M02_GRONDSLAGPUNT,T09,,,,0.156880336890331
82,Insert,Soort_Punt_aanduiding,4,Continuous,11.25,25,M02_GRONDSLAGPUNT,W10,,,,0.156880336890331
83,Insert,Soort_Punt_aanduiding,4,Continuous,11.3,25,M02_GRONDSLAGPUNT,Q39,,,,0.156880336890331
84,Insert,Soort_Punt_aanduiding,4,Continuous,12.21,25,M02_GRONDSLAGPUNT,Q19,,,,0.156880336890331
85,Insert,Soort_Punt_aanduiding,4,Continuous,11.36,25,M02_GRONDSLAGPUNT,Q19,,,,0.156880336890331
86,Insert,Soort_Punt_aanduiding,4,Continuous,11.26,25,M02_GRONDSLAGPUNT,Q19,,,,0.156880336890331
87,Insert,Soort_Punt_aanduiding,4,Continuous,11.29,25,M02_GRONDSLAGPUNT,Q19,,,,0.156880336890331
88,Insert,Soort_Punt_aanduiding,4,Continuous,12.18,25,M02_GRONDSLAGPUNT,Q19,,,,0.156880336890331
89,Insert,Soort_Punt_aanduiding,4,Continuous,12.52,25,M02_GRONDSLAGPUNT,Q06,,,,0.156880336890331
90,Insert,Soort_Punt_aanduiding,4,Continuous,12.52,25,M02_GRONDSLAGPUNT,Q19,,,,0.156880336890331
91,Insert,Soort_Punt_aanduiding,4,Continuous,11.89,25,M02_GRONDSLAGPUNT,Q19,,,,0.156880336890331
92,Insert,Soort_Punt_aanduiding,4,Continuous,11.29,25,M02_GRONDSLAGPUNT,Q19,,,,0.156880336890331
93,Insert,Soort_Punt_aanduiding,4,Continuous,11.23,25,M02_GRONDSLAGPUNT,Q19,,,,0.156880336890331
94,Insert,Soort_Punt_aanduiding,4,Continuous,11.32,25,M02_GRONDSLAGPUNT,Q19,,,,0.156880336890331
95,Insert,Soort_Punt_aanduiding,4,Continuous,12.08,25,M02_GRONDSLAGPUNT,Q19,,,,0.156880336890331
96,Insert,Soort_Punt_aanduiding,4,Continuous,12.51,25,M02_GRONDSLAGPUNT,Q06,,,,0.156880336890331
97,Insert,Soort_Punt_aanduiding,4,Continuous,12.51,25,M02_GRONDSLAGPUNT,Q19,,,,0.156880336890331
98,Insert,Soort_Punt_aanduiding,4,Continuous,12.05,25,M02_GRONDSLAGPUNT,Q19,,,,0.156880336890331
99,Insert,Soort_Punt_aanduiding,4,Continuous,11.3,25,M02_GRONDSLAGPUNT,Q19,,,,0.156880336890331
100,Insert,Soort_Punt_aanduiding,4,Continuous,11.29,25,M02_GRONDSLAGPUNT,Q19,,,,0.156880336890331
101,Insert,Soort_Punt_aanduiding,4,Continuous,11.33,25,M02_GRONDSLAGPUNT,Q19,,,,0.156880336890331
102,Insert,Soort_Punt_aanduiding,4,Continuous,12.22,25,M02_GRONDSLAGPUNT,Q19,,,,0.156880336890331
103,Insert,Soort_Punt_aanduiding,4,Continuous,12.44,25,M02_GRONDSLAGPUNT,Q06,,,,0.156880336890331
104,Insert,Soort_Punt_aanduiding,4,Continuous,12.36,25,M02_GRONDSLAGPUNT,Q06,,,,0.156880336890331
105,Insert,Soort_Punt_aanduiding,4,Continuous,12.36,25,M02_GRONDSLAGPUNT,Q19,,,,0.156880336890331
106,Insert,Soort_Punt_aanduiding,4,Continuous,11.76,25,M02_GRONDSLAGPUNT,Q19,,,,0.156880336890331
107,Insert,Soort_Punt_aanduiding,4,Continuous,11.2,25,M02_GRONDSLAGPUNT,Q19,,,,0.156880336890331
108,Insert,Soort_Punt_aanduiding,4,Continuous,11.19,25,M02_GRONDSLAGPUNT,Q19,,,,0.156880336890331
109,Insert,Soort_Punt_aanduiding,4,Continuous,11.24,25,M02_GRONDSLAGPUNT,Q19,,,,0.156880336890331
110,Insert,Soort_Punt_aanduiding,4,Continuous,12.29,25,M02_GRONDSLAGPUNT,Q19,,,,0.156880336890331
111,Insert,Soort_Punt_aanduiding,4,Continuous,12.37,25,M02_GRONDSLAGPUNT,Q06,,,,0.156880336890331
112,Insert,Soort_Punt_aanduiding,4,Continuous,12.1,25,M02_GRONDSLAGPUNT,Q19,,,,0.156880336890331
113,Insert,Soort_Punt_aanduiding,4,Continuous,11.83,25,M02_GRONDSLAGPUNT,Q19,,,,0.156880336890331
114,Insert,Soort_Punt_aanduiding,4,Continuous,11.45,25,M02_GRONDSLAGPUNT,Q19,,,,0.156880336890331
115,Insert,Soort_Punt_aanduiding,4,Continuous,11.41,25,M02_GRONDSLAGPUNT,Q19,,,,0.156880336890331
116,Insert,Soort_Punt_aanduiding,4,Continuous,11.44,25,M02_GRONDSLAGPUNT,Q19,,,,0.156880336890331
117,Insert,Soort_Punt_aanduiding,4,Continuous,12.31,25,M02_GRONDSLAGPUNT,Q19,,,,0.156880336890331
118,Insert,Soort_Punt_aanduiding,4,Continuous,11.81,25,M02_GRONDSLAGPUNT,Q39,,,,0.156880336890331
119,Insert,Soort_Punt_aanduiding,4,Continuous,12.18,25,M02_GRONDSLAGPUNT,T09,,,,0.156880336890331
120,Insert,Soort_Punt_aanduiding,4,Continuous,12.19,25,M02_GRONDSLAGPUNT,T09,,,,0.156880336890331
121,Insert,Soort_Punt_aanduiding,4,Continuous,12.12,25,M02_GRONDSLAGPUNT,T09,,,,0.156880336890331
122,Insert,Soort_Punt_aanduiding,4,Continuous,11.96,25,M02_GRONDSLAGPUNT,T09,,,,0.156880336890331
123,Insert,Soort_Punt_aanduiding,4,Continuous,12.24,25,M02_GRONDSLAGPUNT,T09,,,,0.156880336890331
124,Insert,Soort_Punt_aanduiding,4,Continuous,12.36,25,M02_GRONDSLAGPUNT,T09,,,,0.156880336890331
125,Insert,Soort_Punt_aanduiding,4,Continuous,11.06,25,M02_GRONDSLAGPUNT,Q39,,,,0.156880336890331
126,Insert,Soort_Punt_aanduiding,4,Continuous,12.13,25,M02_GRONDSLAGPUNT,Q06,,,,0.156880336890331
127,Insert,Soort_Punt_aanduiding,4,Continuous,11.86,25,M02_GRONDSLAGPUNT,Q19,,,,0.156880336890331
128,Insert,Soort_Punt_aanduiding,4,Continuous,11.12,25,M02_GRONDSLAGPUNT,Q19,,,,0.156880336890331
129,Insert,Soort_Punt_aanduiding,4,Continuous,11.1,25,M02_GRONDSLAGPUNT,Q19,,,,0.156880336890331
130,Insert,Soort_Punt_aanduiding,4,Continuous,11.16,25,M02_GRONDSLAGPUNT,Q19,,,,0.156880336890331
131,Insert,Soort_Punt_aanduiding,4,Continuous,12.15,25,M02_GRONDSLAGPUNT,Q19,,,,0.156880336890331
132,Insert,Soort_Punt_aanduiding,4,Continuous,12.14,25,M02_GRONDSLAGPUNT,Q19,,,,0.156880336890331
133,Insert,Soort_Punt_aanduiding,4,Continuous,12.12,25,M02_GRONDSLAGPUNT,Q19,,,,0.156880336890331
134,Insert,Soort_Punt_aanduiding,4,Continuous,11.21,25,M02_GRONDSLAGPUNT,Q19,,,,0.156880336890331
135,Insert,Soort_Punt_aanduiding,4,Continuous,11.18,25,M02_GRONDSLAGPUNT,Q19,,,,0.156880336890331
136,Insert,Soort_Punt_aanduiding,4,Continuous,11.22,25,M02_GRONDSLAGPUNT,Q19,,,,0.156880336890331
137,Insert,Soort_Punt_aanduiding,4,Continuous,12.2,25,M02_GRONDSLAGPUNT,Q19,,,,0.156880336890331
138,Insert,Soort_Punt_aanduiding,4,Continuous,12.2,25,M02_GRONDSLAGPUNT,Q19,,,,0.156880336890331
139,Insert,Soort_Punt_aanduiding,4,Continuous,12.21,25,M02_GRONDSLAGPUNT,Q06,,,,0.156880336890331
140,Insert,Soort_Punt_aanduiding,4,Continuous,12.05,25,M02_GRONDSLAGPUNT,Q19,,,,0.156880336890331
141,Insert,Soort_Punt_aanduiding,4,Continuous,11.11,25,M02_GRONDSLAGPUNT,Q19,,,,0.156880336890331
142,Insert,Soort_Punt_aanduiding,4,Continuous,11.05,25,M02_GRONDSLAGPUNT,Q19,,,,0.156880336890331
143,Insert,Soort_Punt_aanduiding,4,Continuous,11.11,25,M02_GRONDSLAGPUNT,Q19,,,,0.156880336890331
144,Insert,Soort_Punt_aanduiding,4,Continuous,11.98,25,M02_GRONDSLAGPUNT,Q19,,,,0.156880336890331
145,Insert,Soort_Punt_aanduiding,4,Continuous,12.18,25,M02_GRONDSLAGPUNT,Q19,,,,0.156880336890331
146,Insert,Soort_Punt_aanduiding,4,Continuous,11.09,25,M02_GRONDSLAGPUNT,Q19,,,,0.156880336890331
147,Insert,Soort_Punt_aanduiding,4,Continuous,10.98,25,M02_GRONDSLAGPUNT,Q19,,,,0.156880336890331
148,Insert,Soort_Punt_aanduiding,4,Continuous,11.14,25,M02_GRONDSLAGPUNT,Q19,,,,0.156880336890331
149,Insert,Soort_Punt_aanduiding,4,Continuous,12.12,25,M02_GRONDSLAGPUNT,Q19,,,,0.156880336890331
150,Insert,Soort_Punt_aanduiding,4,Continuous,11.29,25,M02_GRONDSLAGPUNT,Q39,,,,0.156880336890331
151,Insert,Soort_Punt_aanduiding,4,Continuous,12.18,25,M02_GRONDSLAGPUNT,T09,,,,0.156880336890331
152,Insert,Soort_Punt_aanduiding,4,Continuous,12.07,25,M02_GRONDSLAGPUNT,T09,,,,0.156880336890331
153,Insert,Hoogtecijfer,7,Continuous,10.88,25,M02_GRONDSLAGPUNT,10.88,,,,0.0783627170715929
154,Insert,Hoogtecijfer,7,Continuous,12.06,25,M02_GRONDSLAGPUNT,12.06,,,,0.0783627170715929
155,Insert,Hoogtecijfer,7,Continuous,10.97,25,M02_GRONDSLAGPUNT,10.97,,,,0.0783627170715929
156,Insert,Hoogtecijfer,7,Continuous,10.94,25,M02_GRONDSLAGPUNT,10.94,,,,0.0783627170715929
157,Insert,Hoogtecijfer,7,Continuous,10.98,25,M02_GRONDSLAGPUNT,10.98,,,,0.0783627170715929
158,Insert,Hoogtecijfer,7,Continuous,11.72,25,M02_GRONDSLAGPUNT,11.72,,,,0.0783627170715929
159,Insert,Hoogtecijfer,7,Continuous,12.2,25,M02_GRONDSLAGPUNT,12.20,,,,0.0783627170715929
160,Insert,Hoogtecijfer,7,Continuous,11.04,25,M02_GRONDSLAGPUNT,11.04,,,,0.0783627170715929
161,Insert,Hoogtecijfer,7,Continuous,11.01,25,M02_GRONDSLAGPUNT,11.01,,,,0.0783627170715929
162,Insert,Hoogtecijfer,7,Continuous,11.09,25,M02_GRONDSLAGPUNT,11.09,,,,0.0783627170715929
163,Insert,Hoogtecijfer,7,Continuous,12.06,25,M02_GRONDSLAGPUNT,12.06,,,,0.0783627170715929
164,Insert,Hoogtecijfer,7,Continuous,12.34,25,M02_GRONDSLAGPUNT,12.34,,,,0.0783627170715929
165,Insert,Hoogtecijfer,7,Continuous,11.2,25,M02_GRONDSLAGPUNT,11.20,,,,0.0783627170715929
166,Insert,Hoogtecijfer,7,Continuous,11.18,25,M02_GRONDSLAGPUNT,11.18,,,,0.0783627170715929
167,Insert,Hoogtecijfer,7,Continuous,11.33,25,M02_GRONDSLAGPUNT,11.33,,,,0.0783627170715929
168,Insert,Hoogtecijfer,7,Continuous,12.11,25,M02_GRONDSLAGPUNT,12.11,,,,0.0783627170715929
169,Insert,Hoogtecijfer,7,Continuous,11.89,25,M02_GRONDSLAGPUNT,11.89,,,,0.0783627170715929
170,Insert,Hoogtecijfer,7,Continuous,12.26,25,M02_GRONDSLAGPUNT,12.26,,,,0.0783627170715929
171,Insert,Hoogtecijfer,7,Continuous,11.24,25,M02_GRONDSLAGPUNT,11.24,,,,0.0783627170715929
172,Insert,Hoogtecijfer,7,Continuous,11.22,25,M02_GRONDSLAGPUNT,11.22,,,,0.0783627170715929
173,Insert,Hoogtecijfer,7,Continuous,11.25,25,M02_GRONDSLAGPUNT,11.25,,,,0.0783627170715929
174,Insert,Hoogtecijfer,7,Continuous,12.09,25,M02_GRONDSLAGPUNT,12.09,,,,0.0783627170715929
175,Insert,Hoogtecijfer,7,Continuous,12.14,25,M02_GRONDSLAGPUNT,12.14,,,,0.0783627170715929
176,Insert,Hoogtecijfer,7,Continuous,12.19,25,M02_GRONDSLAGPUNT,12.19,,,,0.0783627170715929
177,Insert,Hoogtecijfer,7,Continuous,11.36,25,M02_GRONDSLAGPUNT,11.36,,,,0.0783627170715929
178,Insert,Hoogtecijfer,7,Continuous,11.35,25,M02_GRONDSLAGPUNT,11.35,,,,0.0783627170715929
179,Insert,Hoogtecijfer,7,Continuous,11.39,25,M02_GRONDSLAGPUNT,11.39,,,,0.0783627170715929
180,Insert,Hoogtecijfer,7,Continuous,12.17,25,M02_GRONDSLAGPUNT,12.17,,,,0.0783627170715929
181,Insert,Hoogtecijfer,7,Continuous,12.15,25,M02_GRONDSLAGPUNT,12.15,,,,0.0783627170715929
182,Insert,Hoogtecijfer,7,Continuous,11.29,25,M02_GRONDSLAGPUNT,11.29,,,,0.0783627170715929
183,Insert,Hoogtecijfer,7,Continuous,11.3,25,M02_GRONDSLAGPUNT,11.30,,,,0.0783627170715929
184,Insert,Hoogtecijfer,7,Continuous,11.31,25,M02_GRONDSLAGPUNT,11.31,,,,0.0783627170715929
185,Insert,Hoogtecijfer,7,Continuous,12.13,25,M02_GRONDSLAGPUNT,12.13,,,,0.0783627170715929
186,Insert,Hoogtecijfer,7,Continuous,11.3,25,M02_GRONDSLAGPUNT,11.30,,,,0.0783627170715929
187,Insert,Hoogtecijfer,7,Continuous,11.26,25,M02_GRONDSLAGPUNT,11.26,,,,0.0783627170715929
188,Insert,Hoogtecijfer,7,Continuous,11.25,25,M02_GRONDSLAGPUNT,11.25,,,,0.0783627170715929
189,Insert,Hoogtecijfer,7,Continuous,12,25,M02_GRONDSLAGPUNT,12.00,,,,0.0783627170715929
190,Insert,Hoogtecijfer,7,Continuous,12.24,25,M02_GRONDSLAGPUNT,12.24,,,,0.0783627170715929
191,Insert,Hoogtecijfer,7,Continuous,12.26,25,M02_GRONDSLAGPUNT,12.26,,,,0.0783627170715929
192,Insert,Hoogtecijfer,7,Continuous,12.34,25,M02_GRONDSLAGPUNT,12.34,,,,0.0783627170715929
193,Insert,Hoogtecijfer,7,Continuous,11.44,25,M02_GRONDSLAGPUNT,11.44,,,,0.0783627170715929
194,Insert,Hoogtecijfer,7,Continuous,11.41,25,M02_GRONDSLAGPUNT,11.41,,,,0.0783627170715929
195,Insert,Hoogtecijfer,7,Continuous,11.45,25,M02_GRONDSLAGPUNT,11.45,,,,0.0783627170715929
196,Insert,Hoogtecijfer,7,Continuous,12.35,25,M02_GRONDSLAGPUNT,12.35,,,,0.0783627170715929
197,Insert,Hoogtecijfer,7,Continuous,12.41,25,M02_GRONDSLAGPUNT,12.41,,,,0.0783627170715929
198,Insert,Hoogtecijfer,7,Continuous,11.58,25,M02_GRONDSLAGPUNT,11.58,,,,0.0783627170715929
199,Insert,Hoogtecijfer,7,Continuous,11.54,25,M02_GRONDSLAGPUNT,11.54,,,,0.0783627170715929
200,Insert,Hoogtecijfer,7,Continuous,11.56,25,M02_GRONDSLAGPUNT,11.56,,,,0.0783627170715929
201,Insert,Hoogtecijfer,7,Continuous,12.2,25,M02_GRONDSLAGPUNT,12.20,,,,0.0783627170715929
202,Insert,Hoogtecijfer,7,Continuous,11.61,25,M02_GRONDSLAGPUNT,11.61,,,,0.0783627170715929
203,Insert,Hoogtecijfer,7,Continuous,12.3,25,M02_GRONDSLAGPUNT,12.30,,,,0.0783627170715929
204,Insert,Hoogtecijfer,7,Continuous,12.43,25,M02_GRONDSLAGPUNT,12.43,,,,0.0783627170715929
205,Insert,Hoogtecijfer,7,Continuous,12.41,25,M02_GRONDSLAGPUNT,12.41,,,,0.0783627170715929
206,Insert,Hoogtecijfer,7,Continuous,12.34,25,M02_GRONDSLAGPUNT,12.34,,,,0.0783627170715929
207,Insert,Hoogtecijfer,7,Continuous,12.44,25,M02_GRONDSLAGPUNT,12.44,,,,0.0783627170715929
208,Insert,Hoogtecijfer,7,Continuous,12.46,25,M02_GRONDSLAGPUNT,12.46,,,,0.0783627170715929
209,Insert,Hoogtecijfer,7,Continuous,10.9,25,M02_GRONDSLAGPUNT,10.90,,,,0.0783627170715929
210,Insert,Hoogtecijfer,7,Continuous,12.07,25,M02_GRONDSLAGPUNT,12.07,,,,0.0783627170715929
211,Insert,Hoogtecijfer,7,Continuous,11.02,25,M02_GRONDSLAGPUNT,11.02,,,,0.0783627170715929
212,Insert,Hoogtecijfer,7,Continuous,11.01,25,M02_GRONDSLAGPUNT,11.01,,,,0.0783627170715929
213,Insert,Hoogtecijfer,7,Continuous,12,25,M02_GRONDSLAGPUNT,12.00,,,,0.0783627170715929
214,Insert,Hoogtecijfer,7,Continuous,10.99,25,M02_GRONDSLAGPUNT,10.99,,,,0.0783627170715929
215,Insert,Hoogtecijfer,7,Continuous,11.99,25,M02_GRONDSLAGPUNT,11.99,,,,0.0783627170715929
216,Insert,Hoogtecijfer,7,Continuous,11.89,25,M02_GRONDSLAGPUNT,11.89,,,,0.0783627170715929
217,Insert,Hoogtecijfer,7,Continuous,11.84,25,M02_GRONDSLAGPUNT,11.84,,,,0.0783627170715929
218,Insert,Hoogtecijfer,7,Continuous,12,25,M02_GRONDSLAGPUNT,12.00,,,,0.0783627170715929
219,Insert,Hoogtecijfer,7,Continuous,12.09,25,M02_GRONDSLAGPUNT,12.09,,,,0.0783627170715929
