FID,run,date_,start_time,end_time,boot_file,se_anno_cad_data,gdb_geomattr_data,shape
vlieglijnen_kust_2005.54,054, ,12:55:40,12:58:08,0333014,,,"LINESTRING (45194.26999999955 416886.19999999925, 50904.710000000894 424403.08999999985, 45194.26999999955 416886.19999999925)"
vlieglijnen_kust_2005.55,055, ,13:01:13,13:03:03,0333015,,,"LINESTRING (46680.949999999255 418347.05000000075, 50463.41000000015 423325.98000000045, 46680.949999999255 418347.05000000075)"
vlieglijnen_kust_2005.56,056, ,13:05:32,13:07:15,0333016,,,"LINESTRING (47073.71999999881 418364.19999999925, 50550.69000000134 422943.5700000003, 47073.71999999881 418364.19999999925)"
vlieglijnen_kust_2005.57,057, ,13:09:50,13:11:11,0333017,,,"LINESTRING (47464.42000000179 418381.41000000015, 50186.539999999106 421965.16000000015, 47464.42000000179 418381.41000000015)"
vlieglijnen_kust_2005.58,058, ,13:14:02,13:14:57,0333018,,,"LINESTRING (48459.890000000596 419193.75, 49822.23000000045 420985.6799999997, 48459.890000000596 419193.75)"
vlieglijnen_kust_2005.59,059, ,13:16:50,13:17:56,0333019,,,"LINESTRING (48966.609999999404 426205.23000000045, 49803.199999999255 422548.5300000012, 48966.609999999404 426205.23000000045)"
vlieglijnen_kust_2005.60,060, ,13:20:17,13:21:56,0333020,,,"LINESTRING (49194.5700000003 426515.3599999994, 50389.98000000045 421273.80999999866, 49194.5700000003 426515.3599999994)"
vlieglijnen_kust_2005.61,061, ,13:24:59,13:26:12,0333021,,,"LINESTRING (49368.98999999836 427068.1099999994, 50262.01000000164 423166.58999999985, 49368.98999999836 427068.1099999994)"
vlieglijnen_kust_2005.62,062, ,13:28:28,13:29:47,0333022,,,"LINESTRING (49653.12000000104 427300.5700000003, 50490.01999999955 423476.7800000012, 49653.12000000104 427300.5700000003)"
vlieglijnen_kust_2005.63,063, ,20:09:33,20:12:31,0368004,,,"LINESTRING (14806.329999998212 378838.4600000009, 23505.879999998957 381700.1799999997, 14806.329999998212 378838.4600000009)"
vlieglijnen_kust_2005.64,064, ,20:14:32,20:17:30,0368005,,,"LINESTRING (13714.629999998957 378154.1400000006, 25102.320000000298 381962.51000000164, 13714.629999998957 378154.1400000006)"
vlieglijnen_kust_2005.65,065, ,20:20:11,20:23:12,0368006,,,"LINESTRING (13811.190000001341 377868.73000000045, 25909.820000000298 381912.94999999925, 13811.190000001341 377868.73000000045)"
vlieglijnen_kust_2005.66,066, ,20:25:48,20:29:22,0368007,,,"LINESTRING (13908.420000001788 377582.19999999925, 26480.109999999404 381786.05999999866, 13908.420000001788 377582.19999999925)"
vlieglijnen_kust_2005.67,067, ,20:32:25,20:35:41,0368008,,,"LINESTRING (14002.85000000149 377294.62999999896, 27286.949999999255 381736.75, 14002.85000000149 377294.62999999896)"
vlieglijnen_kust_2005.68,068, ,20:38:37,20:42:32,0368009,,,"LINESTRING (14097.329999998212 377008.1700000018, 27857.269999999553 381608.8999999985, 14097.329999998212 377008.1700000018)"
vlieglijnen_kust_2005.69,069, ,20:45:40,20:49:07,0368010,,,"LINESTRING (14196.719999998808 376722.69999999925, 28191.079999998212 381402.4299999997, 14196.719999998808 376722.69999999925)"
vlieglijnen_kust_2005.70,070, ,20:52:05,20:53:07,0368011,,,"LINESTRING (25913.89999999851 380322.3999999985, 28285.55999999866 381116.26000000164, 25913.89999999851 380322.3999999985)"
vlieglijnen_kust_2005.71,071, ,20:56:00,20:56:51,0368012,,,"LINESTRING (26483.64999999851 380194.4200000018, 28619.359999999404 380907.6099999994, 26483.64999999851 380194.4200000018)"
vlieglijnen_kust_2005.72,072, ,21:00:08,21:01:03,0368013,,,"LINESTRING (26815.390000000596 379986.80000000075, 28713.870000001043 380621.44999999925, 26815.390000000596 379986.80000000075)"
vlieglijnen_kust_2005.73,073, ,21:04:42,21:05:22,0368014,,,"LINESTRING (27388.01000000164 379859.9600000009, 28573.870000001043 380255.4299999997, 27388.01000000164 379859.9600000009)"
vlieglijnen_kust_2005.74,074, ,17:27:44,17:29:21,0396008,,,"LINESTRING (58372.48999999836 437663.1099999994, 60763.85000000149 442338.05999999866, 58372.48999999836 437663.1099999994)"
vlieglijnen_kust_2005.75,075, ,17:31:40,17:33:12,0396009,,,"LINESTRING (58564.03000000119 437283.26999999955, 61070.960000000894 442182.0399999991, 58564.03000000119 437283.26999999955)"
vlieglijnen_kust_2005.76,076, ,17:35:31,17:37:36,0396010,,,"LINESTRING (57873.75 435174.5300000012, 61262.539999999106 441803.4200000018, 57873.75 435174.5300000012)"
vlieglijnen_kust_2005.77,077, ,17:39:46,17:41:03,0396011,,,"LINESTRING (58652.41000000015 437619.87000000104, 62534.699999999255 438582.5799999982, 58652.41000000015 437619.87000000104)"
vlieglijnen_kust_2005.78,078, ,17:43:29,17:44:38,0396012,,,"LINESTRING (58725.14999999851 437323.55999999866, 62609.01000000164 438285.19999999925, 58725.14999999851 437323.55999999866)"
vlieglijnen_kust_2005.79,079, ,17:47:06,17:48:19,0396013,,,"LINESTRING (58798.550000000745 437025.0300000012, 62682.62000000104 437986.7199999988, 58798.550000000745 437025.0300000012)"
vlieglijnen_kust_2005.80,080, ,17:51:03,17:52:25,0396014,,,"LINESTRING (59358.109999999404 436847.37000000104, 63900.51000000164 437996.41000000015, 59358.109999999404 436847.37000000104)"
vlieglijnen_kust_2005.81,081, ,17:55:07,17:55:53,0396015,,,"LINESTRING (59674.960000000894 436608.73999999836, 61859.23999999836 437149.5799999982, 59674.960000000894 436608.73999999836)"
vlieglijnen_kust_2005.82,082, ,17:59:09,18:00:13,0396016,,,"LINESTRING (62297.5 438812.87999999896, 64180.8200000003 437170.30000000075, 62297.5 438812.87999999896)"
vlieglijnen_kust_2005.83,083, ,18:03:06,18:04:01,0396017,,,"LINESTRING (62106.28000000119 438592.75, 63989.609999999404 436948.98999999836, 62106.28000000119 438592.75)"
vlieglijnen_kust_2005.84,084, ,18:06:34,18:07:51,0396018,,,"LINESTRING (61367.289999999106 438851.0799999982, 64198.539999999106 436373.8299999982, 61367.289999999106 438851.0799999982)"
vlieglijnen_kust_2005.85,085, ,18:10:28,18:11:42,0396019,,,"LINESTRING (61164.21999999881 434656.51000000164, 63747.57999999821 437375.1499999985, 61164.21999999881 434656.51000000164)"
vlieglijnen_kust_2005.86,086, ,18:14:33,18:15:49,0396020,,,"LINESTRING (61203.85000000149 434272.9600000009, 63961.390000000596 437175.3999999985, 61203.85000000149 434272.9600000009)"
vlieglijnen_kust_2005.87,087, ,18:18:10,18:19:29,0396021,,,"LINESTRING (61414.9299999997 434072.0399999991, 64170.359999999404 436973.51999999955, 61414.9299999997 434072.0399999991)"
vlieglijnen_kust_2005.88,088, ,18:21:51,18:23:03,0396022,,,"LINESTRING (61031.449999999255 433244.55000000075, 63521.789999999106 435865.8599999994, 61031.449999999255 433244.55000000075)"
vlieglijnen_kust_2005.89,089, ,18:25:44,18:27:36,0396023,,,"LINESTRING (61151.35000000149 434520.98999999836, 64229.35000000149 429367.6000000015, 61151.35000000149 434520.98999999836)"
vlieglijnen_kust_2005.90,090, ,18:30:06,18:31:44,0396024,,,"LINESTRING (61404.800000000745 434672.0300000012, 64480.19000000134 429517.73999999836, 61404.800000000745 434672.0300000012)"
vlieglijnen_kust_2005.91,091, ,18:33:58,18:36:11,0396025,,,"LINESTRING (61654.0700000003 434820.94000000134, 65009.82999999821 429237.75, 61654.0700000003 434820.94000000134)"
vlieglijnen_kust_2005.92,092, ,18:38:56,18:39:52,0396026,,,"LINESTRING (62851.87000000104 428747.3200000003, 64722.609999999404 430005.2100000009, 62851.87000000104 428747.3200000003)"
vlieglijnen_kust_2005.93,093, ,18:42:23,18:43:11,0396027,,,"LINESTRING (63029.07999999821 428487.01000000164, 64689.199999999255 429604.1000000015, 63029.07999999821 428487.01000000164)"
vlieglijnen_kust_2005.94,094, ,18:45:45,18:46:40,0396028,,,"LINESTRING (62998.28000000119 428085.8500000015, 64865.05999999866 429342.76999999955, 62998.28000000119 428085.8500000015)"
vlieglijnen_kust_2005.95,095, ,22:05:36,22:14:11,0400006,,,"LINESTRING (66072.57999999821 444664.37000000104, 85234.44999999925 466777.9299999997, 66072.57999999821 444664.37000000104)"
vlieglijnen_kust_2005.96,096, ,21:55:59,22:03:03,0400005,,,"LINESTRING (66321.60000000149 444448.51000000164, 85483.80999999866 466561.8999999985, 66321.60000000149 444448.51000000164)"
vlieglijnen_kust_2005.97,097, ,21:45:01,21:53:45,0400004,,,"LINESTRING (66570.67000000179 444233.76999999955, 85566.37999999896 466156.80999999866, 66570.67000000179 444233.76999999955)"
vlieglijnen_kust_2005.98,098, ,21:34:52,21:41:52,0400003,,,"LINESTRING (66653.51000000164 443828.3599999994, 85815.8200000003 465943.01999999955, 66653.51000000164 443828.3599999994)"
vlieglijnen_kust_2005.99,099, ,22:59:50,23:04:22,0400015,,,"LINESTRING (84985.7899999991 466266.23000000045, 93838.33999999985 482231.55999999866, 84985.7899999991 466266.23000000045)"
vlieglijnen_kust_2005.100,100, ,22:51:28,22:57:03,0400014,,,"LINESTRING (85118.2100000009 465906.05999999866, 94214.9600000009 482308.1400000006, 85118.2100000009 465906.05999999866)"
vlieglijnen_kust_2005.101,101, ,22:44:27,22:49:07,0400013,,,"LINESTRING (85373.44999999925 465764.48999999836, 94470.26999999955 482167.01999999955, 85373.44999999925 465764.48999999836)"
vlieglijnen_kust_2005.102,102, ,00:08:35,00:11:40,0400026,,,"LINESTRING (85510.01000000164 465404.26999999955, 90238.19999999925 473932.8900000006, 85510.01000000164 465404.26999999955)"
vlieglijnen_kust_2005.103,103, ,23:55:09,00:00:05,0400024,,,"LINESTRING (93456.83999999985 481545.26999999955, 98121.4600000009 497638.7199999988, 93456.83999999985 481545.26999999955)"
vlieglijnen_kust_2005.104,104, ,23:41:48,23:46:11,0400022,,,"LINESTRING (93738.8200000003 481463.87999999896, 98401.8900000006 497556.48000000045, 93738.8200000003 481463.87999999896)"
vlieglijnen_kust_2005.105,105, ,23:34:40,23:39:40,0400021,,,"LINESTRING (94087.87000000104 481622.0300000012, 98681.67000000179 497475.37999999896, 94087.87000000104 481622.0300000012)"
vlieglijnen_kust_2005.106,106, ,23:18:13,23:20:22,0400018,,,"LINESTRING (94716.6099999994 482742.6400000006, 99032.14999999851 497633.83999999985, 94716.6099999994 482742.6400000006)"
vlieglijnen_kust_2005.107,107, ,23:11:18,23:15:08,0400017,,,"LINESTRING (95832.76000000164 485543.2800000012, 99313.30000000075 497552.76000000164, 95832.76000000164 485543.2800000012)"
vlieglijnen_kust_2005.108,108, ,23:05:42,23:08:08,0400016,,,"LINESTRING (96878.8200000003 488104.6400000006, 99593.08999999985 497471.7100000009, 96878.8200000003 488104.6400000006)"
vlieglijnen_kust_2005.109,109, ,19:48:53,19:50:48,0399003,,,"LINESTRING (97995.3200000003 490904.6400000006, 99874.26000000164 497391.76999999955, 97995.3200000003 490904.6400000006)"
vlieglijnen_kust_2005.110,110, ,21:54:44,22:00:29,0399020,,,"LINESTRING (98639.14999999851 497798.55999999866, 103937.53000000119 524027.91000000015, 98639.14999999851 497798.55999999866)"
vlieglijnen_kust_2005.111,111, ,21:46:06,21:52:17,0399019,,,"LINESTRING (98925.3200000003 497741.87999999896, 104224.23000000045 523970.3900000006, 98925.3200000003 497741.87999999896)"
vlieglijnen_kust_2005.112,112, ,21:37:13,21:43:11,0399018,,,"LINESTRING (99211.4600000009 497682.98999999836, 104562.8200000003 524158.2899999991, 99211.4600000009 497682.98999999836)"
vlieglijnen_kust_2005.113,113, ,21:28:00,21:34:00,0399017,,,"LINESTRING (99497.62999999896 497625.23000000045, 104848.82999999821 524099.69999999925, 99497.62999999896 497625.23000000045)"
vlieglijnen_kust_2005.114,114, ,19:56:25,20:01:34,0399004,,,"LINESTRING (99784.46999999881 497567.48000000045, 104393.1099999994 520365.37999999896, 99784.46999999881 497567.48000000045)"
vlieglijnen_kust_2005.115,115, ,20:41:33,20:45:46,0399010,,,"LINESTRING (100070.64999999851 497509.75, 103636.30000000075 515158.69999999925, 100070.64999999851 497509.75)"
vlieglijnen_kust_2005.116,116, ,20:17:15,20:19:54,0399007,,,"LINESTRING (100801.85000000149 499657.05999999866, 102883.44000000134 509953.26000000164, 100801.85000000149 499657.05999999866)"
vlieglijnen_kust_2005.117,117, ,22:21:59,22:28:28,0399023,,,"LINESTRING (103517.37999999896 523416.9299999997, 109912.8900000006 552227.25, 103517.37999999896 523416.9299999997)"
vlieglijnen_kust_2005.118,118, ,22:12:51,22:19:36,0399022,,,"LINESTRING (103803.37999999896 523353.8299999982, 110198.60000000149 552162.2800000012, 103803.37999999896 523353.8299999982)"
vlieglijnen_kust_2005.119,119, ,22:03:43,22:10:10,0399021,,,"LINESTRING (104087.3599999994 523290.7800000012, 110485 552099.5500000007, 104087.3599999994 523290.7800000012)"
vlieglijnen_kust_2005.120,120, ,21:18:11,21:24:52,0399016,,,"LINESTRING (104371.33999999985 523227.73000000045, 110714.73999999836 551792.5199999996, 104371.33999999985 523227.73000000045)"
vlieglijnen_kust_2005.121,121, ,20:33:54,20:40:15,0399009,,,"LINESTRING (104711.9299999997 523407.8299999982, 110511.87000000104 549531.9200000018, 104711.9299999997 523407.8299999982)"
vlieglijnen_kust_2005.122,122, ,20:26:55,20:31:25,0399008,,,"LINESTRING (106026.1400000006 527982.6000000015, 110364.89999999851 547515.6600000001, 106026.1400000006 527982.6000000015)"
vlieglijnen_kust_2005.123,123, ,20:09:30,20:12:33,0399006,,,"LINESTRING (107503.0399999991 533291.7199999988, 110161.73000000045 545253.9899999984, 107503.0399999991 533291.7199999988)"
vlieglijnen_kust_2005.124,124, ,20:05:04,20:06:30,0399005,,,"LINESTRING (108928.01000000164 538353.6499999985, 110012.5 543237.7699999996, 108928.01000000164 538353.6499999985)"
vlieglijnen_kust_2005.125,125, ,20:15:28,20:17:14,0342028,,,"LINESTRING (117662.62000000104 578632.9600000009, 121079.46999999881 574445.0599999987, 117662.62000000104 578632.9600000009)"
vlieglijnen_kust_2005.126,126, ,20:11:35,20:13:02,0342027,,,"LINESTRING (118462.19999999925 578116.7899999991, 121306.19999999925 574629.3200000003, 118462.19999999925 578116.7899999991)"
vlieglijnen_kust_2005.127,127, ,20:07:28,20:09:00,0342026,,,"LINESTRING (118845.82999999821 578107.2199999988, 121690.10000000149 574619.9800000004, 118845.82999999821 578107.2199999988)"
vlieglijnen_kust_2005.128,128, ,20:03:28,20:04:49,0342025,,,"LINESTRING (119230.12999999896 578098.7899999991, 121916.12999999896 574804.2800000012, 119230.12999999896 578098.7899999991)"
vlieglijnen_kust_2005.129,129, ,19:59:38,20:00:42,0342024,,,"LINESTRING (119615.76999999955 578089.2600000016, 121196.4600000009 576151.4499999993, 119615.76999999955 578089.2600000016)"
vlieglijnen_kust_2005.130,130, ,19:23:23,19:27:07,0342019,,,"LINESTRING (109622.07999999821 564140.1099999994, 118337.51999999955 578158.9200000018, 109622.07999999821 564140.1099999994)"
vlieglijnen_kust_2005.131,131, ,19:29:52,19:34:50,0342020,,,"LINESTRING (109871.37000000104 563985.3000000007, 118586.3599999994 578004.5599999987, 109871.37000000104 563985.3000000007)"
vlieglijnen_kust_2005.132,132, ,19:37:28,19:41:19,0342021,,,"LINESTRING (110118.6799999997 563831.6499999985, 118835.19999999925 577849.1000000015, 110118.6799999997 563831.6499999985)"
vlieglijnen_kust_2005.133,133, ,19:44:01,19:48:59,0342022,,,"LINESTRING (110367.35000000149 563677.9899999984, 119082.73999999836 577695.8900000006, 110367.35000000149 563677.9899999984)"
vlieglijnen_kust_2005.134,134, ,19:51:44,19:56:04,0342023,,,"LINESTRING (110614.6799999997 563523.25, 120531.73999999836 579471.5599999987, 110614.6799999997 563523.25)"
vlieglijnen_kust_2005.135,135, ,19:18:45,19:19:27,0342018,,,"LINESTRING (109536.71999999881 555615.0199999996, 109947.33999999985 554704.1900000013, 109536.71999999881 555615.0199999996)"
vlieglijnen_kust_2005.136,136, ,19:14:52,19:15:42,0342017,,,"LINESTRING (109286.67000000179 556873.8200000003, 110215.12999999896 554825.2399999984, 109286.67000000179 556873.8200000003)"
vlieglijnen_kust_2005.137,137, ,19:11:27,19:12:44,0342016,,,"LINESTRING (109140.69000000134 557907.9600000009, 110479.5399999991 554944.1000000015, 109140.69000000134 557907.9600000009)"
vlieglijnen_kust_2005.138,138, ,19:07:22,19:08:43,0342015,,,"LINESTRING (108892.2100000009 559166.7699999996, 110747.96999999881 555064.0599999987, 108892.2100000009 559166.7699999996)"
vlieglijnen_kust_2005.139,139, ,19:03:23,19:05:10,0342014,,,"LINESTRING (108848.87000000104 559970.6999999993, 111011.69000000134 555185.1900000013, 108848.87000000104 559970.6999999993)"
vlieglijnen_kust_2005.140,140, ,18:58:56,19:00:35,0342013,,,"LINESTRING (108908.0399999991 560546.6099999994, 111280.10000000149 555305.1799999997, 108908.0399999991 560546.6099999994)"
vlieglijnen_kust_2005.141,141, ,18:54:29,18:56:29,0342012,,,"LINESTRING (109072.37000000104 560895.620000001, 111544.46999999881 555426.3299999982, 109072.37000000104 560895.620000001)"
vlieglijnen_kust_2005.142,142, ,18:49:44,18:51:31,0342011,,,"LINESTRING (109133.5 561470.3999999985, 111812.1799999997 555546.3500000015, 109133.5 561470.3999999985)"
