FID,omschr,aant_msk,beginwdl,beginkm,eindwdl,eindkm,kantcode,wegnummer,fk_veld4,izi_side,ibn,vnrwol,gdb_geomattr_data,shape
mengstroken_kenmerk.234,Invoegstrook,1 -> 1,R,70.375,R,70.69000244,T,002,KLK0008052241,L,I,5,,"LINESTRING (133528.26949999854 446341.24230000004, 133518.5031999983 446379.01630000025, 133508.05739999935 446417.5945999995, 133497.25189999864 446456.1132999994, 133488.0689000003 446487.6264999993, 133476.5775000006 446525.94260000065, 133464.65729999915 446564.12519999966, 133454.96139999852 446594.2866999991, 133439.12420000136 446642.24639999866, 133436.5379000008 446649.81269999966)"
mengstroken_kenmerk.235,Invoegstrook,1 -> 1,R,138.78799438,R,139.11399841,H,002,KLK0008053567,R,I,4,,"LINESTRING (155529.89499999955 392574.3845999986, 155705.8739 392294.0412000008)"
mengstroken_kenmerk.236,Uitrijstrook,1 -> 1,R,200.06100464,R,200.30299377,T,002,KLK0008054518,L,I,3,,"LINESTRING (179611.98649999872 364677.1182000004, 179611.3953000009 364678.6680999994, 179576.49399999902 364769.78280000016, 179569.25989999995 364788.4288999997, 179547.99450000003 364842.04300000146, 179524.4811999984 364899.8757000007)"
mengstroken_kenmerk.237,Uitrijstrook,1 -> 1,R,264.47198486,R,264.65600586,H,002,KLK0008055941,R,I,3,,"LINESTRING (178419.90769999847 314539.6572000012, 178420.46599999815 314536.76000000164, 178424.4375 314517.1515999995, 178432.74269999936 314478.01779999956, 178445.71139999852 314419.4343000017, 178450.1875 314399.9415999986, 178459.66200000048 314361.06700000167)"
mengstroken_kenmerk.238,Invoegstrook,1 -> 1,R,109.94499969,R,110.27300262,H,028,KLK0007895747,R,I,4,,"LINESTRING (210485.4140000008 515708.9279999994, 210476.62200000137 515765.8220000006, 210432.2890000008 516023.4662999995)"
mengstroken_kenmerk.239,Uitrijstrook,1 -> 1,R,110.97200012,R,111.21199799,H,028,KLK0007895748,R,I,4,,"LINESTRING (210319.22949999943 516711.2190999985, 210280.29960000142 516949.6634999998)"
mengstroken_kenmerk.240,Uitrijstrook,1 -> 1,R,162.40699768,R,162.63000488,H,001,KLK0008051053,R,I,3,,"LINESTRING (253491.30950000137 477491.1275999993, 253524.9481999986 477489.08879999816, 253544.9499000013 477488.17749999836, 253564.93840000033 477487.49749999866, 253584.9362999983 477487.09959999844, 253613.999499999 477486.92720000073, 253633.9998999983 477487.1959999986, 253665.995099999 477488.12689999864, 253686.23369999975 477489.03240000084, 253716.21009999886 477490.9252999984)"
mengstroken_kenmerk.241,Weefstrook,1 -> 1,R,163.01499939,R,163.67399597,H,001,KLK0008051054,R,I,3,,"LINESTRING (254096.06969999894 477569.6728999987, 254132.57539999858 477582.83399999887, 254151.27279999852 477589.95639999956, 254172.4043999985 477598.36989999935, 254190.84380000085 477606.0731000006, 254209.20639999956 477614.00869999826, 254229.87849999964 477623.2446999997, 254243.2846999988 477629.45870000124, 254261.3295999989 477638.0879999995, 254287.93059999868 477651.3427999988, 254305.67339999974 477660.5557000004, 254323.3123999983 477669.98629999906, 254340.83049999923 477679.63599999994, 254358.20549999923 477689.5449000001, 254375.45050000027 477699.6895999983, 254403.26410000026 477716.5390999988, 254420.18340000138 477727.23380000144, 254437.0214000009 477738.04850000143, 254475.55000000075 477763.3291000016, 254586.52120000124 477837.68670000136, 254664.7960000001 477890.17330000177)"
mengstroken_kenmerk.242,Invoegstrook,1 -> 1,R,162.3769989,R,162.72599792,T,001,KLK0008051055,L,I,3,,"LINESTRING (253811.5802000016 477516.78069999814, 253752.1453000009 477509.252700001, 253726.11140000075 477506.74969999865, 253703.14730000123 477505.04890000075, 253683.2036000006 477503.82339999825, 253663.22199999914 477502.9332999997, 253632.07649999857 477502.07660000026, 253612.04549999908 477501.81280000135, 253589.00310000032 477501.7646000013, 253568.97879999876 477502.0152999982, 253548.9851000011 477502.54679999873, 253513.95800000057 477504.0991999991, 253493.99980000034 477505.3958999999, 253474.05970000103 477506.9506999999, 253464.49419999868 477507.82140000165)"
mengstroken_kenmerk.243,Invoegstrook,1 -> 1,R,39.40599823,R,39.74000168,H,001,KLK0008049672,R,I,4,,"LINESTRING (154119.30249999836 468787.6328999996, 154177.8398000002 468774.36890000105, 154210.97709999979 468766.39290000126, 154230.3748999983 468761.5174999982, 154249.7314000018 468756.4847000018, 154288.33069999889 468745.98629999906, 154324.2371999994 468735.51089999825, 154343.37929999828 468729.74599999934, 154381.5469999984 468717.7782000005, 154400.55330000073 468711.5465000011, 154413.84789999947 468707.0566999987, 154429.3583999984 468701.53649999946)"
mengstroken_kenmerk.244,Weefstrook,1 -> 1,R,39.18799973,R,39.60900116,T,001,KLK0008049673,L,I,3,,"LINESTRING (154314.80799999833 468760.37900000066, 154273.43820000067 468772.06219999865, 154234.84059999883 468782.27059999853, 154190.95039999858 468793.2078999989, 154171.50140000135 468797.82840000093, 154132.48669999838 468806.65359999985, 154112.93710000068 468810.88269999996, 154074.76419999823 468818.751600001, 154015.90839999914 468830.4136000015, 153962.37420000136 468840.5661999993, 153904.8027999997 468851.1812000014)"
mengstroken_kenmerk.245,Invoegstrook,1 -> 1,R,202.50799561,R,202.80099487,T,002,KLK0008054541,L,I,3,,"LINESTRING (181323.34899999946 363003.43200000003, 181079.45120000094 363150.8729999997)"
mengstroken_kenmerk.246,Invoegstrook,1 -> 1,R,206.2460022,R,206.56599426,H,002,KLK0008054609,R,I,3,,"LINESTRING (183600.04659999907 360480.5058000013, 183794.2217000015 360240.1372999996)"
mengstroken_kenmerk.247,Uitrijstrook,1 -> 1,R,207.5249939,R,207.77000427,H,002,KLK0008054610,R,I,3,,"LINESTRING (184338.46090000123 359448.52870000154, 184459.89029999822 359244.4697000012)"
mengstroken_kenmerk.248,Invoegstrook,1 -> 1,R,268.59500122,R,268.92199707,T,002,KLK0008056060,L,I,3,,"LINESTRING (179158.0282999985 310160.50510000065, 179159.06280000135 310179.3121000007, 179160.32840000093 310210.0229999982, 179161.2049999982 310249.99130000174, 179161.36789999902 310289.9968999997, 179161.1966000013 310306.0051999986, 179160.17830000073 310345.9989, 179159.39990000054 310365.98369999975, 179157.1906999983 310405.92749999836, 179155.3322999999 310431.9604000002, 179151.81870000064 310471.7943999991, 179149.4354000017 310495.00769999996)"
mengstroken_kenmerk.249,Uitrijstrook,1 -> 1,R,40.34400177,R,40.55699921,T,001,KLK0008049707,L,I,3,,"LINESTRING (155151.87090000138 468334.6528000012, 155150.6259999983 468335.5364000015, 155121.6035999991 468357.6693999991, 155105.60550000146 468369.561999999, 155089.46220000088 468381.3685999997, 155067.54410000145 468397.0590999983, 155051.16490000114 468408.53610000014, 155015.02279999852 468433.14979999885, 154980.34980000183 468456.03550000116)"
mengstroken_kenmerk.250,Invoegstrook,1 -> 1,R,41.04100037,R,41.29100037,T,001,KLK0008049708,L,I,3,,"LINESTRING (155674.57429999858 467808.7906000018, 155590.32079999894 467906.9296000004, 155551.2175000012 467951.8205000013, 155524.69060000032 467981.74240000173, 155511.57919999957 467996.8498999998, 155508.76729999855 467999.87629999965)"
mengstroken_kenmerk.251,Splitsing,3 -> 3,R,10.07299995,R,11.58899975,T,001,KLK0008048951,L,I,4,,"LINESTRING (130851.6667000018 482645.89979999885, 130910.14770000055 482630.08940000087, 130967.99929999933 482614.1420000009, 131006.48169999942 482603.17770000175, 131044.88190000132 482591.9230999984, 131095.22199999914 482576.63280000165, 131114.30550000072 482570.6721000001, 131153.46119999886 482558.22199999914, 131210.56179999933 482539.8011999987, 131331.86510000005 482501.51850000024, 131388.95699999854 482483.06439999864, 131464.92980000004 482458.000599999, 131502.82669999823 482445.1898000017, 131558.3647999987 482426.13109999895, 131615.01539999992 482406.36470000073, 131652.70289999992 482392.95969999954, 131700.30959999934 482375.82459999993, 131737.8737999983 482362.07669999823, 131775.41039999947 482348.254900001, 131831.56080000103 482327.10869999975, 131887.60289999843 482305.6732000001, 131924.89070000127 482291.185800001, 131978.76720000058 482269.9946999997, 132015.91550000012 482255.15370000154, 132053.00180000067 482240.16310000047, 132108.51729999855 482217.40190000087, 132163.89869999886 482194.3167999983, 132219.1411000006 482170.8960000016, 132269.36510000005 482149.24549999833, 132279.38230000064 482144.6464000009)"
mengstroken_kenmerk.252,Splitsing,2 -> 2,R,32.03900146,R,33.09199905,T,001,KLK0008049487,L,I,3,,"LINESTRING (148056.56439999864 470569.39730000123, 148022.62750000134 470575.39719999954, 147984.4316000007 470581.62110000104, 147944.81799999997 470587.52329999954, 147922.3579000011 470590.64990000054, 147902.5022 470593.26309999824, 147862.40830000117 470598.132100001, 147842.52840000018 470600.3343000002, 147801.48589999974 470604.4805999994, 147765.35550000146 470607.6831, 147718.06909999996 470611.28610000014, 147678.22580000013 470613.93659999967, 147619.17819999903 470617.3528999984, 147138.20050000027 470642.0300000012, 147080.1074000001 470645.0800999999, 147012.81760000065 470648.98699999973)"
mengstroken_kenmerk.253,Uitrijstrook,1 -> 1,R,157.38699341,R,157.61399841,H,001,KLK0008050933,R,I,3,,"LINESTRING (248831.1884999983 478377.46819999814, 248835.1457999982 478378.7928000018, 248871.84219999984 478391.49340000004, 248909.54949999973 478404.9120000005, 248952.77210000157 478420.79399999976, 248999.56069999933 478438.4884000011, 249047.32679999992 478456.9967)"
mengstroken_kenmerk.254,Uitrijstrook,1 -> 1,R,158.50799561,R,158.7250061,T,001,KLK0008050936,L,I,3,,"LINESTRING (250110.0208999999 478785.26029999927, 250066.1581000015 478778.99980000034, 250026.65630000085 478772.76590000093, 249999.8038999997 478768.1339999996, 249960.50780000165 478760.6281000003, 249953.16789999977 478759.127700001, 249896.37849999964 478746.57279999927)"
mengstroken_kenmerk.255,Invoegstrook,1 -> 1,R,33.45000076,R,33.78699875,T,001,KLK0008049558,L,I,3,,"LINESTRING (148724.25919999927 470376.0887000002, 148551.12460000068 470436.07880000025, 148513.07459999993 470449.1292000003, 148475.17550000176 470461.8706, 148432.55299999937 470475.71819999814, 148405.1336000003 470484.3363999985)"
mengstroken_kenmerk.256,Invoegstrook,1 -> 1,R,34.80400085,R,35.13399887,H,001,KLK0008049586,R,I,5,,"LINESTRING (149673.1240000017 470019.5892999992, 149753.53240000084 469991.6873999983, 149829.23149999976 469965.8082999997, 149905.05000000075 469940.27479999885, 149985.6009999998 469913.4976999983)"
mengstroken_kenmerk.257,Uitrijstrook,1 -> 1,R,22.81999969,R,23.10000038,T,001,KLK0008049304,L,I,4,,"LINESTRING (141145.79630000144 476937.6906000003, 141150.10119999945 476914.5780000016, 141154.1435999982 476894.98270000145, 141158.64039999992 476875.4946000017, 141163.5500999987 476856.10379999876, 141168.79199999943 476836.76089999825, 141172.7899999991 476822.56170000136, 141178.44449999928 476803.3729000017, 141184.5714999996 476784.3343999982, 141191.32669999823 476765.4497999996, 141194.74590000138 476756.47239999846, 141202.1570999995 476737.8894999996, 141211.23270000145 476716.37049999833, 141218.00439999998 476701.17770000175, 141227.94940000027 476679.83570000157, 141232.87110000104 476669.7716999985)"
mengstroken_kenmerk.258,Samenvoeging,1 -> 1.6,R,156.24000549,R,156.26699829,T,002,KLK0008053773,L,I,3,,"LINESTRING (156163.6673000008 387810.3256999999, 156163.9924999997 387819.7688000016, 156165.28079999983 387837.27270000055)"
mengstroken_kenmerk.259,Uitrijstrook,1 -> 1,R,213.74699402,R,213.98899841,T,002,KLK0008054670,L,I,3,,"LINESTRING (187479.39889999852 354097.5588000007, 187502.60269999877 354077.65780000016, 187517.9321999997 354064.8104999997, 187533.35539999977 354052.07759999856, 187548.97899999842 354039.5890999995, 187572.5450000018 354021.38859999925, 187588.50930000097 354009.3401999995, 187604.6526999995 353997.53280000016, 187620.93879999965 353985.9134000018, 187637.92190000042 353974.0518000014, 187654.439100001 353962.77320000157, 187668.7188999988 353953.29100000113)"
mengstroken_kenmerk.260,Uitrijstrook,1 -> 1,R,27.30500031,R,27.94300079,H,001,KLK0008049444,R,I,3,,"LINESTRING (143265.7974999994 473203.97309999913, 143277.86320000142 473183.6453000009, 143300.15179999918 473147.4494000003, 143314.06269999966 473125.4288999997, 143324.91910000145 473108.632100001, 143335.97890000045 473091.9604000002, 143347.25299999863 473075.43879999965, 143358.8434999995 473059.13919999823, 143367.13069999963 473047.8002999984, 143384.22289999947 473024.90190000087, 143396.33680000156 473008.98519999906, 143416.16039999947 472983.6977000013, 143431.6543999985 472964.35449999943, 143444.29210000113 472948.8632000014, 143464.7617000006 472924.4968999997, 143477.78840000182 472909.3645000011, 143499.65799999982 472884.4508000016, 143512.99130000174 472869.54199999943, 143541.59800000116 472838.2729999982, 143555.26269999892 472823.6634000018, 143578.05820000172 472799.72729999945, 143619.99929999933 472756.81610000134, 143637.49350000173 472739.3530000001, 143669.76410000026 472707.7465999983)"
mengstroken_kenmerk.261,Invoegstrook,1 -> 1,R,156.46499634,R,156.79499817,H,001,KLK0008050884,R,I,3,,"LINESTRING (247935.66360000148 478238.4259000011, 247973.6928000003 478234.14730000123, 247985.99340000004 478232.9364, 248005.92819999903 478231.3060000017, 248046.04520000145 478228.73420000076, 248066.01110000163 478227.87750000134, 248086.00409999862 478227.3029999994, 248116 478226.9211000018, 248136 478227.1064000018, 248169.92920000106 478228.09490000084, 248189.84369999915 478228.9825000018, 248209.80970000103 478230.16149999946, 248228.8438999988 478231.5914000012, 248259.935899999 478234.4034000002)"
mengstroken_kenmerk.262,Uitrijstrook,1 -> 1,R,161.06199646,R,161.24000549,H,002,KLK0008058787,R,I,4,,"LINESTRING (157723.55950000137 383617.63699999824, 157723.34849999845 383615.35170000046, 157703.0410999991 383445.0965999998)"
mengstroken_kenmerk.263,Uitrijstrook,1 -> 1,R,163.30799866,R,163.46200562,H,002,KLK0008058840,R,I,4,,"LINESTRING (157843.5324999988 381378.93499999866, 157844.46779999882 381363.5967999995, 157846.24610000104 381328.63610000163, 157848.7184999995 381259.96499999985, 157850.23299999908 381227.0636)"
mengstroken_kenmerk.264,Uitrijstrook,1 -> 1,R,176.69299316,R,176.73899841,T,002,KLK0008059593,L,I,2,,"LINESTRING (165929.89079999924 373299.9952000007, 165928.77950000018 373302.2628999986, 165920.60830000043 373320.5172000006, 165913.67300000042 373334.9364, 165910.3125 373341.61300000176)"
mengstroken_kenmerk.265,Splitsing,2 -> 1,R,31.71699905,R,31.79999924,T,002,KLK0008056314,L,I,3,,"LINESTRING (122792.84679999948 481704.7859000005, 122791.94640000165 481718.3660000004, 122787.26469999924 481742.87370000035, 122779.99529999867 481784.68569999933)"
mengstroken_kenmerk.266,Splitsing,1 -> 1,R,164.46299744,R,164.48699951,T,002,KLK0008058842,L,I,1,,"LINESTRING (157950.05310000107 380225.6871000007, 157952.65190000087 380201.82820000127)"
mengstroken_kenmerk.267,Splitsing,1 -> 1,R,164.65699768,R,164.72099304,T,002,KLK0008058844,L,I,1,,"LINESTRING (157965.35720000044 380034.3244000003, 157966.7514999993 380010.9604000002, 157968.68919999897 379973.3847000003)"
mengstroken_kenmerk.268,Invoegstrook,1 -> 1,R,168.75999451,R,168.92500305,H,002,KLK0008058897,R,I,3,,"LINESTRING (161785.43930000067 379527.3295999989, 161810.39730000123 379525.73319999874, 161865.30669999868 379522.5592, 161888.97549999878 379521.4688999988, 161918.07389999926 379520.4334000014, 161938.07019999996 379519.9882999994, 161949.24760000035 379519.87519999966)"
mengstroken_kenmerk.269,Splitsing,2 -> 2,R,33.11199951,R,33.18999863,H,002,KLK0008056380,R,I,1,,"LINESTRING (123745.59930000082 480334.0058000013, 123767.52589999884 480309.46350000054, 123792 480279)"
mengstroken_kenmerk.270,Uitrijstrook,1 -> 1,R,33.11199951,R,33.20000076,T,002,KLK0008056382,L,I,4,,"LINESTRING (123732.3797999993 480347.6198000014, 123733.14930000156 480347.0031000003, 123736.8332999982 480343.62249999866, 123739.65150000155 480340.66319999844, 123767.52589999884 480309.46350000054, 123792 480279)"
mengstroken_kenmerk.271,Weefstrook,2 -> 2,R,35.46699905,R,35.86399841,H,002,KLK0008056445,R,I,3,,"LINESTRING (124560.80000000075 478504.2529999986, 124621.46599999815 478377.1090000011, 124671.07600000128 478249.7120000012, 124684.57019999996 478201.53539999947, 124698.59450000152 478158.7747000009, 124705.12260000035 478137.2738999985)"
mengstroken_kenmerk.272,Weefstrook,1 -> 1,R,90.40100098,R,90.58499908,T,002,KLK0008057653,L,I,2,,"LINESTRING (144129.73090000078 429759.42350000143, 144044.13439999893 429923.3652999997)"
mengstroken_kenmerk.273,Splitsing,1 -> 1,R,89.70999908,R,89.90699768,H,002,KLK0008057687,R,I,2,,"LINESTRING (143676.43549999967 430515.878800001, 143747.88269999996 430365.55799999833, 143761.47929999977 430335.96020000055)"
mengstroken_kenmerk.274,Uitrijstrook,1 -> 1,R,162.66600037,R,162.83599854,T,002,KLK0008059048,L,I,4,,"LINESTRING (157868.71570000052 381854.35269999877, 157855.57299999893 382020.4252000004)"
mengstroken_kenmerk.275,Splitsing,1 -> 1,R,164.45599365,R,164.56700134,T,002,KLK0008059117,L,I,3,,"LINESTRING (158033.02180000022 380130.82880000025, 158031.4563000016 380137.83989999816, 158025.22740000114 380194.3856000006, 158019.38940000162 380241.9572999999)"
mengstroken_kenmerk.276,Uitrijstrook,1 -> 1,R,166.47399902,R,166.647995,T,002,KLK0008059155,L,I,4,,"LINESTRING (159676.64189999923 379627.96020000055, 159673.0315000005 379627.7382999994, 159504.35209999979 379622.94889999926)"
mengstroken_kenmerk.277,Invoegstrook,1 -> 1.6,R,55.76100159,R,55.79999924,T,002,KLK0008056704,L,I,3,,"LINESTRING (130183.72949999943 459445.8885000013, 130155.90419999883 459473.2153000012)"
mengstroken_kenmerk.278,Uitrijstrook,2 -> 2,R,58.72700119,R,58.83100128,T,002,KLK0008056721,L,I,3,,"LINESTRING (132513.4571999982 457654.13430000097, 132488.38329999894 457681.1094000004, 132448.31810000166 457722.76949999854)"
mengstroken_kenmerk.279,Uitrijstrook,2 -> 2,R,158.48199463,R,158.55999756,H,002,KLK0008059239,R,I,4,,"LINESTRING (156325.2558999993 385620.316300001, 156335.5562000014 385596.7281000018, 156342.55359999835 385582.3178999983, 156364.83729999885 385554.2875000015)"
mengstroken_kenmerk.280,Uitrijstrook,1 -> 1.6,R,55.90599823,R,56.09000015,H,002,KLK0008056783,R,I,3,,"LINESTRING (130172.98220000044 459358.8333999999, 130270.91910000145 459262.46869999915, 130299.53649999946 459234.5188000016, 130304.30920000002 459229.9578000009)"
mengstroken_kenmerk.281,Uitrijstrook,1.6 -> 2,R,56.09000015,R,56.20500183,H,002,KLK0008056784,R,I,3,,"LINESTRING (130304.30920000002 459229.9578000009, 130347.19299999997 459188.9763999991, 130372.5207999982 459165.4349000007, 130381.558699999 459157.38329999894)"
mengstroken_kenmerk.282,Splitsing,2 -> 2,R,112.47499847,R,112.54799652,T,002,KLK0008057926,L,I,4,,"LINESTRING (151082.75279999897 414718.66310000047, 151023.32019999996 414767.3260000013)"
mengstroken_kenmerk.283,Uitrijstrook,1 -> 1.6,R,61.44800186,R,61.64500046,H,002,KLK0008056829,R,I,3,,"LINESTRING (133609.88919999823 455333.4048999995, 133610.30099999905 455331.27160000056, 133614.63280000165 455296.5405000001, 133617.93659999967 455266.71869999915, 133621.35130000114 455232.2848000005, 133623.5133999996 455207.375, 133625.73710000142 455177.4571999982, 133624.89820000157 455162.3618000001, 133625.73039999977 455143.28229999915)"
mengstroken_kenmerk.284,Uitrijstrook,2 -> 2,R,61.75,R,61.77199936,H,002,KLK0008056831,R,I,3,,"LINESTRING (133626.9327000007 455044.3024000004, 133626.72250000015 455024.6779000014)"
mengstroken_kenmerk.285,Uitrijstrook,1 -> 1,R,40.11500168,R,40.17699814,T,012,KLK0007960325,L,I,2,,"LINESTRING (116458.31109999865 453333.6154000014, 116455.83909999952 453333.15190000087, 116450.31720000133 453333.0234999992, 116437.53779999912 453335.4728000015, 116426.94559999928 453339.2302000001, 116417.7853000015 453344.1099999994, 116410.37999999896 453349.84589999914, 116403.22179999948 453356.77809999883)"
mengstroken_kenmerk.286,Invoegstrook,1 -> 1,R,50.33000183,R,50.48300171,T,012,KLK0007960387,L,I,1,,"LINESTRING (126508.42799999937 454814.94299999997, 126415.92430000007 454813.01419999823, 126355.56159999967 454809.3114)"
mengstroken_kenmerk.287,Splitsing,2 -> 2,R,110.65000153,R,111.10199738,H,002,KLK0008052992,R,I,3,,"LINESTRING (149709.45320000127 416048.27600000054, 149717.09970000014 416038.2703000009, 149741.7098999992 416006.73429999873, 149775.05169999972 415964.4653000012, 149802.19999999925 415930.54879999906, 149839.9651999995 415883.93470000103, 149871.49309999868 415845.53400000185, 149909.90949999914 415799.444600001, 149948.6438000016 415753.62220000103, 149992.94350000098 415701.9090999998)"
mengstroken_kenmerk.288,Samenvoeging,1 -> 1.6,R,110.70400238,R,110.70999908,T,002,KLK0008052993,L,I,3,,"LINESTRING (149761.17320000008 416013.3958999999, 149757.43299999833 416018.0874999985)"
mengstroken_kenmerk.289,Uitrijstrook,1 -> 1,R,184.53399658,R,184.76600647,H,002,KLK0008054353,R,I,3,,"LINESTRING (171376.14330000058 367926.8542000018, 171405.66919999942 367903.89770000055, 171559.46070000157 367784.88699999824)"
mengstroken_kenmerk.290,Invoegstrook,1 -> 1,R,33.62099838,R,33.88000107,H,002,KLK0008051564,R,I,5,,"LINESTRING (123666.21939999983 480117.688099999, 123793.7137000002 479914.36030000076, 123804.13740000129 479897.28869999945, 123806.86180000007 479893.0914000012)"
mengstroken_kenmerk.291,Splitsing,1 -> 1.6,R,33.93799973,R,34.18399811,H,002,KLK0008051565,R,I,4,,"LINESTRING (123838.89539999887 479844.74120000005, 123847.61210000142 479831.6777999997, 123922.01110000163 479713.0824000016, 123953.62539999932 479662.0850000009, 123968.21159999818 479636.6812000014)"
mengstroken_kenmerk.292,Splitsing,1 -> 1,R,33.51599884,R,33.91400146,T,002,KLK0008051567,L,I,5,,"LINESTRING (123838.96409999952 479882.68620000035, 123821.19629999995 479909.245099999, 123757.40249999985 480010.88479999825, 123686.93510000035 480122.71550000086, 123628.16479999945 480216.56269999966)"
mengstroken_kenmerk.293,Weefstrook,1 -> 1,R,181.67500305,R,182.477005,H,002,KLK0008054258,R,I,3,,"LINESTRING (169613.70789999887 370144.69139999896, 169885.60570000112 369794.22679999843, 169909.87669999897 369762.43180000037, 169929.308699999 369735.99549999833, 169946.10880000144 369712.07510000095, 169957.3445999995 369695.48910000175, 169972.6849000007 369672.0694000013, 169983.35720000044 369655.17020000145, 169993.82539999858 369638.1229999997, 170047.87070000172 369548.86659999937, 170069.02569999918 369514.91519999877, 170081.7148000002 369494.8680999987)"
mengstroken_kenmerk.294,Weefstrook,1 -> 1,R,181.24699402,R,182.49699402,T,002,KLK0008054260,L,I,3,,"LINESTRING (170099.94000000134 369490.98330000043, 170081.49590000138 369520.0661999993, 170061.7899999991 369551.6768000014, 170040.96339999884 369585.8165999986, 170010.03950000182 369637.23369999975, 169986.98950000107 369674.40729999915, 169976.16429999843 369691.2243999988, 169965.0998999998 369707.88709999993, 169954.30689999834 369723.63109999895, 169942.57869999856 369740.28730000183, 169930.90080000088 369756.3830000013, 169904.38120000064 369791.74489999935, 169879.92179999873 369823.3953000009, 169359.67599999905 370493.0309000015)"
mengstroken_kenmerk.295,Weefstrook,1 -> 1,R,71.01300049,R,72.18499756,H,002,KLK0008052263,R,I,5,,"LINESTRING (133581.0998999998 446009.97729999945, 133591.0976999998 445973.4387000017, 133601.9525000006 445934.91310000047, 133613.2186000012 445896.51949999854, 133622.12460000068 445867.09589999914, 133642.46440000087 445801.73600000143, 133652.98860000074 445769.54940000176, 133668.38010000065 445723.96020000055, 133702.93019999936 445622.10280000046, 133743.97890000045 445501.4032000005, 133841.03069999814 445215.63379999995, 133868.063000001 445137.5053999983, 133887.99120000005 445080.91039999947, 133908.28990000114 445024.44359999895, 133921.96029999852 444986.8467000015, 133942.8123999983 444925.80999999866)"
mengstroken_kenmerk.296,Weefstrook,1 -> 1,R,71.02899933,R,72.05200195,T,002,KLK0008052264,L,I,5,,"LINESTRING (133608.48629999906 446003.10229999945, 133613.80099999905 445982.930399999, 133629.5188000016 445925.0219999999, 133647.88109999895 445859.6495000012, 133653.42529999837 445840.4323000014, 133659.0786000006 445821.2478, 133669.9803000018 445785.502700001, 133676.11340000108 445766.44640000165, 133688.14119999856 445730.87849999964, 133722.82339999825 445628.7806000002, 133763.68930000067 445508.42819999903, 133848.06590000167 445260.2021000013, 133869.18930000067 445200.72459999844, 133882.78119999915 445163.1009999998, 133917.46009999886 445069.2829999998)"
mengstroken_kenmerk.297,Invoegstrook,1 -> 1,R,133.64100647,R,133.96499634,T,002,KLK0008053491,L,I,4,,"LINESTRING (153001.39930000156 396663.0174999982, 152988.93820000067 396698.60339999944, 152982.6149000004 396717.57880000025, 152970.83949999884 396754.8568999991, 152959.4813000001 396793.2324000001, 152948.8825000003 396831.806499999, 152943.2707999982 396853.52849999815, 152933.96379999816 396892.45439999923, 152929.60559999943 396911.97399999946, 152925.40179999918 396931.5273000002, 152921.40430000052 396951.12579999864, 152916.4210000001 396977.3720000014)"
mengstroken_kenmerk.298,Uitrijstrook,1 -> 1,R,137.94700623,R,138.18299866,H,002,KLK0008053514,R,I,4,,"LINESTRING (155065.4023000002 393257.78489999846, 155067.1656000018 393255.2181000002, 155107.31859999895 393197.7281999998, 155153.46920000017 393132.38170000166, 155196.46990000084 393072.05490000173)"
mengstroken_kenmerk.299,Invoegstrook,1 -> 1,R,137.8999939,R,138.22200012,T,002,KLK0008053515,L,I,4,,"LINESTRING (155233.09409999847 393048.0581, 155124.0139000006 393201.4919999987, 155101.08850000054 393234.27050000057, 155067.00939999893 393283.65359999985, 155055.7344999984 393300.17379999906, 155044.66050000116 393316.83410000056, 155044.2377000004 393317.43769999966)"
mengstroken_kenmerk.300,Uitrijstrook,1 -> 1,R,186.31399536,R,186.57400513,H,002,KLK0008054392,R,I,3,,"LINESTRING (172782.07699999958 366838.1431000009, 172783.0604000017 366837.34899999946, 172798.3302000016 366824.3685000017, 172816.42170000076 366808.4521000013, 172831.11309999973 366794.7688000016, 172845.30480000004 366780.6640000008, 172862.28409999982 366763.28810000047, 172872.97590000182 366751.71829999983, 172886.2408999987 366736.7137000002, 172899.07310000062 366721.36499999836, 172911.439100001 366705.6458999999, 172916.7338999994 366698.55739999935, 172928.38699999824 366682.2631999999, 172936.47100000083 366670.4769000001, 172953.01509999856 366644.9268999994)"
mengstroken_kenmerk.301,Uitrijstrook,1 -> 1,R,187.69999695,R,187.96499634,H,002,KLK0008054419,R,I,3,,"LINESTRING (173619.94079999998 365733.2065999992, 173647.8396999985 365706.3167000003, 173686.8968999982 365669.8381000012, 173716.46510000154 365642.8980999999, 173747.43499999866 365615.1783000007, 173777.47690000013 365588.7659999989, 173796.59789999947 365572.2188999988)"
mengstroken_kenmerk.302,Invoegstrook,1 -> 1,R,62.20899963,R,62.56100082,T,002,KLK0008057034,L,I,3,,"LINESTRING (132255.22789999843 453482.3691999987, 132287.9935999997 453472.5430999994, 132362.5097000003 453450.4690000005, 132372.26440000162 453447.3680000007, 132409.44209999964 453436.12689999864, 132452.46240000054 453422.75400000066, 132472.40049999952 453416.3332000002, 132524.48519999906 453398.64279999956, 132583.63379999995 453377.866799999)"
mengstroken_kenmerk.303,Splitsing,2 -> 2,R,54.26200104,R,54.33800125,T,012,KLK0007960471,L,I,3,,"LINESTRING (130248.48589999974 454093.8082000017, 130247.66189999878 454089.89400000125, 130246 454082, 130243 454066, 130244 454052, 130247 454038, 130252 454024, 130254.27210000157 454020.1649999991)"
