FID,NITG,INTERN_NR,DATUM_MIN_MAX,MV_TOV_NAP,FILTERSTELLING_TOV_NAP,OPMERKINGEN,MONITORINGNETWERK,EIGENAAR_CONTACTPERSOON,GRONDWATERSTANDEN_TNO_JANEE,GRONDWATERSTANDEN_TNO_LINK,META_DATA_TNO_LINK,GRONDWATERSTANDEN_NMG_JANEE,GRONDWATERSTANDEN_NMG,WION_JANEE,GEOMETRIE
MIL_WAT_GWMONITOR.fid-36cc8544_1861f90ef02_c07,B40C3515,P5,2011 tot heden,9.89599991,"F1: -4,10 tot -5,10",Monitoring peilbuis Dijkteruglegging Lent,Monitoringnetwerk Dijkteruglegging,"Gemeente Nijmegen, Ingenieursbureau, Ontwerp en Advies, (TA, AZ) 024-3299331",ja,"<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/gws_hyd_graph/start.jsp?hideButtons=false&nitgNumber=B40C3515"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>","<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/Entry?datatype=gws&queryProperty=NitgNumber&id=B40C3515"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,"<A HREF=""http://145.11.60.41/imap/multimedia/"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",ja,POINT (188361 430592)
MIL_WAT_GWMONITOR.fid-36cc8544_1861f90ef02_c08,B40C3527,4A1,2011 tot heden,6.82200003,"F1: 3,77 tot 2,77",Monitoring peilbuis tbv project Maas-Waalkanaal,Monitoring Maas-Waalkanaal,"Gemeente Nijmegen, Ingenieursbureau, Ontwerp en Advies, (TA, AZ) 024-3299331",ja,"<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/gws_hyd_graph/start.jsp?hideButtons=false&nitgNumber=B40C3527"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>","<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/Entry?datatype=gws&queryProperty=NitgNumber&id=B40C3527"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,"<A HREF=""http://145.11.60.41/imap/multimedia/"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",ja,POINT (181969 427335)
MIL_WAT_GWMONITOR.fid-36cc8544_1861f90ef02_c09,B46A1774,P3,2011 tot heden,8.60999966,"F1: 7,41 tot 4,41 F2: -0,34 tot -1,34",Monitoring peilbuis tbv project Maas-Waalkanaal,Monitoring Maas-Waalkanaal,"Gemeente Nijmegen, Ingenieursbureau, Ontwerp en Advies, (TA, AZ) 024-3299331",ja,"<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/gws_hyd_graph/start.jsp?hideButtons=false&nitgNumber=B46A1774"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>","<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/Entry?datatype=gws&queryProperty=NitgNumber&id=B46A1774"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,"<A HREF=""http://145.11.60.41/imap/multimedia/"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",ja,POINT (183427 423522)
MIL_WAT_GWMONITOR.fid-36cc8544_1861f90ef02_c0a,B46A1773,P2,2011 tot heden,6.91599989,"F1: 4,72 tot 3,72 F2: -2,09 tot -3,09",Monitoring peilbuis tbv project Maas-Waalkanaal,Monitoring Maas-Waalkanaal,"Gemeente Nijmegen, Ingenieursbureau, Ontwerp en Advies, (TA, AZ) 024-3299331",ja,"<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/gws_hyd_graph/start.jsp?hideButtons=false&nitgNumber=B46A1773"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>","<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/Entry?datatype=gws&queryProperty=NitgNumber&id=B46A1773"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,"<A HREF=""http://145.11.60.41/imap/multimedia/"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",ja,POINT (182903 424092)
MIL_WAT_GWMONITOR.fid-36cc8544_1861f90ef02_c0b,B46A1772,P1,2011 tot heden,7.65799999,"F1: 4,81 tot 3,81 F2: -1,34 tot -2,34",Monitoring peilbuis tbv project Maas-Waalkanaal,Monitoring Maas-Waalkanaal,"Gemeente Nijmegen, Ingenieursbureau, Ontwerp en Advies, (TA, AZ) 024-3299331",ja,"<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/gws_hyd_graph/start.jsp?hideButtons=false&nitgNumber=B46A1772"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>","<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/Entry?datatype=gws&queryProperty=NitgNumber&id=B46A1772"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,"<A HREF=""http://145.11.60.41/imap/multimedia/"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",ja,POINT (182238 424943)
MIL_WAT_GWMONITOR.fid-36cc8544_1861f90ef02_c0c,B40C0001,-,1963 t/m 1994,24,"F1: -39,00 tot 51,00",Monitoring peilbuis van Waterwingebied,Monitoring Waterwinning,Vitens,ja,"<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/gws_hyd_graph/start.jsp?hideButtons=false&nitgNumber=B40C0001"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>","<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/Entry?datatype=gws&queryProperty=NitgNumber&id=B40C0001"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",nee,,nee,POINT (187720 428700)
MIL_WAT_GWMONITOR.fid-36cc8544_1861f90ef02_c0d,B40C0007,-,1950 t/m 2001,24.45000076,F1:  ?? tot -1654,-,Monitoring (overig),onbekend,ja,"<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/gws_hyd_graph/start.jsp?hideButtons=false&nitgNumber=B40C0007"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>","<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/Entry?datatype=gws&queryProperty=NitgNumber&id=B40C0007"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",nee,,nee,POINT (181060 425460)
MIL_WAT_GWMONITOR.fid-36cc8544_1861f90ef02_c0e,B40C0021,-,1950 t/m 2004,8.46000004,"F1: 3,65 tot -6,35",-,Monitoring (overig),onbekend,ja,"<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/gws_hyd_graph/start.jsp?hideButtons=false&nitgNumber=B40C0021"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>","<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/Entry?datatype=gws&queryProperty=NitgNumber&id=B40C0021"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",nee,,nee,POINT (186680 436820)
MIL_WAT_GWMONITOR.fid-36cc8544_1861f90ef02_c0f,B40C0027,-,1956 t/m 2000,8.85000038,"F1: 2,53 tot -7,19",-,Monitoring (overig),onbekend,ja,"<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/gws_hyd_graph/start.jsp?hideButtons=false&nitgNumber=B40C0027"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>","<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/Entry?datatype=gws&queryProperty=NitgNumber&id=B40C0027"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",nee,,nee,POINT (188053 436760)
MIL_WAT_GWMONITOR.fid-36cc8544_1861f90ef02_c10,B40C0031,-,1950 t/m 2000,9.39000034,"F1: 2,86 tot -7,14",-,Monitoring (overig),onbekend,ja,"<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/gws_hyd_graph/start.jsp?hideButtons=false&nitgNumber=B40C0031"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>","<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/Entry?datatype=gws&queryProperty=NitgNumber&id=B40C0031"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",nee,,nee,POINT (188240 436300)
MIL_WAT_GWMONITOR.fid-36cc8544_1861f90ef02_c11,B40C0040,-,1950 t/m 2000,11.02999973,"F1: -5,41 tot 1,94",-,Monitoring (overig),onbekend,ja,"<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/gws_hyd_graph/start.jsp?hideButtons=false&nitgNumber=B40C0040"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>","<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/Entry?datatype=gws&queryProperty=NitgNumber&id=B40C0040"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",nee,,nee,POINT (189990 434270)
MIL_WAT_GWMONITOR.fid-36cc8544_1861f90ef02_c12,B40C0045,-,1950 t/m 2000,8.63000011,"F1: 1,11 tot -9,39",-,Monitoring (overig),onbekend,ja,"<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/gws_hyd_graph/start.jsp?hideButtons=false&nitgNumber=B40C0045"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>","<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/Entry?datatype=gws&queryProperty=NitgNumber&id=B40C0045"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",nee,,nee,POINT (184440 436600)
MIL_WAT_GWMONITOR.fid-36cc8544_1861f90ef02_c13,B40C0047,-,1950 t/m 1980,10.22000027,"F1: 4,02 tot -6,48",-,Monitoring (overig),onbekend,ja,"<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/gws_hyd_graph/start.jsp?hideButtons=false&nitgNumber=B40C0047"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>","<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/Entry?datatype=gws&queryProperty=NitgNumber&id=B40C0047"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",nee,,nee,POINT (182700 435840)
MIL_WAT_GWMONITOR.fid-36cc8544_1861f90ef02_c14,B40C0050,-,1950 t/m 2000,9.21000004,"F1: 7,10 tot -0,40",-,Monitoring (overig),onbekend,ja,"<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/gws_hyd_graph/start.jsp?hideButtons=false&nitgNumber=B40C0050"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>","<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/Entry?datatype=gws&queryProperty=NitgNumber&id=B40C0050"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",nee,,nee,POINT (185460 432820)
MIL_WAT_GWMONITOR.fid-36cc8544_1861f90ef02_c15,B40C0051,-,1950 t/m 1985,9.10000038,"F1: 5,10 tot -7,90",-,Monitoring (overig),onbekend,ja,"<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/gws_hyd_graph/start.jsp?hideButtons=false&nitgNumber=B40C0051"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>","<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/Entry?datatype=gws&queryProperty=NitgNumber&id=B40C0051"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",nee,,nee,POINT (185130 432740)
MIL_WAT_GWMONITOR.fid-36cc8544_1861f90ef02_c16,B40C0055,-,1950 t/m 1967,9.11999989,"F1: 3,67 tot -6,20",-,Monitoring (overig),onbekend,ja,"<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/gws_hyd_graph/start.jsp?hideButtons=false&nitgNumber=B40C0055"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>","<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/Entry?datatype=gws&queryProperty=NitgNumber&id=B40C0055"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",nee,,nee,POINT (184820 432330)
MIL_WAT_GWMONITOR.fid-36cc8544_1861f90ef02_c17,B40C0057,-,1950 t/m 1985,10.10999966,"F1: 4,61 tot -4,54",-,Monitoring (overig),onbekend,ja,"<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/gws_hyd_graph/start.jsp?hideButtons=false&nitgNumber=B40C0057"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>","<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/Entry?datatype=gws&queryProperty=NitgNumber&id=B40C0057"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",nee,,nee,POINT (186000 431800)
MIL_WAT_GWMONITOR.fid-36cc8544_1861f90ef02_c18,B40C0060,-,1972 t/m 2009,9.96000004,"F1: -9,04 tot -11,04 F2: -48,04 tot -50,04 F3: -89,04 tot -91,04",-,Monitoring (overig),onbekend,ja,"<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/gws_hyd_graph/start.jsp?hideButtons=false&nitgNumber=B40C0060"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>","<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/Entry?datatype=gws&queryProperty=NitgNumber&id=B40C0060"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",nee,,nee,POINT (188950 430970)
MIL_WAT_GWMONITOR.fid-36cc8544_1861f90ef02_c19,B40C0163,-,1975 t/m 2007,13.13000011,"F1: -45,87 tot -46,87",Monitoring peilbuis van Waterwingebied,Monitoring Waterwinning,Vitens,ja,"<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/gws_hyd_graph/start.jsp?hideButtons=false&nitgNumber=B40C0163"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>","<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/Entry?datatype=gws&queryProperty=NitgNumber&id=B40C0163"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",nee,,nee,POINT (187373 428783)
MIL_WAT_GWMONITOR.fid-36cc8544_1861f90ef02_c1a,B40C0202,-,1950 t/m 2001,8.88000011,"F1:  ?? tot -16,12",-,Monitoring (overig),onbekend,ja,"<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/gws_hyd_graph/start.jsp?hideButtons=false&nitgNumber=B40C0202"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>","<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/Entry?datatype=gws&queryProperty=NitgNumber&id=B40C0202"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",nee,,nee,POINT (180200 425090)
MIL_WAT_GWMONITOR.fid-36cc8544_1861f90ef02_c1b,B40C0235,-,1968 t/m 2005,7.46999979,"F1: -6,53 tot -8,53 F2: -23,53 tot -25,53 F3: -70,53 tot -72,53",-,Monitoring (overig),onbekend,ja,"<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/gws_hyd_graph/start.jsp?hideButtons=false&nitgNumber=B40C0235"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>","<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/Entry?datatype=gws&queryProperty=NitgNumber&id=B40C0235"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",nee,,nee,POINT (180110 428210)
MIL_WAT_GWMONITOR.fid-36cc8544_1861f90ef02_c1c,B40C0270,-,1969 t/m 1976,31.70999908,"F1: -14,94 tot -45,29",Monitoring peilbuis van Waterwingebied,Monitoring Waterwinning,Vitens,ja,"<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/gws_hyd_graph/start.jsp?hideButtons=false&nitgNumber=B40C0270"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>","<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/Entry?datatype=gws&queryProperty=NitgNumber&id=B40C0270"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",nee,,nee,POINT (188330 426140)
MIL_WAT_GWMONITOR.fid-36cc8544_1861f90ef02_c1d,B40C0579,-,1960 t/m 1971,,,-,Monitoring (overig),onbekend,ja,"<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/gws_hyd_graph/start.jsp?hideButtons=false&nitgNumber=B40C0579"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>","<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/Entry?datatype=gws&queryProperty=NitgNumber&id=B40C0579"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",nee,,nee,POINT (185490 425120)
MIL_WAT_GWMONITOR.fid-36cc8544_1861f90ef02_c1e,B40C0580,-,1966 t/m 1971,,,-,Monitoring (overig),onbekend,ja,"<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/gws_hyd_graph/start.jsp?hideButtons=false&nitgNumber=B40C0580"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>","<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/Entry?datatype=gws&queryProperty=NitgNumber&id=B40C0580"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",nee,,nee,POINT (183920 426550)
MIL_WAT_GWMONITOR.fid-36cc8544_1861f90ef02_c1f,B40C0581,-,1971 t/m 1976,8.55000019,"F1: 6,97 tot 6,47",-,Monitoring (overig),onbekend,ja,"<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/gws_hyd_graph/start.jsp?hideButtons=false&nitgNumber=B40C0581"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>","<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/Entry?datatype=gws&queryProperty=NitgNumber&id=B40C0581"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",nee,,nee,POINT (183790 426520)
MIL_WAT_GWMONITOR.fid-36cc8544_1861f90ef02_c20,B40C0582,-,1967 t/m 1970,7.88999987,"F1: 5,50 tot 4,92",-,Monitoring (overig),onbekend,ja,"<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/gws_hyd_graph/start.jsp?hideButtons=false&nitgNumber=B40C0582"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>","<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/Entry?datatype=gws&queryProperty=NitgNumber&id=B40C0582"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",nee,,nee,POINT (182880 425220)
MIL_WAT_GWMONITOR.fid-36cc8544_1861f90ef02_c21,B40C0583,-,1967 t/m 1971,7.71000004,"F1: 5,22 tot 4,64",-,Monitoring (overig),onbekend,ja,"<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/gws_hyd_graph/start.jsp?hideButtons=false&nitgNumber=B40C0583"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>","<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/Entry?datatype=gws&queryProperty=NitgNumber&id=B40C0583"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",nee,,nee,POINT (182820 425130)
MIL_WAT_GWMONITOR.fid-36cc8544_1861f90ef02_c22,B40C0584,-,1970 t/m 1973,9.02999973,"F1: ?? tot 5,03",-,Monitoring (overig),onbekend,ja,"<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/gws_hyd_graph/start.jsp?hideButtons=false&nitgNumber=B40C0584"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>","<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/Entry?datatype=gws&queryProperty=NitgNumber&id=B40C0584"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",nee,,nee,POINT (181980 431860)
MIL_WAT_GWMONITOR.fid-36cc8544_1861f90ef02_c23,B40C0585,-,1970 t/m 1989,8.93000031,"F1: ?? tot 4,43",-,Monitoring (overig),onbekend,ja,"<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/gws_hyd_graph/start.jsp?hideButtons=false&nitgNumber=B40C0585"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>","<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/Entry?datatype=gws&queryProperty=NitgNumber&id=B40C0585"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",nee,,nee,POINT (181940 431830)
MIL_WAT_GWMONITOR.fid-36cc8544_1861f90ef02_c24,B40C0586,-,1970 t/m 1986,8.68000031,"F1: ?? tot 5,18",-,Monitoring (overig),onbekend,ja,"<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/gws_hyd_graph/start.jsp?hideButtons=false&nitgNumber=B40C0586"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>","<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/Entry?datatype=gws&queryProperty=NitgNumber&id=B40C0586"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",nee,,nee,POINT (181930 431780)
MIL_WAT_GWMONITOR.fid-36cc8544_1861f90ef02_c25,B40C0587,-,1970 t/m 1971,8.42000008,"F1: ?? tot 4,22",-,Monitoring (overig),onbekend,ja,"<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/gws_hyd_graph/start.jsp?hideButtons=false&nitgNumber=B40C0587"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>","<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/Entry?datatype=gws&queryProperty=NitgNumber&id=B40C0587"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",nee,,nee,POINT (181900 431700)
MIL_WAT_GWMONITOR.fid-36cc8544_1861f90ef02_c26,B40C0588,-,1970 t/m 1971,8.43000031,"F1: ?? tot 5,23",-,Monitoring (overig),onbekend,ja,"<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/gws_hyd_graph/start.jsp?hideButtons=false&nitgNumber=B40C0588"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>","<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/Entry?datatype=gws&queryProperty=NitgNumber&id=B40C0588"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",nee,,nee,POINT (181810 431540)
MIL_WAT_GWMONITOR.fid-36cc8544_1861f90ef02_c27,B40C0589,-,1970 t/m 1971,8.18000031,"F1: ?? tot 3,18",-,Monitoring (overig),onbekend,ja,"<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/gws_hyd_graph/start.jsp?hideButtons=false&nitgNumber=B40C0589"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>","<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/Entry?datatype=gws&queryProperty=NitgNumber&id=B40C0589"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",nee,,nee,POINT (181650 431170)
MIL_WAT_GWMONITOR.fid-36cc8544_1861f90ef02_c28,B40C0590,-,1970 t/m 1974,8.02999973,"F1: ?? tot 5,04",-,Monitoring (overig),onbekend,ja,"<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/gws_hyd_graph/start.jsp?hideButtons=false&nitgNumber=B40C0590"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>","<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/Entry?datatype=gws&queryProperty=NitgNumber&id=B40C0590"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",nee,,nee,POINT (181310 430440)
