GEMEENTE,CBS_GEMEENTECODE,BETREFT,WIJKNAAM,CBS_WIJKCODE,BUURTNAAM,CBS_BUURTCODE,BAGREFNUMMER,STRAATNAAM,HUISNUMMER,HUISLETTER,HUISNUMMERTOEVOEGING,POSTCODE,WOONPLAATS,longitude,latitude,X,Y,GEOMETRIE
Stichtse Vecht,G1904,StichtseVecht-sportfunctie,Nieuwer Ter Aa,WK190404,Nieuwer Ter Aa,WK19040402,0311010000000102,Doude van Troostwijkstraat,2,a,,3626AV,Nieuwer Ter Aa,4.981982,52.189496,127290.41,466896.16,"POLYGON Z ((127277.039 466898.892 0,127292.609 466882.693 0,127303.778 466893.428 0,127301.065 466896.25 0,127301.787 466896.944 0,127293.65 466905.41 0,127292.929 466904.718 0,127288.21 466909.628 0,127277.039 466898.892 0))"
Stichtse Vecht,G1904,StichtseVecht-sportfunctie,Breukelen,WK190402,Polder Breukelerwaard,WK19040205,0311010000001512,Breukelerwaard,7,,,3621LE,Breukelen,4.981407,52.174609,127241.87,465240.09,"POLYGON Z ((127272.711 465265.321 0,127247.598 465280.802 0,127240.263 465268.905 0,127243.241 465267.069 0,127208.986 465211.473 0,127228.516 465199.369 0,127252.007 465237.506 0,127254.565 465235.923 0,127272.711 465265.321 0))"
Stichtse Vecht,G1904,StichtseVecht-sportfunctie,Breukelen,WK190402,Landgoed Nijenrode,WK19040209,0311010000001557,Broekdijk Oost,26,,,3621LN,Breukelen,4.99929,52.164105,128458.83,464064.73,"POLYGON ((128438.228 464081.222,128446.818 464068.945,128446.114 464068.452,128447.28 464066.785,128457.969 464051.658,128469.223 464059.285,128471.511 464060.882,128471.411 464061.023,128459.637 464077.851,128459.568 464077.95,128457.011 464081.605,128452.103 464088.621,128451.019 464090.171,128438.228 464081.222))"
Stichtse Vecht,G1904,StichtseVecht-sportfunctie,Breukelen,WK190402,Landgoed Nijenrode,WK19040209,0311010000001559,Broekdijk Oost,28,,,3621LN,Breukelen,4.9991,52.16386,128445.68,464037.51,"POLYGON ((128408.301 464040.529,128419.34 464024.719,128416.824 464022.96,128427.464 464007.694,128427.541 464007.747,128434.15 464012.362,128454.247 464026.394,128455.524 464027.285,128466.375 464034.861,128467.504 464033.237,128467.857 464032.729,128472.834 464031.871,128477.181 464034.893,128483.168 464039.056,128479.612 464044.132,128481.827 464045.673,128477.944 464051.17,128477.829 464051.335,128475.78 464049.902,128469.223 464059.285,128457.969 464051.658,128447.28 464066.785,128445.541 464065.56,128445.049 464066.266,128441.605 464063.862,128439.19 464067.323,128418.293 464052.742,128409.244 464046.428,128411.714 464042.958,128408.301 464040.529))"
Stichtse Vecht,G1904,StichtseVecht-sportfunctie,Breukelen,WK190402,Landgoed Nijenrode,WK19040209,0311010000001561,Broekdijk Oost,30,,,3621LN,Breukelen,4.998756,52.163118,128421.76,463955.03,"POLYGON Z ((128408.123 463982.682 0,128409.76 463970.76 0,128412.743 463971.128 0,128413.188 463968.183 0,128411.982 463968.005 0,128413.721 463955.385 0,128417.998 463956.007 0,128418.354 463953.214 0,128416.526 463952.986 0,128418.227 463941.013 0,128419.862 463941.237 0,128420.286 463938.255 0,128416.161 463937.669 0,128417.805 463925.736 0,128429.753 463927.376 0,128428.021 463939.301 0,128427.03 463939.165 0,128426.617 463942.166 0,128430.134 463942.651 0,128428.471 463954.624 0,128425.513 463954.23 0,128425.132 463956.985 0,128426.414 463957.213 0,128424.65 463969.77 0,128420.385 463969.16 0,128419.928 463972.157 0,128421.73 463972.436 0,128420.093 463984.332 0,128408.123 463982.682 0))"
Stichtse Vecht,G1904,StichtseVecht-sportfunctie,Kockengen,WK190405,Kockengen Dorp,WK19040505,0311010000002140,Sportweg,2,,,3628AZ,Kockengen,4.956342,52.147609,125509.46,462245.92,"POLYGON ((125502.222 462252.274,125509.261 462234.201,125512.896 462235.617,125514.32 462236.171,125517.552 462237.43,125513.155 462248.72,125515.885 462249.783,125519.78 462251.3,125517.31 462257.639,125510.562 462255.01,125510.389 462255.455,125502.555 462252.404,125502.222 462252.274))"
Stichtse Vecht,G1904,StichtseVecht-sportfunctie,Kockengen,WK190405,Kockengen Dorp,WK19040505,0311010000002142,Sportweg,4,,,3628AZ,Kockengen,4.954732,52.146957,125398.83,462174.04,"POLYGON ((125374.171 462181.847,125376.217 462176.312,125374.847 462175.812,125374.737 462176.101,125374.231 462175.92,125383.172 462152.259,125406.083 462160.906,125407.55 462157.019,125421.89 462162.432,125421.318 462163.967,125420.329 462166.623,125424.991 462168.035,125416.738 462189.825,125416.033 462191.687,125413.897 462190.884,125388.066 462181.099,125384.439 462190.673,125382.487 462195.826,125379.467 462194.68,125383.086 462185.143,125374.171 462181.847))"
Stichtse Vecht,G1904,StichtseVecht-sportfunctie,Breukelen,WK190402,Breukelen Noord,WK19040207,0311010000006541,Schepersweg,14,a,,3621JK,Breukelen,4.997963,52.179068,128377.01,465730,"POLYGON ((128330.207 465722.874,128344.394 465720.971,128344.173 465719.533,128346.223 465719.256,128346.229 465719.156,128348.298 465718.868,128348.316 465718.689,128348.385 465718.415,128348.503 465718.158,128348.664 465717.927,128348.865 465717.728,128349.098 465717.569,128349.356 465717.455,128349.631 465717.388,128349.913 465717.373,128350.193 465717.408,128350.462 465717.493,128350.712 465717.625,128350.934 465717.8,128351.12 465718.012,128351.266 465718.254,128351.365 465718.518,128354.221 465718.17,128361.382 465717.283,128361.18 465715.615,128361.236 465714.638,128361.485 465713.692,128361.917 465712.815,128362.516 465712.041,128363.256 465711.402,128364.11 465710.923,128365.041 465710.624,128366.013 465710.516,128366.987 465710.605,128367.925 465710.885,128368.787 465711.346,128369.541 465711.97,128370.155 465712.732,128370.605 465713.6,128370.873 465714.541,128371.285 465717.005,128375.653 465716.372,128375.746 465717.156,128381.619 465716.404,128382.437 465716.299,128382.431 465716.243,128382.246 465714.601,128386.776 465713.996,128385.676 465705.685,128409.142 465702.574,128409.4 465704.372,128411.57 465704.083,128416.918 465703.37,128417.898 465710.276,128420.169 465709.969,128421.945 465723.228,128422.88 465730.209,128423.057 465731.528,128398.304 465734.802,128398.264 465734.807,128397.966 465732.512,128393.281 465733.169,128394.079 465739.047,128391.267 465739.416,128385.233 465740.208,128384.229 465740.34,128385.563 465750.366,128384.238 465750.551,128384.497 465752.796,128353.721 465756.997,128350.624 465757.416,128350.304 465755.134,128348.308 465755.399,128334.83 465757.188,128330.662 465726.248,128330.228 465723.032,128330.207 465722.874))"
Stichtse Vecht,G1904,StichtseVecht-sportfunctie,Kockengen,WK190405,Polder Spengen,WK19040503,0311010000007003,Wagendijk,68,,,3628ET,Kockengen,4.940241,52.153469,124411.42,462904.55,"POLYGON ((124390.499 462913.125,124394.993 462904.309,124398.569 462906.142,124403.715 462908.78,124413.002 462890.571,124414.823 462887,124423.614 462891.513,124414.672 462909.032,124413.796 462908.585,124411.62 462912.848,124412.496 462913.295,124408.003 462922.099,124390.499 462913.125))"
Stichtse Vecht,G1904,StichtseVecht-sportfunctie,Breukelen,WK190402,Corridor,WK19040208,0311010000008021,Stationsweg,91,a,,3621LK,Breukelen,4.989605,52.168099,127798.64,464512.65,"POLYGON Z ((127793.799 464526.609 0,127795.663 464488.495 0,127805.798 464488.985 0,127805.646 464492.185 0,127809.901 464492.388 0,127810.648 464476.695 0,127802.658 464476.315 0,127804.923 464428.783 0,127812.804 464429.159 0,127812.852 464428.16 0,127815.768 464428.299 0,127815.721 464429.298 0,127823.412 464429.664 0,127821.023 464477.174 0,127813.063 464476.773 0,127812.541 464487.15 0,127822.488 464487.651 0,127822.241 464492.553 0,127824.359 464492.66 0,127823.898 464502.677 0,127809.431 464502.389 0,127809.847 464494.124 0,127805.593 464493.91 0,127803.922 464527.118 0,127793.799 464526.609 0))"
