IMGEO_LOKAALID;ID;IMGEO_OBJECTBEGIN;IMGEO_TYPE_PLUS;IMGEO_BRONHOUDER;IMGEO_KLASSE;X;Y;LONG;LAT
G0518.FCB8EA56-6FEE-B4FA-E040-2A0A313C2F1B;66741138;2013-10-01;fietsenrek;'s-Gravenhage (G);Straatmeubilair;76783.535;453732.737;4.246495550625495;52.066356857671295
G0518.FCB8EA56-6A4E-B4FA-E040-2A0A313C2F1B;395302;2013-10-01;fietsenrek;'s-Gravenhage (G);Straatmeubilair;76724.45;452730.396;4.245863790173631;52.05734082813747
G0518.FCB8EA56-6A51-B4FA-E040-2A0A313C2F1B;395305;2013-10-01;fietsenrek;'s-Gravenhage (G);Straatmeubilair;76675.397;452222.995;4.245265024188176;52.05277405628305
G0518.FCB8EA56-6DBE-B4FA-E040-2A0A313C2F1B;394612;2013-10-01;fietsenrek;'s-Gravenhage (G);Straatmeubilair;75554.557;453542.158;4.228619952008885;52.064469258150496
G0518.FCB8EA56-6DFD-B4FA-E040-2A0A313C2F1B;395395;2013-10-01;fietsenrek;'s-Gravenhage (G);Straatmeubilair;76687.364;453788.343;4.24508050275262;52.066842976875286
G0518.FCB8EA56-6FEF-B4FA-E040-2A0A313C2F1B;66741139;2013-10-01;fietsenrek;'s-Gravenhage (G);Straatmeubilair;76783.994;453732.978;4.2465021881950795;52.06635908827898
G0518.FCB8EA56-6DDF-B4FA-E040-2A0A313C2F1B;394645;2013-10-01;fietsenrek;'s-Gravenhage (G);Straatmeubilair;75722.407;453094.43;4.231171253877823;52.06046975737337
G0518.FCB8EA56-6DF0-B4FA-E040-2A0A313C2F1B;395382;2013-10-01;fietsenrek;'s-Gravenhage (G);Straatmeubilair;76659.028;453773.468;4.244670738235611;52.066705292899464
G0518.FCB8EA56-6DF2-B4FA-E040-2A0A313C2F1B;395384;2013-10-01;fietsenrek;'s-Gravenhage (G);Straatmeubilair;76658.428;453773.156;4.244662061031664;52.066702404191304
G0518.FCB8EA56-6DF6-B4FA-E040-2A0A313C2F1B;395388;2013-10-01;fietsenrek;'s-Gravenhage (G);Straatmeubilair;76657.23;453772.526;4.244644737166791;52.06669657313625
G0518.FCB8EA56-6E04-B4FA-E040-2A0A313C2F1B;395402;2013-10-01;fietsenrek;'s-Gravenhage (G);Straatmeubilair;76690.646;453790.038;4.245127970039989;52.06685867332859
G0518.FCB8EA56-6E0C-B4FA-E040-2A0A313C2F1B;395410;2013-10-01;fietsenrek;'s-Gravenhage (G);Straatmeubilair;76696.039;453792.829;4.24520596729087;52.06688451760851
G0518.FCB8EA56-6846-B4FA-E040-2A0A313C2F1B;394477;2013-10-01;fietsenrek;'s-Gravenhage (G);Straatmeubilair;75140.383;454009.227;4.222471808197559;52.06860703884409
G0518.FCB8EA56-6828-B4FA-E040-2A0A313C2F1B;394447;2013-10-01;fietsenrek;'s-Gravenhage (G);Straatmeubilair;75147.559;454008.359;4.222576650850294;52.06860027335863
G0518.FCB8EA56-682A-B4FA-E040-2A0A313C2F1B;394449;2013-10-01;fietsenrek;'s-Gravenhage (G);Straatmeubilair;75148.379;454006.448;4.222589055047174;52.06858321827069
G0518.FCB8EA56-683F-B4FA-E040-2A0A313C2F1B;394470;2013-10-01;fietsenrek;'s-Gravenhage (G);Straatmeubilair;75144.467;454014.815;4.22253005329789;52.06865784476348
G0518.FCB8EA56-684E-B4FA-E040-2A0A313C2F1B;394485;2013-10-01;fietsenrek;'s-Gravenhage (G);Straatmeubilair;75137.585;454019.169;4.222428681962463;52.068695979788856
G0518.FCB8EA56-684F-B4FA-E040-2A0A313C2F1B;394486;2013-10-01;fietsenrek;'s-Gravenhage (G);Straatmeubilair;75137.117;454019.967;4.222421670918443;52.06870308357465
G0518.FCB8EA56-6869-B4FA-E040-2A0A313C2F1B;395235;2013-10-01;fietsenrek;'s-Gravenhage (G);Straatmeubilair;76629.502;452153.347;4.24461199869935;52.05214166309419
G0518.FCB8EA56-6872-B4FA-E040-2A0A313C2F1B;395244;2013-10-01;fietsenrek;'s-Gravenhage (G);Straatmeubilair;76505.314;453696.987;4.242446968772331;52.06599622030156
G0518.FCB8EA56-688A-B4FA-E040-2A0A313C2F1B;395268;2013-10-01;fietsenrek;'s-Gravenhage (G);Straatmeubilair;76578.763;452379.788;4.243820416707657;52.054169430422704
G0518.FCB8EA56-5708-B4FA-E040-2A0A313C2F1B;394783;2013-10-01;fietsenrek;'s-Gravenhage (G);Straatmeubilair;75903.409;452434.66;4.233962922882298;52.05456653117542
G0518.FCB8EA56-6C28-B4FA-E040-2A0A313C2F1B;395359;2013-10-01;fietsenrek;'s-Gravenhage (G);Straatmeubilair;76747.534;453856.803;4.245942171625405;52.067466707426306
G0518.FCB8EA56-5355-B4FA-E040-2A0A313C2F1B;66741154;2013-10-01;fietsenrek;'s-Gravenhage (G);Straatmeubilair;76797.449;453729.291;4.246699223363551;52.066327854747236
G0518.FCB8EA56-6BDF-B4FA-E040-2A0A313C2F1B;394564;2013-10-01;fietsenrek;'s-Gravenhage (G);Straatmeubilair;75407.109;450668.474;4.227139528906938;52.03862340089087
G0518.FCB8EA56-6C35-B4FA-E040-2A0A313C2F1B;395372;2013-10-01;fietsenrek;'s-Gravenhage (G);Straatmeubilair;76662.03;453775.031;4.244714152746451;52.06671976367348
G0518.FCB8EA56-6F94-B4FA-E040-2A0A313C2F1B;394657;2013-10-01;fietsenrek;'s-Gravenhage (G);Straatmeubilair;75720.072;452981.069;4.231163527746032;52.059450691906
G0518.FCB8EA56-6F96-B4FA-E040-2A0A313C2F1B;394659;2013-10-01;fietsenrek;'s-Gravenhage (G);Straatmeubilair;75720.89;452979.474;4.2311758235771;52.059436475340405
G0518.FCB8EA56-6F9D-B4FA-E040-2A0A313C2F1B;394666;2013-10-01;fietsenrek;'s-Gravenhage (G);Straatmeubilair;75714.37;452992.006;4.231077859536634;52.05954816231531
G0518.FCB8EA56-6FCC-B4FA-E040-2A0A313C2F1B;395431;2013-10-01;fietsenrek;'s-Gravenhage (G);Straatmeubilair;76719.761;453421.627;4.245636981803987;52.06355201450533
G0518.FCB8EA56-6FC2-B4FA-E040-2A0A313C2F1B;394703;2013-10-01;fietsenrek;'s-Gravenhage (G);Straatmeubilair;75717.951;452510.344;4.231241871553926;52.055220163900756
G0518.FCB8EA56-6FD0-B4FA-E040-2A0A313C2F1B;395435;2013-10-01;fietsenrek;'s-Gravenhage (G);Straatmeubilair;76727.05;453421.777;4.245743223360685;52.063554392699416
G0518.FCB8EA56-6FE3-B4FA-E040-2A0A313C2F1B;66741130;2013-10-01;fietsenrek;'s-Gravenhage (G);Straatmeubilair;76778.489;453730.082;4.246422582064109;52.06633228543939
G0518.FCB8EA56-6FF0-B4FA-E040-2A0A313C2F1B;66741140;2013-10-01;fietsenrek;'s-Gravenhage (G);Straatmeubilair;76773.902;453727.667;4.24635625136724;52.066309934791654
G0518.FCB8EA56-6FDB-B4FA-E040-2A0A313C2F1B;66741142;2013-10-01;fietsenrek;'s-Gravenhage (G);Straatmeubilair;76774.819;453728.15;4.246369511668807;52.06631440486767
