OBJECTID,TIJDSTIP_REGISTRATIE,BGTBRONHOUDERCODE,BGTBRONHOUDER,BGTSTATUS,RELATIEVEHOOGTELIGGING,SUBTYPE,LENGTE,POSITIONELE_NAUWKEURIGHEID_MM,STATUS,MATERIAAL,HOOGTE,Shape__Length
34,2015/02/20 10:37:42+00,W0650,Waterschap Zuiderzeeland,bestaand,0,walbescherming,139.414,283,,,,139.413950061191
35,2015/06/29 14:18:39+00,W0650,Waterschap Zuiderzeeland,bestaand,0,walbescherming,576.975,283,,,,576.974596745807
36,2015/02/19 14:19:16+00,W0650,Waterschap Zuiderzeeland,bestaand,0,walbescherming,18.544,283,,,,18.5436417294304
37,2015/02/19 14:19:16+00,G0995,Lelystad,bestaand,0,damwand,301.866,283,,,,301.865737919609
38,2015/02/19 14:19:16+00,G0995,Lelystad,bestaand,0,damwand,313.114,283,,,,313.113979259547
39,2015/02/19 14:19:16+00,G0995,Lelystad,bestaand,0,damwand,305.782,283,,,,305.78201368904
40,2015/08/13 18:13:39+00,W0647,Waterschap Noorderzijlvest,bestaand,0,walbescherming,4.201,283,,,,4.20073434056475
41,2015/08/13 18:13:39+00,W0647,Waterschap Noorderzijlvest,bestaand,0,walbescherming,29.001,283,,,,29.0005958862352
42,2015/05/20 14:47:58+00,L0004,Prorail,bestaand,0,muur,4.747,283,,,,4.7474965342489
43,2021/01/22 18:10:02+00,L0004,Prorail,bestaand,0,muur,236.005,283,,,,236.005018656956
44,2021/01/22 18:10:03+00,L0004,Prorail,bestaand,1,muur,20.893,283,,,,20.8929302875399
45,2022/10/26 22:02:28+00,W0616,Hoogheemraadschap van Rijnland,bestaand,0,walbescherming,1.617,283,,,,1.61724611608747
46,2015/05/20 14:48:06+00,L0004,Prorail,bestaand,0,muur,5.098,283,,,,5.09838288087507
47,2022/10/26 22:02:28+00,W0616,Hoogheemraadschap van Rijnland,bestaand,0,walbescherming,2.403,283,,,,2.4029583849913
48,2015/05/20 14:47:54+00,L0004,Prorail,bestaand,0,muur,4.055,283,,,,4.05451106793409
49,2015/05/20 14:48:06+00,L0004,Prorail,bestaand,0,muur,4.433,283,,,,4.43289352253778
50,2022/10/26 22:02:28+00,W0616,Hoogheemraadschap van Rijnland,bestaand,0,walbescherming,3.628,283,,,,3.62809178494701
51,2014/07/11 16:48:48+00,L0004,Prorail,bestaand,0,muur,2.4,283,,,,2.40029539848744
52,2014/07/14 09:47:05+00,L0004,Prorail,bestaand,0,muur,17.819,283,,,,17.8186297667928
53,2016/05/30 13:29:59+00,W0654,Waterschap Aa en Maas,bestaand,0,walbescherming,103.075,283,,,,103.074982105346
54,2020/05/28 16:22:36+00,G1525,Teylingen,bestaand,0,muur,6.207,283,,,,6.20689938697253
55,2014/12/05 11:57:17+00,G0935,Maastricht,bestaand,0,muur,4.87,283,,,,4.86999277925515
56,2014/12/05 11:57:09+00,G0935,Maastricht,bestaand,0,muur,25.956,283,,,,25.9563784261688
57,2014/12/05 11:57:13+00,G0935,Maastricht,bestaand,0,muur,5.537,283,,,,5.53748363428733
58,2014/12/05 11:57:09+00,G0935,Maastricht,bestaand,0,muur,1.125,283,,,,1.12515643356824
59,2018/04/23 11:39:14+00,W0616,Hoogheemraadschap van Rijnland,bestaand,0,walbescherming,3.728,283,,,,3.72783046824825
60,2014/12/05 11:57:12+00,G0935,Maastricht,bestaand,0,muur,4.159,283,,,,4.1592107424366
61,2018/11/29 12:28:32+00,G0141,Almelo,bestaand,0,muur,55.227,283,,,,55.2272374829667
62,2015/02/19 20:33:34+00,G0984,Venray,bestaand,0,muur,8.664,283,,,,8.6637217175992
63,2018/04/23 11:39:14+00,G0637,Zoetermeer,bestaand,0,walbescherming,15.326,283,,,,15.3259278675061
64,2018/04/23 11:39:14+00,W0616,Hoogheemraadschap van Rijnland,bestaand,0,walbescherming,4.36,283,,,,4.36010298043521
65,2018/12/06 09:17:29+00,G0275,Rheden,bestaand,0,muur,1.932,283,,,,1.93233702359715
66,2018/12/06 09:17:29+00,G0275,Rheden,bestaand,0,muur,12.303,283,,,,12.3025286018769
67,2018/12/06 09:17:29+00,G0275,Rheden,bestaand,0,muur,2.079,283,,,,2.07879789529272
68,2022/12/23 08:49:14+00,G0307,Amersfoort,bestaand,0,muur,8.464,283,,,,8.464238611346
69,2018/11/28 06:59:09+00,G0344,Utrecht,bestaand,0,walbescherming,39.849,283,,,,39.8487645097659
70,2019/01/22 10:47:51+00,G1954,Beekdaelen,bestaand,0,muur,4.011,283,,,,4.01109286853346
71,2018/12/11 14:35:41+00,G0935,Maastricht,bestaand,0,muur,43.349,283,,,,43.3494876626327
72,2015/02/19 20:33:34+00,G0984,Venray,bestaand,0,muur,0.65,283,,,,0.650062304706249
73,2014/12/05 11:57:09+00,G0935,Maastricht,bestaand,0,muur,7.228,283,,,,7.22827123176766
74,2015/02/19 20:33:34+00,G0984,Venray,bestaand,0,muur,5.044,283,,,,5.0439036469782
75,2015/02/19 20:33:34+00,G0984,Venray,bestaand,0,muur,8.091,283,,,,8.09114213198606
76,2018/11/29 12:28:32+00,G0141,Almelo,bestaand,0,muur,10.538,283,,,,10.5376937230117
77,2015/02/19 20:33:34+00,G0984,Venray,bestaand,0,muur,1.221,283,,,,1.22091194486899
78,2014/12/05 11:57:18+00,G0935,Maastricht,bestaand,0,muur,1.92,283,,,,1.92042833763721
79,2017/10/24 14:16:59+00,G0344,Utrecht,bestaand,0,muur,12.035,283,,,,12.0352652650451
80,2017/10/24 14:16:25+00,G0344,Utrecht,bestaand,0,muur,1.275,283,,,,1.27499725489901
81,2017/10/24 14:15:23+00,G0344,Utrecht,bestaand,0,muur,6.044,283,,,,6.04363350973568
82,2015/08/07 13:54:40+00,L0004,Prorail,bestaand,0,muur,50.481,283,,,,50.4808477048474
83,2017/10/24 14:15:09+00,G0344,Utrecht,bestaand,0,muur,11.666,283,,,,11.6656051707573
84,2017/10/24 14:15:42+00,G0344,Utrecht,bestaand,0,muur,2.495,283,,,,2.49512617385142
85,2017/10/24 14:15:43+00,G0344,Utrecht,bestaand,0,muur,3.366,283,,,,3.36639584719326
86,2017/10/24 14:15:05+00,G0344,Utrecht,bestaand,0,muur,1.614,283,,,,1.61364839187408
87,2017/10/24 14:15:44+00,G0344,Utrecht,bestaand,0,muur,2.194,283,,,,2.19443424041106
88,2015/05/22 09:36:50+00,W0662,Waterschap Vallei en Veluwe,bestaand,0,walbescherming,144.039,283,,,,144.039190188187
89,2015/08/20 13:33:21+00,G0243,Harderwijk,bestaand,0,muur,9.668,283,,,,9.66809391762409
90,2015/08/07 13:54:40+00,L0004,Prorail,bestaand,0,muur,10.482,283,,,,10.481892434098
91,2016/05/30 11:06:33+00,G0796,'s-Hertogenbosch,bestaand,0,muur,0.308,283,,,,0.308288825616499
92,2020/01/29 11:18:00+00,P0025,Gelderland,bestaand,0,muur,2.797,283,,,,2.79738038171429
93,2021/06/29 18:01:43+00,G0439,Purmerend,bestaand,0,walbescherming,30.242,283,,,,30.242133426828
94,2015/08/19 11:22:47+00,L0004,Prorail,bestaand,0,muur,14.668,283,,,,14.6680251567824
95,2021/06/29 18:01:41+00,G0439,Purmerend,bestaand,0,walbescherming,38.916,283,,,,38.9164363753971
96,2016/05/30 11:06:33+00,G0796,'s-Hertogenbosch,bestaand,0,muur,4.239,283,,,,4.23910061334279
97,2016/05/30 11:06:33+00,G0796,'s-Hertogenbosch,bestaand,0,muur,3.191,283,,,,3.19136491175798
98,2020/05/22 11:11:11+00,G0439,Purmerend,bestaand,0,walbescherming,19.021,283,,,,19.0212918593875
99,2015/04/10 17:39:49+00,G0518,'s-Gravenhage,bestaand,0,muur,1.958,283,,,,1.95752011483918
100,2015/04/10 17:39:41+00,G0518,'s-Gravenhage,bestaand,0,muur,4.527,283,,,,4.52654581331063
101,2015/04/10 17:39:41+00,G0518,'s-Gravenhage,bestaand,0,muur,7.583,283,,,,7.5830379795963
102,2019/04/05 19:21:02+00,G0363,Amsterdam,bestaand,0,muur,0.328,283,,,,0.328109737740287
103,2019/04/05 19:21:02+00,G0363,Amsterdam,bestaand,0,muur,46.536,283,,,,46.5246512077354
104,2019/04/05 19:21:02+00,G0363,Amsterdam,bestaand,0,muur,23.283,283,,,,23.2832355742076
105,2019/04/05 19:21:02+00,G0363,Amsterdam,bestaand,0,muur,40.668,283,,,,40.6675669913999
106,2021/12/24 15:53:11+00,G0363,Amsterdam,bestaand,0,muur,5.801,283,,,,5.80121616559838
107,2021/11/22 10:39:39+00,G0855,Tilburg,bestaand,0,muur,14.978,283,,,,14.9780369227291
108,2015/04/10 17:35:59+00,G0518,'s-Gravenhage,bestaand,0,muur,3.709,283,,,,3.70892342870542
109,2018/08/08 14:04:13+00,G0518,'s-Gravenhage,bestaand,0,muur,4.13,283,,,,4.13000980628376
110,2015/02/13 12:51:09+00,G0758,Breda,bestaand,0,muur,4.491,283,,,,4.4909838354477
111,2015/02/13 12:50:23+00,G0758,Breda,bestaand,0,muur,3.997,283,,,,3.99697948456081
112,2019/12/02 10:58:14+00,G0402,,bestaand,0,muur,2.789,283,,,,2.78948023832398
113,2019/12/02 10:58:16+00,G0402,,bestaand,0,muur,7.289,283,,,,7.28926469052193
114,2020/11/20 00:43:59+00,L0002,Ministerie van Infrastructuur en Waterstaat (IenW),bestaand,0,damwand,1.277,283,,,,1.27704737578525
115,2023/01/10 09:02:48+00,G0518,'s-Gravenhage,bestaand,0,walbescherming,3.297,283,,,,3.29651573634952
116,2023/01/10 09:02:48+00,G0518,'s-Gravenhage,bestaand,0,walbescherming,14.868,283,,,,14.8679120928259
117,2022/05/06 07:13:13+00,W0651,Hoogheemraadschap Hollands Noorderkwartier,bestaand,0,walbescherming,0.175,283,,,,0.174888535930746
118,2022/05/06 07:13:13+00,W0651,Hoogheemraadschap Hollands Noorderkwartier,bestaand,0,walbescherming,38.399,283,,,,38.3991551848241
119,2022/05/06 07:13:13+00,W0651,Hoogheemraadschap Hollands Noorderkwartier,bestaand,0,walbescherming,5.294,283,,,,5.29426501982501
120,2020/06/24 16:04:04+00,G0160,Hardenberg,bestaand,0,muur,8.626,283,,,,8.62617008411102
121,2015/11/13 08:45:44+00,G0160,Hardenberg,bestaand,0,muur,6.094,283,,,,6.09436830196535
122,2015/08/18 11:55:26+00,W0647,Waterschap Noorderzijlvest,bestaand,0,walbescherming,46.012,283,,,,46.0121921818506
123,2023/01/27 11:04:52+00,W0616,Hoogheemraadschap van Rijnland,bestaand,0,walbescherming,4.311,283,,,,4.31081164051504
124,2015/02/20 14:38:19+00,G0753,Best,bestaand,0,muur,1.339,283,,,,1.33862565680661
125,2023/01/02 14:57:34+00,W0616,Hoogheemraadschap van Rijnland,bestaand,0,walbescherming,29.67,283,,,,29.6697899347337
126,2017/05/10 12:50:20+00,W0616,Hoogheemraadschap van Rijnland,bestaand,0,walbescherming,2.204,283,,,,2.20395326629219
127,2015/02/20 14:38:19+00,G0753,Best,bestaand,0,muur,1.001,283,,,,1.00058832693571
128,2015/02/20 14:38:19+00,G0753,Best,bestaand,0,muur,3.998,283,,,,3.99782440835012
129,2017/01/26 04:45:01+00,G0855,Tilburg,bestaand,0,muur,8.332,283,,,,8.33240447467534
130,2017/01/26 04:45:01+00,G0855,Tilburg,bestaand,0,muur,8.84,283,,,,8.84045292957324
131,2015/02/20 14:38:19+00,G0753,Best,bestaand,0,muur,3.222,283,,,,3.2216081520339
132,2019/08/30 09:40:48+00,G0796,'s-Hertogenbosch,bestaand,0,muur,0.468,283,,,,0.467898493265366
133,2019/08/30 09:40:48+00,G0796,'s-Hertogenbosch,bestaand,0,muur,0.46,283,,,,0.460108682813094
134,2015/02/20 14:38:19+00,G0753,Best,bestaand,0,muur,2.816,283,,,,2.81557187796725
135,2017/05/10 12:50:20+00,W0616,Hoogheemraadschap van Rijnland,bestaand,0,walbescherming,152.582,283,,,,152.581852194663
136,2017/05/10 12:50:20+00,W0616,Hoogheemraadschap van Rijnland,bestaand,0,walbescherming,9.701,283,,,,9.70086552839487
137,2015/03/30 13:24:08+00,G0753,Best,bestaand,0,muur,7.965,283,,,,7.96456332764076
138,2021/01/29 16:09:54+00,G1926,Pijnacker-Nootdorp,bestaand,0,walbescherming,55.365,283,,,,55.365417239456
139,2021/01/29 16:09:55+00,G1926,Pijnacker-Nootdorp,bestaand,0,damwand,5.148,283,,,,5.14783786126661
140,2015/02/20 14:38:19+00,G0753,Best,bestaand,0,muur,2.819,283,,,,2.81944371129527
141,2015/08/18 11:55:26+00,W0647,Waterschap Noorderzijlvest,bestaand,0,walbescherming,313.373,283,,,,313.372922612517
142,2022/08/19 11:05:04+00,G0796,'s-Hertogenbosch,bestaand,0,muur,5.468,283,,,,5.46794186439425
143,2022/05/12 15:33:10+00,W0656,Hoogheemraadschap van Schieland en de Krimpenerwaard,bestaand,0,walbescherming,0.043,283,,,,0.0431856457633784
144,2022/05/12 15:33:10+00,W0656,Hoogheemraadschap van Schieland en de Krimpenerwaard,bestaand,0,walbescherming,0.176,283,,,,0.175504985684168
145,2015/09/22 09:33:46+00,G1700,Twenterand,bestaand,0,muur,4.642,283,,,,4.64177735355758
146,2015/09/22 09:33:46+00,G1700,Twenterand,bestaand,0,kademuur,0.716,283,,,,0.715956004234897
147,2022/05/03 07:52:22+00,G0518,'s-Gravenhage,bestaand,0,walbescherming,3.51,283,,,,3.51005826162473
148,2022/05/03 07:52:22+00,G0518,'s-Gravenhage,bestaand,0,walbescherming,1.366,283,,,,1.36636927658668
149,2015/05/07 12:59:00+00,G0405,,bestaand,0,muur,1.431,283,,,,1.43105730143835
150,2020/05/26 07:28:26+00,W0616,Hoogheemraadschap van Rijnland,bestaand,0,walbescherming,5.714,283,,,,5.71431194458265
151,2020/05/26 07:28:26+00,W0616,Hoogheemraadschap van Rijnland,bestaand,0,walbescherming,3.197,283,,,,3.19701000936813
152,2016/05/30 11:06:33+00,G0796,'s-Hertogenbosch,bestaand,0,muur,26.129,283,,,,26.1288867922076
153,2018/03/29 08:54:31+00,G0796,'s-Hertogenbosch,bestaand,0,muur,0.262,283,,,,0.261811000532827
154,2018/03/29 08:54:31+00,G0796,'s-Hertogenbosch,bestaand,0,muur,6.125,283,,,,6.12443337882279
155,2016/05/31 02:47:28+00,W0654,Waterschap Aa en Maas,bestaand,0,walbescherming,7.322,283,,,,7.31972311232038
156,2017/04/10 17:10:38+00,W0636,Hoogheemraadschap De Stichtse Rijnlanden,bestaand,0,walbescherming,53.043,283,,,,53.0427090268468
157,2017/09/04 10:47:22+00,W0616,Hoogheemraadschap van Rijnland,bestaand,0,walbescherming,16.87,283,,,,16.8704231719302
158,2022/06/29 09:58:38+00,W0616,Hoogheemraadschap van Rijnland,bestaand,0,walbescherming,5.98,283,,,,5.98007143921732
159,2018/10/31 08:50:13+00,W0616,Hoogheemraadschap van Rijnland,bestaand,0,walbescherming,69.432,283,,,,69.4320702413517
160,2018/10/31 08:50:13+00,W0616,Hoogheemraadschap van Rijnland,bestaand,0,walbescherming,14.826,283,,,,14.8260345338867
161,2018/10/31 08:50:13+00,W0616,Hoogheemraadschap van Rijnland,bestaand,0,walbescherming,42.01,283,,,,42.0101862052527
162,2015/02/19 20:33:34+00,G0984,Venray,bestaand,0,muur,0.618,283,,,,0.617831692291679
163,2014/12/05 11:57:16+00,G0935,Maastricht,bestaand,0,muur,10.379,283,,,,10.3786031904667
164,2014/12/05 11:57:18+00,G0935,Maastricht,bestaand,0,muur,1.02,283,,,,1.02042834143315
165,2015/11/11 08:53:04+00,G0396,,bestaand,0,muur,0.355,283,,,,0.354684366726249
166,2015/11/11 08:53:04+00,G0396,,bestaand,0,walbescherming,8.01,283,,,,8.01000137328328
167,2015/11/11 08:53:04+00,G0396,,bestaand,0,muur,12.113,283,,,,12.1132063467936
168,2015/11/11 08:53:04+00,G0396,,bestaand,0,walbescherming,5.958,283,,,,5.95780102051084
169,2015/11/11 08:53:04+00,G0396,,bestaand,0,muur,0.3,283,,,,0.299701518181006
170,2021/10/20 16:15:15+00,G0396,,bestaand,0,muur,16.146,283,,,,16.1460228402704
171,2018/07/23 11:59:24+00,G0396,,bestaand,0,walbescherming,3.237,283,,,,3.2372265907718
172,2015/11/11 08:53:04+00,G0396,,bestaand,0,walbescherming,43.72,283,,,,43.7196448407349
173,2015/11/11 08:53:04+00,G0396,,bestaand,0,muur,8.604,283,,,,8.6035163160187
174,2015/11/11 08:53:04+00,G0396,,bestaand,0,muur,2.099,283,,,,2.09863241183395
175,2015/11/11 08:53:04+00,G0396,,bestaand,0,walbescherming,10.253,283,,,,10.2528795955088
176,2015/11/11 08:53:04+00,G0396,,bestaand,0,muur,1.32,283,,,,1.32023672119813
177,2015/11/11 08:53:04+00,G0396,,bestaand,0,walbescherming,10.102,283,,,,10.1018858635405
178,2015/11/11 08:53:04+00,G0396,,bestaand,0,muur,2.113,283,,,,2.11261567730622
179,2015/11/11 08:53:04+00,G0396,,bestaand,0,walbescherming,4.814,283,,,,4.81370210960338
180,2015/11/11 08:53:04+00,G0396,,bestaand,0,muur,16.432,283,,,,16.4322293022313
181,2015/11/11 08:53:04+00,G0396,,bestaand,0,walbescherming,8.614,283,,,,8.61383002927749
182,2015/11/11 08:53:04+00,G0396,,bestaand,0,muur,11.271,283,,,,11.271019918357
183,2015/11/11 08:53:04+00,G0396,,bestaand,0,muur,9.269,283,,,,9.26856504535627
184,2015/11/11 08:53:04+00,G0396,,bestaand,0,walbescherming,94.853,283,,,,94.8526884173559
185,2015/11/11 08:53:04+00,G0396,,bestaand,0,muur,5.564,283,,,,5.56437390907549
186,2015/11/11 08:53:04+00,G0396,,bestaand,0,muur,0.633,283,,,,0.632987361643185
187,2015/11/11 08:53:04+00,G0396,,bestaand,0,walbescherming,32.543,283,,,,32.542802168836
188,2015/11/11 08:53:04+00,G0396,,bestaand,0,muur,0.23,283,,,,0.22981079173964
189,2015/11/11 08:53:04+00,G0396,,bestaand,0,walbescherming,28.637,283,,,,28.6372604311236
190,2015/11/11 08:53:04+00,G0396,,bestaand,0,muur,0.336,283,,,,0.335931540644817
191,2015/11/11 08:53:04+00,G0396,,bestaand,0,muur,0.265,283,,,,0.264560012095555
192,2015/11/11 08:53:04+00,G0396,,bestaand,0,walbescherming,2.272,283,,,,2.27249576457251
193,2015/11/11 08:53:04+00,G0396,,bestaand,0,walbescherming,9.558,283,,,,9.55711385616379
194,2015/11/11 08:53:04+00,G0396,,bestaand,0,muur,5.701,283,,,,5.70073977655532
195,2020/11/30 15:44:24+00,G0396,,bestaand,0,walbescherming,73.897,283,,,,73.8969123306245
196,2015/11/11 08:53:04+00,G0396,,bestaand,0,muur,1.91,283,,,,1.91016910246187
197,2015/11/11 08:53:04+00,G0396,,bestaand,0,muur,9.268,283,,,,9.26840180397894
198,2015/11/11 08:53:04+00,G0396,,bestaand,0,muur,1.465,283,,,,1.46503378800627
199,2015/11/11 08:53:04+00,G0396,,bestaand,0,muur,1.394,283,,,,1.394440389547
200,2015/11/11 08:53:04+00,G0396,,bestaand,0,muur,0.275,283,,,,0.275036361232474
201,2015/11/11 08:53:04+00,G0396,,bestaand,0,muur,12.119,283,,,,12.1189309759566
202,2015/11/11 08:53:04+00,G0396,,bestaand,0,muur,7.011,283,,,,7.01107010377161
203,2015/11/11 08:53:04+00,G0396,,bestaand,0,muur,0.014,283,,,,0.0136014705087354
204,2015/11/11 08:53:04+00,G0396,,bestaand,0,muur,12.12,283,,,,12.1203357214229
205,2015/11/11 08:53:04+00,G0396,,bestaand,0,walbescherming,8.813,283,,,,8.8125125815513
206,2015/11/11 08:53:04+00,G0396,,bestaand,0,muur,0.303,283,,,,0.302829985305286
207,2015/11/11 08:53:04+00,G0396,,bestaand,0,walbescherming,33.623,283,,,,33.6232045022482
208,2015/11/11 08:53:04+00,G0396,,bestaand,0,muur,2.87,283,,,,2.87026566714651
209,2015/11/11 08:53:04+00,G0396,,bestaand,0,muur,12.003,283,,,,12.0025445635498
210,2015/11/11 08:53:04+00,G0396,,bestaand,0,muur,0.955,283,,,,0.955209401126266
211,2015/11/11 08:53:04+00,G0396,,bestaand,0,muur,2.97,283,,,,2.96982053329827
212,2015/11/11 08:53:04+00,G0396,,bestaand,0,muur,1.523,283,,,,1.52287786772282
213,2015/11/11 08:53:04+00,G0396,,bestaand,0,muur,0.021,283,,,,0.0214009345590327
214,2018/05/15 08:56:57+00,W0372,Hoogheemraadschap van Delfland,bestaand,0,walbescherming,29.389,283,,,,29.389309501926
215,2018/05/15 08:56:57+00,W0372,Hoogheemraadschap van Delfland,bestaand,0,walbescherming,17.817,283,,,,17.8171524099672
216,2021/11/22 10:39:39+00,G0855,Tilburg,bestaand,0,muur,3.7,283,,,,3.69950293958526
217,2022/02/08 16:40:34+00,G0796,'s-Hertogenbosch,bestaand,0,kademuur,0.201,283,,,,0.200848201386022
218,2018/05/15 08:56:57+00,W0372,Hoogheemraadschap van Delfland,bestaand,0,walbescherming,29.478,283,,,,29.4777326129402
219,2015/04/10 17:25:31+00,G0518,'s-Gravenhage,bestaand,0,walbescherming,14.094,283,,,,14.0941046939862
220,2019/04/09 08:58:42+00,G0855,Tilburg,bestaand,0,muur,3.333,283,,,,3.33307845692237
221,2023/01/10 09:02:48+00,G0518,'s-Gravenhage,bestaand,0,walbescherming,1.814,283,,,,1.81430014055007
222,2015/04/10 17:37:55+00,G0518,'s-Gravenhage,bestaand,0,kademuur,0.697,283,,,,0.697213023401026
223,2015/02/13 12:49:51+00,G0758,Breda,bestaand,0,muur,1.71,283,,,,1.70956544072161
224,2015/02/13 12:49:50+00,G0758,Breda,bestaand,0,muur,14.712,283,,,,14.7119850031038
225,2016/11/29 13:29:58+00,G0758,Breda,bestaand,0,muur,1.678,283,,,,1.6783662408752
226,2022/03/18 16:25:35+00,L0004,Prorail,bestaand,0,muur,0.258,283,,,,0.258427939665973
227,2015/02/13 12:49:47+00,G0758,Breda,bestaand,0,muur,6.582,283,,,,6.58219331738333
228,2015/02/13 12:50:00+00,G0758,Breda,bestaand,0,muur,0.049,283,,,,0.0494772675074119
229,2018/11/28 12:59:18+00,G0796,'s-Hertogenbosch,bestaand,0,muur,5.546,283,,,,5.5462658609194
230,2018/11/28 12:59:18+00,G0796,'s-Hertogenbosch,bestaand,0,muur,0.939,283,,,,0.938810417496525
231,2015/02/19 20:33:34+00,G0984,Venray,bestaand,0,muur,0.803,283,,,,0.802795739899011
232,2018/11/28 12:59:18+00,G0796,'s-Hertogenbosch,bestaand,0,muur,0.302,283,,,,0.302372287089938
233,2020/03/11 15:29:59+00,G0796,'s-Hertogenbosch,bestaand,0,muur,4.667,283,,,,4.66716552095595
234,2018/11/28 12:59:18+00,G0796,'s-Hertogenbosch,bestaand,0,muur,1.249,283,,,,1.24860922629941
235,2018/11/28 12:59:18+00,G0796,'s-Hertogenbosch,bestaand,0,muur,1.3,283,,,,1.30009615029043
236,2018/11/28 12:59:18+00,G0796,'s-Hertogenbosch,bestaand,0,muur,0.603,283,,,,0.603182600221967
237,2018/02/07 10:27:27+00,W0656,Hoogheemraadschap van Schieland en de Krimpenerwaard,bestaand,0,walbescherming,3.166,283,,,,3.16564764305821
238,2018/11/28 12:59:18+00,G0796,'s-Hertogenbosch,bestaand,0,muur,1.233,283,,,,1.23300364962964
239,2018/11/26 14:29:30+00,G0984,Venray,bestaand,0,muur,0.48,283,,,,0.479717625275536
240,2017/05/10 12:50:20+00,W0616,Hoogheemraadschap van Rijnland,bestaand,0,walbescherming,4.818,283,,,,4.81841568024246
241,2023/01/02 14:57:34+00,W0616,Hoogheemraadschap van Rijnland,bestaand,0,walbescherming,18.716,283,,,,18.7163364010682
242,2021/01/29 14:35:30+00,W0616,Hoogheemraadschap van Rijnland,bestaand,0,walbescherming,11.693,283,,,,11.6925373437916
243,2023/01/02 14:57:34+00,W0616,Hoogheemraadschap van Rijnland,bestaand,0,walbescherming,3.922,283,,,,3.92191853561494
