FID,wvk_id,wvk_begdat,nwb_versie,pve_code,gme_id,gme_naam,wpsnaam,stt_naam,wegnummer,wegbehsrt,wegbehcode,wegbehnaam,lengte,maxshd,dat_maxshd,begintijd,eindtijd,maxshd_alt,van,naar,maxshd_str,maxshd_adv,kenm_richt,fk_veld1,betrwbheid,gdb_geomattr_data,shape
max_snelheden_overdag.19,179269010,1997-07-16T00:00:00,2022-12-01T00:00:00,ZH,599,Rotterdam,Rotterdam,Willem Egmondstraat, ,G,599,Rotterdam,15,50,2022-09-13T00:00:00,0,0,0,0,15,0,0,B,017926901019970716,100%,,"LINESTRING (89813 434955, 89817 434969)"
max_snelheden_overdag.20,194264024,1982-01-01T00:00:00,2022-12-01T00:00:00,ZH,599,Rotterdam,Rotterdam,Prinsendijk, ,G,599,Rotterdam,64,30,2022-09-13T00:00:00,0,0,0,0,64,0,0,B,019426402419820101,100%,,"LINESTRING (97140 432386, 97170 432330)"
max_snelheden_overdag.21,193266013,1992-09-15T00:00:00,2022-12-01T00:00:00,ZH,599,Rotterdam,Rotterdam,Bommelerwaard, ,G,599,Rotterdam,42,30,2022-09-13T00:00:00,0,0,0,0,42,0,0,B,019326601319920915,100%,,"LINESTRING (96724 433121, 96751 433089)"
max_snelheden_overdag.22,192217049,1999-06-01T00:00:00,2022-12-01T00:00:00,NB,1709,Moerdijk,Klundert,Hoogstraat, ,G,1709,Moerdijk,5,30,2022-05-30T00:00:00,0,0,0,0,5,0,0,B,019221704919990601,100%,,"LINESTRING (96048 408548, 96052 408551)"
max_snelheden_overdag.23,189275065,1996-06-17T00:00:00,2022-12-01T00:00:00,ZH,599,Rotterdam,Rotterdam,Ringersplaats, ,G,599,Rotterdam,20,30,2022-09-13T00:00:00,0,0,0,0,20,0,0,B,018927506519960617,100%,,"LINESTRING (94506 437772, 94525 437766)"
max_snelheden_overdag.24,349320009,1998-06-26T00:00:00,2022-12-01T00:00:00,GL,228,Ede,Lunteren,Broekdijk, ,G,228,Ede,470,60,2022-09-26T00:00:00,0,0,0,0,470,0,0,B,034932000919980626,100%,,"LINESTRING (174960 460419, 174969 460413, 174984 460408, 174991 460407, 175000 460407, 175051 460407, 175122 460412, 175153 460416, 175164 460418, 175180 460416, 175183 460413, 175215 460370, 175297 460263, 175304 460257, 175313 460260, 175318 460263, 175341 460282)"
max_snelheden_overdag.25,346288008,1997-09-02T00:00:00,2022-12-01T00:00:00,GL,289,Wageningen,Wageningen,Haversteeg, ,G,289,Wageningen,116,30,2022-05-30T00:00:00,0,0,0,0,116,0,0,B,034628800819970902,100%,,"LINESTRING (173112 443983, 173220 444025)"
max_snelheden_overdag.26,357451009,1998-04-24T00:00:00,2022-12-01T00:00:00,FL,171,Noordoostpolder,Emmeloord,Wooldhof, ,G,171,Noordoostpolder,4,30,2022-09-26T00:00:00,0,0,0,0,4,0,0,B,035745100919980424,100%,,"LINESTRING (178603 525604, 178604 525600)"
max_snelheden_overdag.27,357038002,1998-03-10T00:00:00,2022-12-01T00:00:00,LB,935,Maastricht,Maastricht,SEVERENSTEEG, ,G,935,Maastricht,49,30,2022-09-26T00:00:00,0,0,0,0,49,0,0,B,035703800219980310,100%,,"LINESTRING (178947 319423, 178964 319426, 178996 319428)"
max_snelheden_overdag.28,352330003,1997-10-17T00:00:00,2022-12-01T00:00:00,GL,203,Barneveld,Stroe,Heetkamperweg, ,G,203,Barneveld,8,60,2022-09-26T00:00:00,0,0,0,0,8,0,0,B,035233000319971017,100%,,"LINESTRING (176206 465046, 176213 465050)"
max_snelheden_overdag.29,353171057,1996-08-15T00:00:00,2022-12-01T00:00:00,NB,794,Helmond,Helmond,Zeelenweg, ,G,794,Helmond,2,30,2022-09-26T00:00:00,0,0,0,0,2,0,0,B,035317105719960815,100%,,"LINESTRING (176620 385556, 176622 385555)"
max_snelheden_overdag.30,354286007,1982-01-01T00:00:00,2022-12-01T00:00:00,GL,289,Wageningen,Wageningen,KONINGSLAAN, ,G,289,Wageningen,157,Onbekend,2022-09-26T00:00:00,0,0,0,0,157,0,0,B,035428600719820101,100%,,"LINESTRING (177083 443086, 177227 443023)"
max_snelheden_overdag.90,270313058,1998-06-26T00:00:00,2022-12-01T00:00:00,UT,344,Utrecht,Utrecht,2e Daalsedijk, ,G,344,Utrecht,9,30,2022-05-30T00:00:00,0,0,0,0,9,0,0,B,027031305819980626,100%,,"LINESTRING (135197 456862, 135204 456857)"
max_snelheden_overdag.31,351368019,1997-08-01T00:00:00,2022-12-01T00:00:00,GL,243,Harderwijk,Hierden,Reigershofweg, ,G,243,Harderwijk,37,60,2022-09-26T00:00:00,0,0,0,0,37,0,0,B,035136801919970801,100%,,"LINESTRING (175860 484147, 175869 484147, 175874 484145, 175884 484140, 175894 484134)"
max_snelheden_overdag.32,360261066,1997-07-03T00:00:00,2022-12-01T00:00:00,GL,209,Beuningen,Beuningen Gld,Maisveld, ,G,209,Beuningen,8,30,2022-09-26T00:00:00,0,0,0,0,8,0,0,B,036026106619970703,100%,,"LINESTRING (180439 430618, 180441 430626)"
max_snelheden_overdag.33,377255014,1997-07-03T00:00:00,2022-12-01T00:00:00,GL,268,Nijmegen,Nijmegen,Palestrinastraat, ,G,268,Nijmegen,21,30,2022-09-26T00:00:00,0,0,0,0,21,0,0,B,037725501419970703,100%,,"LINESTRING (188840 427600, 188858 427611)"
max_snelheden_overdag.34,372038078,1997-06-21T00:00:00,2022-12-01T00:00:00,LB,994,Valkenburg aan de Geul,Valkenburg,Grotestraat Centrum, ,G,994,Valkenburg aan de Geul,10,30,2022-05-30T00:00:00,0,0,0,0,10,0,0,B,037203807819970621,100%,,"LINESTRING (186323 319488, 186327 319497)"
max_snelheden_overdag.35,389024007,1999-06-01T00:00:00,2022-12-01T00:00:00,LB,1729,Gulpen-Wittem,Wittem,GULKOELERWEG, ,G,1729,Gulpen-Wittem,8,60,2022-05-30T00:00:00,0,0,0,0,8,0,0,B,038902400719990601,100%,,"LINESTRING (194591 312473, 194597 312468)"
max_snelheden_overdag.36,386364009,1997-11-18T00:00:00,2022-12-01T00:00:00,GL,232,Epe,Emst,Pollenseweg, ,G,232,Epe,141,60,2022-05-30T00:00:00,0,0,0,0,141,0,0,B,038636400919971118,100%,,"LINESTRING (193092 482060, 193175 482050, 193177 482045, 193177 482041, 193177 482035, 193171 482000, 193169 481994)"
max_snelheden_overdag.37,384292061,1999-10-01T00:00:00,2022-12-01T00:00:00,GL,202,Arnhem,Arnhem,Monnikensteeg, ,G,202,Arnhem,36,30,2022-09-26T00:00:00,0,0,0,0,36,0,0,B,038429206119991001,100%,,"LINESTRING (192198 446231, 192204 446232, 192234 446227)"
max_snelheden_overdag.38,397381003,1997-11-07T00:00:00,2022-12-01T00:00:00,GL,246,Heerde,Heerde,Ringweg, ,G,246,Heerde,495,60,2022-05-30T00:00:00,0,0,0,0,495,0,0,B,039738100319971107,100%,,"LINESTRING (198517 490557, 198617 490642, 198620 490642, 198660 490628, 198673 490622, 198703 490602, 198758 490565, 198759 490559, 198724 490482, 198706 490437, 198697 490426, 198687 490416, 198661 490394)"
max_snelheden_overdag.39,393361001,1997-11-21T00:00:00,2022-12-01T00:00:00,GL,232,Epe,Emst,Wiemanstraat, ,G,232,Epe,65,60,2022-09-26T00:00:00,0,0,0,0,65,0,0,B,039336100119971121,100%,,"LINESTRING (196785 480715, 196822 480674, 196829 480667)"
max_snelheden_overdag.40,393487004,1998-10-21T00:00:00,2022-12-01T00:00:00,FR,98,Weststellingwerf,Wolvega,Deken Mulderstraat, ,G,98,Weststellingwerf,180,30,2022-09-26T00:00:00,0,0,0,0,180,0,0,B,039348700419981021,100%,,"LINESTRING (196818 543733, 196843 543750, 196875 543771, 196879 543773, 196884 543772, 196889 543770, 196892 543767, 196904 543750, 196923 543720, 196927 543715, 196939 543702, 196943 543696, 196944.936999999 543691.6409999989)"
max_snelheden_overdag.41,393031003,1997-06-21T00:00:00,2022-12-01T00:00:00,LB,965,Simpelveld,Simpelveld,Oranjeplein, ,G,965,Simpelveld,166,50,2022-05-30T00:00:00,0,0,0,0,166,0,0,B,039303100319970621,100%,,"LINESTRING (196953 315938, 196951 316079, 196951 316104)"
max_snelheden_overdag.42,406539007,1982-01-01T00:00:00,2022-12-01T00:00:00,FR,90,Smallingerland,Drachten,Wielewalen, ,G,90,Smallingerland,72,30,2022-05-30T00:00:00,0,0,0,0,72,0,0,B,040653900719820101,100%,,"LINESTRING (203186 569822, 203257 569834)"
max_snelheden_overdag.43,402528001,1997-09-30T00:00:00,2022-12-01T00:00:00,FR,86,Opsterland,Beetsterzwaag,Bommegaerde, ,G,86,Opsterland,56,30,2022-09-26T00:00:00,0,0,0,0,56,0,0,B,040252800119970930,100%,,"LINESTRING (201202 564487, 201250 564483, 201258 564482)"
max_snelheden_overdag.44,419153047,1997-09-26T00:00:00,2022-12-01T00:00:00,LB,983,Venlo,Venlo,Schubertstraat, ,G,983,Venlo,12,30,2022-05-30T00:00:00,0,0,0,0,12,0,0,B,041915304719970926,100%,,"LINESTRING (209958 376914, 209962 376925)"
max_snelheden_overdag.45,414353030,1999-06-01T00:00:00,2022-12-01T00:00:00,OV,150,Deventer,Deventer,Borgelerhofweg, ,G,150,Deventer,12,30,2022-05-30T00:00:00,0,0,0,0,12,0,0,B,041435303019990601,100%,,"LINESTRING (207179 476968, 207190 476972)"
max_snelheden_overdag.46,411490033,1999-01-15T00:00:00,2022-12-01T00:00:00,FR,98,Weststellingwerf,Noordwolde,Krommestede, ,G,98,Weststellingwerf,60,30,2022-05-30T00:00:00,0,0,0,0,60,0,0,B,041149003319990115,100%,,"LINESTRING (205580 545180, 205605 545185, 205637 545198)"
max_snelheden_overdag.47,410556051,1997-11-25T00:00:00,2022-12-01T00:00:00,FR,59,Achtkarspelen,Harkema,De Flearen, ,G,59,Achtkarspelen,18,30,2022-05-30T00:00:00,0,0,0,0,18,0,0,B,041055605119971125,100%,,"LINESTRING (205285 578107, 205295 578092)"
max_snelheden_overdag.48,454380023,1997-10-30T00:00:00,2022-12-01T00:00:00,OV,163,Hellendoorn,Hellendoorn,Ommerweg, ,G,163,Hellendoorn,35,50,2022-05-30T00:00:00,0,0,0,0,35,0,0,B,045438002319971030,100%,,"LINESTRING (227163 490166, 227170 490155, 227182 490137)"
max_snelheden_overdag.49,475462009,1998-04-22T00:00:00,2022-12-01T00:00:00,DR,109,Coevorden,Geesbrug,VEENMARKE, ,G,109,Coevorden,286,80,2022-09-26T00:00:00,0,0,0,0,286,0,0,B,047546200919980422,100%,,"LINESTRING (237976 531358, 237985 531366, 238000 531389, 238018 531415, 238075 531501, 238134 531585, 238139 531593)"
max_snelheden_overdag.50,471570066,1997-06-14T00:00:00,2022-12-01T00:00:00,GR,14,Groningen,Groningen,Isebrandtsheerd, ,G,14,Groningen,56,30,2022-05-30T00:00:00,0,0,0,0,56,0,0,B,047157006619970614,100%,,"LINESTRING (235514 585015, 235522 585017, 235536 585023, 235538 585025, 235537 585028, 235523 585050)"
max_snelheden_overdag.51,472570056,1997-06-14T00:00:00,2022-12-01T00:00:00,GR,14,Groningen,Groningen,Hylkemaheerd, ,G,14,Groningen,27,30,2022-05-30T00:00:00,0,0,0,0,27,0,0,B,047257005619970614,100%,,"LINESTRING (236428 585327, 236431 585324, 236436 585302)"
max_snelheden_overdag.52,472570057,1997-06-14T00:00:00,2022-12-01T00:00:00,GR,14,Groningen,Groningen,Hylkemaheerd, ,G,14,Groningen,79,30,2022-05-30T00:00:00,0,0,0,0,79,0,0,B,047257005719970614,100%,,"LINESTRING (236404 585401, 236419 585339, 236428 585327)"
max_snelheden_overdag.53,473358014,1997-12-17T00:00:00,2022-12-01T00:00:00,OV,189,Wierden,Enter,Voormors, ,G,189,Wierden,12,30,2022-05-30T00:00:00,0,0,0,0,12,0,0,B,047335801419971217,100%,,"LINESTRING (236532 479083, 236533 479071)"
max_snelheden_overdag.54,474567029,1997-06-14T00:00:00,2022-12-01T00:00:00,GR,14,Groningen,Groningen,Golfslag, ,G,14,Groningen,26,30,2022-05-30T00:00:00,0,0,0,0,26,0,0,B,047456702919970614,100%,,"LINESTRING (237070 583626, 237079 583602)"
max_snelheden_overdag.55,474567046,1997-06-14T00:00:00,2022-12-01T00:00:00,GR,14,Groningen,Groningen,Dukdalf, ,G,14,Groningen,82,30,2022-09-26T00:00:00,0,0,0,0,82,0,0,B,047456704619970614,100%,,"LINESTRING (237323 583669, 237313 583692, 237324 583696, 237337 583666, 237343 583663, 237349 583662)"
max_snelheden_overdag.56,474567053,1997-06-14T00:00:00,2022-12-01T00:00:00,GR,14,Groningen,Groningen,Golfslag, ,G,14,Groningen,24,30,2022-05-30T00:00:00,0,0,0,0,24,0,0,B,047456705319970614,100%,,"LINESTRING (237070 583626, 237092 583635)"
max_snelheden_overdag.57,468515014,1982-01-01T00:00:00,2022-12-01T00:00:00,DR,106,Assen,Assen,Vondellaan, ,G,106,Assen,44,30,2022-05-30T00:00:00,0,0,0,0,44,0,0,B,046851501419820101,100%,,"LINESTRING (234144 557934, 234154 557924, 234183 557918)"
max_snelheden_overdag.58,470519076,1997-05-29T00:00:00,2022-12-01T00:00:00,DR,106,Assen,Assen,Deelheugte, ,G,106,Assen,7,30,2022-09-26T00:00:00,0,0,0,0,7,0,0,B,047051907619970529,100%,,"LINESTRING (235175 559551, 235180 559546)"
max_snelheden_overdag.59,471402009,1996-10-10T00:00:00,2022-12-01T00:00:00,OV,175,Ommen,Beerzerveld,Oosterweg, ,G,175,Ommen,2,50,2022-09-26T00:00:00,0,0,0,0,2,0,0,B,047140200919961010,100%,,"LINESTRING (235695 501131, 235696 501133)"
max_snelheden_overdag.60,467406002,1982-01-01T00:00:00,2022-12-01T00:00:00,OV,175,Ommen,Beerze,Kampweg, ,G,175,Ommen,450,60,2022-05-30T00:00:00,0,0,0,0,450,0,0,B,046740600219820101,100%,,"LINESTRING (233544 503241, 233552 503245, 233559 503251, 233565 503259, 233593 503322, 233599 503333, 233613 503365, 233618 503374, 233631 503398, 233634 503406, 233641 503433, 233645 503443, 233655 503461, 233665 503479, 233675 503503, 233680 503516, 233686 503527, 233695 503561, 233701 503603, 233701 503606, 233703 503627, 233703 503652)"
max_snelheden_overdag.61,498288004,1999-10-01T00:00:00,2022-12-01T00:00:00,GL,294,Winterswijk,Winterswijk,Kievitsweg, ,G,294,Winterswijk,5,60,2022-05-30T00:00:00,0,0,0,0,5,0,0,B,049828800419991001,100%,,"LINESTRING (249432 444018, 249435 444022)"
max_snelheden_overdag.62,494441043,1983-10-27T00:00:00,2022-12-01T00:00:00,DR,109,Coevorden,Coevorden,Drostenstraat, ,G,109,Coevorden,19,30,2022-09-26T00:00:00,0,0,0,0,19,0,0,B,049444104319831027,100%,,"LINESTRING (247475 520672, 247487 520687)"
max_snelheden_overdag.63,492297004,1999-08-01T00:00:00,2022-12-01T00:00:00,GL,294,Winterswijk,Winterswijk Meddo,Goossensweg, ,G,294,Winterswijk,25,60,2022-09-26T00:00:00,0,0,0,0,25,0,0,B,049229700419990801,100%,,"LINESTRING (246097 448725, 246106 448725, 246113 448728, 246119 448734)"
max_snelheden_overdag.64,484372031,2000-04-01T00:00:00,2022-12-01T00:00:00,OV,141,Almelo,Almelo,Grotestraat, ,G,141,Almelo,36,15,2022-09-26T00:00:00,0,0,0,0,36,0,0,B,048437203120000401,100%,,"LINESTRING (242104 486058, 242114 486023)"
max_snelheden_overdag.65,479422084,1997-11-11T00:00:00,2022-12-01T00:00:00,OV,160,Hardenberg,Hardenberg,Dr. Albert Schweitzerlaan, ,G,160,Hardenberg,191,50,2022-09-26T00:00:00,0,0,0,0,191,0,0,B,047942208419971111,100%,,"LINESTRING (239544 511114, 239542 511101, 239541 511052, 239542 511001, 239544 510945, 239546 510923)"
max_snelheden_overdag.66,517467031,1997-07-29T00:00:00,2022-12-01T00:00:00,DR,114,Emmen,Emmen,Dingspellaan, ,G,114,Emmen,7,30,2022-09-26T00:00:00,0,0,0,0,7,0,0,B,051746703119970729,100%,,"LINESTRING (258881 533677, 258882 533670)"
max_snelheden_overdag.67,515337032,2000-02-01T00:00:00,2022-12-01T00:00:00,OV,153,Enschede,Enschede,Krooshooplanden, ,G,153,Enschede,34,30,2022-05-30T00:00:00,0,0,0,0,34,0,0,B,051533703220000201,100%,,"LINESTRING (257873 468543, 257871 468534, 257882 468531, 257880 468518)"
max_snelheden_overdag.68,208376001,1994-08-03T00:00:00,2022-12-01T00:00:00,NH,392,Haarlem,Haarlem,Klaverbladpoort, ,G,392,Haarlem,67,30,2022-09-26T00:00:00,0,0,0,0,67,0,0,B,020837600119940803,100%,,"LINESTRING (104181 488171, 104214 488139, 104233 488149)"
max_snelheden_overdag.69,206241008,1997-10-31T00:00:00,2022-12-01T00:00:00,ZH,505,Dordrecht,Dordrecht,Pieter Zeemanweg, ,G,505,Dordrecht,100,50,2022-09-26T00:00:00,0,0,0,0,100,0,0,B,020624100819971031,100%,,"LINESTRING (103181 420884, 103248 420881, 103281 420882)"
max_snelheden_overdag.70,219315036,1982-01-01T00:00:00,2022-12-01T00:00:00,ZH,484,Alphen aan den Rijn,Zwammerdam,Kerkplein, ,G,484,Alphen aan den Rijn,46,30,2022-09-26T00:00:00,0,0,0,0,46,0,0,B,021931503619820101,100%,,"LINESTRING (109796 457674, 109797 457657, 109800 457628)"
max_snelheden_overdag.71,217245003,1997-03-06T00:00:00,2022-12-01T00:00:00,ZH,505,Dordrecht,Dordrecht,Oudendijk, ,G,505,Dordrecht,10,30,2022-05-30T00:00:00,0,0,0,0,10,0,0,B,021724500319970306,100%,,"LINESTRING (108979 422949, 108987 422955)"
max_snelheden_overdag.72,216299085,1996-10-24T00:00:00,2022-12-01T00:00:00,ZH,513,Gouda,Gouda,Veenenburg, ,G,513,Gouda,6,30,2022-09-26T00:00:00,0,0,0,0,6,0,0,B,021629908519961024,100%,,"LINESTRING (108341 449598, 108341 449601, 108342 449604)"
max_snelheden_overdag.73,214360043,1991-12-04T00:00:00,2022-12-01T00:00:00,NH,394,Haarlemmermeer,Hoofddorp,Kruisweg, ,G,394,Haarlemmermeer,208,30,2022-09-26T00:00:00,0,0,0,0,208,0,0,B,021436004319911204,100%,,"LINESTRING (107120 480445, 107275 480306)"
max_snelheden_overdag.74,213242019,1997-10-31T00:00:00,2022-12-01T00:00:00,ZH,505,Dordrecht,Dordrecht,Cannenburg, ,G,505,Dordrecht,62,15,2022-09-26T00:00:00,0,0,0,0,62,0,0,B,021324201919971031,100%,,"LINESTRING (106636 421270, 106648 421209)"
max_snelheden_overdag.75,210321083,1982-01-01T00:00:00,2022-12-01T00:00:00,ZH,484,Alphen aan den Rijn,Alphen aan den Rijn,Prins Bernhardlaan, ,G,484,Alphen aan den Rijn,22,50,2022-09-26T00:00:00,0,0,0,0,22,0,0,B,021032108319820101,100%,,"LINESTRING (105011 460644, 105015 460622)"
max_snelheden_overdag.76,210322070,1996-11-13T00:00:00,2022-12-01T00:00:00,ZH,484,Alphen aan den Rijn,Alphen aan den Rijn,Tolstraat, ,G,484,Alphen aan den Rijn,19,30,2022-09-26T00:00:00,0,0,0,0,19,0,0,B,021032207019961113,100%,,"LINESTRING (105053 461082, 105072 461084)"
max_snelheden_overdag.77,228502032,1998-08-18T00:00:00,2022-12-01T00:00:00,NH,400,Den Helder,Den Helder,Pluto, ,G,400,Den Helder,33,30,2022-09-26T00:00:00,0,0,0,0,33,0,0,B,022850203219980818,100%,,"LINESTRING (114052 551272, 114073.43600000069 551246.4530000016)"
max_snelheden_overdag.78,228502037,1989-11-16T00:00:00,2022-12-01T00:00:00,NH,400,Den Helder,Den Helder,Pluto, ,G,400,Den Helder,18,30,2022-09-26T00:00:00,0,0,0,0,18,0,0,B,022850203719891116,100%,,"LINESTRING (114014 551198, 114023 551214)"
max_snelheden_overdag.79,226500031,1998-08-18T00:00:00,2022-12-01T00:00:00,NH,400,Den Helder,Den Helder,Graaf Willem II straat, ,G,400,Den Helder,44,30,2022-05-30T00:00:00,0,0,0,0,44,0,0,B,022650003119980818,100%,,"LINESTRING (113034 550369, 113052 550374, 113058.92700000107 550353.2199999988, 113060 550350)"
max_snelheden_overdag.80,223430091,1997-03-06T00:00:00,2022-12-01T00:00:00,NH,361,Alkmaar,Alkmaar,Abraham Kuyperplein, ,G,361,Alkmaar,20,30,2022-05-30T00:00:00,0,0,0,0,20,0,0,B,022343009119970306,100%,,"LINESTRING (111923 515469, 111938 515482)"
max_snelheden_overdag.81,239389003,1985-10-14T00:00:00,2022-12-01T00:00:00,NH,431,Oostzaan,Oostzaan,Slaperstraat, ,G,431,Oostzaan,43,30,2022-05-30T00:00:00,0,0,0,0,43,0,0,B,023938900319851014,100%,,"LINESTRING (119948 494602, 119989 494614)"
max_snelheden_overdag.82,232402074,1996-10-11T00:00:00,2022-12-01T00:00:00,NH,880,Wormerland,Wormer,Arisstraat, ,G,880,Wormerland,23,30,2022-05-30T00:00:00,0,0,0,0,23,0,0,B,023240207419961011,100%,,"LINESTRING (116277 501036, 116300 501037)"
max_snelheden_overdag.83,249371039,1997-07-05T00:00:00,2022-12-01T00:00:00,NH,363,Amsterdam,Amsterdam,Molukkenstraat, ,G,363,Amsterdam,39,50,2022-09-26T00:00:00,0,0,0,0,39,0,0,B,024937103919970705,100%,,"LINESTRING (124594 485726, 124603 485688)"
max_snelheden_overdag.84,263195026,1991-09-16T00:00:00,2022-12-01T00:00:00,NB,855,Tilburg,Tilburg,Schiphollaan, ,G,855,Tilburg,52,30,2022-05-30T00:00:00,0,0,0,0,52,0,0,B,026319502619910916,100%,,"LINESTRING (131662 397959, 131672 397979, 131686 398005)"
